"CT School Day SAT, 2015-16"
"All Districts, All Subjects, Free/Reduced Price Meal Eligibility (3-level)"

"",,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Regional School District 12","=""2120012""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Math","N",45,"*","*",13,28.9,20,44.4,"*","*","*","*",550
"Regional School District 12","=""2120012""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","ELA","N",129,11,8.5,8,6.2,74,57.4,36,27.9,110,85.3,563
"Regional School District 13","=""2130012""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","Math","N",129,11,8.5,49,38.0,54,41.9,15,11.6,69,53.5,534
"Regional School District 13","=""2130012""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","ELA","N",147,16,10.9,17,11.6,87,59.2,27,18.4,114,77.6,541
"Regional School District 14","=""2140012""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","Math","N",147,13,8.8,56,38.1,58,39.5,20,13.6,78,53.1,536
"Regional School District 14","=""2140012""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","ELA","F","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Regional School District 15","=""2150012""","ELA","N",282,"*","*",26,9.2,169,59.9,"*","*","*","*",572
"Regional School District 15","=""2150012""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","Math","F","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Regional School District 15","=""2150012""","Math","N",282,"*","*",83,29.4,136,48.2,"*","*","*","*",559
"Regional School District 15","=""2150012""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","ELA","N",136,6,4.4,22,16.2,83,61.0,25,18.4,108,79.4,546
"Regional School District 16","=""2160012""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","Math","N",136,26,19.1,53,39.0,45,33.1,12,8.8,57,41.9,507
"Regional School District 16","=""2160012""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 17","=""2170012""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 17","=""2170012""","ELA","N",135,8,5.9,10,7.4,81,60.0,36,26.7,117,86.7,564
"Regional School District 17","=""2170012""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 17","=""2170012""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 17","=""2170012""","Math","N",135,12,8.9,48,35.6,61,45.2,14,10.4,75,55.6,533
"Regional School District 17","=""2170012""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","ELA","N",114,6,5.3,12,10.5,60,52.6,36,31.6,96,84.2,569
"Regional School District 18","=""2180012""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","Math","N",114,14,12.3,32,28.1,52,45.6,16,14.0,68,59.6,543
"Regional School District 18","=""2180012""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","ELA","F",36,"*","*","*","*","*","*","*","*","*","*",525
"Regional School District 19","=""2190012""","ELA","N",219,11,5.0,24,11.0,125,57.1,59,26.9,184,84.0,567
"Regional School District 19","=""2190012""","ELA","R",13,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","Math","F",36,"*","*","*","*","*","*","*","*","*","*",495
"Regional School District 19","=""2190012""","Math","N",219,16,7.3,81,37.0,82,37.4,40,18.3,122,55.7,555
"Regional School District 19","=""2190012""","Math","R",13,"*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","ELA","N",411,"*","*","*","*",182,44.3,197,47.9,379,92.2,608
"Ridgefield School District","=""1180011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Math","N",411,9,2.2,69,16.8,193,47.0,140,34.1,333,81.0,605
"Ridgefield School District","=""1180011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","ELA","N",150,"*","*","*","*",92,61.3,28,18.7,120,80.0,549
"Rocky Hill School District","=""1190011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","Math","N",150,13,8.7,51,34.0,62,41.3,24,16.0,86,57.3,541
"Rocky Hill School District","=""1190011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Salem School District","=""1210011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Salem School District","=""1210011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","ELA","F",24,"*","*","*","*",7,29.2,"*","*","*","*",474
"Seymour School District","=""1240011""","ELA","N",107,"*","*",20,18.7,60,56.1,"*","*","*","*",515
"Seymour School District","=""1240011""","ELA","R",20,"*","*","*","*",9,45.0,0,0.0,9,45.0,468
"Seymour School District","=""1240011""","Math","F",24,"*","*",16,66.7,"*","*","*","*","*","*",482
"Seymour School District","=""1240011""","Math","N",107,21,19.6,41,38.3,37,34.6,8,7.5,45,42.1,503
"Seymour School District","=""1240011""","Math","R",20,"*","*",9,45.0,"*","*","*","*","*","*",481
"Shelton School District","=""1260011""","ELA","F",49,"*","*",9,18.4,21,42.9,"*","*","*","*",485
"Shelton School District","=""1260011""","ELA","N",302,"*","*",40,13.2,186,61.6,"*","*","*","*",553
"Shelton School District","=""1260011""","ELA","R",20,"*","*",10,50.0,"*","*",0,0.0,"*","*",477
"Shelton School District","=""1260011""","Math","F",49,15,30.6,19,38.8,"*","*","*","*",15,30.6,471
"Shelton School District","=""1260011""","Math","N",302,"*","*",92,30.5,145,48.0,"*","*","*","*",536
"Shelton School District","=""1260011""","Math","R",20,6,30.0,8,40.0,6,30.0,0,0.0,6,30.0,469
"Simsbury School District","=""1280011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","ELA","N",334,12,3.6,21,6.3,164,49.1,137,41.0,301,90.1,596
"Simsbury School District","=""1280011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","Math","N",334,14,4.2,66,19.8,143,42.8,111,33.2,254,76.0,597
"Simsbury School District","=""1280011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","Math","N","*","*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","ELA","F",18,"*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","ELA","N",300,14,4.7,34,11.3,186,62.0,66,22.0,252,84.0,560
"South Windsor School District","=""1320011""","ELA","R",8,"*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","Math","F",18,"*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","Math","N",300,25,8.3,91,30.3,132,44.0,52,17.3,184,61.3,552
"South Windsor School District","=""1320011""","Math","R",8,"*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","ELA","F",55,"*","*","*","*","*","*","*","*","*","*",477
"Southington School District","=""1310011""","ELA","N",402,26,6.5,58,14.4,226,56.2,92,22.9,318,79.1,550
"Southington School District","=""1310011""","ELA","R",13,"*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Math","F",55,"*","*","*","*","*","*",0,0.0,"*","*",472
"Southington School District","=""1310011""","Math","N",402,"*","*",157,39.1,163,40.5,"*","*","*","*",545
"Southington School District","=""1310011""","Math","R",13,"*","*","*","*","*","*","*","*","*","*","*"
"Stafford School District","=""1340011""","ELA","F","*",6,28.6,"*","*","*","*","*","*","*","*","*"
"Stafford School District","=""1340011""","ELA","N",75,"*","*","*","*",44,58.7,16,21.3,60,80.0,554
"Stafford School District","=""1340011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Stafford School District","=""1340011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Stafford School District","=""1340011""","Math","N",75,6,8.0,27,36.0,33,44.0,9,12.0,42,56.0,543
"Stafford School District","=""1340011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford Academy District","=""2820013""","ELA","F","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Stamford Academy District","=""2820013""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford Academy District","=""2820013""","Math","F","*","*","*","*","*",0,0.0,0,0.0,0,0.0,"*"
"Stamford Academy District","=""2820013""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","ELA","F",456,159,34.9,"*","*",152,33.3,"*","*","*","*",450
"Stamford School District","=""1350011""","ELA","N",559,69,12.3,87,15.6,287,51.3,116,20.8,403,72.1,536
"Stamford School District","=""1350011""","ELA","R",83,26,31.3,"*","*",37,44.6,"*","*","*","*",474
"Stamford School District","=""1350011""","Math","F",455,202,44.4,200,44.0,"*","*","*","*",53,11.6,434
"Stamford School District","=""1350011""","Math","N",558,98,17.6,182,32.6,177,31.7,101,18.1,278,49.8,527
"Stamford School District","=""1350011""","Math","R",81,27,33.3,32,39.5,"*","*","*","*",22,27.2,465
"Stonington School District","=""1370011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","ELA","N",135,11,8.1,13,9.6,84,62.2,27,20.0,111,82.2,555
"Stonington School District","=""1370011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","Math","F","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Stonington School District","=""1370011""","Math","N",135,"*","*",51,37.8,43,31.9,"*","*","*","*",546
"Stonington School District","=""1370011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","ELA","F",141,47,33.3,"*","*",55,39.0,"*","*","*","*",462
"Stratford School District","=""1380011""","ELA","N",267,28,10.5,43,16.1,159,59.6,37,13.9,196,73.4,528
"Stratford School District","=""1380011""","ELA","R",56,"*","*",14,25.0,24,42.9,"*","*","*","*",482
"Stratford School District","=""1380011""","Math","F",141,57,40.4,65,46.1,"*","*","*","*",19,13.5,441
"Stratford School District","=""1380011""","Math","N",267,"*","*",114,42.7,75,28.1,"*","*","*","*",497
"Stratford School District","=""1380011""","Math","R",56,22,39.3,20,35.7,14,25.0,0,0.0,14,25.0,458
"Suffield School District","=""1390011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Suffield School District","=""1390011""","ELA","N",160,11,6.9,15,9.4,92,57.5,42,26.3,134,83.8,562
"Suffield School District","=""1390011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Suffield School District","=""1390011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Suffield School District","=""1390011""","Math","N",160,12,7.5,55,34.4,72,45.0,21,13.1,93,58.1,542
"Suffield School District","=""1390011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","ELA","F",26,11,42.3,9,34.6,6,23.1,0,0.0,6,23.1,426
"The Bridge Academy District","=""2690013""","ELA","N",7,"*","*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","ELA","R",7,"*","*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","Math","F",26,"*","*",15,57.7,"*","*",0,0.0,"*","*",435
"The Bridge Academy District","=""2690013""","Math","N",7,"*","*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","Math","R",7,"*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","ELA","N",74,12,16.2,14,18.9,41,55.4,7,9.5,48,64.9,504
"The Gilbert School District","=""9020022""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","Math","N",74,16,21.6,26,35.1,20,27.0,12,16.2,32,43.2,522
"The Gilbert School District","=""9020022""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","ELA","N",53,"*","*",9,17.0,34,64.2,"*","*","*","*",508
"Thomaston School District","=""1400011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","Math","N",53,"*","*",26,49.1,16,30.2,"*","*","*","*",483
"Thomaston School District","=""1400011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","ELA","N",30,"*","*",8,26.7,18,60.0,"*","*","*","*",528
"Thompson School District","=""1410011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","Math","N",30,"*","*",14,46.7,"*","*",0,0.0,"*","*",499
"Thompson School District","=""1410011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","ELA","N",192,6,3.1,17,8.9,112,58.3,57,29.7,169,88.0,575
"Tolland School District","=""1420011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","Math","N",192,9,4.7,48,25.0,90,46.9,45,23.4,135,70.3,574
"Tolland School District","=""1420011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","ELA","F",53,22,41.5,"*","*","*","*","*","*","*","*",445
"Torrington School District","=""1430011""","ELA","N",127,"*","*",28,22.0,77,60.6,"*","*","*","*",515
"Torrington School District","=""1430011""","ELA","R",17,"*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Math","F",53,29,54.7,"*","*","*","*","*","*","*","*",427
"Torrington School District","=""1430011""","Math","N",127,"*","*",63,49.6,35,27.6,"*","*","*","*",485
"Torrington School District","=""1430011""","Math","R",17,"*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","ELA","F",29,"*","*","*","*","*","*","*","*","*","*",478
"Trumbull School District","=""1440011""","ELA","N",453,17,3.8,51,11.3,268,59.2,117,25.8,385,85.0,564
"Trumbull School District","=""1440011""","ELA","R",13,"*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Math","F",29,"*","*","*","*","*","*","*","*","*","*",484
"Trumbull School District","=""1440011""","Math","N",453,33,7.3,145,32.0,171,37.7,104,23.0,275,60.7,563
"Trumbull School District","=""1440011""","Math","R",13,"*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","ELA","F",8,"*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Math","F",8,"*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","ELA","F",43,"*","*","*","*",18,41.9,"*","*","*","*",492
"Vernon School District","=""1460011""","ELA","N",129,15,11.6,24,18.6,69,53.5,21,16.3,90,69.8,528
"Vernon School District","=""1460011""","ELA","R",20,"*","*","*","*",12,60.0,"*","*","*","*",497
"Vernon School District","=""1460011""","Math","F",43,"*","*",17,39.5,"*","*",0,0.0,"*","*",453
"Vernon School District","=""1460011""","Math","N",129,18,14.0,52,40.3,50,38.8,9,7.0,59,45.7,512
"Vernon School District","=""1460011""","Math","R",20,"*","*",9,45.0,"*","*",0,0.0,"*","*",454
"Wallingford School District","=""1480011""","ELA","F",56,"*","*","*","*","*","*","*","*","*","*",477
"Wallingford School District","=""1480011""","ELA","N",396,40,10.1,52,13.1,251,63.4,53,13.4,304,76.8,531
"Wallingford School District","=""1480011""","ELA","R",8,"*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","Math","F",56,"*","*","*","*","*","*","*","*","*","*",452
"Wallingford School District","=""1480011""","Math","N",396,61,15.4,189,47.7,129,32.6,17,4.3,146,36.9,499
"Wallingford School District","=""1480011""","Math","R",8,"*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","ELA","F",655,298,45.5,175,26.7,163,24.9,19,2.9,182,27.8,433
"Waterbury School District","=""1510011""","ELA","N",310,97,31.3,80,25.8,113,36.5,20,6.5,133,42.9,471
"Waterbury School District","=""1510011""","ELA","R",90,24,26.7,26,28.9,34,37.8,6,6.7,40,44.4,472
"Waterbury School District","=""1510011""","Math","F",650,379,58.3,222,34.2,"*","*","*","*",49,7.5,406
"Waterbury School District","=""1510011""","Math","N",309,132,42.7,137,44.3,"*","*","*","*",40,12.9,440
"Waterbury School District","=""1510011""","Math","R",90,43,47.8,38,42.2,"*","*","*","*",9,10.0,426
"Waterford School District","=""1520011""","ELA","F","*",7,25.9,"*","*","*","*","*","*","*","*","*"
"Waterford School District","=""1520011""","ELA","N",172,"*","*","*","*",114,66.3,28,16.3,142,82.6,544
"Waterford School District","=""1520011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterford School District","=""1520011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterford School District","=""1520011""","Math","N",172,21,12.2,72,41.9,56,32.6,23,13.4,79,45.9,523
"Waterford School District","=""1520011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Watertown School District","=""1530011""","ELA","F",41,"*","*","*","*","*","*","*","*","*","*",482
"Watertown School District","=""1530011""","ELA","N",147,17,11.6,22,15.0,88,59.9,20,13.6,108,73.5,527
"Watertown School District","=""1530011""","ELA","R",11,"*","*","*","*","*","*","*","*","*","*","*"
"Watertown School District","=""1530011""","Math","F",41,"*","*","*","*","*","*","*","*","*","*",452
"Watertown School District","=""1530011""","Math","N",147,28,19.0,74,50.3,35,23.8,10,6.8,45,30.6,493
"Watertown School District","=""1530011""","Math","R",11,"*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","ELA","F",133,38,28.6,"*","*",56,42.1,"*","*","*","*",467
"West Hartford School District","=""1550011""","ELA","N",587,35,6.0,56,9.5,277,47.2,219,37.3,496,84.5,583
"West Hartford School District","=""1550011""","ELA","R",32,8,25.0,"*","*",17,53.1,"*","*","*","*",496
"West Hartford School District","=""1550011""","Math","F",133,47,35.3,58,43.6,"*","*","*","*",28,21.1,453
"West Hartford School District","=""1550011""","Math","N",586,"*","*",151,25.8,226,38.6,"*","*","*","*",570
"West Hartford School District","=""1550011""","Math","R",32,9,28.1,12,37.5,11,34.4,0,0.0,11,34.4,481
"West Haven School District","=""1560011""","ELA","F",142,54,38.0,45,31.7,"*","*","*","*",43,30.3,443
"West Haven School District","=""1560011""","ELA","N",142,23,16.2,"*","*",75,52.8,"*","*","*","*",504
"West Haven School District","=""1560011""","ELA","R",20,7,35.0,"*","*",7,35.0,"*","*","*","*",456
"West Haven School District","=""1560011""","Math","F",142,64,45.1,64,45.1,"*","*","*","*","*","*",432
"West Haven School District","=""1560011""","Math","N",142,32,22.5,75,52.8,"*","*","*","*",35,24.6,477
"West Haven School District","=""1560011""","Math","R",20,"*","*",10,50.0,"*","*",0,0.0,"*","*",437
"Westbrook School District","=""1540011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","ELA","N",63,7,11.1,11,17.5,38,60.3,7,11.1,45,71.4,524
"Westbrook School District","=""1540011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","Math","N",63,"*","*",32,50.8,20,31.7,"*","*","*","*",497
"Westbrook School District","=""1540011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","ELA","N",192,17,8.9,11,5.7,89,46.4,75,39.1,164,85.4,587
"Weston School District","=""1570011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","Math","N",192,23,12.0,30,15.6,69,35.9,70,36.5,139,72.4,584
"Weston School District","=""1570011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","ELA","N",414,20,4.8,12,2.9,193,46.6,189,45.7,382,92.3,602
"Westport School District","=""1580011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","Math","N",414,24,5.8,69,16.7,159,38.4,162,39.1,321,77.5,605
"Westport School District","=""1580011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Wethersfield School District","=""1590011""","ELA","F","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Wethersfield School District","=""1590011""","ELA","N",212,"*","*",31,14.6,127,59.9,"*","*","*","*",532
"Wethersfield School District","=""1590011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Wethersfield School District","=""1590011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Wethersfield School District","=""1590011""","Math","N",212,31,14.6,74,34.9,84,39.6,23,10.8,107,50.5,527
"Wethersfield School District","=""1590011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","ELA","N",320,10,3.1,13,4.1,156,48.8,141,44.1,297,92.8,604
"Wilton School District","=""1610011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","Math","N",319,10,3.1,64,20.1,131,41.1,114,35.7,245,76.8,598
"Wilton School District","=""1610011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Windham School District","=""1630011""","ELA","F",77,39,50.6,21,27.3,"*","*","*","*",17,22.1,422
"Windham School District","=""1630011""","ELA","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Windham School District","=""1630011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Windham School District","=""1630011""","Math","F",77,48,62.3,"*","*","*","*",0,0.0,"*","*",404
"Windham School District","=""1630011""","Math","N","*","*","*","*","*",6,28.6,0,0.0,6,28.6,"*"
"Windham School District","=""1630011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","ELA","F","*",8,25.8,"*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","ELA","N",54,"*","*",16,29.6,29,53.7,"*","*","*","*",504
"Windsor Locks School District","=""1650011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Math","F","*",10,32.3,"*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Math","N",54,"*","*",25,46.3,19,35.2,"*","*","*","*",486
"Windsor Locks School District","=""1650011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""","ELA","F",67,"*","*",27,40.3,23,34.3,"*","*","*","*",460
"Windsor School District","=""1640011""","ELA","N",172,"*","*",36,20.9,90,52.3,"*","*","*","*",524
"Windsor School District","=""1640011""","ELA","R",23,7,30.4,7,30.4,9,39.1,0,0.0,9,39.1,460
"Windsor School District","=""1640011""","Math","F",67,27,40.3,35,52.2,"*","*","*","*","*","*",426
"Windsor School District","=""1640011""","Math","N",172,"*","*",74,43.0,47,27.3,"*","*","*","*",508
"Windsor School District","=""1640011""","Math","R",23,"*","*",13,56.5,"*","*",0,0.0,"*","*",443
"Wolcott School District","=""1660011""","ELA","F",28,"*","*","*","*","*","*",0,0.0,"*","*",486
"Wolcott School District","=""1660011""","ELA","N",147,"*","*",23,15.6,88,59.9,"*","*","*","*",547
"Wolcott School District","=""1660011""","ELA","R",15,"*","*","*","*","*","*","*","*","*","*","*"
"Wolcott School District","=""1660011""","Math","F",28,"*","*","*","*","*","*","*","*","*","*",461
"Wolcott School District","=""1660011""","Math","N",147,20,13.6,52,35.4,53,36.1,22,15.0,75,51.0,530
"Wolcott School District","=""1660011""","Math","R",15,"*","*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","ELA","N",250,"*","*","*","*","*","*","*","*","*","*",543
"Woodstock Academy District","=""9030022""","ELA","R",8,"*","*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","Math","N",250,"*","*","*","*","*","*","*","*","*","*",542
"Woodstock Academy District","=""9030022""","Math","R",8,"*","*","*","*","*","*","*","*","*","*","*"

