"CT School Day SAT, 2015-16"
"All Districts, All Subjects, Gender"

"",,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Wallingford School District","=""1480011""","ELA","Male",213,33,15.5,34,16.0,120,56.3,26,12.2,146,68.5,518
"Wallingford School District","=""1480011""","Math","Female",247,42,17.0,132,53.4,62,25.1,11,4.5,73,29.6,491
"Wallingford School District","=""1480011""","Math","Male",213,40,18.8,93,43.7,73,34.3,7,3.3,80,37.6,494
"Waterbury School District","=""1510011""","ELA","Female",534,194,36.3,152,28.5,161,30.1,27,5.1,188,35.2,454
"Waterbury School District","=""1510011""","ELA","Male",521,225,43.2,129,24.8,149,28.6,18,3.5,167,32.1,441
"Waterbury School District","=""1510011""","Math","Female",529,259,49.0,214,40.5,"*","*","*","*",56,10.6,423
"Waterbury School District","=""1510011""","Math","Male",520,295,56.7,183,35.2,"*","*","*","*",42,8.1,413
"Waterford School District","=""1520011""","ELA","Female",88,"*","*","*","*",58,65.9,15,17.0,73,83.0,551
"Waterford School District","=""1520011""","ELA","Male",115,"*","*",24,20.9,66,57.4,"*","*","*","*",519
"Waterford School District","=""1520011""","Math","Female",88,14,15.9,34,38.6,25,28.4,15,17.0,40,45.5,525
"Waterford School District","=""1520011""","Math","Male",115,18,15.7,52,45.2,35,30.4,10,8.7,45,39.1,504
"Watertown School District","=""1530011""","ELA","Female",99,10,10.1,17,17.2,65,65.7,7,7.1,72,72.7,514
"Watertown School District","=""1530011""","ELA","Male",100,19,19.0,16,16.0,51,51.0,14,14.0,65,65.0,519
"Watertown School District","=""1530011""","Math","Female",99,21,21.2,55,55.6,"*","*","*","*",23,23.2,475
"Watertown School District","=""1530011""","Math","Male",100,"*","*",48,48.0,26,26.0,"*","*","*","*",496
"West Hartford School District","=""1550011""","ELA","Female",363,39,10.7,54,14.9,152,41.9,118,32.5,270,74.4,557
"West Hartford School District","=""1550011""","ELA","Male",389,42,10.8,41,10.5,198,50.9,108,27.8,306,78.7,560
"West Hartford School District","=""1550011""","Math","Female",362,61,16.9,114,31.5,123,34.0,64,17.7,187,51.7,534
"West Hartford School District","=""1550011""","Math","Male",389,47,12.1,107,27.5,138,35.5,97,24.9,235,60.4,555
"West Haven School District","=""1560011""","ELA","Female",158,34,21.5,43,27.2,70,44.3,11,7.0,81,51.3,490
"West Haven School District","=""1560011""","ELA","Male",146,50,34.2,37,25.3,53,36.3,6,4.1,59,40.4,453
"West Haven School District","=""1560011""","Math","Female",158,37,23.4,93,58.9,"*","*","*","*",28,17.7,469
"West Haven School District","=""1560011""","Math","Male",146,67,45.9,56,38.4,"*","*","*","*",23,15.8,437
"Westbrook School District","=""1540011""","ELA","Female",35,"*","*",7,20.0,21,60.0,"*","*","*","*",518
"Westbrook School District","=""1540011""","ELA","Male",40,"*","*",8,20.0,23,57.5,"*","*","*","*",513
"Westbrook School District","=""1540011""","Math","Female",35,"*","*",19,54.3,8,22.9,"*","*","*","*",477
"Westbrook School District","=""1540011""","Math","Male",40,"*","*",16,40.0,16,40.0,"*","*","*","*",498
"Weston School District","=""1570011""","ELA","Female",85,"*","*","*","*",40,47.1,36,42.4,76,89.4,601
"Weston School District","=""1570011""","ELA","Male",112,"*","*","*","*",50,44.6,40,35.7,90,80.4,572
"Weston School District","=""1570011""","Math","Female",85,8,9.4,14,16.5,33,38.8,30,35.3,63,74.1,587
"Weston School District","=""1570011""","Math","Male",112,17,15.2,18,16.1,36,32.1,41,36.6,77,68.8,578
"Westport School District","=""1580011""","ELA","Female",219,"*","*","*","*",108,49.3,98,44.7,206,94.1,605
"Westport School District","=""1580011""","ELA","Male",214,"*","*","*","*",92,43.0,95,44.4,187,87.4,591
"Westport School District","=""1580011""","Math","Female",219,11,5.0,41,18.7,94,42.9,73,33.3,167,76.3,593
"Westport School District","=""1580011""","Math","Male",214,21,9.8,33,15.4,69,32.2,91,42.5,160,74.8,605
"Wethersfield School District","=""1590011""","ELA","Female",121,9,7.4,19,15.7,74,61.2,19,15.7,93,76.9,538
"Wethersfield School District","=""1590011""","ELA","Male",131,25,19.1,21,16.0,72,55.0,13,9.9,85,64.9,506
"Wethersfield School District","=""1590011""","Math","Female",121,17,14.0,45,37.2,47,38.8,12,9.9,59,48.8,526
"Wethersfield School District","=""1590011""","Math","Male",131,24,18.3,47,35.9,48,36.6,12,9.2,60,45.8,511
"Wilton School District","=""1610011""","ELA","Female",180,"*","*","*","*",86,47.8,85,47.2,171,95.0,611
"Wilton School District","=""1610011""","ELA","Male",148,"*","*","*","*",77,52.0,57,38.5,134,90.5,594
"Wilton School District","=""1610011""","Math","Female",180,"*","*","*","*",75,41.7,60,33.3,135,75.0,594
"Wilton School District","=""1610011""","Math","Male",147,"*","*","*","*",60,40.8,54,36.7,114,77.6,598
"Windham School District","=""1630011""","ELA","Female",48,15,31.3,23,47.9,10,20.8,0,0.0,10,20.8,429
"Windham School District","=""1630011""","ELA","Male",55,33,60.0,"*","*",12,21.8,"*","*","*","*",435
"Windham School District","=""1630011""","Math","Female",48,36,75.0,12,25.0,0,0.0,0,0.0,0,0.0,390
"Windham School District","=""1630011""","Math","Male",55,28,50.9,16,29.1,11,20.0,0,0.0,11,20.0,425
"Windsor Locks School District","=""1650011""","ELA","Female",31,"*","*",10,32.3,13,41.9,"*","*","*","*",479
"Windsor Locks School District","=""1650011""","ELA","Male",58,"*","*",14,24.1,32,55.2,"*","*","*","*",497
"Windsor Locks School District","=""1650011""","Math","Female",31,9,29.0,16,51.6,6,19.4,0,0.0,6,19.4,453
"Windsor Locks School District","=""1650011""","Math","Male",58,"*","*",25,43.1,19,32.8,"*","*","*","*",485
"Windsor School District","=""1640011""","ELA","Female",124,13,10.5,29,23.4,67,54.0,15,12.1,82,66.1,525
"Windsor School District","=""1640011""","ELA","Male",138,33,23.9,41,29.7,55,39.9,9,6.5,64,46.4,481
"Windsor School District","=""1640011""","Math","Female",124,24,19.4,63,50.8,29,23.4,8,6.5,37,29.8,485
"Windsor School District","=""1640011""","Math","Male",138,42,30.4,59,42.8,25,18.1,12,8.7,37,26.8,478
"Wolcott School District","=""1660011""","ELA","Female",90,9,10.0,14,15.6,52,57.8,15,16.7,67,74.4,536
"Wolcott School District","=""1660011""","ELA","Male",100,9,9.0,15,15.0,63,63.0,13,13.0,76,76.0,533
"Wolcott School District","=""1660011""","Math","Female",90,16,17.8,43,47.8,23,25.6,8,8.9,31,34.4,498
"Wolcott School District","=""1660011""","Math","Male",100,16,16.0,30,30.0,39,39.0,15,15.0,54,54.0,530
"Woodstock Academy District","=""9030022""","ELA","Female",129,6,4.7,19,14.7,86,66.7,18,14.0,104,80.6,540
"Woodstock Academy District","=""9030022""","ELA","Male",129,15,11.6,20,15.5,67,51.9,27,20.9,94,72.9,540
"Woodstock Academy District","=""9030022""","Math","Female",129,15,11.6,50,38.8,44,34.1,20,15.5,64,49.6,530
"Woodstock Academy District","=""9030022""","Math","Male",129,19,14.7,43,33.3,32,24.8,35,27.1,67,51.9,546

