"CT School Day SAT, 2015-16"
"All Districts, All Subjects, High Needs (F/R, EL or SWD)"

"",,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Westport School District","=""1580011""","Math","N",376,"*","*",55,14.6,153,40.7,"*","*","*","*",619
"Wethersfield School District","=""1590011""","ELA","Y",63,25,39.7,14,22.2,24,38.1,0,0.0,24,38.1,452
"Wethersfield School District","=""1590011""","ELA","N",189,9,4.8,26,13.8,122,64.6,32,16.9,154,81.5,545
"Wethersfield School District","=""1590011""","Math","Y",63,23,36.5,25,39.7,"*","*","*","*",15,23.8,453
"Wethersfield School District","=""1590011""","Math","N",189,"*","*",67,35.4,82,43.4,"*","*","*","*",540
"Wilton School District","=""1610011""","ELA","Y",42,"*","*",7,16.7,24,57.1,"*","*","*","*",536
"Wilton School District","=""1610011""","ELA","N",286,"*","*","*","*",139,48.6,136,47.6,275,96.2,614
"Wilton School District","=""1610011""","Math","Y",42,"*","*",17,40.5,15,35.7,"*","*","*","*",511
"Wilton School District","=""1610011""","Math","N",285,"*","*",49,17.2,120,42.1,"*","*","*","*",608
"Windham School District","=""1630011""","ELA","Y",88,"*","*","*","*","*","*","*","*","*","*",420
"Windham School District","=""1630011""","ELA","N",15,"*","*","*","*","*","*","*","*","*","*","*"
"Windham School District","=""1630011""","Math","Y",88,"*","*","*","*","*","*",0,0.0,"*","*",401
"Windham School District","=""1630011""","Math","N",15,"*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","ELA","Y",36,"*","*",9,25.0,16,44.4,"*","*","*","*",469
"Windsor Locks School District","=""1650011""","ELA","N",53,"*","*",15,28.3,29,54.7,"*","*","*","*",506
"Windsor Locks School District","=""1650011""","Math","Y",36,13,36.1,16,44.4,"*","*","*","*",7,19.4,453
"Windsor Locks School District","=""1650011""","Math","N",53,"*","*",25,47.2,19,35.8,"*","*","*","*",488
"Windsor School District","=""1640011""","ELA","Y",110,"*","*",38,34.5,34,30.9,"*","*","*","*",457
"Windsor School District","=""1640011""","ELA","N",152,"*","*",32,21.1,88,57.9,"*","*","*","*",535
"Windsor School District","=""1640011""","Math","Y",110,45,40.9,53,48.2,"*","*","*","*",12,10.9,433
"Windsor School District","=""1640011""","Math","N",152,"*","*",69,45.4,44,28.9,"*","*","*","*",517
"Wolcott School District","=""1660011""","ELA","Y",52,"*","*",9,17.3,28,53.8,"*","*","*","*",478
"Wolcott School District","=""1660011""","ELA","N",138,"*","*",20,14.5,87,63.0,"*","*","*","*",556
"Wolcott School District","=""1660011""","Math","Y",52,19,36.5,23,44.2,"*","*","*","*",10,19.2,446
"Wolcott School District","=""1660011""","Math","N",138,"*","*",50,36.2,53,38.4,"*","*","*","*",541
"Woodstock Academy District","=""9030022""","ELA","Y",16,"*","*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","ELA","N",242,"*","*","*","*","*","*","*","*","*","*",547
"Woodstock Academy District","=""9030022""","Math","Y",16,"*","*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","Math","N",242,"*","*","*","*","*","*","*","*","*","*",547

