"CT School Day SAT, 2015-16"
"All Districts, All Subjects, Free/Reduced Price Meal Eligibility (2-level)"

"",,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Wilton School District","=""1610011""","ELA","Y",8,"*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","ELA","N",320,"*","*","*","*","*","*","*","*","*","*",604
"Wilton School District","=""1610011""","Math","Y",8,"*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","Math","N",319,"*","*","*","*","*","*","*","*","*","*",598
"Windham School District","=""1630011""","ELA","Y",82,42,51.2,23,28.0,"*","*","*","*",17,20.7,419
"Windham School District","=""1630011""","ELA","N",21,"*","*",6,28.6,6,28.6,"*","*","*","*",484
"Windham School District","=""1630011""","Math","Y",82,53,64.6,"*","*","*","*",0,0.0,"*","*",401
"Windham School District","=""1630011""","Math","N",21,11,52.4,"*","*","*","*",0,0.0,"*","*",438
"Windsor Locks School District","=""1650011""","ELA","Y",35,9,25.7,"*","*",16,45.7,"*","*","*","*",470
"Windsor Locks School District","=""1650011""","ELA","N",54,"*","*",16,29.6,29,53.7,"*","*","*","*",504
"Windsor Locks School District","=""1650011""","Math","Y",35,12,34.3,16,45.7,"*","*","*","*",7,20.0,455
"Windsor Locks School District","=""1650011""","Math","N",54,"*","*",25,46.3,19,35.2,"*","*","*","*",486
"Windsor School District","=""1640011""","ELA","Y",90,"*","*",34,37.8,32,35.6,"*","*","*","*",460
"Windsor School District","=""1640011""","ELA","N",172,"*","*",36,20.9,90,52.3,"*","*","*","*",524
"Windsor School District","=""1640011""","Math","Y",90,34,37.8,48,53.3,"*","*","*","*",8,8.9,431
"Windsor School District","=""1640011""","Math","N",172,"*","*",74,43.0,47,27.3,"*","*","*","*",508
"Wolcott School District","=""1660011""","ELA","Y",43,9,20.9,"*","*",27,62.8,"*","*","*","*",490
"Wolcott School District","=""1660011""","ELA","N",147,"*","*",23,15.6,88,59.9,"*","*","*","*",547
"Wolcott School District","=""1660011""","Math","Y",43,12,27.9,21,48.8,"*","*","*","*",10,23.3,463
"Wolcott School District","=""1660011""","Math","N",147,"*","*",52,35.4,53,36.1,"*","*","*","*",530
"Woodstock Academy District","=""9030022""","ELA","Y",8,"*","*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","ELA","N",250,"*","*","*","*","*","*","*","*","*","*",543
"Woodstock Academy District","=""9030022""","Math","Y",8,"*","*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","Math","N",250,"*","*","*","*","*","*","*","*","*","*",542

