"CT School Day SAT, 2015-16"
"All Districts, All Subjects, Special Education Status (SWD)"

"",,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Windsor School District","=""1640011""","Math","Y",43,28,65.1,11,25.6,"*","*","*","*","*","*",404
"Wolcott School District","=""1660011""","ELA","N",173,"*","*","*","*","*","*","*","*","*","*",546
"Wolcott School District","=""1660011""","ELA","Y",17,"*","*","*","*","*","*","*","*","*","*","*"
"Wolcott School District","=""1660011""","Math","N",173,"*","*","*","*","*","*","*","*","*","*",530
"Wolcott School District","=""1660011""","Math","Y",17,"*","*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","ELA","N",249,"*","*","*","*","*","*","*","*","*","*",544
"Woodstock Academy District","=""9030022""","ELA","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","Math","N",249,"*","*","*","*","*","*","*","*","*","*",544
"Woodstock Academy District","=""9030022""","Math","Y",9,"*","*","*","*","*","*","*","*","*","*","*"

