"Student Counts by School and Grade"
"All Districts, All Schools"
"Trend"

"",,,,"Grade",,,,,,,,,,,,,,
"New Britain School District","=""0890011""","Northend School","=""0890911""",0,472,458,427,445,492,504,0,0,0,0,0,0,0,2798
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",0,1023,987,910,838,1463,1414,0,0,0,0,0,0,0,6635
"New Britain School District","=""0890011""","Sunrise Primary","=""0890211""",0,"*",10,13,13,"*",0,0,0,0,0,0,0,0,46
"New Britain School District","=""0890011""","Vance School","=""0891511""",0,923,899,911,890,886,865,0,0,0,0,0,0,0,5374
"New Britain School District","=""0890011""","Sunrise Intermediate","=""0890411""",0,0,0,0,0,8,11,0,0,0,0,0,0,0,19
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",0,0,0,0,0,0,0,538,537,509,0,0,0,0,1584
"New Britain School District","=""0890011""","KEY Middle","=""0891711""",0,0,0,0,0,0,0,7,9,10,0,0,0,0,26
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",0,0,0,0,0,0,0,2186,2232,2354,0,0,0,0,6772
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""",0,0,0,0,0,0,0,1056,1035,1062,0,0,0,0,3153
"New Britain School District","=""0890011""","STEPS","=""0891811""",0,0,0,0,0,0,0,11,15,10,0,0,0,0,36
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",0,0,0,0,0,0,0,2376,2411,2364,0,0,0,0,7151
"New Britain School District","=""0890011""","Academic Extension Center","=""0899211""",0,0,0,0,0,0,0,0,"*","*","*",9,7,6,33
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""",0,0,0,0,0,0,0,0,20,47,75,68,52,29,291
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",0,0,0,0,0,0,0,0,0,"*",7059,6315,7097,"*",26122
"New Britain School District","=""0890011""","Satellite Careers Academy","=""0899511""",0,0,0,0,0,0,0,0,0,0,0,14,55,88,157
"New Britain School District","=""0890011""","CLIMB","=""0899411""",0,0,0,0,0,0,0,0,0,0,0,0,0,137,137
"New Canaan School District","=""0900011""","South School","=""0900211""",16,1010,1072,1109,1121,1138,0,0,0,0,0,0,0,0,5466
"New Canaan School District","=""0900011""","West School","=""0900311""",405,877,922,976,1016,1031,0,0,0,0,0,0,0,0,5227
"New Canaan School District","=""0900011""","East School","=""0900411""",0,980,1061,1085,1130,1161,0,0,0,0,0,0,0,0,5417
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",0,0,0,0,0,0,3168,3201,3232,3217,0,0,0,0,12818
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",0,0,0,0,0,0,0,0,0,0,3240,3222,3102,3127,12691
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""",744,1603,1687,1764,0,0,0,0,0,0,0,0,0,0,5798
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",0,0,0,0,1874,1958,2038,0,0,0,0,0,0,0,5870
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",0,0,0,0,0,0,0,2124,2237,2305,0,0,0,0,6666
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",0,0,0,0,0,0,0,0,0,0,2451,2455,2356,2327,9589
"New Fairfield School District","=""0910011""","Alternative Learning Center","=""0910311""",0,0,0,0,0,0,0,0,0,0,0,"*",0,"*",30
"New Fairfield School District","=""0910011""","Day Alternative Learning Program","=""0910411""",0,0,0,0,0,0,0,0,0,0,0,"*","*","*",14
"New Hartford School District","=""0920011""","Bridges I","=""0929011""",11,"*","*","*",0,0,0,0,0,0,0,0,0,0,17
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""",141,272,280,301,0,0,0,0,0,0,0,0,0,0,994
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""",0,389,434,442,0,0,0,0,0,0,0,0,0,0,1265
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",0,0,0,0,798,832,825,849,0,0,0,0,0,0,3304
"New Hartford School District","=""0920011""","Bridges II at Ann Antolini School","=""0920411""",0,0,0,0,0,"*","*","*",0,0,0,0,0,0,"*"
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","*",500,498,492,504,518,498,"*",479,495,0,0,0,0,4458
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",676,539,527,515,549,547,539,532,538,534,0,0,0,0,5496
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""","*",521,592,590,654,574,512,473,446,472,0,"*",0,0,4895
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",593,571,556,554,599,589,555,487,477,386,0,0,0,0,5367
"New Haven School District","=""0930011""","Beecher School","=""0930311""",599,475,476,507,485,481,469,449,455,402,0,0,0,0,4798
"New Haven School District","=""0930011""","Benjamin Jepson Head Start","=""0933411""",12,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",644,549,538,516,524,524,503,466,455,452,0,0,0,0,5171
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""","*",0,0,0,0,0,"*",1252,1244,1183,0,0,0,0,4673
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""",316,510,496,498,517,521,481,466,413,358,0,0,0,0,4576
"New Haven School District","=""0930011""","Brennan Rogers School","=""0932111""",203,473,427,408,393,332,276,225,211,186,0,0,0,0,3134
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",623,482,435,418,437,415,393,399,395,396,0,0,0,0,4393
"New Haven School District","=""0930011""","Christopher Columbus Academy","=""0934111""",355,557,560,533,500,453,413,377,328,292,0,0,0,0,4368
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""",54,538,559,544,550,487,511,494,524,582,0,0,0,0,4843
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",11,621,695,690,747,683,578,489,496,431,0,0,0,0,5441
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",355,557,560,533,500,453,413,377,328,292,0,0,0,0,4368
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",209,722,719,698,716,711,663,628,620,614,0,0,0,0,6300
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",559,496,550,544,547,570,471,348,294,256,0,0,0,0,4635
"New Haven School District","=""0930011""","Dr. Reginald Mayo Early Learning Center","=""0932711""",458,0,0,0,0,0,0,0,0,0,0,0,0,0,458
"New Haven School District","=""0930011""","Dwight Early Childhood Program","=""0938211""",293,0,0,0,0,0,0,0,0,0,0,0,0,0,293
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""",1087,0,0,0,0,0,0,0,0,0,0,0,0,0,1087
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",234,538,553,539,542,534,522,490,493,512,0,0,0,0,4957
"New Haven School District","=""0930011""","East Rock Self Contained MD","=""0937511""","*","*","*","*","*","*","*","*",6,"*",0,0,0,0,29
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",116,669,752,753,779,789,745,747,753,841,0,0,0,0,6944
"New Haven School District","=""0930011""","Headstart","=""0938011""",3705,0,0,0,0,0,0,0,0,0,0,0,0,0,3705
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""",2756,0,0,0,0,0,0,0,0,0,0,0,0,0,2756
"New Haven School District","=""0930011""","Helene Grant Headstart","=""0938311""",2756,0,0,0,0,0,0,0,0,0,0,0,0,0,2756
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",224,495,580,563,523,459,415,379,385,379,0,0,0,0,4402
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",665,526,533,577,528,534,517,487,457,391,0,0,0,0,5215
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""",367,519,551,557,633,597,590,557,575,539,0,0,0,0,5485
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""",203,473,427,408,393,332,276,225,211,186,0,0,0,0,3134
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",527,600,583,585,587,581,523,470,430,406,0,0,0,0,5292
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",180,580,586,530,443,390,307,251,131,137,0,0,0,0,3535
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",420,445,426,429,420,404,412,461,493,528,0,0,0,0,4438
"New Haven School District","=""0930011""","NHPS Self Contained Multi-Handicapped","=""0934511""","*","*","*","*","*","*","*","*","*","*","*","*",6,8,42
"New Haven School District","=""0930011""","Quinnipiac Real World Math STEM School","=""0933511""","*",397,409,331,240,145,"*",0,0,0,0,0,0,0,1560
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",491,619,628,644,672,659,630,599,579,558,0,0,0,0,6079
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",41,1457,781,477,337,209,0,0,0,0,0,0,0,0,3302
"New Haven School District","=""0930011""","Truman School","=""0932911""",638,507,510,484,476,540,517,518,508,553,0,0,0,0,5251
"New Haven School District","=""0930011""","Vincent E. Mauro Elementary Math, Science and Technology Magnet School","=""0932511""",74,99,96,115,128,123,96,82,37,0,0,0,0,0,850
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",183,376,386,317,292,255,151,115,124,125,0,0,0,0,2324
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",321,492,498,483,485,432,401,354,354,386,0,0,0,0,4206
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",6,503,517,494,482,485,479,446,426,417,0,0,0,0,4255
"New Haven School District","=""0930011""","Brennan Rogers Self Contained Autism","=""0937211""",0,"*","*","*",0,"*","*","*","*","*",0,0,0,0,21
"New Haven School District","=""0930011""","Celentano Self Contained ID","=""0937411""",0,"*","*",0,"*","*","*","*",0,"*",0,0,0,0,11
"New Haven School District","=""0930011""","Clarence Rogers School","=""0930511""",0,137,157,"*","*",0,0,0,0,0,0,0,0,0,417
"New Haven School District","=""0930011""","NHPS Self Contained Autism","=""0934411""",0,7,9,"*",6,"*","*","*","*","*",0,0,0,0,40
"New Haven School District","=""0930011""","NHPS Self Contained Intellectually Disabled","=""0935011""",0,"*","*","*","*","*",8,"*","*","*",0,0,0,0,30
"New Haven School District","=""0930011""","Strong Self Contained Autism","=""0937611""",0,"*","*","*",6,"*",0,0,0,0,0,0,0,0,21
"New Haven School District","=""0930011""","Timothy Dwight School","=""0931111""",0,72,66,59,58,43,0,0,0,0,0,0,0,0,298
"New Haven School District","=""0930011""","West Rock Self Contained Autism","=""0938411""",0,"*","*","*","*",0,0,0,0,0,0,0,0,0,11
"New Haven School District","=""0930011""","Bishop Woods Self Contained Autism","=""0937911""",0,0,"*","*",0,0,"*","*","*",0,0,0,0,0,11
"New Haven School District","=""0930011""","Clinton Self Contained ID","=""0937811""",0,0,"*","*","*",0,"*","*","*",0,0,0,0,0,10
"New Haven School District","=""0930011""","Nathan Hale Self Contained ID","=""0937711""",0,0,"*","*","*","*","*",0,0,0,0,0,0,0,10
"New Haven School District","=""0930011""","Wexler Grant Self Contained","=""0938611""",0,0,"*",0,"*","*",0,0,0,0,0,0,0,0,"*"
"New Haven School District","=""0930011""","Katherine Brennan School","=""0930411""",0,0,0,0,127,109,99,84,70,87,0,0,0,0,576
"New Haven School District","=""0930011""","Fair Haven Self Contained ID","=""0938711""",0,0,0,0,0,0,"*",0,0,"*",0,0,0,0,"*"
"New Haven School District","=""0930011""","Sheridan Communications and Technology Magnet School","=""0935311""",0,0,0,0,0,0,47,106,136,155,0,0,0,0,444
"New Haven School District","=""0930011""","Domus Academy","=""0935611""",0,0,0,0,0,0,0,49,87,118,0,0,0,0,254
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",0,0,0,0,0,0,0,709,700,626,532,411,280,178,3436
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""",0,0,0,0,0,0,0,"*","*",7,23,24,32,15,100
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0936511""",0,0,0,0,0,0,0,0,"*","*",23,24,32,15,100
"New Haven School District","=""0930011""","Urban Youth Center Middle School","=""0935111""",0,0,0,0,0,0,0,10,17,25,0,0,0,0,51
"New Haven School District","=""0930011""","Urban Youth Center Middle School","=""0939011""",0,0,0,0,0,0,0,10,17,25,0,0,0,0,51
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",0,0,0,0,0,0,0,0,0,"*",162,172,"*",169,659
"New Haven School District","=""0930011""","Riverside Education Academy","=""0936911""",0,0,0,0,0,0,0,0,0,0,162,172,82,169,659
"New Haven School District","=""0930011""","Blake Street Leadership Academy (STEP)","=""0932411""",0,0,0,0,0,0,0,0,0,0,"*",10,"*",15,36
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",0,0,0,0,0,0,0,0,0,0,1668,1553,1417,1230,5868
"New Haven School District","=""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""",0,0,0,0,0,0,0,0,0,0,659,525,449,380,2013
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",0,0,0,0,0,0,0,0,0,0,985,674,726,449,2834
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",0,0,0,0,0,0,0,0,0,0,2038,1801,1568,1483,6890
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""",0,0,0,0,0,0,0,0,0,0,659,525,449,380,2013
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",0,0,0,0,0,0,0,0,0,0,2972,2661,2261,1959,9853
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",0,0,0,0,0,0,0,0,0,0,961,856,711,582,3110
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",0,0,0,0,0,0,0,0,0,0,819,653,611,439,2522
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""",0,0,0,0,0,0,0,0,0,0,91,70,46,30,237
"New Haven School District","=""0930011""","New Light High School","=""0932611""",0,0,0,0,0,0,0,0,0,0,11,23,33,34,101
"New Haven School District","=""0930011""","Sound School","=""0936711""",0,0,0,0,0,0,0,0,0,0,885,865,819,748,3317
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",0,0,0,0,0,0,0,0,0,0,4584,3830,3237,3026,14677
"New Haven School District","=""0930011""","Wilbur Cross Self Contained MD","=""0938511""",0,0,0,0,0,0,0,0,0,0,"*","*","*",14,21
"New Haven School District","=""0930011""","Off-Campus Classroom Program (OCC)","=""0937311""",0,0,0,0,0,0,0,0,0,0,0,0,0,45,45
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",20,0,0,0,0,0,76,1921,1889,1902,0,0,0,0,5808
"New London School District","=""0950011""","Early Childhood Center at Harbor","=""0950611""",90,215,90,46,8,14,0,0,0,0,0,0,0,0,463
"New London School District","=""0950011""","Harbor","=""0950611""",90,215,90,46,8,14,0,0,0,0,0,0,0,0,463
"New London School District","=""0950011""","Harbor School","=""0950211""",23,206,290,263,255,283,299,0,0,0,0,0,0,0,1619
"New London School District","=""0950011""","Jennings School","=""0950311""",155,690,882,942,894,889,848,0,0,0,0,0,0,0,5300
"New London School District","=""0950011""","Natha Hale Magnet Elementary School for the Performing &amp; Visual Arts","=""0950911""","*",473,746,707,719,704,651,"*",0,0,0,0,0,0,4009
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""","*",473,746,707,719,704,651,"*",0,0,0,0,0,0,4009
"New London School District","=""0950011""","Pre-Kindergarten at Winthrop","=""0950711""","*",0,0,0,0,0,0,0,0,0,0,0,0,0,"*"
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",32,616,716,707,668,665,645,0,0,0,0,0,0,0,4049
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""",0,"*","*","*","*",7,11,11,12,18,20,18,11,12,131
"New London School District","=""0950011""","Shoreline Academy","=""0950511""",0,62,65,74,64,37,0,0,0,0,0,0,0,0,302
"New London School District","=""0950011""","Dual Language Arts Academy/Academia Bilingue de las Artes","=""0955211""",0,0,0,0,0,0,0,52,29,0,0,0,0,0,81
"New London School District","=""0950011""","New London Visual and Performing Arts Magnet School","=""0951411""",0,0,0,0,0,0,0,62,43,0,0,0,0,0,105
"New London School District","=""0950011""","Science and Technology Magnet School of Southeastern Connecticut","=""0951311""",0,0,0,0,0,0,0,71,58,49,110,85,98,88,559
"New London School District","=""0950011""","New London High School","=""0956111""",0,0,0,0,0,0,0,0,0,0,3049,2156,1816,1748,8769
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""",315,1084,1127,1154,897,0,0,0,0,0,0,0,0,0,4577
"New Milford School District","=""0960011""","John Pettibone School","=""0960511""",290,931,956,989,864,0,0,0,0,0,0,0,0,0,4028
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""",290,931,956,989,864,0,0,0,0,0,0,0,0,0,4028
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""",301,1144,1212,1272,1008,0,0,0,0,0,0,0,0,0,4937
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",0,0,0,0,593,3389,3470,2877,0,0,0,0,0,0,10329
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",0,0,0,0,0,0,0,682,3589,3632,0,0,0,0,7903
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",0,0,0,0,0,0,0,0,0,0,3921,3693,3685,3436,14735
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""",0,0,0,0,0,0,0,0,0,0,0,0,0,90,90
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",288,843,867,845,874,889,0,0,0,0,0,0,0,0,4606
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",105,550,567,584,599,596,0,0,0,0,0,0,0,0,3001
"Newington School District","=""0940011""","John Paterson School","=""0940811""",277,728,798,845,868,884,0,0,0,0,0,0,0,0,4400
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",30,722,722,738,760,770,0,0,0,0,0,0,0,0,3742
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",0,0,0,0,0,0,1710,1770,1780,1815,0,0,0,0,7075
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",0,0,0,0,0,0,1489,1518,1599,1591,0,0,0,0,6197
"Newington School District","=""0940011""","Newington High School","=""0946111""",0,0,0,0,0,0,0,0,0,0,3607,3420,3441,3553,14021
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",665,0,0,0,0,0,0,0,0,0,0,0,0,0,665
"Newtown School District","=""0970011""","Newtown Preschool at RIS","=""0978111""",30,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",0,610,726,739,786,831,0,0,0,0,0,0,0,0,3692
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",0,545,644,698,772,826,0,0,0,0,0,0,0,0,3485
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",0,781,860,927,946,977,0,0,0,0,0,0,0,0,4491
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",0,806,930,987,1061,1110,0,0,0,0,0,0,0,0,4894
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",0,0,0,0,0,0,3963,4156,0,0,0,0,0,0,8119
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",0,0,0,0,0,0,0,0,4309,4356,0,0,0,0,8665
"Newtown School District","=""0970011""","STARR","=""0979011""",0,0,0,0,0,0,0,0,"*","*","*","*","*",8,17
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",0,0,0,0,0,0,0,0,0,0,4333,4282,4272,4312,17199
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",115,153,147,153,162,169,173,195,0,0,0,0,0,0,1267
"Norfolk School District","=""0980011""","Bridges II","=""0989211""",0,"*","*","*",6,"*","*","*",0,0,0,0,0,0,24
"Norfolk School District","=""0980011""","IEP Program","=""0989011""",0,0,"*","*","*","*",0,0,0,0,0,"*","*",6,12
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",154,1119,1206,1266,278,0,0,0,0,0,0,0,0,0,4023
"North Branford School District","=""0990011""","Stanley T. Williams School","=""0990511""",53,226,239,251,0,0,0,0,0,0,0,0,0,0,769
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",0,0,0,"*","*",1612,1734,0,0,0,0,0,0,0,4636
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",0,0,0,0,0,0,0,1785,1837,1866,0,0,0,0,5488
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",0,0,0,0,0,0,0,0,0,0,1593,1586,1657,1639,6475
"North Branford School District","=""0990011""","School to Work Program","=""0999011""",0,0,0,0,0,0,0,0,0,0,0,0,0,17,17
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",172,377,290,298,318,326,308,322,330,338,0,0,0,0,3079
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",11,504,615,584,607,638,625,0,0,0,0,0,0,0,3584
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",437,569,571,582,577,590,591,0,0,0,0,0,0,0,3917
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",13,543,626,575,625,642,660,0,0,0,0,0,0,0,3684
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",7,614,753,700,694,687,707,0,0,0,0,0,0,0,4162
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",0,0,0,0,0,0,0,2661,2760,2775,0,0,0,0,8196
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",0,0,0,0,0,0,0,0,0,0,2865,2828,2844,2829,11366
"North Haven School District","=""1010011""","North Haven Transition Partnership","=""1010111""",0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",304,573,560,577,593,588,578,0,0,0,0,0,0,0,3773
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",0,0,0,0,0,0,0,53,61,59,545,522,515,548,2303
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",0,0,0,0,0,0,0,547,530,527,0,0,0,0,1604
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",593,733,714,726,716,708,696,0,0,0,0,0,0,0,4886
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",284,815,804,767,733,703,692,0,0,0,0,0,0,0,4798
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",213,827,759,720,687,661,689,0,0,0,0,0,0,0,4556
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",166,849,842,836,860,838,835,0,0,0,0,0,0,0,5226
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",186,775,799,777,735,754,748,0,0,0,0,0,0,0,4774
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",343,736,684,680,664,657,644,0,0,0,0,0,0,0,4408
"Norwalk School District","=""1030011""","Norwalk Early Childhood Center","=""1030111""",171,0,0,0,0,0,0,0,0,0,0,0,0,0,171
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",76,771,743,704,674,660,626,0,0,0,0,0,0,0,4254
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",66,670,662,645,654,633,649,0,0,0,0,0,0,0,3979
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",120,565,518,511,483,497,490,0,0,0,0,0,0,0,3184
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",0,517,590,565,569,567,544,0,0,0,0,0,0,0,3352
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",0,992,989,949,923,908,888,0,0,0,0,0,0,0,5649
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",0,828,817,785,737,685,635,0,0,0,0,0,0,0,4487
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",0,0,0,0,0,0,0,2013,2028,1974,0,0,0,0,6015
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",0,0,0,0,0,0,0,2238,2147,2150,0,0,0,0,6535
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",0,0,0,0,0,0,0,1437,1477,1466,0,0,0,0,4380
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",0,0,0,0,0,0,0,2199,2232,2263,0,0,0,0,6694
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",0,0,0,0,0,0,0,0,0,0,4600,4141,4081,3823,16645
"Norwalk School District","=""1030011""","Center for Global Studies","=""1030511""",0,0,0,0,0,0,0,0,0,0,71,76,82,61,290
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",0,0,0,0,0,0,0,0,0,0,4303,3969,3736,3434,15442
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",0,0,0,0,0,0,0,0,0,0,137,215,246,166,764
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""",966,95,98,77,70,73,59,0,0,0,0,0,0,0,1438
"Norwich School District","=""1040011""","Case Street Early Learning Center at DTZ","=""1040211""",177,0,0,0,0,0,0,0,0,0,0,0,0,0,177
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",247,514,576,551,578,599,626,0,0,0,0,0,0,0,3691
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""",27,0,0,0,0,0,0,1779,2456,2518,0,0,0,0,6780
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",39,659,647,685,700,718,710,0,0,0,0,0,0,0,4158
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",271,669,609,593,609,634,598,0,0,0,0,0,0,0,3983
"Norwich School District","=""1040011""","Special Needs Program","=""1040511""","*","*","*",7,7,8,"*",0,0,0,0,0,0,0,36
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""",420,430,439,415,429,412,421,0,0,0,0,0,0,0,2966
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",70,428,424,398,372,390,367,0,0,0,0,0,0,0,2449
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",183,466,469,472,470,477,443,0,0,0,0,0,0,0,2980
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",208,405,386,397,373,368,372,0,0,0,0,0,0,0,2509
"Norwich School District","=""1040011""","ABA Autism Program","=""1040411""",0,11,8,"*",6,6,"*",0,0,0,0,0,0,0,36
"Norwich School District","=""1040011""","Greeneville School","=""1040611""",0,126,188,174,168,171,169,0,0,0,0,0,0,0,996
"Norwich School District","=""1040011""","IRS Program at Moriarty","=""1040911""",0,"*","*","*",0,0,0,0,0,0,0,0,0,0,6
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""",0,0,7,18,25,28,27,28,0,0,0,0,0,0,133
"Norwich School District","=""1040011""","IRS Program at Uncas","=""1040711""",0,0,0,0,0,"*","*",0,0,0,0,0,0,0,"*"
"Norwich School District","=""1040011""","ABA Program @ Kelly","=""1041111""",0,0,0,0,0,0,0,"*","*","*",0,0,0,0,6
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",0,0,0,0,0,0,0,1970,1300,1373,0,0,0,0,4643
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""",0,0,0,0,0,0,0,"*",0,"*","*",7,13,27,55
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""",0,0,0,0,0,0,0,0,36,40,48,58,52,53,287
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""",0,0,0,0,0,0,0,0,0,0,173,95,88,62,418
