"Student Counts by School and Special Education Status"
"All Districts, All Schools"
"2011-12"

"",,,,"Special Education Status",,
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",490,83,573
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",439,55,494
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",268,40,308
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",366,27,393
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",345,42,387
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",337,27,364
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",1085,101,1186
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",724,73,797
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",381,40,421
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",341,43,384
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",192,24,216
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",170,11,181
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",1565,165,1730
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",480,59,539
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",288,22,310
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",430,44,474
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",439,49,488
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",552,32,584
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",456,41,497
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",463,46,509
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",439,29,468
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",539,74,613
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",1361,170,1531
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",49,20,69
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",549,60,609
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",397,43,440
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",417,37,454
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",378,50,428
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",351,50,401
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",591,73,664
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",282,19,301
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",2015,300,2315
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""","*","*",17
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""",0,44,44
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""",0,16,16
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",365,37,402
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""",551,73,624
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",385,41,426
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",390,73,463
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",400,94,494
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""",63,13,76
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""",289,55,344
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",289,42,331
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",277,43,320
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",226,34,260
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""",278,36,314
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""",362,70,432
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",505,79,584
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""",499,44,543
"Orange School District","=""1070011""","Mary L. Tracy School","=""1070211""",152,18,170
"Orange School District","=""1070011""","Peck Place School","=""1070511""",365,28,393
"Orange School District","=""1070011""","Race Brook School","=""1070311""",340,48,388
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""",286,33,319
"Oxford School District","=""1080011""","Great Oak School","=""1085111""",500,32,532
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""",480,38,518
"Oxford School District","=""1080011""","Oxford High School","=""1086011""",559,25,584
"Oxford School District","=""1080011""","Quaker Farms School","=""1080311""",463,41,504
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""",234,23,257
"Plainfield School District","=""1090011""","Early Childhood Center","=""1098011""",16,0,16
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""",346,29,375
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""",536,59,595
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""",627,131,758
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""",382,25,407
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""",353,63,416
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""",237,34,271
"Plainville School District","=""1100011""","Linden Street School","=""1100211""",369,62,431
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""",317,43,360
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""",474,73,547
"Plainville School District","=""1100011""","Plainville High School","=""1106111""",674,81,755
"Plainville School District","=""1100011""","Prekindergarten Program","=""1108011""",17,25,42
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""",360,67,427
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""",301,48,349
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""",317,47,364
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""",442,66,508
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""",413,58,471
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""",223,22,245
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""",197,22,219
"Portland School District","=""1130011""","Portland High School","=""1136111""",337,23,360
"Portland School District","=""1130011""","Portland Middle School","=""1135111""",213,17,230
"Portland School District","=""1130011""","Valley View School","=""1130211""",276,36,312
"Preston School District","=""1140011""","Preston Plains School","=""1145111""",111,18,129
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""",232,35,267
"Putnam School District","=""1160011""","Helping Hands","=""1169011""",0,"*","*"
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""",567,100,667
"Putnam School District","=""1160011""","Putnam High School","=""1166111""",256,43,299
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""",249,39,288
"Redding School District","=""1170011""","John Read Middle School","=""1175111""",512,80,592
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""",536,79,615
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""",407,56,463
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""",288,50,338
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""",539,80,619
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""",339,39,378
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""",340,50,390
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""",1494,163,1657
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""",181,30,211
"Regional School District 06","=""2060012""","James Morris School","=""2060212""",158,25,183
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""",485,71,556
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""",83,6,89
"Regional School District 07","=""2070012""","AIM","=""2079112""",0,15,15
"Regional School District 07","=""2070012""","FLEX","=""2079012""",0,"*","*"
"Regional School District 07","=""2070012""","Intensive Learning Program","=""2079412""",0,9,9
"Regional School District 07","=""2070012""","LINKS","=""2079212""","*","*",12
"Regional School District 07","=""2070012""","Links","=""2079212""","*","*",12
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""",661,54,715
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""",332,37,369
"Regional School District 07","=""2070012""","STEP","=""2079312""",11,15,26
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""",1027,148,1175
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""",544,65,609
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""",901,105,1006
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""",785,94,879
"Regional School District 10","=""2100012""","Harwinton Consolidated School","=""2100312""",396,49,445
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""",473,46,519
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""",744,78,822
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""",235,57,292
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""",95,12,107
"Regional School District 12","=""2120012""","Early Childhood Education Center","=""2128012""","*","*",17
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""",262,44,306
"Regional School District 12","=""2120012""","Shepaug Valley Middle School","=""2125112""",179,34,213
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""",74,9,83
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""",143,17,160
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""",497,85,582
"Regional School District 13","=""2130012""","Francis E. Korn School","=""2130212""",158,34,192
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""",311,47,358
"Regional School District 13","=""2130012""","Frederick Brewster School","=""2130112""",191,44,235
"Regional School District 13","=""2130012""","John Lyman School","=""2130512""",279,21,300
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""",274,51,325
"Regional School District 14","=""2140012""","Bethlehem Elementary School","=""2140112""",280,37,317
"Regional School District 14","=""2140012""","Integrated Star Preschool Program","=""2148012""",30,15,45
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""",351,45,396
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""",754,63,817
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""",371,50,421
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""",367,30,397
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""",497,96,593
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""",449,61,510
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""",406,45,451
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""",1144,144,1288
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""",411,70,481
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""",432,73,505
"Regional School District 16","=""2160012""","Algonquin School","=""2160312""",405,70,475
"Regional School District 16","=""2160012""","Community School","=""2160212""",192,16,208
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""",423,50,473
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""",521,58,579
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",673,69,742
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",245,55,300
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""",239,31,270
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""",574,83,657
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""",650,118,768
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""",359,30,389
"Regional School District 18","=""2180012""","Center School","=""2180312""",234,26,260
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""",140,16,156
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",377,35,412
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""",303,47,350
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""",234,36,270
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",1042,183,1225
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""",320,52,372
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""",404,26,430
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""",710,57,767
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""",314,26,340
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""",366,42,408
"Ridgefield School District","=""1180011""","Ridgefield 18-21 Transition Program","=""1189011""",0,"*","*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",1661,110,1771
"Ridgefield School District","=""1180011""","Ridgefield Transition Program","=""1189011""",0,"*","*"
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""",350,35,385
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""",498,40,538
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""",322,27,349
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",577,47,624
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",464,62,526
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""",692,70,762
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""",586,32,618
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""",407,36,443
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",278,32,310
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""",108,24,132
"Seymour School District","=""1240011""","Anna L. Lopresti School","=""1240311""",261,29,290
"Seymour School District","=""1240011""","Bungay School","=""1240111""",490,56,546
"Seymour School District","=""1240011""","Paul Chatfield School","=""1240411""",229,50,279
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",549,47,596
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""",531,57,588
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",152,39,191
"Shelton School District","=""1260011""","Mohegan School","=""1260911""",337,43,380
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""",324,36,360
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""",419,54,473
"Shelton School District","=""1260011""","Intermediate School","=""1265111""",823,108,931
"Shelton School District","=""1260011""","Long Hill School","=""1260811""",385,56,441
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""",739,90,829
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",1439,124,1563
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""",223,28,251
"Sherman School District","=""1270011""","Sherman School","=""1270111""",334,63,397
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",218,14,232
"Simsbury School District","=""1280011""","Central School","=""1280111""",331,66,397
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""",698,93,791
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""",419,35,454
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""",1479,139,1618
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""",617,95,712
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""",245,26,271
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""",379,45,424
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""",338,39,377
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""",609,75,684
"Somers School District","=""1290011""","Somers High School","=""1296111""",511,41,552
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""",355,33,388
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""",346,71,417
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""",347,39,386
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""",303,30,333
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""",1302,156,1458
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""",976,114,1090
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""",236,44,280
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""",741,99,840
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""",583,67,650
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""",267,18,285
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""",334,102,436
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""",698,74,772
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""",254,21,275
"Southington School District","=""1310011""","South End Elementary School","=""1310711""",226,15,241
"Southington School District","=""1310011""","Southington High School","=""1316211""",1797,231,2028
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""",328,36,364
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""",396,29,425
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""",357,30,387
"Sprague School District","=""1330011""","Sayles School","=""1330111""",344,30,374
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""",449,48,497
"Stafford School District","=""1340011""","Stafford High School","=""1346111""",460,53,513
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""",371,36,407
"Stafford School District","=""1340011""","Staffordville School","=""1340311""",183,19,202
"Stafford School District","=""1340011""","West Stafford School","=""1340411""",182,18,200
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""",108,30,138
"Stamford School District","=""1350011""","Cloonan School","=""1355611""",500,77,577
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""",495,42,537
"Stamford School District","=""1350011""","Dolan School","=""1355311""",456,72,528
"Stamford School District","=""1350011""","Hart School","=""1352211""",521,34,555
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""",527,40,567
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""",495,32,527
"Stamford School District","=""1350011""","Newfield School","=""1350611""",648,39,687
"Stamford School District","=""1350011""","Northeast School","=""1351811""",649,38,687
"Stamford School District","=""1350011""","Preschool Team","=""1358011""",0,25,25
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""",578,68,646
"Stamford School District","=""1350011""","Rogers International School","=""1350811""",744,60,804
"Stamford School District","=""1350011""","Roxbury School","=""1350911""",579,66,645
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""",591,38,629
"Stamford School District","=""1350011""","Springdale School","=""1351111""",572,48,620
"Stamford School District","=""1350011""","Stamford High School","=""1356111""",1654,207,1861
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""",629,86,715
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""",644,48,692
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""",617,30,647
"Stamford School District","=""1350011""","Turn of River School","=""1355511""",506,51,557
"Stamford School District","=""1350011""","Westhill High School","=""1356311""",2043,232,2275
"Stamford School District","=""1350011""","Westover School","=""1351411""",664,45,709
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""",444,45,489
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""",449,59,508
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""",364,57,421
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""",305,48,353
"Stonington School District","=""1370011""","Stonington High School","=""1376111""",698,75,773
"Stonington School District","=""1370011""","West Broad Street School","=""1370411""",130,16,146
"Stonington School District","=""1370011""","West Vine Street School","=""1370611""",185,18,203
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""",502,35,537
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""",1086,75,1161
"Stratford School District","=""1380011""","Chapel School","=""1380311""",506,55,561
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""",480,63,543
"Stratford School District","=""1380011""","Franklin School","=""1380411""",264,27,291
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""",545,59,604
"Stratford School District","=""1380011""","Honeyspot School","=""1381611""",231,11,242
"Stratford School District","=""1380011""","Lordship School","=""1380811""",203,16,219
"Stratford School District","=""1380011""","Nichols School","=""1380911""",392,38,430
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""",599,108,707
"Stratford School District","=""1380011""","Secondary STEPS Program","=""1389111""",0,9,9
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""",424,34,458
"Stratford School District","=""1380011""","Stratford High School","=""1386111""",1000,83,1083
"Stratford School District","=""1380011""","Strive-Stratford","=""1389011""",0,15,15
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""",359,23,382
"Suffield School District","=""1390011""","A. Ward Spaulding School","=""1390411""",410,62,472
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""",505,47,552
"Suffield School District","=""1390011""","Suffield High School","=""1396111""",785,82,867
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""",530,65,595
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""",239,37,276
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""",475,67,542
"Thomaston School District","=""1400011""","Black Rock School","=""1400111""",306,32,338
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""",213,26,239
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""",406,71,477
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""",397,47,444
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""",368,35,403
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""",311,27,338
"Tolland School District","=""1420011""","Birch Grove Primary School","=""1420111""",555,59,614
"Tolland School District","=""1420011""","Tolland High School","=""1426111""",850,66,916
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""",595,93,688
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""",656,77,733
"Torrington School District","=""1430011""","East School","=""1430111""",344,67,411
"Torrington School District","=""1430011""","Forbes School","=""1430211""",337,49,386
"Torrington School District","=""1430011""","Southwest School","=""1430811""",264,60,324
"Torrington School District","=""1430011""","Torringford School","=""1430911""",565,76,641
"Torrington School District","=""1430011""","Torrington High School","=""1436111""",954,159,1113
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""",924,203,1127
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""",375,84,459
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""",132,38,170
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""",487,34,521
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""",438,34,472
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""",597,56,653
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""",690,58,748
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""",368,39,407
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""",783,74,857
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""",430,37,467
"Trumbull School District","=""1440011""","Tashua School","=""1440911""",351,41,392
"Trumbull School District","=""1440011""","Trumbull Early Childhood Education Center","=""1448011""",176,61,237
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""",2037,150,2187
"Unified School District #1","=""3360015""","Bridgeport Correctional Center","=""3360115""",18,7,25
"Unified School District #1","=""3360015""","Brooklyn Correctional Institution","=""3360215""","*","*","*"
"Unified School District #1","=""3360015""","Cheshire Correctional Institution","=""3360315""",14,11,25
"Unified School District #1","=""3360015""","Corrigan/Radgowski Correctional Institution","=""3362415""",29,16,45
"Unified School District #1","=""3360015""","Enfield Correctional Institution","=""3360415""","*","*",13
"Unified School District #1","=""3360015""","Garner Correctional Institution","=""3361915""","*","*",14
"Unified School District #1","=""3360015""","Hartford Correctional Center","=""3360615""",20,24,44
"Unified School District #1","=""3360015""","MacDougall/Walker Correctional Institution","=""3362215""",27,16,43
"Unified School District #1","=""3360015""","Manson Youth Institution","=""3361115""",230,170,400
"Unified School District #1","=""3360015""","New Haven Correctional Center","=""3360915""","*","*",10
"Unified School District #1","=""3360015""","Northern Correctional Institution","=""3362615""",10,20,30
"Unified School District #1","=""3360015""","Osborn Correctional Institution","=""3361215""","*","*",19
"Unified School District #1","=""3360015""","Robinson Correctional Institution","=""3361315""",10,10,20
"Unified School District #1","=""3360015""","Willard/Cybulski Correctional Institution","=""3361515""",14,10,24
"Unified School District #1","=""3360015""","York Correctional Institution","=""3362515""","*","*",29
"Unified School District #2","=""3470015""","Children''s Place School","=""3470115""","*","*",25
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""","*","*",25
"Unified School District #2","=""3470015""","Riverview School","=""3470315""","*","*",56
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""",42,57,99
"Union School District","=""1450011""","Union Elementary School","=""1450111""",65,8,73
"Vernon School District","=""1460011""","Northeast School","=""1460311""",244,48,292
"Vernon School District","=""1460011""","Center Road School","=""1461411""",448,51,499
"Vernon School District","=""1460011""","Lake Street School","=""1460111""",253,33,286
"Vernon School District","=""1460011""","Maple Street School","=""1460211""",269,41,310
"Vernon School District","=""1460011""","Next Step Program (AACBP)","=""1469011""",0,14,14
"Vernon School District","=""1460011""","Rockville High School","=""1466111""",942,110,1052
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""",341,34,375
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""",647,94,741
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""",288,31,319
"Wallingford School District","=""1480011""","Highland School","=""1480211""",296,28,324
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""",0,17,17
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""",313,72,385
"Wallingford School District","=""1480011""","Dag  Hammarskjold Middle School","=""1485211""",600,109,709
"Wallingford School District","=""1480011""","Dag Hammarskjold Middle School","=""1485211""",600,109,709
"Wallingford School District","=""1480011""","Evarts C. Stevens School","=""1480911""",352,32,384
"Wallingford School District","=""1480011""","Harvest Park","=""1489211""",0,7,7
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""",670,85,755
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""",989,140,1129
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""",823,94,917
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""",330,24,354
"Wallingford School District","=""1480011""","Multi-Vocational Life Skills Program","=""1489111""",0,12,12
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""",285,43,328
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""",292,41,333
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""",313,36,349
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""",354,43,397
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""",894,182,1076
"Waterbury School District","=""1510011""","Washington School","=""1512311""",306,42,348
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""",496,72,568
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""",472,99,571
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""",429,68,497
"Waterbury School District","=""1510011""","Carrington School","=""1512711""",408,54,462
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""",1163,214,1377
"Waterbury School District","=""1510011""","Driggs School","=""1510911""",458,86,544
"Waterbury School District","=""1510011""","Duggan School","=""1511611""",299,82,381
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""",148,28,176
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""",445,70,515
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""",332,68,400
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""",681,75,756
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""",389,56,445
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""",1211,203,1414
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""",547,56,603
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""",445,88,533
"Waterbury School District","=""1510011""","Michael F. Wallace Middle School","=""1515111""",1021,202,1223
