"Student Counts by School and Special Education Status"
"All Districts, All Schools"
"2013-14"

"",,,,"Special Education Status",,
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""",0,19,19
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",360,38,398
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""",562,96,658
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",376,38,414
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",336,81,417
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",404,64,468
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""",238,37,275
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",233,47,280
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",264,33,297
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","*","*",9
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",227,28,255
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""",298,27,325
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""",330,61,391
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",464,96,560
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""",430,56,486
"Orange School District","=""1070011""","Mary L. Tracy School","=""1070211""",119,15,134
"Orange School District","=""1070011""","Peck Place School","=""1070511""",353,21,374
"Orange School District","=""1070011""","Race Brook School","=""1070311""",325,49,374
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""",282,27,309
"Oxford School District","=""1080011""","Great Oak School","=""1085111""",451,63,514
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""",443,60,503
"Oxford School District","=""1080011""","Oxford High School","=""1086011""",563,37,600
"Oxford School District","=""1080011""","Quaker Farms School","=""1080311""",375,53,428
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""",238,22,260
"Plainfield School District","=""1090011""","Early Childhood Center","=""1098011""","*","*",18
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""",325,14,339
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""",535,58,593
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""",589,111,700
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""",330,42,372
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""",364,65,429
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""",245,31,276
"Plainville School District","=""1100011""","Linden Street School","=""1100211""",326,73,399
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""",317,37,354
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""",451,80,531
"Plainville School District","=""1100011""","Plainville High School","=""1106111""",636,87,723
"Plainville School District","=""1100011""","Prekindergarten Program","=""1108011""",16,20,36
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""",319,61,380
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""",301,45,346
"Plymouth School District","=""1110011""","Plymouth Alternative High School","=""1117111""","*","*",16
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""",304,48,352
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""",404,66,470
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""",380,44,424
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""",195,30,225
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""",188,15,203
"Portland School District","=""1130011""","Portland High School","=""1136111""",357,27,384
"Portland School District","=""1130011""","Portland Middle School","=""1135111""",225,25,250
"Portland School District","=""1130011""","Valley View School","=""1130211""",279,37,316
"Preston School District","=""1140011""","Preston Plains School","=""1145111""",129,26,155
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""",236,32,268
"Putnam School District","=""1160011""","Helping Hands","=""1169011""",0,"*","*"
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""",587,90,677
"Putnam School District","=""1160011""","Putnam High School","=""1166111""",235,42,277
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""",240,49,289
"Redding School District","=""1170011""","John Read Middle School","=""1175111""",448,72,520
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""",469,71,540
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""",373,55,428
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""",301,56,357
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""",541,80,621
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""",347,42,389
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""",349,36,385
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""",1420,157,1577
"Regional School District 06","=""2060012""","Early Childhood Learning Center","=""2068112""",44,7,51
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""",153,21,174
"Regional School District 06","=""2060012""","James Morris School","=""2060212""",116,22,138
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""",479,73,552
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""",68,12,80
"Regional School District 07","=""2070012""","AIM","=""2079112""",0,10,10
"Regional School District 07","=""2070012""","FLEX","=""2079012""",0,7,7
"Regional School District 07","=""2070012""","Intensive Learning Program","=""2079412""",0,"*","*"
"Regional School District 07","=""2070012""","Links","=""2079212""",0,14,14
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""",668,48,716
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""",332,28,360
"Regional School District 07","=""2070012""","STEP","=""2079312""","*","*",12
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""",987,131,1118
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""",539,69,608
"Regional School District 08","=""2080012""","Region Alternative High School","=""2086212""",10,0,10
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""",958,106,1064
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""",741,90,831
"Regional School District 10","=""2100012""","Harwinton Consolidated School","=""2100312""",403,41,444
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""",453,41,494
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""",722,74,796
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""",236,51,287
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""",73,12,85
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""",408,84,492
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""",57,7,64
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""",143,12,155
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""",493,83,576
"Regional School District 13","=""2130012""","Francis E. Korn School","=""2130212""",119,27,146
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""",282,52,334
"Regional School District 13","=""2130012""","Frederick Brewster School","=""2130112""",188,36,224
"Regional School District 13","=""2130012""","John Lyman School","=""2130512""",236,18,254
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""",274,56,330
"Regional School District 14","=""2140012""","Bethlehem Elementary School","=""2140112""",260,23,283
"Regional School District 14","=""2140012""","Integrated Star Preschool Program","=""2148012""",45,6,51
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""",349,30,379
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""",725,76,801
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""",325,46,371
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""",337,36,373
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""",454,99,553
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""",422,49,471
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""",338,29,367
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""",1109,145,1254
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""",382,48,430
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""",457,73,530
"Regional School District 16","=""2160012""","Algonquin School","=""2160312""",359,67,426
"Regional School District 16","=""2160012""","Community School","=""2160212""",188,28,216
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""",360,62,422
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""",499,61,560
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",639,76,715
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",236,71,307
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""",228,23,251
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""",538,81,619
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""",672,128,800
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""",262,30,292
"Regional School District 18","=""2180012""","Center School","=""2180312""",135,24,159
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""",181,26,207
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",386,42,428
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""",330,35,365
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""",210,36,246
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",1011,185,1196
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""",338,42,380
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""",372,27,399
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""",708,61,769
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""",338,26,364
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""",327,41,368
"Ridgefield School District","=""1180011""","Ridgefield 18-21 Transition Program","=""1189011""",0,"*","*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",1657,127,1784
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""",347,33,380
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""",434,55,489
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""",312,21,333
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",537,53,590
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",432,60,492
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""",660,67,727
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""",564,46,610
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""",388,42,430
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",247,32,279
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""",109,24,133
"Seymour School District","=""1240011""","Bungay School","=""1240111""",461,43,504
"Seymour School District","=""1240011""","Chatfield-LoPresti School","=""1240211""",506,79,585
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",570,55,625
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""",503,79,582
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",135,42,177
"Shelton School District","=""1260011""","Mohegan School","=""1260911""",271,41,312
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""",259,37,296
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""",389,51,440
"Shelton School District","=""1260011""","Intermediate School","=""1265111""",740,100,840
"Shelton School District","=""1260011""","Long Hill School","=""1260811""",367,68,435
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""",727,114,841
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",1392,164,1556
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""",203,36,239
"Sherman School District","=""1270011""","Sherman School","=""1270111""",323,49,372
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",222,13,235
"Simsbury School District","=""1280011""","Central School","=""1280111""",327,65,392
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""",633,92,725
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""",385,38,423
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""",1356,156,1512
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""",541,84,625
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""",254,20,274
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""",359,38,397
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""",328,42,370
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""",575,74,649
"Somers School District","=""1290011""","Somers High School","=""1296111""",439,49,488
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""",311,36,347
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""",357,85,442
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""",346,41,387
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""",322,30,352
"South Windsor School District","=""1320011""","Project Worth Young Adult Academy","=""1329011""",0,7,7
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""",1227,136,1363
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""",910,133,1043
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""",247,54,301
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""",736,112,848
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""",566,74,640
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""",271,22,293
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""",338,117,455
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""",700,76,776
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""",252,24,276
"Southington School District","=""1310011""","South End Elementary School","=""1310711""",215,22,237
"Southington School District","=""1310011""","Southington High School","=""1316211""",1784,252,2036
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""",289,38,327
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""",391,32,423
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""",330,30,360
"Sprague School District","=""1330011""","Sayles School","=""1330111""",327,33,360
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""",433,49,482
"Stafford School District","=""1340011""","Stafford High School","=""1346111""",416,62,478
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""",305,37,342
"Stafford School District","=""1340011""","Staffordville School","=""1340311""",141,20,161
"Stafford School District","=""1340011""","West Stafford School","=""1340411""",147,17,164
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""",122,25,147
"Stamford School District","=""1350011""","Cloonan School","=""1355611""",531,91,622
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""",506,46,552
"Stamford School District","=""1350011""","Dolan School","=""1355311""",496,77,573
"Stamford School District","=""1350011""","Hart School","=""1352211""",565,37,602
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""",559,57,616
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""",488,39,527
"Stamford School District","=""1350011""","Newfield School","=""1350611""",659,48,707
"Stamford School District","=""1350011""","Northeast School","=""1351811""",623,41,664
"Stamford School District","=""1350011""","Preschool Team","=""1358011""",38,114,152
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""",606,82,688
"Stamford School District","=""1350011""","Rogers International School","=""1350811""",750,54,804
"Stamford School District","=""1350011""","Roxbury School","=""1350911""",572,70,642
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""",585,39,624
"Stamford School District","=""1350011""","Springdale School","=""1351111""",660,51,711
"Stamford School District","=""1350011""","Stamford High School","=""1356111""",1676,252,1928
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""",625,63,688
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""",635,60,695
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""",641,40,681
"Stamford School District","=""1350011""","Turn of River School","=""1355511""",486,60,546
"Stamford School District","=""1350011""","Westhill High School","=""1356311""",1898,248,2146
"Stamford School District","=""1350011""","Westover School","=""1351411""",642,46,688
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""",420,59,479
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""",376,37,413
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""",370,56,426
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""",267,45,312
"Stonington School District","=""1370011""","Stonington BOE Pre-School","=""1370111""",12,14,26
"Stonington School District","=""1370011""","Stonington HS PreK","=""1370211""",9,11,20
"Stonington School District","=""1370011""","Stonington High School","=""1376111""",688,83,771
"Stonington School District","=""1370011""","West Broad Street School","=""1370411""",104,22,126
"Stonington School District","=""1370011""","West Vine Street School","=""1370611""",192,19,211
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""",479,38,517
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""",1060,93,1153
"Stratford School District","=""1380011""","Chapel School","=""1380311""",507,53,560
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""",472,51,523
"Stratford School District","=""1380011""","Franklin School","=""1380411""",272,41,313
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""",500,76,576
"Stratford School District","=""1380011""","Honeyspot School","=""1381611""",217,7,224
"Stratford School District","=""1380011""","Lordship School","=""1380811""",214,21,235
"Stratford School District","=""1380011""","Nichols School","=""1380911""",398,33,431
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""",585,113,698
"Stratford School District","=""1380011""","Secondary STEPS Program","=""1389111""",0,11,11
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""",436,35,471
"Stratford School District","=""1380011""","Stratford High School","=""1386111""",951,90,1041
"Stratford School District","=""1380011""","Strive-Stratford","=""1389011""",0,21,21
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""",357,21,378
"Suffield School District","=""1390011""","A. Ward Spaulding School","=""1390411""",421,60,481
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""",446,50,496
"Suffield School District","=""1390011""","Suffield High School","=""1396111""",758,83,841
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""",532,62,594
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""",241,36,277
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""",457,80,537
"Thomaston School District","=""1400011""","Black Rock School","=""1400111""",242,42,284
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""",211,29,240
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""",356,58,414
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""",385,57,442
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""",318,31,349
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""",259,18,277
"Tolland School District","=""1420011""","Birch Grove Primary School","=""1420111""",497,67,564
"Tolland School District","=""1420011""","Tolland High School","=""1426111""",786,61,847
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""",541,76,617
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""",592,90,682
"Torrington School District","=""1430011""","East School","=""1430111""",324,53,377
"Torrington School District","=""1430011""","Forbes School","=""1430211""",321,42,363
"Torrington School District","=""1430011""","Southwest School","=""1430811""",287,43,330
"Torrington School District","=""1430011""","Torringford School","=""1430911""",554,69,623
"Torrington School District","=""1430011""","Torrington High School","=""1436111""",883,172,1055
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""",840,201,1041
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""",399,76,475
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""",122,40,162
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""",476,33,509
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""",435,35,470
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""",608,63,671
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""",687,79,766
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""",370,33,403
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""",717,76,793
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""",415,39,454
"Trumbull School District","=""1440011""","Tashua School","=""1440911""",350,35,385
"Trumbull School District","=""1440011""","Trumbull Early Childhood Education Center","=""1448011""",174,46,220
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""",1974,164,2138
"Unified School District #1","=""3360015""","Bridgeport Correctional Center","=""3360115""","*","*",9
"Unified School District #1","=""3360015""","Brooklyn Correctional Institution","=""3360215""","*","*","*"
"Unified School District #1","=""3360015""","Cheshire Correctional Institution","=""3360315""",9,6,15
"Unified School District #1","=""3360015""","Corrigan/Radgowski Correctional Institution","=""3362415""",16,13,29
"Unified School District #1","=""3360015""","Enfield Correctional Institution","=""3360415""","*","*",11
"Unified School District #1","=""3360015""","Garner Correctional Institution","=""3361915""",12,15,27
"Unified School District #1","=""3360015""","Hartford Correctional Center","=""3360615""",12,14,26
"Unified School District #1","=""3360015""","MacDougall/Walker Correctional Institution","=""3362215""",9,20,29
"Unified School District #1","=""3360015""","Manson Youth Institution","=""3361115""",189,121,310
"Unified School District #1","=""3360015""","New Haven Correctional Center","=""3360915""",9,7,16
"Unified School District #1","=""3360015""","Northern Correctional Institution","=""3362615""","*","*",10
"Unified School District #1","=""3360015""","Osborn Correctional Institution","=""3361215""",6,6,12
"Unified School District #1","=""3360015""","Robinson Correctional Institution","=""3361315""","*","*",13
"Unified School District #1","=""3360015""","Willard/Cybulski Correctional Institution","=""3361515""","*","*",7
"Unified School District #1","=""3360015""","York Correctional Institution","=""3362515""",14,8,22
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""","*","*",22
"Unified School District #2","=""3470015""","Riverview School","=""3470315""",13,41,54
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""",48,73,121
"Union School District","=""1450011""","Union Elementary School","=""1450111""",68,10,78
"Vernon School District","=""1460011""","Northeast School","=""1460311""",286,43,329
"Vernon School District","=""1460011""","Center Road School","=""1461411""",438,64,502
"Vernon School District","=""1460011""","Lake Street School","=""1460111""",216,40,256
"Vernon School District","=""1460011""","Loveland Hill School","=""1460511""",0,8,8
"Vernon School District","=""1460011""","Maple Street School","=""1460211""",285,38,323
"Vernon School District","=""1460011""","Next Step Program (AACBP)","=""1469011""",0,10,10
"Vernon School District","=""1460011""","Rockville High School","=""1466111""",806,120,926
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""",271,35,306
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""",586,76,662
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""",271,32,303
"Wallingford School District","=""1480011""","Highland School","=""1480211""",244,21,265
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""",0,13,13
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""",268,75,343
"Wallingford School District","=""1480011""","Dag Hammarskjold Middle School","=""1485211""",603,97,700
"Wallingford School District","=""1480011""","Evarts C. Stevens School","=""1480911""",338,21,359
"Wallingford School District","=""1480011""","Harvest Park","=""1489211""",0,7,7
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""",613,68,681
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""",947,151,1098
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""",809,83,892
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""",311,16,327
"Wallingford School District","=""1480011""","Multi-Vocational Life Skills Program","=""1489111""",0,7,7
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""",259,30,289
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""",350,24,374
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""",311,32,343
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""",329,47,376
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""",787,201,988
"Waterbury School District","=""1510011""","Washington School","=""1512311""",305,32,337
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""",506,66,572
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""",462,85,547
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""",431,83,514
"Waterbury School District","=""1510011""","Carrington School","=""1512711""",366,80,446
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""",1137,252,1389
"Waterbury School District","=""1510011""","Driggs School","=""1510911""",467,80,547
"Waterbury School District","=""1510011""","Duggan School","=""1511611""",362,102,464
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""",152,39,191
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""",445,70,515
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""",430,88,518
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""",663,121,784
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""",433,52,485
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""",1074,212,1286
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""",542,60,602
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""",502,99,601
"Waterbury School District","=""1510011""","Michael F. Wallace Middle School","=""1515111""",939,232,1171
"Waterbury School District","=""1510011""","North End Middle School","=""1515311""",829,221,1050
"Waterbury School District","=""1510011""","Reed School","=""1513411""",291,87,378
"Waterbury School District","=""1510011""","Regan School","=""1512811""",232,29,261
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""",580,34,614
"Waterbury School District","=""1510011""","Special Education Preschool","=""1518011""",118,85,203
"Waterbury School District","=""1510011""","Sprague School","=""1512011""",403,69,472
"Waterbury School District","=""1510011""","State Street School","=""1519011""",0,79,79
"Waterbury School District","=""1510011""","Walsh School","=""1512211""",417,42,459
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""",448,41,489
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""",301,30,331
"Waterbury School District","=""1510011""","Waterbury Career Academy","=""1516711""",228,17,245
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""",328,39,367
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""",996,296,1292
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""",338,79,417
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""",554,110,664
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""",303,36,339
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""",336,38,374
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""",337,25,362
"Waterford School District","=""1520011""","Waterford High School","=""1526111""",700,107,807
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""",256,30,286
"Watertown School District","=""1530011""","John Trumbull Primary School","=""1530211""",606,71,677
"Watertown School District","=""1530011""","Polk School","=""1530411""",288,50,338
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""",648,86,734
"Watertown School District","=""1530011""","Watertown High School","=""1536111""",779,103,882
"West Hartford School District","=""1550011""","Smith School","=""1551711""",341,27,368
"West Hartford School District","=""1550011""","Achieve","=""1559111""",0,8,8
"West Hartford School District","=""1550011""","Aiken School","=""1551611""",418,50,468
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""",334,30,364
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""",376,42,418
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""",437,30,467
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""",286,29,315
"West Hartford School District","=""1550011""","Conard High School","=""1556111""",1348,154,1502
"West Hartford School District","=""1550011""","Duffy School","=""1550611""",517,15,532
"West Hartford School District","=""1550011""","Hall High School","=""1556211""",1304,172,1476
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""",789,117,906
"West Hartford School District","=""1550011""","Morley School","=""1550911""",292,38,330
