"Student Counts by School and Special Education Status"
"All Districts, All Schools"
"2008-09"

"",,,,"Special Education Status",,
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""",474,51,525
"Orange School District","=""1070011""","Mary L. Tracy School","=""1070211""",162,22,184
"Orange School District","=""1070011""","Peck Place School","=""1070511""",420,19,439
"Orange School District","=""1070011""","Race Brook School","=""1070311""",354,41,395
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""",273,25,298
"Oxford School District","=""1080011""","Great Oak School","=""1085111""",467,23,490
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""",498,35,533
"Oxford School District","=""1080011""","Oxford High School","=""1086011""",382,36,418
"Oxford School District","=""1080011""","Quaker Farms School","=""1080311""",523,50,573
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""",212,12,224
"Plainfield School District","=""1090011""","Early Childhood Center","=""1090511""",240,37,277
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""",275,12,287
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""",504,56,560
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""",733,140,873
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""",369,29,398
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""",286,22,308
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""",273,41,314
"Plainville School District","=""1100011""","Linden Street School","=""1100211""",354,54,408
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""",294,44,338
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""",506,74,580
"Plainville School District","=""1100011""","Plainville High School","=""1106111""",760,81,841
"Plainville School District","=""1100011""","Prekindergarten Program","=""1108011""",13,26,39
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""",430,45,475
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""",355,45,400
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""",358,59,417
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""",502,54,556
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""",470,70,540
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""",205,24,229
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""",217,12,229
"Portland School District","=""1130011""","Portland High School","=""1136111""",334,28,362
"Portland School District","=""1130011""","Portland Middle School","=""1135111""",224,21,245
"Portland School District","=""1130011""","Valley View School","=""1130211""",328,36,364
"Preston School District","=""1140011""","Preston Plains School","=""1145111""",148,20,168
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""",277,43,320
"Putnam School District","=""1160011""","Helping Hands","=""1169011""",0,"*","*"
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""",530,116,646
"Putnam School District","=""1160011""","Putnam High School","=""1166111""",274,51,325
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""",221,49,270
"Redding School District","=""1170011""","John Read Middle School","=""1175111""",504,83,587
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""",637,77,714
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""",494,61,555
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""",286,46,332
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""",552,65,617
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""",360,40,400
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""",379,52,431
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""",1498,159,1657
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""",189,26,215
"Regional School District 06","=""2060012""","James Morris School","=""2060212""",181,27,208
"Regional School District 06","=""2060012""","Stepping Stones Preschool Program","=""2068012""",0,10,10
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""",498,61,559
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""","*","*",90
"Regional School District 07","=""2070012""","AIM","=""2079112""",0,9,9
"Regional School District 07","=""2070012""","FLEX","=""2079012""",0,12,12
"Regional School District 07","=""2070012""","Intensive Learning Program","=""2079412""",0,"*","*"
"Regional School District 07","=""2070012""","Links","=""2079212""",0,21,21
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""",694,59,753
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""",327,31,358
"Regional School District 07","=""2070012""","STEP","=""2079312""",21,12,33
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""",957,127,1084
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""",574,86,660
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""",855,102,957
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""",792,97,889
"Regional School District 10","=""2100012""","Harwinton Consolidated School","=""2100312""",453,55,508
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""",566,54,620
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""",749,81,830
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""",265,44,309
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""",111,10,121
"Regional School District 12","=""2120012""","Early Childhood Education Center","=""2128012""",11,10,21
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""",299,48,347
"Regional School District 12","=""2120012""","Shepaug Valley Middle School","=""2125112""",200,44,244
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""",81,13,94
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""",159,25,184
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""",508,61,569
"Regional School District 13","=""2130012""","Francis E. Korn School","=""2130212""",169,30,199
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""",296,54,350
"Regional School District 13","=""2130012""","Frederick Brewster School","=""2130112""",262,47,309
"Regional School District 13","=""2130012""","John Lyman School","=""2130512""",328,18,346
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""",300,53,353
"Regional School District 14","=""2140012""","Bethlehem Elementary School","=""2140112""",329,51,380
"Regional School District 14","=""2140012""","Integrated Star Preschool Program","=""2148012""",0,10,10
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""",350,57,407
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""",770,73,843
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""",442,45,487
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""",400,40,440
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""",509,108,617
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""",440,79,519
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""",417,50,467
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""",1274,130,1404
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""",460,71,531
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""",499,67,566
"Regional School District 16","=""2160012""","Algonquin School","=""2160312""",418,61,479
"Regional School District 16","=""2160012""","Community School","=""2160212""",233,23,256
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""",423,45,468
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""",568,53,621
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",723,61,784
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",244,50,294
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""",240,27,267
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""",639,77,716
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""",723,89,812
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""",423,30,453
"Regional School District 18","=""2180012""","Center School","=""2180312""",216,23,239
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""",136,21,157
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",408,37,445
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""",301,35,336
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""",251,34,285
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",985,185,1170
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""",353,76,429
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""",396,35,431
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""",673,75,748
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""",331,38,369
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""",417,38,455
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",1640,140,1780
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""",353,42,395
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""",525,67,592
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""",309,28,337
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",526,69,595
"Rocky Hill School District","=""1190011""","Dr. Oran A. Moser School","=""1190211""",66,10,76
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",456,62,518
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""",703,73,776
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""",603,45,648
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""",471,49,520
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",282,37,319
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""",158,32,190
"Seymour School District","=""1240011""","Anna L. Lopresti School","=""1240311""",297,23,320
"Seymour School District","=""1240011""","Bungay School","=""1240111""",542,34,576
"Seymour School District","=""1240011""","Paul E. Chatfield School","=""1240411""",251,58,309
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",747,46,793
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""",532,38,570
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",158,38,196
"Shelton School District","=""1260011""","Mohegan School","=""1260911""",587,52,639
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""",455,47,502
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""",545,60,605
"Shelton School District","=""1260011""","Intermediate School","=""1265111""",812,63,875
"Shelton School District","=""1260011""","Lafayette School","=""1260411""",304,60,364
"Shelton School District","=""1260011""","Long Hill School","=""1260811""",559,59,618
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",1531,122,1653
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""",266,25,291
"Sherman School District","=""1270011""","Sherman School","=""1270111""",395,63,458
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",205,24,229
"Simsbury School District","=""1280011""","Central School","=""1280111""",371,72,443
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""",740,98,838
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""",466,57,523
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""",1429,133,1562
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""",661,117,778
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""",226,31,257
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""",458,73,531
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""",377,47,424
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""",635,80,715
"Somers School District","=""1290011""","Somers High School","=""1296111""",536,41,577
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""",399,46,445
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""",361,72,433
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""",420,48,468
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""",379,36,415
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""",1455,158,1613
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""",970,144,1114
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""",256,51,307
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""",727,81,808
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""",611,80,691
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""",308,14,322
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""",347,87,434
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""",672,80,752
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""",192,21,213
"Southington School District","=""1310011""","South End Elementary School","=""1310711""",193,19,212
"Southington School District","=""1310011""","Southington High School","=""1316211""",1868,230,2098
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""",417,43,460
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""",390,33,423
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""",379,34,413
"Sprague School District","=""1330011""","Sayles School","=""1330111""",324,30,354
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""",503,46,549
"Stafford School District","=""1340011""","Stafford High School","=""1346111""",496,51,547
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""",388,36,424
"Stafford School District","=""1340011""","Staffordville School","=""1340311""",170,19,189
"Stafford School District","=""1340011""","West Stafford School","=""1340411""",181,13,194
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""",110,21,131
"Stamford School District","=""1350011""","Cloonan School","=""1355611""",487,87,574
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""",471,40,511
"Stamford School District","=""1350011""","Dolan School","=""1355311""",568,68,636
"Stamford School District","=""1350011""","Hart School","=""1352211""",395,31,426
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""",545,51,596
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""",509,31,540
"Stamford School District","=""1350011""","Newfield School","=""1350611""",588,41,629
"Stamford School District","=""1350011""","Northeast School","=""1351811""",753,41,794
"Stamford School District","=""1350011""","Preschool Team","=""1358011""",0,64,64
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""",663,83,746
"Stamford School District","=""1350011""","Rogers International School","=""1350811""",493,40,533
"Stamford School District","=""1350011""","Roxbury School","=""1350911""",598,64,662
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""",581,34,615
"Stamford School District","=""1350011""","Springdale School","=""1351111""",540,32,572
"Stamford School District","=""1350011""","Stamford High School","=""1356111""",1504,158,1662
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""",558,69,627
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""",547,58,605
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""",454,33,487
"Stamford School District","=""1350011""","Turn of River School","=""1355511""",544,51,595
"Stamford School District","=""1350011""","Westhill High School","=""1356311""",2082,257,2339
"Stamford School District","=""1350011""","Westover School","=""1351411""",605,43,648
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""",468,45,513
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""",465,54,519
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""",373,46,419
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""",322,40,362
"Stonington School District","=""1370011""","Special Needs Preschool Program","=""1378011""",8,7,15
"Stonington School District","=""1370011""","Stonington High School","=""1376111""",704,80,784
"Stonington School District","=""1370011""","West Broad Street School","=""1370411""",148,30,178
"Stonington School District","=""1370011""","West Vine Street School","=""1370611""",207,24,231
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""",468,50,518
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""",1199,113,1312
"Stratford School District","=""1380011""","Chapel School","=""1380311""",495,36,531
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""",524,47,571
"Stratford School District","=""1380011""","Franklin School","=""1380411""",319,39,358
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""",545,63,608
"Stratford School District","=""1380011""","Lordship School","=""1380811""",199,17,216
"Stratford School District","=""1380011""","Nichols School","=""1380911""",372,26,398
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""",590,113,703
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""",651,38,689
"Stratford School District","=""1380011""","Stratford High School","=""1386111""",894,94,988
"Stratford School District","=""1380011""","Strive-Stratford","=""1389011""",0,11,11
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""",373,23,396
"Suffield School District","=""1390011""","A. Ward Spaulding School","=""1390411""",475,69,544
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""",511,62,573
"Suffield School District","=""1390011""","Suffield High School","=""1396111""",763,74,837
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""",549,66,615
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""",229,33,262
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""",358,42,400
"Thomaston School District","=""1400011""","Black Rock School","=""1400111""",339,43,382
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""",243,39,282
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""",460,95,555
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""",472,66,538
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""",427,32,459
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""",368,24,392
"Tolland School District","=""1420011""","Birch Grove Primary School","=""1420111""",639,77,716
"Tolland School District","=""1420011""","Tolland High School","=""1426111""",823,76,899
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""",646,115,761
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""",701,70,771
"Torrington School District","=""1430011""","East School","=""1430111""",389,71,460
"Torrington School District","=""1430011""","Forbes School","=""1430211""",329,68,397
"Torrington School District","=""1430011""","Southwest School","=""1430811""",248,47,295
"Torrington School District","=""1430011""","Torringford School","=""1430911""",582,87,669
"Torrington School District","=""1430011""","Torrington High School","=""1436111""",1095,146,1241
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""",954,160,1114
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""",388,71,459
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""",120,30,150
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""",478,36,514
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""",461,34,495
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""",561,57,618
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""",687,68,755
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""",386,31,417
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""",788,64,852
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""",431,35,466
"Trumbull School District","=""1440011""","Tashua School","=""1440911""",415,47,462
"Trumbull School District","=""1440011""","Trumbull Early Childhood Education Center","=""1448011""",155,77,232
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""",1981,142,2123
"Unified School District #1","=""3360015""","Bergin Correctional Institution","=""3361715""",29,10,39
"Unified School District #1","=""3360015""","Bridgeport Correctional Center","=""3360115""",9,9,18
"Unified School District #1","=""3360015""","Brooklyn Correctional Institution","=""3360215""","*","*",6
"Unified School District #1","=""3360015""","Cheshire Correctional Institution","=""3360315""",20,10,30
"Unified School District #1","=""3360015""","Corrigan/Radgowski Correctional Institution","=""3362415""",15,21,36
"Unified School District #1","=""3360015""","Enfield Correctional Institution","=""3360415""","*","*",19
"Unified School District #1","=""3360015""","Garner Correctional Institution","=""3361915""","*","*",15
"Unified School District #1","=""3360015""","Gates Correctional Institution","=""3360515""",19,11,30
"Unified School District #1","=""3360015""","Hartford Correctional Center","=""3360615""",45,27,72
"Unified School District #1","=""3360015""","MacDougall/Walker Correctional Institution","=""3362215""",46,23,69
"Unified School District #1","=""3360015""","Manson Youth Institution","=""3361115""",275,189,464
"Unified School District #1","=""3360015""","New Haven Correctional Center","=""3360915""",12,10,22
"Unified School District #1","=""3360015""","Northern Correctional Institution","=""3362615""","*","*",19
"Unified School District #1","=""3360015""","Osborn Correctional Institution","=""3361215""",13,26,39
"Unified School District #1","=""3360015""","Robinson Correctional Institution","=""3361315""",26,15,41
"Unified School District #1","=""3360015""","Webster Correctional Institution","=""3361415""",11,6,17
"Unified School District #1","=""3360015""","Willard/Cybulski Correctional Institution","=""3361515""",13,10,23
"Unified School District #1","=""3360015""","York Correctional Institution","=""3362515""",45,14,59
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""",7,33,40
"Unified School District #2","=""3470015""","High Meadows","=""3476515""","*","*",25
"Unified School District #2","=""3470015""","Riverview School","=""3470315""",7,53,60
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""",32,54,86
"Union School District","=""1450011""","Union Elementary School","=""1450111""","*","*",78
"Vernon School District","=""1460011""","Northeast School","=""1460311""",259,30,289
"Vernon School District","=""1460011""","Center Road School","=""1461411""",394,74,468
"Vernon School District","=""1460011""","Lake Street School","=""1460111""",267,19,286
"Vernon School District","=""1460011""","Maple Street School","=""1460211""",236,29,265
"Vernon School District","=""1460011""","Next Step Program (AACBP)","=""1469011""",0,10,10
"Vernon School District","=""1460011""","Rockville High School","=""1466111""",1045,120,1165
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""",296,17,313
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""",711,76,787
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""",282,24,306
"Wallingford School District","=""1480011""","Highland School","=""1480211""",287,31,318
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""",0,18,18
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""",326,89,415
"Wallingford School District","=""1480011""","Dag Hammarskjold Middle School","=""1485211""",630,88,718
"Wallingford School District","=""1480011""","Evarts C. Stevens School","=""1480911""",373,50,423
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""",748,88,836
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""",1039,137,1176
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""",896,91,987
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""",311,39,350
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""",312,37,349
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""",293,19,312
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""",320,31,351
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""",483,48,531
"Waterbury School District","=""1510011""","Brooklyn Elementary School","=""1511011""",173,32,205
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""",1073,203,1276
"Waterbury School District","=""1510011""","Washington School","=""1512311""",273,40,313
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""",474,81,555
"Waterbury School District","=""1510011""","Barnard School","=""1510311""",215,52,267
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""",444,113,557
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""",463,59,522
"Waterbury School District","=""1510011""","Carrington School","=""1512711""",445,87,532
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""",1177,159,1336
"Waterbury School District","=""1510011""","Driggs School","=""1510911""",470,105,575
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""",146,33,179
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""",396,69,465
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""",208,36,244
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""",710,92,802
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""",388,48,436
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""",1141,165,1306
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""",532,67,599
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""",520,76,596
"Waterbury School District","=""1510011""","Michael F. Wallace Middle School","=""1515111""",1134,195,1329
"Waterbury School District","=""1510011""","North End Middle School","=""1515311""",998,228,1226
"Waterbury School District","=""1510011""","Regan School","=""1512811""",257,42,299
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""",564,50,614
"Waterbury School District","=""1510011""","Special Education Preschool","=""1518011""",119,105,224
"Waterbury School District","=""1510011""","Sprague School","=""1512011""",409,70,479
"Waterbury School District","=""1510011""","State Street School","=""1519011""","*","*",83
"Waterbury School District","=""1510011""","Walsh School","=""1512211""",486,72,558
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""",442,39,481
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""",284,35,319
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""",313,39,352
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""",989,203,1192
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""",322,75,397
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""",617,77,694
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""",240,28,268
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""",377,38,415
"Waterford School District","=""1520011""","Southwest Elementary School","=""1520511""",462,52,514
"Waterford School District","=""1520011""","Waterford High School","=""1526111""",888,100,988
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""",332,34,366
"Watertown School District","=""1530011""","John Trumbull Primary School","=""1530211""",675,78,753
"Watertown School District","=""1530011""","Polk School","=""1530411""",340,33,373
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""",759,105,864
"Watertown School District","=""1530011""","Watertown High School","=""1536111""",867,113,980
"West Hartford School District","=""1550011""","Smith School","=""1551711""",359,20,379
"West Hartford School District","=""1550011""","Achieve","=""1559111""",0,"*","*"
"West Hartford School District","=""1550011""","Aiken School","=""1551611""",404,49,453
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""",418,36,454
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""",377,43,420
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""",339,25,364
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""",324,37,361
"West Hartford School District","=""1550011""","Conard High School","=""1556111""",1315,151,1466
"West Hartford School District","=""1550011""","Duffy School","=""1550611""",530,59,589
"West Hartford School District","=""1550011""","Hall High School","=""1556211""",1370,201,1571
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""",784,117,901
"West Hartford School District","=""1550011""","Morley School","=""1550911""",326,38,364
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""",379,54,433
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""",775,91,866
"West Hartford School District","=""1550011""","WAAVE (W Hartford Applied Academic/Voc'l Experience)","=""1559011""",0,13,13
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""",398,40,438
"West Hartford School District","=""1550011""","Whiting Lane School","=""1551311""",355,140,495
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""",457,54,511
"West Haven School District","=""1560011""","Washington School","=""1561211""",370,33,403
"West Haven School District","=""1560011""","Alma E. Pagels School","=""1560811""",294,61,355
"West Haven School District","=""1560011""","Anna V. Molloy School","=""1561311""",237,21,258
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""",618,75,693
"West Haven School District","=""1560011""","Clarence E. Thompson School","=""1561011""",316,37,353
"West Haven School District","=""1560011""","Edith E. Mackrille School","=""1560611""",359,24,383
"West Haven School District","=""1560011""","Forest School","=""1560311""",357,81,438
"West Haven School District","=""1560011""","Harry M. Bailey Middle School","=""1565111""",693,46,739
"West Haven School District","=""1560011""","Savin Rock Community School","=""1561411""",411,53,464
"West Haven School District","=""1560011""","Seth G. Haley School","=""1560411""",452,52,504
"West Haven School District","=""1560011""","West Haven High School","=""1566111""",1482,158,1640
