"Student Counts by School and Special Education Status"
"All Districts, All Schools"
"2007-08"

"",,,,"Special Education Status",,
"Plainville School District","=""1100011""","Prekindergarten Program","=""1108011""",9,26,35
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""",438,46,484
"Plymouth School District","=""1110011""","Main Street School","=""1110111""",158,23,181
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""",451,55,506
"Plymouth School District","=""1110011""","Prospect Street School","=""1110311""",156,17,173
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""",493,60,553
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""",468,72,540
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""",208,32,240
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""",227,13,240
"Portland School District","=""1130011""","Portland High School","=""1136111""",332,32,364
"Portland School District","=""1130011""","Portland Middle School","=""1135111""",200,15,215
"Portland School District","=""1130011""","Valley View School","=""1130211""",337,33,370
"Preston School District","=""1140011""","Preston Plains School","=""1145111""",159,32,191
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""",274,38,312
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""",518,111,629
"Putnam School District","=""1160011""","Putnam High School","=""1166111""",333,61,394
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""",235,49,284
"Redding School District","=""1170011""","John Read Middle School","=""1175111""",497,77,574
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""",654,80,734
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""",511,51,562
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""",293,45,338
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""",547,69,616
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""",360,44,404
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""",374,41,415
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""",1495,154,1649
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""",185,33,218
"Regional School District 06","=""2060012""","James Morris School","=""2060212""",186,25,211
"Regional School District 06","=""2060012""","Stepping Stones Preschool Program","=""2068012""",0,14,14
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""",495,78,573
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""",100,8,108
"Regional School District 07","=""2070012""","AIM","=""2079112""",0,7,7
"Regional School District 07","=""2070012""","FLEX","=""2079012""",0,6,6
"Regional School District 07","=""2070012""","Links","=""2079212""",0,23,23
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""",690,58,748
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""",310,41,351
"Regional School District 07","=""2070012""","STEP","=""2079312""",7,8,15
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""",908,111,1019
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""",567,77,644
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""",866,97,963
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""",827,102,929
"Regional School District 10","=""2100012""","Harwinton Consolidated School","=""2100312""",480,52,532
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""",565,40,605
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""",704,74,778
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""",247,44,291
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""",117,12,129
"Regional School District 12","=""2120012""","Early Childhood Education Center","=""2128012""",8,13,21
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""",333,60,393
"Regional School District 12","=""2120012""","Shepaug Valley Middle School","=""2125112""",189,43,232
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""",85,21,106
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""",159,18,177
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""",530,57,587
"Regional School District 13","=""2130012""","Francis E. Korn School","=""2130212""",182,31,213
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""",305,55,360
"Regional School District 13","=""2130012""","Frederick Brewster School","=""2130112""",250,52,302
"Regional School District 13","=""2130012""","John Lyman School","=""2130512""",314,19,333
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""",294,56,350
"Regional School District 14","=""2140012""","Bethlehem Elementary School","=""2140112""",336,44,380
"Regional School District 14","=""2140012""","Integrated Star Preschool Program","=""2148012""",0,16,16
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""",384,60,444
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""",789,77,866
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""",451,47,498
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""",426,41,467
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""",491,124,615
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""",450,71,521
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""",414,42,456
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""",1278,137,1415
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""",479,62,541
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""",481,74,555
"Regional School District 16","=""2160012""","Algonquin School","=""2160312""",429,68,497
"Regional School District 16","=""2160012""","Community School","=""2160212""",231,16,247
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""",448,46,494
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""",575,56,631
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",757,59,816
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",223,56,279
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""",241,25,266
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""",626,90,716
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""",761,82,843
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""",416,36,452
"Regional School District 18","=""2180012""","Center School","=""2180312""",212,21,233
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""",146,16,162
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",438,33,471
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""",330,41,371
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""",259,36,295
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",1004,180,1184
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""",374,72,446
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""",390,48,438
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""",670,73,743
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""",351,33,384
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""",420,45,465
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",1617,134,1751
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""",341,49,390
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""",524,53,577
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""",310,34,344
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",538,73,611
"Rocky Hill School District","=""1190011""","Dr. Oran A. Moser School","=""1190211""","*","*",89
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",451,69,520
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""",687,68,755
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""",579,52,631
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""",465,41,506
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",267,40,307
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""",162,28,190
"Seymour School District","=""1240011""","Anna L. Lopresti School","=""1240311""",320,19,339
"Seymour School District","=""1240011""","Bungay School","=""1240111""",534,28,562
"Seymour School District","=""1240011""","Paul E. Chatfield School","=""1240411""",237,47,284
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",807,55,862
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""",520,38,558
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",181,38,219
"Shelton School District","=""1260011""","Mohegan School","=""1260911""",587,42,629
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""",456,38,494
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""",506,47,553
"Shelton School District","=""1260011""","Intermediate School","=""1265111""",853,54,907
"Shelton School District","=""1260011""","Lafayette School","=""1260411""",331,55,386
"Shelton School District","=""1260011""","Long Hill School","=""1260811""",563,46,609
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",1577,110,1687
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""",360,19,379
"Sherman School District","=""1270011""","Sherman School","=""1270111""",388,68,456
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",209,21,230
"Simsbury School District","=""1280011""","Central School","=""1280111""",365,75,440
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""",718,98,816
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""",453,79,532
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""",1389,146,1535
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""",684,118,802
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""",237,21,258
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""",481,85,566
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""",386,41,427
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""",662,67,729
"Somers School District","=""1290011""","Somers High School","=""1296111""",525,42,567
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""",399,49,448
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""",355,78,433
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""",454,53,507
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""",397,39,436
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""",1472,179,1651
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""",1019,130,1149
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""",261,49,310
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""",714,83,797
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""",635,67,702
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""",317,17,334
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""",333,97,430
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""",652,83,735
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""",191,24,215
"Southington School District","=""1310011""","South End Elementary School","=""1310711""",191,16,207
"Southington School District","=""1310011""","Southington High School","=""1316211""",1936,228,2164
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""",417,49,466
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""",400,30,430
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""",374,40,414
"Sprague School District","=""1330011""","Sayles School","=""1330111""",322,29,351
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""",490,36,526
"Stafford School District","=""1340011""","Stafford High School","=""1346111""",472,49,521
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""",441,36,477
"Stafford School District","=""1340011""","Staffordville School","=""1340311""",164,14,178
"Stafford School District","=""1340011""","West Stafford School","=""1340411""",192,13,205
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""",104,27,131
"Stamford School District","=""1350011""","Cloonan School","=""1355611""",501,93,594
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""",475,40,515
"Stamford School District","=""1350011""","Dolan School","=""1355311""",564,61,625
"Stamford School District","=""1350011""","Hart School","=""1352211""",390,30,420
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""",546,55,601
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""",508,40,548
"Stamford School District","=""1350011""","Newfield School","=""1350611""",587,45,632
"Stamford School District","=""1350011""","Northeast School","=""1351811""",768,46,814
"Stamford School District","=""1350011""","Preschool Team","=""1358011""",0,83,83
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""",735,72,807
"Stamford School District","=""1350011""","Rogers International School","=""1350811""",482,43,525
"Stamford School District","=""1350011""","Roxbury School","=""1350911""",587,67,654
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""",562,42,604
"Stamford School District","=""1350011""","Springdale School","=""1351111""",531,34,565
"Stamford School District","=""1350011""","Stamford High School","=""1356111""",1629,168,1797
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""",524,77,601
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""",439,39,478
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""",423,30,453
"Stamford School District","=""1350011""","Turn of River School","=""1355511""",548,61,609
"Stamford School District","=""1350011""","Westhill High School","=""1356311""",2078,253,2331
"Stamford School District","=""1350011""","Westover School","=""1351411""",604,34,638
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""",440,63,503
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""",480,49,529
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""",393,42,435
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""",298,34,332
"Stonington School District","=""1370011""","Special Needs Preschool Program","=""1378011""",11,7,18
"Stonington School District","=""1370011""","Stonington High School","=""1376111""",727,84,811
"Stonington School District","=""1370011""","West Broad Street School","=""1370411""",153,22,175
"Stonington School District","=""1370011""","West Vine Street School","=""1370611""",210,26,236
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""",463,53,516
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""",1266,121,1387
"Stratford School District","=""1380011""","Chapel School","=""1380311""",465,40,505
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""",529,41,570
"Stratford School District","=""1380011""","Franklin School","=""1380411""",354,42,396
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""",512,57,569
"Stratford School District","=""1380011""","Lordship School","=""1380811""",212,13,225
"Stratford School District","=""1380011""","Nichols School","=""1380911""",408,22,430
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""",583,105,688
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""",680,40,720
"Stratford School District","=""1380011""","Stratford High School","=""1386111""",863,108,971
"Stratford School District","=""1380011""","Strive-Stratford","=""1389011""",0,8,8
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""",375,23,398
"Suffield School District","=""1390011""","A. Ward Spaulding School","=""1390411""",484,57,541
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""",495,77,572
"Suffield School District","=""1390011""","Suffield High School","=""1396111""",779,66,845
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""",556,80,636
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""",232,28,260
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""",364,44,408
"Thomaston School District","=""1400011""","Black Rock School","=""1400111""",339,48,387
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""",260,34,294
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""",486,99,585
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""",502,72,574
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""",467,36,503
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""",376,23,399
"Tolland School District","=""1420011""","Birch Grove Primary School","=""1420111""",666,94,760
"Tolland School District","=""1420011""","Tolland High School","=""1426111""",796,53,849
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""",431,76,507
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""",907,106,1013
"Torrington School District","=""1430011""","East School","=""1430111""",412,69,481
"Torrington School District","=""1430011""","Forbes School","=""1430211""",330,53,383
"Torrington School District","=""1430011""","Southwest School","=""1430811""",261,44,305
"Torrington School District","=""1430011""","Torringford School","=""1430911""",619,64,683
"Torrington School District","=""1430011""","Torrington High School","=""1436111""",1146,149,1295
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""",1027,135,1162
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""",368,80,448
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""",114,36,150
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""",477,37,514
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""",478,35,513
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""",546,55,601
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""",663,80,743
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""",393,30,423
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""",796,84,880
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""",436,37,473
"Trumbull School District","=""1440011""","Tashua School","=""1440911""",413,48,461
"Trumbull School District","=""1440011""","Trumbull Early Childhood Education Center","=""1448011""",143,57,200
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""",1937,158,2095
"Unified School District #1","=""3360015""","Bergin Correctional Institution","=""3361715""",23,15,38
"Unified School District #1","=""3360015""","Bridgeport Correctional Center","=""3360115""",19,13,32
"Unified School District #1","=""3360015""","Brooklyn Correctional Institution","=""3360215""",13,0,13
"Unified School District #1","=""3360015""","Cheshire Correctional Institution","=""3360315""","*","*",29
"Unified School District #1","=""3360015""","Corrigan/Radgowski Correctional Institution","=""3362415""",36,34,70
"Unified School District #1","=""3360015""","Enfield Correctional Institution","=""3360415""",11,11,22
"Unified School District #1","=""3360015""","Garner Correctional Institution","=""3361915""",19,9,28
"Unified School District #1","=""3360015""","Gates Correctional Institution","=""3360515""",26,12,38
"Unified School District #1","=""3360015""","Hartford Correctional Center","=""3360615""",43,26,69
"Unified School District #1","=""3360015""","MacDougall/Walker Correctional Institution","=""3362215""",47,31,78
"Unified School District #1","=""3360015""","Manson Youth Institution","=""3361115""",341,210,551
"Unified School District #1","=""3360015""","New Haven Correctional Center","=""3360915""",12,13,25
"Unified School District #1","=""3360015""","Northern Correctional Institution","=""3362615""","*","*",28
"Unified School District #1","=""3360015""","Osborn Correctional Institution","=""3361215""",11,25,36
"Unified School District #1","=""3360015""","Robinson Correctional Institution","=""3361315""",15,14,29
"Unified School District #1","=""3360015""","Webster Correctional Institution","=""3361415""","*","*",12
"Unified School District #1","=""3360015""","Willard/Cybulski Correctional Institution","=""3361515""",25,13,38
"Unified School District #1","=""3360015""","York Correctional Institution","=""3362515""",43,16,59
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""","*","*",39
"Unified School District #2","=""3470015""","High Meadows","=""3476515""",0,30,30
"Unified School District #2","=""3470015""","Riverview School","=""3470315""","*","*",67
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""",45,45,90
"Union School District","=""1450011""","Union Elementary School","=""1450111""","*","*",72
"Vernon School District","=""1460011""","Northeast School","=""1460311""",275,38,313
"Vernon School District","=""1460011""","Center Road School","=""1461411""",384,65,449
"Vernon School District","=""1460011""","Lake Street School","=""1460111""",221,15,236
"Vernon School District","=""1460011""","Maple Street School","=""1460211""",308,31,339
"Vernon School District","=""1460011""","Rockville High School","=""1466111""",1093,121,1214
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""",301,26,327
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""",752,67,819
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""",280,29,309
"Wallingford School District","=""1480011""","Highland School","=""1480211""",311,24,335
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""",0,21,21
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""",321,79,400
"Wallingford School District","=""1480011""","Dag Hammarskjold Middle School","=""1485211""",659,86,745
"Wallingford School District","=""1480011""","Evarts C. Stevens School","=""1480911""",364,41,405
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""",750,97,847
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""",1038,137,1175
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""",915,76,991
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""",296,35,331
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""",310,42,352
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""",309,19,328
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""",322,25,347
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""",495,39,534
"Waterbury School District","=""1510011""","Brooklyn Elementary School","=""1511011""",200,29,229
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""",1015,182,1197
"Waterbury School District","=""1510011""","Washington School","=""1512311""",272,41,313
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""",488,86,574
"Waterbury School District","=""1510011""","Barnard School","=""1510311""",233,37,270
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""",464,121,585
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""",458,61,519
"Waterbury School District","=""1510011""","Carrington School","=""1512711""",452,63,515
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""",1193,175,1368
"Waterbury School District","=""1510011""","Driggs School","=""1510911""",451,99,550
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""",142,24,166
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""",424,71,495
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""",213,26,239
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""",711,87,798
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""",411,54,465
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""",1135,178,1313
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""",523,70,593
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""",485,78,563
"Waterbury School District","=""1510011""","Michael F. Wallace Middle School","=""1515111""",1153,190,1343
"Waterbury School District","=""1510011""","North End Middle School","=""1515311""",1048,211,1259
"Waterbury School District","=""1510011""","Regan School","=""1512811""",263,50,313
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""",559,55,614
"Waterbury School District","=""1510011""","Special Education Preschool","=""1518011""",104,95,199
"Waterbury School District","=""1510011""","Sprague School","=""1512011""",420,68,488
"Waterbury School District","=""1510011""","State Street School","=""1519011""",0,77,77
"Waterbury School District","=""1510011""","Walsh School","=""1512211""",467,84,551
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""",447,38,485
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""",285,28,313
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""",312,37,349
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""",1011,193,1204
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""",302,55,357
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""",657,73,730
"Waterford School District","=""1520011""","Cohanzie Elementary School","=""1520111""",347,40,387
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""",245,35,280
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""",263,23,286
"Waterford School District","=""1520011""","Southwest Elementary School","=""1520511""",213,23,236
"Waterford School District","=""1520011""","Waterford High School","=""1526111""",906,107,1013
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""",346,34,380
"Watertown School District","=""1530011""","Heminway Park School","=""1530611""",247,25,272
"Watertown School District","=""1530011""","John Trumbull Primary School","=""1530211""",722,76,798
"Watertown School District","=""1530011""","Polk School","=""1530411""",314,42,356
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""",541,61,602
"Watertown School District","=""1530011""","Watertown High School","=""1536111""",863,127,990
"West Hartford School District","=""1550011""","Smith School","=""1551711""",355,25,380
"West Hartford School District","=""1550011""","Aiken School","=""1551611""",417,40,457
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""",406,34,440
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""",373,36,409
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""",366,18,384
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""",310,31,341
"West Hartford School District","=""1550011""","Conard High School","=""1556111""",1306,155,1461
"West Hartford School District","=""1550011""","Duffy School","=""1550611""",487,70,557
"West Hartford School District","=""1550011""","Hall High School","=""1556211""",1371,197,1568
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""",791,116,907
"West Hartford School District","=""1550011""","Morley School","=""1550911""",336,31,367
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""",377,67,444
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""",774,91,865
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""",388,48,436
"West Hartford School District","=""1550011""","Whiting Lane School","=""1551311""",379,125,504
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""",425,45,470
"West Haven School District","=""1560011""","Washington School","=""1561211""",372,28,400
"West Haven School District","=""1560011""","Alma E. Pagels School","=""1560811""",299,59,358
"West Haven School District","=""1560011""","Anna V. Molloy School","=""1561311""",243,23,266
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""",668,76,744
"West Haven School District","=""1560011""","Clarence E. Thompson School","=""1561011""",313,40,353
"West Haven School District","=""1560011""","Edith E. Mackrille School","=""1560611""",354,30,384
"West Haven School District","=""1560011""","Forest School","=""1560311""",385,59,444
"West Haven School District","=""1560011""","Harry M. Bailey Middle School","=""1565111""",661,49,710
"West Haven School District","=""1560011""","Savin Rock Community School","=""1561411""",403,49,452
"West Haven School District","=""1560011""","Seth G. Haley School","=""1560411""",481,47,528
"West Haven School District","=""1560011""","West Haven High School","=""1566111""",1583,175,1758
"Westbrook School District","=""1540011""","Daisy Ingraham School","=""1540211""",325,31,356
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""",278,32,310
"Westbrook School District","=""1540011""","Westbrook Middle School","=""1545111""",295,19,314
"Weston School District","=""1570011""","Hurlbutt Elementary School","=""1570111""",546,49,595
"Weston School District","=""1570011""","Weston High School","=""1576111""",760,44,804
"Weston School District","=""1570011""","Weston Intermediate School","=""1570211""",521,58,579
"Weston School District","=""1570011""","Weston Middle School","=""1575111""",538,49,587
"Westport School District","=""1580011""","Bedford Middle School","=""1585111""",731,109,840
"Westport School District","=""1580011""","Coleytown Elementary School","=""1580311""",423,37,460
"Westport School District","=""1580011""","Coleytown Middle School","=""1585311""",447,57,504
"Westport School District","=""1580011""","Green's Farms School","=""1580411""",458,37,495
"Westport School District","=""1580011""","King's Highway Elementary School","=""1580511""",465,31,496
"Westport School District","=""1580011""","Long Lots School","=""1580711""",552,42,594
"Westport School District","=""1580011""","Saugatuck Elementary School","=""1580811""",473,36,509
"Westport School District","=""1580011""","Staples High School","=""1586111""",1534,190,1724
"Westport School District","=""1580011""","Stepping Stones Preschool","=""1588011""",29,27,56
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""",332,45,377
"Wethersfield School District","=""1590011""","Charles Wright School","=""1591011""",265,41,306
"Wethersfield School District","=""1590011""","Emerson-Williams School","=""1590211""",419,42,461
"Wethersfield School District","=""1590011""","Highcrest School","=""1591111""",405,37,442
"Wethersfield School District","=""1590011""","Samuel B. Webb Elementary School","=""1591211""",390,59,449
"Wethersfield School District","=""1590011""","Silas Deane Middle School","=""1595211""",511,53,564
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""",1124,88,1212
