"Student Counts by School and Year"
"All Districts, All Schools"
"Trend"

"District","District Code","School","School Code","Count"
"Newington School District","=""0940011""","John Paterson School","=""0940811""",471
"Newington School District","=""0940011""","John Paterson School","=""0940811""",490
"Newington School District","=""0940011""","John Paterson School","=""0940811""",476
"Newington School District","=""0940011""","John Paterson School","=""0940811""",459
"Newington School District","=""0940011""","John Paterson School","=""0940811""",449
"Newington School District","=""0940011""","John Paterson School","=""0940811""",427
"Newington School District","=""0940011""","John Paterson School","=""0940811""",418
"Newington School District","=""0940011""","John Paterson School","=""0940811""",384
"Newington School District","=""0940011""","John Paterson School","=""0940811""",371
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",758
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",751
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",728
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",706
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",678
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",705
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",700
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",687
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",674
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",688
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",666
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",681
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",633
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",622
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",590
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",577
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",594
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",615
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",620
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",599
"Newington School District","=""0940011""","Newington High School","=""0946111""",1528
"Newington School District","=""0940011""","Newington High School","=""0946111""",1465
"Newington School District","=""0940011""","Newington High School","=""0946111""",1468
"Newington School District","=""0940011""","Newington High School","=""0946111""",1485
"Newington School District","=""0940011""","Newington High School","=""0946111""",1449
"Newington School District","=""0940011""","Newington High School","=""0946111""",1422
"Newington School District","=""0940011""","Newington High School","=""0946111""",1361
"Newington School District","=""0940011""","Newington High School","=""0946111""",1308
"Newington School District","=""0940011""","Newington High School","=""0946111""",1266
"Newington School District","=""0940011""","Newington High School","=""0946111""",1269
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",388
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",379
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",395
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",392
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",408
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",394
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",364
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",344
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",331
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",347
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",418
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",403
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",420
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",416
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",384
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",361
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",349
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",321
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",320
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",300
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",443
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",430
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",375
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",369
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",342
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",339
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",303
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",314
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",297
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",273
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",531
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",516
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",495
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",480
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",476
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",451
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",418
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",391
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",368
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",365
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",1719
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",1704
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",1731
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",1731
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",1740
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",1760
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",1713
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",1738
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",1679
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",1684
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",930
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",929
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",896
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",897
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",871
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",892
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",855
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",833
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",812
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",750
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",62
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",54
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",87
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",88
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",82
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",56
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",70
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",58
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",48
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",60
"Newtown School District","=""0970011""","Newtown Preschool at RIS","=""0978111""",30
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",886
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",902
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",861
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",895
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",878
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",819
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",787
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",731
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",701
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",659
"Newtown School District","=""0970011""","STARR","=""0979011""","*"
"Newtown School District","=""0970011""","STARR","=""0979011""","*"
"Newtown School District","=""0970011""","STARR","=""0979011""","*"
"Newtown School District","=""0970011""","STARR","=""0979011""","*"
"Newtown School District","=""0970011""","STARR","=""0979011""","*"
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",639
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",633
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",625
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",575
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",521
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",454
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",395
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",359
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",337
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",356
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",164
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",154
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",137
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",133
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",118
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",116
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",112
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",115
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",116
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",102
"Norfolk School District","=""0980011""","Bridges II","=""0989211""","*"
"Norfolk School District","=""0980011""","Bridges II","=""0989211""","*"
"Norfolk School District","=""0980011""","Bridges II","=""0989211""",6
"Norfolk School District","=""0980011""","Bridges II","=""0989211""","*"
"Norfolk School District","=""0980011""","Bridges II","=""0989211""","*"
"Norfolk School District","=""0980011""","IEP Program","=""0989011""","*"
"Norfolk School District","=""0980011""","IEP Program","=""0989011""","*"
"Norfolk School District","=""0980011""","IEP Program","=""0989011""","*"
"Norfolk School District","=""0980011""","IEP Program","=""0989011""","*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",355
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",339
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",327
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",475
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",462
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",441
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",415
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",406
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",402
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",401
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",730
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",701
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",686
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",688
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",649
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",636
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",610
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",619
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",579
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",577
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",570
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",622
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",609
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",609
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",573
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",536
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",508
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",507
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",492
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",462
"North Branford School District","=""0990011""","School to Work Program","=""0999011""","*"
"North Branford School District","=""0990011""","School to Work Program","=""0999011""","*"
"North Branford School District","=""0990011""","School to Work Program","=""0999011""","*"
"North Branford School District","=""0990011""","School to Work Program","=""0999011""","*"
"North Branford School District","=""0990011""","School to Work Program","=""0999011""","*"
"North Branford School District","=""0990011""","Stanley T. Williams School","=""0990511""",268
"North Branford School District","=""0990011""","Stanley T. Williams School","=""0990511""",250
"North Branford School District","=""0990011""","Stanley T. Williams School","=""0990511""",251
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",508
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",486
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",465
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",518
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",494
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",468
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",471
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",430
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",405
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",391
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",359
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",338
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",328
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",318
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",308
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",315
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",295
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",280
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",260
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",278
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",373
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",353
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",396
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",400
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",393
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",377
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",340
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",332
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",302
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",318
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",437
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",426
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",393
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",371
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",387
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",394
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",379
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",384
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",377
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",369
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",461
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",478
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",415
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",386
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",364
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",365
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",337
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",314
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",288
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",276
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",1240
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",1222
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",1181
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",1173
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",1186
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",1187
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",1123
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",1039
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",1000
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",1015
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",917
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",909
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",872
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",832
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",797
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",773
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",783
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",782
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",785
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",746
"North Haven School District","=""1010011""","North Haven Transition Partnership","=""1010111""","*"
"North Haven School District","=""1010011""","North Haven Transition Partnership","=""1010111""",9
"North Haven School District","=""1010011""","North Haven Transition Partnership","=""1010111""","*"
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",435
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",419
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",428
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",424
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",421
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",404
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",404
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",423
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",399
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",405
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",373
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",381
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",383
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",371
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",384
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",385
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",378
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",381
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",366
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",371
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",245
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",227
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",226
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",224
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",216
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",203
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",218
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",196
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",189
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",359
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",187
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",186
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",182
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",201
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",181
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",176
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",154
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",164
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",173
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",1662
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",1708
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",1694
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",1695
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",1730
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",1658
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",1679
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",1675
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",1663
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",1481
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",402
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",435
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",483
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",508
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",539
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",520
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",528
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",522
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",493
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",456
"Norwalk School District","=""1030011""","Center for Global Studies","=""1030511""",290
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",356
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",338
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",348
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",326
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",310
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",328
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",323
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",333
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",348
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",342
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",464
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",466
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",481
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",486
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",474
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",503
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",494
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",502
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",480
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",448
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",448
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",452
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",460
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",466
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",488
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",456
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",444
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",452
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",444
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",446
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",494
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",518
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",539
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",561
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",584
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",579
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",581
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",588
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",611
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",594
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",484
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",472
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",483
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",508
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",497
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",548
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",572
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",566
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",559
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",537
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",466
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",449
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",457
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",485
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",509
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",484
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",494
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",497
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",486
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",447
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",397
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",405
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",437
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",463
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",468
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",462
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",455
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",460
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",455
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",406
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",506
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",533
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",588
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",632
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",613
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",610
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",579
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",620
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",677
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",657
