"Student Counts by School and Special Education Status"
"All Districts, All Schools"
"2016-17"

"",,,,"Special Education Status",,
"Middletown School District","=""0830011""","Moody School","=""0831211""",230,20,250
"Middletown School District","=""0830011""","STEM - Macdonough","=""0832111""",24,0,24
"Middletown School District","=""0830011""","Snow School","=""0831111""",326,78,404
"Middletown School District","=""0830011""","Spencer School","=""0830111""",231,31,262
"Middletown School District","=""0830011""","Transition to Life Center","=""0839111""",0,26,26
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""",8,0,8
"Middletown School District","=""0830011""","Wesley School","=""0831411""",231,20,251
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",614,81,695
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",233,39,272
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",381,54,435
"Milford School District","=""0840011""","Fifth Year Vocational Experience","=""0840411""",0,8,8
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",468,62,530
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",315,39,354
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",757,108,865
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",794,109,903
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",263,39,302
"Milford School District","=""0840011""","Mathewson School","=""0841711""",371,39,410
"Milford School District","=""0840011""","Meadowside School","=""0840711""",271,26,297
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""",334,75,409
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",310,39,349
"Milford School District","=""0840011""","Post Grad Transitional Academy","=""0840611""",0,"*","*"
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",234,26,260
"Milford School District","=""0840011""","The Academy","=""0840311""",25,10,35
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",408,42,450
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""",470,45,515
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",689,93,782
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""","*","*",9
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",956,95,1051
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""",311,64,375
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",394,53,447
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",277,52,329
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",490,69,559
"Montville School District","=""0860011""","Mohegan School","=""0860111""",278,51,329
"Montville School District","=""0860011""","Montville High School","=""0866111""",564,72,636
"Montville School District","=""0860011""","Oakdale School","=""0860511""",242,39,281
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","*","*",23
"Montville School District","=""0860011""","Pre School Program","=""0860311""",22,21,43
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",253,26,279
"Naugatuck School District","=""0880011""","Central Avenue Preschool","=""0888211""",0,31,31
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",535,130,665
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",277,38,315
"Naugatuck School District","=""0880011""","Genesis Academy","=""0880911""",20,0,20
"Naugatuck School District","=""0880011""","Head Start","=""0888111""",111,8,119
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",279,53,332
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",263,60,323
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",387,60,447
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",997,221,1218
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",245,23,268
"Naugatuck School District","=""0880011""","Western School","=""0880711""",227,29,256
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""",462,37,499
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc. Family Academy","=""2800113""",462,37,499
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc., Family Academy","=""2800113""",462,37,499
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""",30,24,54
"New Britain School District","=""0890011""","Behavior Support","=""0891011""",10,0,10
"New Britain School District","=""0890011""","CLIMB","=""0899411""","*","*",22
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",419,74,493
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",764,86,850
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",461,132,593
"New Britain School District","=""0890011""","Holmes School","=""0890611""",446,48,494
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""","*","*",147
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",386,69,455
"New Britain School District","=""0890011""","KEY Elementary","=""0891611""",0,43,43
"New Britain School District","=""0890011""","KEY Middle","=""0891711""",0,14,14
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",555,114,669
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",1809,389,2198
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","*","*",51
"New Britain School District","=""0890011""","Northend School","=""0890911""",224,30,254
"New Britain School District","=""0890011""","Preschool at Roosevelt","=""0890111""",105,60,165
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",624,167,791
"New Britain School District","=""0890011""","Satellite Careers Academy","=""0899511""",143,14,157
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",660,147,807
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",560,125,685
"New Britain School District","=""0890011""","Smith School","=""0891311""",483,83,566
"New Britain School District","=""0890011""","Sunrise Intermediate","=""0890411""",0,7,7
"New Britain School District","=""0890011""","Sunrise Primary","=""0890211""",0,24,24
"New Britain School District","=""0890011""","Vance School","=""0891511""",436,79,515
"New Canaan School District","=""0900011""","East School","=""0900411""",507,40,547
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",1102,164,1266
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",1204,155,1359
"New Canaan School District","=""0900011""","South School","=""0900211""",515,30,545
"New Canaan School District","=""0900011""","West School","=""0900311""",469,55,524
"New Fairfield School District","=""0910011""","Alternative Learning Center","=""0910311""","*","*",13
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""",443,59,502
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",443,45,488
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",773,71,844
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",490,50,540
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",246,32,278
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""",88,11,99
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""",53,13,66
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",385,42,427
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",483,67,550
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",412,59,471
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",499,63,562
"New Haven School District","=""0930011""","Beecher School","=""0930311""",453,50,503
"New Haven School District","=""0930011""","Benjamin Jepson Head Start","=""0933411""",6,6,12
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",446,69,515
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",407,41,448
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""",429,64,493
"New Haven School District","=""0930011""","Bishop Woods Self Contained Autism","=""0937911""",0,11,11
"New Haven School District","=""0930011""","Brennan Rogers School","=""0932111""",460,82,542
"New Haven School District","=""0930011""","Brennan Rogers Self Contained Autism","=""0937211""",0,21,21
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",318,71,389
"New Haven School District","=""0930011""","Celentano Self Contained ID","=""0937411""",0,11,11
"New Haven School District","=""0930011""","Christopher Columbus Academy","=""0934111""",432,55,487
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""",411,69,480
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",450,68,518
"New Haven School District","=""0930011""","Clinton Self Contained ID","=""0937811""",0,10,10
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",432,55,487
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",589,56,645
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",552,92,644
"New Haven School District","=""0930011""","Cortlandt V.R. Creed Health and Sport Sciences High School","=""0936811""",178,44,222
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",466,45,511
"New Haven School District","=""0930011""","Domus Academy","=""0935611""",10,19,29
"New Haven School District","=""0930011""","Dr. Reginald Mayo Early Learning Center","=""0932711""",403,55,458
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",437,53,490
"New Haven School District","=""0930011""","East Rock Self Contained MD","=""0937511""","*","*",29
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",554,47,601
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",795,79,874
"New Haven School District","=""0930011""","Fair Haven Self Contained ID","=""0938711""",0,"*","*"
"New Haven School District","=""0930011""","Headstart","=""0938011""",212,8,220
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""",25,11,36
"New Haven School District","=""0930011""","Helene Grant Headstart","=""0938311""",25,11,36
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",191,60,251
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",421,66,487
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",592,56,648
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""",178,44,222
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",771,142,913
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",474,51,525
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""",494,43,537
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""",460,82,542
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",470,66,536
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",317,65,382
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",478,59,537
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",368,39,407
"New Haven School District","=""0930011""","Nathan Hale Self Contained ID","=""0937711""","*","*",10
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",249,39,288
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""",63,30,93
"New Haven School District","=""0930011""","New Light High School","=""0932611""",40,24,64
"New Haven School District","=""0930011""","Off-Campus Classroom Program (OCC)","=""0937311""",0,45,45
"New Haven School District","=""0930011""","Quinnipiac Real World Math STEM School","=""0933511""",297,33,330
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",49,37,86
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",633,56,689
"New Haven School District","=""0930011""","Sound School","=""0936711""",268,65,333
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",303,41,344
"New Haven School District","=""0930011""","Strong Self Contained Autism","=""0937611""","*","*",21
"New Haven School District","=""0930011""","Truman School","=""0932911""",474,59,533
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",188,21,209
"New Haven School District","=""0930011""","West Rock Self Contained Autism","=""0938411""",0,11,11
"New Haven School District","=""0930011""","Wexler Grant Self Contained","=""0938611""",0,"*","*"
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",375,60,435
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",1262,226,1488
"New Haven School District","=""0930011""","Wilbur Cross Self Contained MD","=""0938511""",0,21,21
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",415,29,444
"New London School District","=""0950011""","Jennings School","=""0950311""",479,55,534
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",351,65,416
"New London School District","=""0950011""","Early Childhood Center at Harbor","=""0950611""",189,35,224
"New London School District","=""0950011""","Harbor","=""0950611""",189,35,224
"New London School District","=""0950011""","Natha Hale Magnet Elementary School for the Performing &amp; Visual Arts","=""0950911""",453,70,523
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",453,70,523
"New London School District","=""0950011""","New London High School","=""0956111""",417,168,585
"New London School District","=""0950011""","New London Visual and Performing Arts Magnet School","=""0951411""",85,20,105
"New London School District","=""0950011""","Pre-Kindergarten at Winthrop","=""0950711""",0,"*","*"
"New London School District","=""0950011""","Science and Technology Magnet School of Southeastern Connecticut","=""0951311""",492,67,559
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",487,73,560
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""",381,64,445
"New Milford School District","=""0960011""","John Pettibone School","=""0960511""",381,64,445
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""",0,19,19
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",1199,167,1366
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""",387,60,447
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",791,112,903
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",878,147,1025
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",419,61,480
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",257,39,296
"Newington School District","=""0940011""","John Paterson School","=""0940811""",320,51,371
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",610,78,688
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",530,69,599
"Newington School District","=""0940011""","Newington High School","=""0946111""",1100,169,1269
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",303,44,347
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",267,33,300
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",233,40,273
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",314,51,365
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",1544,140,1684
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",670,80,750
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""",17,43,60
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",584,75,659
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",323,33,356
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",84,18,102
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""",361,40,401
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",491,86,577
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",390,72,462
"North Branford School District","=""0990011""","School to Work Program","=""0999011""",0,"*","*"
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",345,46,391
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",238,40,278
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",291,27,318
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",323,46,369
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",241,35,276
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",929,86,1015
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",663,83,746
"North Haven School District","=""1010011""","North Haven Transition Partnership","=""1010111""",0,6,6
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",365,40,405
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",335,36,371
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",336,23,359
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",1297,184,1481
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",422,34,456
"Norwalk School District","=""1030011""","Center for Global Studies","=""1030511""",279,11,290
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",302,40,342
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",390,58,448
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",371,75,446
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",538,56,594
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",495,42,537
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",400,47,447
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",354,52,406
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",553,104,657
"Norwalk School District","=""1030011""","Norwalk Early Childhood Center","=""1030111""",74,97,171
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",1406,210,1616
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",40,9,49
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",588,104,692
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",431,54,485
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",373,52,425
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",422,50,472
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",319,68,387
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",582,106,688
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",285,38,323
"Norwich Free Academy District","=""9010022""","Alternative Pathways to Success","=""9010322""",7,0,7
"Norwich Free Academy District","=""9010022""","Night School","=""9010222""",8,0,8
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",2051,272,2323
"Norwich School District","=""1040011""","Transition Academy","=""1041011""",0,18,18
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","*","*",9
"Norwich School District","=""1040011""","ABA Autism Program","=""1040411""",0,20,20
"Norwich School District","=""1040011""","ABA Program @ Kelly","=""1041111""",0,6,6
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""",127,77,204
"Norwich School District","=""1040011""","Case Street Early Learning Center at DTZ","=""1040211""","*","*",60
"Norwich School District","=""1040011""","IRS Program at Moriarty","=""1040911""",0,"*","*"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",286,45,331
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""",582,118,700
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",359,47,406
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",305,50,355
"Norwich School District","=""1040011""","Special Needs Program","=""1040511""",0,13,13
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",269,62,331
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""",237,36,273
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",195,47,242
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",277,38,315
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",220,39,259
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""",305,23,328
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""",318,45,363
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",429,68,497
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""",393,58,451
"Orange School District","=""1070011""","Mary L. Tracy School","=""1070211""",176,18,194
"Orange School District","=""1070011""","Peck Place School","=""1070511""",329,16,345
"Orange School District","=""1070011""","Race Brook School","=""1070311""",315,28,343
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""",253,30,283
"Oxford School District","=""1080011""","Alternative Education","=""1080411""",8,6,14
"Oxford School District","=""1080011""","Great Oak School","=""1085111""",441,55,496
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""",369,67,436
"Oxford School District","=""1080011""","Oxford High School","=""1086011""",543,56,599
"Oxford School District","=""1080011""","Quaker Farms School","=""1080311""",333,60,393
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""",322,38,360
"Path Academy District","=""2930013""","Path Academy","=""2930113""",127,30,157
"Plainfield School District","=""1090011""","Early Childhood Center","=""1098011""","*","*",20
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""",288,21,309
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""",440,66,506
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""",568,101,669
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""",297,47,344
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""",361,64,425
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""",272,27,299
"Plainville School District","=""1100011""","Linden Street School","=""1100211""",349,65,414
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""",339,47,386
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""",481,67,548
"Plainville School District","=""1100011""","Plainville High School","=""1106111""",621,79,700
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""",294,44,338
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""",291,50,341
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""",261,52,313
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""",417,76,493
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""",337,38,375
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""",184,25,209
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""",264,31,295
"Portland School District","=""1130011""","Portland High School","=""1136111""",345,31,376
"Portland School District","=""1130011""","Portland Middle School","=""1135111""",198,18,216
"Portland School District","=""1130011""","Valley View School","=""1130211""",201,33,234
"Preston School District","=""1140011""","Preston Plains School","=""1145111""",117,21,138
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""",240,47,287
"Putnam School District","=""1160011""","Helping Hands","=""1169011""",0,"*","*"
"Putnam School District","=""1160011""","PALS - Putnam Alternative Learning System","=""1160111""","*",0,"*"
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""",522,97,619
"Putnam School District","=""1160011""","Putnam High School","=""1166111""",223,57,280
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""",227,41,268
"Redding School District","=""1170011""","John Read Middle School","=""1175111""",389,47,436
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""",428,72,500
"Regional School District 01","=""2010012""","ALPSS","=""2010512""",0,"*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""",348,64,412
"Regional School District 01","=""2010012""","LEAPSS","=""2010412""",0,"*","*"
"Regional School District 01","=""2010012""","SELC","=""2010312""",0,"*","*"
"Regional School District 01","=""2010012""","TOTAL","=""2010212""",0,"*","*"
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""",277,56,333
"Regional School District 04","=""2040012""","Region 4 Transition Academy","=""2040112""",0,6,6
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""",532,74,606
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""",325,45,370
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""",359,41,400
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""",1295,157,1452
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""",167,27,194
"Regional School District 06","=""2060012""","James Morris School","=""2060212""",122,26,148
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""",463,85,548
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""",71,11,82
"Regional School District 07","=""2070012""","AIM","=""2079112""",0,7,7
"Regional School District 07","=""2070012""","FLEX","=""2079012""",0,8,8
"Regional School District 07","=""2070012""","Highlander Transition Academy","=""2070112""",0,19,19
"Regional School District 07","=""2070012""","LINKS","=""2079212""",0,16,16
"Regional School District 07","=""2070012""","Links","=""2079212""",0,16,16
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""",667,38,705
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""",289,37,326
"Regional School District 07","=""2070012""","STEP","=""2079312""","*","*",12
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""",916,109,1025
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""",456,58,514
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""",857,95,952
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""",694,83,777
"Regional School District 10","=""2100012""","Harwinton Consolidated School","=""2100312""",330,42,372
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""",403,40,443
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""",679,81,760
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""",202,44,246
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""",74,12,86
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""",342,67,409
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""","*","*",47
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""",143,22,165
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""",467,80,547
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""",256,41,297
"Regional School District 13","=""2130012""","Frederick Brewster School","=""2130112""",227,33,260
"Regional School District 13","=""2130012""","John Lyman School","=""2130512""",236,25,261
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""",292,57,349
"Regional School District 13","=""2130012""","Middlesex Transition Academy","=""2130312""",0,25,25
"Regional School District 14","=""2140012""","Bethlehem Elementary School","=""2140112""",217,37,254
"Regional School District 14","=""2140012""","Integrated Star Preschool Program","=""2148012""",28,10,38
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""",342,32,374
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""",630,92,722
"Regional School District 14","=""2140012""","Region 14 Transition Academy","=""2140412""",0,"*","*"
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""",318,50,368
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""",321,42,363
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""",397,116,513
"Regional School District 15","=""2150012""","MIJ Program","=""2150112""",6,10,16
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""",395,53,448
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""",265,38,303
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""",1050,169,1219
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""",297,51,348
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""",413,81,494
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""",307,51,358
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""",464,84,548
"Regional School District 16","=""2160012""","Prospect Elementary School","=""2160512""",520,83,603
"Regional School District 16","=""2160012""","WRHS Alternative Education Program","=""2160412""","*","*",12
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",597,83,680
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",214,63,277
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""",158,31,189
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""",554,89,643
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""",603,124,727
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""",219,44,263
"Regional School District 17","=""2170012""","RSD17 Transition Program","=""2170412""",0,"*","*"
"Regional School District 18","=""2180012""","Center School","=""2180312""",30,15,45
"Regional School District 18","=""2180012""","Alternative Program","=""2180412""","*","*","*"
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""",177,24,201
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",443,44,487
