"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades Combined, Gender"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",
"New Britain School District","=""0890011""","Smith School","=""0891311""","M",62,62,100.0,62,24,38.7,"*","*",15,24.2,11,17.7,"*","*","*","*"
"New Britain School District","=""0890011""","Steps","=""0891811""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Steps","=""0891811""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Sunrise Intermediate","=""0890411""","M",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Vance School","=""0891511""","F",46,46,100.0,46,11,23.9,12,26.1,13,28.3,10,21.7,0,0.0,10,21.7
"New Britain School District","=""0890011""","Vance School","=""0891511""","M",43,43,100.0,43,13,30.2,"*","*",10,23.3,10,23.3,"*","*","*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","F",166,162,97.6,162,"*","*","*","*",29,17.9,51,31.5,79,48.8,130,80.2
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","M",148,148,100.0,148,0,0.0,"*","*","*","*",34,23.0,83,56.1,117,79.1
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""","F",308,307,99.7,307,"*","*","*","*",22,7.2,126,41.0,153,49.8,279,90.9
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""","M",336,335,99.7,335,"*","*","*","*",25,7.5,147,43.9,150,44.8,297,88.7
"New Fairfield School District","=""0910011""","Alternative Learning Center","=""0910311""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""","F",77,74,96.1,74,"*","*","*","*",19,25.7,34,45.9,15,20.3,49,66.2
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""","M",74,74,100.0,74,"*","*","*","*",16,21.6,34,45.9,18,24.3,52,70.3
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","F",100,99,99.0,99,"*","*","*","*",28,28.3,31,31.3,31,31.3,62,62.6
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","M",117,117,100.0,117,"*","*","*","*",41,35.0,29,24.8,40,34.2,69,59.0
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""","F",107,104,97.2,104,"*","*","*","*",14,13.5,55,52.9,25,24.0,80,76.9
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""","M",88,88,100.0,88,"*","*","*","*",11,12.5,35,39.8,34,38.6,69,78.4
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""","F",42,42,100.0,42,"*","*","*","*","*","*",22,52.4,8,19.0,30,71.4
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""","M",26,26,100.0,26,0,0.0,"*","*","*","*",12,46.2,9,34.6,21,80.8
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","F",40,40,100.0,40,9,22.5,6,15.0,"*","*",15,37.5,"*","*","*","*"
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","M",59,59,100.0,59,17,28.8,16,27.1,"*","*",7,11.9,"*","*","*","*"
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","F",54,54,100.0,54,7,13.0,9,16.7,14,25.9,21,38.9,"*","*","*","*"
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","M",52,52,100.0,52,13,25.0,11,21.2,10,19.2,14,26.9,"*","*","*","*"
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""","F",47,46,97.9,46,19,41.3,14,30.4,"*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""","M",55,53,96.4,53,29,54.7,10,18.9,"*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""","F",43,43,100.0,43,14,32.6,7,16.3,"*","*",10,23.3,"*","*","*","*"
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""","M",37,37,100.0,37,14,37.8,9,24.3,"*","*",8,21.6,"*","*","*","*"
"New Haven School District","=""0930011""","Beecher School","=""0930311""","F",43,42,97.7,42,14,33.3,7,16.7,12,28.6,"*","*","*","*",9,21.4
"New Haven School District","=""0930011""","Beecher School","=""0930311""","M",51,51,100.0,51,19,37.3,10,19.6,16,31.4,"*","*","*","*",6,11.8
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""","F",50,50,100.0,50,6,12.0,15,30.0,10,20.0,19,38.0,0,0.0,19,38.0
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""","M",50,50,100.0,50,20,40.0,11,22.0,"*","*",9,18.0,"*","*","*","*"
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""","F",140,140,100.0,140,31,22.1,28,20.0,32,22.9,34,24.3,15,10.7,49,35.0
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""","M",74,74,100.0,74,17,23.0,15,20.3,18,24.3,24,32.4,0,0.0,24,32.4
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""","F",58,57,98.3,57,19,33.3,12,21.1,16,28.1,"*","*","*","*",10,17.5
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""","M",43,43,100.0,43,11,25.6,12,27.9,"*","*",10,23.3,"*","*","*","*"
"New Haven School District","=""0930011""","Blake Street Leadership Academy (STEP)","=""0932411""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Blake Street Leadership Academy (STEP)","=""0932411""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""","F",32,32,100.0,32,10,31.3,"*","*",7,21.9,"*","*","*","*","*","*"
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""","M",35,34,97.1,34,11,32.4,"*","*",10,29.4,"*","*","*","*","*","*"
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""","F",48,48,100.0,48,21,43.8,14,29.2,"*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""","M",59,59,100.0,59,34,57.6,"*","*",12,20.3,"*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","F",53,53,100.0,53,18,34.0,14,26.4,13,24.5,8,15.1,0,0.0,8,15.1
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","M",55,55,100.0,55,24,43.6,12,21.8,"*","*",12,21.8,"*","*","*","*"
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""","F",48,48,100.0,48,10,20.8,10,20.8,15,31.3,13,27.1,0,0.0,13,27.1
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""","M",37,37,100.0,37,9,24.3,6,16.2,15,40.5,7,18.9,0,0.0,7,18.9
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","F",63,63,100.0,63,"*","*",18,28.6,16,25.4,15,23.8,"*","*","*","*"
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","M",67,67,100.0,67,18,26.9,19,28.4,"*","*",14,20.9,"*","*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","F",119,115,96.6,115,16,13.9,26,22.6,48,41.7,12,10.4,13,11.3,25,21.7
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","M",49,48,98.0,47,7,14.9,10,21.3,16,34.0,6,12.8,8,17.0,14,29.8
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","F",48,48,100.0,48,11,22.9,9,18.8,"*","*",16,33.3,"*","*","*","*"
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","M",46,46,100.0,46,16,34.8,"*","*",11,23.9,11,23.9,"*","*","*","*"
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","F",53,52,98.1,52,15,28.8,14,26.9,12,23.1,"*","*","*","*",11,21.2
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","M",39,39,100.0,39,14,35.9,9,23.1,9,23.1,7,17.9,0,0.0,7,17.9
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","F",56,56,100.0,55,"*","*","*","*",13,23.6,18,32.7,11,20.0,29,52.7
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","M",129,129,100.0,129,"*","*","*","*",26,20.2,47,36.4,37,28.7,84,65.1
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","F",100,98,98.0,98,49,50.0,25,25.5,15,15.3,"*","*","*","*",9,9.2
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","M",77,75,97.4,75,43,57.3,13,17.3,13,17.3,6,8.0,0,0.0,6,8.0
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","F",43,43,100.0,43,"*","*",13,30.2,13,30.2,"*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","M",29,28,96.6,28,10,35.7,8,28.6,7,25.0,"*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","F",50,50,100.0,50,19,38.0,15,30.0,10,20.0,6,12.0,0,0.0,6,12.0
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","M",54,54,100.0,54,22,40.7,"*","*",11,20.4,9,16.7,"*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","F",100,100,100.0,100,"*","*",30,30.0,35,35.0,14,14.0,"*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","M",72,70,97.2,69,"*","*",26,37.7,19,27.5,6,8.7,"*","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","F",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","M",36,34,94.4,34,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","F",102,82,80.4,80,34,42.5,24,30.0,"*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","M",132,106,80.3,102,54,52.9,29,28.4,"*","*",0,0.0,"*","*","*","*"
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""","F",39,39,100.0,39,9,23.1,"*","*",8,20.5,10,25.6,"*","*","*","*"
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""","M",52,52,100.0,52,11,21.2,"*","*",10,19.2,16,30.8,"*","*","*","*"
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""","F",48,48,100.0,48,18,37.5,12,25.0,10,20.8,8,16.7,0,0.0,8,16.7
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""","M",59,59,100.0,59,16,27.1,18,30.5,13,22.0,12,20.3,0,0.0,12,20.3
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""","F",36,36,100.0,36,16,44.4,"*","*",6,16.7,"*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""","M",28,28,100.0,28,12,42.9,"*","*",6,21.4,"*","*","*","*","*","*"
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""","F",46,46,100.0,46,16,34.8,14,30.4,9,19.6,"*","*","*","*",7,15.2
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""","M",55,55,100.0,55,19,34.5,15,27.3,8,14.5,"*","*","*","*",13,23.6
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""","F",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""","M",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""","F",44,44,100.0,44,"*","*","*","*",9,20.5,20,45.5,8,18.2,28,63.6
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""","M",47,47,100.0,47,"*","*","*","*",14,29.8,16,34.0,7,14.9,23,48.9
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","F",38,36,94.7,36,6,16.7,9,25.0,13,36.1,"*","*","*","*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","M",64,60,93.8,60,17,28.3,21,35.0,18,30.0,"*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","F",41,40,97.6,40,8,20.0,10,25.0,"*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","M",25,25,100.0,20,7,35.0,6,30.0,"*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","F",7,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","M",16,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""","F",73,73,100.0,73,22,30.1,"*","*",21,28.8,17,23.3,"*","*","*","*"
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""","M",57,57,100.0,57,14,24.6,10,17.5,19,33.3,14,24.6,0,0.0,14,24.6
"New Haven School District","=""0930011""","Sound School","=""0936711""","F",49,46,93.9,45,"*","*","*","*",16,35.6,18,40.0,6,13.3,24,53.3
"New Haven School District","=""0930011""","Sound School","=""0936711""","M",42,40,95.2,39,"*","*","*","*",8,20.5,16,41.0,8,20.5,24,61.5
"New Haven School District","=""0930011""","Truman School","=""0932911""","F",60,59,98.3,59,21,35.6,17,28.8,15,25.4,6,10.2,0,0.0,6,10.2
"New Haven School District","=""0930011""","Truman School","=""0932911""","M",57,57,100.0,57,23,40.4,"*","*",13,22.8,11,19.3,"*","*","*","*"
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""","F",36,35,97.2,35,12,34.3,10,28.6,8,22.9,"*","*","*","*","*","*"
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""","M",47,46,97.9,46,18,39.1,"*","*",12,26.1,"*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","F",166,143,86.1,139,44,31.7,33,23.7,38,27.3,10,7.2,14,10.1,24,17.3
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","M",206,157,76.2,149,60,40.3,26,17.4,40,26.8,9,6.0,14,9.4,23,15.4
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""","F",47,47,100.0,47,"*","*","*","*","*","*",21,44.7,16,34.0,37,78.7
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""","M",45,44,97.8,44,"*","*","*","*","*","*",12,27.3,19,43.2,31,70.5
"New London School District","=""0950011""","Jennings School","=""0950311""","F",44,44,100.0,44,10,22.7,12,27.3,13,29.5,8,18.2,"*","*","*","*"
"New London School District","=""0950011""","Jennings School","=""0950311""","M",42,42,100.0,42,13,31.0,14,33.3,7,16.7,7,16.7,"*","*","*","*"
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""","F",88,88,100.0,88,31,35.2,12,13.6,15,17.0,21,23.9,9,10.2,30,34.1
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""","M",111,106,95.5,106,32,30.2,14,13.2,16,15.1,36,34.0,8,7.5,44,41.5
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""","F",46,46,100.0,46,"*","*","*","*",13,28.3,20,43.5,"*","*","*","*"
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""","M",44,43,97.7,43,"*","*","*","*",10,23.3,11,25.6,"*","*","*","*"
"New London School District","=""0950011""","New London High School","=""0956111""","F",106,97,91.5,96,26,27.1,16,16.7,33,34.4,10,10.4,11,11.5,21,21.9
"New London School District","=""0950011""","New London High School","=""0956111""","M",129,121,93.8,120,28,23.3,27,22.5,32,26.7,14,11.7,19,15.8,33,27.5
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""","F",38,37,97.4,37,"*","*","*","*",7,18.9,12,32.4,6,16.2,18,48.6
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""","M",40,40,100.0,40,"*","*","*","*",6,15.0,12,30.0,8,20.0,20,50.0
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","F",181,174,96.1,174,6,3.4,9,5.2,65,37.4,47,27.0,47,27.0,94,54.0
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","M",180,169,93.9,168,6,3.6,12,7.1,45,26.8,39,23.2,66,39.3,105,62.5
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""","F",156,155,99.4,155,7,4.5,11,7.1,37,23.9,72,46.5,28,18.1,100,64.5
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""","M",178,177,99.4,177,10,5.6,11,6.2,39,22.0,85,48.0,32,18.1,117,66.1
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""","F",155,155,100.0,154,9,5.8,7,4.5,26,16.9,82,53.2,30,19.5,112,72.7
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""","M",199,199,100.0,199,11,5.5,19,9.5,30,15.1,108,54.3,31,15.6,139,69.8
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""","F",156,156,100.0,156,7,4.5,7,4.5,33,21.2,73,46.8,36,23.1,109,69.9
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""","M",165,165,100.0,165,7,4.2,14,8.5,26,15.8,78,47.3,40,24.2,118,71.5
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""","F",151,151,100.0,151,8,5.3,10,6.6,39,25.8,74,49.0,20,13.2,94,62.3
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""","M",154,153,99.4,153,8,5.2,11,7.2,32,20.9,78,51.0,24,15.7,102,66.7
"Newington School District","=""0940011""","Newington High School","=""0946111""","F",143,143,100.0,143,6,4.2,11,7.7,58,40.6,40,28.0,28,19.6,68,47.6
"Newington School District","=""0940011""","Newington High School","=""0946111""","M",154,152,98.7,152,16,10.5,18,11.8,50,32.9,30,19.7,38,25.0,68,44.7
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","F",190,188,98.9,188,"*","*","*","*",31,16.5,51,27.1,98,52.1,149,79.3
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","M",225,223,99.1,223,"*","*","*","*",39,17.5,40,17.9,135,60.5,175,78.5
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""","F",201,200,99.5,200,"*","*","*","*",25,12.5,106,53.0,59,29.5,165,82.5
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""","M",211,210,99.5,210,"*","*","*","*",17,8.1,121,57.6,60,28.6,181,86.2
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""","F",178,178,100.0,178,"*","*","*","*",33,18.5,99,55.6,32,18.0,131,73.6
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""","M",161,160,99.4,160,"*","*","*","*",20,12.5,100,62.5,27,16.9,127,79.4
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","F",81,80,98.8,80,"*","*","*","*",19,23.8,24,30.0,31,38.8,55,68.8
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","M",68,66,97.1,66,"*","*","*","*",17,25.8,17,25.8,23,34.8,40,60.6
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""","F",79,77,97.5,77,0,0.0,"*","*","*","*",49,63.6,15,19.5,64,83.1
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""","M",77,76,98.7,76,14,18.4,"*","*","*","*",33,43.4,11,14.5,44,57.9
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""","F",64,64,100.0,64,"*","*","*","*",11,17.2,39,60.9,8,12.5,47,73.4
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""","M",79,79,100.0,79,"*","*","*","*",20,25.3,35,44.3,11,13.9,46,58.2
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""","F",20,20,100.0,20,0,0.0,0,0.0,"*","*",11,55.0,"*","*","*","*"
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""","M",21,20,95.2,20,"*","*","*","*","*","*",9,45.0,"*","*","*","*"
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""","F",22,22,100.0,22,0,0.0,"*","*",7,31.8,10,45.5,"*","*","*","*"
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""","M",32,32,100.0,32,"*","*","*","*",12,37.5,11,34.4,"*","*","*","*"
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""","F",29,29,100.0,29,"*","*","*","*","*","*",14,48.3,6,20.7,20,69.0
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""","M",30,30,100.0,30,"*","*","*","*","*","*",16,53.3,8,26.7,24,80.0
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""","F",24,24,100.0,24,0,0.0,"*","*","*","*",12,50.0,"*","*","*","*"
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""","M",32,31,96.9,31,"*","*","*","*","*","*",16,51.6,"*","*","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","F",109,108,99.1,108,"*","*","*","*",37,34.3,18,16.7,40,37.0,58,53.7
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","M",137,131,95.6,131,"*","*","*","*",37,28.2,35,26.7,46,35.1,81,61.8
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""","F",132,132,100.0,132,6,4.5,10,7.6,30,22.7,70,53.0,16,12.1,86,65.2
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""","M",142,141,99.3,141,9,6.4,16,11.3,28,19.9,64,45.4,24,17.0,88,62.4
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""","F",29,29,100.0,29,"*","*","*","*","*","*",12,41.4,"*","*","*","*"
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""","M",30,30,100.0,30,"*","*","*","*","*","*",15,50.0,"*","*","*","*"
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""","F",33,32,97.0,32,0,0.0,0,0.0,"*","*","*","*",21,65.6,"*","*"
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""","M",23,23,100.0,23,0,0.0,0,0.0,"*","*","*","*",11,47.8,"*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","F",21,21,100.0,21,"*","*","*","*","*","*","*","*",10,47.6,"*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","M",25,25,100.0,25,"*","*",0,0.0,"*","*","*","*",8,32.0,"*","*"
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""","F",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""","M",35,35,100.0,35,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","F",232,227,97.8,227,28,12.3,32,14.1,80,35.2,48,21.1,39,17.2,87,38.3
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","M",191,186,97.4,184,25,13.6,34,18.5,60,32.6,39,21.2,26,14.1,65,35.3
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""","F",31,31,100.0,31,"*","*","*","*",6,19.4,11,35.5,"*","*","*","*"
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""","M",32,32,100.0,32,"*","*","*","*",8,25.0,10,31.3,"*","*","*","*"
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""","F",21,21,100.0,21,0,0.0,0,0.0,"*","*","*","*",6,28.6,"*","*"
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""","M",20,20,100.0,20,"*","*","*","*","*","*","*","*",7,35.0,"*","*"
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""","F",29,29,100.0,29,"*","*","*","*","*","*",11,37.9,"*","*","*","*"
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""","M",38,38,100.0,38,"*","*","*","*","*","*",19,50.0,"*","*","*","*"
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""","F",31,31,100.0,31,"*","*","*","*","*","*",11,35.5,"*","*","*","*"
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""","M",35,35,100.0,35,"*","*","*","*","*","*",15,42.9,"*","*","*","*"
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""","F",62,62,100.0,62,"*","*","*","*",14,22.6,25,40.3,8,12.9,33,53.2
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""","M",43,42,97.7,42,"*","*","*","*",9,21.4,19,45.2,7,16.7,26,61.9
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""","F",47,47,100.0,47,"*","*",8,17.0,15,31.9,12,25.5,"*","*","*","*"
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""","M",40,40,100.0,40,"*","*",6,15.0,11,27.5,13,32.5,"*","*","*","*"
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""","F",34,34,100.0,34,"*","*","*","*",7,20.6,13,38.2,"*","*","*","*"
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""","M",37,37,100.0,37,"*","*","*","*",15,40.5,13,35.1,"*","*","*","*"
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""","F",30,30,100.0,30,"*","*","*","*",7,23.3,18,60.0,"*","*","*","*"
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""","M",28,28,100.0,28,"*","*","*","*",7,25.0,13,46.4,"*","*","*","*"
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","F",100,100,100.0,100,18,18.0,8,8.0,11,11.0,42,42.0,21,21.0,63,63.0
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","M",112,112,100.0,112,12,10.7,13,11.6,12,10.7,56,50.0,19,17.0,75,67.0
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","F",199,194,97.5,194,25,12.9,29,14.9,72,37.1,38,19.6,30,15.5,68,35.1
