"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades Combined, Special Education Status (SWD)"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""","Y",19,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","N",186,186,100.0,186,"*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Y",22,20,90.9,19,"*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","N",203,202,99.5,201,"*","*",10,5.0,89,44.3,53,26.4,"*","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Y",25,22,88.0,21,"*","*",7,33.3,7,33.3,0,0.0,"*","*","*","*"
"Milford School District","=""0840011""","Live Oaks School","=""0841611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Live Oaks School","=""0841611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Mathewson School","=""0841711""","N",61,60,98.4,60,"*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Mathewson School","=""0841711""","Y",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Meadowside School","=""0840711""","N",42,41,97.6,41,"*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Meadowside School","=""0840711""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","The Academy","=""0840311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","The Academy","=""0840311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""","N",137,136,99.3,136,"*","*",18,13.2,"*","*",71,52.2,9,6.6,80,58.8
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""","Y",23,22,95.7,22,"*","*",7,31.8,"*","*",6,27.3,0,0.0,6,27.3
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","N",80,80,100.0,80,0,0.0,0,0.0,"*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""","N",232,232,100.0,232,"*","*","*","*","*","*",139,59.9,"*","*","*","*"
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""","Y",21,21,100.0,21,"*","*","*","*","*","*",9,42.9,"*","*","*","*"
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","N",271,270,99.6,268,0,0.0,"*","*",45,16.8,"*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Y",22,22,100.0,22,"*","*","*","*",9,40.9,"*","*","*","*","*","*"
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""","N",46,46,100.0,46,0,0.0,0,0.0,"*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""","N",74,74,100.0,74,0,0.0,0,0.0,"*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""","N",54,54,100.0,54,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""","N",157,156,99.4,156,"*","*",8,5.1,"*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""","Y",27,26,96.3,26,"*","*",6,23.1,"*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Mohegan School","=""0860111""","N",58,58,100.0,58,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Mohegan School","=""0860111""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","N",166,163,98.2,163,"*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Oakdale School","=""0860511""","N",47,47,100.0,47,0,0.0,0,0.0,"*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Oakdale School","=""0860511""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","N",279,278,99.6,278,27,9.7,38,13.7,53,19.1,133,47.8,27,9.7,160,57.6
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","Y",55,54,98.2,54,22,40.7,17,31.5,6,11.1,9,16.7,0,0.0,9,16.7
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""","N",127,127,100.0,127,"*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Genesis Academy","=""0880911""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Genesis Academy","=""0880911""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""","N",130,130,100.0,130,7,5.4,16,12.3,"*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""","Y",26,26,100.0,26,12,46.2,8,30.8,"*","*","*","*",0,0.0,"*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","N",245,239,97.6,238,"*","*",52,21.8,99,41.6,39,16.4,"*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Y",42,39,92.9,39,20,51.3,11,28.2,"*","*",0,0.0,"*","*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc., Family Academy","=""2800113""","N",65,64,98.5,64,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc., Family Academy","=""2800113""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Hartford Detention Center","=""3480315""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","N",11,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","Y",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Behavior Support","=""0891011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""","N",60,59,98.3,59,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""","Y",14,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""","N",114,114,100.0,114,"*","*",29,25.4,41,36.0,21,18.4,"*","*","*","*"
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""","Y",23,22,95.7,22,16,72.7,6,27.3,0,0.0,0,0.0,0,0.0,0,0.0
"New Britain School District","=""0890011""","Gaffney School","=""0890511""","N",41,41,100.0,41,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Gaffney School","=""0890511""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Holmes School","=""0890611""","N",58,57,98.3,57,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Holmes School","=""0890611""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""","N",50,49,98.0,49,0,0.0,0,0.0,"*","*",38,77.6,"*","*","*","*"
"New Britain School District","=""0890011""","Jefferson School","=""0890711""","N",59,59,100.0,59,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Jefferson School","=""0890711""","Y",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Lincoln School","=""0890811""","N",83,82,98.8,82,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Lincoln School","=""0890811""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","N",460,428,93.0,423,140,33.1,105,24.8,"*","*",44,10.4,"*","*","*","*"
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Y",58,53,91.4,52,43,82.7,"*","*","*","*",0,0.0,0,0.0,0,0.0
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Northend School","=""0890911""","N",43,42,97.7,42,"*","*","*","*","*","*","*","*",0,0.0,"*","*"
"New Britain School District","=""0890011""","Northend School","=""0890911""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""","N",208,207,99.5,207,98,47.3,"*","*",39,18.8,"*","*",0,0.0,"*","*"
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""","Y",39,38,97.4,38,"*","*","*","*",0,0.0,0,0.0,0,0.0,0,0.0
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""","N",196,195,99.5,195,54,27.7,"*","*","*","*",54,27.7,"*","*","*","*"
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""","Y",32,32,100.0,32,29,90.6,"*","*","*","*",0,0.0,0,0.0,0,0.0
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""","N",80,77,96.3,77,"*","*","*","*","*","*","*","*",0,0.0,"*","*"
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Smith School","=""0891311""","N",90,90,100.0,90,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Smith School","=""0891311""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Steps","=""0891811""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Sunrise Intermediate","=""0890411""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Vance School","=""0891511""","N",78,78,100.0,78,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Vance School","=""0891511""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","N",273,271,99.3,271,"*","*","*","*",33,12.2,"*","*",152,56.1,"*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Y",41,39,95.1,39,0,0.0,"*","*",23,59.0,"*","*",10,25.6,"*","*"
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""","N",578,577,99.8,577,"*","*","*","*",25,4.3,248,43.0,"*","*","*","*"
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""","Y",66,65,98.5,65,"*","*","*","*",22,33.8,25,38.5,"*","*","*","*"
"New Fairfield School District","=""0910011""","Alternative Learning Center","=""0910311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""","N",141,139,98.6,139,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""","Y",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","N",200,199,99.5,199,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""","N",178,175,98.3,175,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""","N",59,59,100.0,59,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","N",86,86,100.0,86,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","N",86,86,100.0,86,9,10.5,"*","*","*","*","*","*",7,8.1,"*","*"
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","Y",20,20,100.0,20,11,55.0,"*","*","*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""","N",85,83,97.6,83,"*","*","*","*","*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""","Y",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""","N",67,67,100.0,67,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Beecher School","=""0930311""","N",83,82,98.8,82,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Beecher School","=""0930311""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""","N",89,89,100.0,89,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""","N",198,198,100.0,198,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""","N",86,85,98.8,85,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Blake Street Leadership Academy (STEP)","=""0932411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""","N",55,54,98.2,54,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""","N",90,90,100.0,90,"*","*","*","*","*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","N",84,84,100.0,84,21,25.0,"*","*","*","*",20,23.8,"*","*","*","*"
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","Y",24,24,100.0,24,21,87.5,"*","*","*","*",0,0.0,0,0.0,0,0.0
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""","N",75,75,100.0,75,"*","*","*","*","*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","N",116,116,100.0,116,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","N",144,140,97.2,139,13,9.4,27,19.4,"*","*",18,12.9,"*","*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Y",24,23,95.8,23,10,43.5,9,39.1,"*","*",0,0.0,"*","*","*","*"
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","N",71,71,100.0,71,10,14.1,"*","*","*","*",27,38.0,6,8.5,33,46.5
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","Y",23,23,100.0,23,17,73.9,"*","*","*","*",0,0.0,0,0.0,0,0.0
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","N",80,79,98.8,79,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","N",173,173,100.0,173,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","Y",12,12,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","N",158,154,97.5,154,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","N",61,61,100.0,61,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Y",11,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","N",92,92,100.0,92,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","N",159,157,98.7,157,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Y",13,13,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","N",45,44,97.8,44,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Y",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","N",199,161,80.9,155,68,43.9,"*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Y",35,27,77.1,27,20,74.1,"*","*","*","*",0,0.0,0,0.0,0,0.0
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""","N",77,77,100.0,77,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""","N",94,94,100.0,94,"*","*","*","*","*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""","N",54,54,100.0,54,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""","N",81,81,100.0,81,25,30.9,22,27.2,"*","*",14,17.3,"*","*","*","*"
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""","Y",20,20,100.0,20,10,50.0,7,35.0,"*","*",0,0.0,"*","*","*","*"
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""","N","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""","N",78,78,100.0,78,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","N",88,83,94.3,83,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Y",14,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","N",59,58,98.3,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Y",7,7,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","N",16,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","Y",7,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""","N",8,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""","Y",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""","N",120,120,100.0,120,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","N",75,72,96.0,71,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Y",16,14,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Truman School","=""0932911""","N",100,99,99.0,99,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Truman School","=""0932911""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""","N",68,66,97.1,66,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","N",316,262,82.9,251,73,29.1,"*","*","*","*",19,7.6,28,11.2,47,18.7
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Y",56,38,67.9,37,31,83.8,"*","*","*","*",0,0.0,0,0.0,0,0.0
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""","N",82,81,98.8,81,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"New London School District","=""0950011""","Jennings School","=""0950311""","N",73,73,100.0,73,"*","*","*","*","*","*","*","*","*","*","*","*"
"New London School District","=""0950011""","Jennings School","=""0950311""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
