"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades Combined, High Needs (F/R, EL or SWD)"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""","N",162,162,100.0,162,"*","*","*","*",31,19.1,94,58.0,17,10.5,111,68.5
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""","N",33,33,100.0,33,0,0.0,0,0.0,"*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""","Y",45,45,100.0,45,10,22.2,"*","*",10,22.2,21,46.7,"*","*","*","*"
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""","N",114,114,100.0,114,0,0.0,"*","*",21,18.4,77,67.5,"*","*","*","*"
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""","Y",45,42,93.3,42,"*","*",11,26.2,10,23.8,15,35.7,"*","*","*","*"
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""","N",129,126,97.7,126,"*","*",8,6.3,16,12.7,77,61.1,"*","*","*","*"
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""","N",50,50,100.0,50,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Y",70,68,97.1,67,"*","*",19,28.4,26,38.8,8,11.9,"*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","N",138,138,100.0,138,"*","*",10,7.2,50,36.2,40,29.0,"*","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Y",45,41,91.1,40,"*","*",11,27.5,15,37.5,"*","*","*","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","N",183,183,100.0,182,"*","*",6,3.3,81,44.5,"*","*","*","*","*","*"
"Milford School District","=""0840011""","Live Oaks School","=""0841611""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Live Oaks School","=""0841611""","N",33,33,100.0,33,"*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Mathewson School","=""0841711""","Y",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Mathewson School","=""0841711""","N",51,50,98.0,50,"*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Meadowside School","=""0840711""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Meadowside School","=""0840711""","N",30,29,96.7,29,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""","N",52,52,100.0,52,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""","N",53,53,100.0,53,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""","N",24,24,100.0,24,"*","*",0,0.0,"*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","The Academy","=""0840311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","The Academy","=""0840311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""","Y",72,70,97.2,70,"*","*",18,25.7,"*","*",26,37.1,0,0.0,26,37.1
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""","N",88,88,100.0,88,"*","*","*","*",18,20.5,51,58.0,9,10.2,60,68.2
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","N",73,73,100.0,73,0,0.0,0,0.0,"*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""","Y",36,36,100.0,36,"*","*","*","*",8,22.2,15,41.7,"*","*","*","*"
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""","N",217,217,100.0,217,"*","*","*","*",13,6.0,133,61.3,"*","*","*","*"
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Y",42,42,100.0,42,"*","*","*","*",14,33.3,11,26.2,10,23.8,21,50.0
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","N",251,250,99.6,248,0,0.0,"*","*","*","*",66,26.6,140,56.5,206,83.1
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""","N",43,43,100.0,43,0,0.0,0,0.0,"*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""","N",68,68,100.0,68,0,0.0,0,0.0,"*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""","Y",33,33,100.0,33,0,0.0,"*","*","*","*",16,48.5,"*","*","*","*"
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""","N",30,30,100.0,30,0,0.0,"*","*","*","*",16,53.3,"*","*","*","*"
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""","Y",87,86,98.9,86,"*","*","*","*",12,14.0,37,43.0,14,16.3,51,59.3
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""","N",97,96,99.0,96,"*","*","*","*",13,13.5,51,53.1,27,28.1,78,81.3
"Montville School District","=""0860011""","Mohegan School","=""0860111""","Y",36,36,100.0,36,0,0.0,"*","*",10,27.8,16,44.4,"*","*","*","*"
"Montville School District","=""0860011""","Mohegan School","=""0860111""","N",31,31,100.0,31,0,0.0,"*","*",7,22.6,16,51.6,"*","*","*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Y",63,62,98.4,62,"*","*","*","*",26,41.9,11,17.7,11,17.7,22,35.5
"Montville School District","=""0860011""","Montville High School","=""0866111""","N",118,116,98.3,116,"*","*","*","*",30,25.9,30,25.9,50,43.1,80,69.0
"Montville School District","=""0860011""","Oakdale School","=""0860511""","Y",20,20,100.0,20,"*","*","*","*","*","*",11,55.0,"*","*","*","*"
"Montville School District","=""0860011""","Oakdale School","=""0860511""","N",34,34,100.0,34,0,0.0,0,0.0,"*","*",14,41.2,"*","*","*","*"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","Y",185,183,98.9,183,43,23.5,37,20.2,"*","*",65,35.5,"*","*","*","*"
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","N",149,149,100.0,149,"*","*",18,12.1,25,16.8,77,51.7,"*","*","*","*"
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""","Y",73,73,100.0,73,18,24.7,16,21.9,25,34.2,14,19.2,0,0.0,14,19.2
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""","N",72,72,100.0,72,0,0.0,8,11.1,24,33.3,33,45.8,7,9.7,40,55.6
"Naugatuck School District","=""0880011""","Genesis Academy","=""0880911""","Y",10,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""","Y",96,96,100.0,96,"*","*","*","*",26,27.1,28,29.2,"*","*","*","*"
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""","N",60,60,100.0,60,"*","*","*","*",15,25.0,39,65.0,"*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Y",152,145,95.4,145,"*","*",39,26.9,48,33.1,16,11.0,"*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","N",135,133,98.5,132,"*","*",24,18.2,58,43.9,23,17.4,"*","*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc., Family Academy","=""2800113""","Y",68,67,98.5,67,"*","*","*","*","*","*","*","*",0,0.0,"*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc., Family Academy","=""2800113""","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Hartford Detention Center","=""3480315""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Behavior Support","=""0891011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""","Y",66,64,97.0,64,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""","N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""","Y",122,121,99.2,121,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""","N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Gaffney School","=""0890511""","Y",46,46,100.0,46,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Gaffney School","=""0890511""","N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Holmes School","=""0890611""","Y",52,51,98.1,51,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Holmes School","=""0890611""","N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""","Y",26,25,96.2,25,0,0.0,0,0.0,"*","*",20,80.0,"*","*","*","*"
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""","N",24,24,100.0,24,0,0.0,0,0.0,0,0.0,"*","*","*","*",24,100.0
"New Britain School District","=""0890011""","Jefferson School","=""0890711""","Y",55,54,98.2,54,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Jefferson School","=""0890711""","N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Lincoln School","=""0890811""","Y",79,78,98.7,78,"*","*","*","*","*","*","*","*",0,0.0,"*","*"
"New Britain School District","=""0890011""","Lincoln School","=""0890811""","N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Y",420,385,91.7,379,172,45.4,93,24.5,80,21.1,27,7.1,7,1.8,34,9.0
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","N",98,96,98.0,96,11,11.5,20,20.8,33,34.4,17,17.7,15,15.6,32,33.3
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","Y",14,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Northend School","=""0890911""","Y",44,43,97.7,43,"*","*","*","*","*","*","*","*",0,0.0,"*","*"
"New Britain School District","=""0890011""","Northend School","=""0890911""","N",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""","Y",212,210,99.1,210,118,56.2,32,15.2,"*","*","*","*",0,0.0,"*","*"
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""","N",35,35,100.0,35,14,40.0,"*","*","*","*",11,31.4,0,0.0,11,31.4
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""","Y",197,196,99.5,196,"*","*","*","*",39,19.9,42,21.4,0,0.0,42,21.4
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""","N",31,31,100.0,31,"*","*",9,29.0,8,25.8,12,38.7,"*","*","*","*"
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""","Y",88,86,97.7,86,"*","*","*","*","*","*","*","*",0,0.0,"*","*"
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""","N",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Smith School","=""0891311""","Y",91,91,100.0,91,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Smith School","=""0891311""","N",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Steps","=""0891811""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Sunrise Intermediate","=""0890411""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Vance School","=""0891511""","Y",73,73,100.0,73,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Vance School","=""0891511""","N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Y",44,42,95.5,42,"*","*","*","*",23,54.8,"*","*",10,23.8,"*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","N",270,268,99.3,268,0,0.0,"*","*",33,12.3,"*","*",152,56.7,"*","*"
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""","Y",70,69,98.6,69,"*","*","*","*",23,33.3,26,37.7,"*","*","*","*"
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""","N",574,573,99.8,573,0,0.0,"*","*",24,4.2,247,43.1,"*","*","*","*"
"New Fairfield School District","=""0910011""","Alternative Learning Center","=""0910311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""","Y",29,28,96.6,28,"*","*","*","*",9,32.1,10,35.7,"*","*","*","*"
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""","N",122,120,98.4,120,"*","*","*","*",26,21.7,58,48.3,"*","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Y",37,37,100.0,37,"*","*","*","*",18,48.6,6,16.2,"*","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","N",180,179,99.4,179,0,0.0,"*","*",51,28.5,54,30.2,"*","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""","Y",31,30,96.8,30,"*","*","*","*",8,26.7,9,30.0,"*","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""","N",164,162,98.8,162,"*","*","*","*",17,10.5,81,50.0,"*","*","*","*"
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""","N",53,53,100.0,53,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","Y",56,56,100.0,56,20,35.7,16,28.6,"*","*",6,10.7,"*","*","*","*"
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","N",43,43,100.0,43,6,14.0,6,14.0,"*","*",16,37.2,"*","*","*","*"
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","Y",45,45,100.0,45,14,31.1,11,24.4,12,26.7,7,15.6,"*","*","*","*"
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","N",61,61,100.0,61,6,9.8,9,14.8,12,19.7,28,45.9,"*","*","*","*"
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""","Y",78,76,97.4,76,41,53.9,"*","*",12,15.8,"*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""","N",24,23,95.8,23,7,30.4,"*","*",7,30.4,"*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""","Y",51,51,100.0,51,"*","*","*","*",7,13.7,9,17.6,0,0.0,9,17.6
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""","N",29,29,100.0,29,"*","*","*","*",6,20.7,9,31.0,"*","*","*","*"
"New Haven School District","=""0930011""","Beecher School","=""0930311""","Y",64,63,98.4,63,"*","*",11,17.5,18,28.6,"*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","Beecher School","=""0930311""","N",30,30,100.0,30,"*","*",6,20.0,10,33.3,"*","*","*","*","*","*"
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""","Y",69,69,100.0,69,"*","*",20,29.0,10,14.5,16,23.2,"*","*","*","*"
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""","N",31,31,100.0,31,"*","*","*","*",9,29.0,12,38.7,0,0.0,12,38.7
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""","Y",117,117,100.0,117,34,29.1,34,29.1,29,24.8,"*","*","*","*",20,17.1
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""","N",97,97,100.0,97,14,14.4,"*","*",21,21.6,41,42.3,"*","*","*","*"
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""","Y",62,61,98.4,61,22,36.1,16,26.2,12,19.7,11,18.0,0,0.0,11,18.0
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""","N",39,39,100.0,39,"*","*",8,20.5,13,33.3,8,20.5,"*","*","*","*"
"New Haven School District","=""0930011""","Blake Street Leadership Academy (STEP)","=""0932411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""","Y",53,52,98.1,52,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""","N",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""","Y",99,99,100.0,99,"*","*","*","*","*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""","N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","Y",90,90,100.0,90,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""","Y",69,69,100.0,69,"*","*","*","*","*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""","N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","Y",99,99,100.0,99,"*","*",26,26.3,22,22.2,21,21.2,"*","*","*","*"
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","N",31,31,100.0,31,"*","*",11,35.5,"*","*",8,25.8,0,0.0,8,25.8
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Y",90,86,95.6,86,15,17.4,24,27.9,35,40.7,6,7.0,6,7.0,12,14.0
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","N",78,77,98.7,76,8,10.5,12,15.8,29,38.2,12,15.8,15,19.7,27,35.5
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","Y",51,51,100.0,51,"*","*","*","*",9,17.6,7,13.7,"*","*","*","*"
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","N",43,43,100.0,43,"*","*","*","*",9,20.9,20,46.5,"*","*","*","*"
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","Y",67,66,98.5,66,"*","*",17,25.8,14,21.2,9,13.6,"*","*","*","*"
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","N",25,25,100.0,25,"*","*",6,24.0,7,28.0,7,28.0,"*","*","*","*"
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","Y",57,57,100.0,56,"*","*","*","*",11,19.6,16,28.6,6,10.7,22,39.3
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","N",128,128,100.0,128,"*","*","*","*",28,21.9,49,38.3,42,32.8,91,71.1
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","Y",163,160,98.2,160,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","N",14,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Y",51,50,98.0,50,"*","*",14,28.0,11,22.0,"*","*","*","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","N",21,21,100.0,21,"*","*",7,33.3,9,42.9,"*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","Y",88,88,100.0,88,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Y",121,120,99.2,119,"*","*",41,34.5,44,37.0,10,8.4,"*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","N",51,50,98.0,50,"*","*",15,30.0,"*","*",10,20.0,12,24.0,22,44.0
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Y",35,33,94.3,33,"*","*","*","*","*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","N",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Y",163,130,79.8,127,69,54.3,36,28.3,"*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","N",71,58,81.7,55,19,34.5,"*","*",18,32.7,0,0.0,"*","*","*","*"
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""","Y",71,71,100.0,71,"*","*","*","*","*","*",20,28.2,6,8.5,26,36.6
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""","N",20,20,100.0,20,"*","*","*","*","*","*",6,30.0,6,30.0,12,60.0
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""","Y",91,91,100.0,91,"*","*","*","*","*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""","N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""","Y",56,56,100.0,56,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""","N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""","Y",66,66,100.0,66,25,37.9,21,31.8,8,12.1,"*","*","*","*",12,18.2
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""","N",35,35,100.0,35,10,28.6,8,22.9,9,25.7,"*","*","*","*",8,22.9
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""","Y","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""","Y",51,51,100.0,51,"*","*","*","*","*","*",17,33.3,"*","*","*","*"
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""","N",40,40,100.0,40,"*","*","*","*","*","*",19,47.5,"*","*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Y",61,56,91.8,56,"*","*",19,33.9,16,28.6,"*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","N",41,40,97.6,40,"*","*",11,27.5,15,37.5,"*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Y",35,34,97.1,30,"*","*",10,33.3,8,26.7,"*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","N",31,31,100.0,30,"*","*",6,20.0,14,46.7,"*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""","Y",71,71,100.0,71,25,35.2,14,19.7,22,31.0,10,14.1,0,0.0,10,14.1
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""","N",59,59,100.0,59,11,18.6,"*","*",18,30.5,21,35.6,"*","*","*","*"
