"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades Combined, Free/Reduced Price Meal Eligibility (3-level)"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",
"Milford School District","=""0840011""","Meadowside School","=""0840711""","N",35,34,97.1,34,"*","*","*","*","*","*",19,55.9,8,23.5,27,79.4
"Milford School District","=""0840011""","Meadowside School","=""0840711""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""","N",54,54,100.0,54,0,0.0,"*","*","*","*",27,50.0,17,31.5,44,81.5
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""","N",57,57,100.0,57,"*","*","*","*","*","*",29,50.9,22,38.6,51,89.5
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""","N",25,25,100.0,25,"*","*","*","*","*","*",10,40.0,10,40.0,20,80.0
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","The Academy","=""0840311""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","The Academy","=""0840311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""","F",44,43,97.7,43,"*","*",11,25.6,"*","*","*","*",0,0.0,"*","*"
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""","N",104,103,99.0,103,9,8.7,"*","*",20,19.4,56,54.4,"*","*","*","*"
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","N",83,83,100.0,83,"*","*","*","*","*","*",33,39.8,42,50.6,75,90.4
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""","N",235,235,100.0,235,8,3.4,10,4.3,16,6.8,140,59.6,61,26.0,201,85.5
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","F",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","N",272,271,99.6,269,"*","*","*","*",48,17.8,71,26.4,142,52.8,213,79.2
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""","N",48,48,100.0,48,"*","*",0,0.0,"*","*",20,41.7,26,54.2,46,95.8
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""","N",75,75,100.0,75,"*","*",0,0.0,"*","*",34,45.3,36,48.0,70,93.3
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""","F",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""","N",37,37,100.0,37,0,0.0,"*","*","*","*",19,51.4,8,21.6,27,73.0
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""","F",58,57,98.3,57,"*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""","N",112,111,99.1,111,7,6.3,7,6.3,17,15.3,52,46.8,28,25.2,80,72.1
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""","R",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Mohegan School","=""0860111""","F",23,23,100.0,23,0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Mohegan School","=""0860111""","N",34,34,100.0,34,0,0.0,"*","*","*","*",18,52.9,7,20.6,25,73.5
"Montville School District","=""0860011""","Mohegan School","=""0860111""","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","F",36,35,97.2,35,"*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","N",126,124,98.4,124,"*","*","*","*",33,26.6,30,24.2,50,40.3,80,64.5
"Montville School District","=""0860011""","Montville High School","=""0866111""","R",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Oakdale School","=""0860511""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Oakdale School","=""0860511""","N",40,40,100.0,40,"*","*","*","*","*","*",17,42.5,17,42.5,34,85.0
"Montville School District","=""0860011""","Oakdale School","=""0860511""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","F",126,124,98.4,124,29,23.4,"*","*",26,21.0,41,33.1,"*","*","*","*"
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","N",168,168,100.0,168,14,8.3,22,13.1,27,16.1,82,48.8,23,13.7,105,62.5
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","R",40,40,100.0,40,"*","*",8,20.0,6,15.0,19,47.5,"*","*","*","*"
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""","F",54,54,100.0,54,12,22.2,11,20.4,"*","*","*","*",0,0.0,"*","*"
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""","N",85,85,100.0,85,"*","*","*","*",29,34.1,33,38.8,"*","*","*","*"
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Genesis Academy","=""0880911""","F",7,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Genesis Academy","=""0880911""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Genesis Academy","=""0880911""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""","F",74,74,100.0,74,14,18.9,17,23.0,20,27.0,"*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""","N",65,65,100.0,65,"*","*","*","*","*","*",39,60.0,"*","*","*","*"
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""","R",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","F",107,101,94.4,101,21,20.8,27,26.7,33,32.7,"*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","N",159,156,98.1,155,"*","*",30,19.4,64,41.3,"*","*",23,14.8,"*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","R",21,21,100.0,21,"*","*",6,28.6,9,42.9,"*","*","*","*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc., Family Academy","=""2800113""","F",55,54,98.2,54,18,33.3,6,11.1,20,37.0,10,18.5,0,0.0,10,18.5
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc., Family Academy","=""2800113""","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc., Family Academy","=""2800113""","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Hartford Detention Center","=""3480315""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","F",15,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Behavior Support","=""0891011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""","F",58,57,98.3,57,23,40.4,16,28.1,10,17.5,"*","*","*","*",8,14.0
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""","F",107,106,99.1,106,34,32.1,28,26.4,28,26.4,"*","*","*","*",16,15.1
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""","N",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Gaffney School","=""0890511""","F",41,41,100.0,41,9,22.0,11,26.8,"*","*",12,29.3,"*","*","*","*"
"New Britain School District","=""0890011""","Gaffney School","=""0890511""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Gaffney School","=""0890511""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Holmes School","=""0890611""","F",42,42,100.0,42,8,19.0,"*","*",13,31.0,10,23.8,"*","*","*","*"
"New Britain School District","=""0890011""","Holmes School","=""0890611""","N",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Holmes School","=""0890611""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""","F","*","*","*","*",0,0.0,0,0.0,"*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""","N",24,24,100.0,24,0,0.0,0,0.0,0,0.0,18,75.0,6,25.0,24,100.0
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Jefferson School","=""0890711""","F",51,51,100.0,51,13,25.5,12,23.5,14,27.5,"*","*","*","*",12,23.5
"New Britain School District","=""0890011""","Jefferson School","=""0890711""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Jefferson School","=""0890711""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Lincoln School","=""0890811""","F",72,71,98.6,71,30,42.3,12,16.9,16,22.5,13,18.3,0,0.0,13,18.3
"New Britain School District","=""0890011""","Lincoln School","=""0890811""","N",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Lincoln School","=""0890811""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","F",370,337,91.1,332,152,45.8,80,24.1,70,21.1,"*","*","*","*","*","*"
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","N",120,117,97.5,117,23,19.7,27,23.1,35,29.9,"*","*","*","*",32,27.4
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","R",28,27,96.4,26,8,30.8,6,23.1,8,30.8,"*","*","*","*","*","*"
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","F",14,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Northend School","=""0890911""","F",40,39,97.5,39,18,46.2,15,38.5,"*","*","*","*",0,0.0,"*","*"
"New Britain School District","=""0890011""","Northend School","=""0890911""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Northend School","=""0890911""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""","F",193,191,99.0,191,111,58.1,27,14.1,29,15.2,24,12.6,0,0.0,24,12.6
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""","N",41,41,100.0,41,"*","*","*","*","*","*","*","*",0,0.0,"*","*"
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""","F",180,179,99.4,179,78,43.6,30,16.8,37,20.7,34,19.0,0,0.0,34,19.0
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""","N",34,34,100.0,34,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""","R",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""","F",83,81,97.6,81,38,46.9,15,18.5,16,19.8,12,14.8,0,0.0,12,14.8
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Smith School","=""0891311""","F",79,79,100.0,79,26,32.9,10,12.7,25,31.6,17,21.5,"*","*","*","*"
"New Britain School District","=""0890011""","Smith School","=""0891311""","N","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"New Britain School District","=""0890011""","Smith School","=""0891311""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Steps","=""0891811""","F",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Sunrise Intermediate","=""0890411""","F",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Vance School","=""0891511""","F",67,67,100.0,67,20,29.9,17,25.4,18,26.9,"*","*","*","*",12,17.9
"New Britain School District","=""0890011""","Vance School","=""0891511""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Vance School","=""0891511""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","N",314,310,98.7,310,"*","*","*","*",56,18.1,85,27.4,162,52.3,247,79.7
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""","N",644,642,99.7,642,"*","*","*","*",47,7.3,273,42.5,303,47.2,576,89.7
"New Fairfield School District","=""0910011""","Alternative Learning Center","=""0910311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""","N",134,131,97.8,131,"*","*","*","*",29,22.1,61,46.6,30,22.9,91,69.5
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","F",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","N",194,193,99.5,193,"*","*","*","*",59,30.6,56,29.0,70,36.3,126,65.3
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""","F",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""","N",177,175,98.9,175,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""","N",60,60,100.0,60,"*","*","*","*",11,18.3,31,51.7,15,25.0,46,76.7
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","F","*","*","*","*",14,33.3,11,26.2,10,23.8,"*","*","*","*","*","*"
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","N",54,54,100.0,54,"*","*","*","*","*","*",16,29.6,11,20.4,27,50.0
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","F","*","*","*","*",11,34.4,"*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","N",73,73,100.0,73,"*","*",11,15.1,17,23.3,30,41.1,6,8.2,36,49.3
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""","F",68,67,98.5,67,34,50.7,17,25.4,"*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""","N",34,32,94.1,32,14,43.8,"*","*",7,21.9,"*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""","F",44,44,100.0,44,19,43.2,10,22.7,7,15.9,8,18.2,0,0.0,8,18.2
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""","N",36,36,100.0,36,9,25.0,"*","*",6,16.7,10,27.8,"*","*","*","*"
"New Haven School District","=""0930011""","Beecher School","=""0930311""","F",60,59,98.3,59,28,47.5,"*","*",16,27.1,"*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","Beecher School","=""0930311""","N","*","*","*","*","*","*","*","*","*","*",8,25.0,"*","*","*","*"
"New Haven School District","=""0930011""","Beecher School","=""0930311""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""","F",60,60,100.0,60,17,28.3,18,30.0,"*","*",14,23.3,"*","*","*","*"
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""","N","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""","F",94,94,100.0,94,28,29.8,29,30.9,"*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""","N",107,107,100.0,107,"*","*","*","*",25,23.4,42,39.3,12,11.2,54,50.5
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""","F",51,50,98.0,50,17,34.0,13,26.0,9,18.0,11,22.0,0,0.0,11,22.0
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""","N",50,50,100.0,50,13,26.0,11,22.0,16,32.0,"*","*","*","*",10,20.0
"New Haven School District","=""0930011""","Blake Street Leadership Academy (STEP)","=""0932411""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Blake Street Leadership Academy (STEP)","=""0932411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""","F",47,46,97.9,46,17,37.0,11,23.9,10,21.7,"*","*","*","*",8,17.4
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""","F",85,85,100.0,85,44,51.8,22,25.9,"*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","F",81,81,100.0,81,34,42.0,18,22.2,13,16.0,"*","*","*","*","*","*"
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","N",27,27,100.0,27,8,29.6,8,29.6,"*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""","F",57,57,100.0,57,13,22.8,9,15.8,21,36.8,14,24.6,0,0.0,14,24.6
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""","N","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","F",88,88,100.0,88,"*","*",24,27.3,20,22.7,20,22.7,"*","*","*","*"
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","N","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","F",67,64,95.5,64,12,18.8,17,26.6,"*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","N",89,88,98.9,87,"*","*","*","*",32,36.8,12,13.8,16,18.4,28,32.2
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","R",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","F","*","*","*","*","*","*",9,24.3,"*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","N",53,53,100.0,53,13,24.5,"*","*",9,17.0,20,37.7,"*","*","*","*"
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","F",52,51,98.1,51,18,35.3,"*","*",14,27.5,8,15.7,"*","*","*","*"
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","N","*","*","*","*","*","*",11,31.4,"*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","F","*","*","*","*","*","*",15,31.3,"*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","N",133,133,100.0,133,"*","*","*","*",28,21.1,51,38.3,42,31.6,93,69.9
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","F",108,108,100.0,108,49,45.4,25,23.1,22,20.4,"*","*","*","*","*","*"
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","N",69,65,94.2,65,43,66.2,13,20.0,"*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","F",46,45,97.8,45,17,37.8,13,28.9,"*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","N","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","F",80,80,100.0,80,32,40.0,17,21.3,15,18.8,"*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","N",24,24,100.0,24,9,37.5,7,29.2,"*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","F",102,101,99.0,101,15,14.9,36,35.6,38,37.6,"*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","N",56,55,98.2,54,"*","*","*","*","*","*",10,18.5,12,22.2,22,40.7
