"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 5, All Students"

"",,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",56,56,100.0,56,14,25.0,"*","*",17,30.4,13,23.2,"*","*","*","*",219
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",39,39,100.0,39,"*","*",13,33.3,10,25.6,9,23.1,"*","*","*","*",220
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""",38,38,100.0,38,"*","*",6,15.8,9,23.7,16,42.1,"*","*","*","*",243
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",90,90,100.0,90,"*","*","*","*",11,12.2,49,54.4,22,24.4,71,78.9,272
"Orange School District","=""1070011""","Peck Place School","=""1070511""",62,62,100.0,62,0,0.0,"*","*","*","*",35,56.5,19,30.6,54,87.1,285
"Orange School District","=""1070011""","Race Brook School","=""1070311""",63,62,98.4,62,"*","*","*","*","*","*",30,48.4,23,37.1,53,85.5,284
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""",46,46,100.0,46,"*","*",0,0.0,"*","*",18,39.1,20,43.5,38,82.6,288
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""",93,93,100.0,93,"*","*",24,25.8,21,22.6,22,23.7,"*","*","*","*",221
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""",163,162,99.4,162,13,8.0,20,12.3,43,26.5,70,43.2,16,9.9,86,53.1,249
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""","*","*","*","*","*","*",7,16.7,"*","*","*","*",10,23.8,"*","*","*"
"Plainville School District","=""1100011""","Linden Street School","=""1100211""",73,73,100.0,73,"*","*","*","*",17,23.3,36,49.3,11,15.1,47,64.4,260
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""",52,52,100.0,52,"*","*","*","*",8,15.4,33,63.5,"*","*","*","*",259
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""",50,50,100.0,50,"*","*",6,12.0,11,22.0,25,50.0,"*","*","*","*",247
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""",56,56,100.0,56,"*","*",0,0.0,10,17.9,26,46.4,"*","*","*","*",279
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""",53,53,100.0,53,0,0.0,"*","*","*","*",27,50.9,14,26.4,41,77.4,277
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""",114,113,99.1,113,"*","*","*","*",17,15.0,61,54.0,25,22.1,86,76.1,270
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""","John Read Middle School","=""1175111""",99,96,97.0,96,"*","*","*","*",6,6.3,47,49.0,40,41.7,87,90.6,293
"Regional School District 01","=""2010012""","SELC","=""2010312""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""",25,24,96.0,24,"*","*","*","*","*","*",6,25.0,11,45.8,17,70.8,277
"Regional School District 06","=""2060012""","James Morris School","=""2060212""",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""",184,183,99.5,183,"*","*","*","*",29,15.8,108,59.0,28,15.3,136,74.3,265
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""",139,138,99.3,138,"*","*","*","*",19,13.8,67,48.6,43,31.2,110,79.7,277
"Regional School District 14","=""2140012""","Bethlehem Elementary School","=""2140112""",57,57,100.0,57,0,0.0,"*","*","*","*",33,57.9,13,22.8,46,80.7,276
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""",74,74,100.0,74,"*","*","*","*",10,13.5,35,47.3,22,29.7,57,77.0,274
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""",69,69,100.0,69,"*","*","*","*",9,13.0,40,58.0,18,26.1,58,84.1,280
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""",78,78,100.0,78,"*","*","*","*",9,11.5,35,44.9,31,39.7,66,84.6,286
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""",72,72,100.0,72,"*","*","*","*","*","*",33,45.8,27,37.5,60,83.3,286
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""",64,64,100.0,64,0,0.0,"*","*","*","*",39,60.9,21,32.8,60,93.8,289
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""",62,61,98.4,61,"*","*","*","*","*","*",27,44.3,27,44.3,54,88.5,291
"Regional School District 16","=""2160012""","Prospect Elementary School","=""2160512""",105,103,98.1,103,"*","*","*","*","*","*",44,42.7,15,14.6,59,57.3,256
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""",39,39,100.0,39,0,0.0,"*","*","*","*",20,51.3,9,23.1,29,74.4,271
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""",61,61,100.0,61,"*","*","*","*","*","*",31,50.8,24,39.3,55,90.2,289
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""",62,62,100.0,62,"*","*","*","*",6,9.7,20,32.3,33,53.2,53,85.5,300
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""",93,93,100.0,93,"*","*","*","*",10,10.8,50,53.8,27,29.0,77,82.8,280
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""",64,64,100.0,64,0,0.0,"*","*","*","*",41,64.1,16,25.0,57,89.1,278
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""",70,70,100.0,70,"*","*","*","*","*","*",20,28.6,42,60.0,62,88.6,302
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""",68,68,100.0,68,"*","*","*","*","*","*",20,29.4,41,60.3,61,89.7,304
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""",55,55,100.0,55,"*","*","*","*",7,12.7,22,40.0,24,43.6,46,83.6,291
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",46,46,100.0,46,0,0.0,"*","*",14,30.4,19,41.3,"*","*","*","*",271
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",75,74,98.7,74,"*","*","*","*",11,14.9,33,44.6,26,35.1,59,79.7,281
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""",69,69,100.0,69,0,0.0,"*","*","*","*",26,37.7,33,47.8,59,85.5,291
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""",55,55,100.0,55,"*","*","*","*","*","*",24,43.6,24,43.6,48,87.3,290
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",23,23,100.0,23,0,0.0,"*","*","*","*",13,56.5,"*","*","*","*",277
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","Bungay School","=""1240111""",79,79,100.0,79,"*","*","*","*",14,17.7,37,46.8,13,16.5,50,63.3,259
"Seymour School District","=""1240011""","Chatfield-LoPresti School","=""1240211""",95,95,100.0,95,"*","*","*","*",24,25.3,41,43.2,18,18.9,59,62.1,260
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""",369,368,99.7,368,14,3.8,29,7.9,53,14.4,163,44.3,109,29.6,272,73.9,273
"Sherman School District","=""1270011""","Sherman School","=""1270111""",37,36,97.3,36,"*","*","*","*",7,19.4,16,44.4,8,22.2,24,66.7,262
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",22,22,100.0,22,"*","*","*","*",7,31.8,13,59.1,0,0.0,13,59.1,251
"Simsbury School District","=""1280011""","Central School","=""1280111""",57,57,100.0,57,"*","*","*","*","*","*",35,61.4,"*","*","*","*",288
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""",63,61,96.8,61,"*","*","*","*",9,14.8,27,44.3,21,34.4,48,78.7,284
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""",88,88,100.0,88,"*","*","*","*","*","*",40,45.5,40,45.5,80,90.9,296
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""","*","*","*","*",0,0.0,0,0.0,"*","*","*","*",23,63.9,"*","*","*"
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""",47,47,100.0,47,"*","*","*","*","*","*",23,48.9,17,36.2,40,85.1,291
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""",103,102,99.0,102,0,0.0,"*","*","*","*",44,43.1,44,43.1,88,86.3,291
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""",76,74,97.4,74,0,0.0,"*","*",10,13.5,36,48.6,26,35.1,62,83.8,282
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""",61,61,100.0,61,"*","*","*","*",7,11.5,33,54.1,16,26.2,49,80.3,271
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""",60,59,98.3,59,"*","*","*","*",9,15.3,25,42.4,22,37.3,47,79.7,286
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""",76,76,100.0,76,"*","*","*","*",13,17.1,32,42.1,27,35.5,59,77.6,282
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""",47,46,97.9,46,"*","*","*","*","*","*",25,54.3,13,28.3,38,82.6,282
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""",121,120,99.2,120,8,6.7,8,6.7,11,9.2,54,45.0,39,32.5,93,77.5,274
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""",54,53,98.1,53,"*","*","*","*","*","*",22,41.5,22,41.5,44,83.0,290
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""",70,70,100.0,70,"*","*","*","*",9,12.9,40,57.1,17,24.3,57,81.4,276
"Southington School District","=""1310011""","Language Based Classroom","=""1310411""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""",49,49,100.0,49,"*","*","*","*",7,14.3,24,49.0,13,26.5,37,75.5,270
"Southington School District","=""1310011""","South End Elementary School","=""1310711""",41,41,100.0,41,"*","*","*","*",11,26.8,23,56.1,"*","*","*","*",252
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""",57,56,98.2,56,0,0.0,"*","*","*","*",31,55.4,17,30.4,48,85.7,281
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""",86,86,100.0,86,"*","*","*","*",13,15.1,47,54.7,15,17.4,62,72.1,264
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""",67,66,98.5,66,"*","*","*","*",8,12.1,39,59.1,14,21.2,53,80.3,275
"Sprague School District","=""1330011""","Sayles School","=""1330111""",35,35,100.0,35,"*","*","*","*",7,20.0,12,34.3,11,31.4,23,65.7,274
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""",94,94,100.0,94,6,6.4,16,17.0,21,22.3,33,35.1,18,19.1,51,54.3,255
"Stamford School District","=""1350011""","Hart School","=""1352211""",93,93,100.0,93,9,9.7,7,7.5,15,16.1,31,33.3,31,33.3,62,66.7,270
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""",77,77,100.0,77,9,11.7,11,14.3,21,27.3,28,36.4,8,10.4,36,46.8,244
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""",61,61,100.0,61,"*","*",14,23.0,15,24.6,21,34.4,"*","*","*","*",240
"Stamford School District","=""1350011""","Newfield School","=""1350611""",79,79,100.0,79,"*","*","*","*",17,21.5,27,34.2,19,24.1,46,58.2,259
"Stamford School District","=""1350011""","Northeast School","=""1351811""",112,111,99.1,111,18,16.2,12,10.8,29,26.1,41,36.9,11,9.9,52,46.8,237
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""",47,47,100.0,47,"*","*",12,25.5,9,19.1,19,40.4,"*","*","*","*",242
"Stamford School District","=""1350011""","Rogers International School","=""1350811""",89,89,100.0,89,6,6.7,7,7.9,15,16.9,45,50.6,16,18.0,61,68.5,262
"Stamford School District","=""1350011""","Roxbury School","=""1350911""",98,98,100.0,98,10,10.2,18,18.4,28,28.6,33,33.7,9,9.2,42,42.9,238
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""",48,48,100.0,48,"*","*","*","*",12,25.0,25,52.1,"*","*","*","*",250
"Stamford School District","=""1350011""","Springdale School","=""1351111""",90,89,98.9,89,12,13.5,8,9.0,27,30.3,35,39.3,7,7.9,42,47.2,242
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""",84,84,100.0,84,6,7.1,8,9.5,22,26.2,33,39.3,15,17.9,48,57.1,257
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""",90,89,98.9,89,13,14.6,9,10.1,23,25.8,28,31.5,16,18.0,44,49.4,245
"Stamford School District","=""1350011""","Westover School","=""1351411""",97,97,100.0,97,12,12.4,13,13.4,26,26.8,33,34.0,13,13.4,46,47.4,246
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""",50,49,98.0,49,"*","*","*","*",15,30.6,20,40.8,6,12.2,26,53.1,254
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""",93,91,97.8,91,"*","*","*","*",6,6.6,41,45.1,38,41.8,79,86.8,285
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""",61,61,100.0,61,"*","*","*","*",12,19.7,25,41.0,18,29.5,43,70.5,271
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""",66,65,98.5,65,"*","*",8,12.3,10,15.4,37,56.9,9,13.8,46,70.8,261
"Stratford School District","=""1380011""","Chapel School","=""1380311""",81,80,98.8,80,"*","*",13,16.3,17,21.3,33,41.3,"*","*","*","*",236
"Stratford School District","=""1380011""","Franklin School","=""1380411""",31,31,100.0,31,"*","*","*","*",9,29.0,12,38.7,"*","*","*","*",247
"Stratford School District","=""1380011""","Johnson House STEPS 3-6","=""1381211""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Lordship School","=""1380811""",33,33,100.0,33,"*","*",10,30.3,"*","*",10,30.3,0,0.0,10,30.3,225
"Stratford School District","=""1380011""","Nichols School","=""1380911""",70,70,100.0,70,"*","*",13,18.6,15,21.4,29,41.4,"*","*","*","*",226
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""",86,84,97.7,84,"*","*",15,17.9,21,25.0,35,41.7,"*","*","*","*",250
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""",103,102,99.0,102,6,5.9,7,6.9,20,19.6,46,45.1,23,22.5,69,67.6,263
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""",43,43,100.0,43,"*","*",8,18.6,"*","*",18,41.9,8,18.6,26,60.5,256
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""",145,143,98.6,143,"*","*","*","*",30,21.0,68,47.6,28,19.6,96,67.1,266
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""",74,74,100.0,74,"*","*","*","*",9,12.2,40,54.1,17,23.0,57,77.0,270
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""",88,88,100.0,88,8,9.1,12,13.6,18,20.5,39,44.3,11,12.5,50,56.8,250
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","East School","=""1430111""",57,55,96.5,55,0,0.0,"*","*","*","*",26,47.3,18,32.7,44,80.0,282
"Torrington School District","=""1430011""","Forbes School","=""1430211""",67,67,100.0,67,"*","*","*","*",8,11.9,39,58.2,13,19.4,52,77.6,268
"Torrington School District","=""1430011""","Southwest School","=""1430811""","*","*","*","*","*","*",6,15.4,"*","*","*","*",8,20.5,"*","*","*"
"Torrington School District","=""1430011""","Torringford School","=""1430911""",128,127,99.2,127,8,6.3,15,11.8,34,26.8,60,47.2,10,7.9,70,55.1,249
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""",66,66,100.0,66,"*","*",10,15.2,15,22.7,27,40.9,"*","*","*","*",243
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""",89,89,100.0,89,"*","*","*","*",6,6.7,42,47.2,38,42.7,80,89.9,291
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""",82,82,100.0,82,0,0.0,"*","*",6,7.3,"*","*",51,62.2,"*","*",301
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""",95,95,100.0,95,"*","*","*","*",7,7.4,48,50.5,35,36.8,83,87.4,285
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""",68,68,100.0,68,"*","*","*","*","*","*",26,38.2,34,50.0,60,88.2,295
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""",97,97,100.0,97,"*","*","*","*",13,13.4,40,41.2,37,38.1,77,79.4,278
"Trumbull School District","=""1440011""","Tashua School","=""1440911""","*","*","*","*","*","*","*","*",7,10.8,26,40.0,"*","*","*","*","*"
"Union School District","=""1450011""","Union Elementary School","=""1450111""",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Northeast School","=""1460311""",41,41,100.0,41,"*","*","*","*",7,17.1,18,43.9,7,17.1,25,61.0,257
"Vernon School District","=""1460011""","Center Road School","=""1461411""",85,85,100.0,85,6,7.1,15,17.6,23,27.1,33,38.8,8,9.4,41,48.2,244
"Vernon School District","=""1460011""","Lake Street School","=""1460111""",33,33,100.0,33,"*","*","*","*",6,18.2,17,51.5,6,18.2,23,69.7,260
"Vernon School District","=""1460011""","Loveland Hill School","=""1460511""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Maple Street School","=""1460211""",31,31,100.0,31,"*","*","*","*",14,45.2,11,35.5,"*","*","*","*",243
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""",45,45,100.0,45,"*","*",9,20.0,11,24.4,16,35.6,"*","*","*","*",239
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""",30,30,100.0,30,"*","*",6,20.0,"*","*",17,56.7,"*","*","*","*",255
"Wallingford School District","=""1480011""","Harvest Park","=""1489211""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""","*","*","*","*",6,6.3,13,13.5,"*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""",124,124,100.0,124,"*","*","*","*",23,18.5,62,50.0,26,21.0,88,71.0,266
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""",108,107,99.1,107,6,5.6,11,10.3,24,22.4,53,49.5,13,12.1,66,61.7,254
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""",120,120,100.0,120,"*","*","*","*",23,19.2,56,46.7,34,28.3,90,75.0,274
"Waterbury School District","=""1510011""","Washington School","=""1512311""",44,44,100.0,44,9,20.5,15,34.1,11,25.0,9,20.5,0,0.0,9,20.5,212
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""",105,105,100.0,105,"*","*",22,21.0,33,31.4,27,25.7,"*","*","*","*",224
"Waterbury School District","=""1510011""","B.W. Tinker BDLC","=""1510411""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Bucks Hill Bilingual","=""1514311""",31,31,100.0,31,27,87.1,"*","*","*","*",0,0.0,0,0.0,0,0.0,152
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""",52,52,100.0,52,21,40.4,15,28.8,9,17.3,7,13.5,0,0.0,7,13.5,201
"Waterbury School District","=""1510011""","Bunker Hill BDLC","=""1510111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""",79,79,100.0,79,21,26.6,17,21.5,24,30.4,"*","*","*","*",17,21.5,214
"Waterbury School District","=""1510011""","Carrington School","=""1512711""",65,65,100.0,65,11,16.9,21,32.3,10,15.4,17,26.2,6,9.2,23,35.4,226
"Waterbury School District","=""1510011""","Chase Bilingual","=""1514111""",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Driggs School","=""1510911""",78,78,100.0,78,21,26.9,19,24.4,26,33.3,12,15.4,0,0.0,12,15.4,212
"Waterbury School District","=""1510011""","Duggan School","=""1511611""",56,56,100.0,56,13,23.2,"*","*",17,30.4,16,28.6,"*","*","*","*",225
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""",83,83,100.0,83,11,13.3,18,21.7,15,18.1,32,38.6,7,8.4,39,47.0,237
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""",50,50,100.0,50,12,24.0,16,32.0,17,34.0,"*","*","*","*","*","*",209
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""",124,124,100.0,124,39,31.5,25,20.2,34,27.4,"*","*","*","*",26,21.0,213
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""",51,51,100.0,51,15,29.4,"*","*",17,33.3,9,17.6,"*","*","*","*",215
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""",86,86,100.0,86,"*","*",16,18.6,21,24.4,38,44.2,"*","*","*","*",243
"Waterbury School District","=""1510011""","Margaret M. Generali Autism","=""1513511""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""",75,75,100.0,74,"*","*",16,21.6,22,29.7,28,37.8,"*","*","*","*",232
"Waterbury School District","=""1510011""","Reed School","=""1513411""",53,53,100.0,53,16,30.2,12,22.6,12,22.6,"*","*","*","*",13,24.5,212
"Waterbury School District","=""1510011""","Regan School","=""1512811""",49,49,100.0,49,"*","*",10,20.4,14,28.6,14,28.6,"*","*","*","*",229
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""",96,96,100.0,96,"*","*",14,14.6,24,25.0,44,45.8,"*","*","*","*",247
"Waterbury School District","=""1510011""","Sprague School","=""1512011""",54,54,100.0,54,19,35.2,14,25.9,12,22.2,9,16.7,0,0.0,9,16.7,204
"Waterbury School District","=""1510011""","State Street School","=""1519011""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Walsh School","=""1512211""",66,66,100.0,66,30,45.5,19,28.8,11,16.7,6,9.1,0,0.0,6,9.1,193
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""",40,40,100.0,40,"*","*",9,22.5,8,20.0,15,37.5,"*","*","*","*",233
"Waterbury School District","=""1510011""","Woodrow Wilson BDLC","=""1511211""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""",48,48,100.0,48,"*","*",17,35.4,9,18.8,12,25.0,"*","*","*","*",222
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""","*","*","*","*","*","*",6,9.5,16,25.4,"*","*","*","*","*","*","*"
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""",68,67,98.5,67,"*","*","*","*",12,17.9,37,55.2,12,17.9,49,73.1,267
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""",66,66,100.0,66,"*","*","*","*","*","*",36,54.5,12,18.2,48,72.7,264
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Watertown School District","=""1530011""","Polk School","=""1530411""",121,121,100.0,121,7,5.8,8,6.6,25,20.7,58,47.9,23,19.0,81,66.9,262
"West Hartford School District","=""1550011""","Smith School","=""1551711""",60,60,100.0,60,"*","*","*","*",10,16.7,27,45.0,18,30.0,45,75.0,277
"West Hartford School District","=""1550011""","Aiken School","=""1551611""",70,70,100.0,70,"*","*","*","*",12,17.1,34,48.6,17,24.3,51,72.9,270
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""",57,57,100.0,57,"*","*","*","*",7,12.3,22,38.6,24,42.1,46,80.7,283
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""",79,79,100.0,79,0,0.0,"*","*","*","*",43,54.4,24,30.4,67,84.8,283
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""",52,52,100.0,52,7,13.5,6,11.5,11,21.2,16,30.8,12,23.1,28,53.8,253
"West Hartford School District","=""1550011""","Duffy School","=""1550611""",85,85,100.0,85,"*","*","*","*",12,14.1,38,44.7,29,34.1,67,78.8,276
"West Hartford School District","=""1550011""","Morley School","=""1550911""",59,58,98.3,58,"*","*","*","*",8,13.8,22,37.9,22,37.9,44,75.9,279
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""",65,65,100.0,65,"*","*","*","*","*","*",44,67.7,11,16.9,55,84.6,271
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""",70,69,98.6,69,"*","*","*","*",15,21.7,37,53.6,8,11.6,45,65.2,256
"West Hartford School District","=""1550011""","Whiting Lane School","=""1551311""",78,78,100.0,78,"*","*","*","*",10,12.8,39,50.0,21,26.9,60,76.9,278
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""",73,73,100.0,73,"*","*","*","*",12,16.4,36,49.3,20,27.4,56,76.7,273
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","Westbrook Middle School","=""1545111""",60,60,100.0,60,"*","*","*","*",12,20.0,30,50.0,13,21.7,43,71.7,266
"Weston School District","=""1570011""","Weston Intermediate School","=""1570211""","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","Coleytown Elementary School","=""1580311""",91,91,100.0,91,0,0.0,"*","*","*","*",40,44.0,40,44.0,80,87.9,292
"Westport School District","=""1580011""","Green's Farms School","=""1580411""",79,79,100.0,79,0,0.0,"*","*","*","*",45,57.0,26,32.9,71,89.9,283
"Westport School District","=""1580011""","Green's Farms Segregated","=""1580211""","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","King's Highway Elementary School","=""1580511""","*","*","*","*",0,0.0,"*","*",15,20.0,"*","*","*","*","*","*","*"
"Westport School District","=""1580011""","Long Lots School","=""1580711""",113,113,100.0,113,"*","*",0,0.0,"*","*",61,54.0,49,43.4,110,97.3,294
