"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades, English Learner Status (EL)"

"",,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Norwalk School District","=""1030011""",05,"N",678,677,99.9,677,38,5.6,63,9.3,159,23.5,287,42.4,130,19.2,417,61.6,259
"Norwalk School District","=""1030011""",05,"Y",146,144,98.6,144,53,36.8,43,29.9,30,20.8,"*","*","*","*",18,12.5,198
"Norwalk School District","=""1030011""",08,"N",715,713,99.7,713,86,12.1,81,11.4,134,18.8,310,43.5,102,14.3,412,57.8,253
"Norwalk School District","=""1030011""",08,"Y",85,84,98.8,84,50,59.5,17,20.2,"*","*","*","*",0,0.0,"*","*",195
"Norwalk School District","=""1030011""",10,"N",744,725,97.4,724,45,6.2,103,14.2,283,39.1,159,22.0,134,18.5,293,40.5,255
"Norwalk School District","=""1030011""",10,"Y",118,108,91.5,106,69,65.1,26,24.5,11,10.4,0,0.0,0,0.0,0,0.0,184
"Norwich Free Academy District","=""9010022""",10,"N",533,520,97.6,518,"*","*",75,14.5,"*","*",96,18.5,114,22.0,210,40.5,251
"Norwich Free Academy District","=""9010022""",10,"Y",25,24,96.0,24,12,50.0,"*","*","*","*",0,0.0,0,0.0,0,0.0,188
"Norwich School District","=""1040011""",05,"N",315,309,98.1,308,39,12.7,46,14.9,84,27.3,108,35.1,31,10.1,139,45.1,240
"Norwich School District","=""1040011""",05,"Y",45,44,97.8,44,21,47.7,9,20.5,7,15.9,7,15.9,0,0.0,7,15.9,194
"Norwich School District","=""1040011""",08,"N",356,353,99.2,353,80,22.7,"*","*","*","*",122,34.6,10,2.8,132,37.4,231
"Norwich School District","=""1040011""",08,"Y",26,26,100.0,26,22,84.6,"*","*","*","*",0,0.0,0,0.0,0,0.0,182
"Norwich School District","=""1040011""",10,"N",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""",08,"N",38,37,97.4,37,"*","*","*","*",6,16.2,18,48.6,8,21.6,26,70.3,261
"Old Saybrook School District","=""1060011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Orange School District","=""1070011""",05,"N",168,167,99.4,167,"*","*","*","*","*","*","*","*","*","*","*","*",286
"Orange School District","=""1070011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""",05,"N",170,170,100.0,170,0,0.0,"*","*","*","*","*","*","*","*","*","*",282
"Oxford School District","=""1080011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""",08,"N",167,166,99.4,166,10,6.0,12,7.2,32,19.3,79,47.6,33,19.9,112,67.5,266
"Oxford School District","=""1080011""",10,"N",140,140,100.0,138,"*","*","*","*","*","*","*","*","*","*","*","*",284
"Oxford School District","=""1080011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Park City Prep Charter School District","=""2830013""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Park City Prep Charter School District","=""2830013""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Park City Prep Charter School District","=""2830013""",08,"N",83,81,97.6,81,13,16.0,8,9.9,20,24.7,34,42.0,6,7.4,40,49.4,243
"Path Academy District","=""2930013""",10,"N",34,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""",10,"Y",11,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""",08,"N",182,180,98.9,180,"*","*","*","*","*","*","*","*","*","*","*","*",253
"Plainfield School District","=""1090011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""",10,"N",170,163,95.9,162,31,19.1,31,19.1,62,38.3,23,14.2,15,9.3,38,23.5,233
"Plainville School District","=""1100011""",05,"N",161,161,100.0,161,7,4.3,14,8.7,26,16.1,88,54.7,26,16.1,114,70.8,262
"Plainville School District","=""1100011""",05,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainville School District","=""1100011""",08,"N",171,169,98.8,169,"*","*","*","*","*","*","*","*","*","*","*","*",267
"Plainville School District","=""1100011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainville School District","=""1100011""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainville School District","=""1100011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plymouth School District","=""1110011""",05,"N",104,104,100.0,104,"*","*","*","*","*","*","*","*","*","*","*","*",265
"Plymouth School District","=""1110011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plymouth School District","=""1110011""",08,"N",109,107,98.2,107,13,12.1,12,11.2,22,20.6,53,49.5,7,6.5,60,56.1,247
"Plymouth School District","=""1110011""",10,"N",130,126,96.9,126,15,11.9,27,21.4,39,31.0,29,23.0,16,12.7,45,35.7,241
"Pomfret School District","=""1120011""",05,"N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*","*"
"Pomfret School District","=""1120011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Pomfret School District","=""1120011""",08,"N",55,55,100.0,55,"*","*","*","*",7,12.7,33,60.0,12,21.8,45,81.8,269
"Portland School District","=""1130011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""",08,"N",109,109,100.0,109,"*","*","*","*",14,12.8,61,56.0,26,23.9,87,79.8,274
"Portland School District","=""1130011""",10,"N",92,92,100.0,92,"*","*","*","*",29,31.5,24,26.1,29,31.5,53,57.6,275
"Preston School District","=""1140011""",05,"N",43,42,97.7,42,"*","*","*","*",8,19.0,19,45.2,10,23.8,29,69.0,267
"Preston School District","=""1140011""",08,"N",54,53,98.1,53,"*","*","*","*","*","*","*","*","*","*","*","*",267
"Preston School District","=""1140011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""",05,"N",91,87,95.6,87,"*","*","*","*","*","*","*","*","*","*","*","*",240
"Putnam School District","=""1160011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""",08,"N",94,92,97.9,92,"*","*","*","*","*","*","*","*","*","*","*","*",231
"Putnam School District","=""1160011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""",10,"N",68,67,98.5,66,"*","*","*","*","*","*","*","*","*","*","*","*",234
"Putnam School District","=""1160011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""",10,"N",92,90,97.8,90,"*","*",14,15.6,38,42.2,20,22.2,"*","*","*","*",252
"Regional School District 04","=""2040012""",08,"N",162,162,100.0,162,"*","*","*","*",18,11.1,77,47.5,57,35.2,134,82.7,279
"Regional School District 04","=""2040012""",10,"N",155,154,99.4,154,"*","*","*","*",41,26.6,36,23.4,69,44.8,105,68.2,288
"Regional School District 05","=""2050012""",08,"N",378,374,98.9,374,20,5.3,13,3.5,45,12.0,189,50.5,107,28.6,296,79.1,275
"Regional School District 05","=""2050012""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""",10,"N",357,356,99.7,355,"*","*","*","*","*","*","*","*","*","*","*","*",296
"Regional School District 05","=""2050012""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""",05,"N",61,60,98.4,60,"*","*","*","*",10,16.7,22,36.7,19,31.7,41,68.3,271
"Regional School District 06","=""2060012""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""",10,"N",116,115,99.1,115,"*","*","*","*","*","*","*","*","*","*","*","*",261
"Regional School District 06","=""2060012""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""",08,"N",146,146,100.0,146,"*","*","*","*",8,5.5,69,47.3,63,43.2,132,90.4,292
"Regional School District 07","=""2070012""",10,"N",176,176,100.0,175,"*","*","*","*",45,25.7,47,26.9,71,40.6,118,67.4,283
"Regional School District 08","=""2080012""",08,"N",281,281,100.0,281,11,3.9,13,4.6,46,16.4,157,55.9,54,19.2,211,75.1,268
"Regional School District 08","=""2080012""",10,"N",276,271,98.2,271,6,2.2,9,3.3,71,26.2,86,31.7,99,36.5,185,68.3,283
"Regional School District 09","=""2090012""",10,"N",241,235,97.5,233,0,0.0,"*","*","*","*","*","*","*","*","*","*",297
"Regional School District 09","=""2090012""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""",08,"N",175,171,97.7,170,"*","*","*","*","*","*","*","*","*","*","*","*",267
"Regional School District 10","=""2100012""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""",08,"N",41,41,100.0,41,"*","*","*","*","*","*",25,61.0,"*","*","*","*",252
"Regional School District 11","=""2110012""",10,"N",29,29,100.0,29,"*","*","*","*",7,24.1,7,24.1,10,34.5,17,58.6,267
"Regional School District 12","=""2120012""",05,"N",36,36,100.0,36,"*","*","*","*","*","*",21,58.3,7,19.4,28,77.8,269
"Regional School District 12","=""2120012""",08,"N",63,63,100.0,63,"*","*","*","*","*","*","*","*","*","*","*","*",284
"Regional School District 12","=""2120012""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""",05,"N",139,138,99.3,138,"*","*","*","*",19,13.8,67,48.6,43,31.2,110,79.7,277
"Regional School District 13","=""2130012""",08,"N",156,155,99.4,155,"*","*","*","*",18,11.6,81,52.3,45,29.0,126,81.3,279
"Regional School District 13","=""2130012""",10,"N",126,123,97.6,123,"*","*","*","*",24,19.5,32,26.0,61,49.6,93,75.6,298
"Regional School District 14","=""2140012""",05,"N",128,128,100.0,128,"*","*","*","*",18,14.1,66,51.6,35,27.3,101,78.9,275
"Regional School District 14","=""2140012""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""",08,"N",102,101,99.0,101,"*","*","*","*",17,16.8,58,57.4,19,18.8,77,76.2,267
"Regional School District 14","=""2140012""",10,"N",193,192,99.5,192,"*","*","*","*",60,31.3,49,25.5,65,33.9,114,59.4,276
"Regional School District 15","=""2150012""",05,"N",282,282,100.0,282,"*","*","*","*","*","*","*","*","*","*","*","*",285
"Regional School District 15","=""2150012""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""",08,"N",350,348,99.4,348,"*","*","*","*","*","*","*","*","*","*","*","*",277
"Regional School District 15","=""2150012""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""",10,"N",288,281,97.6,281,"*","*","*","*","*","*","*","*","*","*","*","*",294
"Regional School District 15","=""2150012""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""",05,"N",162,159,98.1,159,"*","*","*","*",37,23.3,71,44.7,42,26.4,113,71.1,271
"Regional School District 16","=""2160012""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""",08,"N",194,191,98.5,191,11,5.8,13,6.8,31,16.2,107,56.0,29,15.2,136,71.2,260
"Regional School District 16","=""2160012""",10,"N",172,172,100.0,172,17,9.9,16,9.3,60,34.9,39,22.7,40,23.3,79,45.9,258
"Regional School District 17","=""2170012""",05,"N",185,183,98.9,183,"*","*","*","*","*","*","*","*","*","*","*","*",287
"Regional School District 17","=""2170012""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 17","=""2170012""",08,"N",188,185,98.4,185,9,4.9,9,4.9,19,10.3,89,48.1,59,31.9,148,80.0,277
"Regional School District 17","=""2170012""",10,"N",166,163,98.2,163,"*","*","*","*","*","*","*","*","*","*","*","*",293
"Regional School District 17","=""2170012""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""",05,"N",98,98,100.0,98,0,0.0,"*","*","*","*","*","*","*","*","*","*",285
"Regional School District 18","=""2180012""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""",08,"N",130,130,100.0,130,0,0.0,6,4.6,15,11.5,62,47.7,47,36.2,109,83.8,284
"Regional School District 18","=""2180012""",10,"N",118,118,100.0,117,"*","*","*","*",27,23.1,29,24.8,49,41.9,78,66.7,282
"Regional School District 19","=""2190012""",10,"N",295,291,98.6,291,"*","*","*","*","*","*","*","*","*","*","*","*",277
"Regional School District 19","=""2190012""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""",05,"N",409,409,100.0,409,"*","*","*","*",37,9.0,173,42.3,181,44.3,354,86.6,292
"Ridgefield School District","=""1180011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""",08,"N",412,411,99.8,411,9,2.2,7,1.7,32,7.8,208,50.6,155,37.7,363,88.3,286
"Ridgefield School District","=""1180011""",10,"N",427,404,94.6,404,0,0.0,"*","*","*","*","*","*","*","*","*","*",300
"Ridgefield School District","=""1180011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""",05,"N",180,179,99.4,179,"*","*","*","*",28,15.6,76,42.5,70,39.1,146,81.6,286
"Rocky Hill School District","=""1190011""",05,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""",08,"N",191,190,99.5,190,"*","*","*","*","*","*","*","*","*","*","*","*",278
"Rocky Hill School District","=""1190011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""",10,"N",174,172,98.9,172,"*","*","*","*","*","*","*","*","*","*","*","*",278
"Rocky Hill School District","=""1190011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Salem School District","=""1210011""",05,"N",55,55,100.0,55,"*","*","*","*","*","*",24,43.6,24,43.6,48,87.3,290
"Salem School District","=""1210011""",08,"N",36,36,100.0,36,"*","*","*","*",9,25.0,20,55.6,"*","*","*","*",268
"Salisbury School District","=""1220011""",05,"N",23,23,100.0,23,0,0.0,"*","*","*","*",13,56.5,"*","*","*","*",277
"Salisbury School District","=""1220011""",08,"N",28,28,100.0,28,"*","*",0,0.0,"*","*",15,53.6,11,39.3,26,92.9,287
"Scotland School District","=""1230011""",05,"N",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""",05,"N",172,172,100.0,172,6,3.5,20,11.6,37,21.5,78,45.3,31,18.0,109,63.4,260
"Seymour School District","=""1240011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""",05,"N",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""",08,"N",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""",05,"N",352,352,100.0,352,"*","*","*","*","*","*","*","*","*","*","*","*",276
"Shelton School District","=""1260011""",05,"Y",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""",08,"N",450,448,99.6,448,"*","*","*","*","*","*","*","*","*","*","*","*",269
"Shelton School District","=""1260011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""",10,"N",348,339,97.4,338,"*","*","*","*","*","*","*","*","*","*","*","*",268
"Shelton School District","=""1260011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sherman School District","=""1270011""",05,"N",37,36,97.3,36,"*","*","*","*",7,19.4,16,44.4,8,22.2,24,66.7,262
"Sherman School District","=""1270011""",08,"N",37,37,100.0,37,"*","*","*","*","*","*",24,64.9,7,18.9,31,83.8,269
"Sherman School District","=""1270011""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""",05,"N","*","*","*","*",0,0.0,"*","*","*","*","*","*",0,0.0,"*","*","*"
"Side By Side Charter School District","=""2700013""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""",08,"N",21,21,100.0,21,"*","*","*","*",9,42.9,"*","*","*","*","*","*",238
"Simsbury School District","=""1280011""",05,"N",290,287,99.0,287,"*","*","*","*","*","*","*","*","*","*","*","*",293
"Simsbury School District","=""1280011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""",08,"N",355,352,99.2,352,"*","*","*","*","*","*","*","*","*","*","*","*",282
"Simsbury School District","=""1280011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""",10,"N",331,329,99.4,328,6,1.8,7,2.1,38,11.6,61,18.6,216,65.9,277,84.5,308
"Somers School District","=""1290011""",05,"N",103,102,99.0,102,0,0.0,"*","*","*","*",44,43.1,44,43.1,88,86.3,291
"Somers School District","=""1290011""",08,"N",115,114,99.1,114,"*","*","*","*",20,17.5,59,51.8,24,21.1,83,72.8,267
"Somers School District","=""1290011""",10,"N",122,120,98.4,120,"*","*","*","*",35,29.2,19,15.8,54,45.0,73,60.8,284
"South Windsor School District","=""1320011""",05,"N",316,312,98.7,312,6,1.9,11,3.5,43,13.8,149,47.8,103,33.0,252,80.8,281
"South Windsor School District","=""1320011""",05,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""",10,"N",330,324,98.2,324,"*","*","*","*","*","*","*","*","*","*","*","*",302
"South Windsor School District","=""1320011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""",05,"N",547,543,99.3,543,15,2.8,34,6.3,72,13.3,282,51.9,140,25.8,422,77.7,274
"Southington School District","=""1310011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""",08,"N",558,555,99.5,555,"*","*","*","*","*","*","*","*","*","*","*","*",263
"Southington School District","=""1310011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""",10,"N",537,525,97.8,524,"*","*","*","*","*","*","*","*","*","*","*","*",283
"Southington School District","=""1310011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sprague School District","=""1330011""",05,"N",35,35,100.0,35,"*","*","*","*",7,20.0,12,34.3,11,31.4,23,65.7,274
"Sprague School District","=""1330011""",08,"N",42,42,100.0,42,0,0.0,"*","*","*","*",27,64.3,9,21.4,36,85.7,270
"Stafford School District","=""1340011""",05,"N",112,112,100.0,112,"*","*","*","*","*","*","*","*","*","*","*","*",257
"Stafford School District","=""1340011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stafford School District","=""1340011""",08,"N",115,115,100.0,115,"*","*","*","*",20,17.4,58,50.4,29,25.2,87,75.7,272
"Stafford School District","=""1340011""",10,"N",94,89,94.7,89,"*","*","*","*",24,27.0,20,22.5,35,39.3,55,61.8,276
"Stamford Academy District","=""2820013""",10,"N",44,39,88.6,39,25,64.1,"*","*","*","*",0,0.0,0,0.0,0,0.0,184
"Stamford School District","=""1350011""",05,"N",971,967,99.6,967,57,5.9,106,11.0,224,23.2,404,41.8,176,18.2,580,60.0,257
"Stamford School District","=""1350011""",05,"Y",191,191,100.0,191,61,31.9,44,23.0,56,29.3,"*","*","*","*",30,15.7,206
"Stamford School District","=""1350011""",08,"N",999,982,98.3,982,122,12.4,84,8.6,163,16.6,457,46.5,156,15.9,613,62.4,256
"Stamford School District","=""1350011""",08,"Y",114,114,100.0,114,86,75.4,"*","*",14,12.3,"*","*",0,0.0,"*","*",185
"Stamford School District","=""1350011""",10,"N",932,909,97.5,907,109,12.0,148,16.3,317,35.0,165,18.2,168,18.5,333,36.7,248
"Stamford School District","=""1350011""",10,"Y",179,167,93.3,165,121,73.3,34,20.6,10,6.1,0,0.0,0,0.0,0,0.0,176
"Sterling School District","=""1360011""",05,"N",50,49,98.0,49,"*","*","*","*",15,30.6,20,40.8,6,12.2,26,53.1,254
"Sterling School District","=""1360011""",08,"N",56,56,100.0,56,12,21.4,"*","*",13,23.2,23,41.1,"*","*","*","*",236
"Sterling School District","=""1360011""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""",05,"N",153,150,98.0,150,"*","*","*","*",18,12.0,66,44.0,56,37.3,122,81.3,280
"Stonington School District","=""1370011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""",08,"N",177,175,98.9,175,"*","*","*","*","*","*","*","*","*","*","*","*",274
"Stonington School District","=""1370011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""",10,"N",182,180,98.9,180,"*","*","*","*",56,31.1,48,26.7,59,32.8,107,59.4,275
"Stratford School District","=""1380011""",05,"N",487,484,99.4,484,43,8.9,70,14.5,98,20.2,214,44.2,59,12.2,273,56.4,248
"Stratford School District","=""1380011""",05,"Y",31,29,93.5,29,"*","*",9,31.0,10,34.5,"*","*",0,0.0,"*","*",219
"Stratford School District","=""1380011""",08,"N",524,520,99.2,520,70,13.5,64,12.3,114,21.9,223,42.9,49,9.4,272,52.3,247
"Stratford School District","=""1380011""",08,"Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""",10,"N",501,482,96.2,479,30,6.3,66,13.8,185,38.6,113,23.6,85,17.7,198,41.3,254
"Stratford School District","=""1380011""",10,"Y",21,21,100.0,21,12,57.1,"*","*","*","*",0,0.0,0,0.0,0,0.0,185
"Suffield School District","=""1390011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Suffield School District","=""1390011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Suffield School District","=""1390011""",08,"N",183,182,99.5,182,"*","*","*","*","*","*","*","*","*","*","*","*",268
"Suffield School District","=""1390011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Suffield School District","=""1390011""",10,"N",203,197,97.0,197,"*","*","*","*",43,21.8,47,23.9,95,48.2,142,72.1,290
"The Bridge Academy District","=""2690013""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"The Bridge Academy District","=""2690013""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"The Bridge Academy District","=""2690013""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""",05,"N",74,74,100.0,74,"*","*","*","*",9,12.2,40,54.1,17,23.0,57,77.0,270
"Thomaston School District","=""1400011""",08,"N",70,70,100.0,70,6,8.6,6,8.6,14,20.0,36,51.4,8,11.4,44,62.9,257
