"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades, Special Education Status (SWD)"

"",,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Milford School District","=""0840011""",08,"N",431,425,98.6,425,14,3.3,33,7.8,80,18.8,250,58.8,48,11.3,298,70.1,260
"Milford School District","=""0840011""",08,"Y",63,61,96.8,61,17,27.9,17,27.9,10,16.4,17,27.9,0,0.0,17,27.9,221
"Milford School District","=""0840011""",10,"N",396,395,99.7,394,13,3.3,32,8.1,165,41.9,102,25.9,82,20.8,184,46.7,264
"Milford School District","=""0840011""",10,"Y",52,45,86.5,43,13,30.2,17,39.5,"*","*",0,0.0,"*","*","*","*",204
"Monroe School District","=""0850011""",05,"N",200,200,100.0,200,0,0.0,0,0.0,9,4.5,85,42.5,106,53.0,191,95.5,303
"Monroe School District","=""0850011""",05,"Y",27,27,100.0,27,"*","*","*","*","*","*",13,48.1,"*","*","*","*",238
"Monroe School District","=""0850011""",08,"N",232,232,100.0,232,"*","*","*","*",18,7.8,139,59.9,64,27.6,203,87.5,279
"Monroe School District","=""0850011""",08,"Y",22,22,100.0,22,"*","*","*","*","*","*",9,40.9,"*","*","*","*",232
"Monroe School District","=""0850011""",10,"N",275,274,99.6,272,"*","*","*","*",46,16.9,72,26.5,148,54.4,220,80.9,300
"Monroe School District","=""0850011""",10,"Y",24,23,95.8,23,"*","*","*","*",9,39.1,"*","*","*","*","*","*",240
"Montville School District","=""0860011""",05,"N",159,159,100.0,159,0,0.0,11,6.9,32,20.1,78,49.1,38,23.9,116,73.0,273
"Montville School District","=""0860011""",05,"Y",25,25,100.0,25,"*","*",6,24.0,"*","*",11,44.0,"*","*","*","*",235
"Montville School District","=""0860011""",08,"N",157,156,99.4,156,"*","*","*","*",20,12.8,86,55.1,40,25.6,126,80.8,274
"Montville School District","=""0860011""",08,"Y",28,27,96.4,27,"*","*",6,22.2,"*","*","*","*","*","*","*","*",211
"Montville School District","=""0860011""",10,"N",168,165,98.2,165,6,3.6,7,4.2,51,30.9,40,24.2,61,37.0,101,61.2,279
"Montville School District","=""0860011""",10,"Y",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""",05,"N",257,257,100.0,257,14,5.4,38,14.8,80,31.1,113,44.0,12,4.7,125,48.6,244
"Naugatuck School District","=""0880011""",05,"Y",44,44,100.0,44,23,52.3,"*","*",10,22.7,"*","*",0,0.0,"*","*",186
"Naugatuck School District","=""0880011""",08,"N",279,278,99.6,278,27,9.7,38,13.7,53,19.1,133,47.8,27,9.7,160,57.6,249
"Naugatuck School District","=""0880011""",08,"Y",55,54,98.2,54,22,40.7,17,31.5,6,11.1,9,16.7,0,0.0,9,16.7,209
"Naugatuck School District","=""0880011""",10,"N",255,246,96.5,245,17,6.9,55,22.4,103,42.0,39,15.9,31,12.7,70,28.6,242
"Naugatuck School District","=""0880011""",10,"Y",43,39,90.7,39,20,51.3,11,28.2,"*","*",0,0.0,"*","*","*","*",195
"New Beginnings Inc., Family Academy District","=""2800013""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""",08,"N",23,22,95.7,22,"*","*","*","*","*","*","*","*",0,0.0,"*","*",232
"New Beginnings Inc., Family Academy District","=""2800013""",08,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""",05,"N",651,644,98.9,644,143,22.2,139,21.6,183,28.4,153,23.8,26,4.0,179,27.8,221
"New Britain School District","=""0890011""",05,"Y",137,133,97.1,133,95,71.4,25,18.8,"*","*","*","*",0,0.0,"*","*",170
"New Britain School District","=""0890011""",08,"N",517,513,99.2,513,177,34.5,89,17.3,99,19.3,137,26.7,11,2.1,148,28.8,219
"New Britain School District","=""0890011""",08,"Y",101,97,96.0,97,87,89.7,"*","*","*","*",0,0.0,0,0.0,0,0.0,176
"New Britain School District","=""0890011""",10,"N",467,433,92.7,428,143,33.4,105,24.5,114,26.6,44,10.3,22,5.1,66,15.4,215
"New Britain School District","=""0890011""",10,"Y",72,64,88.9,62,50,80.6,"*","*","*","*",0,0.0,0,0.0,0,0.0,168
"New Canaan School District","=""0900011""",05,"N",312,311,99.7,311,0,0.0,"*","*","*","*",124,39.9,172,55.3,296,95.2,306
"New Canaan School District","=""0900011""",05,"Y",31,30,96.8,30,"*","*","*","*",13,43.3,9,30.0,"*","*","*","*",236
"New Canaan School District","=""0900011""",08,"N",266,266,100.0,266,"*","*","*","*",11,4.1,124,46.6,"*","*","*","*",293
"New Canaan School District","=""0900011""",08,"Y",36,35,97.2,35,"*","*","*","*",9,25.7,16,45.7,"*","*","*","*",250
"New Canaan School District","=""0900011""",10,"N",273,271,99.3,271,"*","*","*","*",33,12.2,82,30.3,152,56.1,234,86.3,301
"New Canaan School District","=""0900011""",10,"Y",46,43,93.5,42,"*","*","*","*",24,57.1,"*","*",10,23.8,"*","*",260
"New Fairfield School District","=""0910011""",05,"N",141,139,98.6,139,"*","*","*","*","*","*","*","*","*","*","*","*",269
"New Fairfield School District","=""0910011""",05,"Y",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""",08,"N",178,175,98.3,175,"*","*","*","*","*","*","*","*","*","*","*","*",280
"New Fairfield School District","=""0910011""",08,"Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""",10,"N",200,199,99.5,199,"*","*","*","*",61,30.7,58,29.1,71,35.7,129,64.8,281
"New Fairfield School District","=""0910011""",10,"Y",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Hartford School District","=""0920011""",05,"N",59,59,100.0,59,0,0.0,"*","*","*","*","*","*","*","*","*","*",277
"New Hartford School District","=""0920011""",05,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""",05,"N",1265,1260,99.6,1260,256,20.3,342,27.1,306,24.3,263,20.9,93,7.4,356,28.3,223
"New Haven School District","=""0930011""",05,"Y",200,199,99.5,199,133,66.8,32,16.1,26,13.1,8,4.0,0,0.0,8,4.0,180
"New Haven School District","=""0930011""",08,"N",1215,1205,99.2,1205,357,29.6,207,17.2,260,21.6,316,26.2,65,5.4,381,31.6,227
"New Haven School District","=""0930011""",08,"Y",211,209,99.1,209,145,69.4,23,11.0,28,13.4,"*","*","*","*",13,6.2,194
"New Haven School District","=""0930011""",10,"N",1262,1134,89.9,1109,227,20.5,270,24.3,358,32.3,140,12.6,114,10.3,254,22.9,229
"New Haven School District","=""0930011""",10,"Y",225,173,76.9,166,105,63.3,40,24.1,14,8.4,"*","*","*","*",7,4.2,187
"New London School District","=""0950011""",05,"N",228,226,99.1,226,27,11.9,46,20.4,50,22.1,72,31.9,31,13.7,103,45.6,242
"New London School District","=""0950011""",05,"Y",52,51,98.1,51,23,45.1,14,27.5,7,13.7,"*","*","*","*",7,13.7,197
"New London School District","=""0950011""",08,"N",155,153,98.7,153,46,30.1,"*","*",30,19.6,49,32.0,"*","*","*","*",227
"New London School District","=""0950011""",08,"Y",32,27,84.4,27,20,74.1,"*","*","*","*","*","*",0,0.0,"*","*",182
"New London School District","=""0950011""",10,"N",196,186,94.9,186,37,19.9,35,18.8,62,33.3,22,11.8,30,16.1,52,28.0,235
"New London School District","=""0950011""",10,"Y",45,34,75.6,32,19,59.4,8,25.0,"*","*","*","*",0,0.0,"*","*",184
"New Milford School District","=""0960011""",05,"N",294,292,99.3,292,"*","*",16,5.5,68,23.3,145,49.7,"*","*","*","*",267
"New Milford School District","=""0960011""",05,"Y",40,40,100.0,40,"*","*",6,15.0,8,20.0,12,30.0,"*","*","*","*",221
"New Milford School District","=""0960011""",08,"N",295,295,100.0,295,6,2.0,10,3.4,41,13.9,178,60.3,60,20.3,238,80.7,272
"New Milford School District","=""0960011""",08,"Y",61,61,100.0,60,15,25.0,16,26.7,15,25.0,"*","*","*","*",14,23.3,224
"New Milford School District","=""0960011""",10,"N",316,306,96.8,305,"*","*",14,4.6,93,30.5,"*","*","*","*","*","*",280
"New Milford School District","=""0960011""",10,"Y",45,37,82.2,37,"*","*",7,18.9,17,45.9,"*","*","*","*","*","*",227
"Newington School District","=""0940011""",05,"N",266,266,100.0,266,"*","*","*","*",61,22.9,126,47.4,57,21.4,183,68.8,267
"Newington School District","=""0940011""",05,"Y",43,42,97.7,42,9,21.4,7,16.7,12,28.6,14,33.3,0,0.0,14,33.3,222
"Newington School District","=""0940011""",08,"N",289,288,99.7,288,8,2.8,14,4.9,53,18.4,152,52.8,61,21.2,213,74.0,270
"Newington School District","=""0940011""",08,"Y",31,31,100.0,31,10,32.3,"*","*","*","*",11,35.5,"*","*","*","*",229
"Newington School District","=""0940011""",10,"N",248,248,100.0,248,"*","*","*","*",94,37.9,68,27.4,64,25.8,132,53.2,269
"Newington School District","=""0940011""",10,"Y",50,47,94.0,47,"*","*",11,23.4,14,29.8,"*","*","*","*","*","*",206
"Newtown School District","=""0970011""",05,"N",297,296,99.7,296,0,0.0,10,3.4,41,13.9,186,62.8,59,19.9,245,82.8,275
"Newtown School District","=""0970011""",05,"Y",43,43,100.0,43,6,14.0,11,25.6,12,27.9,14,32.6,0,0.0,14,32.6,228
"Newtown School District","=""0970011""",08,"N",389,387,99.5,387,"*","*",13,3.4,"*","*",219,56.6,"*","*","*","*",281
"Newtown School District","=""0970011""",08,"Y",24,23,95.8,23,"*","*",6,26.1,"*","*",8,34.8,"*","*","*","*",254
"Newtown School District","=""0970011""",10,"N",384,382,99.5,382,"*","*","*","*",58,15.2,88,23.0,229,59.9,317,83.0,302
"Newtown School District","=""0970011""",10,"Y",32,30,93.8,30,"*","*","*","*",12,40.0,"*","*","*","*","*","*",243
"Norfolk School District","=""0980011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""",05,"N",122,122,100.0,122,"*","*","*","*",24,19.7,72,59.0,19,15.6,91,74.6,266
"North Branford School District","=""0990011""",05,"Y",22,21,95.5,21,"*","*",10,47.6,7,33.3,"*","*",0,0.0,"*","*",214
"North Branford School District","=""0990011""",08,"N",135,132,97.8,132,"*","*","*","*",17,12.9,79,59.8,26,19.7,105,79.5,270
"North Branford School District","=""0990011""",08,"Y",22,22,100.0,22,"*","*","*","*",6,27.3,"*","*",0,0.0,"*","*",209
"North Branford School District","=""0990011""",10,"N",126,124,98.4,124,"*","*","*","*",28,22.6,39,31.5,53,42.7,92,74.2,292
"North Branford School District","=""0990011""",10,"Y",24,23,95.8,23,"*","*","*","*",8,34.8,"*","*","*","*","*","*",221
"North Canaan School District","=""1000011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""",05,"N",200,199,99.5,199,"*","*","*","*",45,22.6,103,51.8,36,18.1,139,69.8,267
"North Haven School District","=""1010011""",05,"Y",29,29,100.0,29,9,31.0,10,34.5,6,20.7,"*","*","*","*","*","*",207
"North Haven School District","=""1010011""",08,"N",251,250,99.6,250,9,3.6,"*","*",50,20.0,"*","*","*","*","*","*",262
"North Haven School District","=""1010011""",08,"Y",23,23,100.0,23,6,26.1,"*","*",8,34.8,"*","*","*","*","*","*",226
"North Haven School District","=""1010011""",10,"N",231,226,97.8,226,"*","*","*","*",70,31.0,53,23.5,85,37.6,138,61.1,280
"North Haven School District","=""1010011""",10,"Y",21,18,85.7,17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""",05,"N","*","*","*","*",0,0.0,0,0.0,"*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""",08,"N",44,44,100.0,44,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",287
"North Stonington School District","=""1020011""",08,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""",05,"N",712,710,99.7,710,50,7.0,74,10.4,167,23.5,289,40.7,130,18.3,419,59.0,256
"Norwalk School District","=""1030011""",05,"Y",112,111,99.1,111,41,36.9,32,28.8,22,19.8,"*","*","*","*",16,14.4,200
"Norwalk School District","=""1030011""",08,"N",696,696,100.0,696,80,11.5,79,11.4,129,18.5,307,44.1,101,14.5,408,58.6,254
"Norwalk School District","=""1030011""",08,"Y",104,101,97.1,101,56,55.4,19,18.8,18,17.8,"*","*","*","*",8,7.9,201
"Norwalk School District","=""1030011""",10,"N",776,754,97.2,752,86,11.4,111,14.8,271,36.0,152,20.2,132,17.6,284,37.8,249
"Norwalk School District","=""1030011""",10,"Y",86,79,91.9,78,28,35.9,18,23.1,23,29.5,"*","*","*","*",9,11.5,211
"Norwich Free Academy District","=""9010022""",10,"N",508,496,97.6,495,"*","*",71,14.3,156,31.5,"*","*",114,23.0,"*","*",254
"Norwich Free Academy District","=""9010022""",10,"Y",50,48,96.0,47,27,57.4,12,25.5,"*","*","*","*",0,0.0,"*","*",188
"Norwich School District","=""1040011""",05,"N",297,297,100.0,297,27,9.1,45,15.2,82,27.6,112,37.7,31,10.4,143,48.1,244
"Norwich School District","=""1040011""",05,"Y",63,56,88.9,55,33,60.0,10,18.2,"*","*","*","*",0,0.0,"*","*",181
"Norwich School District","=""1040011""",08,"N",324,324,100.0,324,64,19.8,50,15.4,80,24.7,120,37.0,10,3.1,130,40.1,234
"Norwich School District","=""1040011""",08,"Y",58,55,94.8,55,38,69.1,9,16.4,"*","*","*","*",0,0.0,"*","*",191
"Norwich School District","=""1040011""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""",05,"N",81,81,100.0,81,0,0.0,"*","*","*","*","*","*","*","*","*","*",278
"Old Saybrook School District","=""1060011""",05,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""",08,"N",106,106,100.0,106,0,0.0,"*","*","*","*","*","*","*","*","*","*",276
"Old Saybrook School District","=""1060011""",08,"Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""",10,"N",92,92,100.0,92,"*","*","*","*","*","*","*","*","*","*","*","*",287
"Old Saybrook School District","=""1060011""",10,"Y",18,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Orange School District","=""1070011""",05,"N",158,157,99.4,157,"*","*","*","*",11,7.0,81,51.6,62,39.5,143,91.1,290
"Orange School District","=""1070011""",05,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""",05,"N",149,149,100.0,149,"*","*","*","*",17,11.4,75,50.3,53,35.6,128,85.9,286
"Oxford School District","=""1080011""",05,"Y",25,25,100.0,25,0,0.0,"*","*",9,36.0,7,28.0,"*","*","*","*",248
"Oxford School District","=""1080011""",08,"N",148,148,100.0,148,"*","*","*","*",27,18.2,76,51.4,33,22.3,109,73.6,272
"Oxford School District","=""1080011""",08,"Y",19,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""",10,"N",125,125,100.0,124,"*","*","*","*",34,27.4,28,22.6,58,46.8,86,69.4,290
"Oxford School District","=""1080011""",10,"Y",16,16,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Park City Prep Charter School District","=""2830013""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Park City Prep Charter School District","=""2830013""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Park City Prep Charter School District","=""2830013""",08,"N",77,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Park City Prep Charter School District","=""2830013""",08,"Y",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""",10,"N",38,16,42.1,13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""",10,"Y",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""",05,"N",136,135,99.3,135,"*","*",13,9.6,36,26.7,"*","*","*","*","*","*",257
"Plainfield School District","=""1090011""",05,"Y",27,27,100.0,27,"*","*",7,25.9,7,25.9,"*","*","*","*","*","*",206
"Plainfield School District","=""1090011""",08,"N",167,166,99.4,166,8,4.8,20,12.0,33,19.9,87,52.4,18,10.8,105,63.3,257
"Plainfield School District","=""1090011""",08,"Y",19,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""",10,"N",143,141,98.6,141,18,12.8,26,18.4,59,41.8,23,16.3,15,10.6,38,27.0,241
"Plainfield School District","=""1090011""",10,"Y",27,22,81.5,21,13,61.9,"*","*","*","*",0,0.0,0,0.0,0,0.0,184
"Plainville School District","=""1100011""",05,"N",145,145,100.0,145,"*","*","*","*",25,17.2,85,58.6,26,17.9,111,76.6,268
"Plainville School District","=""1100011""",05,"Y",23,23,100.0,23,"*","*",9,39.1,"*","*","*","*",0,0.0,"*","*",212
"Plainville School District","=""1100011""",08,"N",152,150,98.7,150,7,4.7,7,4.7,17,11.3,76,50.7,43,28.7,119,79.3,274
"Plainville School District","=""1100011""",08,"Y",20,20,100.0,20,11,55.0,"*","*","*","*","*","*",0,0.0,"*","*",207
"Plainville School District","=""1100011""",10,"N",144,140,97.2,140,"*","*","*","*","*","*","*","*",35,25.0,"*","*",265
"Plainville School District","=""1100011""",10,"Y",25,23,92.0,23,"*","*","*","*","*","*","*","*",0,0.0,"*","*",192
"Plymouth School District","=""1110011""",05,"N",91,91,100.0,91,"*","*","*","*",13,14.3,50,54.9,21,23.1,71,78.0,271
"Plymouth School District","=""1110011""",05,"Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plymouth School District","=""1110011""",08,"N",93,92,98.9,92,"*","*","*","*","*","*","*","*","*","*","*","*",252
"Plymouth School District","=""1110011""",08,"Y",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plymouth School District","=""1110011""",10,"N",111,109,98.2,109,6,5.5,20,18.3,38,34.9,29,26.6,16,14.7,45,41.3,249
"Plymouth School District","=""1110011""",10,"Y",19,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Pomfret School District","=""1120011""",05,"N",47,47,100.0,47,0,0.0,"*","*","*","*","*","*","*","*","*","*",284
"Pomfret School District","=""1120011""",05,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Pomfret School District","=""1120011""",08,"N",46,46,100.0,46,0,0.0,"*","*","*","*","*","*","*","*","*","*",275
"Pomfret School District","=""1120011""",08,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""",05,"N",100,99,99.0,99,"*","*","*","*","*","*","*","*","*","*","*","*",275
"Portland School District","=""1130011""",05,"Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""",08,"N",97,97,100.0,97,"*","*","*","*","*","*","*","*","*","*","*","*",280
"Portland School District","=""1130011""",08,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""",10,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Preston School District","=""1140011""",05,"N",37,36,97.3,36,"*","*","*","*","*","*",18,50.0,9,25.0,27,75.0,271
"Preston School District","=""1140011""",05,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Preston School District","=""1140011""",08,"N",43,43,100.0,43,"*","*",0,0.0,"*","*",23,53.5,13,30.2,36,83.7,278
"Preston School District","=""1140011""",08,"Y",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""",05,"N",84,80,95.2,80,7,8.8,10,12.5,22,27.5,33,41.3,8,10.0,41,51.3,245
"Putnam School District","=""1160011""",05,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""",08,"N",78,78,100.0,78,13,16.7,"*","*",18,23.1,36,46.2,"*","*","*","*",239
"Putnam School District","=""1160011""",08,"Y",17,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""",10,"N",54,54,100.0,53,7,13.2,7,13.2,24,45.3,8,15.1,7,13.2,15,28.3,242
"Putnam School District","=""1160011""",10,"Y",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""",08,"N",100,98,98.0,98,0,0.0,"*","*","*","*","*","*","*","*","*","*",287
"Redding School District","=""1170011""",08,"Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""",10,"N",75,73,97.3,73,"*","*","*","*",32,43.8,19,26.0,13,17.8,32,43.8,262
"Regional School District 01","=""2010012""",10,"Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""",08,"N",144,144,100.0,144,"*","*","*","*",11,7.6,72,50.0,57,39.6,129,89.6,285
"Regional School District 04","=""2040012""",08,"Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""",10,"N",136,135,99.3,135,0,0.0,"*","*","*","*",34,25.2,67,49.6,101,74.8,295
"Regional School District 04","=""2040012""",10,"Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""",08,"N",340,337,99.1,337,"*","*","*","*",32,9.5,185,54.9,108,32.0,293,86.9,282
"Regional School District 05","=""2050012""",08,"Y",41,40,97.6,40,13,32.5,8,20.0,13,32.5,6,15.0,0,0.0,6,15.0,218
"Regional School District 05","=""2050012""",10,"N",325,324,99.7,323,"*","*","*","*",51,15.8,81,25.1,185,57.3,266,82.4,301
"Regional School District 05","=""2050012""",10,"Y",35,35,100.0,35,"*","*","*","*",18,51.4,"*","*","*","*","*","*",246
"Regional School District 06","=""2060012""",05,"N",47,47,100.0,47,0,0.0,"*","*","*","*",22,46.8,18,38.3,40,85.1,288
"Regional School District 06","=""2060012""",05,"Y",14,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""",08,"N",67,65,97.0,65,"*","*","*","*","*","*","*","*","*","*","*","*",274
"Regional School District 06","=""2060012""",08,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""",10,"N",94,93,98.9,93,"*","*","*","*",32,34.4,27,29.0,23,24.7,50,53.8,269
"Regional School District 06","=""2060012""",10,"Y",23,23,100.0,23,"*","*",7,30.4,7,30.4,"*","*","*","*","*","*",229
"Regional School District 07","=""2070012""",08,"N",127,127,100.0,127,0,0.0,"*","*","*","*",62,48.8,59,46.5,121,95.3,297
"Regional School District 07","=""2070012""",08,"Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""",10,"N",161,161,100.0,161,0,0.0,6,3.7,40,24.8,45,28.0,70,43.5,115,71.4,288
"Regional School District 07","=""2070012""",10,"Y",15,15,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""",08,"N",249,249,100.0,249,"*","*","*","*",38,15.3,148,59.4,54,21.7,202,81.1,273
"Regional School District 08","=""2080012""",08,"Y",32,32,100.0,32,"*","*","*","*",8,25.0,9,28.1,0,0.0,9,28.1,227
"Regional School District 08","=""2080012""",10,"N",252,248,98.4,248,"*","*","*","*",64,25.8,82,33.1,96,38.7,178,71.8,287
"Regional School District 08","=""2080012""",10,"Y",24,23,95.8,23,"*","*","*","*",7,30.4,"*","*","*","*","*","*",238
"Regional School District 09","=""2090012""",10,"N",221,218,98.6,216,0,0.0,"*","*","*","*",51,23.6,121,56.0,172,79.6,300
"Regional School District 09","=""2090012""",10,"Y",21,17,81.0,17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""",05,"N",169,168,99.4,168,0,0.0,"*","*","*","*","*","*","*","*","*","*",269
"Regional School District 10","=""2100012""",05,"Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""",08,"N",158,156,98.7,156,"*","*","*","*",26,16.7,95,60.9,29,18.6,124,79.5,271
"Regional School District 10","=""2100012""",08,"Y",18,16,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""",10,"N",179,179,100.0,179,"*","*","*","*",36,20.1,"*","*","*","*","*","*",295
"Regional School District 10","=""2100012""",10,"Y",22,22,100.0,22,"*","*","*","*",7,31.8,"*","*","*","*","*","*",217
"Regional School District 11","=""2110012""",08,"N",34,34,100.0,34,"*","*","*","*","*","*","*","*","*","*","*","*",258
"Regional School District 11","=""2110012""",08,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""",10,"N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""",10,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""",05,"N",28,28,100.0,28,0,0.0,"*","*",0,0.0,20,71.4,"*","*","*","*",285
"Regional School District 12","=""2120012""",05,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""",08,"N",54,54,100.0,54,0,0.0,0,0.0,"*","*",28,51.9,"*","*","*","*",293
