"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades Combined, Free/Reduced Price Meal Elig"

"",,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",
"Stratford School District","=""1380011""","R",170,169,99.4,169,14,8.3,26,15.4,53,31.4,56,33.1,20,11.8,76,45.0
"Suffield School District","=""1390011""","F",51,46,90.2,46,8,17.4,"*","*",12,26.1,16,34.8,"*","*","*","*"
"Suffield School District","=""1390011""","N",473,469,99.2,469,10,2.1,25,5.3,82,17.5,192,40.9,160,34.1,352,75.1
"Suffield School District","=""1390011""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","F",69,69,100.0,69,26,37.7,20,29.0,13,18.8,10,14.5,0,0.0,10,14.5
"The Bridge Academy District","=""2690013""","N",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","R",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","F",56,56,100.0,56,11,19.6,"*","*",16,28.6,17,30.4,"*","*","*","*"
"The Gilbert School District","=""9020022""","N",103,102,99.0,102,13,12.7,17,16.7,28,27.5,30,29.4,14,13.7,44,43.1
"The Gilbert School District","=""9020022""","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","F",26,26,100.0,26,"*","*","*","*","*","*",14,53.8,"*","*","*","*"
"Thomaston School District","=""1400011""","N",155,155,100.0,155,"*","*","*","*",37,23.9,69,44.5,33,21.3,102,65.8
"Thomaston School District","=""1400011""","R",20,20,100.0,20,"*","*","*","*","*","*",7,35.0,"*","*","*","*"
"Thompson School District","=""1410011""","F",65,65,100.0,65,15,23.1,"*","*",19,29.2,17,26.2,"*","*","*","*"
"Thompson School District","=""1410011""","N",149,146,98.0,146,7,4.8,12,8.2,47,32.2,60,41.1,20,13.7,80,54.8
"Thompson School District","=""1410011""","R",24,23,95.8,23,"*","*","*","*","*","*",10,43.5,"*","*","*","*"
"Tolland School District","=""1420011""","F",32,32,100.0,32,"*","*","*","*",8,25.0,13,40.6,"*","*","*","*"
"Tolland School District","=""1420011""","N",587,587,100.0,587,14,2.4,17,2.9,77,13.1,284,48.4,195,33.2,479,81.6
"Tolland School District","=""1420011""","R",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","F",392,367,93.6,367,62,16.9,62,16.9,95,25.9,125,34.1,23,6.3,148,40.3
"Torrington School District","=""1430011""","N",478,465,97.3,464,29,6.3,43,9.3,99,21.3,218,47.0,75,16.2,293,63.1
"Torrington School District","=""1430011""","R",89,87,97.8,87,6,6.9,14,16.1,19,21.8,34,39.1,14,16.1,48,55.2
"Trailblazers Academy District","=""2780013""","F","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Trailblazers Academy District","=""2780013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","F",108,104,96.3,104,"*","*","*","*",29,27.9,32,30.8,27,26.0,59,56.7
"Trumbull School District","=""1440011""","N",1363,1353,99.3,1353,30,2.2,34,2.5,176,13.0,491,36.3,622,46.0,1113,82.3
"Trumbull School District","=""1440011""","R",48,48,100.0,48,0,0.0,"*","*",12,25.0,20,41.7,"*","*","*","*"
"Unified School District #2","=""3470015""","F",55,49,89.1,48,27,56.3,7,14.6,14,29.2,0,0.0,0,0.0,0,0.0
"Unified School District #2","=""3470015""","N",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","F",259,254,98.1,254,50,19.7,61,24.0,64,25.2,66,26.0,13,5.1,79,31.1
"Vernon School District","=""1460011""","N",350,350,100.0,349,20,5.7,36,10.3,87,24.9,150,43.0,56,16.0,206,59.0
"Vernon School District","=""1460011""","R",34,34,100.0,34,"*","*",6,17.6,8,23.5,15,44.1,"*","*","*","*"
"Voluntown School District","=""1470011""","F",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*"
"Voluntown School District","=""1470011""","N",46,46,100.0,46,"*","*","*","*","*","*",31,67.4,"*","*","*","*"
"Voluntown School District","=""1470011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","F",213,208,97.7,208,16,7.7,30,14.4,61,29.3,83,39.9,18,8.7,101,48.6
"Wallingford School District","=""1480011""","N",1138,1130,99.3,1130,43,3.8,61,5.4,254,22.5,488,43.2,284,25.1,772,68.3
"Wallingford School District","=""1480011""","R",45,45,100.0,45,"*","*",6,13.3,16,35.6,18,40.0,"*","*","*","*"
"Waterbury School District","=""1510011""","F",2827,2785,98.5,2772,1005,36.3,598,21.6,653,23.6,456,16.5,60,2.2,516,18.6
"Waterbury School District","=""1510011""","N",860,843,98.0,840,198,23.6,142,16.9,209,24.9,225,26.8,66,7.9,291,34.6
"Waterbury School District","=""1510011""","R",317,314,99.1,314,59,18.8,60,19.1,83,26.4,90,28.7,22,7.0,112,35.7
"Waterford School District","=""1520011""","F",112,107,95.5,107,15,14.0,13,12.1,36,33.6,33,30.8,10,9.3,43,40.2
"Waterford School District","=""1520011""","N",507,504,99.4,504,23,4.6,19,3.8,103,20.4,236,46.8,123,24.4,359,71.2
"Waterford School District","=""1520011""","R",25,25,100.0,25,"*","*","*","*","*","*",10,40.0,"*","*","*","*"
"Watertown School District","=""1530011""","F",135,130,96.3,130,14,10.8,14,10.8,34,26.2,55,42.3,13,10.0,68,52.3
"Watertown School District","=""1530011""","N",465,461,99.1,461,17,3.7,32,6.9,113,24.5,207,44.9,92,20.0,299,64.9
"Watertown School District","=""1530011""","R",44,44,100.0,44,"*","*","*","*",12,27.3,18,40.9,6,13.6,24,54.5
"West Hartford School District","=""1550011""","F",368,359,97.6,359,55,15.3,54,15.0,80,22.3,120,33.4,50,13.9,170,47.4
"West Hartford School District","=""1550011""","N",1708,1699,99.5,1699,35,2.1,56,3.3,217,12.8,662,39.0,729,42.9,1391,81.9
"West Hartford School District","=""1550011""","R",90,88,97.8,88,"*","*","*","*",22,25.0,34,38.6,20,22.7,54,61.4
"West Haven School District","=""1560011""","F",730,716,98.1,714,129,18.1,123,17.2,208,29.1,194,27.2,60,8.4,254,35.6
"West Haven School District","=""1560011""","N",485,477,98.4,477,40,8.4,39,8.2,115,24.1,184,38.6,99,20.8,283,59.3
"West Haven School District","=""1560011""","R",93,93,100.0,93,16,17.2,13,14.0,29,31.2,28,30.1,7,7.5,35,37.6
"Westbrook School District","=""1540011""","F",21,21,100.0,21,"*","*","*","*",7,33.3,7,33.3,"*","*","*","*"
"Westbrook School District","=""1540011""","N",177,176,99.4,175,"*","*","*","*",45,25.7,68,38.9,49,28.0,117,66.9
"Westbrook School District","=""1540011""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","F",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","N",555,546,98.4,546,"*","*","*","*",72,13.2,229,41.9,230,42.1,459,84.1
"Weston School District","=""1570011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","F",52,50,96.2,50,"*","*","*","*",12,24.0,19,38.0,8,16.0,27,54.0
"Westport School District","=""1580011""","N",1319,1305,98.9,1305,11,0.8,22,1.7,173,13.3,543,41.6,556,42.6,1099,84.2
"Westport School District","=""1580011""","R",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"Wethersfield School District","=""1590011""","F",114,107,93.9,107,12,11.2,16,15.0,37,34.6,32,29.9,10,9.3,42,39.3
"Wethersfield School District","=""1590011""","N",703,695,98.9,695,32,4.6,34,4.9,150,21.6,289,41.6,190,27.3,479,68.9
"Wethersfield School District","=""1590011""","R",34,34,100.0,34,"*","*","*","*",9,26.5,10,29.4,7,20.6,17,50.0
"Willington School District","=""1600011""","F",11,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"Willington School District","=""1600011""","N",69,69,100.0,69,"*","*","*","*",16,23.2,38,55.1,7,10.1,45,65.2
"Willington School District","=""1600011""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","F",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","N",1010,989,97.9,986,10,1.0,21,2.1,129,13.1,425,43.1,401,40.7,826,83.8
"Winchester School District","=""1620011""","F",54,54,100.0,54,11,20.4,10,18.5,13,24.1,"*","*","*","*",20,37.0
"Winchester School District","=""1620011""","N",40,39,97.5,39,"*","*","*","*","*","*",36,92.3,"*","*","*","*"
"Winchester School District","=""1620011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windham School District","=""1630011""","F",487,474,97.3,474,177,37.3,103,21.7,100,21.1,79,16.7,15,3.2,94,19.8
"Windham School District","=""1630011""","N",123,121,98.4,121,11,9.1,14,11.6,15,12.4,61,50.4,20,16.5,81,66.9
"Windham School District","=""1630011""","R",30,30,100.0,30,7,23.3,"*","*",8,26.7,10,33.3,"*","*","*","*"
"Windsor Locks School District","=""1650011""","F",107,103,96.3,103,19,18.4,18,17.5,37,35.9,22,21.4,7,6.8,29,28.2
"Windsor Locks School District","=""1650011""","N",228,225,98.7,225,11,4.9,24,10.7,69,30.7,83,36.9,38,16.9,121,53.8
"Windsor Locks School District","=""1650011""","R",20,20,100.0,20,"*","*","*","*",8,40.0,7,35.0,"*","*","*","*"
"Windsor School District","=""1640011""","F",250,241,96.4,241,48,19.9,59,24.5,54,22.4,53,22.0,27,11.2,80,33.2
"Windsor School District","=""1640011""","N",470,464,98.7,464,30,6.5,50,10.8,122,26.3,165,35.6,97,20.9,262,56.5
"Windsor School District","=""1640011""","R",63,61,96.8,61,12,19.7,"*","*",14,23.0,25,41.0,"*","*","*","*"
"Wolcott School District","=""1660011""","F",104,103,99.0,103,10,9.7,12,11.7,30,29.1,34,33.0,17,16.5,51,49.5
"Wolcott School District","=""1660011""","N",470,470,100.0,470,15,3.2,16,3.4,89,18.9,207,44.0,143,30.4,350,74.5
"Wolcott School District","=""1660011""","R",27,27,100.0,27,"*","*","*","*",6,22.2,13,48.1,6,22.2,19,70.4
"Woodbridge School District","=""1670011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Woodbridge School District","=""1670011""","N",86,86,100.0,86,"*","*",0,0.0,"*","*",29,33.7,54,62.8,83,96.5
"Woodbridge School District","=""1670011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Woodstock School District","=""1690011""","F",21,21,100.0,21,0,0.0,"*","*","*","*",15,71.4,"*","*","*","*"
"Woodstock School District","=""1690011""","N",184,183,99.5,183,"*","*","*","*",15,8.2,99,54.1,58,31.7,157,85.8
"Woodstock School District","=""1690011""","R",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"

