"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades, Gender"

"",,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Marlborough School District","=""0790011""",05,"F",46,46,100.0,46,0,0.0,"*","*","*","*",21,45.7,15,32.6,36,78.3,283
"Marlborough School District","=""0790011""",05,"M",45,45,100.0,45,"*","*","*","*","*","*",19,42.2,19,42.2,38,84.4,284
"Meriden School District","=""0800011""",05,"F",325,322,99.1,322,46,14.3,68,21.1,78,24.2,109,33.9,21,6.5,130,40.4,233
"Meriden School District","=""0800011""",05,"M",317,316,99.7,316,58,18.4,61,19.3,89,28.2,91,28.8,17,5.4,108,34.2,227
"Meriden School District","=""0800011""",08,"F",244,240,98.4,240,65,27.1,40,16.7,53,22.1,72,30.0,10,4.2,82,34.2,228
"Meriden School District","=""0800011""",08,"M",249,238,95.6,238,87,36.6,35,14.7,39,16.4,70,29.4,7,2.9,77,32.4,221
"Meriden School District","=""0800011""",10,"F",278,262,94.2,260,81,31.2,67,25.8,87,33.5,16,6.2,9,3.5,25,9.6,213
"Meriden School District","=""0800011""",10,"M",307,289,94.1,284,94,33.1,81,28.5,66,23.2,24,8.5,19,6.7,43,15.1,213
"Middletown School District","=""0830011""",05,"F",175,175,100.0,175,14,8.0,27,15.4,39,22.3,73,41.7,22,12.6,95,54.3,249
"Middletown School District","=""0830011""",05,"M",185,184,99.5,184,24,13.0,35,19.0,43,23.4,63,34.2,19,10.3,82,44.6,241
"Middletown School District","=""0830011""",08,"F",168,168,100.0,168,33,19.6,27,16.1,40,23.8,57,33.9,11,6.5,68,40.5,236
"Middletown School District","=""0830011""",08,"M",142,142,100.0,142,24,16.9,16,11.3,23,16.2,66,46.5,13,9.2,79,55.6,247
"Middletown School District","=""0830011""",10,"F",156,156,100.0,156,22,14.1,22,14.1,57,36.5,24,15.4,31,19.9,55,35.3,247
"Middletown School District","=""0830011""",10,"M",156,151,96.8,151,28,18.5,27,17.9,49,32.5,23,15.2,24,15.9,47,31.1,240
"Milford School District","=""0840011""",05,"F",212,210,99.1,210,"*","*","*","*",35,16.7,110,52.4,54,25.7,164,78.1,276
"Milford School District","=""0840011""",05,"M",245,244,99.6,244,8,3.3,22,9.0,26,10.7,126,51.6,62,25.4,188,77.0,273
"Milford School District","=""0840011""",08,"F",213,212,99.5,212,9,4.2,17,8.0,37,17.5,129,60.8,20,9.4,149,70.3,258
"Milford School District","=""0840011""",08,"M",281,274,97.5,274,22,8.0,33,12.0,53,19.3,138,50.4,28,10.2,166,60.6,254
"Milford School District","=""0840011""",10,"F",210,208,99.0,207,"*","*","*","*",85,41.1,55,26.6,42,20.3,97,46.9,264
"Milford School District","=""0840011""",10,"M",238,232,97.5,230,21,9.1,29,12.6,91,39.6,47,20.4,42,18.3,89,38.7,253
"Monroe School District","=""0850011""",05,"F",118,118,100.0,118,"*","*","*","*",8,6.8,43,36.4,63,53.4,106,89.8,299
"Monroe School District","=""0850011""",05,"M",109,109,100.0,109,"*","*","*","*","*","*",55,50.5,45,41.3,100,91.7,292
"Monroe School District","=""0850011""",08,"F",123,123,100.0,123,"*","*","*","*",11,8.9,73,59.3,32,26.0,105,85.4,276
"Monroe School District","=""0850011""",08,"M",131,131,100.0,131,"*","*","*","*",10,7.6,75,57.3,33,25.2,108,82.4,274
"Monroe School District","=""0850011""",10,"F",144,143,99.3,142,"*","*","*","*",28,19.7,39,27.5,69,48.6,108,76.1,292
"Monroe School District","=""0850011""",10,"M",155,154,99.4,153,"*","*","*","*",27,17.6,38,24.8,81,52.9,119,77.8,298
"Montville School District","=""0860011""",05,"F",101,101,100.0,101,"*","*","*","*",23,22.8,48,47.5,21,20.8,69,68.3,268
"Montville School District","=""0860011""",05,"M",83,83,100.0,83,"*","*","*","*",13,15.7,41,49.4,18,21.7,59,71.1,268
"Montville School District","=""0860011""",08,"F",81,80,98.8,80,"*","*","*","*",11,13.8,41,51.3,15,18.8,56,70.0,265
"Montville School District","=""0860011""",08,"M",104,103,99.0,103,"*","*","*","*",14,13.6,47,45.6,26,25.2,73,70.9,264
"Montville School District","=""0860011""",10,"F",100,97,97.0,97,"*","*","*","*",28,28.9,28,28.9,31,32.0,59,60.8,273
"Montville School District","=""0860011""",10,"M",86,85,98.8,85,"*","*","*","*",29,34.1,13,15.3,30,35.3,43,50.6,272
"Naugatuck School District","=""0880011""",05,"F",150,150,100.0,150,18,12.0,29,19.3,45,30.0,50,33.3,8,5.3,58,38.7,233
"Naugatuck School District","=""0880011""",05,"M",151,151,100.0,151,"*","*",19,12.6,45,29.8,64,42.4,"*","*","*","*",238
"Naugatuck School District","=""0880011""",08,"F",137,135,98.5,135,19,14.1,22,16.3,26,19.3,61,45.2,7,5.2,68,50.4,242
"Naugatuck School District","=""0880011""",08,"M",197,197,100.0,197,30,15.2,33,16.8,33,16.8,81,41.1,20,10.2,101,51.3,243
"Naugatuck School District","=""0880011""",10,"F",151,144,95.4,143,15,10.5,25,17.5,64,44.8,28,19.6,11,7.7,39,27.3,239
"Naugatuck School District","=""0880011""",10,"M",147,141,95.9,141,22,15.6,41,29.1,46,32.6,11,7.8,21,14.9,32,22.7,231
"New Beginnings Inc., Family Academy District","=""2800013""",05,"F",27,27,100.0,27,"*","*","*","*","*","*","*","*","*","*","*","*",233
"New Beginnings Inc., Family Academy District","=""2800013""",05,"M",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""",08,"F",11,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""",08,"M",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""",05,"F",373,369,98.9,369,101,27.4,89,24.1,101,27.4,66,17.9,12,3.3,78,21.1,213
"New Britain School District","=""0890011""",05,"M",415,408,98.3,408,137,33.6,75,18.4,92,22.5,90,22.1,14,3.4,104,25.5,211
"New Britain School District","=""0890011""",08,"F",267,263,98.5,263,107,40.7,50,19.0,"*","*",60,22.8,"*","*","*","*",212
"New Britain School District","=""0890011""",08,"M",351,347,98.9,347,157,45.2,48,13.8,56,16.1,77,22.2,9,2.6,86,24.8,212
"New Britain School District","=""0890011""",10,"F",255,243,95.3,241,86,35.7,54,22.4,64,26.6,25,10.4,12,5.0,37,15.4,214
"New Britain School District","=""0890011""",10,"M",283,254,89.8,249,107,43.0,62,24.9,51,20.5,19,7.6,10,4.0,29,11.6,205
"New Canaan School District","=""0900011""",05,"F",172,170,98.8,170,"*","*",0,0.0,"*","*",64,37.6,90,52.9,154,90.6,301
"New Canaan School District","=""0900011""",05,"M",172,171,99.4,171,0,0.0,"*","*","*","*",69,40.4,84,49.1,153,89.5,298
"New Canaan School District","=""0900011""",08,"F",137,137,100.0,137,"*","*","*","*",8,5.8,62,45.3,63,46.0,125,91.2,291
"New Canaan School District","=""0900011""",08,"M",165,164,99.4,164,"*","*","*","*",12,7.3,78,47.6,66,40.2,144,87.8,285
"New Canaan School District","=""0900011""",10,"F",168,164,97.6,164,"*","*","*","*",30,18.3,52,31.7,79,48.2,131,79.9,293
"New Canaan School District","=""0900011""",10,"M",151,150,99.3,149,"*","*","*","*",27,18.1,34,22.8,83,55.7,117,78.5,299
"New Fairfield School District","=""0910011""",05,"F",77,74,96.1,74,"*","*","*","*",19,25.7,34,45.9,15,20.3,49,66.2,263
"New Fairfield School District","=""0910011""",05,"M",74,74,100.0,74,"*","*","*","*",16,21.6,34,45.9,18,24.3,52,70.3,267
"New Fairfield School District","=""0910011""",08,"F",107,104,97.2,104,"*","*","*","*",14,13.5,55,52.9,25,24.0,80,76.9,271
"New Fairfield School District","=""0910011""",08,"M",88,88,100.0,88,"*","*","*","*",11,12.5,35,39.8,34,38.6,69,78.4,277
"New Fairfield School District","=""0910011""",10,"F",101,99,98.0,99,"*","*","*","*",28,28.3,31,31.3,31,31.3,62,62.6,275
"New Fairfield School District","=""0910011""",10,"M",117,117,100.0,117,"*","*","*","*",41,35.0,29,24.8,40,34.2,69,59.0,278
"New Hartford School District","=""0920011""",05,"F",42,42,100.0,42,"*","*","*","*","*","*",22,52.4,8,19.0,30,71.4,268
"New Hartford School District","=""0920011""",05,"M",26,26,100.0,26,0,0.0,"*","*","*","*",12,46.2,9,34.6,21,80.8,280
"New Haven School District","=""0930011""",05,"F",736,733,99.6,733,181,24.7,200,27.3,164,22.4,136,18.6,52,7.1,188,25.6,219
"New Haven School District","=""0930011""",05,"M",728,725,99.6,725,207,28.6,174,24.0,168,23.2,135,18.6,41,5.7,176,24.3,216
"New Haven School District","=""0930011""",08,"F",714,708,99.2,708,234,33.1,125,17.7,151,21.3,168,23.7,30,4.2,198,28.0,223
"New Haven School District","=""0930011""",08,"M",713,706,99.0,706,268,38.0,105,14.9,137,19.4,157,22.2,39,5.5,196,27.8,221
"New Haven School District","=""0930011""",10,"F",733,666,90.9,656,139,21.2,161,24.5,215,32.8,81,12.3,60,9.1,141,21.5,227
"New Haven School District","=""0930011""",10,"M",753,642,85.3,620,194,31.3,149,24.0,157,25.3,63,10.2,57,9.2,120,19.4,219
"New London School District","=""0950011""",05,"F",138,137,99.3,137,23,16.8,21,15.3,33,24.1,43,31.4,17,12.4,60,43.8,239
"New London School District","=""0950011""",05,"M",142,140,98.6,140,27,19.3,39,27.9,24,17.1,35,25.0,15,10.7,50,35.7,228
"New London School District","=""0950011""",08,"F",81,80,98.8,80,31,38.8,"*","*",15,18.8,18,22.5,"*","*","*","*",217
"New London School District","=""0950011""",08,"M",106,100,94.3,100,35,35.0,"*","*",16,16.0,32,32.0,"*","*","*","*",223
"New London School District","=""0950011""",10,"F",107,97,90.7,96,26,27.1,16,16.7,33,34.4,10,10.4,11,11.5,21,21.9,224
"New London School District","=""0950011""",10,"M",132,123,93.2,122,30,24.6,27,22.1,32,26.2,14,11.5,19,15.6,33,27.0,230
"New Milford School District","=""0960011""",05,"F",156,155,99.4,155,7,4.5,11,7.1,37,23.9,72,46.5,28,18.1,100,64.5,262
"New Milford School District","=""0960011""",05,"M",178,177,99.4,177,10,5.6,11,6.2,39,22.0,85,48.0,32,18.1,117,66.1,261
"New Milford School District","=""0960011""",08,"F",155,155,100.0,154,9,5.8,7,4.5,26,16.9,82,53.2,30,19.5,112,72.7,266
"New Milford School District","=""0960011""",08,"M",201,201,100.0,201,12,6.0,19,9.5,30,14.9,109,54.2,31,15.4,140,69.7,261
"New Milford School District","=""0960011""",10,"F",181,174,96.1,174,6,3.4,9,5.2,65,37.4,47,27.0,47,27.0,94,54.0,269
"New Milford School District","=""0960011""",10,"M",180,169,93.9,168,6,3.6,12,7.1,45,26.8,39,23.2,66,39.3,105,62.5,281
"Newington School District","=""0940011""",05,"F",142,142,100.0,142,"*","*","*","*",38,26.8,65,45.8,24,16.9,89,62.7,261
"Newington School District","=""0940011""",05,"M",167,166,99.4,166,8,4.8,15,9.0,35,21.1,75,45.2,33,19.9,108,65.1,261
"Newington School District","=""0940011""",08,"F",166,166,100.0,166,10,6.0,8,4.8,34,20.5,82,49.4,32,19.3,114,68.7,265
"Newington School District","=""0940011""",08,"M",154,153,99.4,153,8,5.2,10,6.5,23,15.0,81,52.9,31,20.3,112,73.2,268
"Newington School District","=""0940011""",10,"F",143,143,100.0,143,6,4.2,11,7.7,58,40.6,40,28.0,28,19.6,68,47.6,261
"Newington School District","=""0940011""",10,"M",155,152,98.1,152,16,10.5,18,11.8,50,32.9,30,19.7,38,25.0,68,44.7,257
"Newtown School District","=""0970011""",05,"F",178,178,100.0,178,"*","*","*","*",33,18.5,99,55.6,32,18.0,131,73.6,268
"Newtown School District","=""0970011""",05,"M",162,161,99.4,161,"*","*","*","*",20,12.4,101,62.7,27,16.8,128,79.5,270
"Newtown School District","=""0970011""",08,"F",201,200,99.5,200,"*","*","*","*",25,12.5,106,53.0,59,29.5,165,82.5,278
"Newtown School District","=""0970011""",08,"M",212,210,99.1,210,"*","*","*","*",17,8.1,121,57.6,60,28.6,181,86.2,282
"Newtown School District","=""0970011""",10,"F",190,188,98.9,188,"*","*","*","*",31,16.5,51,27.1,98,52.1,149,79.3,295
"Newtown School District","=""0970011""",10,"M",226,224,99.1,224,"*","*","*","*",39,17.4,40,17.9,135,60.3,175,78.1,299
"Norfolk School District","=""0980011""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""",05,"M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""",05,"F",64,64,100.0,64,"*","*","*","*",11,17.2,39,60.9,8,12.5,47,73.4,262
"North Branford School District","=""0990011""",05,"M",80,79,98.8,79,"*","*","*","*",20,25.3,35,44.3,11,13.9,46,58.2,256
"North Branford School District","=""0990011""",08,"F",79,77,97.5,77,0,0.0,"*","*","*","*",49,63.6,15,19.5,64,83.1,275
"North Branford School District","=""0990011""",08,"M",78,77,98.7,77,14,18.2,"*","*",12,15.6,33,42.9,"*","*","*","*",249
"North Branford School District","=""0990011""",10,"F",82,81,98.8,81,"*","*","*","*",19,23.5,24,29.6,31,38.3,55,67.9,284
"North Branford School District","=""0990011""",10,"M",68,66,97.1,66,"*","*","*","*",17,25.8,17,25.8,23,34.8,40,60.6,277
"North Canaan School District","=""1000011""",05,"F",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""",05,"M",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""",08,"F",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""",08,"M",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""",05,"F",104,104,100.0,104,"*","*","*","*",28,26.9,48,46.2,16,15.4,64,61.5,260
"North Haven School District","=""1010011""",05,"M",125,124,99.2,124,9,7.3,13,10.5,23,18.5,58,46.8,21,16.9,79,63.7,258
"North Haven School District","=""1010011""",08,"F",132,132,100.0,132,6,4.5,10,7.6,30,22.7,70,53.0,16,12.1,86,65.2,259
"North Haven School District","=""1010011""",08,"M",142,141,99.3,141,9,6.4,16,11.3,28,19.9,64,45.4,24,17.0,88,62.4,259
"North Haven School District","=""1010011""",10,"F",111,110,99.1,109,"*","*","*","*",37,33.9,18,16.5,40,36.7,58,53.2,274
"North Haven School District","=""1010011""",10,"M",141,134,95.0,134,7,5.2,8,6.0,37,27.6,36,26.9,46,34.3,82,61.2,277
"North Stonington School District","=""1020011""",05,"F",33,32,97.0,32,0,0.0,0,0.0,"*","*","*","*",21,65.6,"*","*",311
"North Stonington School District","=""1020011""",05,"M",23,23,100.0,23,0,0.0,0,0.0,"*","*","*","*",11,47.8,"*","*",304
"North Stonington School District","=""1020011""",08,"F",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""",08,"M",35,35,100.0,35,0,0.0,"*","*","*","*","*","*","*","*","*","*",286
"North Stonington School District","=""1020011""",10,"F",21,21,100.0,21,"*","*","*","*","*","*","*","*",10,47.6,"*","*",281
"North Stonington School District","=""1020011""",10,"M",25,25,100.0,25,"*","*",0,0.0,"*","*","*","*",8,32.0,"*","*",273
"Norwalk School District","=""1030011""",05,"F",417,416,99.8,416,43,10.3,53,12.7,100,24.0,159,38.2,61,14.7,220,52.9,248
"Norwalk School District","=""1030011""",05,"M",407,405,99.5,405,48,11.9,53,13.1,89,22.0,145,35.8,70,17.3,215,53.1,248
"Norwalk School District","=""1030011""",08,"F",386,384,99.5,384,73,19.0,37,9.6,74,19.3,150,39.1,50,13.0,200,52.1,246
"Norwalk School District","=""1030011""",08,"M",416,414,99.5,414,63,15.2,62,15.0,73,17.6,164,39.6,52,12.6,216,52.2,248
"Norwalk School District","=""1030011""",10,"F",443,432,97.5,432,55,12.7,66,15.3,155,35.9,87,20.1,69,16.0,156,36.1,247
"Norwalk School District","=""1030011""",10,"M",419,401,95.7,398,59,14.8,63,15.8,139,34.9,72,18.1,65,16.3,137,34.4,244
"Norwich Free Academy District","=""9010022""",10,"F",279,270,96.8,269,39,14.5,40,14.9,86,32.0,53,19.7,51,19.0,104,38.7,247
"Norwich Free Academy District","=""9010022""",10,"M",279,274,98.2,273,47,17.2,43,15.8,77,28.2,43,15.8,63,23.1,106,38.8,250
"Norwich School District","=""1040011""",05,"F",179,178,99.4,178,26,14.6,28,15.7,46,25.8,60,33.7,18,10.1,78,43.8,239
"Norwich School District","=""1040011""",05,"M",181,175,96.7,174,34,19.5,27,15.5,45,25.9,55,31.6,13,7.5,68,39.1,230
"Norwich School District","=""1040011""",08,"F",187,185,98.9,185,45,24.3,"*","*",47,25.4,60,32.4,"*","*","*","*",228
"Norwich School District","=""1040011""",08,"M",195,194,99.5,194,57,29.4,28,14.4,39,20.1,62,32.0,8,4.1,70,36.1,227
"Norwich School District","=""1040011""",10,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""",10,"M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""",05,"F",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""",05,"M",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""",08,"F",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""",08,"M",21,20,95.2,20,"*","*",0,0.0,"*","*","*","*","*","*","*","*",264
"Old Saybrook School District","=""1060011""",05,"F",45,45,100.0,45,"*","*","*","*","*","*",25,55.6,12,26.7,37,82.2,275
"Old Saybrook School District","=""1060011""",05,"M",45,45,100.0,45,"*","*","*","*","*","*",24,53.3,10,22.2,34,75.6,269
"Old Saybrook School District","=""1060011""",08,"F",55,55,100.0,55,"*","*","*","*","*","*",35,63.6,10,18.2,45,81.8,269
"Old Saybrook School District","=""1060011""",08,"M",66,66,100.0,66,"*","*","*","*","*","*",36,54.5,14,21.2,50,75.8,269
"Old Saybrook School District","=""1060011""",10,"F",55,54,98.2,54,"*","*","*","*",11,20.4,16,29.6,21,38.9,37,68.5,275
"Old Saybrook School District","=""1060011""",10,"M",55,54,98.2,54,"*","*","*","*",14,25.9,17,31.5,20,37.0,37,68.5,284
"Orange School District","=""1070011""",05,"F",85,84,98.8,84,0,0.0,"*","*","*","*",44,52.4,28,33.3,72,85.7,282
"Orange School District","=""1070011""",05,"M",86,86,100.0,86,"*","*","*","*",9,10.5,39,45.3,34,39.5,73,84.9,288
"Oxford School District","=""1080011""",05,"F",90,90,100.0,90,"*","*","*","*",18,20.0,40,44.4,26,28.9,66,73.3,278
"Oxford School District","=""1080011""",05,"M",84,84,100.0,84,0,0.0,"*","*","*","*",42,50.0,30,35.7,72,85.7,284
"Oxford School District","=""1080011""",08,"F",78,78,100.0,78,"*","*","*","*",19,24.4,34,43.6,15,19.2,49,62.8,265
"Oxford School District","=""1080011""",08,"M",89,88,98.9,88,"*","*","*","*",13,14.8,45,51.1,18,20.5,63,71.6,267
"Oxford School District","=""1080011""",10,"F",75,75,100.0,73,"*","*","*","*",21,28.8,20,27.4,28,38.4,48,65.8,280
"Oxford School District","=""1080011""",10,"M",66,66,100.0,66,"*","*","*","*",16,24.2,9,13.6,33,50.0,42,63.6,288
"Park City Prep Charter School District","=""2830013""",05,"F",43,43,100.0,43,"*","*",11,25.6,10,23.3,14,32.6,"*","*","*","*",230
"Park City Prep Charter School District","=""2830013""",05,"M",50,50,100.0,50,15,30.0,13,26.0,11,22.0,"*","*","*","*",11,22.0,213
"Park City Prep Charter School District","=""2830013""",08,"F",49,49,100.0,49,"*","*","*","*",10,20.4,21,42.9,"*","*","*","*",246
"Park City Prep Charter School District","=""2830013""",08,"M",34,32,94.1,32,"*","*","*","*",10,31.3,13,40.6,"*","*","*","*",240
"Path Academy District","=""2930013""",10,"F",19,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""",10,"M",26,13,50.0,10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""",05,"F",79,78,98.7,78,"*","*",13,16.7,19,24.4,35,44.9,"*","*","*","*",250
"Plainfield School District","=""1090011""",05,"M",84,84,100.0,84,"*","*","*","*",24,28.6,35,41.7,8,9.5,43,51.2,248
"Plainfield School District","=""1090011""",08,"F",90,89,98.9,89,10,11.2,11,12.4,21,23.6,36,40.4,11,12.4,47,52.8,249
"Plainfield School District","=""1090011""",08,"M",97,95,97.9,95,6,6.3,11,11.6,16,16.8,55,57.9,7,7.4,62,65.3,255
"Plainfield School District","=""1090011""",10,"F",90,88,97.8,87,13,14.9,19,21.8,35,40.2,12,13.8,8,9.2,20,23.0,236
"Plainfield School District","=""1090011""",10,"M",80,75,93.8,75,18,24.0,12,16.0,27,36.0,11,14.7,7,9.3,18,24.0,231
"Plainville School District","=""1100011""",05,"F",77,77,100.0,77,"*","*","*","*",15,19.5,38,49.4,11,14.3,49,63.6,254
"Plainville School District","=""1100011""",05,"M",91,91,100.0,91,"*","*","*","*",14,15.4,52,57.1,15,16.5,67,73.6,266
"Plainville School District","=""1100011""",08,"F",84,82,97.6,82,"*","*",6,7.3,"*","*",40,48.8,25,30.5,65,79.3,274
"Plainville School District","=""1100011""",08,"M",88,88,100.0,88,12,13.6,"*","*","*","*",38,43.2,18,20.5,56,63.6,259
"Plainville School District","=""1100011""",10,"F",75,73,97.3,73,8,11.0,8,11.0,19,26.0,24,32.9,14,19.2,38,52.1,254
"Plainville School District","=""1100011""",10,"M",94,90,95.7,90,10,11.1,12,13.3,25,27.8,22,24.4,21,23.3,43,47.8,255
"Plymouth School District","=""1110011""",05,"F",56,56,100.0,56,"*","*","*","*",9,16.1,29,51.8,11,19.6,40,71.4,264
"Plymouth School District","=""1110011""",05,"M",50,50,100.0,50,"*","*","*","*",12,24.0,22,44.0,11,22.0,33,66.0,263
"Plymouth School District","=""1110011""",08,"F",51,51,100.0,51,6,11.8,"*","*",7,13.7,27,52.9,"*","*","*","*",249
"Plymouth School District","=""1110011""",08,"M",58,56,96.6,56,7,12.5,"*","*",15,26.8,26,46.4,"*","*","*","*",244
"Plymouth School District","=""1110011""",10,"F",63,62,98.4,62,"*","*",12,19.4,23,37.1,17,27.4,"*","*","*","*",246
"Plymouth School District","=""1110011""",10,"M",67,64,95.5,64,11,17.2,15,23.4,16,25.0,12,18.8,10,15.6,22,34.4,236
"Pomfret School District","=""1120011""",05,"F",21,21,100.0,21,0,0.0,"*","*","*","*",10,47.6,8,38.1,18,85.7,286
"Pomfret School District","=""1120011""",05,"M",32,32,100.0,32,0,0.0,"*","*","*","*",17,53.1,6,18.8,23,71.9,272
"Pomfret School District","=""1120011""",08,"F",24,24,100.0,24,0,0.0,"*","*","*","*",15,62.5,"*","*","*","*",268
"Pomfret School District","=""1120011""",08,"M",31,31,100.0,31,"*","*","*","*","*","*",18,58.1,"*","*","*","*",270
"Portland School District","=""1130011""",05,"F",61,60,98.4,60,"*","*","*","*",7,11.7,30,50.0,15,25.0,45,75.0,269
"Portland School District","=""1130011""",05,"M",53,53,100.0,53,"*","*","*","*",10,18.9,31,58.5,10,18.9,41,77.4,270
"Portland School District","=""1130011""",08,"F",54,54,100.0,54,"*","*","*","*","*","*",35,64.8,12,22.2,47,87.0,278
"Portland School District","=""1130011""",08,"M",55,55,100.0,55,"*","*","*","*","*","*",26,47.3,14,25.5,40,72.7,270
"Portland School District","=""1130011""",10,"F",48,48,100.0,48,"*","*","*","*",13,27.1,13,27.1,18,37.5,31,64.6,284
"Portland School District","=""1130011""",10,"M",44,44,100.0,44,"*","*","*","*",16,36.4,11,25.0,11,25.0,22,50.0,265
"Preston School District","=""1140011""",05,"F",22,22,100.0,22,0,0.0,"*","*","*","*",9,40.9,6,27.3,15,68.2,273
"Preston School District","=""1140011""",05,"M",21,20,95.2,20,"*","*","*","*","*","*",10,50.0,"*","*","*","*",261
"Preston School District","=""1140011""",08,"F",32,31,96.9,31,"*","*","*","*","*","*",16,51.6,6,19.4,22,71.0,267
"Preston School District","=""1140011""",08,"M",23,23,100.0,23,"*","*","*","*","*","*",9,39.1,7,30.4,16,69.6,267
"Putnam School District","=""1160011""",05,"F",48,45,93.8,45,7,15.6,7,15.6,12,26.7,13,28.9,6,13.3,19,42.2,239
"Putnam School District","=""1160011""",05,"M",45,44,97.8,44,6,13.6,"*","*",11,25.0,20,45.5,"*","*","*","*",238
"Putnam School District","=""1160011""",08,"F",49,48,98.0,48,11,22.9,"*","*",11,22.9,19,39.6,"*","*","*","*",233
"Putnam School District","=""1160011""",08,"M",46,45,97.8,45,13,28.9,"*","*",8,17.8,18,40.0,"*","*","*","*",228
"Putnam School District","=""1160011""",10,"F",38,38,100.0,38,8,21.1,7,18.4,19,50.0,"*","*","*","*","*","*",221
"Putnam School District","=""1160011""",10,"M",32,31,96.9,30,"*","*","*","*",10,33.3,"*","*",6,20.0,"*","*",248
"Redding School District","=""1170011""",05,"F",54,52,96.3,52,0,0.0,"*","*","*","*",22,42.3,26,50.0,48,92.3,299
"Redding School District","=""1170011""",05,"M",45,44,97.8,44,"*","*","*","*","*","*",25,56.8,14,31.8,39,88.6,287
"Redding School District","=""1170011""",08,"F",57,55,96.5,55,"*","*","*","*","*","*",34,61.8,12,21.8,46,83.6,273
"Redding School District","=""1170011""",08,"M",62,62,100.0,62,"*","*","*","*","*","*",27,43.5,24,38.7,51,82.3,284
"Regional School District 01","=""2010012""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""",08,"M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""",10,"F",40,40,100.0,40,"*","*",6,15.0,17,42.5,10,25.0,"*","*","*","*",253
"Regional School District 01","=""2010012""",10,"M",52,50,96.2,50,"*","*",8,16.0,21,42.0,10,20.0,"*","*","*","*",251
"Regional School District 04","=""2040012""",08,"F",82,82,100.0,82,"*","*","*","*",8,9.8,38,46.3,32,39.0,70,85.4,281
"Regional School District 04","=""2040012""",08,"M",80,80,100.0,80,"*","*","*","*",10,12.5,39,48.8,25,31.3,64,80.0,278
"Regional School District 04","=""2040012""",10,"F",80,79,98.8,79,0,0.0,"*","*",24,30.4,"*","*",29,36.7,"*","*",286
"Regional School District 04","=""2040012""",10,"M",75,75,100.0,75,"*","*","*","*",17,22.7,13,17.3,40,53.3,53,70.7,290
"Regional School District 05","=""2050012""",08,"F",183,181,98.9,181,"*","*","*","*",21,11.6,101,55.8,49,27.1,150,82.9,278
"Regional School District 05","=""2050012""",08,"M",198,196,99.0,196,15,7.7,8,4.1,24,12.2,90,45.9,59,30.1,149,76.0,273
"Regional School District 05","=""2050012""",10,"F",188,188,100.0,187,"*","*","*","*",32,17.1,52,27.8,97,51.9,149,79.7,296
"Regional School District 05","=""2050012""",10,"M",172,171,99.4,171,"*","*","*","*",37,21.6,33,19.3,92,53.8,125,73.1,295
"Regional School District 06","=""2060012""",05,"F",37,36,97.3,36,"*","*","*","*","*","*",15,41.7,13,36.1,28,77.8,278
"Regional School District 06","=""2060012""",05,"M",24,24,100.0,24,"*","*","*","*","*","*",7,29.2,6,25.0,13,54.2,260
"Regional School District 06","=""2060012""",08,"F",39,37,94.9,37,"*","*","*","*","*","*",23,62.2,"*","*","*","*",263
"Regional School District 06","=""2060012""",08,"M",39,39,100.0,39,"*","*","*","*","*","*",22,56.4,"*","*","*","*",270
