"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 8, Free/Reduced Price Meal Eligibility (3-l"

"",,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"Windsor Locks School District","=""1650011""","N",78,77,98.7,77,"*","*","*","*",24,31.2,36,46.8,8,10.4,44,57.1,253
"Windsor Locks School District","=""1650011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""","F",81,80,98.8,80,17,21.3,"*","*","*","*",25,31.3,11,13.8,36,45.0,243
"Windsor School District","=""1640011""","N",143,142,99.3,142,13,9.2,20,14.1,23,16.2,58,40.8,28,19.7,86,60.6,259
"Windsor School District","=""1640011""","R",25,25,100.0,25,6,24.0,"*","*","*","*",14,56.0,0,0.0,14,56.0,242
"Wolcott School District","=""1660011""","F",31,31,100.0,31,"*","*","*","*","*","*","*","*","*","*","*","*",254
"Wolcott School District","=""1660011""","N",195,195,100.0,195,10,5.1,7,3.6,22,11.3,108,55.4,48,24.6,156,80.0,271
"Wolcott School District","=""1660011""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Woodstock School District","=""1690011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Woodstock School District","=""1690011""","N",88,87,98.9,87,"*","*","*","*",6,6.9,50,57.5,26,29.9,76,87.4,280
"Woodstock School District","=""1690011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"

