"FTE Staffing Report for Trend"

"",,,,"Year",,,,
,"Ledyard Center School","Counselors  Social Workers  and School Psychologists","Certified",1.2,1.2,1.0,1.2,1.0
,="Ledyard High School",="Counselors  Social Workers  and School Psychologists",="Certified",6.0,8.0,7.0,6.8,6.8
,="Ledyard Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",3.2,3.2,3.0,3.2,3.0
="Lisbon School District",="Lisbon Central School",="Counselors  Social Workers  and School Psychologists",="Certified",2.4,1.7,1.7,1.8,1.8
,="Community Connection - The Big Picture High School",="Counselors  Social Workers  and School Psychologists",="Certified",.,0.1,0.1,.,.
"Litchfield School District","Center School","Counselors  Social Workers  and School Psychologists","Certified",1.6,1.6,1.4,1.4,2.1
,="Litchfield High School",="Counselors  Social Workers  and School Psychologists",="Certified",4.2,4.2,4.1,4.1,3.2
,="Litchfield Intermediate School",="Counselors  Social Workers  and School Psychologists",="Certified",1.6,1.6,1.5,1.5,1.6
="Madison School District",="Daniel Hand High School",="Counselors  Social Workers  and School Psychologists",="Certified",7.2,7.2,7.4,7.6,7.8
,="Dr. Robert H. Brown Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",2.5,3.5,3.5,3.0,3.5
,="Island Avenue Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",0.8,0.8,1.1,0.3,1.0
,="J. Milton Jeffrey Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",1.6,2.0,1.5,0.5,1.4
,="Kathleen H. Ryerson Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",1.2,0.2,1.3,1.3,1.4
,="Town Campus Learning Center",="Counselors  Social Workers  and School Psychologists",="Certified",0.4,.,0.4,0.4,0.4
,="Walter C. Polson Upper Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",3.5,3.5,3.3,3.5,3.5
="Manchester School District",="Bowers School",="Counselors  Social Workers  and School Psychologists",="Certified",1.4,1.0,2.4,1.4,1.4
,="Buckley School",="Counselors  Social Workers  and School Psychologists",="Certified",1.9,2.1,1.5,2.5,2.0
,="Elisabeth M. Bennet Academy",="Counselors  Social Workers  and School Psychologists",="Certified",3.5,3.0,3.0,3.0,5.0
,="Highland Park School",="Counselors  Social Workers  and School Psychologists",="Certified",1.3,.,.,.,.
,"Illing Middle School","Counselors  Social Workers  and School Psychologists","Certified",4.2,6.0,6.2,6.6,6.0
,="Keeney School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.4,1.4,1.4,1.0
,="Manchester High School",="Counselors  Social Workers  and School Psychologists",="Certified",17.7,19.6,18.3,20.1,17.5
,="Manchester Preschool Center",="Counselors  Social Workers  and School Psychologists",="Certified",0.6,.,1.0,1.0,.
,"Manchester Regional Academy","Counselors  Social Workers  and School Psychologists","Certified",3.0,3.2,3.2,3.4,3.2
,="Martin School",="Counselors  Social Workers  and School Psychologists",="Certified",1.8,1.4,1.4,1.4,1.0
,="Robertson School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0,2.0,1.5,1.5,1.0
,="Verplanck School",="Counselors  Social Workers  and School Psychologists",="Certified",2.6,2.4,2.0,2.0,1.0
,="Waddell School",="Counselors  Social Workers  and School Psychologists",="Certified",1.9,1.5,1.5,2.5,1.0
,="Washington School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.4,1.0,2.0,1.0
,="Manchester Transition Center",="Counselors  Social Workers  and School Psychologists",="Certified",.,.,.,0.2,.
,"Bentley Alternative Education Program","Counselors  Social Workers  and School Psychologists","Certified",.,.,.,.,1.0
="Mansfield School District",="Annie E. Vinton School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.0,1.0,1.0
,="Dorothy C. Goodwin School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,.,1.0,1.0
,="Mansfield Middle School School",="Counselors  Social Workers  and School Psychologists",="Certified",3.0,3.0,3.0,3.0,3.0
,="Southeast Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.0,1.0,1.0
="Marlborough School District",="Elmer Thienes-Mary Hall Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",3.0,3.0,2.0,2.0,2.0
="Meriden School District",="Nathan Hale School",="Counselors  Social Workers  and School Psychologists",="Certified",2.1,2.0,2.0,2.0,2.0
,="Benjamin Franklin School",="Counselors  Social Workers  and School Psychologists",="Certified",2.1,2.0,2.0,2.0,3.0
,="Casimir Pulaski School",="Counselors  Social Workers  and School Psychologists",="Certified",2.1,2.0,2.0,2.0,2.0
,="Francis T. Maloney High School",="Counselors  Social Workers  and School Psychologists",="Certified",7.2,7.6,7.6,7.9,7.3
,="Hanover School",="Counselors  Social Workers  and School Psychologists",="Certified",1.7,2.5,2.0,2.0,2.0
,="Israel Putnam School",="Counselors  Social Workers  and School Psychologists",="Certified",2.1,2.0,2.0,2.0,2.0
,="John Barry School",="Counselors  Social Workers  and School Psychologists",="Certified",2.1,2.0,1.0,2.0,2.0
,="Lincoln Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",3.1,4.2,4.2,5.5,4.5
,="Orville H. Platt High School",="Counselors  Social Workers  and School Psychologists",="Certified",7.2,7.6,7.6,7.9,7.3
,="Roger Sherman School",="Counselors  Social Workers  and School Psychologists",="Certified",2.1,2.0,2.0,2.0,2.0
,="Thomas Hooker School",="Counselors  Social Workers  and School Psychologists",="Certified",1.7,2.5,2.0,2.0,2.0
,="Washington Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",4.1,5.2,5.2,5.5,5.5
="Middletown School District",="Bielefield School",="Counselors  Social Workers  and School Psychologists",="Certified",1.6,1.6,1.6,1.6,2.0
,="Farm Hill School",="Counselors  Social Workers  and School Psychologists",="Certified",1.6,1.6,1.6,2.0,2.0
,="Keigwin Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",1.6,1.6,1.6,1.6,1.5
,="Lawrence School",="Counselors  Social Workers  and School Psychologists",="Certified",0.9,0.9,0.9,0.9,1.6
,="MacDonough School",="Counselors  Social Workers  and School Psychologists",="Certified",1.5,1.5,1.5,1.0,2.0
,="Middletown High School",="Counselors  Social Workers  and School Psychologists",="Certified",10.0,9.0,10.0,10.0,10.0
,="Moody School",="Counselors  Social Workers  and School Psychologists",="Certified",0.9,0.9,0.9,0.9,1.5
,="Snow School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,0.9,0.9,0.9,1.5
,="Spencer School",="Counselors  Social Workers  and School Psychologists",="Certified",1.1,1.2,1.2,1.2,1.5
,="Wesley School",="Counselors  Social Workers  and School Psychologists",="Certified",0.8,0.8,1.3,0.9,1.5
,="Woodrow Wilson Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",4.0,5.0,5.0,5.0,6.0
,="Middletown Adult Education",="Counselors  Social Workers  and School Psychologists",="Certified",.,.,.,.,2.0
="Milford School District",="Calf Pen Meadow School",="Counselors  Social Workers  and School Psychologists",="Certified",1.4,1.4,1.6,1.6,0.6
,="East Shore Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",3.0,3.0,3.0,3.0,3.0
,="Harborside Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",3.0,3.0,3.0,3.0,3.0
,="J. F. Kennedy School",="Counselors  Social Workers  and School Psychologists",="Certified",1.5,0.5,1.5,1.6,1.6
,="Jonathan Law High School",="Counselors  Social Workers  and School Psychologists",="Certified",7.5,7.5,7.5,7.5,7.5
,="Joseph A. Foran High School",="Counselors  Social Workers  and School Psychologists",="Certified",7.5,7.1,7.5,7.5,7.5
,="Live Oaks School",="Counselors  Social Workers  and School Psychologists",="Certified",1.5,1.5,2.0,1.5,1.5
,="Mathewson School",="Counselors  Social Workers  and School Psychologists",="Certified",1.5,1.5,1.5,1.4,1.4
,="Meadowside School",="Counselors  Social Workers  and School Psychologists",="Certified",1.7,1.7,1.7,1.7,1.7
,="Orange Avenue School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0,2.0,2.0,1.3,1.5
,="Orchard Hills School",="Counselors  Social Workers  and School Psychologists",="Certified",1.6,1.6,1.5,1.6,1.6
,="Pumpkin Delight School",="Counselors  Social Workers  and School Psychologists",="Certified",1.5,1.9,1.9,1.8,1.8
,="The Academy",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,.,.,1.8
,="West Shore Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",3.0,3.0,3.0,3.0,3.0
="Monroe School District",="Chalk Hill School",="Counselors  Social Workers  and School Psychologists",="Certified",1.5,.,.,.,.
,"Fawn Hollow Elementary School","Counselors  Social Workers  and School Psychologists","Certified",1.5,1.5,1.5,1.5,1.5
,="Jockey Hollow School",="Counselors  Social Workers  and School Psychologists",="Certified",3.0,4.5,3.5,3.6,3.6
,="Masuk High School",="Counselors  Social Workers  and School Psychologists",="Certified",9.2,8.7,8.6,8.0,8.4
,="Monroe Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",1.3,1.7,1.8,1.6,1.6
,="Stepney Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",1.5,1.5,1.5,1.5,1.5
,="Jockey Hollow STEM Program",="Counselors  Social Workers  and School Psychologists",="Certified",.,.,1.0,1.0,1.0
="Montville School District",="Dr. Charles E. Murphy School",="Counselors  Social Workers  and School Psychologists",="Certified",1.2,1.2,1.2,1.2,1.2
,="Leonard J. Tyl Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",4.4,4.4,4.4,3.4,4.4
,="Mohegan School",="Counselors  Social Workers  and School Psychologists",="Certified",1.2,1.2,1.2,1.2,1.2
,="Montville High School",="Counselors  Social Workers  and School Psychologists",="Certified",4.3,4.3,4.3,4.3,4.4
,="Oakdale School",="Counselors  Social Workers  and School Psychologists",="Certified",1.2,1.2,1.2,1.2,1.2
,="Palmer Academy",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.0,1.0,1.0
="Naugatuck School District",="Andrew Avenue School",="Counselors  Social Workers  and School Psychologists",="Certified",0.9,0.4,1.4,1.5,2.0
,="Central Avenue Preschool",="Counselors  Social Workers  and School Psychologists",="Certified",1.6,1.6,1.5,1.5,1.5
,="Central Avenue School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,.,.,.
,"City Hill Middle School","Counselors  Social Workers  and School Psychologists","Certified",4.0,4.4,6.0,6.0,4.5
,="Cross Street Intermediate School",="Counselors  Social Workers  and School Psychologists",="Certified",2.5,2.3,2.3,2.5,3.0
,="Hillside Intermediate School",="Counselors  Social Workers  and School Psychologists",="Certified",1.2,2.2,2.2,2.2,1.5
,="Hop Brook Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",0.9,1.1,1.8,2.0,1.5
,="Maple Hill School",="Counselors  Social Workers  and School Psychologists",="Certified",1.9,2.0,2.7,2.5,3.9
,="Naugatuck High School",="Counselors  Social Workers  and School Psychologists",="Certified",8.6,8.6,8.6,9.2,9.8
,="Salem School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.5,1.5,2.0
,="Western School",="Counselors  Social Workers  and School Psychologists",="Certified",1.5,0.5,1.6,1.5,0.5
,="Other",="Counselors  Social Workers  and School Psychologists",="Certified",.,.,.,.,0.1
,="Out of State",="Counselors  Social Workers  and School Psychologists",="Certified",.,.,.,.,1.0
,="St. Francis - St. Hedwig",="Counselors  Social Workers  and School Psychologists",="Certified",.,.,.,.,0.2
="New Beginnings Inc Family Academy District",="New Beginnings Inc., Family Academy",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.0,2.0,1.0
="New Britain School District",="Chamberlain Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",3.0,3.0,3.0,3.0,3.0
,="Frank J. DiLoreto School",="Counselors  Social Workers  and School Psychologists",="Certified",2.2,2.2,2.2,2.6,2.5
,="Gaffney School",="Counselors  Social Workers  and School Psychologists",="Certified",3.5,3.5,3.5,4.0,4.0
,="Holmes School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0,2.0,2.0,3.0,3.0
,="House of Arts Letters and Science (HALS) Academy",="Counselors  Social Workers  and School Psychologists",="Certified",0.4,0.5,0.4,0.4,0.5
,="Jefferson School",="Counselors  Social Workers  and School Psychologists",="Certified",1.5,1.5,1.5,1.5,2.0
,="Lincoln School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0,1.0,2.0,2.0,2.0
,="New Britain High School",="Counselors  Social Workers  and School Psychologists",="Certified",23.3,20.5,19.0,18.5,17.5
,="Northend School",="Counselors  Social Workers  and School Psychologists",="Certified",1.5,1.9,0.5,1.5,3.0
,="Pulaski Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",5.3,4.0,4.0,3.0,3.3
,="Roosevelt Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",3.1,5.0,3.0,3.0,.
,"Slade Middle School","Counselors  Social Workers  and School Psychologists","Certified",6.0,2.2,5.0,5.0,5.3
,="Smalley Academy",="Counselors  Social Workers  and School Psychologists",="Certified",2.0,2.0,2.0,2.0,2.0
,="Smith School",="Counselors  Social Workers  and School Psychologists",="Certified",2.5,2.5,2.5,2.0,2.0
,="Vance School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0,2.0,2.0,2.0,2.0
,="Alternative Center School",="Counselors  Social Workers  and School Psychologists",="Certified",.,1.0,1.0,1.0,1.0
,="New Britain Transition Center",="Counselors  Social Workers  and School Psychologists",="Certified",.,2.0,2.0,2.0,2.0
,="CLIMB",="Counselors  Social Workers  and School Psychologists",="Certified",.,.,.,1.0,.
,"Satellite Careers Academy","Counselors  Social Workers  and School Psychologists","Certified",.,.,.,.,1.0
="New Canaan School District",="East School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0,2.0,2.2,2.0,2.0
,="New Canaan High School",="Counselors  Social Workers  and School Psychologists",="Certified",10.4,11.4,11.2,11.2,10.6
,="Saxe Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",9.5,9.5,9.5,9.5,9.5
,="South School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0,2.0,2.2,2.0,2.0
,="West School",="Counselors  Social Workers  and School Psychologists",="Certified",2.5,2.3,2.6,2.6,2.6
="New Fairfield School District",="Consolidated School",="Counselors  Social Workers  and School Psychologists",="Certified",2.4,2.4,2.4,2.4,2.4
,="Meeting House Hill School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0,2.0,2.0,2.0,2.0
,="New Fairfield High School",="Counselors  Social Workers  and School Psychologists",="Certified",6.7,6.7,6.7,6.7,6.9
,="New Fairfield Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",5.0,5.0,4.0,4.5,4.5
="New Hartford School District",="Ann Antolini School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.0,1.0,1.0
,="Bakerville Consolidated School",="Counselors  Social Workers  and School Psychologists",="Certified",0.5,0.5,0.5,0.5,0.5
,="New Hartford Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",0.5,0.5,0.5,0.5,0.5
="New Haven School District",="Edgewood School",="Counselors  Social Workers  and School Psychologists",="Certified",1.4,1.4,1.4,1.4,1.2
,="Nathan Hale School",="Counselors  Social Workers  and School Psychologists",="Certified",2.4,2.3,2.3,2.3,1.9
,="Augusta Lewis Troup School",="Counselors  Social Workers  and School Psychologists",="Certified",2.6,2.3,2.3,2.3,2.0
,="Barnard Environmental Magnet School",="Counselors  Social Workers  and School Psychologists",="Certified",2.8,2.9,2.9,2.9,2.6
,="Beecher School",="Counselors  Social Workers  and School Psychologists",="Certified",1.7,2.8,2.2,1.9,3.0
,="Benjamin Jepson Magnet School",="Counselors  Social Workers  and School Psychologists",="Certified",1.9,1.6,1.6,1.6,1.6
,="Betsy Ross Arts Magnet School",="Counselors  Social Workers  and School Psychologists",="Certified",3.2,3.1,3.1,3.1,3.0
,="Bishop Woods School",="Counselors  Social Workers  and School Psychologists",="Certified",2.1,2.0,2.1,2.1,2.0
,="Brennan Rogers School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0,3.0,3.8,3.8,1.9
,="Celentano BioTech, Health and Medical Magnet School",="Counselors  Social Workers  and School Psychologists",="Certified",2.3,2.3,3.3,3.3,2.8
,="Clemente Leadership Academy",="Counselors  Social Workers  and School Psychologists",="Certified",2.6,2.7,2.7,2.7,3.2
,="Clinton Avenue School",="Counselors  Social Workers  and School Psychologists",="Certified",1.8,2.2,2.6,2.0,2.1
,="Columbus Family Academy",="Counselors  Social Workers  and School Psychologists",="Certified",1.4,1.4,0.6,0.6,1.3
,="Conte/West Hills Magnet School",="Counselors  Social Workers  and School Psychologists",="Certified",2.7,2.6,2.1,2.1,3.6
,="Cooperative High School",="Counselors  Social Workers  and School Psychologists",="Certified",4.2,3.7,4.7,5.9,4.3
,="Cortlandt V.R. Creed Health and Sport Sciences High School",="Counselors  Social Workers  and School Psychologists",="Certified",1.4,1.9,1.1,1.1,1.4
,="Davis 21st Century Magnet Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",1.3,1.4,1.0,0.6,1.2
,="Domus Academy",="Counselors  Social Workers  and School Psychologists",="Certified",1.1,1.1,1.1,0.7,1.0
,="East Rock Community Magnet School",="Counselors  Social Workers  and School Psychologists",="Certified",2.7,1.8,2.8,2.8,2.5
,="Engineering - Science University Magnet School",="Counselors  Social Workers  and School Psychologists",="Certified",1.8,1.3,1.5,1.5,3.5
,="Fair Haven School",="Counselors  Social Workers  and School Psychologists",="Certified",4.0,4.2,3.4,3.4,3.6
,="Helene Grant HeadStart",="Counselors  Social Workers  and School Psychologists",="Certified",0.2,0.2,0.2,0.2,0.2
,="High School In The Community",="Counselors  Social Workers  and School Psychologists",="Certified",2.6,3.0,3.0,3.0,3.0
,="Hill Central Music Academy",="Counselors  Social Workers  and School Psychologists",="Certified",2.4,2.5,2.5,2.5,0.8
,="Hill Regional Career High School",="Counselors  Social Workers  and School Psychologists",="Certified",4.0,4.0,4.0,5.0,3.6
,="James Hillhouse High School",="Counselors  Social Workers  and School Psychologists",="Certified",8.4,8.3,8.3,9.1,7.6
,="John C. Daniels",="Counselors  Social Workers  and School Psychologists",="Certified",1.5,1.8,1.9,1.9,1.8
,="John S. Martinez School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0,2.3,1.5,1.5,1.5
,="King/Robinson Magnet School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0,2.1,2.1,2.1,1.5
,="Lincoln-Bassett School",="Counselors  Social Workers  and School Psychologists",="Certified",2.2,1.7,1.7,1.2,1.2
,="Mauro-Sheridan Magnet School",="Counselors  Social Workers  and School Psychologists",="Certified",1.6,2.8,2.8,2.8,1.6
,="Metropolitan Business Academy",="Counselors  Social Workers  and School Psychologists",="Certified",1.4,1.5,1.5,2.5,2.4
,="New Haven Academy",="Counselors  Social Workers  and School Psychologists",="Certified",1.5,2.2,2.2,2.2,1.4
,="Polly T. McCabe Center",="Counselors  Social Workers  and School Psychologists",="Certified",0.4,0.2,0.3,0.1,.
,"Riverside Education Academy","Counselors  Social Workers  and School Psychologists","Certified",1.2,1.7,1.7,1.1,1.8
,="Ross/Woodward School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,2.3,2.3,2.3,2.4
,="Sound School",="Counselors  Social Workers  and School Psychologists",="Certified",1.8,1.7,1.5,1.5,2.0
,="Strong 21st Century Communications Magnet and SCSU Lab School",="Counselors  Social Workers  and School Psychologists",="Certified",0.4,0.6,0.6,0.2,1.9
,="Truman School",="Counselors  Social Workers  and School Psychologists",="Certified",2.8,2.7,2.7,2.7,1.8
,="West Rock Authors Academy",="Counselors  Social Workers  and School Psychologists",="Certified",1.7,1.2,1.2,1.2,1.9
,="Wexler/Grant Community School",="Counselors  Social Workers  and School Psychologists",="Certified",2.2,1.9,2.5,2.5,3.4
,="Wilbur Cross High School",="Counselors  Social Workers  and School Psychologists",="Certified",12.7,13.4,13.4,12.8,10.6
,="Worthington Hooker School",="Counselors  Social Workers  and School Psychologists",="Certified",1.1,0.8,0.8,0.8,0.6
,="New Haven Adult Education",="Counselors  Social Workers  and School Psychologists",="Certified",.,.,.,.,1.0
,="New Horizons High School",="Counselors  Social Workers  and School Psychologists",="Certified",.,.,.,.,1.4
,="New Light High School",="Counselors  Social Workers  and School Psychologists",="Certified",.,.,.,.,1.2
,="Quinnipiac Real World Math STEM School",="Counselors  Social Workers  and School Psychologists",="Certified",.,.,.,.,0.5
="New London School District",="Jennings School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0,2.0,2.0,2.0,2.0
,="Bennie Dover Jackson Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",4.2,4.5,3.5,2.4,2.5
,="Harbor School",="Counselors  Social Workers  and School Psychologists",="Certified",1.5,1.5,.,.,.
,"Nathan Hale Arts Magnet School","Counselors  Social Workers  and School Psychologists","Certified",1.6,1.5,2.0,2.0,2.0
,="New London High School",="Counselors  Social Workers  and School Psychologists",="Certified",5.2,6.1,6.1,7.6,7.3
,="Winthrop STEM Elementary Magnet School",="Counselors  Social Workers  and School Psychologists",="Certified",1.7,2.0,0.8,1.0,3.0
,="New London Clinical Day Program",="Counselors  Social Workers  and School Psychologists",="Certified",.,1.0,1.0,.,.
,"Harbor","Counselors  Social Workers  and School Psychologists","Certified",.,.,.,.,1.0
,="New London Adult Education",="Counselors  Social Workers  and School Psychologists",="Certified",.,.,.,.,1.2
="New Milford School District",="Hill And Plain School",="Counselors  Social Workers  and School Psychologists",="Certified",1.2,1.2,1.1,1.2,1.2
,="John Pettibone School",="Counselors  Social Workers  and School Psychologists",="Certified",1.6,1.2,1.2,1.2,0.6
,="New Milford High School",="Counselors  Social Workers  and School Psychologists",="Certified",9.3,9.3,9.3,9.3,9.7
,="Northville Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",1.3,1.7,1.7,1.5,1.6
,="Sarah Noble Intermediate School",="Counselors  Social Workers  and School Psychologists",="Certified",4.3,4.3,4.4,4.3,3.4
,="Schaghticoke Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",4.9,4.9,4.8,5.0,5.0
="Newington School District",="Anna Reynolds School",="Counselors  Social Workers  and School Psychologists",="Certified",1.5,1.5,1.5,1.5,1.5
,="Elizabeth Green School",="Counselors  Social Workers  and School Psychologists",="Certified",1.4,1.4,1.4,1.4,1.4
,="John Paterson School",="Counselors  Social Workers  and School Psychologists",="Certified",1.6,1.6,1.6,1.6,1.6
,="John Wallace Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",4.0,4.0,4.0,4.0,4.0
,="Martin Kellogg Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",4.0,4.0,4.0,4.0,3.0
,="Newington High School",="Counselors  Social Workers  and School Psychologists",="Certified",9.2,9.4,9.4,10.4,11.2
,="Ruth Chaffee School",="Counselors  Social Workers  and School Psychologists",="Certified",1.5,1.5,1.5,1.5,1.5
="Newtown School District",="Hawley Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.0,2.5,1.0
,="Head O'Meadow Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.0,2.0,1.0
,="Middle Gate Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.0,2.5,1.0
,="Newtown High School",="Counselors  Social Workers  and School Psychologists",="Certified",10.7,9.7,10.7,12.6,13.2
,="Newtown Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",4.4,4.5,5.5,8.0,7.5
,="Newtown Preschool",="Counselors  Social Workers  and School Psychologists",="Certified",0.5,.,.,0.6,.
,"Reed Intermediate School","Counselors  Social Workers  and School Psychologists","Certified",3.4,4.5,4.5,6.0,7.0
,="Sandy Hook Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.0,2.0,3.0
="Norfolk School District",="Botelle Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",0.6,0.6,0.6,0.7,.
"North Branford School District","Jerome Harrison School","Counselors  Social Workers  and School Psychologists","Certified",2.0,1.0,1.0,1.0,1.0
,="North Branford High School",="Counselors  Social Workers  and School Psychologists",="Certified",5.2,6.2,5.6,5.5,6.2
,="North Branford Intermediate School",="Counselors  Social Workers  and School Psychologists",="Certified",3.5,3.5,3.5,3.6,3.5
,="Totoket Valley Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0,2.0,2.0,2.0,2.0
="North Canaan School District",="North Canaan Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.0,1.0,.
"North Haven School District","Clintonville Elementary School","Counselors  Social Workers  and School Psychologists","Certified",2.0,2.0,2.0,2.0,1.0
,="Green Acres Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0,2.0,2.0,2.0,2.0
,="Montowese Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0,2.0,1.0,1.0,2.0
,="North Haven High School",="Counselors  Social Workers  and School Psychologists",="Certified",7.6,8.6,7.6,7.6,8.2
,="North Haven Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",5.0,5.0,5.0,5.0,5.0
,="Ridge Road Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",2.0,2.0,1.0,1.0,2.0
="North Stonington School District",="North Stonington Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",1.0,1.0,1.0,1.0,1.0
,="Wheeler High School",="Counselors  Social Workers  and School Psychologists",="Certified",1.5,1.8,1.8,1.8,1.8
,="Wheeler Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",1.5,1.2,1.2,1.2,1.2
="Norwalk School District",="Brien McMahon High School",="Counselors  Social Workers  and School Psychologists",="Certified",11.0,11.0,9.5,10.3,9.0
,="Brookside Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",1.1,1.1,1.1,0.5,1.8
,="Columbus Magnet School",="Counselors  Social Workers  and School Psychologists",="Certified",1.4,1.4,1.4,1.4,0.5
,="Cranbury Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",0.4,0.4,0.4,.,0.4
,="Fox Run Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",1.5,1.5,1.5,1.5,0.4
,="Jefferson Magnet School",="Counselors  Social Workers  and School Psychologists",="Certified",1.4,1.4,1.4,1.4,1.5
,="Kendall Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",1.4,1.4,1.4,1.8,1.5
,="Marvin Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",1.4,1.4,0.4,1.4,2.0
,="Naramake Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",1.5,1.5,1.0,0.8,1.4
,="Nathan Hale Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",4.3,4.3,4.3,4.3,3.6
,="Norwalk High School",="Counselors  Social Workers  and School Psychologists",="Certified",10.7,10.7,10.2,9.2,9.8
,="Norwalk Pathways Academy at Briggs",="Counselors  Social Workers  and School Psychologists",="Certified",2.1,2.2,2.2,1.6,2.6
,="Ponus Ridge Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",5.1,5.1,7.1,6.1,4.7
,="Roton Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",3.6,4.6,4.0,3.0,4.4
,="Rowayton School",="Counselors  Social Workers  and School Psychologists",="Certified",1.6,1.6,1.6,1.6,2.0
,="Silvermine Elementary School",="Counselors  Social Workers  and School Psychologists",="Certified",1.4,1.8,1.4,1.4,1.0
,="Tracey School",="Counselors  Social Workers  and School Psychologists",="Certified",1.6,1.6,1.6,1.6,1.0
,="West Rocks Middle School",="Counselors  Social Workers  and School Psychologists",="Certified",5.1,5.1,5.1,4.1,5.3
,="Wolfpit School",="Counselors  Social Workers  and School Psychologists",="Certified",1.4,1.4,0.9,0.9,1.9
,="Comm Based PreK",="Counselors  Social Workers  and School Psychologists",="Certified",.,.,.,.,0.2
