"FTE Staffing Report for Trend"

"",,,,"Year",,,,
,,"Library/Media - Support Staff","Non-Certified",0.0,0.0,.,.,.
,,"School Nurses","Non-Certified",1.0,1.0,.,.,.
,,"Special Education - Paraprofessional Instructional Assistants","Non-Certified",2.5,3.0,.,.,.
,"City Hill Middle School","General Education - Paraprofessional Instructional Assistants","Non-Certified",3.0,3.0,3.0,3.0,4.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",2.0,2.0,2.0,2.0,2.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,9.0,10.0,9.5,10.0
,="Cross Street Intermediate School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,2.0,4.5,5.5,4.0
,,="Library/Media - Support Staff",="Non-Certified",0.5,0.5,0.5,0.5,0.5
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,7.0,7.0,7.0,7.0
,="Hillside Intermediate School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.5,2.0,3.5,3.5,3.5
,,="Library/Media - Support Staff",="Non-Certified",0.5,0.5,0.5,0.5,0.5
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,4.0,4.5,4.5,3.5
,="Hop Brook Elementary School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,2.0,2.5,3.5,4.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5,3.0,5.0,5.0,6.0
,="Maple Hill School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,2.0,7.0,5.5,5.5
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",1.5,1.5,2.0,2.0,2.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0,11.0,11.0,10.0,12.0
,="Naugatuck High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,2.0,2.0,2.0,6.0
,,="Library/Media - Support Staff",="Non-Certified",1.5,1.5,1.5,1.5,1.0
,,="School Nurses",="Non-Certified",3.0,3.0,3.0,3.0,3.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.5,11.0,13.5,14.0,14.0
,="Salem School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,2.0,2.0,5.0,5.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.5,2.0,1.5,2.5,2.5
,="Western School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.5,2.0,2.0,0.0,0.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,3.0,3.0,2.0,4.0
="New Beginnings Inc Family Academy District",="New Beginnings Inc., Family Academy",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",11.5,8.0,12.0,11.0,13.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,1.0,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
="New Britain School District",="Chamberlain Elementary School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,8.0,9.0,10.0,11.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,2.0,2.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,10.0,11.0,6.0,6.0
,="Frank J. DiLoreto School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0,8.0,12.0,8.0,6.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,1.0
,="Gaffney School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",15.0,16.0,19.0,14.0,18.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",31.0,36.0,35.0,21.0,20.0
,="Holmes School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,5.0,7.0,6.0,8.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,4.0,6.0,5.0,4.0
,="House of Arts Letters and Science (HALS) Academy",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,.,0.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,.,0.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,.,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,.,0.0
,="Jefferson School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,2.0,4.0,1.0,1.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,9.0,9.0,3.0,6.0
,="Lincoln School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,8.0,11.0,8.0,6.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,7.0,7.0,3.0,4.0
,="New Britain High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",14.0,11.0,13.0,15.0,13.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",3.0,5.0,6.0,4.0,5.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",36.0,31.0,30.0,14.0,19.0
,="Northend School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,2.0,4.0,2.0,2.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,2.0,3.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,7.0,6.0,1.0,2.0
,="Pulaski Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,7.0,8.0,5.0,5.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",3.0,3.0,3.0,2.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",21.0,19.0,20.0,17.0,17.0
,="Roosevelt Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,1.0,2.0,0.0,0.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,4.0,5.0,2.0,0.0
,="Slade Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,3.0,4.0,0.0,2.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,8.0,9.0,13.0,13.0
,="Smalley Academy",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,5.0,6.0,3.0,2.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,3.0,4.0,3.0,4.0
,="Smith School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,6.0,5.0,7.0,7.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,5.0,4.0,2.0,2.0
,="Vance School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,4.0,5.0,2.0,2.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,7.0,5.0,4.0,3.0
="New Canaan School District",="East School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,5.0,5.0,5.0,5.6
,,="Library/Media - Support Staff",="Non-Certified",0.3,0.3,0.5,0.5,0.5
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,8.0,10.0,7.0,11.0
,="New Canaan High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.7,7.7,6.7,5.7,2.7
,,="Library/Media - Support Staff",="Non-Certified",2.0,2.0,2.0,2.0,2.0
,,="School Nurses",="Non-Certified",2.0,2.0,2.6,3.0,3.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0,16.0,15.4,16.0,17.0
,="Saxe Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0,6.0,6.0,6.0,6.0
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",2.0,2.0,2.4,2.0,2.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",20.0,19.0,24.0,26.0,28.0
,="South School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.6,6.6,6.6,6.6,6.0
,,="Library/Media - Support Staff",="Non-Certified",0.6,0.6,0.6,0.6,0.6
,,="School Nurses",="Non-Certified",2.0,2.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.6,10.6,12.2,10.6,11.6
,="West School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.4,9.9,9.0,9.0,10.0
,,="Library/Media - Support Staff",="Non-Certified",0.5,0.5,0.5,0.5,0.5
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.4,12.9,13.0,13.0,12.0
="New Fairfield School District",="Consolidated School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,0.0,9.0,9.0,8.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",19.0,17.4,16.4,15.6,14.6
,="Meeting House Hill School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0,8.0,6.0,5.0,5.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.5,8.5,9.0,8.8,9.3
,="New Fairfield High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="Library/Media - Support Staff",="Non-Certified",0.5,0.5,0.5,1.0,1.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,8.0,11.0,11.0,11.0
,="New Fairfield Middle School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,7.0,5.0,3.0,0.0
,,="Library/Media - Support Staff",="Non-Certified",0.5,0.5,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.0,13.0,10.0,9.0,12.0
="New Hartford School District",="Ann Antolini School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,1.0,0.6,0.6,1.0
,,="Library/Media - Support Staff",="Non-Certified",1.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.5,9.0,7.0,7.0,7.0
,="Bakerville Consolidated School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.6,0.6,1.6,2.0,1.0
,,="Library/Media - Support Staff",="Non-Certified",0.5,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,4.0,3.0,3.0,4.0
,="New Hartford Elementary School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.9,1.1,2.1,2.5,1.5
,,="Library/Media - Support Staff",="Non-Certified",0.3,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,2.5,2.0,2.0,2.5
="New Haven School District",="Edgewood School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,4.0,4.0,5.0,4.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,0.5,0.5,0.5,0.5
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,3.0,2.0,2.0,2.0
,="Nathan Hale School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,8.0,8.0,16.0,8.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",0.8,0.8,0.8,0.5,0.3
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,="Augusta Lewis Troup School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,3.0,3.0,5.0,6.1
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,4.0,4.0,5.0,5.0
,="Barnard Environmental Magnet School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",15.0,10.0,10.0,11.0,10.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,0.5,0.5,0.4,0.5
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,3.0,3.0,3.0,3.0
,="Beecher School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0,12.0,11.0,19.0,11.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",0.8,0.8,0.8,0.8,0.8
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,6.0,5.0,4.0,3.0
,="Benjamin Jepson Magnet School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",13.0,11.0,10.0,21.0,11.1
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,0.8,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,4.0,2.0,2.0,4.0
,="Betsy Ross Arts Magnet School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.1
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",0.7,0.7,0.6,0.6,0.6
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,4.0,4.0,4.0,4.0
,="Bishop Woods School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,5.0,6.0,11.0,6.2
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",0.7,0.6,0.5,0.4,0.4
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,6.0,7.0,6.0,6.0
,="Brennan Rogers School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,9.0,8.0,13.0,8.2
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",0.6,0.6,0.6,0.6,0.4
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",18.0,17.0,15.0,9.0,9.0
,="Celentano BioTech, Health and Medical Magnet School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0,7.0,5.0,9.0,8.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",0.8,0.6,1.0,1.0,0.9
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,8.0,7.0,5.0,5.0
,="Clarence Rogers School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,.,.,.,.
,,"Library/Media - Support Staff","Non-Certified",0.0,.,.,.,.
,,"School Nurses","Non-Certified",0.3,.,.,.,.
,,"Special Education - Paraprofessional Instructional Assistants","Non-Certified",7.0,.,.,.,.
,"Clemente Leadership Academy","General Education - Paraprofessional Instructional Assistants","Non-Certified",6.0,2.0,4.0,4.0,5.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",0.8,0.8,0.7,0.4,0.5
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,2.0,5.0,4.0,3.0
,="Clinton Avenue School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,5.0,5.0,9.0,5.2
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",0.8,0.8,0.6,0.4,0.9
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,1.0,2.0,3.0,3.8
,="Columbus Family Academy",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,9.0,9.0,14.0,9.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",0.8,0.8,0.8,0.8,0.8
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="Conte/West Hills Magnet School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,8.0,9.0,13.0,10.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",0.9,0.5,0.4,0.4,0.5
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,1.0,1.0,2.0,2.0
,="Cooperative High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.6,0.0,0.0,5.0,1.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,0.8,0.8,0.8,0.8
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,1.0,0.0,0.0,0.0
,="Cortlandt V.R. Creed Health and Sport Sciences High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.4,0.0,1.0,5.0,1.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",0.2,0.2,0.2,0.2,0.2
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,1.0,0.0,0.0,0.0
,="Davis 21st Century Magnet Elementary School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0,11.0,10.0,40.0,12.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",0.7,0.7,0.7,0.7,0.8
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,3.0,3.0,4.0,3.0
,="East Rock Community Magnet School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,3.0,3.0,11.0,7.2
,,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,,="School Nurses",="Non-Certified",2.0,1.9,2.0,2.0,2.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,8.0,9.0,8.0,6.0
,="Engineering - Science University Magnet School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,9.0,0.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",0.3,0.2,0.2,0.5,0.6
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,1.0,1.0,1.0,0.0
,="Fair Haven School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,10.0,7.0,31.0,8.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,0.5,1.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,2.0,1.0,2.0,2.0
,="High School In The Community",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,1.0,0.0,1.0,2.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",0.3,0.3,0.4,0.4,0.4
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,2.0,1.0,1.0,1.0
,="Hill Central Music Academy",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,5.0,8.0,15.0,11.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",0.8,0.8,0.6,0.6,0.5
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,4.0,3.0,3.0,3.0
,="Hill Regional Career High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,1.0,1.0,1.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,0.5,0.9,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="James Hillhouse High School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,0.0,0.0,12.0,2.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,1.1,2.0,1.0,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0,11.0,12.0,11.0,13.0
,="John C. Daniels",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",13.0,12.0,11.0,23.0,13.2
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,0.8,1.0,0.8,0.8
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,3.0,2.0,2.0,2.0
,="John S. Martinez School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,5.0,5.0,8.0,7.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",0.9,0.9,0.8,0.8,0.8
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,2.0,1.0,1.0,1.0
,="Katherine Brennan School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,.,.,.,.
,,"Library/Media - Support Staff","Non-Certified",0.0,.,.,.,.
,,"School Nurses","Non-Certified",0.3,.,.,.,.
,,"Special Education - Paraprofessional Instructional Assistants","Non-Certified",11.0,.,.,.,.
,"King/Robinson Magnet School","General Education - Paraprofessional Instructional Assistants","Non-Certified",12.0,10.0,11.0,24.0,12.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,0.5,0.7,1.0,0.8
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,3.0,3.0,3.0,3.0
,="Lincoln-Bassett School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,6.0,6.0,13.0,10.7
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",0.8,0.8,0.8,0.6,0.6
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,4.0,5.0,3.0,4.0
,="Mauro-Sheridan Magnet School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,7.0,10.0,27.0,12.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",1.0,0.5,1.0,0.9,1.0
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,2.0,2.0,2.0,1.0
,="Metropolitan Business Academy",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",0.2,0.2,0.2,0.2,0.2
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="New Haven Academy",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,1.0,6.0,1.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",0.2,0.2,0.2,0.2,0.2
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,1.0,1.0,1.0,1.0
,="Ross/Woodward School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0,11.0,11.0,18.0,11.1
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",0.7,0.5,0.8,0.8,0.8
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,="Sound School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,9.0,0.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",0.4,0.4,0.4,0.4,0.2
,,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,1.0,0.0,0.0,0.0
,="Strong 21st Century Communications Magnet and SCSU Lab School",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",15.0,13.0,13.0,14.0,13.0
,,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,,="School Nurses",="Non-Certified",0.3,0.2,0.6,0.6,0.6
