"FTE Staffing Report for Trend"

"",,,,"Year",,,,
="Ledyard School District",="Gales Ferry School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.2,7.0,7.5,7.7,5.8
,="Gallup Hill School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.7,11.5,10.9,11.4,10.3
,="Juliet W. Long School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.4,5.9,6.5,5.0,5.6
,="Ledyard Center School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.1,6.7,5.8,5.1,6.9
,="Ledyard High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.2,6.6,7.9,8.2,6.6
,="Ledyard Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.5,6.4,7.3,5.6,5.1
="Lisbon School District",="Community Connection - The Big Picture High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.5,0.0,0.0,.,.
,"Lisbon Central School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",1.0,2.0,1.0,2.0,2.0
="Litchfield School District",="Center School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,8.5,8.5,8.5,10.5
,="Litchfield High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,7.0,6.0,7.0,5.0
,="Litchfield Intermediate School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,6.5,7.5,6.5,7.5
="Madison School District",="Daniel Hand High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.0,16.5,17.5,15.5,18.1
,="Dr. Robert H. Brown Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.3,16.1,11.6,17.1,14.3
,="Island Avenue Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.7,1.7,2.5,3.3,3.3
,="J. Milton Jeffrey Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.5,2.8,3.8,3.0,4.7
,="Kathleen H. Ryerson Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.2,7.2,7.5,9.7,9.7
,="Walter C. Polson Upper Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.3,10.6,14.5,18.0,15.6
="Manchester School District",="Nathan Hale School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,10.0,.,.,.
,"Bowers School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",7.0,8.0,9.0,8.0,8.0
,="Buckley School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.5,10.0,12.0,7.8,7.8
,="Elisabeth M. Bennet Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,16.0,8.0,9.0,10.0
,="Highland Park School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,.,5.0,3.0,3.0
,="Illing Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",20.0,16.0,15.0,15.0,14.0
,="Keeney School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.9,13.0,5.0,5.0,7.0
,="Manchester High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",34.0,34.8,32.0,22.0,22.8
,="Martin School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,3.0,5.0,4.0,4.0
,="Robertson School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0,9.0,9.0,11.0,11.0
,="Verplanck School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,7.0,2.0,6.0,6.0
,="Waddell School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.6,13.6,12.0,14.0,12.0
,="Washington School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,6.0,6.0,4.0,5.0
="Mansfield School District",="Annie E. Vinton School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,6.0,6.0,6.0,5.0
,="Dorothy C. Goodwin School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,9.0,9.0,7.0,8.0
,="Mansfield Middle School School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.0,13.0,12.0,13.0,13.0
,="Southeast Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,6.0,7.0,7.0,6.0
="Marlborough School District",="Elmer Thienes-Mary Hall Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.3,8.7,9.3,10.4,12.2
="Meriden School District",="Nathan Hale School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0,11.0,10.0,10.0,11.0
,="Benjamin Franklin School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",18.0,18.0,19.0,6.0,6.0
,="Casimir Pulaski School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.0,13.0,13.0,11.0,12.0
,="Francis T. Maloney High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",18.0,17.0,17.0,13.0,15.0
,="Hanover School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.0,14.0,12.0,12.0,19.0
,="Israel Putnam School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,7.0,7.0,8.0,8.0
,="John Barry School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,5.0,5.0,7.0,7.0
,="Lincoln Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,7.0,7.0,7.0,5.0
,="Orville H. Platt High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0,11.0,11.0,13.0,13.0
,="Roger Sherman School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,7.0,12.0,16.0,19.0
,="Thomas Hooker School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0,10.0,10.0,10.0,10.0
,="Washington Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0,11.0,11.0,11.0,12.0
="Middletown School District",="Bielefield School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0,7.0,8.0,9.7,9.6
,="Farm Hill School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,9.0,7.0,9.0,11.0
,="Keigwin Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.2,10.0,7.0,7.0,6.0
,="Lawrence School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,8.0,8.0,6.0,7.0
,="MacDonough School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,7.0,7.0,5.0,6.0
,="Middletown High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",24.0,24.0,26.0,21.0,22.0
,="Moody School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,3.0,6.0,5.0,.
,"Snow School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",17.0,16.0,16.0,17.0,18.0
,="Spencer School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,10.0,11.0,6.0,.
,"Wesley School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",9.0,8.0,8.0,9.0,9.0
,="Woodrow Wilson Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0,15.0,12.0,15.0,13.0
="Milford School District",="Calf Pen Meadow School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,6.0,6.0,6.0,5.0
,="East Shore Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0,10.0,10.0,10.0,14.0
,="Harborside Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0,12.0,12.0,12.0,10.0
,="J. F. Kennedy School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,5.0,3.0,4.0,4.0
,="Jonathan Law High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",20.0,22.0,21.0,19.0,19.0
,="Joseph A. Foran High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",18.0,16.0,17.0,17.0,19.0
,="Live Oaks School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,6.0,9.0,11.0,11.0
,="Mathewson School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0,10.0,11.0,10.0,10.0
,="Meadowside School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0,7.0,12.0,13.0,13.0
,="Orange Avenue School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",28.0,25.0,17.0,18.0,11.0
,="Orchard Hills School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",16.0,16.0,11.0,10.0,8.0
,="Pumpkin Delight School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,6.0,4.0,5.0,3.0
,="The Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,.,.,.,.
,"West Shore Middle School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",18.0,15.0,15.0,14.0,8.0
="Monroe School District",="Chalk Hill School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,.,.,.,.
,"Fawn Hollow Elementary School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",16.5,14.0,14.0,14.4,14.9
,="Jockey Hollow School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,11.0,13.0,11.0,9.0
,="Masuk High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.0,12.0,12.0,12.0,11.0
,="Monroe Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",17.7,19.2,19.8,18.2,14.9
,="Stepney Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.3,10.2,9.4,9.8,9.8
="Montville School District",="Dr. Charles E. Murphy School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.3,5.3,5.9,7.9,8.2
,="Leonard J. Tyl Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.9,10.3,10.6,9.6,9.6
,="Mohegan School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.7,13.6,10.9,10.3,12.7
,="Montville High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.6,6.9,7.6,9.9,8.9
,="Oakdale School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0,9.3,10.6,10.4,4.6
="Naugatuck School District",="Andrew Avenue School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,1.5,2.0,2.5,2.5
,="Central Avenue School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.5,3.0,.,.,.
,"City Hill Middle School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",9.0,9.0,10.0,9.5,10.0
,="Cross Street Intermediate School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,7.0,7.0,7.0,7.0
,="Hillside Intermediate School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,4.0,4.5,4.5,3.5
,="Hop Brook Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5,3.0,5.0,5.0,6.0
,="Maple Hill School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0,11.0,11.0,10.0,12.0
,="Naugatuck High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.5,11.0,13.5,14.0,14.0
,="Salem School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.5,2.0,1.5,2.5,2.5
,="Western School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,3.0,3.0,2.0,4.0
="New Beginnings Inc Family Academy District",="New Beginnings Inc., Family Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
="New Britain School District",="Chamberlain Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,10.0,11.0,6.0,6.0
,="Frank J. DiLoreto School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,1.0
,="Gaffney School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",31.0,36.0,35.0,21.0,20.0
,="Holmes School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,4.0,6.0,5.0,4.0
,="House of Arts Letters and Science (HALS) Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,.,0.0
,="Jefferson School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,9.0,9.0,3.0,6.0
,="Lincoln School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,7.0,7.0,3.0,4.0
,="New Britain High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",36.0,31.0,30.0,14.0,19.0
,="Northend School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,7.0,6.0,1.0,2.0
,="Pulaski Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",21.0,19.0,20.0,17.0,17.0
,="Roosevelt Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,4.0,5.0,2.0,0.0
,="Slade Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,8.0,9.0,13.0,13.0
,="Smalley Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,3.0,4.0,3.0,4.0
,="Smith School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,5.0,4.0,2.0,2.0
,="Vance School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,7.0,5.0,4.0,3.0
="New Canaan School District",="East School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,8.0,10.0,7.0,11.0
,="New Canaan High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0,16.0,15.4,16.0,17.0
,="Saxe Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",20.0,19.0,24.0,26.0,28.0
,="South School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.6,10.6,12.2,10.6,11.6
,="West School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.4,12.9,13.0,13.0,12.0
="New Fairfield School District",="Consolidated School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",19.0,17.4,16.4,15.6,14.6
,="Meeting House Hill School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.5,8.5,9.0,8.8,9.3
,="New Fairfield High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,8.0,11.0,11.0,11.0
,="New Fairfield Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.0,13.0,10.0,9.0,12.0
="New Hartford School District",="Ann Antolini School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.5,9.0,7.0,7.0,7.0
,="Bakerville Consolidated School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,4.0,3.0,3.0,4.0
,="New Hartford Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,2.5,2.0,2.0,2.5
="New Haven School District",="Edgewood School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,3.0,2.0,2.0,2.0
,="Nathan Hale School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,="Augusta Lewis Troup School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,4.0,4.0,5.0,5.0
,="Barnard Environmental Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,3.0,3.0,3.0,3.0
,="Beecher School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,6.0,5.0,4.0,3.0
,="Benjamin Jepson Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,4.0,2.0,2.0,4.0
,="Betsy Ross Arts Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,4.0,4.0,4.0,4.0
,="Bishop Woods School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,6.0,7.0,6.0,6.0
,="Brennan Rogers School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",18.0,17.0,15.0,9.0,9.0
,="Celentano BioTech, Health and Medical Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,8.0,7.0,5.0,5.0
,="Clarence Rogers School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,.,.,.,.
,"Clemente Leadership Academy","Special Education - Paraprofessional Instructional Assistants","Non-Certified",3.0,2.0,5.0,4.0,3.0
,="Clinton Avenue School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,1.0,2.0,3.0,3.8
,="Columbus Family Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="Conte/West Hills Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,1.0,1.0,2.0,2.0
,="Cooperative High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,1.0,0.0,0.0,0.0
,="Cortlandt V.R. Creed Health and Sport Sciences High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,1.0,0.0,0.0,0.0
,="Davis 21st Century Magnet Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,3.0,3.0,4.0,3.0
,="East Rock Community Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,8.0,9.0,8.0,6.0
,="Engineering - Science University Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,1.0,1.0,1.0,0.0
,="Fair Haven School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,2.0,1.0,2.0,2.0
,="High School In The Community",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,2.0,1.0,1.0,1.0
,="Hill Central Music Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,4.0,3.0,3.0,3.0
,="Hill Regional Career High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="James Hillhouse High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0,11.0,12.0,11.0,13.0
,="John C. Daniels",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,3.0,2.0,2.0,2.0
,="John S. Martinez School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,2.0,1.0,1.0,1.0
,="Katherine Brennan School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0,.,.,.,.
,"King/Robinson Magnet School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",4.0,3.0,3.0,3.0,3.0
,="Lincoln-Bassett School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,4.0,5.0,3.0,4.0
,="Mauro-Sheridan Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,2.0,2.0,2.0,1.0
,="Metropolitan Business Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="New Haven Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,1.0,1.0,1.0,1.0
,="Ross/Woodward School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,="Sound School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,1.0,0.0,0.0,0.0
,="Strong 21st Century Communications Magnet and SCSU Lab School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,0.0,0.0,7.0,6.0
,="Truman School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,3.0,3.0,3.0,3.0
,="West Rock Authors Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,3.0,3.0,2.0,3.0
,="Wexler/Grant Community School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,5.0,4.0,3.0,2.0
,="Wilbur Cross High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",18.0,17.0,17.0,17.0,16.0
,="Worthington Hooker School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,2.0,1.0,1.0,1.0
,="Quinnipiac Real World Math STEM School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",.,.,0.0,0.0,0.0
="New London School District",="Jennings School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0,5.0,6.0,7.0,5.0
,="Bennie Dover Jackson Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,4.0,2.0,2.0,2.0
,="Harbor School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,4.0,.,.,.
,"Nathan Hale Arts Magnet School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",4.0,2.0,3.0,3.0,3.0
,="New London High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,6.0,6.0,8.0,3.0
,="Shoreline Academy",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,.,.,.,.
,"Winthrop STEM Elementary Magnet School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",0.0,5.0,4.0,.,3.0
,="Harbor",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",.,.,.,.,3.0
="New Milford School District",="Hill And Plain School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.7,12.5,12.5,15.5,14.5
,="John Pettibone School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.5,13.5,11.0,13.0,12.0
,="New Milford High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",19.0,19.0,20.0,20.0,19.0
,="Northville Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.5,9.9,10.5,12.5,13.5
,="Sarah Noble Intermediate School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",23.5,23.0,22.5,26.5,26.5
,="Schaghticoke Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",17.0,15.4,15.0,12.0,14.0
="Newington School District",="Anna Reynolds School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,11.0,14.0,14.0,11.5
,="Elizabeth Green School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.6,11.9,13.5,16.0,19.0
,="John Paterson School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.5,16.0,15.0,14.0,13.0
,="John Wallace Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.0,15.5,12.5,14.0,13.5
,="Martin Kellogg Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.0,9.3,9.0,10.0,13.0
,="Newington High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",19.0,24.0,26.5,21.0,24.0
,="Ruth Chaffee School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.5,8.0,13.0,16.0,10.0
="Newtown School District",="Hawley Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.4,6.0,7.8,7.9,7.0
,="Head O'Meadow Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.4,3.3,5.2,6.4,10.8
,="Middle Gate Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.4,6.8,6.8,7.0,7.0
,="Newtown High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.5,10.0,11.6,14.8,15.9
,="Newtown Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.8,15.0,16.0,15.0,12.8
,="Reed Intermediate School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",17.7,15.9,16.0,16.6,18.1
,="Sandy Hook Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",18.1,19.3,12.0,11.0,9.3
="Norfolk School District",="Botelle Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.9,3.7,2.7,2.1,3.5
="North Branford School District",="Jerome Harrison School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",16.0,10.0,10.0,6.0,6.0
,="North Branford High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0,12.0,13.0,13.0,13.0
,="North Branford Intermediate School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0,10.0,11.0,12.0,12.0
,="Stanley T. Williams School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,.,.,.,.
,"Totoket Valley Elementary School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",12.0,11.0,11.0,10.0,10.0
="North Canaan School District",="North Canaan Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.4,5.7,6.8,8.0,6.8
="North Haven School District",="Clintonville Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,0.0,6.0,6.0,6.0
,="Green Acres Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.5,10.5,9.5,11.0,11.5
,="Montowese Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.5,5.5,5.5,6.0,7.0
,="North Haven High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.5,4.5,6.5,6.5,7.5
,="North Haven Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,6.0,6.0,8.0,7.0
,="Ridge Road Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.5,7.5,8.0,9.5,9.5
="North Stonington School District",="North Stonington Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.2,7.4,7.2,4.5,5.0
,="Wheeler High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.4,5.0,4.0,5.0,5.0
,="Wheeler Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.4,3.0,4.0,4.0,4.0
="Norwalk School District",="Brien McMahon High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.8,.,.,9.3,9.8
,="Brookside Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.3,.,.,0.0,5.7
,="Columbus Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,.,.,0.7,.
,"Cranbury Elementary School","Special Education - Paraprofessional Instructional Assistants","Non-Certified",6.5,.,.,4.0,4.0
,="Fox Run Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.2,.,.,10.4,11.5
,="Jefferson Magnet School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,.,.,5.9,10.0
,="Kendall Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.5,.,.,5.3,6.3
,="Marvin Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.7,.,.,8.1,4.7
,="Naramake Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.5,.,.,5.9,6.6
,="Nathan Hale Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.2,.,.,4.5,7.7
,="Norwalk High School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.7,.,.,10.1,12.2
,="Norwalk Pathways Academy at Briggs",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,.,.,1.5,0.7
,="Ponus Ridge Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.5,.,.,10.0,7.7
,="Roton Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0,.,.,8.9,8.1
,="Rowayton School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.7,.,.,0.0,8.7
,="Silvermine Elementary School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.6,.,.,4.9,5.8
,="Tracey School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.1,.,.,9.5,8.7
,="West Rocks Middle School",="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.1,.,.,11.2,.
