"FTE Staffing Report for Trend"

"",,,,"Year",,,,
,="Jockey Hollow School",="Instructional Specialists Who Support Teachers",="Certified",0.6,2.0,3.9,3.9,2.9
,="Monroe Elementary School",="Instructional Specialists Who Support Teachers",="Certified",1.7,1.7,2.7,2.7,2.7
,="Stepney Elementary School",="Instructional Specialists Who Support Teachers",="Certified",1.4,1.5,2.5,2.5,3.0
,="Masuk High School",="Instructional Specialists Who Support Teachers",="Certified",.,0.8,1.0,.,.
"Montville School District","Dr. Charles E. Murphy School","Instructional Specialists Who Support Teachers","Certified",1.0,1.0,1.0,1.0,1.7
,="Leonard J. Tyl Middle School",="Instructional Specialists Who Support Teachers",="Certified",2.0,0.9,0.9,0.9,0.9
,="Mohegan School",="Instructional Specialists Who Support Teachers",="Certified",1.3,1.3,1.3,1.3,2.0
,="Montville High School",="Instructional Specialists Who Support Teachers",="Certified",0.2,0.5,0.4,0.4,0.4
,="Oakdale School",="Instructional Specialists Who Support Teachers",="Certified",2.3,2.3,2.3,2.3,3.0
="Naugatuck School District",="Andrew Avenue School",="Instructional Specialists Who Support Teachers",="Certified",0.4,0.4,0.5,0.5,1.0
,="Central Avenue Preschool",="Instructional Specialists Who Support Teachers",="Certified",1.4,1.3,1.6,2.6,2.0
,="Central Avenue School",="Instructional Specialists Who Support Teachers",="Certified",1.6,1.6,.,.,.
,"City Hill Middle School","Instructional Specialists Who Support Teachers","Certified",2.4,2.4,2.4,2.4,3.0
,="Cross Street Intermediate School",="Instructional Specialists Who Support Teachers",="Certified",1.6,2.0,2.5,2.5,.
,"Hillside Intermediate School","Instructional Specialists Who Support Teachers","Certified",0.6,0.9,0.9,0.9,0.8
,="Hop Brook Elementary School",="Instructional Specialists Who Support Teachers",="Certified",1.0,0.5,0.5,0.5,2.0
,="Maple Hill School",="Instructional Specialists Who Support Teachers",="Certified",1.5,1.2,2.5,2.5,2.0
,="Naugatuck High School",="Instructional Specialists Who Support Teachers",="Certified",0.3,0.3,0.3,0.3,1.5
,="Salem School",="Instructional Specialists Who Support Teachers",="Certified",1.6,1.6,1.5,1.5,.
,"Western School","Instructional Specialists Who Support Teachers","Certified",0.7,0.7,0.7,0.7,0.5
,="St. Francis - St. Hedwig",="Instructional Specialists Who Support Teachers",="Certified",.,.,.,.,0.2
="New Britain School District",="Chamberlain Elementary School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.0,2.0,1.7,0.5
,="Frank J. DiLoreto School",="Instructional Specialists Who Support Teachers",="Certified",0.8,0.8,0.8,0.8,1.0
,="Gaffney School",="Instructional Specialists Who Support Teachers",="Certified",4.0,4.9,5.0,3.3,4.0
,="Holmes School",="Instructional Specialists Who Support Teachers",="Certified",2.4,2.4,2.4,0.4,1.0
,="Jefferson School",="Instructional Specialists Who Support Teachers",="Certified",1.8,1.8,1.8,0.8,2.0
,="Lincoln School",="Instructional Specialists Who Support Teachers",="Certified",3.0,3.0,3.0,1.0,3.0
,="New Britain High School",="Instructional Specialists Who Support Teachers",="Certified",0.4,0.5,0.5,0.5,1.0
,="Northend School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.5,0.5,1.0,.
,"Pulaski Middle School","Instructional Specialists Who Support Teachers","Certified",0.6,0.5,0.5,0.5,1.0
,="Roosevelt Middle School",="Instructional Specialists Who Support Teachers",="Certified",0.4,1.0,1.0,1.0,.
,"Slade Middle School","Instructional Specialists Who Support Teachers","Certified",0.6,1.5,1.5,1.5,1.0
,="Smalley Academy",="Instructional Specialists Who Support Teachers",="Certified",2.0,3.0,2.0,1.0,1.0
,="Smith School",="Instructional Specialists Who Support Teachers",="Certified",3.0,3.0,1.0,2.0,2.5
,="Vance School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.0,1.0,1.0,.
,"House of Arts Letters and Science (HALS) Academy","Instructional Specialists Who Support Teachers","Certified",.,0.1,.,.,.
"New Canaan School District","East School","Instructional Specialists Who Support Teachers","Certified",3.6,3.8,4.1,4.3,4.4
,="New Canaan High School",="Instructional Specialists Who Support Teachers",="Certified",4.2,4.2,4.2,4.2,4.0
,="Saxe Middle School",="Instructional Specialists Who Support Teachers",="Certified",4.9,6.3,6.6,6.0,5.9
,="South School",="Instructional Specialists Who Support Teachers",="Certified",3.4,4.3,3.9,4.1,4.2
,="West School",="Instructional Specialists Who Support Teachers",="Certified",3.6,4.3,4.4,4.6,5.7
="New Fairfield School District",="Consolidated School",="Instructional Specialists Who Support Teachers",="Certified",3.0,3.0,3.5,3.5,3.5
,="Meeting House Hill School",="Instructional Specialists Who Support Teachers",="Certified",2.0,2.0,2.0,1.5,2.5
,="New Fairfield High School",="Instructional Specialists Who Support Teachers",="Certified",0.4,0.4,1.2,0.4,1.4
,="New Fairfield Middle School",="Instructional Specialists Who Support Teachers",="Certified",0.6,0.6,0.6,0.6,0.6
="New Hartford School District",="Ann Antolini School",="Instructional Specialists Who Support Teachers",="Certified",1.5,1.1,1.1,1.8,1.0
,="Bakerville Consolidated School",="Instructional Specialists Who Support Teachers",="Certified",0.4,0.4,0.4,0.2,.
,"Bridges I","Instructional Specialists Who Support Teachers","Certified",0.3,.,.,.,.
,"New Hartford Elementary School","Instructional Specialists Who Support Teachers","Certified",0.6,1.0,1.0,0.4,.
"New Haven School District","Edgewood School","Instructional Specialists Who Support Teachers","Certified",1.3,1.3,1.3,1.3,2.5
,="Nathan Hale School",="Instructional Specialists Who Support Teachers",="Certified",3.5,2.4,2.5,3.5,3.5
,="Augusta Lewis Troup School",="Instructional Specialists Who Support Teachers",="Certified",3.6,2.4,1.4,1.4,3.3
,="Barnard Environmental Magnet School",="Instructional Specialists Who Support Teachers",="Certified",2.4,2.3,2.4,2.4,4.5
,="Beecher School",="Instructional Specialists Who Support Teachers",="Certified",4.4,1.5,1.5,1.4,4.2
,="Benjamin Jepson Magnet School",="Instructional Specialists Who Support Teachers",="Certified",2.8,2.7,2.8,2.8,4.1
,="Betsy Ross Arts Magnet School",="Instructional Specialists Who Support Teachers",="Certified",1.4,0.3,2.3,2.3,1.3
,="Bishop Woods School",="Instructional Specialists Who Support Teachers",="Certified",1.7,3.0,3.1,2.7,3.8
,="Brennan Rogers School",="Instructional Specialists Who Support Teachers",="Certified",4.1,2.4,2.4,.,3.9
,="Celentano BioTech, Health and Medical Magnet School",="Instructional Specialists Who Support Teachers",="Certified",2.1,2.0,2.0,2.0,4.0
,="Clemente Leadership Academy",="Instructional Specialists Who Support Teachers",="Certified",3.6,2.3,3.4,1.4,2.4
,="Clinton Avenue School",="Instructional Specialists Who Support Teachers",="Certified",1.8,1.8,2.8,2.8,2.5
,="Columbus Family Academy",="Instructional Specialists Who Support Teachers",="Certified",2.5,3.0,2.6,2.6,2.2
,="Conte/West Hills Magnet School",="Instructional Specialists Who Support Teachers",="Certified",1.4,1.3,1.4,1.4,4.5
,="Cooperative High School",="Instructional Specialists Who Support Teachers",="Certified",1.5,0.2,0.2,0.2,0.2
,="Cortlandt V.R. Creed Health and Sport Sciences High School",="Instructional Specialists Who Support Teachers",="Certified",0.1,0.3,0.3,0.3,1.2
,="Davis 21st Century Magnet Elementary School",="Instructional Specialists Who Support Teachers",="Certified",2.5,1.6,1.6,1.6,3.3
,="Domus Academy",="Instructional Specialists Who Support Teachers",="Certified",0.1,0.1,.,.,0.1
,="Early Learning Center",="Instructional Specialists Who Support Teachers",="Certified",2.2,2.0,1.0,.,.
,"East Rock Community Magnet School","Instructional Specialists Who Support Teachers","Certified",2.2,1.0,1.7,1.7,3.6
,="Engineering - Science University Magnet School",="Instructional Specialists Who Support Teachers",="Certified",2.2,0.1,1.1,1.1,2.0
,="Fair Haven School",="Instructional Specialists Who Support Teachers",="Certified",3.0,3.9,4.9,4.9,2.8
,="Helene Grant HeadStart",="Instructional Specialists Who Support Teachers",="Certified",0.7,0.7,1.7,0.5,1.3
,="High School In The Community",="Instructional Specialists Who Support Teachers",="Certified",0.3,0.3,0.3,0.3,1.3
,="Hill Central Music Academy",="Instructional Specialists Who Support Teachers",="Certified",5.0,2.3,2.3,1.6,2.1
,="Hill Regional Career High School",="Instructional Specialists Who Support Teachers",="Certified",0.3,0.2,0.2,0.2,0.5
,="James Hillhouse High School",="Instructional Specialists Who Support Teachers",="Certified",0.5,0.9,0.8,0.8,0.5
,="John C. Daniels",="Instructional Specialists Who Support Teachers",="Certified",4.4,2.8,2.8,2.8,4.7
,="John S. Martinez School",="Instructional Specialists Who Support Teachers",="Certified",3.8,3.6,2.6,2.6,3.6
,="King/Robinson Magnet School",="Instructional Specialists Who Support Teachers",="Certified",3.5,3.5,3.5,3.4,3.4
,="Lincoln-Bassett School",="Instructional Specialists Who Support Teachers",="Certified",1.5,1.3,1.5,1.5,3.5
,="Mauro-Sheridan Magnet School",="Instructional Specialists Who Support Teachers",="Certified",4.1,2.4,2.0,2.5,2.5
,="Metropolitan Business Academy",="Instructional Specialists Who Support Teachers",="Certified",1.4,0.2,0.2,0.2,0.4
,="New Haven Academy",="Instructional Specialists Who Support Teachers",="Certified",0.3,0.3,0.2,0.2,2.4
,="Riverside Education Academy",="Instructional Specialists Who Support Teachers",="Certified",0.1,.,.,.,0.1
,="Ross/Woodward School",="Instructional Specialists Who Support Teachers",="Certified",3.6,1.6,1.7,1.6,4.7
,="Sound School",="Instructional Specialists Who Support Teachers",="Certified",0.2,.,.,.,0.4
,="Strong 21st Century Communications Magnet and SCSU Lab School",="Instructional Specialists Who Support Teachers",="Certified",0.8,1.6,1.4,1.1,3.5
,="Truman School",="Instructional Specialists Who Support Teachers",="Certified",3.2,2.7,3.2,2.6,2.7
,="West Rock Authors Academy",="Instructional Specialists Who Support Teachers",="Certified",2.3,1.4,1.4,0.1,3.6
,="Wexler/Grant Community School",="Instructional Specialists Who Support Teachers",="Certified",2.5,2.5,0.5,0.5,3.5
,="Wilbur Cross High School",="Instructional Specialists Who Support Teachers",="Certified",1.1,1.3,1.3,1.3,0.7
,="Worthington Hooker School",="Instructional Specialists Who Support Teachers",="Certified",1.2,1.3,1.3,1.0,2.0
,="Headstart",="Instructional Specialists Who Support Teachers",="Certified",.,.,0.2,0.2,.
,"New Horizons High School","Instructional Specialists Who Support Teachers","Certified",.,.,.,.,1.2
,="Polly T. McCabe Center",="Instructional Specialists Who Support Teachers",="Certified",.,.,.,.,0.1
,="Quinnipiac Real World Math STEM School",="Instructional Specialists Who Support Teachers",="Certified",.,.,.,.,4.3
="New London School District",="Jennings School",="Instructional Specialists Who Support Teachers",="Certified",2.0,3.0,2.0,1.8,2.0
,="Bennie Dover Jackson Middle School",="Instructional Specialists Who Support Teachers",="Certified",2.0,1.8,2.0,2.0,3.2
,="Harbor School",="Instructional Specialists Who Support Teachers",="Certified",2.3,2.3,.,.,.
,"Nathan Hale Arts Magnet School","Instructional Specialists Who Support Teachers","Certified",1.7,1.8,2.2,2.2,1.0
,="New London High School",="Instructional Specialists Who Support Teachers",="Certified",0.4,1.2,1.0,1.0,1.2
,="Winthrop STEM Elementary Magnet School",="Instructional Specialists Who Support Teachers",="Certified",2.0,2.0,2.5,3.5,4.0
,="New London Clinical Day Program",="Instructional Specialists Who Support Teachers",="Certified",.,0.0,.,.,.
"New Milford School District","Hill And Plain School","Instructional Specialists Who Support Teachers","Certified",2.0,2.4,3.4,3.7,3.7
,="John Pettibone School",="Instructional Specialists Who Support Teachers",="Certified",3.6,4.0,4.0,2.9,2.9
,="Litchfield Hills Transition Center",="Instructional Specialists Who Support Teachers",="Certified",0.1,0.1,0.4,0.4,0.4
,="New Milford High School",="Instructional Specialists Who Support Teachers",="Certified",1.6,1.2,1.2,1.1,2.4
,="Northville Elementary School",="Instructional Specialists Who Support Teachers",="Certified",1.4,2.8,1.8,2.1,2.1
,="Sarah Noble Intermediate School",="Instructional Specialists Who Support Teachers",="Certified",3.0,2.8,2.8,4.4,4.0
,="Schaghticoke Middle School",="Instructional Specialists Who Support Teachers",="Certified",1.2,1.8,2.1,2.3,1.6
="Newington School District",="Anna Reynolds School",="Instructional Specialists Who Support Teachers",="Certified",2.5,2.5,2.3,3.0,3.3
,="Elizabeth Green School",="Instructional Specialists Who Support Teachers",="Certified",2.2,2.2,2.2,1.9,2.0
,="John Paterson School",="Instructional Specialists Who Support Teachers",="Certified",3.5,3.5,3.7,3.9,3.8
,="John Wallace Middle School",="Instructional Specialists Who Support Teachers",="Certified",1.9,1.9,1.9,1.5,2.5
,="Martin Kellogg Middle School",="Instructional Specialists Who Support Teachers",="Certified",1.9,1.9,1.9,2.5,2.5
,="Newington High School",="Instructional Specialists Who Support Teachers",="Certified",1.1,1.1,1.1,1.1,1.2
,="Ruth Chaffee School",="Instructional Specialists Who Support Teachers",="Certified",1.1,1.1,2.1,4.3,3.9
="Newtown School District",="Hawley Elementary School",="Instructional Specialists Who Support Teachers",="Certified",4.1,4.0,4.0,2.8,1.8
,="Head O'Meadow Elementary School",="Instructional Specialists Who Support Teachers",="Certified",4.1,4.0,4.0,4.0,3.0
,="Middle Gate Elementary School",="Instructional Specialists Who Support Teachers",="Certified",5.6,4.5,5.0,5.5,3.5
,="Newtown High School",="Instructional Specialists Who Support Teachers",="Certified",0.5,0.4,0.4,1.0,1.0
,="Newtown Middle School",="Instructional Specialists Who Support Teachers",="Certified",1.7,1.6,1.6,1.6,1.5
,="Newtown Preschool",="Instructional Specialists Who Support Teachers",="Certified",2.0,2.0,2.0,2.0,2.0
,="Reed Intermediate School",="Instructional Specialists Who Support Teachers",="Certified",2.2,2.6,2.6,2.3,2.3
,="Sandy Hook Elementary School",="Instructional Specialists Who Support Teachers",="Certified",3.7,3.6,4.6,3.0,3.0
="Norfolk School District",="Botelle Elementary School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.1,1.1,1.2,0.7
,="Bridges II",="Instructional Specialists Who Support Teachers",="Certified",0.1,0.3,0.2,0.2,.
,"IEP Program","Instructional Specialists Who Support Teachers","Certified",0.1,.,.,.,.
"North Branford School District","Jerome Harrison School","Instructional Specialists Who Support Teachers","Certified",2.9,3.0,3.0,2.0,2.0
,="North Branford High School",="Instructional Specialists Who Support Teachers",="Certified",0.7,1.7,1.0,1.3,0.9
,="North Branford Intermediate School",="Instructional Specialists Who Support Teachers",="Certified",2.0,2.0,2.1,1.0,1.5
,="Totoket Valley Elementary School",="Instructional Specialists Who Support Teachers",="Certified",3.1,2.0,1.0,1.0,1.0
="North Canaan School District",="North Canaan Elementary School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.0,1.0,1.0,1.0
="North Haven School District",="Clintonville Elementary School",="Instructional Specialists Who Support Teachers",="Certified",3.0,3.0,3.0,3.0,3.0
,="Green Acres Elementary School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.4,1.6,1.6,1.6
,="Montowese Elementary School",="Instructional Specialists Who Support Teachers",="Certified",2.0,3.0,2.0,2.0,1.0
,="North Haven High School",="Instructional Specialists Who Support Teachers",="Certified",0.5,0.5,0.5,.,1.0
,="North Haven Middle School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.0,1.0,1.0,2.0
,="Ridge Road Elementary School",="Instructional Specialists Who Support Teachers",="Certified",2.0,3.0,3.0,3.0,2.0
="North Stonington School District",="North Stonington Elementary School",="Instructional Specialists Who Support Teachers",="Certified",1.6,1.7,1.7,1.6,1.5
,="Wheeler High School",="Instructional Specialists Who Support Teachers",="Certified",0.2,0.3,0.1,0.1,0.5
,="Wheeler Middle School",="Instructional Specialists Who Support Teachers",="Certified",0.2,.,0.2,0.4,0.4
="Norwalk School District",="Brien McMahon High School",="Instructional Specialists Who Support Teachers",="Certified",1.3,1.0,1.0,1.0,1.0
,="Brookside Elementary School",="Instructional Specialists Who Support Teachers",="Certified",2.6,3.1,1.6,1.0,1.0
,="Columbus Magnet School",="Instructional Specialists Who Support Teachers",="Certified",0.4,0.9,0.4,0.8,1.4
,="Cranbury Elementary School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.5,1.5,1.5,1.0
,="Fox Run Elementary School",="Instructional Specialists Who Support Teachers",="Certified",2.0,1.5,1.5,0.5,1.0
,="Jefferson Magnet School",="Instructional Specialists Who Support Teachers",="Certified",1.8,1.3,0.8,0.8,1.0
,="Kendall Elementary School",="Instructional Specialists Who Support Teachers",="Certified",2.0,1.5,1.0,1.0,1.0
,="Marvin Elementary School",="Instructional Specialists Who Support Teachers",="Certified",1.0,2.5,1.0,1.4,1.0
,="Naramake Elementary School",="Instructional Specialists Who Support Teachers",="Certified",1.1,1.1,0.6,0.6,1.0
,="Nathan Hale Middle School",="Instructional Specialists Who Support Teachers",="Certified",1.3,1.0,1.0,1.0,1.0
,="Norwalk High School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.0,1.0,1.0,.
,"Ponus Ridge Middle School","Instructional Specialists Who Support Teachers","Certified",1.0,1.0,1.0,1.0,.
,"Roton Middle School","Instructional Specialists Who Support Teachers","Certified",0.5,0.5,0.5,0.5,.
,"Rowayton School","Instructional Specialists Who Support Teachers","Certified",1.0,1.5,1.0,1.0,1.0
,="Silvermine Elementary School",="Instructional Specialists Who Support Teachers",="Certified",0.6,1.1,0.6,0.8,0.6
,="Tracey School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.5,1.0,1.0,1.0
,="West Rocks Middle School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.0,1.0,1.0,2.0
,="Wolfpit School",="Instructional Specialists Who Support Teachers",="Certified",2.1,1.3,0.8,0.8,1.0
="Norwich Free Academy District",="Norwich Free Academy",="Instructional Specialists Who Support Teachers",="Certified",0.6,0.6,0.6,0.8,0.3
="Norwich School District",="John B. Stanton Network School",="Instructional Specialists Who Support Teachers",="Certified",2.9,2.4,0.5,1.5,1.5
,="Kelly Middle School",="Instructional Specialists Who Support Teachers",="Certified",0.5,0.7,0.6,1.5,4.1
,="Moriarty Magnet School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.0,1.0,1.0,1.0
,="Samuel Huntington School",="Instructional Specialists Who Support Teachers",="Certified",1.5,2.5,2.9,2.4,1.6
,="Teachers' Memorial Middle School",="Instructional Specialists Who Support Teachers",="Certified",1.9,1.9,1.4,2.5,2.1
,="Thomas W. Mahan School",="Instructional Specialists Who Support Teachers",="Certified",1.1,1.2,2.0,1.6,2.0
,="Uncas Network School",="Instructional Specialists Who Support Teachers",="Certified",0.5,0.5,0.5,0.5,0.5
,="Veterans' Memorial School",="Instructional Specialists Who Support Teachers",="Certified",1.1,.,1.4,1.4,1.4
,="Wequonnoc Magnet School",="Instructional Specialists Who Support Teachers",="Certified",0.5,.,1.0,1.0,1.8
,="Hickory Street School",="Instructional Specialists Who Support Teachers",="Certified",.,.,0.1,.,.
,"Bishop School Early Learning Center","Instructional Specialists Who Support Teachers","Certified",.,.,.,1.2,1.0
="Old Saybrook School District",="Kathleen E. Goodwin School",="Instructional Specialists Who Support Teachers",="Certified",2.0,1.8,1.8,1.6,1.0
,="Old Saybrook Middle School",="Instructional Specialists Who Support Teachers",="Certified",1.8,2.0,2.0,2.2,3.2
,="Old Saybrook Senior High School",="Instructional Specialists Who Support Teachers",="Certified",1.2,0.2,0.2,0.2,0.8
="Orange School District",="Mary L. Tracy School",="Instructional Specialists Who Support Teachers",="Certified",1.3,1.6,1.5,2.2,1.9
,="Peck Place School",="Instructional Specialists Who Support Teachers",="Certified",2.3,2.9,3.3,2.3,3.0
,="Race Brook School",="Instructional Specialists Who Support Teachers",="Certified",2.9,3.9,3.3,3.3,3.0
,="Turkey Hill School",="Instructional Specialists Who Support Teachers",="Certified",1.3,0.7,2.2,2.2,2.9
="Oxford School District",="Great Oak School",="Instructional Specialists Who Support Teachers",="Certified",0.2,0.4,0.4,0.4,0.7
,="Oxford Center School",="Instructional Specialists Who Support Teachers",="Certified",0.6,0.8,0.8,1.0,1.0
,="Oxford High School",="Instructional Specialists Who Support Teachers",="Certified",0.2,0.2,0.2,0.4,1.1
,="Quaker Farms School",="Instructional Specialists Who Support Teachers",="Certified",2.0,2.0,2.0,2.0,2.0
="Plainfield School District",="Moosup Elementary School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.0,1.0,1.0,1.0
,="Plainfield Central School",="Instructional Specialists Who Support Teachers",="Certified",0.5,.,.,.,0.5
,="Plainfield High School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.0,.,.,.
,"Plainfield Memorial School","Instructional Specialists Who Support Teachers","Certified",0.5,.,.,.,0.5
,="Shepard Hill Elementary School",="Instructional Specialists Who Support Teachers",="Certified",2.0,2.0,2.0,2.0,1.0
="Plainville School District",="Frank T. Wheeler School",="Instructional Specialists Who Support Teachers",="Certified",0.8,0.8,0.8,0.8,4.0
,="Linden Street School",="Instructional Specialists Who Support Teachers",="Certified",2.1,2.1,1.5,1.5,5.0
,="Louis Toffolon School",="Instructional Specialists Who Support Teachers",="Certified",0.4,0.4,0.9,0.9,3.0
,="Middle School of Plainville",="Instructional Specialists Who Support Teachers",="Certified",1.3,1.3,1.4,1.4,1.0
,="Plainville High School",="Instructional Specialists Who Support Teachers",="Certified",0.4,0.4,0.5,0.5,.
,"Prekindergarten Program","Instructional Specialists Who Support Teachers","Certified",.,.,0.4,0.4,.
"Plymouth School District","Eli Terry Jr. Middle School","Instructional Specialists Who Support Teachers","Certified",0.2,0.1,0.1,0.1,2.0
,="Harry S. Fisher Elementary School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.6,2.0,2.0,5.2
,="Plymouth Center School",="Instructional Specialists Who Support Teachers",="Certified",1.2,0.8,1.8,1.7,4.0
,="Terryville High School",="Instructional Specialists Who Support Teachers",="Certified",0.1,.,.,.,2.0
="Pomfret School District",="Pomfret Community School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.0,1.0,2.0,1.0
="Portland School District",="Brownstone Intermediate School",="Instructional Specialists Who Support Teachers",="Certified",0.8,0.8,0.8,0.8,0.5
,="Gildersleeve School",="Instructional Specialists Who Support Teachers",="Certified",0.8,0.8,0.8,0.8,1.0
,="Valley View School",="Instructional Specialists Who Support Teachers",="Certified",0.4,1.4,1.2,1.2,1.3
,="Portland Middle School",="Instructional Specialists Who Support Teachers",="Certified",.,.,0.2,0.2,0.2
="Preston School District",="Preston Plains School",="Instructional Specialists Who Support Teachers",="Certified",0.6,0.6,0.6,0.7,.
,"Preston Veterans' Memorial School","Instructional Specialists Who Support Teachers","Certified",1.0,1.0,1.0,1.1,0.6
="Putnam School District",="Putnam Elementary School",="Instructional Specialists Who Support Teachers",="Certified",3.8,3.8,3.8,3.8,3.8
,="Putnam High School",="Instructional Specialists Who Support Teachers",="Certified",0.2,0.2,0.2,0.2,0.2
,="Putnam Middle School",="Instructional Specialists Who Support Teachers",="Certified",0.8,0.9,0.9,0.9,1.7
="Redding School District",="John Read Middle School",="Instructional Specialists Who Support Teachers",="Certified",3.0,3.8,4.1,4.1,4.6
,="Redding Elementary School",="Instructional Specialists Who Support Teachers",="Certified",6.4,6.6,7.3,6.3,7.0
="Regional School District 01",="Housatonic Valley Regional High School",="Instructional Specialists Who Support Teachers",="Certified",0.2,0.2,.,.,0.2
="Regional School District 04",="John Winthrop Middle School",="Instructional Specialists Who Support Teachers",="Certified",0.3,0.3,0.1,.,1.0
,="Valley Regional High School",="Instructional Specialists Who Support Teachers",="Certified",0.3,0.3,0.1,0.4,0.4
="Regional School District 05",="Amity Middle School: Bethany",="Instructional Specialists Who Support Teachers",="Certified",2.5,2.5,3.5,3.5,1.0
,="Amity Middle School: Orange",="Instructional Specialists Who Support Teachers",="Certified",3.0,2.5,2.5,2.5,0.5
,="Amity Regional High School",="Instructional Specialists Who Support Teachers",="Certified",4.1,5.0,4.6,5.4,2.7
="Regional School District 06",="Goshen Center School",="Instructional Specialists Who Support Teachers",="Certified",2.0,2.6,3.6,4.1,2.4
,="James Morris School",="Instructional Specialists Who Support Teachers",="Certified",3.0,3.9,5.4,5.2,3.1
,="Wamogo Regional High School",="Instructional Specialists Who Support Teachers",="Certified",0.1,0.1,0.1,0.1,.
,"Warren Elementary School","Instructional Specialists Who Support Teachers","Certified",1.5,2.7,2.7,1.9,1.7
="Regional School District 07",="Northwestern Regional High School",="Instructional Specialists Who Support Teachers",="Certified",0.5,0.3,0.4,0.5,.
,"Northwestern Regional Middle School","Instructional Specialists Who Support Teachers","Certified",1.1,0.1,0.3,0.3,.
"Regional School District 08","RHAM High School","Instructional Specialists Who Support Teachers","Certified",1.0,1.0,1.0,1.0,1.2
="Regional School District 09",="Joel Barlow High School",="Instructional Specialists Who Support Teachers",="Certified",6.3,4.9,3.7,4.1,4.1
="Regional School District 10",="Har-Bur Middle School",="Instructional Specialists Who Support Teachers",="Certified",1.5,1.5,1.5,2.6,2.9
,="Harwinton Consolidated School",="Instructional Specialists Who Support Teachers",="Certified",3.2,3.3,3.3,3.3,3.4
,="Lake Garda Elementary School",="Instructional Specialists Who Support Teachers",="Certified",3.3,3.3,3.3,2.3,2.0
,="Lewis S. Mills High School",="Instructional Specialists Who Support Teachers",="Certified",1.5,1.5,1.5,1.4,1.5
="Regional School District 12",="Booth Free School",="Instructional Specialists Who Support Teachers",="Certified",0.3,0.3,0.6,0.7,0.7
,="Early Childhood Education Center",="Instructional Specialists Who Support Teachers",="Certified",0.8,0.3,0.3,.,.
,"Shepaug Valley High School","Instructional Specialists Who Support Teachers","Certified",0.3,0.3,0.4,.,.
,"Shepaug Valley Middle School","Instructional Specialists Who Support Teachers","Certified",0.3,0.6,0.6,.,.
,"Washington Primary School","Instructional Specialists Who Support Teachers","Certified",0.3,0.3,0.7,0.7,0.7
,="The Burnham School",="Instructional Specialists Who Support Teachers",="Certified",.,0.2,0.4,0.5,0.4
,="Shepaug Valley School",="Instructional Specialists Who Support Teachers",="Certified",.,.,.,1.1,1.4
="Regional School District 13",="Coginchaug Regional High School",="Instructional Specialists Who Support Teachers",="Certified",0.5,0.7,1.3,1.2,0.9
,="Francis E. Korn School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.0,0.8,0.8,0.8
,="Frank Ward Strong School",="Instructional Specialists Who Support Teachers",="Certified",0.5,0.5,0.5,0.6,0.6
,="Frederick Brewster School",="Instructional Specialists Who Support Teachers",="Certified",2.5,2.8,2.6,2.6,3.0
,="John Lyman School",="Instructional Specialists Who Support Teachers",="Certified",0.8,0.8,0.8,0.8,0.8
,="Middlefield Memorial School",="Instructional Specialists Who Support Teachers",="Certified",0.8,0.8,1.0,1.0,1.2
,="Middlesex Transition Academy",="Instructional Specialists Who Support Teachers",="Certified",.,.,.,.,0.3
="Regional School District 14",="Bethlehem Elementary School",="Instructional Specialists Who Support Teachers",="Certified",2.9,2.4,2.4,2.9,2.0
,="Integrated Star Preschool Program",="Instructional Specialists Who Support Teachers",="Certified",0.5,0.5,0.5,0.5,0.5
,="Mitchell Elementary School",="Instructional Specialists Who Support Teachers",="Certified",2.9,1.4,1.4,1.9,2.0
,="Nonnewaug High School",="Instructional Specialists Who Support Teachers",="Certified",0.5,0.7,0.7,1.7,1.0
,="Woodbury Middle School",="Instructional Specialists Who Support Teachers",="Certified",1.7,1.5,1.5,1.5,2.7
="Regional School District 15",="Gainfield Elementary School",="Instructional Specialists Who Support Teachers",="Certified",2.0,2.0,2.0,2.0,3.0
,="Long Meadow Elementary School",="Instructional Specialists Who Support Teachers",="Certified",4.2,4.2,4.5,4.5,4.0
,="Memorial Middle School",="Instructional Specialists Who Support Teachers",="Certified",2.0,2.0,2.0,2.0,2.0
,="Middlebury Elementary School",="Instructional Specialists Who Support Teachers",="Certified",2.0,2.0,2.0,2.0,2.0
,="Pomperaug Regional High School",="Instructional Specialists Who Support Teachers",="Certified",1.0,1.0,1.0,1.0,1.0
,="Pomperaug School",="Instructional Specialists Who Support Teachers",="Certified",2.1,2.1,2.8,2.8,3.8
