"FTE Staffing Report for Trend"

"",,,,"Year",,,,
,="Betances STEM Magnet School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",.,.,2.0,5.0,9.0
,="Great Path Academy High School at MCC",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",.,.,4.0,4.0,4.0
,="Hartford PreKindergarten Magnet School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",.,.,.,4.0,6.0
,="Montessori Magnet at Moylan School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",.,.,.,6.3,8.5
,="Capital Community College Magnet Academy",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",.,.,.,.,1.0
="Hartland School District",="Hartland School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.8,7.0,6.2,6.3,6.0
="Hebron School District",="Gilead Hill School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.5,10.5,11.5,11.3,10.8
,="Hebron Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.2,12.7,12.0,11.0,11.6
="Highville Charter School District",="Highville Charter School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.5,7.5,.,4.0,8.0
="Integrated Day Charter School District",="Integrated Day Charter School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.0,10.5,8.2,9.7,10.0
="Interdistrict School for Arts and Comm District",="Interdistrict School For Arts And Communication",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.5,4.5,6.7,8.4,9.4
="Jumoke Academy District",="Jumoke Academy",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.0,11.0,23.0,19.0,19.0
="Kent School District",="Kent Center School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.5,9.5,9.5,9.5,9.5
="Killingly School District",="Killingly Central School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.0,8.0,5.0,7.5,7.5
,="Killingly High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",30.0,29.0,23.0,28.5,29.5
,="Killingly Intermediate School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",20.0,19.5,13.5,22.0,21.5
,="Killingly Memorial School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.0,9.0,5.0,8.0,8.0
="Learn",="Connecticut River Academy",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",3.0,14.0,11.0,11.8,15.0
,="Dual Language & Arts Magnet Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",2.0,4.0,5.0,5.0,4.5
,="Regional Multicultural Magnet School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.5,9.5,11.0,10.5,11.0
,="The Friendship School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.8,10.8,11.4,16.7,17.5
,="Marine Science Magnet High School of Southeastern Connecticut",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",.,4.5,5.5,5.5,4.5
,="Three Rivers Middle College Magnet School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",.,.,1.0,1.0,2.0
,="Riverside Magnet School at Goodwin College",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",.,.,.,4.3,22.5
="Lebanon School District",="Lebanon Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.6,12.4,12.0,11.5,10.5
,="Lebanon Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.8,10.3,8.7,9.7,9.7
,="Lyman Memorial High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",18.1,16.2,14.3,13.8,13.8
="Ledyard School District",="Gales Ferry School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.7,5.0,5.8,5.9,4.7
,="Gallup Hill School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.1,6.8,7.5,7.4,7.1
,="Juliet W. Long School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.0,5.7,6.4,6.4,6.4
,="Ledyard Center School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.4,6.2,6.9,7.2,6.9
,="Ledyard High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",21.6,23.2,22.4,23.4,21.1
,="Ledyard Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.6,9.9,10.1,11.5,8.3
="Lisbon School District",="Community Connection - The Big Picture High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",1.0,2.1,2.3,.,.
,"Lisbon Central School","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",18.2,23.2,18.5,18.2,16.3
="Litchfield School District",="Center School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.3,7.2,7.3,7.3,5.0
,="Litchfield High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.6,13.6,10.3,10.3,6.4
,="Litchfield Intermediate School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.0,7.4,7.3,7.3,5.0
="Madison School District",="Daniel Hand High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",28.2,27.9,30.4,29.4,30.4
,="Dr. Robert H. Brown Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.3,10.8,9.8,10.3,10.3
,="Island Avenue Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.7,5.4,5.4,5.3,5.3
,="J. Milton Jeffrey Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.3,9.1,8.1,6.0,6.0
,="Kathleen H. Ryerson Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.9,5.5,5.4,5.2,5.2
,="Walter C. Polson Upper Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.0,11.7,11.7,11.6,10.6
="Manchester School District",="Nathan Hale School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.8,13.0,.,.,.
,"Bowers School","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",10.7,15.5,12.5,14.5,16.0
,="Buckley School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.1,15.0,7.0,13.0,14.0
,="Elisabeth M. Bennet Academy",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.0,25.0,23.0,23.0,21.0
,="Highland Park School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.9,.,10.0,14.0,13.0
,="Illing Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",29.0,25.0,27.0,27.8,17.0
,="Keeney School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.6,9.0,12.0,14.0,14.0
,="Manchester High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",61.6,62.6,61.6,73.6,63.6
,="Martin School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.6,9.5,11.5,13.0,11.0
,="Robertson School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.4,13.0,12.0,14.5,14.5
,="Verplanck School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.0,13.0,14.0,15.0,16.0
,="Waddell School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.0,14.0,13.0,14.0,15.0
,="Washington School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.4,11.0,11.0,13.0,15.0
="Mansfield School District",="Annie E. Vinton School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.8,5.8,5.8,5.8,5.8
,="Dorothy C. Goodwin School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.8,5.8,6.8,6.8,6.8
,="Mansfield Middle School School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",15.5,15.0,14.0,14.5,14.3
,="Southeast Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.8,5.8,5.8,5.8,5.8
="Marlborough School District",="Elmer Thienes-Mary Hall Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.5,10.5,10.0,10.0,12.0
="Meriden School District",="Nathan Hale School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.0,10.0,10.0,10.0,12.0
,="Benjamin Franklin School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.5,7.5,7.5,8.0,15.0
,="Casimir Pulaski School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.4,10.4,10.8,10.8,11.0
,="Francis T. Maloney High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",29.0,27.0,28.0,28.0,28.0
,="Hanover School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.5,5.5,8.5,9.5,14.5
,="Israel Putnam School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.0,9.0,10.0,9.0,9.0
,="John Barry School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.5,10.5,10.5,10.5,18.5
,="Lincoln Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",15.0,16.0,15.0,16.0,17.0
,="Orville H. Platt High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",29.5,27.0,26.0,29.0,29.0
,="Roger Sherman School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.5,10.5,9.0,8.5,9.5
,="Thomas Hooker School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.2,7.2,7.2,7.7,8.5
,="Washington Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",18.5,18.5,19.5,20.5,23.5
="Middletown School District",="Bielefield School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.7,6.6,8.6,9.1,9.5
,="Farm Hill School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.3,7.2,8.5,9.0,9.0
,="Keigwin Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.2,6.5,6.8,6.0,6.0
,="Lawrence School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.9,7.8,8.5,7.0,7.0
,="MacDonough School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.5,7.7,7.4,7.8,7.8
,="Middletown High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",39.8,39.0,34.3,36.8,35.3
,="Moody School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.9,6.7,8.7,6.7,.
,"Snow School","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",8.5,7.8,7.7,6.0,9.0
,="Spencer School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.8,6.9,8.2,6.6,.
,"Wesley School","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",8.7,7.2,7.5,6.5,5.0
,="Woodrow Wilson Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",14.7,14.9,13.9,14.7,15.5
="Milford School District",="Calf Pen Meadow School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.5,5.5,6.0,7.0,7.5
,="East Shore Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.5,10.5,10.5,10.5,11.0
,="Harborside Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.5,12.5,11.0,11.0,11.0
,="J. F. Kennedy School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.8,5.8,5.8,8.3,6.8
,="Jonathan Law High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",35.5,33.5,34.5,34.5,33.5
,="Joseph A. Foran High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",33.5,31.5,32.5,32.5,31.5
,="Live Oaks School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.5,5.5,5.5,7.0,6.5
,="Mathewson School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.8,5.8,5.8,8.3,6.8
,="Meadowside School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.5,5.5,6.0,8.0,7.5
,="Orange Avenue School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.8,5.8,5.8,7.3,7.8
,="Orchard Hills School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.0,6.0,6.5,7.5,8.0
,="Pumpkin Delight School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.0,6.0,6.5,8.5,8.0
,="The Academy",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",1.3,.,.,.,.
,"West Shore Middle School","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",10.5,9.5,11.0,11.0,11.0
="Monroe School District",="Chalk Hill School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.9,.,.,.,.
,"Fawn Hollow Elementary School","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",10.3,10.8,7.5,9.8,11.3
,="Jockey Hollow School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.0,12.0,14.0,13.0,9.5
,="Masuk High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",38.0,37.5,37.5,39.0,39.0
,="Monroe Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.1,10.4,10.0,9.8,11.0
,="Stepney Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.9,8.0,9.0,9.0,9.0
="Montville School District",="Dr. Charles E. Murphy School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.7,11.6,12.0,12.7,12.5
,="Leonard J. Tyl Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",18.1,16.7,18.7,17.2,18.1
,="Mohegan School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.0,12.9,12.9,13.1,13.0
,="Montville High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",24.5,25.6,23.3,24.3,24.3
,="Oakdale School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.9,12.2,13.0,13.0,12.2
="Naugatuck School District",="Andrew Avenue School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.5,4.5,2.5,4.5,4.5
,="Central Avenue School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.0,4.5,.,.,.
,"City Hill Middle School","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",14.0,13.0,13.5,14.0,14.5
,="Cross Street Intermediate School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.5,7.0,7.0,7.0,7.0
,="Hillside Intermediate School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.5,8.5,8.5,5.5,7.5
,="Hop Brook Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.0,5.5,6.0,6.0,5.5
,="Maple Hill School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.5,6.0,6.5,6.5,7.5
,="Naugatuck High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",44.5,40.0,41.0,40.5,41.5
,="Salem School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.5,4.5,4.5,4.5,4.5
,="Western School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.5,4.5,4.5,4.5,5.5
="New Beginnings Inc Family Academy District",="New Beginnings Inc., Family Academy",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.3,9.3,10.0,12.0,17.7
="New Britain School District",="Chamberlain Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.5,10.0,11.0,8.5,8.0
,="Frank J. DiLoreto School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",16.0,19.0,22.0,10.0,11.0
,="Gaffney School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.0,8.5,11.0,7.0,9.0
,="Holmes School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.0,10.0,12.0,8.0,9.0
,="House of Arts Letters and Science (HALS) Academy",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",2.0,2.0,2.0,.,2.0
,="Jefferson School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.0,9.0,11.0,6.0,8.5
,="Lincoln School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.5,13.0,14.0,7.0,9.0
,="New Britain High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",46.0,51.0,52.0,40.0,19.0
,="Northend School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.0,11.5,13.0,6.0,4.0
,="Pulaski Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.5,11.5,14.0,9.0,10.0
,="Roosevelt Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.0,11.0,13.0,10.0,0.0
,="Slade Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",27.5,25.0,29.0,31.0,32.0
,="Smalley Academy",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",15.5,15.5,15.0,9.5,5.0
,="Smith School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.0,16.0,17.0,8.0,5.0
,="Vance School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.8,10.6,15.0,9.0,5.0
="New Canaan School District",="East School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.4,10.3,10.2,11.0,11.5
,="New Canaan High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",43.1,44.9,47.4,45.5,46.6
,="Saxe Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",26.9,27.7,27.7,31.7,30.7
,="South School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.8,10.2,10.7,11.5,11.5
,="West School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.6,12.4,11.6,12.6,12.4
="New Fairfield School District",="Consolidated School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.3,8.3,9.3,9.3,9.0
,="Meeting House Hill School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.8,12.4,12.2,12.4,12.6
,="New Fairfield High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",20.8,17.6,14.7,18.3,19.8
,="New Fairfield Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.4,12.2,9.7,12.0,13.2
="New Hartford School District",="Ann Antolini School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.6,6.5,8.4,8.4,8.1
,="Bakerville Consolidated School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.4,2.8,4.0,4.0,4.0
,="New Hartford Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.4,2.8,4.3,4.3,4.0
="New Haven School District",="Edgewood School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.0,10.0,7.0,8.0,5.0
,="Nathan Hale School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.0,10.0,9.0,11.0,9.9
,="Augusta Lewis Troup School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",16.0,12.0,11.0,5.0,14.0
,="Barnard Environmental Magnet School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.0,10.0,8.6,10.0,10.3
,="Beecher School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.0,8.0,7.4,9.4,9.9
,="Benjamin Jepson Magnet School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.0,12.0,14.0,5.0,9.8
,="Betsy Ross Arts Magnet School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",14.0,14.0,10.0,10.0,9.7
,="Bishop Woods School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.0,9.0,8.4,10.4,8.3
,="Brennan Rogers School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.0,11.0,11.0,9.0,11.2
,="Celentano BioTech, Health and Medical Magnet School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.0,10.0,8.0,9.0,8.5
,="Clarence Rogers School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.0,.,.,.,.
,"Clemente Leadership Academy","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",15.0,12.0,10.0,9.0,13.0
,="Clinton Avenue School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.0,8.0,8.6,8.6,9.4
,="Columbus Family Academy",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.0,9.0,9.0,11.0,8.1
,="Conte/West Hills Magnet School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.0,14.0,8.0,11.0,9.0
,="Cooperative High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",19.0,19.0,15.0,18.0,16.4
,="Cortlandt V.R. Creed Health and Sport Sciences High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.0,10.0,10.0,14.0,8.8
,="Davis 21st Century Magnet Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.0,9.0,7.0,9.0,8.6
,="East Rock Community Magnet School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.0,8.0,3.0,7.0,9.0
,="Engineering - Science University Magnet School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",2.0,3.0,7.0,5.0,6.6
,="Fair Haven School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",18.0,16.0,14.0,20.0,15.0
,="High School In The Community",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",15.0,13.0,9.0,13.0,13.3
,="Hill Central Music Academy",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.0,9.0,4.0,6.0,8.5
,="Hill Regional Career High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",26.0,24.0,18.0,16.0,17.3
,="James Hillhouse High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",42.0,33.0,21.0,25.0,20.0
,="John C. Daniels",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.0,10.0,10.0,7.0,8.0
,="John S. Martinez School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.0,10.0,8.6,21.6,6.9
,="Katherine Brennan School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.0,.,.,.,.
,"King/Robinson Magnet School","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",18.0,18.0,12.0,14.0,16.3
,="Lincoln-Bassett School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.0,11.0,9.0,9.0,8.2
,="Mauro-Sheridan Magnet School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",15.0,15.0,13.0,16.0,13.0
,="Metropolitan Business Academy",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",16.0,16.0,11.0,23.0,12.3
,="New Haven Academy",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.0,12.0,10.0,9.0,6.4
,="Ross/Woodward School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",14.0,12.0,9.4,15.4,9.6
,="Sound School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",15.0,14.0,10.0,11.0,10.0
,="Strong 21st Century Communications Magnet and SCSU Lab School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",3.0,5.0,4.4,4.4,8.0
,="Truman School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",14.0,11.0,7.0,9.0,11.5
,="West Rock Authors Academy",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.0,4.0,5.0,5.0,4.5
,="Wexler/Grant Community School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.0,11.0,8.6,9.6,12.3
,="Wilbur Cross High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",48.0,46.0,26.0,54.0,27.3
,="Worthington Hooker School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.0,12.0,9.0,8.0,11.0
,="Quinnipiac Real World Math STEM School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",.,.,2.0,7.0,7.0
="New London School District",="Jennings School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.0,10.3,9.4,9.0,11.7
,="Bennie Dover Jackson Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",16.2,17.5,17.7,17.4,20.6
,="Harbor School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.0,6.0,.,.,.
,"Nathan Hale Arts Magnet School","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",6.4,8.3,9.9,11.9,11.9
,="New London High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",25.0,28.6,30.2,31.4,22.5
,="Shoreline Academy",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",0.0,.,.,.,.
,"Winthrop STEM Elementary Magnet School","Other Staff Providing Non-Instructional Services/Support","Certified/Non-Certified",4.5,6.0,8.8,.,10.4
,="Harbor",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",.,.,.,.,2.5
="New Milford School District",="Hill And Plain School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",22.1,22.0,19.0,20.6,19.6
,="John Pettibone School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.7,12.1,11.2,13.5,13.7
,="New Milford High School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",36.5,41.2,46.1,42.0,43.5
,="Northville Elementary School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",14.0,15.0,17.4,13.5,14.4
,="Sarah Noble Intermediate School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",24.8,29.3,29.0,34.4,31.4
,="Schaghticoke Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",19.3,21.6,22.0,22.9,23.9
="Newington School District",="Anna Reynolds School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.4,6.1,6.1,6.1,7.8
,="Elizabeth Green School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.4,6.6,6.1,6.1,7.1
,="John Paterson School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.9,10.4,11.4,11.4,11.8
,="John Wallace Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.5,12.5,12.5,13.3,10.6
,="Martin Kellogg Middle School",="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.0,8.0,8.6,8.6,10.6
