"FTE Staffing Report for Trend"

"",,,"Year",,,,
,="Library/Media - Support Staff",="Non-Certified",0.9,0.9,0.4,0.4,0.4
,="School Nurses",="Non-Certified",0.9,0.9,1.0,1.0,1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.0,13.2,14.0,12.3,12.2
="Side By Side Charter School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",12.5,.,14.5,14.5,12.5
,="Library/Media - Support Staff",="Non-Certified",0.5,.,0.0,0.0,0.0
,="School Nurses",="Non-Certified",1.0,.,1.0,1.0,1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,.,0.0,0.0,0.5
="Simsbury School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",44.0,40.2,41.0,37.5,36.5
,="Library/Media - Support Staff",="Non-Certified",5.3,5.9,5.9,5.9,5.9
,="School Nurses",="Non-Certified",10.2,10.2,10.2,10.2,10.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",94.1,71.6,72.1,72.7,80.4
="Somers School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,6.2,5.9,5.7,5.7
,="Library/Media - Support Staff",="Non-Certified",2.5,2.5,2.5,2.5,2.5
,="School Nurses",="Non-Certified",3.6,3.0,3.0,3.4,4.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",27.8,27.5,28.5,28.6,28.6
="South Windsor School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",14.8,13.8,13.6,12.4,14.3
,="Library/Media - Support Staff",="Non-Certified",8.0,8.0,8.0,7.5,8.0
,="School Nurses",="Non-Certified",9.0,9.0,9.0,9.0,9.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",104.6,108.9,109.5,115.0,110.2
="Southington School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",42.5,42.4,24.1,42.9,50.9
,="Library/Media - Support Staff",="Non-Certified",7.0,7.0,7.0,6.8,6.8
,="School Nurses",="Non-Certified",19.1,18.5,18.5,19.3,19.3
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",154.7,169.1,170.5,189.7,198.8
="Sprague School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,4.0,4.0,6.0,1.0
,="Library/Media - Support Staff",="Non-Certified",2.0,2.0,1.5,1.3,1.3
,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,5.0,5.0,5.0,10.0
="Stafford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",28.8,28.3,30.3,27.8,26.5
,="Library/Media - Support Staff",="Non-Certified",6.0,6.0,7.0,6.0,6.0
,="School Nurses",="Non-Certified",7.0,8.0,8.0,7.0,6.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",38.4,35.9,34.7,38.0,39.4
="Stamford Academy District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,2.0,2.0,2.0
,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="School Nurses",="Non-Certified",0.5,0.5,0.3,0.3,0.3
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,2.0,0.0
="Stamford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",107.0,96.0,85.0,97.0,133.0
,="Library/Media - Support Staff",="Non-Certified",26.0,23.0,20.0,21.0,22.0
,="School Nurses",="Non-Certified",22.0,23.0,21.0,22.0,23.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",209.0,210.0,195.0,200.0,198.0
="Sterling School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.1,6.6,19.5,7.0,4.0
,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,0.0,0.0,0.0
,="School Nurses",="Non-Certified",1.0,1.0,3.0,1.0,2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",21.4,21.4,57.5,16.0,43.0
="Stonington School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.5,12.6,68.5,68.1,69.9
,="Library/Media - Support Staff",="Non-Certified",8.2,8.7,9.6,10.6,9.0
,="School Nurses",="Non-Certified",8.6,8.9,8.9,8.9,8.9
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",62.3,58.7,64.0,65.5,67.1
="Stratford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,7.0,8.0,27.0,13.7
,="Library/Media - Support Staff",="Non-Certified",2.5,2.5,2.5,2.5,2.0
,="School Nurses",="Non-Certified",15.0,15.0,15.0,13.0,13.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",73.9,73.5,69.0,78.4,69.2
="Suffield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",26.5,30.5,32.6,28.7,32.3
,="Library/Media - Support Staff",="Non-Certified",3.4,3.4,3.4,3.4,4.0
,="School Nurses",="Non-Certified",4.0,4.0,4.0,4.0,4.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",29.7,35.9,39.4,38.1,53.3
="The Bridge Academy District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,3.0,3.0,6.6,6.6
,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,2.0,2.0,2.0
="The Gilbert School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,2.0,1.0,2.0,2.0
,="Library/Media - Support Staff",="Non-Certified",0.0,1.0,1.0,2.0,1.0
,="School Nurses",="Non-Certified",1.0,1.0,2.0,4.0,2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0,0.0,0.0,0.0,0.0
="Thomaston School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,2.5,2.5,1.9,3.0
,="Library/Media - Support Staff",="Non-Certified",1.9,1.6,1.6,2.3,0.5
,="School Nurses",="Non-Certified",3.0,3.0,3.0,3.0,3.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.6,15.4,14.9,17.4,12.2
="Thompson School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.1,6.1,7.5,11.8,9.0
,="Library/Media - Support Staff",="Non-Certified",2.2,2.2,3.0,3.0,2.0
,="School Nurses",="Non-Certified",3.5,3.5,4.0,4.0,3.3
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.8,15.8,12.0,13.0,13.0
="Tolland School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",15.0,17.5,17.5,15.5,9.0
,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,1.0
,="School Nurses",="Non-Certified",7.3,7.3,7.3,7.3,7.3
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",68.9,71.3,74.1,73.3,70.0
="Torrington School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,12.0,14.0,15.0,15.0
,="Library/Media - Support Staff",="Non-Certified",7.0,7.0,7.0,7.0,6.0
,="School Nurses",="Non-Certified",10.2,10.0,10.0,10.4,10.3
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",105.0,104.5,99.5,125.5,101.5
="Trailblazers Academy District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,1.0,2.0,1.0
,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="School Nurses",="Non-Certified",1.0,1.0,1.0,0.8,0.8
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
="Trumbull School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",26.8,24.4,34.0,36.6,35.3
,="Library/Media - Support Staff",="Non-Certified",2.0,0.0,0.0,0.0,2.0
,="School Nurses",="Non-Certified",11.5,11.5,11.4,11.4,11.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",91.3,96.9,100.6,118.2,123.7
="Unified School District #1",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,1.5,4.5,4.5,4.0
,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="School Nurses",="Non-Certified",0.2,0.2,0.2,0.2,0.1
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,0.0,0.0,0.0
="Unified School District #2",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,2.0,2.0,2.0,2.0
,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="School Nurses",="Non-Certified",3.0,3.0,3.0,3.0,3.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.0,14.0,14.0,10.0,8.0
="Union School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0,2.0,.,2.0,2.0
,="Library/Media - Support Staff",="Non-Certified",0.1,0.0,.,0.0,0.0
,="School Nurses",="Non-Certified",1.0,1.0,.,1.0,1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0,0.0,.,0.0,1.5
="Vernon School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",37.3,44.0,37.7,74.4,22.9
,="Library/Media - Support Staff",="Non-Certified",9.0,8.0,7.0,8.0,9.0
,="School Nurses",="Non-Certified",7.9,7.9,7.9,7.9,7.9
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",61.7,68.3,75.6,76.5,89.4
="Voluntown School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0,5.0,3.0,3.0,1.0
,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="School Nurses",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.0,11.0,12.0,13.0,13.0
="Wallingford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",50.1,42.1,41.2,41.0,46.0
,="Library/Media - Support Staff",="Non-Certified",8.9,8.4,8.4,8.4,8.4
,="School Nurses",="Non-Certified",15.7,15.1,15.0,15.3,15.1
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",104.5,113.2,112.2,108.5,110.5
="Waterbury School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",172.3,71.6,74.9,94.9,83.2
,="Library/Media - Support Staff",="Non-Certified",18.1,19.8,20.8,16.3,17.0
,="School Nurses",="Non-Certified",27.3,26.8,27.8,26.8,27.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",294.0,337.5,335.0,329.1,340.0
="Waterford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0,4.0,4.0,4.0,7.0
,="Library/Media - Support Staff",="Non-Certified",6.0,6.0,5.0,5.0,5.0
,="School Nurses",="Non-Certified",5.0,5.0,5.0,5.0,5.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",52.6,51.6,48.6,50.0,50.0
="Watertown School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",19.5,18.5,18.5,21.0,20.0
,="Library/Media - Support Staff",="Non-Certified",4.5,4.5,5.0,5.0,4.0
,="School Nurses",="Non-Certified",7.5,7.5,5.5,8.0,5.6
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",59.0,55.0,65.0,58.5,66.5
="West Hartford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",62.8,66.1,66.0,76.1,70.7
,="Library/Media - Support Staff",="Non-Certified",11.4,12.4,12.3,10.9,10.8
,="School Nurses",="Non-Certified",21.4,21.9,22.4,22.4,21.4
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",153.0,155.0,183.5,176.5,172.5
="West Haven School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",43.6,39.4,47.2,51.5,50.0
,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="School Nurses",="Non-Certified",16.0,16.0,16.0,16.0,17.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",102.0,100.0,99.0,108.5,114.0
="Westbrook School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0,10.8,11.4,11.5,6.5
,="Library/Media - Support Staff",="Non-Certified",0.0,0.0,0.0,0.0,0.0
,="School Nurses",="Non-Certified",2.0,2.0,2.0,2.0,2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.0,15.4,17.0,15.9,22.1
="Weston School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",21.4,14.0,16.3,14.5,12.8
,="Library/Media - Support Staff",="Non-Certified",3.0,4.1,4.1,4.1,4.1
,="School Nurses",="Non-Certified",5.0,5.0,5.0,5.0,5.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",36.6,44.8,44.2,43.1,44.7
="Westport School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",52.2,48.0,51.9,51.9,61.4
,="Library/Media - Support Staff",="Non-Certified",7.5,7.5,7.0,7.0,9.5
,="School Nurses",="Non-Certified",11.3,12.0,12.0,12.0,12.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",87.4,80.9,85.5,83.0,86.0
="Wethersfield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",26.0,17.4,17.2,22.2,14.5
,="Library/Media - Support Staff",="Non-Certified",7.0,7.0,7.0,7.0,4.0
,="School Nurses",="Non-Certified",9.0,9.0,9.0,9.0,6.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",71.9,77.3,76.5,88.8,47.0
="Willington School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0,3.0,1.0,1.0,1.0
,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,="School Nurses",="Non-Certified",2.0,2.0,2.0,2.0,2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.0,16.0,5.0,5.0,5.0
="Wilton School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",15.9,16.9,30.8,18.4,17.4
,="Library/Media - Support Staff",="Non-Certified",8.1,8.6,9.6,11.1,10.6
,="School Nurses",="Non-Certified",7.5,7.5,7.5,8.0,8.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",79.9,79.9,74.2,72.8,75.8
="Winchester School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0,11.0,3.0,5.0,5.0
,="Library/Media - Support Staff",="Non-Certified",3.0,2.5,1.0,0.0,0.0
,="School Nurses",="Non-Certified",3.0,3.0,4.0,3.0,3.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",34.0,31.0,38.0,29.0,28.0
="Windham School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",25.8,39.8,45.0,52.0,61.0
,="Library/Media - Support Staff",="Non-Certified",3.0,3.1,4.0,6.0,5.0
,="School Nurses",="Non-Certified",6.0,8.0,8.5,8.5,10.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",40.0,51.8,52.8,55.0,58.0
="Windsor Locks School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",27.9,27.0,29.3,30.8,29.7
,="Library/Media - Support Staff",="Non-Certified",3.3,3.3,3.3,3.3,3.9
,="School Nurses",="Non-Certified",4.7,5.7,5.9,5.0,4.9
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",41.9,38.5,40.9,40.6,43.0
="Windsor School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0,9.0,3.0,3.0,15.0
,="Library/Media - Support Staff",="Non-Certified",4.0,4.0,3.0,3.0,3.0
,="School Nurses",="Non-Certified",9.4,9.4,8.4,8.4,8.6
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",58.0,73.0,90.0,99.0,99.0
="Wolcott School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",11.7,11.7,11.7,9.0,9.0
,="Library/Media - Support Staff",="Non-Certified",5.0,5.0,5.0,5.0,5.0
,="School Nurses",="Non-Certified",5.0,5.0,5.0,5.0,5.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",35.5,34.0,36.0,31.0,30.0
="Woodbridge School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",15.0,15.0,15.0,16.0,.
,"Library/Media - Support Staff","Non-Certified",2.0,2.0,2.0,2.0,.
,"School Nurses","Non-Certified",1.5,1.5,1.8,1.8,.
,"Special Education - Paraprofessional Instructional Assistants","Non-Certified",12.0,13.0,10.0,9.0,.
"Woodstock Academy District","General Education - Paraprofessional Instructional Assistants","Non-Certified",0.0,0.0,0.0,0.0,0.0
,="Library/Media - Support Staff",="Non-Certified",1.0,1.0,1.0,1.0,1.0
,="School Nurses",="Non-Certified",1.0,2.0,2.0,2.0,2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0,10.0,9.0,8.0,8.0
="Woodstock School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",17.0,17.0,15.0,14.0,5.0
,="Library/Media - Support Staff",="Non-Certified",2.0,2.0,1.0,1.0,1.0
,="School Nurses",="Non-Certified",2.0,2.0,2.0,2.0,2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",34.0,34.0,34.0,35.0,39.0
="Brass City Charter School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",.,.,.,5.7,3.6
,="Library/Media - Support Staff",="Non-Certified",.,.,.,0.0,0.0
,="School Nurses",="Non-Certified",.,.,.,0.2,0.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",.,.,.,0.0,0.0
="Elm City Montessori School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",.,.,.,.,9.0
,="Library/Media - Support Staff",="Non-Certified",.,.,.,.,0.0
,="School Nurses",="Non-Certified",.,.,.,.,0.1
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",.,.,.,.,0.5
="Great Oaks Charter School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",.,.,.,.,14.0
,="Library/Media - Support Staff",="Non-Certified",.,.,.,.,0.0
,="School Nurses",="Non-Certified",.,.,.,.,0.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",.,.,.,.,4.0

