"Chronic Absenteeism, 2012-13"
", Grade"

"District","District Code","Grade","% Chronically Absent"
"New Fairfield School District","=""0910011""","Grade   7",6.4
"New Fairfield School District","=""0910011""","Grade   8",9.0
"New Fairfield School District","=""0910011""","Grade   9",5.6
"New Fairfield School District","=""0910011""","Grade 10",9.8
"New Fairfield School District","=""0910011""","Grade 11",10.2
"New Fairfield School District","=""0910011""","Grade 12",4.9
"New Hartford School District","=""0920011""","Kindergarten","*"
"New Hartford School District","=""0920011""","Grade   1","*"
"New Hartford School District","=""0920011""","Grade   2","*"
"New Hartford School District","=""0920011""","Grade   3","*"
"New Hartford School District","=""0920011""","Grade   4","*"
"New Hartford School District","=""0920011""","Grade   5",6.5
"New Hartford School District","=""0920011""","Grade   6","*"
"New Haven School District","=""0930011""","Kindergarten",12.7
"New Haven School District","=""0930011""","Grade   1",10.3
"New Haven School District","=""0930011""","Grade   2",10.5
"New Haven School District","=""0930011""","Grade   3",8.6
"New Haven School District","=""0930011""","Grade   4",7.8
"New Haven School District","=""0930011""","Grade   5",7.2
"New Haven School District","=""0930011""","Grade   6",11.7
"New Haven School District","=""0930011""","Grade   7",13.8
"New Haven School District","=""0930011""","Grade   8",14.0
"New Haven School District","=""0930011""","Grade   9",28.3
"New Haven School District","=""0930011""","Grade 10",32.1
"New Haven School District","=""0930011""","Grade 11",26.7
"New Haven School District","=""0930011""","Grade 12",32.6
"New London School District","=""0950011""","Kindergarten",28.3
"New London School District","=""0950011""","Grade   1",24.2
"New London School District","=""0950011""","Grade   2",21.0
"New London School District","=""0950011""","Grade   3",14.8
"New London School District","=""0950011""","Grade   4",13.6
"New London School District","=""0950011""","Grade   5",18.8
"New London School District","=""0950011""","Grade   6",13.5
"New London School District","=""0950011""","Grade   7",13.6
"New London School District","=""0950011""","Grade   8",17.0
"New London School District","=""0950011""","Grade   9",25.1
"New London School District","=""0950011""","Grade 10",26.4
"New London School District","=""0950011""","Grade 11",15.0
"New London School District","=""0950011""","Grade 12",20.6
"New Milford School District","=""0960011""","Kindergarten",8.9
"New Milford School District","=""0960011""","Grade   1",5.8
"New Milford School District","=""0960011""","Grade   2",3.2
"New Milford School District","=""0960011""","Grade   3",3.0
"New Milford School District","=""0960011""","Grade   4",7.2
"New Milford School District","=""0960011""","Grade   5",4.7
"New Milford School District","=""0960011""","Grade   6",8.5
"New Milford School District","=""0960011""","Grade   7",9.0
"New Milford School District","=""0960011""","Grade   8",10.6
"New Milford School District","=""0960011""","Grade   9",12.3
"New Milford School District","=""0960011""","Grade 10",10.6
"New Milford School District","=""0960011""","Grade 11",14.8
"New Milford School District","=""0960011""","Grade 12",22.7
"Newington School District","=""0940011""","Kindergarten","*"
"Newington School District","=""0940011""","Grade   1","*"
"Newington School District","=""0940011""","Grade   2","*"
"Newington School District","=""0940011""","Grade   3","*"
"Newington School District","=""0940011""","Grade   4","*"
"Newington School District","=""0940011""","Grade   5",2.5
"Newington School District","=""0940011""","Grade   6",2.2
"Newington School District","=""0940011""","Grade   7",3.7
"Newington School District","=""0940011""","Grade   8",4.6
"Newington School District","=""0940011""","Grade   9",7.9
"Newington School District","=""0940011""","Grade 10",6.3
"Newington School District","=""0940011""","Grade 11",3.8
"Newington School District","=""0940011""","Grade 12",9.2
"Newtown School District","=""0970011""","Kindergarten",5.5
"Newtown School District","=""0970011""","Grade   1",5.2
"Newtown School District","=""0970011""","Grade   2",5.6
"Newtown School District","=""0970011""","Grade   3",5.3
"Newtown School District","=""0970011""","Grade   4",2.2
"Newtown School District","=""0970011""","Grade   5",5.0
"Newtown School District","=""0970011""","Grade   6",4.8
"Newtown School District","=""0970011""","Grade   7",8.1
"Newtown School District","=""0970011""","Grade   8",9.1
"Newtown School District","=""0970011""","Grade   9",2.3
"Newtown School District","=""0970011""","Grade 10",3.7
"Newtown School District","=""0970011""","Grade 11",2.6
"Newtown School District","=""0970011""","Grade 12",5.4
"Norfolk School District","=""0980011""","Kindergarten","*"
"Norfolk School District","=""0980011""","Grade   1","*"
"Norfolk School District","=""0980011""","Grade   2","*"
"Norfolk School District","=""0980011""","Grade   3","*"
"Norfolk School District","=""0980011""","Grade   4","*"
"Norfolk School District","=""0980011""","Grade   5","*"
"Norfolk School District","=""0980011""","Grade   6","*"
"North Branford School District","=""0990011""","Kindergarten",5.5
"North Branford School District","=""0990011""","Grade   1",4.6
"North Branford School District","=""0990011""","Grade   2","*"
"North Branford School District","=""0990011""","Grade   3","*"
"North Branford School District","=""0990011""","Grade   4",3.9
"North Branford School District","=""0990011""","Grade   5","*"
"North Branford School District","=""0990011""","Grade   6",4.5
"North Branford School District","=""0990011""","Grade   7",8.0
"North Branford School District","=""0990011""","Grade   8",6.8
"North Branford School District","=""0990011""","Grade   9",24.3
"North Branford School District","=""0990011""","Grade 10",21.1
"North Branford School District","=""0990011""","Grade 11",41.2
"North Branford School District","=""0990011""","Grade 12",57.9
"North Canaan School District","=""1000011""","Kindergarten",11.9
"North Canaan School District","=""1000011""","Grade   1","*"
"North Canaan School District","=""1000011""","Grade   2","*"
"North Canaan School District","=""1000011""","Grade   3","*"
"North Canaan School District","=""1000011""","Grade   4","*"
"North Canaan School District","=""1000011""","Grade   5",23.1
"North Canaan School District","=""1000011""","Grade   6",15.4
"North Canaan School District","=""1000011""","Grade   7",25.8
"North Canaan School District","=""1000011""","Grade   8",20.0
"North Haven School District","=""1010011""","Kindergarten",8.0
"North Haven School District","=""1010011""","Grade   1",5.4
"North Haven School District","=""1010011""","Grade   2",5.9
"North Haven School District","=""1010011""","Grade   3",4.2
"North Haven School District","=""1010011""","Grade   4",4.9
"North Haven School District","=""1010011""","Grade   5",5.4
"North Haven School District","=""1010011""","Grade   6",4.0
"North Haven School District","=""1010011""","Grade   7",8.6
"North Haven School District","=""1010011""","Grade   8",9.8
"North Haven School District","=""1010011""","Grade   9",11.3
"North Haven School District","=""1010011""","Grade 10",17.3
"North Haven School District","=""1010011""","Grade 11",16.5
"North Haven School District","=""1010011""","Grade 12",22.4
"North Stonington School District","=""1020011""","Kindergarten","*"
"North Stonington School District","=""1020011""","Grade   1","*"
"North Stonington School District","=""1020011""","Grade   2",9.8
"North Stonington School District","=""1020011""","Grade   3",0.0
"North Stonington School District","=""1020011""","Grade   4","*"
"North Stonington School District","=""1020011""","Grade   5","*"
"North Stonington School District","=""1020011""","Grade   6",13.7
"North Stonington School District","=""1020011""","Grade   7","*"
"North Stonington School District","=""1020011""","Grade   8",16.9
"North Stonington School District","=""1020011""","Grade   9",18.5
"North Stonington School District","=""1020011""","Grade 10","*"
"North Stonington School District","=""1020011""","Grade 11",20.4
"North Stonington School District","=""1020011""","Grade 12",32.0
"Norwalk School District","=""1030011""","Kindergarten",12.1
"Norwalk School District","=""1030011""","Grade   1",7.7
"Norwalk School District","=""1030011""","Grade   2",5.6
"Norwalk School District","=""1030011""","Grade   3",4.3
"Norwalk School District","=""1030011""","Grade   4",5.4
"Norwalk School District","=""1030011""","Grade   5",5.4
"Norwalk School District","=""1030011""","Grade   6",9.0
"Norwalk School District","=""1030011""","Grade   7",11.4
"Norwalk School District","=""1030011""","Grade   8",21.9
"Norwalk School District","=""1030011""","Grade   9",18.0
"Norwalk School District","=""1030011""","Grade 10",15.2
"Norwalk School District","=""1030011""","Grade 11",17.1
"Norwalk School District","=""1030011""","Grade 12",19.9
"Norwich Free Academy District","=""9010022""","Grade   9",7.5
"Norwich Free Academy District","=""9010022""","Grade 10",12.8
"Norwich Free Academy District","=""9010022""","Grade 11",12.9
"Norwich Free Academy District","=""9010022""","Grade 12",12.4
"Norwich School District","=""1040011""","Kindergarten",17.9
"Norwich School District","=""1040011""","Grade   1",14.8
"Norwich School District","=""1040011""","Grade   2",11.7
"Norwich School District","=""1040011""","Grade   3",11.0
"Norwich School District","=""1040011""","Grade   4",9.2
"Norwich School District","=""1040011""","Grade   5",11.5
"Norwich School District","=""1040011""","Grade   6",12.0
"Norwich School District","=""1040011""","Grade   7",11.6
"Norwich School District","=""1040011""","Grade   8",13.2
"Norwich School District","=""1040011""","Grade   9","*"
"Norwich School District","=""1040011""","Grade 10","*"
"Norwich School District","=""1040011""","Grade 11",36.4
"Norwich School District","=""1040011""","Grade 12",46.0
"Odyssey Community School District","=""2630013""","Kindergarten","*"
"Odyssey Community School District","=""2630013""","Grade   1",21.1
"Odyssey Community School District","=""2630013""","Grade   2",20.0
"Odyssey Community School District","=""2630013""","Grade   3","*"
"Odyssey Community School District","=""2630013""","Grade   4","*"
"Odyssey Community School District","=""2630013""","Grade   5","*"
"Odyssey Community School District","=""2630013""","Grade   6","*"
"Odyssey Community School District","=""2630013""","Grade   7","*"
"Odyssey Community School District","=""2630013""","Grade   8","*"
"Old Saybrook School District","=""1060011""","Kindergarten","*"
"Old Saybrook School District","=""1060011""","Grade   1","*"
"Old Saybrook School District","=""1060011""","Grade   2","*"
"Old Saybrook School District","=""1060011""","Grade   3",7.7
"Old Saybrook School District","=""1060011""","Grade   4","*"
"Old Saybrook School District","=""1060011""","Grade   5","*"
"Old Saybrook School District","=""1060011""","Grade   6","*"
"Old Saybrook School District","=""1060011""","Grade   7",10.7
"Old Saybrook School District","=""1060011""","Grade   8","*"
"Old Saybrook School District","=""1060011""","Grade   9",26.9
"Old Saybrook School District","=""1060011""","Grade 10",28.2
"Old Saybrook School District","=""1060011""","Grade 11",36.4
"Old Saybrook School District","=""1060011""","Grade 12",53.3
"Orange School District","=""1070011""","Kindergarten",9.0
"Orange School District","=""1070011""","Grade   1","*"
"Orange School District","=""1070011""","Grade   2","*"
"Orange School District","=""1070011""","Grade   3","*"
"Orange School District","=""1070011""","Grade   4",3.4
"Orange School District","=""1070011""","Grade   5",7.3
"Orange School District","=""1070011""","Grade   6",5.2
"Oxford School District","=""1080011""","Kindergarten","*"
"Oxford School District","=""1080011""","Grade   1",4.9
"Oxford School District","=""1080011""","Grade   2",3.5
"Oxford School District","=""1080011""","Grade   3",4.1
"Oxford School District","=""1080011""","Grade   4",3.6
"Oxford School District","=""1080011""","Grade   5",5.8
"Oxford School District","=""1080011""","Grade   6",6.1
"Oxford School District","=""1080011""","Grade   7",7.9
"Oxford School District","=""1080011""","Grade   8",9.1
"Oxford School District","=""1080011""","Grade   9",7.4
"Oxford School District","=""1080011""","Grade 10",12.4
"Oxford School District","=""1080011""","Grade 11",16.3
"Oxford School District","=""1080011""","Grade 12",22.2
"Park City Prep Charter School District","=""2830013""","Grade   6","*"
"Park City Prep Charter School District","=""2830013""","Grade   7","*"
"Park City Prep Charter School District","=""2830013""","Grade   8","*"
"Plainfield School District","=""1090011""","Kindergarten",16.0
"Plainfield School District","=""1090011""","Grade   1",10.5
"Plainfield School District","=""1090011""","Grade   2",7.6
"Plainfield School District","=""1090011""","Grade   3",11.0
"Plainfield School District","=""1090011""","Grade   4",5.4
"Plainfield School District","=""1090011""","Grade   5",5.1
"Plainfield School District","=""1090011""","Grade   6",10.1
"Plainfield School District","=""1090011""","Grade   7",10.1
"Plainfield School District","=""1090011""","Grade   8",11.9
"Plainfield School District","=""1090011""","Grade   9",20.1
"Plainfield School District","=""1090011""","Grade 10",13.5
"Plainfield School District","=""1090011""","Grade 11",18.9
"Plainfield School District","=""1090011""","Grade 12",18.5
"Plainville School District","=""1100011""","Kindergarten",5.3
"Plainville School District","=""1100011""","Grade   1",7.9
"Plainville School District","=""1100011""","Grade   2",6.1
"Plainville School District","=""1100011""","Grade   3",4.9
"Plainville School District","=""1100011""","Grade   4","*"
"Plainville School District","=""1100011""","Grade   5","*"
"Plainville School District","=""1100011""","Grade   6",8.3
"Plainville School District","=""1100011""","Grade   7",9.6
"Plainville School District","=""1100011""","Grade   8",4.2
"Plainville School District","=""1100011""","Grade   9",15.0
"Plainville School District","=""1100011""","Grade 10",20.8
"Plainville School District","=""1100011""","Grade 11",21.0
"Plainville School District","=""1100011""","Grade 12",33.3
"Plymouth School District","=""1110011""","Kindergarten",11.1
"Plymouth School District","=""1110011""","Grade   1",10.8
"Plymouth School District","=""1110011""","Grade   2",9.6
"Plymouth School District","=""1110011""","Grade   3",7.4
"Plymouth School District","=""1110011""","Grade   4",10.5
"Plymouth School District","=""1110011""","Grade   5",13.8
"Plymouth School District","=""1110011""","Grade   6","*"
"Plymouth School District","=""1110011""","Grade   7",8.1
"Plymouth School District","=""1110011""","Grade   8",9.2
"Plymouth School District","=""1110011""","Grade   9",11.5
"Plymouth School District","=""1110011""","Grade 10",6.4
"Plymouth School District","=""1110011""","Grade 11",9.4
"Plymouth School District","=""1110011""","Grade 12",13.5
"Pomfret School District","=""1120011""","Kindergarten","*"
"Pomfret School District","=""1120011""","Grade   1","*"
"Pomfret School District","=""1120011""","Grade   2",0.0
"Pomfret School District","=""1120011""","Grade   3","*"
"Pomfret School District","=""1120011""","Grade   4","*"
"Pomfret School District","=""1120011""","Grade   5","*"
"Pomfret School District","=""1120011""","Grade   6","*"
"Pomfret School District","=""1120011""","Grade   7","*"
"Pomfret School District","=""1120011""","Grade   8","*"
"Pomfret School District","=""1120011""","Grade 10","*"
"Pomfret School District","=""1120011""","Grade 12","*"
"Portland School District","=""1130011""","Kindergarten","*"
"Portland School District","=""1130011""","Grade   1","*"
"Portland School District","=""1130011""","Grade   2",0.0
"Portland School District","=""1130011""","Grade   3","*"
"Portland School District","=""1130011""","Grade   4","*"
"Portland School District","=""1130011""","Grade   5",5.1
"Portland School District","=""1130011""","Grade   6",4.7
"Portland School District","=""1130011""","Grade   7",7.0
"Portland School District","=""1130011""","Grade   8",12.4
"Portland School District","=""1130011""","Grade   9","*"
"Portland School District","=""1130011""","Grade 10",13.7
"Portland School District","=""1130011""","Grade 11",6.4
"Portland School District","=""1130011""","Grade 12",10.5
"Preston School District","=""1140011""","Kindergarten",11.5
"Preston School District","=""1140011""","Grade   1","*"
"Preston School District","=""1140011""","Grade   2","*"
"Preston School District","=""1140011""","Grade   3","*"
"Preston School District","=""1140011""","Grade   4","*"
"Preston School District","=""1140011""","Grade   5",12.5
"Preston School District","=""1140011""","Grade   6","*"
"Preston School District","=""1140011""","Grade   7","*"
"Preston School District","=""1140011""","Grade   8","*"
"Preston School District","=""1140011""","Grade 10","*"
"Preston School District","=""1140011""","Grade 11","*"
"Preston School District","=""1140011""","Grade 12","*"
"Putnam School District","=""1160011""","Kindergarten",16.3
"Putnam School District","=""1160011""","Grade   1",9.3
"Putnam School District","=""1160011""","Grade   2","*"
"Putnam School District","=""1160011""","Grade   3",5.9
"Putnam School District","=""1160011""","Grade   4",8.2
"Putnam School District","=""1160011""","Grade   5",6.8
"Putnam School District","=""1160011""","Grade   6",13.0
"Putnam School District","=""1160011""","Grade   7",17.2
"Putnam School District","=""1160011""","Grade   8",19.1
"Putnam School District","=""1160011""","Grade   9",22.9
"Putnam School District","=""1160011""","Grade 10",21.9
"Putnam School District","=""1160011""","Grade 11",26.2
"Putnam School District","=""1160011""","Grade 12",24.0
"Redding School District","=""1170011""","Kindergarten","*"
"Redding School District","=""1170011""","Grade   1","*"
"Redding School District","=""1170011""","Grade   2","*"
"Redding School District","=""1170011""","Grade   3","*"
"Redding School District","=""1170011""","Grade   4","*"
"Redding School District","=""1170011""","Grade   5",5.9
"Redding School District","=""1170011""","Grade   6",4.3
"Redding School District","=""1170011""","Grade   7",8.3
"Redding School District","=""1170011""","Grade   8",10.5
"Regional School District 01","=""2010012""","Grade   9","*"
"Regional School District 01","=""2010012""","Grade 10",10.2
"Regional School District 01","=""2010012""","Grade 11","*"
"Regional School District 01","=""2010012""","Grade 12","*"
"Regional School District 04","=""2040012""","Grade   7",12.6
"Regional School District 04","=""2040012""","Grade   8",8.1
"Regional School District 04","=""2040012""","Grade   9",6.3
"Regional School District 04","=""2040012""","Grade 10",8.8
"Regional School District 04","=""2040012""","Grade 11",13.2
"Regional School District 04","=""2040012""","Grade 12",11.8
"Regional School District 05","=""2050012""","Grade   7",4.1
"Regional School District 05","=""2050012""","Grade   8",7.4
"Regional School District 05","=""2050012""","Grade   9",3.3
"Regional School District 05","=""2050012""","Grade 10",6.4
"Regional School District 05","=""2050012""","Grade 11",2.4
"Regional School District 05","=""2050012""","Grade 12",43.1
"Regional School District 06","=""2060012""","Kindergarten",11.3
"Regional School District 06","=""2060012""","Grade   1","*"
"Regional School District 06","=""2060012""","Grade   2","*"
"Regional School District 06","=""2060012""","Grade   3",10.2
"Regional School District 06","=""2060012""","Grade   4","*"
"Regional School District 06","=""2060012""","Grade   5","*"
"Regional School District 06","=""2060012""","Grade   6",9.6
"Regional School District 06","=""2060012""","Grade   7","*"
"Regional School District 06","=""2060012""","Grade   8","*"
"Regional School District 06","=""2060012""","Grade   9","*"
"Regional School District 06","=""2060012""","Grade 10","*"
"Regional School District 06","=""2060012""","Grade 11","*"
"Regional School District 06","=""2060012""","Grade 12",8.5
"Regional School District 07","=""2070012""","Grade   7",4.0
"Regional School District 07","=""2070012""","Grade   8",3.1
"Regional School District 07","=""2070012""","Grade   9",6.5
"Regional School District 07","=""2070012""","Grade 10",4.6
"Regional School District 07","=""2070012""","Grade 11",9.9
"Regional School District 07","=""2070012""","Grade 12",11.2
"Regional School District 08","=""2080012""","Grade   7",18.0
"Regional School District 08","=""2080012""","Grade   8",24.0
"Regional School District 08","=""2080012""","Grade   9",7.7
"Regional School District 08","=""2080012""","Grade 10",9.7
"Regional School District 08","=""2080012""","Grade 11",12.3
"Regional School District 08","=""2080012""","Grade 12",31.4
"Regional School District 09","=""2090012""","Grade   9",7.2
"Regional School District 09","=""2090012""","Grade 10",6.0
"Regional School District 09","=""2090012""","Grade 11",15.5
"Regional School District 09","=""2090012""","Grade 12",25.6
"Regional School District 10","=""2100012""","Kindergarten",6.9
"Regional School District 10","=""2100012""","Grade   1",4.2
"Regional School District 10","=""2100012""","Grade   2",5.3
"Regional School District 10","=""2100012""","Grade   3",3.4
"Regional School District 10","=""2100012""","Grade   4",3.6
"Regional School District 10","=""2100012""","Grade   5","*"
"Regional School District 10","=""2100012""","Grade   6",4.8
"Regional School District 10","=""2100012""","Grade   7",4.2
"Regional School District 10","=""2100012""","Grade   8",7.4
"Regional School District 10","=""2100012""","Grade   9",4.0
"Regional School District 10","=""2100012""","Grade 10",5.2
"Regional School District 10","=""2100012""","Grade 11",7.8
"Regional School District 10","=""2100012""","Grade 12",10.5
"Regional School District 11","=""2110012""","Grade   7","*"
"Regional School District 11","=""2110012""","Grade   8",9.4
"Regional School District 11","=""2110012""","Grade   9","*"
"Regional School District 11","=""2110012""","Grade 10",12.5
"Regional School District 11","=""2110012""","Grade 11","*"
"Regional School District 11","=""2110012""","Grade 12",17.1
"Regional School District 12","=""2120012""","Kindergarten","*"
"Regional School District 12","=""2120012""","Grade   1",12.3
"Regional School District 12","=""2120012""","Grade   2","*"
"Regional School District 12","=""2120012""","Grade   3","*"
"Regional School District 12","=""2120012""","Grade   4",9.7
"Regional School District 12","=""2120012""","Grade   5",9.5
"Regional School District 12","=""2120012""","Grade   6",7.7
"Regional School District 12","=""2120012""","Grade   7",15.9
"Regional School District 12","=""2120012""","Grade   8",12.7
"Regional School District 12","=""2120012""","Grade   9",8.6
"Regional School District 12","=""2120012""","Grade 10",12.8
"Regional School District 12","=""2120012""","Grade 11",10.1
"Regional School District 12","=""2120012""","Grade 12",15.1
"Regional School District 13","=""2130012""","Kindergarten",4.9
"Regional School District 13","=""2130012""","Grade   1","*"
"Regional School District 13","=""2130012""","Grade   2",5.1
"Regional School District 13","=""2130012""","Grade   3","*"
"Regional School District 13","=""2130012""","Grade   4",3.5
"Regional School District 13","=""2130012""","Grade   5",5.1
"Regional School District 13","=""2130012""","Grade   6",5.5
"Regional School District 13","=""2130012""","Grade   7",7.3
"Regional School District 13","=""2130012""","Grade   8",3.7
"Regional School District 13","=""2130012""","Grade   9","*"
"Regional School District 13","=""2130012""","Grade 10",4.0
"Regional School District 13","=""2130012""","Grade 11",5.9
"Regional School District 13","=""2130012""","Grade 12",8.4
"Regional School District 14","=""2140012""","Kindergarten",7.5
"Regional School District 14","=""2140012""","Grade   1",7.7
"Regional School District 14","=""2140012""","Grade   2","*"
"Regional School District 14","=""2140012""","Grade   3",5.6
"Regional School District 14","=""2140012""","Grade   4","*"
"Regional School District 14","=""2140012""","Grade   5",8.0
"Regional School District 14","=""2140012""","Grade   6",10.6
"Regional School District 14","=""2140012""","Grade   7",7.0
"Regional School District 14","=""2140012""","Grade   8",6.3
"Regional School District 14","=""2140012""","Grade   9","*"
"Regional School District 14","=""2140012""","Grade 10","*"
"Regional School District 14","=""2140012""","Grade 11",0.0
"Regional School District 14","=""2140012""","Grade 12","*"
"Regional School District 15","=""2150012""","Kindergarten",5.9
"Regional School District 15","=""2150012""","Grade   1",3.8
"Regional School District 15","=""2150012""","Grade   2",4.6
"Regional School District 15","=""2150012""","Grade   3",5.2
"Regional School District 15","=""2150012""","Grade   4",6.1
"Regional School District 15","=""2150012""","Grade   5",5.0
"Regional School District 15","=""2150012""","Grade   6",4.9
"Regional School District 15","=""2150012""","Grade   7",5.4
"Regional School District 15","=""2150012""","Grade   8",6.8
"Regional School District 15","=""2150012""","Grade   9",4.9
"Regional School District 15","=""2150012""","Grade 10",5.2
"Regional School District 15","=""2150012""","Grade 11",5.4
"Regional School District 15","=""2150012""","Grade 12",10.2
"Regional School District 16","=""2160012""","Kindergarten","*"
"Regional School District 16","=""2160012""","Grade   1",4.2
"Regional School District 16","=""2160012""","Grade   2",5.3
"Regional School District 16","=""2160012""","Grade   3",4.8
"Regional School District 16","=""2160012""","Grade   4",3.3
"Regional School District 16","=""2160012""","Grade   5",3.0
"Regional School District 16","=""2160012""","Grade   6",5.9
"Regional School District 16","=""2160012""","Grade   7",5.6
"Regional School District 16","=""2160012""","Grade   8",8.5
"Regional School District 16","=""2160012""","Grade   9",8.5
"Regional School District 16","=""2160012""","Grade 10",5.9
"Regional School District 16","=""2160012""","Grade 11",14.5
"Regional School District 16","=""2160012""","Grade 12",14.4
"Regional School District 17","=""2170012""","Kindergarten","*"
"Regional School District 17","=""2170012""","Grade   1",4.8
"Regional School District 17","=""2170012""","Grade   2",3.8
"Regional School District 17","=""2170012""","Grade   3","*"
"Regional School District 17","=""2170012""","Grade   4","*"
"Regional School District 17","=""2170012""","Grade   5","*"
"Regional School District 17","=""2170012""","Grade   6","*"
"Regional School District 17","=""2170012""","Grade   7",4.4
"Regional School District 17","=""2170012""","Grade   8",6.6
"Regional School District 17","=""2170012""","Grade   9",5.7
"Regional School District 17","=""2170012""","Grade 10",3.6
"Regional School District 17","=""2170012""","Grade 11","*"
"Regional School District 17","=""2170012""","Grade 12",4.7
"Regional School District 18","=""2180012""","Kindergarten",7.3
"Regional School District 18","=""2180012""","Grade   1","*"
"Regional School District 18","=""2180012""","Grade   2","*"
"Regional School District 18","=""2180012""","Grade   3",4.9
"Regional School District 18","=""2180012""","Grade   4","*"
"Regional School District 18","=""2180012""","Grade   5",6.5
"Regional School District 18","=""2180012""","Grade   6",5.7
"Regional School District 18","=""2180012""","Grade   7",6.1
"Regional School District 18","=""2180012""","Grade   8",5.5
"Regional School District 18","=""2180012""","Grade   9","*"
"Regional School District 18","=""2180012""","Grade 10","*"
"Regional School District 18","=""2180012""","Grade 11","*"
"Regional School District 18","=""2180012""","Grade 12",7.8
"Regional School District 19","=""2190012""","Grade   9",20.1
"Regional School District 19","=""2190012""","Grade 10",11.7
"Regional School District 19","=""2190012""","Grade 11",14.1
"Regional School District 19","=""2190012""","Grade 12",16.7
"Ridgefield School District","=""1180011""","Kindergarten",5.6
"Ridgefield School District","=""1180011""","Grade   1",4.6
"Ridgefield School District","=""1180011""","Grade   2",4.5
"Ridgefield School District","=""1180011""","Grade   3",2.6
"Ridgefield School District","=""1180011""","Grade   4",5.0
"Ridgefield School District","=""1180011""","Grade   5",3.8
"Ridgefield School District","=""1180011""","Grade   6",6.8
"Ridgefield School District","=""1180011""","Grade   7",7.9
"Ridgefield School District","=""1180011""","Grade   8",9.9
"Ridgefield School District","=""1180011""","Grade   9",8.7
"Ridgefield School District","=""1180011""","Grade 10",11.1
"Ridgefield School District","=""1180011""","Grade 11",6.6
"Ridgefield School District","=""1180011""","Grade 12",6.9
"Rocky Hill School District","=""1190011""","Kindergarten",13.1
"Rocky Hill School District","=""1190011""","Grade   1",13.3
"Rocky Hill School District","=""1190011""","Grade   2",6.2
"Rocky Hill School District","=""1190011""","Grade   3",4.0
"Rocky Hill School District","=""1190011""","Grade   4",4.3
"Rocky Hill School District","=""1190011""","Grade   5",5.6
"Rocky Hill School District","=""1190011""","Grade   6",6.4
"Rocky Hill School District","=""1190011""","Grade   7",5.9
"Rocky Hill School District","=""1190011""","Grade   8",7.4
"Rocky Hill School District","=""1190011""","Grade   9",12.1
"Rocky Hill School District","=""1190011""","Grade 10",9.0
"Rocky Hill School District","=""1190011""","Grade 11",9.0
"Rocky Hill School District","=""1190011""","Grade 12",14.0
"Salem School District","=""1210011""","Kindergarten","*"
"Salem School District","=""1210011""","Grade   1","*"
"Salem School District","=""1210011""","Grade   2",0.0
"Salem School District","=""1210011""","Grade   3","*"
"Salem School District","=""1210011""","Grade   4","*"
"Salem School District","=""1210011""","Grade   5",0.0
"Salem School District","=""1210011""","Grade   6","*"
"Salem School District","=""1210011""","Grade   7","*"
"Salem School District","=""1210011""","Grade   8",0.0
"Salem School District","=""1210011""","Grade   9","*"
"Salem School District","=""1210011""","Grade 12","*"
"Salisbury School District","=""1220011""","Kindergarten","*"
"Salisbury School District","=""1220011""","Grade   1","*"
"Salisbury School District","=""1220011""","Grade   2",0.0
"Salisbury School District","=""1220011""","Grade   3","*"
"Salisbury School District","=""1220011""","Grade   4","*"
"Salisbury School District","=""1220011""","Grade   5","*"
"Salisbury School District","=""1220011""","Grade   6","*"
"Salisbury School District","=""1220011""","Grade   7","*"
"Salisbury School District","=""1220011""","Grade   8","*"
"Scotland School District","=""1230011""","Kindergarten","*"
"Scotland School District","=""1230011""","Grade   1","*"
"Scotland School District","=""1230011""","Grade   2","*"
"Scotland School District","=""1230011""","Grade   3","*"
"Scotland School District","=""1230011""","Grade   4","*"
"Scotland School District","=""1230011""","Grade   5","*"
"Scotland School District","=""1230011""","Grade   6","*"
"Seymour School District","=""1240011""","Kindergarten",10.2
"Seymour School District","=""1240011""","Grade   1",8.8
"Seymour School District","=""1240011""","Grade   2",8.6
"Seymour School District","=""1240011""","Grade   3",6.3
"Seymour School District","=""1240011""","Grade   4",4.8
"Seymour School District","=""1240011""","Grade   5",7.1
"Seymour School District","=""1240011""","Grade   6",7.0
"Seymour School District","=""1240011""","Grade   7",10.9
"Seymour School District","=""1240011""","Grade   8",13.1
"Seymour School District","=""1240011""","Grade   9",17.6
"Seymour School District","=""1240011""","Grade 10",11.3
"Seymour School District","=""1240011""","Grade 11",24.2
"Seymour School District","=""1240011""","Grade 12",27.7
"Sharon School District","=""1250011""","Kindergarten","*"
"Sharon School District","=""1250011""","Grade   1","*"
"Sharon School District","=""1250011""","Grade   2","*"
"Sharon School District","=""1250011""","Grade   3",0.0
"Sharon School District","=""1250011""","Grade   4",0.0
"Sharon School District","=""1250011""","Grade   5","*"
"Sharon School District","=""1250011""","Grade   6","*"
"Sharon School District","=""1250011""","Grade   7","*"
"Sharon School District","=""1250011""","Grade   8","*"
"Shelton School District","=""1260011""","Kindergarten",8.2
"Shelton School District","=""1260011""","Grade   1",6.3
"Shelton School District","=""1260011""","Grade   2",7.1
"Shelton School District","=""1260011""","Grade   3",5.7
"Shelton School District","=""1260011""","Grade   4",4.5
"Shelton School District","=""1260011""","Grade   5",8.2
"Shelton School District","=""1260011""","Grade   6",9.0
"Shelton School District","=""1260011""","Grade   7",10.4
"Shelton School District","=""1260011""","Grade   8",11.8
"Shelton School District","=""1260011""","Grade   9",16.9
