"Chronic Absenteeism, Trend"
", Grade"

"",,,"% Chronically Absent",,,,
"Franklin School District","=""0530011""","Grade 12","*","N/A","*","*","*"
"Glastonbury School District","=""0540011""","Kindergarten",4.4,4.7,3.6,3.4,2.1
"Glastonbury School District","=""0540011""","Grade   1",4.0,2.4,3.2,1.8,"*"
"Glastonbury School District","=""0540011""","Grade   2",3.1,3.2,"*",3.2,1.5
"Glastonbury School District","=""0540011""","Grade   3",1.6,1.7,"*",1.4,1.9
"Glastonbury School District","=""0540011""","Grade   4",1.1,1.9,1.5,2.2,2.0
"Glastonbury School District","=""0540011""","Grade   5",2.6,3.3,1.3,"*",2.4
"Glastonbury School District","=""0540011""","Grade   6",2.7,2.5,"*",2.3,2.3
"Glastonbury School District","=""0540011""","Grade   7",3.1,2.2,2.3,1.8,1.1
"Glastonbury School District","=""0540011""","Grade   8",4.3,2.9,2.2,2.5,2.9
"Glastonbury School District","=""0540011""","Grade   9",4.4,4.2,2.2,3.0,2.7
"Glastonbury School District","=""0540011""","Grade 10",3.4,5.1,4.7,4.1,5.1
"Glastonbury School District","=""0540011""","Grade 11",3.9,3.6,3.9,4.2,4.4
"Glastonbury School District","=""0540011""","Grade 12",5.7,4.6,7.2,7.7,4.3
"Granby School District","=""0560011""","Kindergarten",5.2,5.4,"*",5.6,"*"
"Granby School District","=""0560011""","Grade   1",5.6,6.2,"*",7.7,"*"
"Granby School District","=""0560011""","Grade   2",5.9,6.3,"*",5.1,8.6
"Granby School District","=""0560011""","Grade   3",4.7,4.0,7.0,"*","*"
"Granby School District","=""0560011""","Grade   4","*",3.9,"*",6.2,"*"
"Granby School District","=""0560011""","Grade   5","*",3.6,5.2,"*",5.6
"Granby School District","=""0560011""","Grade   6","*","*",5.5,"*",5.1
"Granby School District","=""0560011""","Grade   7",8.5,3.6,"*",5.0,5.3
"Granby School District","=""0560011""","Grade   8",6.3,12.2,6.5,"*",6.4
"Granby School District","=""0560011""","Grade   9",3.7,3.5,9.0,3.4,3.4
"Granby School District","=""0560011""","Grade 10",3.8,3.7,4.6,6.3,5.8
"Granby School District","=""0560011""","Grade 11","*",5.4,6.2,5.2,7.6
"Granby School District","=""0560011""","Grade 12",6.7,"*",6.7,6.1,6.3
"Great Oaks Charter School District","=""2940013""","Grade   6","N/A","N/A","N/A",21.1,14.2
"Great Oaks Charter School District","=""2940013""","Grade   7","N/A","N/A","N/A","N/A",16.0
"Greenwich School District","=""0570011""","Kindergarten",7.1,9.3,7.3,2.8,4.1
"Greenwich School District","=""0570011""","Grade   1",4.9,6.2,4.1,2.1,2.1
"Greenwich School District","=""0570011""","Grade   2",4.2,6.2,2.5,1.5,1.8
"Greenwich School District","=""0570011""","Grade   3",2.5,6.9,4.2,1.1,1.1
"Greenwich School District","=""0570011""","Grade   4",3.6,4.6,3.4,1.0,1.9
"Greenwich School District","=""0570011""","Grade   5",5.2,5.8,4.6,2.8,2.0
"Greenwich School District","=""0570011""","Grade   6",7.0,5.6,4.8,2.6,1.9
"Greenwich School District","=""0570011""","Grade   7",4.4,8.1,5.2,3.3,2.0
"Greenwich School District","=""0570011""","Grade   8",9.1,9.7,6.8,3.8,3.0
"Greenwich School District","=""0570011""","Grade   9",4.3,7.1,3.1,2.5,5.1
"Greenwich School District","=""0570011""","Grade 10",6.0,7.2,4.6,4.6,4.5
"Greenwich School District","=""0570011""","Grade 11",6.9,9.1,4.6,6.5,8.3
"Greenwich School District","=""0570011""","Grade 12",9.3,18.7,6.0,7.1,11.9
"Griswold School District","=""0580011""","Kindergarten",5.7,10.5,14.9,6.1,7.7
"Griswold School District","=""0580011""","Grade   1",5.8,8.1,7.5,9.6,4.7
"Griswold School District","=""0580011""","Grade   2",5.9,"*","*",6.3,5.5
"Griswold School District","=""0580011""","Grade   3",5.8,4.6,5.9,"*","*"
"Griswold School District","=""0580011""","Grade   4",9.8,8.4,"*","*","*"
"Griswold School District","=""0580011""","Grade   5",10.1,5.8,6.2,8.4,4.8
"Griswold School District","=""0580011""","Grade   6",8.6,7.1,8.5,9.4,9.6
"Griswold School District","=""0580011""","Grade   7",10.0,6.8,12.5,13.6,9.5
"Griswold School District","=""0580011""","Grade   8",13.0,15.9,8.2,12.8,12.1
"Griswold School District","=""0580011""","Grade   9",18.1,12.9,19.6,11.9,13.8
"Griswold School District","=""0580011""","Grade 10",16.3,17.4,10.7,17.4,12.7
"Griswold School District","=""0580011""","Grade 11",15.8,12.8,13.5,15.9,13.5
"Griswold School District","=""0580011""","Grade 12",19.4,20.3,20.0,16.4,17.9
"Groton School District","=""0590011""","Kindergarten",14.7,14.2,12.1,14.9,9.6
"Groton School District","=""0590011""","Grade   1",10.5,6.5,10.9,5.2,9.1
"Groton School District","=""0590011""","Grade   2",6.7,8.6,7.2,8.1,3.5
"Groton School District","=""0590011""","Grade   3",6.5,5.2,8.1,6.2,7.5
"Groton School District","=""0590011""","Grade   4",6.6,7.0,7.2,7.1,5.4
"Groton School District","=""0590011""","Grade   5",7.1,5.6,5.3,6.6,6.5
"Groton School District","=""0590011""","Grade   6",10.8,7.2,6.1,7.4,12.4
"Groton School District","=""0590011""","Grade   7",9.6,12.0,8.8,10.1,9.7
"Groton School District","=""0590011""","Grade   8",11.1,11.0,9.4,10.7,8.9
"Groton School District","=""0590011""","Grade   9",21.4,11.2,15.0,13.4,17.2
"Groton School District","=""0590011""","Grade 10",21.6,19.1,14.8,14.2,14.6
"Groton School District","=""0590011""","Grade 11",22.4,21.8,21.0,12.7,13.4
"Groton School District","=""0590011""","Grade 12",32.1,38.9,34.2,39.8,34.6
"Guilford School District","=""0600011""","Kindergarten",4.5,5.9,5.6,7.2,2.7
"Guilford School District","=""0600011""","Grade   1",2.7,2.9,4.8,"*",4.4
"Guilford School District","=""0600011""","Grade   2",3.1,3.1,3.2,2.8,2.8
"Guilford School District","=""0600011""","Grade   3",2.1,3.1,3.4,"*",3.4
"Guilford School District","=""0600011""","Grade   4",3.7,2.5,3.0,2.1,4.1
"Guilford School District","=""0600011""","Grade   5",3.7,6.9,3.2,5.7,4.7
"Guilford School District","=""0600011""","Grade   6",5.4,3.3,8.4,4.0,7.0
"Guilford School District","=""0600011""","Grade   7",7.7,8.8,4.3,5.9,4.5
"Guilford School District","=""0600011""","Grade   8",8.4,8.4,8.7,4.3,7.8
"Guilford School District","=""0600011""","Grade   9",8.5,7.4,5.8,5.4,2.5
"Guilford School District","=""0600011""","Grade 10",8.6,9.9,6.4,4.9,5.1
"Guilford School District","=""0600011""","Grade 11",7.6,9.4,5.5,6.9,3.4
"Guilford School District","=""0600011""","Grade 12",15.4,18.7,13.4,10.4,6.9
"Hamden School District","=""0620011""","Kindergarten",11.7,9.6,10.7,12.3,10.2
"Hamden School District","=""0620011""","Grade   1",8.1,11.1,7.9,8.2,9.7
"Hamden School District","=""0620011""","Grade   2",9.7,6.2,9.6,7.7,7.8
"Hamden School District","=""0620011""","Grade   3",6.3,8.7,7.7,6.2,6.1
"Hamden School District","=""0620011""","Grade   4",6.9,9.8,7.7,7.6,7.6
"Hamden School District","=""0620011""","Grade   5",8.6,9.4,7.1,7.5,5.5
"Hamden School District","=""0620011""","Grade   6",9.6,12.4,10.8,9.7,8.9
"Hamden School District","=""0620011""","Grade   7",11.4,15.4,15.9,13.8,14.0
"Hamden School District","=""0620011""","Grade   8",17.8,16.8,20.1,13.9,20.6
"Hamden School District","=""0620011""","Grade   9",19.8,20.5,15.1,21.0,26.2
"Hamden School District","=""0620011""","Grade 10",16.2,22.0,21.1,19.7,28.9
"Hamden School District","=""0620011""","Grade 11",20.7,20.0,23.9,23.5,34.9
"Hamden School District","=""0620011""","Grade 12",20.6,31.3,26.7,35.8,53.0
"Hampton School District","=""0630011""","Kindergarten","*","*","*","*","*"
"Hampton School District","=""0630011""","Grade   1","*","*","*","*","*"
"Hampton School District","=""0630011""","Grade   2","*","*","*","*","*"
"Hampton School District","=""0630011""","Grade   3","*","*","*","*","*"
"Hampton School District","=""0630011""","Grade   4","*","*","*","*","*"
"Hampton School District","=""0630011""","Grade   5","*","*","*","*","*"
"Hampton School District","=""0630011""","Grade   6","*","*","*","*","*"
"Hartford School District","=""0640011""","Kindergarten",27.8,29.8,26.6,30.2,22.5
"Hartford School District","=""0640011""","Grade   1",25.2,22.5,23.5,23.2,20.1
"Hartford School District","=""0640011""","Grade   2",20.1,19.9,19.7,21.4,16.3
"Hartford School District","=""0640011""","Grade   3",19.5,17.2,19.6,19.5,17.4
"Hartford School District","=""0640011""","Grade   4",16.7,16.7,18.3,17.4,15.4
"Hartford School District","=""0640011""","Grade   5",19.9,17.1,18.8,18.3,15.3
"Hartford School District","=""0640011""","Grade   6",17.5,18.2,18.4,15.8,17.2
"Hartford School District","=""0640011""","Grade   7",23.6,19.8,23.5,19.4,18.2
"Hartford School District","=""0640011""","Grade   8",20.8,19.8,25.6,23.1,19.2
"Hartford School District","=""0640011""","Grade   9",38.7,37.9,41.2,38.5,33.6
"Hartford School District","=""0640011""","Grade 10",39.5,34.6,33.9,36.4,29.0
"Hartford School District","=""0640011""","Grade 11",37.7,39.6,39.2,35.4,34.7
"Hartford School District","=""0640011""","Grade 12",38.9,36.2,42.7,38.9,36.7
"Hartland School District","=""0650011""","Kindergarten","*","*","*","*","*"
"Hartland School District","=""0650011""","Grade   1","*","*","*","*","*"
"Hartland School District","=""0650011""","Grade   2","*","*","*","*","*"
"Hartland School District","=""0650011""","Grade   3",0.0,"*",0.0,"*","*"
"Hartland School District","=""0650011""","Grade   4","*",0.0,"*","*","*"
"Hartland School District","=""0650011""","Grade   5","*","*",0.0,"*","*"
"Hartland School District","=""0650011""","Grade   6","*",0.0,"*","*","*"
"Hartland School District","=""0650011""","Grade   7",0.0,"*",0.0,"*",0.0
"Hartland School District","=""0650011""","Grade   8",0.0,"*","*",0.0,"*"
"Hartland School District","=""0650011""","Grade 10","*","*","N/A","N/A","N/A"
"Hartland School District","=""0650011""","Grade 11","N/A","N/A","*","N/A","N/A"
"Hartland School District","=""0650011""","Grade 12","*","N/A","N/A","*","N/A"
"Hebron School District","=""0670011""","Kindergarten",5.9,6.5,"*","*","*"
"Hebron School District","=""0670011""","Grade   1",5.6,"*","*","*",0.0
"Hebron School District","=""0670011""","Grade   2","*","*","*","*",0.0
"Hebron School District","=""0670011""","Grade   3",4.5,"*","*","*",0.0
"Hebron School District","=""0670011""","Grade   4","*","*","*","*","*"
"Hebron School District","=""0670011""","Grade   5","*","*","*","*","*"
"Hebron School District","=""0670011""","Grade   6","*",6.5,"*",4.1,"*"
"Highville Charter School District","=""2860013""","Kindergarten","*","*","*",17.9,"*"
"Highville Charter School District","=""2860013""","Grade   1","*","*",0.0,"*","*"
"Highville Charter School District","=""2860013""","Grade   2",0.0,"*","*",0.0,"*"
"Highville Charter School District","=""2860013""","Grade   3","*",0.0,0.0,"*","*"
"Highville Charter School District","=""2860013""","Grade   4","*","*",0.0,"*","*"
"Highville Charter School District","=""2860013""","Grade   5","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Grade   6","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Grade   7","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Grade   8","*","*",0.0,"*","*"
"Highville Charter School District","=""2860013""","Grade   9","N/A","N/A","*","*","*"
"Highville Charter School District","=""2860013""","Grade 10","N/A","N/A","N/A","*","*"
"Highville Charter School District","=""2860013""","Grade 11","N/A","N/A","N/A","N/A","*"
"Integrated Day Charter School District","=""2640013""","Kindergarten","*",21.9,"*","*","*"
"Integrated Day Charter School District","=""2640013""","Grade   1","*","*","*",0.0,"*"
"Integrated Day Charter School District","=""2640013""","Grade   2","*","*","*","*",0.0
"Integrated Day Charter School District","=""2640013""","Grade   3","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","Grade   4","*","*","*","*",0.0
"Integrated Day Charter School District","=""2640013""","Grade   5",0.0,"*","*","*","*"
"Integrated Day Charter School District","=""2640013""","Grade   6",0.0,"*","*","*","*"
"Integrated Day Charter School District","=""2640013""","Grade   7","*",0.0,"*","*","*"
"Integrated Day Charter School District","=""2640013""","Grade   8","*","*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Grade   6","*",12.3,"*",13.6,"*"
"Interdistrict School for Arts and Comm District","=""2650013""","Grade   7","*","*",13.9,8.3,10.6
"Interdistrict School for Arts and Comm District","=""2650013""","Grade   8",15.3,"*",13.0,14.8,8.1
"Jumoke Academy District","=""2610013""","Kindergarten","*",0.0,11.6,14.3,9.7
"Jumoke Academy District","=""2610013""","Grade   1","*","*","*",13.2,10.4
"Jumoke Academy District","=""2610013""","Grade   2","*","*","*","*",8.0
"Jumoke Academy District","=""2610013""","Grade   3",0.0,"*","*","*","*"
"Jumoke Academy District","=""2610013""","Grade   4",0.0,"*","*","*","*"
"Jumoke Academy District","=""2610013""","Grade   5",0.0,"*","*","*","*"
"Jumoke Academy District","=""2610013""","Grade   6","*",9.0,"*","*","*"
"Jumoke Academy District","=""2610013""","Grade   7","*","*",11.4,7.1,9.7
"Jumoke Academy District","=""2610013""","Grade   8","*",11.1,"*",14.5,9.3
"Jumoke Academy District","=""2610013""","Grade   9","N/A","*","*","*","*"
"Jumoke Academy District","=""2610013""","Grade 10","N/A","N/A","*","*","*"
"Jumoke Academy District","=""2610013""","Grade 11","N/A","N/A","N/A","*","*"
"Jumoke Academy District","=""2610013""","Grade 12","N/A","N/A","N/A","N/A","*"
"Kent School District","=""0680011""","Kindergarten","*","*","*",0.0,"*"
"Kent School District","=""0680011""","Grade   1",0.0,"*",0.0,"*","*"
"Kent School District","=""0680011""","Grade   2","*","*",0.0,0.0,0.0
"Kent School District","=""0680011""","Grade   3","*",0.0,0.0,0.0,0.0
"Kent School District","=""0680011""","Grade   4","*","*","*",0.0,"*"
"Kent School District","=""0680011""","Grade   5","*",0.0,"*",0.0,"*"
"Kent School District","=""0680011""","Grade   6","*","*",0.0,0.0,"*"
"Kent School District","=""0680011""","Grade   7","*",0.0,"*",0.0,"*"
"Kent School District","=""0680011""","Grade   8","*","*","*","*",0.0
"Killingly School District","=""0690011""","Kindergarten",7.6,15.5,12.2,7.3,10.2
"Killingly School District","=""0690011""","Grade   1",8.4,12.4,11.1,5.9,9.8
"Killingly School District","=""0690011""","Grade   2",5.0,9.2,4.1,"*",4.1
"Killingly School District","=""0690011""","Grade   3",5.1,14.8,7.6,"*","*"
"Killingly School District","=""0690011""","Grade   4",6.5,13.0,5.9,6.5,"*"
"Killingly School District","=""0690011""","Grade   5",11.1,10.7,7.1,9.8,8.4
"Killingly School District","=""0690011""","Grade   6",13.5,9.7,8.1,4.5,11.8
"Killingly School District","=""0690011""","Grade   7",13.7,14.8,9.3,9.2,6.5
"Killingly School District","=""0690011""","Grade   8",13.4,14.6,17.0,9.1,12.6
"Killingly School District","=""0690011""","Grade   9",28.0,27.1,18.6,16.6,12.7
"Killingly School District","=""0690011""","Grade 10",20.2,19.5,21.0,12.6,17.8
"Killingly School District","=""0690011""","Grade 11",22.0,17.1,12.9,14.7,13.3
"Killingly School District","=""0690011""","Grade 12",26.0,24.9,23.5,19.3,31.3
"Learn","=""2450014""","Kindergarten",16.0,36.5,14.0,15.1,13.7
"Learn","=""2450014""","Grade   1",6.5,40.6,11.9,10.0,9.3
"Learn","=""2450014""","Grade   2","*",43.3,8.0,6.1,10.3
"Learn","=""2450014""","Grade   3","*",33.3,9.5,"*","*"
"Learn","=""2450014""","Grade   4","*",31.0,"*",7.7,"*"
"Learn","=""2450014""","Grade   5","*",29.6,"*","*","*"
"Learn","=""2450014""","Grade   6",36.7,"*","*",13.2,"*"
"Learn","=""2450014""","Grade   7",51.4,"*","*",11.8,13.5
"Learn","=""2450014""","Grade   8",68.0,21.2,21.9,"*","*"
"Learn","=""2450014""","Grade   9",11.3,21.5,18.4,14.3,8.5
"Learn","=""2450014""","Grade 10",19.7,25.3,15.5,24.9,9.7
"Learn","=""2450014""","Grade 11",39.4,36.7,27.1,12.4,10.7
"Learn","=""2450014""","Grade 12","*",55.8,35.4,45.5,15.4
"Lebanon School District","=""0710011""","Kindergarten",8.3,11.0,0.0,0.0,"*"
"Lebanon School District","=""0710011""","Grade   1","*",8.0,0.0,0.0,"*"
"Lebanon School District","=""0710011""","Grade   2","*","*",0.0,0.0,"*"
"Lebanon School District","=""0710011""","Grade   3","*","*",0.0,0.0,"*"
"Lebanon School District","=""0710011""","Grade   4","*",6.8,0.0,0.0,"*"
"Lebanon School District","=""0710011""","Grade   5",6.6,"*",0.0,0.0,"*"
"Lebanon School District","=""0710011""","Grade   6",6.3,7.3,0.0,0.0,"*"
"Lebanon School District","=""0710011""","Grade   7","*","*",0.0,0.0,7.4
"Lebanon School District","=""0710011""","Grade   8",7.8,7.9,0.0,"*","*"
"Lebanon School District","=""0710011""","Grade   9",6.9,9.3,9.6,9.1,"*"
"Lebanon School District","=""0710011""","Grade 10",16.0,23.2,13.3,12.0,14.6
"Lebanon School District","=""0710011""","Grade 11",22.7,23.5,22.8,20.8,9.4
"Lebanon School District","=""0710011""","Grade 12",26.6,44.4,37.1,38.1,18.5
"Ledyard School District","=""0720011""","Kindergarten","*",7.0,7.1,0.0,4.9
"Ledyard School District","=""0720011""","Grade   1","*",15.9,4.0,0.0,5.0
"Ledyard School District","=""0720011""","Grade   2","*",10.4,3.7,0.0,7.9
"Ledyard School District","=""0720011""","Grade   3","*",5.2,"*",0.0,5.7
"Ledyard School District","=""0720011""","Grade   4","*",10.1,4.1,0.0,"*"
"Ledyard School District","=""0720011""","Grade   5","*",7.7,7.1,0.0,"*"
"Ledyard School District","=""0720011""","Grade   6","*",8.8,"*",0.0,4.7
"Ledyard School District","=""0720011""","Grade   7",8.6,5.2,5.8,4.9,"*"
"Ledyard School District","=""0720011""","Grade   8",9.9,6.8,8.0,12.2,6.3
"Ledyard School District","=""0720011""","Grade   9",12.9,5.2,7.0,5.8,8.0
"Ledyard School District","=""0720011""","Grade 10",13.2,5.6,5.9,5.3,6.6
"Ledyard School District","=""0720011""","Grade 11",15.1,9.6,6.8,6.5,10.6
"Ledyard School District","=""0720011""","Grade 12",22.3,12.1,8.0,7.7,21.5
"Lisbon School District","=""0730011""","Kindergarten",0.0,"*","*","*","*"
"Lisbon School District","=""0730011""","Grade   1","*","*","*","*",0.0
"Lisbon School District","=""0730011""","Grade   2","*","*","*",0.0,"*"
"Lisbon School District","=""0730011""","Grade   3",14.6,"*","*","*",0.0
"Lisbon School District","=""0730011""","Grade   4",0.0,"*","*","*",0.0
"Lisbon School District","=""0730011""","Grade   5",0.0,0.0,"*","*","*"
"Lisbon School District","=""0730011""","Grade   6","*","*","*",14.0,"*"
"Lisbon School District","=""0730011""","Grade   7","*","*",0.0,0.0,11.8
"Lisbon School District","=""0730011""","Grade   8","*",11.9,"*","*","*"
"Lisbon School District","=""0730011""","Grade   9","*","N/A","N/A","N/A","*"
"Lisbon School District","=""0730011""","Grade 10","*","*","N/A","N/A","*"
"Lisbon School District","=""0730011""","Grade 11","*","*","*","N/A","N/A"
"Lisbon School District","=""0730011""","Grade 12","*","*","*","*","*"
"Litchfield School District","=""0740011""","Kindergarten","*",12.5,"*","*",18.3
"Litchfield School District","=""0740011""","Grade   1","*","*","*","*",17.4
"Litchfield School District","=""0740011""","Grade   2","*","*","*","*",12.5
"Litchfield School District","=""0740011""","Grade   3","*",7.9,"*","*","*"
"Litchfield School District","=""0740011""","Grade   4","*","*","*","*","*"
"Litchfield School District","=""0740011""","Grade   5","*","*","*","*","*"
"Litchfield School District","=""0740011""","Grade   6",8.9,7.5,"*","*","*"
"Litchfield School District","=""0740011""","Grade   7",6.5,13.0,"*","*","*"
"Litchfield School District","=""0740011""","Grade   8",5.8,12.2,15.6,"*","*"
"Litchfield School District","=""0740011""","Grade   9","*",7.8,7.6,10.4,"*"
"Litchfield School District","=""0740011""","Grade 10",14.7,"*",7.1,14.3,"*"
"Litchfield School District","=""0740011""","Grade 11",7.4,8.8,11.8,8.3,19.0
"Litchfield School District","=""0740011""","Grade 12",16.7,12.1,12.1,15.1,14.9
"Madison School District","=""0760011""","Kindergarten","*",6.6,"*",4.4,"*"
"Madison School District","=""0760011""","Grade   1","*","*","*","*",0.0
"Madison School District","=""0760011""","Grade   2",4.1,"*","*","*","*"
"Madison School District","=""0760011""","Grade   3","*",3.0,0.0,"*","*"
"Madison School District","=""0760011""","Grade   4","*",3.8,"*","*","*"
"Madison School District","=""0760011""","Grade   5","*",3.3,3.7,3.7,3.9
"Madison School District","=""0760011""","Grade   6",4.2,6.1,4.3,2.9,"*"
"Madison School District","=""0760011""","Grade   7",4.8,6.4,4.1,4.6,3.7
"Madison School District","=""0760011""","Grade   8",4.5,5.0,4.5,7.2,3.5
"Madison School District","=""0760011""","Grade   9",3.5,"*",1.9,2.0,"*"
"Madison School District","=""0760011""","Grade 10",5.2,2.5,"*",2.6,"*"
"Madison School District","=""0760011""","Grade 11",3.4,"*","*","*","*"
"Madison School District","=""0760011""","Grade 12",10.5,4.3,"*","*",2.3
"Manchester School District","=""0770011""","Kindergarten",17.0,17.0,12.8,17.5,12.4
"Manchester School District","=""0770011""","Grade   1",11.2,10.9,14.5,9.6,9.7
"Manchester School District","=""0770011""","Grade   2",7.1,7.6,9.8,8.8,5.2
"Manchester School District","=""0770011""","Grade   3",6.1,6.4,8.6,9.0,7.5
"Manchester School District","=""0770011""","Grade   4",5.7,7.9,6.2,9.5,7.2
"Manchester School District","=""0770011""","Grade   5",7.4,3.4,7.7,6.6,7.3
"Manchester School District","=""0770011""","Grade   6",11.0,9.0,12.3,9.1,12.8
"Manchester School District","=""0770011""","Grade   7",11.8,12.4,13.1,13.4,11.0
"Manchester School District","=""0770011""","Grade   8",12.6,14.7,15.6,10.9,14.5
"Manchester School District","=""0770011""","Grade   9",34.7,20.8,15.3,17.6,22.9
"Manchester School District","=""0770011""","Grade 10",47.9,21.3,16.2,25.6,25.8
"Manchester School District","=""0770011""","Grade 11",65.7,22.2,17.3,20.2,28.9
"Manchester School District","=""0770011""","Grade 12",41.4,20.7,14.1,18.6,31.1
"Mansfield School District","=""0780011""","Kindergarten",10.6,11.1,9.7,8.1,6.4
"Mansfield School District","=""0780011""","Grade   1","*",6.5,4.3,"*",4.9
"Mansfield School District","=""0780011""","Grade   2","*","*",7.8,"*",7.3
"Mansfield School District","=""0780011""","Grade   3","*","*","*",5.8,"*"
"Mansfield School District","=""0780011""","Grade   4","*",6.9,"*","*",6.4
"Mansfield School District","=""0780011""","Grade   5","*",5.7,"*","*","*"
"Mansfield School District","=""0780011""","Grade   6",6.5,"*","*",5.4,"*"
"Mansfield School District","=""0780011""","Grade   7",8.3,9.2,"*",6.4,6.9
"Mansfield School District","=""0780011""","Grade   8",7.8,6.4,4.2,7.3,6.5
"Marlborough School District","=""0790011""","Kindergarten","*","*","*","*","*"
"Marlborough School District","=""0790011""","Grade   1","*","*","*",0.0,"*"
"Marlborough School District","=""0790011""","Grade   2","*","*","*",8.2,"*"
"Marlborough School District","=""0790011""","Grade   3","*","*",0.0,"*","*"
"Marlborough School District","=""0790011""","Grade   4","*","*","*","*","*"
"Marlborough School District","=""0790011""","Grade   5",6.7,"*","*","*","*"
"Marlborough School District","=""0790011""","Grade   6","*","*","*",10.2,"*"
"Meriden School District","=""0800011""","Kindergarten",20.5,16.2,15.1,16.0,12.5
"Meriden School District","=""0800011""","Grade   1",11.0,14.5,11.5,12.4,8.6
"Meriden School District","=""0800011""","Grade   2",10.0,10.0,10.8,9.6,7.1
"Meriden School District","=""0800011""","Grade   3",9.3,11.8,10.3,11.1,6.2
"Meriden School District","=""0800011""","Grade   4",8.3,8.1,8.8,10.6,7.7
"Meriden School District","=""0800011""","Grade   5",6.3,8.7,8.0,11.6,5.7
"Meriden School District","=""0800011""","Grade   6",14.8,13.7,13.4,15.1,13.1
"Meriden School District","=""0800011""","Grade   7",13.0,21.3,16.0,20.7,13.4
"Meriden School District","=""0800011""","Grade   8",16.6,22.0,17.4,22.0,17.9
"Meriden School District","=""0800011""","Grade   9",21.6,25.9,30.7,28.0,23.2
"Meriden School District","=""0800011""","Grade 10",10.7,17.5,21.6,19.8,20.9
"Meriden School District","=""0800011""","Grade 11",12.8,14.1,17.6,18.5,15.1
"Meriden School District","=""0800011""","Grade 12",2.7,30.3,21.5,25.4,20.2
"Middletown School District","=""0830011""","Kindergarten",7.9,11.1,11.8,8.2,4.6
"Middletown School District","=""0830011""","Grade   1",5.9,5.7,6.9,5.4,3.8
"Middletown School District","=""0830011""","Grade   2",5.7,6.9,6.0,3.9,5.5
"Middletown School District","=""0830011""","Grade   3",5.3,4.8,3.4,4.9,2.9
"Middletown School District","=""0830011""","Grade   4",4.8,5.8,7.6,3.5,3.6
"Middletown School District","=""0830011""","Grade   5",7.3,6.7,8.4,6.1,3.9
"Middletown School District","=""0830011""","Grade   6",9.0,12.9,3.4,"*",10.3
"Middletown School District","=""0830011""","Grade   7",12.6,10.0,14.6,11.2,8.4
"Middletown School District","=""0830011""","Grade   8",12.6,11.9,14.2,18.2,6.3
"Middletown School District","=""0830011""","Grade   9",24.7,26.4,15.9,16.3,17.8
"Middletown School District","=""0830011""","Grade 10",18.0,11.5,11.7,12.3,13.7
"Middletown School District","=""0830011""","Grade 11",18.4,15.6,9.9,17.2,16.6
"Middletown School District","=""0830011""","Grade 12",26.4,21.0,19.7,20.5,24.6
"Milford School District","=""0840011""","Kindergarten",7.0,12.4,8.8,7.1,6.8
"Milford School District","=""0840011""","Grade   1",4.9,8.1,5.6,6.3,4.1
"Milford School District","=""0840011""","Grade   2",4.7,6.9,4.0,5.5,3.6
"Milford School District","=""0840011""","Grade   3",3.3,5.1,2.7,3.3,5.2
"Milford School District","=""0840011""","Grade   4",2.9,5.3,5.7,4.3,1.4
"Milford School District","=""0840011""","Grade   5",6.1,4.3,2.9,4.8,4.1
"Milford School District","=""0840011""","Grade   6",7.6,8.0,3.9,4.3,4.6
"Milford School District","=""0840011""","Grade   7",8.1,12.4,10.1,5.5,4.0
"Milford School District","=""0840011""","Grade   8",9.6,12.6,9.5,7.0,6.9
"Milford School District","=""0840011""","Grade   9",18.9,16.1,16.1,9.7,7.7
"Milford School District","=""0840011""","Grade 10",15.4,23.3,15.6,12.2,10.2
"Milford School District","=""0840011""","Grade 11",17.6,19.8,22.1,16.7,12.8
"Milford School District","=""0840011""","Grade 12",28.7,29.8,29.6,23.7,21.9
"Monroe School District","=""0850011""","Kindergarten",4.9,"*",4.5,4.1,"*"
"Monroe School District","=""0850011""","Grade   1",2.9,"*","*","*","*"
"Monroe School District","=""0850011""","Grade   2",2.4,"*","*","*","*"
"Monroe School District","=""0850011""","Grade   3","*","*","*",2.8,"*"
"Monroe School District","=""0850011""","Grade   4",3.0,2.4,"*","*","*"
"Monroe School District","=""0850011""","Grade   5",2.4,4.6,"*","*","*"
"Monroe School District","=""0850011""","Grade   6",7.6,4.3,3.7,3.6,2.2
"Monroe School District","=""0850011""","Grade   7",9.1,6.0,4.8,2.8,3.9
"Monroe School District","=""0850011""","Grade   8",8.2,8.3,5.5,4.3,5.9
"Monroe School District","=""0850011""","Grade   9",3.8,7.5,3.7,4.0,4.1
"Monroe School District","=""0850011""","Grade 10",7.8,5.0,5.1,2.2,"*"
"Monroe School District","=""0850011""","Grade 11",9.3,9.7,3.4,2.5,3.2
"Monroe School District","=""0850011""","Grade 12",13.9,17.4,11.1,2.4,3.5
"Montville School District","=""0860011""","Kindergarten",12.8,6.7,6.7,7.9,4.4
"Montville School District","=""0860011""","Grade   1",6.5,6.2,4.6,"*","*"
"Montville School District","=""0860011""","Grade   2",4.3,3.4,"*","*","*"
"Montville School District","=""0860011""","Grade   3",5.4,3.8,3.3,"*",3.5
