"Chronic Absenteeism, 2013-14"
", Grade"

"District","District Code","Grade","% Chronically Absent"
"New Fairfield School District","=""0910011""","Kindergarten",6.6
"New Fairfield School District","=""0910011""","Grade   1","*"
"New Fairfield School District","=""0910011""","Grade   2","*"
"New Fairfield School District","=""0910011""","Grade   3","*"
"New Fairfield School District","=""0910011""","Grade   4","*"
"New Fairfield School District","=""0910011""","Grade   5","*"
"New Fairfield School District","=""0910011""","Grade   6",4.9
"New Fairfield School District","=""0910011""","Grade   7",4.7
"New Fairfield School District","=""0910011""","Grade   8",4.4
"New Fairfield School District","=""0910011""","Grade   9",6.1
"New Fairfield School District","=""0910011""","Grade 10",5.7
"New Fairfield School District","=""0910011""","Grade 11",5.3
"New Fairfield School District","=""0910011""","Grade 12",7.5
"New Hartford School District","=""0920011""","Kindergarten","*"
"New Hartford School District","=""0920011""","Grade   1",0.0
"New Hartford School District","=""0920011""","Grade   2",7.8
"New Hartford School District","=""0920011""","Grade   3","*"
"New Hartford School District","=""0920011""","Grade   4","*"
"New Hartford School District","=""0920011""","Grade   5","*"
"New Hartford School District","=""0920011""","Grade   6",7.7
"New Haven School District","=""0930011""","Kindergarten",24.9
"New Haven School District","=""0930011""","Grade   1",19.9
"New Haven School District","=""0930011""","Grade   2",16.8
"New Haven School District","=""0930011""","Grade   3",18.2
"New Haven School District","=""0930011""","Grade   4",17.0
"New Haven School District","=""0930011""","Grade   5",18.9
"New Haven School District","=""0930011""","Grade   6",17.6
"New Haven School District","=""0930011""","Grade   7",21.8
"New Haven School District","=""0930011""","Grade   8",23.0
"New Haven School District","=""0930011""","Grade   9",31.5
"New Haven School District","=""0930011""","Grade 10",36.2
"New Haven School District","=""0930011""","Grade 11",36.4
"New Haven School District","=""0930011""","Grade 12",46.6
"New London School District","=""0950011""","Kindergarten",32.1
"New London School District","=""0950011""","Grade   1",24.1
"New London School District","=""0950011""","Grade   2",18.2
"New London School District","=""0950011""","Grade   3",24.0
"New London School District","=""0950011""","Grade   4",16.6
"New London School District","=""0950011""","Grade   5",15.0
"New London School District","=""0950011""","Grade   6",16.6
"New London School District","=""0950011""","Grade   7",15.3
"New London School District","=""0950011""","Grade   8",16.5
"New London School District","=""0950011""","Grade   9",31.8
"New London School District","=""0950011""","Grade 10",21.8
"New London School District","=""0950011""","Grade 11",26.1
"New London School District","=""0950011""","Grade 12",26.3
"New Milford School District","=""0960011""","Kindergarten",8.3
"New Milford School District","=""0960011""","Grade   1",3.4
"New Milford School District","=""0960011""","Grade   2",5.2
"New Milford School District","=""0960011""","Grade   3",3.5
"New Milford School District","=""0960011""","Grade   4",2.9
"New Milford School District","=""0960011""","Grade   5",4.4
"New Milford School District","=""0960011""","Grade   6",7.3
"New Milford School District","=""0960011""","Grade   7",7.2
"New Milford School District","=""0960011""","Grade   8",7.9
"New Milford School District","=""0960011""","Grade   9",14.2
"New Milford School District","=""0960011""","Grade 10",13.4
"New Milford School District","=""0960011""","Grade 11",12.2
"New Milford School District","=""0960011""","Grade 12",22.8
"Newington School District","=""0940011""","Kindergarten",4.2
"Newington School District","=""0940011""","Grade   1",2.7
"Newington School District","=""0940011""","Grade   2",2.6
"Newington School District","=""0940011""","Grade   3",2.5
"Newington School District","=""0940011""","Grade   4",3.4
"Newington School District","=""0940011""","Grade   5",2.5
"Newington School District","=""0940011""","Grade   6",3.7
"Newington School District","=""0940011""","Grade   7",3.7
"Newington School District","=""0940011""","Grade   8",5.2
"Newington School District","=""0940011""","Grade   9",10.4
"Newington School District","=""0940011""","Grade 10",14.1
"Newington School District","=""0940011""","Grade 11",16.0
"Newington School District","=""0940011""","Grade 12",17.7
"Newtown School District","=""0970011""","Kindergarten",3.7
"Newtown School District","=""0970011""","Grade   1",5.2
"Newtown School District","=""0970011""","Grade   2",5.2
"Newtown School District","=""0970011""","Grade   3",4.2
"Newtown School District","=""0970011""","Grade   4",4.5
"Newtown School District","=""0970011""","Grade   5",3.7
"Newtown School District","=""0970011""","Grade   6",3.8
"Newtown School District","=""0970011""","Grade   7",8.0
"Newtown School District","=""0970011""","Grade   8",6.4
"Newtown School District","=""0970011""","Grade   9",1.7
"Newtown School District","=""0970011""","Grade 10",2.3
"Newtown School District","=""0970011""","Grade 11",3.1
"Newtown School District","=""0970011""","Grade 12",5.3
"Norfolk School District","=""0980011""","Kindergarten","*"
"Norfolk School District","=""0980011""","Grade   1","*"
"Norfolk School District","=""0980011""","Grade   2","*"
"Norfolk School District","=""0980011""","Grade   3","*"
"Norfolk School District","=""0980011""","Grade   4",0.0
"Norfolk School District","=""0980011""","Grade   5","*"
"Norfolk School District","=""0980011""","Grade   6","*"
"North Branford School District","=""0990011""","Kindergarten",5.8
"North Branford School District","=""0990011""","Grade   1","*"
"North Branford School District","=""0990011""","Grade   2","*"
"North Branford School District","=""0990011""","Grade   3","*"
"North Branford School District","=""0990011""","Grade   4","*"
"North Branford School District","=""0990011""","Grade   5","*"
"North Branford School District","=""0990011""","Grade   6",5.5
"North Branford School District","=""0990011""","Grade   7",5.6
"North Branford School District","=""0990011""","Grade   8",4.8
"North Branford School District","=""0990011""","Grade   9",13.7
"North Branford School District","=""0990011""","Grade 10",7.1
"North Branford School District","=""0990011""","Grade 11",5.9
"North Branford School District","=""0990011""","Grade 12",7.4
"North Canaan School District","=""1000011""","Kindergarten","*"
"North Canaan School District","=""1000011""","Grade   1","*"
"North Canaan School District","=""1000011""","Grade   2","*"
"North Canaan School District","=""1000011""","Grade   3","*"
"North Canaan School District","=""1000011""","Grade   4","*"
"North Canaan School District","=""1000011""","Grade   5","*"
"North Canaan School District","=""1000011""","Grade   6","*"
"North Canaan School District","=""1000011""","Grade   7","*"
"North Canaan School District","=""1000011""","Grade   8","*"
"North Haven School District","=""1010011""","Kindergarten",7.1
"North Haven School District","=""1010011""","Grade   1",6.7
"North Haven School District","=""1010011""","Grade   2",5.0
"North Haven School District","=""1010011""","Grade   3",2.5
"North Haven School District","=""1010011""","Grade   4",4.1
"North Haven School District","=""1010011""","Grade   5",4.9
"North Haven School District","=""1010011""","Grade   6",9.8
"North Haven School District","=""1010011""","Grade   7",5.4
"North Haven School District","=""1010011""","Grade   8",7.0
"North Haven School District","=""1010011""","Grade   9",11.7
"North Haven School District","=""1010011""","Grade 10",11.2
"North Haven School District","=""1010011""","Grade 11",15.7
"North Haven School District","=""1010011""","Grade 12",19.4
"North Stonington School District","=""1020011""","Kindergarten",0.0
"North Stonington School District","=""1020011""","Grade   1",0.0
"North Stonington School District","=""1020011""","Grade   2",0.0
"North Stonington School District","=""1020011""","Grade   3",0.0
"North Stonington School District","=""1020011""","Grade   4",0.0
"North Stonington School District","=""1020011""","Grade   5",0.0
"North Stonington School District","=""1020011""","Grade   6","*"
"North Stonington School District","=""1020011""","Grade   7","*"
"North Stonington School District","=""1020011""","Grade   8","*"
"North Stonington School District","=""1020011""","Grade   9",9.1
"North Stonington School District","=""1020011""","Grade 10","*"
"North Stonington School District","=""1020011""","Grade 11",16.3
"North Stonington School District","=""1020011""","Grade 12",32.8
"Norwalk School District","=""1030011""","Kindergarten",11.2
"Norwalk School District","=""1030011""","Grade   1",6.5
"Norwalk School District","=""1030011""","Grade   2",6.1
"Norwalk School District","=""1030011""","Grade   3",3.9
"Norwalk School District","=""1030011""","Grade   4",4.1
"Norwalk School District","=""1030011""","Grade   5",4.0
"Norwalk School District","=""1030011""","Grade   6",9.8
"Norwalk School District","=""1030011""","Grade   7",13.7
"Norwalk School District","=""1030011""","Grade   8",17.1
"Norwalk School District","=""1030011""","Grade   9",13.0
"Norwalk School District","=""1030011""","Grade 10",12.8
"Norwalk School District","=""1030011""","Grade 11",15.5
"Norwalk School District","=""1030011""","Grade 12",25.9
"Norwich Free Academy District","=""9010022""","Grade   9",10.4
"Norwich Free Academy District","=""9010022""","Grade 10",15.8
"Norwich Free Academy District","=""9010022""","Grade 11",32.1
"Norwich Free Academy District","=""9010022""","Grade 12",65.2
"Norwich School District","=""1040011""","Kindergarten",19.6
"Norwich School District","=""1040011""","Grade   1",13.5
"Norwich School District","=""1040011""","Grade   2",13.7
"Norwich School District","=""1040011""","Grade   3",9.5
"Norwich School District","=""1040011""","Grade   4",10.6
"Norwich School District","=""1040011""","Grade   5",11.6
"Norwich School District","=""1040011""","Grade   6",13.0
"Norwich School District","=""1040011""","Grade   7",16.4
"Norwich School District","=""1040011""","Grade   8",17.4
"Norwich School District","=""1040011""","Grade   9","*"
"Norwich School District","=""1040011""","Grade 10",63.6
"Norwich School District","=""1040011""","Grade 11","*"
"Norwich School District","=""1040011""","Grade 12",34.0
"Odyssey Community School District","=""2630013""","Kindergarten",23.5
"Odyssey Community School District","=""2630013""","Grade   1","*"
"Odyssey Community School District","=""2630013""","Grade   2","*"
"Odyssey Community School District","=""2630013""","Grade   3","*"
"Odyssey Community School District","=""2630013""","Grade   4","*"
"Odyssey Community School District","=""2630013""","Grade   5","*"
"Odyssey Community School District","=""2630013""","Grade   6","*"
"Odyssey Community School District","=""2630013""","Grade   7","*"
"Odyssey Community School District","=""2630013""","Grade   8","*"
"Old Saybrook School District","=""1060011""","Kindergarten","*"
"Old Saybrook School District","=""1060011""","Grade   1","*"
"Old Saybrook School District","=""1060011""","Grade   2","*"
"Old Saybrook School District","=""1060011""","Grade   3","*"
"Old Saybrook School District","=""1060011""","Grade   4","*"
"Old Saybrook School District","=""1060011""","Grade   5","*"
"Old Saybrook School District","=""1060011""","Grade   6","*"
"Old Saybrook School District","=""1060011""","Grade   7","*"
"Old Saybrook School District","=""1060011""","Grade   8",6.6
"Old Saybrook School District","=""1060011""","Grade   9",10.3
"Old Saybrook School District","=""1060011""","Grade 10",11.5
"Old Saybrook School District","=""1060011""","Grade 11",6.3
"Old Saybrook School District","=""1060011""","Grade 12",12.8
"Orange School District","=""1070011""","Kindergarten",7.3
"Orange School District","=""1070011""","Grade   1",7.9
"Orange School District","=""1070011""","Grade   2",4.9
"Orange School District","=""1070011""","Grade   3","*"
"Orange School District","=""1070011""","Grade   4","*"
"Orange School District","=""1070011""","Grade   5",5.5
"Orange School District","=""1070011""","Grade   6",6.1
"Oxford School District","=""1080011""","Kindergarten","*"
"Oxford School District","=""1080011""","Grade   1",4.0
"Oxford School District","=""1080011""","Grade   2","*"
"Oxford School District","=""1080011""","Grade   3",3.6
"Oxford School District","=""1080011""","Grade   4","*"
"Oxford School District","=""1080011""","Grade   5",4.2
"Oxford School District","=""1080011""","Grade   6",8.3
"Oxford School District","=""1080011""","Grade   7",5.4
"Oxford School District","=""1080011""","Grade   8",5.0
"Oxford School District","=""1080011""","Grade   9",4.1
"Oxford School District","=""1080011""","Grade 10",8.5
"Oxford School District","=""1080011""","Grade 11",13.6
"Oxford School District","=""1080011""","Grade 12",37.0
"Park City Prep Charter School District","=""2830013""","Grade   6","*"
"Park City Prep Charter School District","=""2830013""","Grade   7",7.2
"Park City Prep Charter School District","=""2830013""","Grade   8",8.0
"Plainfield School District","=""1090011""","Kindergarten",8.9
"Plainfield School District","=""1090011""","Grade   1",10.8
"Plainfield School District","=""1090011""","Grade   2",6.9
"Plainfield School District","=""1090011""","Grade   3",6.1
"Plainfield School District","=""1090011""","Grade   4",9.0
"Plainfield School District","=""1090011""","Grade   5",6.9
"Plainfield School District","=""1090011""","Grade   6",7.6
"Plainfield School District","=""1090011""","Grade   7",14.2
"Plainfield School District","=""1090011""","Grade   8",14.6
"Plainfield School District","=""1090011""","Grade   9",14.2
"Plainfield School District","=""1090011""","Grade 10",17.8
"Plainfield School District","=""1090011""","Grade 11",20.0
"Plainfield School District","=""1090011""","Grade 12",25.3
"Plainville School District","=""1100011""","Kindergarten",4.0
"Plainville School District","=""1100011""","Grade   1","*"
"Plainville School District","=""1100011""","Grade   2",5.4
"Plainville School District","=""1100011""","Grade   3","*"
"Plainville School District","=""1100011""","Grade   4",7.1
"Plainville School District","=""1100011""","Grade   5","*"
"Plainville School District","=""1100011""","Grade   6",4.7
"Plainville School District","=""1100011""","Grade   7",8.0
"Plainville School District","=""1100011""","Grade   8",10.4
"Plainville School District","=""1100011""","Grade   9",10.9
"Plainville School District","=""1100011""","Grade 10",8.0
"Plainville School District","=""1100011""","Grade 11",13.4
"Plainville School District","=""1100011""","Grade 12",20.9
"Plymouth School District","=""1110011""","Kindergarten",9.1
"Plymouth School District","=""1110011""","Grade   1",9.2
"Plymouth School District","=""1110011""","Grade   2",9.7
"Plymouth School District","=""1110011""","Grade   3",13.9
"Plymouth School District","=""1110011""","Grade   4",9.0
"Plymouth School District","=""1110011""","Grade   5",12.1
"Plymouth School District","=""1110011""","Grade   6",13.9
"Plymouth School District","=""1110011""","Grade   7",8.7
"Plymouth School District","=""1110011""","Grade   8",4.9
"Plymouth School District","=""1110011""","Grade   9",7.6
"Plymouth School District","=""1110011""","Grade 10",9.1
"Plymouth School District","=""1110011""","Grade 11",8.2
"Plymouth School District","=""1110011""","Grade 12",13.3
"Pomfret School District","=""1120011""","Kindergarten","*"
"Pomfret School District","=""1120011""","Grade   1","*"
"Pomfret School District","=""1120011""","Grade   2",0.0
"Pomfret School District","=""1120011""","Grade   3",0.0
"Pomfret School District","=""1120011""","Grade   4","*"
"Pomfret School District","=""1120011""","Grade   5",0.0
"Pomfret School District","=""1120011""","Grade   6","*"
"Pomfret School District","=""1120011""","Grade   7","*"
"Pomfret School District","=""1120011""","Grade   8",0.0
"Pomfret School District","=""1120011""","Grade 11","*"
"Portland School District","=""1130011""","Kindergarten","*"
"Portland School District","=""1130011""","Grade   1","*"
"Portland School District","=""1130011""","Grade   2","*"
"Portland School District","=""1130011""","Grade   3","*"
"Portland School District","=""1130011""","Grade   4","*"
"Portland School District","=""1130011""","Grade   5","*"
"Portland School District","=""1130011""","Grade   6",7.8
"Portland School District","=""1130011""","Grade   7",4.6
"Portland School District","=""1130011""","Grade   8",9.7
"Portland School District","=""1130011""","Grade   9",8.4
"Portland School District","=""1130011""","Grade 10",7.8
"Portland School District","=""1130011""","Grade 11",11.7
"Portland School District","=""1130011""","Grade 12","*"
"Preston School District","=""1140011""","Kindergarten","*"
"Preston School District","=""1140011""","Grade   1","*"
"Preston School District","=""1140011""","Grade   2",0.0
"Preston School District","=""1140011""","Grade   3","*"
"Preston School District","=""1140011""","Grade   4",0.0
"Preston School District","=""1140011""","Grade   5","*"
"Preston School District","=""1140011""","Grade   6",0.0
"Preston School District","=""1140011""","Grade   7",0.0
"Preston School District","=""1140011""","Grade   8",0.0
"Preston School District","=""1140011""","Grade 11","*"
"Preston School District","=""1140011""","Grade 12","*"
"Putnam School District","=""1160011""","Kindergarten",13.2
"Putnam School District","=""1160011""","Grade   1","*"
"Putnam School District","=""1160011""","Grade   2",6.7
"Putnam School District","=""1160011""","Grade   3","*"
"Putnam School District","=""1160011""","Grade   4","*"
"Putnam School District","=""1160011""","Grade   5","*"
"Putnam School District","=""1160011""","Grade   6",9.6
"Putnam School District","=""1160011""","Grade   7",12.6
"Putnam School District","=""1160011""","Grade   8",26.0
"Putnam School District","=""1160011""","Grade   9",14.7
"Putnam School District","=""1160011""","Grade 10",20.3
"Putnam School District","=""1160011""","Grade 11",25.8
"Putnam School District","=""1160011""","Grade 12",39.7
"Redding School District","=""1170011""","Kindergarten",0.0
"Redding School District","=""1170011""","Grade   1",0.0
"Redding School District","=""1170011""","Grade   2",0.0
"Redding School District","=""1170011""","Grade   3",0.0
"Redding School District","=""1170011""","Grade   4",0.0
"Redding School District","=""1170011""","Grade   5","*"
"Redding School District","=""1170011""","Grade   6","*"
"Redding School District","=""1170011""","Grade   7","*"
"Redding School District","=""1170011""","Grade   8",5.2
"Regional School District 01","=""2010012""","Grade   9",0.0
"Regional School District 01","=""2010012""","Grade 10","*"
"Regional School District 01","=""2010012""","Grade 11",7.8
"Regional School District 01","=""2010012""","Grade 12","*"
"Regional School District 04","=""2040012""","Grade   7",3.5
"Regional School District 04","=""2040012""","Grade   8",12.0
"Regional School District 04","=""2040012""","Grade   9",12.1
"Regional School District 04","=""2040012""","Grade 10",8.4
"Regional School District 04","=""2040012""","Grade 11",11.7
"Regional School District 04","=""2040012""","Grade 12",12.1
"Regional School District 05","=""2050012""","Grade   7",2.7
"Regional School District 05","=""2050012""","Grade   8",5.0
"Regional School District 05","=""2050012""","Grade   9",3.2
"Regional School District 05","=""2050012""","Grade 10",3.3
"Regional School District 05","=""2050012""","Grade 11",2.1
"Regional School District 05","=""2050012""","Grade 12",47.6
"Regional School District 06","=""2060012""","Kindergarten",14.6
"Regional School District 06","=""2060012""","Grade   1","*"
"Regional School District 06","=""2060012""","Grade   2","*"
"Regional School District 06","=""2060012""","Grade   3",0.0
"Regional School District 06","=""2060012""","Grade   4","*"
"Regional School District 06","=""2060012""","Grade   5","*"
"Regional School District 06","=""2060012""","Grade   6","*"
"Regional School District 06","=""2060012""","Grade   7","*"
"Regional School District 06","=""2060012""","Grade   8","*"
"Regional School District 06","=""2060012""","Grade   9","*"
"Regional School District 06","=""2060012""","Grade 10","*"
"Regional School District 06","=""2060012""","Grade 11","*"
"Regional School District 06","=""2060012""","Grade 12","*"
"Regional School District 07","=""2070012""","Grade   7","*"
"Regional School District 07","=""2070012""","Grade   8","*"
"Regional School District 07","=""2070012""","Grade   9",5.6
"Regional School District 07","=""2070012""","Grade 10",5.5
"Regional School District 07","=""2070012""","Grade 11",9.7
"Regional School District 07","=""2070012""","Grade 12",11.5
"Regional School District 08","=""2080012""","Grade   7",4.8
"Regional School District 08","=""2080012""","Grade   8",5.8
"Regional School District 08","=""2080012""","Grade   9",9.0
"Regional School District 08","=""2080012""","Grade 10",12.0
"Regional School District 08","=""2080012""","Grade 11",15.1
"Regional School District 08","=""2080012""","Grade 12",27.7
"Regional School District 09","=""2090012""","Grade   9",5.5
"Regional School District 09","=""2090012""","Grade 10",5.7
"Regional School District 09","=""2090012""","Grade 11",8.1
"Regional School District 09","=""2090012""","Grade 12",20.8
"Regional School District 10","=""2100012""","Kindergarten",12.4
"Regional School District 10","=""2100012""","Grade   1","*"
"Regional School District 10","=""2100012""","Grade   2",4.8
"Regional School District 10","=""2100012""","Grade   3",3.2
"Regional School District 10","=""2100012""","Grade   4",3.9
"Regional School District 10","=""2100012""","Grade   5","*"
"Regional School District 10","=""2100012""","Grade   6","*"
"Regional School District 10","=""2100012""","Grade   7",4.5
"Regional School District 10","=""2100012""","Grade   8","*"
"Regional School District 10","=""2100012""","Grade   9",6.3
"Regional School District 10","=""2100012""","Grade 10",9.6
"Regional School District 10","=""2100012""","Grade 11",15.2
"Regional School District 10","=""2100012""","Grade 12",27.7
"Regional School District 11","=""2110012""","Grade   7","*"
"Regional School District 11","=""2110012""","Grade   8","*"
"Regional School District 11","=""2110012""","Grade   9",0.0
"Regional School District 11","=""2110012""","Grade 10","*"
"Regional School District 11","=""2110012""","Grade 11","*"
"Regional School District 11","=""2110012""","Grade 12","*"
"Regional School District 12","=""2120012""","Kindergarten","*"
"Regional School District 12","=""2120012""","Grade   1","*"
"Regional School District 12","=""2120012""","Grade   2","*"
"Regional School District 12","=""2120012""","Grade   3","*"
"Regional School District 12","=""2120012""","Grade   4","*"
"Regional School District 12","=""2120012""","Grade   5","*"
"Regional School District 12","=""2120012""","Grade   6","*"
"Regional School District 12","=""2120012""","Grade   7",0.0
"Regional School District 12","=""2120012""","Grade   8",9.7
"Regional School District 12","=""2120012""","Grade   9",17.2
"Regional School District 12","=""2120012""","Grade 10",7.6
"Regional School District 12","=""2120012""","Grade 11",11.7
"Regional School District 12","=""2120012""","Grade 12",11.1
"Regional School District 13","=""2130012""","Kindergarten","*"
"Regional School District 13","=""2130012""","Grade   1","*"
"Regional School District 13","=""2130012""","Grade   2","*"
"Regional School District 13","=""2130012""","Grade   3","*"
"Regional School District 13","=""2130012""","Grade   4","*"
"Regional School District 13","=""2130012""","Grade   5",6.5
"Regional School District 13","=""2130012""","Grade   6",5.7
"Regional School District 13","=""2130012""","Grade   7",3.9
"Regional School District 13","=""2130012""","Grade   8",6.0
"Regional School District 13","=""2130012""","Grade   9",5.1
"Regional School District 13","=""2130012""","Grade 10","*"
"Regional School District 13","=""2130012""","Grade 11",4.9
"Regional School District 13","=""2130012""","Grade 12",8.3
"Regional School District 14","=""2140012""","Kindergarten",6.6
"Regional School District 14","=""2140012""","Grade   1","*"
"Regional School District 14","=""2140012""","Grade   2","*"
"Regional School District 14","=""2140012""","Grade   3",5.4
"Regional School District 14","=""2140012""","Grade   4","*"
"Regional School District 14","=""2140012""","Grade   5",4.8
"Regional School District 14","=""2140012""","Grade   6",6.3
"Regional School District 14","=""2140012""","Grade   7",12.9
"Regional School District 14","=""2140012""","Grade   8",5.5
"Regional School District 14","=""2140012""","Grade   9",6.9
"Regional School District 14","=""2140012""","Grade 10",6.6
"Regional School District 14","=""2140012""","Grade 11",9.8
"Regional School District 14","=""2140012""","Grade 12",13.8
"Regional School District 15","=""2150012""","Kindergarten",6.2
"Regional School District 15","=""2150012""","Grade   1","*"
"Regional School District 15","=""2150012""","Grade   2",5.9
"Regional School District 15","=""2150012""","Grade   3",2.8
"Regional School District 15","=""2150012""","Grade   4",5.2
"Regional School District 15","=""2150012""","Grade   5",3.4
"Regional School District 15","=""2150012""","Grade   6",2.9
"Regional School District 15","=""2150012""","Grade   7",4.9
"Regional School District 15","=""2150012""","Grade   8",6.7
"Regional School District 15","=""2150012""","Grade   9","*"
"Regional School District 15","=""2150012""","Grade 10",0.0
"Regional School District 15","=""2150012""","Grade 11",4.3
"Regional School District 15","=""2150012""","Grade 12",8.5
"Regional School District 16","=""2160012""","Kindergarten",4.7
"Regional School District 16","=""2160012""","Grade   1","*"
"Regional School District 16","=""2160012""","Grade   2","*"
"Regional School District 16","=""2160012""","Grade   3","*"
"Regional School District 16","=""2160012""","Grade   4",3.3
"Regional School District 16","=""2160012""","Grade   5","*"
"Regional School District 16","=""2160012""","Grade   6","*"
"Regional School District 16","=""2160012""","Grade   7",4.3
"Regional School District 16","=""2160012""","Grade   8",3.4
"Regional School District 16","=""2160012""","Grade   9",9.6
"Regional School District 16","=""2160012""","Grade 10",11.1
"Regional School District 16","=""2160012""","Grade 11",6.0
"Regional School District 16","=""2160012""","Grade 12",14.1
"Regional School District 17","=""2170012""","Kindergarten",6.8
"Regional School District 17","=""2170012""","Grade   1","*"
"Regional School District 17","=""2170012""","Grade   2","*"
"Regional School District 17","=""2170012""","Grade   3","*"
"Regional School District 17","=""2170012""","Grade   4",3.6
"Regional School District 17","=""2170012""","Grade   5","*"
"Regional School District 17","=""2170012""","Grade   6","*"
"Regional School District 17","=""2170012""","Grade   7","*"
"Regional School District 17","=""2170012""","Grade   8",2.9
"Regional School District 17","=""2170012""","Grade   9",4.8
"Regional School District 17","=""2170012""","Grade 10",6.7
"Regional School District 17","=""2170012""","Grade 11",9.5
"Regional School District 17","=""2170012""","Grade 12",10.2
"Regional School District 18","=""2180012""","Kindergarten","*"
"Regional School District 18","=""2180012""","Grade   1","*"
"Regional School District 18","=""2180012""","Grade   2","*"
"Regional School District 18","=""2180012""","Grade   3",8.9
"Regional School District 18","=""2180012""","Grade   4",7.4
"Regional School District 18","=""2180012""","Grade   5","*"
"Regional School District 18","=""2180012""","Grade   6","*"
"Regional School District 18","=""2180012""","Grade   7",7.5
"Regional School District 18","=""2180012""","Grade   8",6.8
"Regional School District 18","=""2180012""","Grade   9",6.5
"Regional School District 18","=""2180012""","Grade 10","*"
"Regional School District 18","=""2180012""","Grade 11","*"
"Regional School District 18","=""2180012""","Grade 12",14.9
"Regional School District 19","=""2190012""","Grade   9",15.9
"Regional School District 19","=""2190012""","Grade 10",13.4
"Regional School District 19","=""2190012""","Grade 11",15.3
"Regional School District 19","=""2190012""","Grade 12",18.6
"Ridgefield School District","=""1180011""","Kindergarten",3.1
"Ridgefield School District","=""1180011""","Grade   1",2.4
"Ridgefield School District","=""1180011""","Grade   2",2.7
"Ridgefield School District","=""1180011""","Grade   3",3.8
"Ridgefield School District","=""1180011""","Grade   4",2.3
"Ridgefield School District","=""1180011""","Grade   5",3.5
"Ridgefield School District","=""1180011""","Grade   6",4.7
"Ridgefield School District","=""1180011""","Grade   7",7.3
"Ridgefield School District","=""1180011""","Grade   8",8.0
"Ridgefield School District","=""1180011""","Grade   9",7.0
"Ridgefield School District","=""1180011""","Grade 10",11.2
"Ridgefield School District","=""1180011""","Grade 11",9.6
"Ridgefield School District","=""1180011""","Grade 12",9.8
"Rocky Hill School District","=""1190011""","Kindergarten",13.0
"Rocky Hill School District","=""1190011""","Grade   1",8.2
"Rocky Hill School District","=""1190011""","Grade   2",5.9
"Rocky Hill School District","=""1190011""","Grade   3",6.6
"Rocky Hill School District","=""1190011""","Grade   4",5.0
"Rocky Hill School District","=""1190011""","Grade   5","*"
"Rocky Hill School District","=""1190011""","Grade   6",4.3
"Rocky Hill School District","=""1190011""","Grade   7",3.8
"Rocky Hill School District","=""1190011""","Grade   8",6.7
"Rocky Hill School District","=""1190011""","Grade   9",7.3
"Rocky Hill School District","=""1190011""","Grade 10",6.1
"Rocky Hill School District","=""1190011""","Grade 11",6.9
"Rocky Hill School District","=""1190011""","Grade 12",7.9
"Salem School District","=""1210011""","Kindergarten","*"
"Salem School District","=""1210011""","Grade   1","*"
"Salem School District","=""1210011""","Grade   2","*"
"Salem School District","=""1210011""","Grade   3","*"
"Salem School District","=""1210011""","Grade   4","*"
"Salem School District","=""1210011""","Grade   5","*"
"Salem School District","=""1210011""","Grade   6","*"
"Salem School District","=""1210011""","Grade   7","*"
"Salem School District","=""1210011""","Grade   8","*"
"Salem School District","=""1210011""","Grade   9","*"
"Salem School District","=""1210011""","Grade 12","*"
"Salisbury School District","=""1220011""","Kindergarten","*"
"Salisbury School District","=""1220011""","Grade   1","*"
"Salisbury School District","=""1220011""","Grade   2","*"
"Salisbury School District","=""1220011""","Grade   3",0.0
"Salisbury School District","=""1220011""","Grade   4","*"
"Salisbury School District","=""1220011""","Grade   5","*"
"Salisbury School District","=""1220011""","Grade   6","*"
"Salisbury School District","=""1220011""","Grade   7","*"
"Salisbury School District","=""1220011""","Grade   8","*"
"Scotland School District","=""1230011""","Kindergarten","*"
"Scotland School District","=""1230011""","Grade   1","*"
"Scotland School District","=""1230011""","Grade   2","*"
"Scotland School District","=""1230011""","Grade   3","*"
"Scotland School District","=""1230011""","Grade   4","*"
"Scotland School District","=""1230011""","Grade   5","*"
"Scotland School District","=""1230011""","Grade   6","*"
"Seymour School District","=""1240011""","Kindergarten",8.1
"Seymour School District","=""1240011""","Grade   1",5.5
"Seymour School District","=""1240011""","Grade   2",7.4
"Seymour School District","=""1240011""","Grade   3",9.2
"Seymour School District","=""1240011""","Grade   4",7.2
"Seymour School District","=""1240011""","Grade   5",6.8
"Seymour School District","=""1240011""","Grade   6",8.7
"Seymour School District","=""1240011""","Grade   7",10.0
"Seymour School District","=""1240011""","Grade   8",12.6
"Seymour School District","=""1240011""","Grade   9",5.2
"Seymour School District","=""1240011""","Grade 10",8.6
"Seymour School District","=""1240011""","Grade 11",15.5
"Seymour School District","=""1240011""","Grade 12",15.3
"Sharon School District","=""1250011""","Kindergarten","*"
"Sharon School District","=""1250011""","Grade   1","*"
"Sharon School District","=""1250011""","Grade   2","*"
"Sharon School District","=""1250011""","Grade   3","*"
"Sharon School District","=""1250011""","Grade   4","*"
"Sharon School District","=""1250011""","Grade   5","*"
"Sharon School District","=""1250011""","Grade   6","*"
"Sharon School District","=""1250011""","Grade   7","*"
"Sharon School District","=""1250011""","Grade   8","*"
"Shelton School District","=""1260011""","Kindergarten",7.2
"Shelton School District","=""1260011""","Grade   1",8.2
"Shelton School District","=""1260011""","Grade   2",4.3
"Shelton School District","=""1260011""","Grade   3",7.3
"Shelton School District","=""1260011""","Grade   4",4.8
