"Chronic Absenteeism, 2011-12"
", Grade"

"District","District Code","Grade","% Chronically Absent"
"New Fairfield School District","=""0910011""","Grade 12",7.0
"New Hartford School District","=""0920011""","Kindergarten",8.0
"New Hartford School District","=""0920011""","Grade   1","*"
"New Hartford School District","=""0920011""","Grade   2","*"
"New Hartford School District","=""0920011""","Grade   3","*"
"New Hartford School District","=""0920011""","Grade   4",6.7
"New Hartford School District","=""0920011""","Grade   5","*"
"New Hartford School District","=""0920011""","Grade   6",6.6
"New Haven School District","=""0930011""","Kindergarten",20.3
"New Haven School District","=""0930011""","Grade   1",15.6
"New Haven School District","=""0930011""","Grade   2",12.7
"New Haven School District","=""0930011""","Grade   3",12.6
"New Haven School District","=""0930011""","Grade   4",11.7
"New Haven School District","=""0930011""","Grade   5",12.9
"New Haven School District","=""0930011""","Grade   6",13.6
"New Haven School District","=""0930011""","Grade   7",16.4
"New Haven School District","=""0930011""","Grade   8",17.3
"New Haven School District","=""0930011""","Grade   9",33.6
"New Haven School District","=""0930011""","Grade 10",33.7
"New Haven School District","=""0930011""","Grade 11",32.3
"New Haven School District","=""0930011""","Grade 12",36.5
"New London School District","=""0950011""","Kindergarten",38.2
"New London School District","=""0950011""","Grade   1",29.6
"New London School District","=""0950011""","Grade   2",23.0
"New London School District","=""0950011""","Grade   3",23.2
"New London School District","=""0950011""","Grade   4",23.5
"New London School District","=""0950011""","Grade   5",21.8
"New London School District","=""0950011""","Grade   6",18.2
"New London School District","=""0950011""","Grade   7",22.4
"New London School District","=""0950011""","Grade   8",27.7
"New London School District","=""0950011""","Grade   9",31.9
"New London School District","=""0950011""","Grade 10",21.6
"New London School District","=""0950011""","Grade 11",30.3
"New London School District","=""0950011""","Grade 12",22.4
"New Milford School District","=""0960011""","Kindergarten",11.6
"New Milford School District","=""0960011""","Grade   1",7.2
"New Milford School District","=""0960011""","Grade   2",4.5
"New Milford School District","=""0960011""","Grade   3",8.1
"New Milford School District","=""0960011""","Grade   4",3.5
"New Milford School District","=""0960011""","Grade   5",5.2
"New Milford School District","=""0960011""","Grade   6",7.5
"New Milford School District","=""0960011""","Grade   7",8.3
"New Milford School District","=""0960011""","Grade   8",9.7
"New Milford School District","=""0960011""","Grade   9",14.1
"New Milford School District","=""0960011""","Grade 10",16.7
"New Milford School District","=""0960011""","Grade 11",13.8
"New Milford School District","=""0960011""","Grade 12",23.0
"Newington School District","=""0940011""","Kindergarten",4.5
"Newington School District","=""0940011""","Grade   1",3.3
"Newington School District","=""0940011""","Grade   2",3.2
"Newington School District","=""0940011""","Grade   3",2.8
"Newington School District","=""0940011""","Grade   4",3.8
"Newington School District","=""0940011""","Grade   5",4.1
"Newington School District","=""0940011""","Grade   6",5.0
"Newington School District","=""0940011""","Grade   7",5.9
"Newington School District","=""0940011""","Grade   8",4.3
"Newington School District","=""0940011""","Grade   9",8.0
"Newington School District","=""0940011""","Grade 10",3.9
"Newington School District","=""0940011""","Grade 11",6.1
"Newington School District","=""0940011""","Grade 12",6.5
"Newtown School District","=""0970011""","Kindergarten",3.7
"Newtown School District","=""0970011""","Grade   1",3.6
"Newtown School District","=""0970011""","Grade   2",3.3
"Newtown School District","=""0970011""","Grade   3",1.6
"Newtown School District","=""0970011""","Grade   4",2.5
"Newtown School District","=""0970011""","Grade   5",2.2
"Newtown School District","=""0970011""","Grade   6",3.1
"Newtown School District","=""0970011""","Grade   7",4.7
"Newtown School District","=""0970011""","Grade   8",3.7
"Newtown School District","=""0970011""","Grade   9",2.4
"Newtown School District","=""0970011""","Grade 10",1.6
"Newtown School District","=""0970011""","Grade 11",1.5
"Newtown School District","=""0970011""","Grade 12",2.1
"Norfolk School District","=""0980011""","Kindergarten","*"
"Norfolk School District","=""0980011""","Grade   1","*"
"Norfolk School District","=""0980011""","Grade   2","*"
"Norfolk School District","=""0980011""","Grade   3","*"
"Norfolk School District","=""0980011""","Grade   4","*"
"Norfolk School District","=""0980011""","Grade   5","*"
"Norfolk School District","=""0980011""","Grade   6","*"
"North Branford School District","=""0990011""","Kindergarten",8.5
"North Branford School District","=""0990011""","Grade   1",4.7
"North Branford School District","=""0990011""","Grade   2","*"
"North Branford School District","=""0990011""","Grade   3","*"
"North Branford School District","=""0990011""","Grade   4","*"
"North Branford School District","=""0990011""","Grade   5","*"
"North Branford School District","=""0990011""","Grade   6",4.7
"North Branford School District","=""0990011""","Grade   7",5.3
"North Branford School District","=""0990011""","Grade   8",6.3
"North Branford School District","=""0990011""","Grade   9",21.8
"North Branford School District","=""0990011""","Grade 10",33.8
"North Branford School District","=""0990011""","Grade 11",45.6
"North Branford School District","=""0990011""","Grade 12",64.3
"North Canaan School District","=""1000011""","Kindergarten",21.2
"North Canaan School District","=""1000011""","Grade   1",0.0
"North Canaan School District","=""1000011""","Grade   2","*"
"North Canaan School District","=""1000011""","Grade   3","*"
"North Canaan School District","=""1000011""","Grade   4",25.0
"North Canaan School District","=""1000011""","Grade   5",18.9
"North Canaan School District","=""1000011""","Grade   6","*"
"North Canaan School District","=""1000011""","Grade   7","*"
"North Canaan School District","=""1000011""","Grade   8","*"
"North Haven School District","=""1010011""","Kindergarten",4.4
"North Haven School District","=""1010011""","Grade   1",4.6
"North Haven School District","=""1010011""","Grade   2",3.0
"North Haven School District","=""1010011""","Grade   3","*"
"North Haven School District","=""1010011""","Grade   4",2.8
"North Haven School District","=""1010011""","Grade   5",3.4
"North Haven School District","=""1010011""","Grade   6",5.1
"North Haven School District","=""1010011""","Grade   7",6.0
"North Haven School District","=""1010011""","Grade   8",9.4
"North Haven School District","=""1010011""","Grade   9",9.7
"North Haven School District","=""1010011""","Grade 10",13.1
"North Haven School District","=""1010011""","Grade 11",12.5
"North Haven School District","=""1010011""","Grade 12",16.8
"North Stonington School District","=""1020011""","Kindergarten","*"
"North Stonington School District","=""1020011""","Grade   1","*"
"North Stonington School District","=""1020011""","Grade   2","*"
"North Stonington School District","=""1020011""","Grade   3","*"
"North Stonington School District","=""1020011""","Grade   4","*"
"North Stonington School District","=""1020011""","Grade   5","*"
"North Stonington School District","=""1020011""","Grade   6","*"
"North Stonington School District","=""1020011""","Grade   7",12.3
"North Stonington School District","=""1020011""","Grade   8",14.0
"North Stonington School District","=""1020011""","Grade   9","*"
"North Stonington School District","=""1020011""","Grade 10",14.3
"North Stonington School District","=""1020011""","Grade 11",18.0
"North Stonington School District","=""1020011""","Grade 12",27.5
"Norwalk School District","=""1030011""","Kindergarten",9.0
"Norwalk School District","=""1030011""","Grade   1",5.3
"Norwalk School District","=""1030011""","Grade   2",4.0
"Norwalk School District","=""1030011""","Grade   3",5.0
"Norwalk School District","=""1030011""","Grade   4",4.0
"Norwalk School District","=""1030011""","Grade   5",5.4
"Norwalk School District","=""1030011""","Grade   6",7.6
"Norwalk School District","=""1030011""","Grade   7",16.4
"Norwalk School District","=""1030011""","Grade   8",18.3
"Norwalk School District","=""1030011""","Grade   9",18.2
"Norwalk School District","=""1030011""","Grade 10",17.8
"Norwalk School District","=""1030011""","Grade 11",17.4
"Norwalk School District","=""1030011""","Grade 12",25.6
"Norwich Free Academy District","=""9010022""","Grade   9",9.1
"Norwich Free Academy District","=""9010022""","Grade 10",11.9
"Norwich Free Academy District","=""9010022""","Grade 11",8.1
"Norwich Free Academy District","=""9010022""","Grade 12",13.3
"Norwich School District","=""1040011""","Kindergarten",23.4
"Norwich School District","=""1040011""","Grade   1",14.2
"Norwich School District","=""1040011""","Grade   2",10.4
"Norwich School District","=""1040011""","Grade   3",8.0
"Norwich School District","=""1040011""","Grade   4",8.9
"Norwich School District","=""1040011""","Grade   5",9.3
"Norwich School District","=""1040011""","Grade   6",10.6
"Norwich School District","=""1040011""","Grade   7",13.0
"Norwich School District","=""1040011""","Grade   8",15.6
"Norwich School District","=""1040011""","Grade   9",78.8
"Norwich School District","=""1040011""","Grade 10",52.9
"Norwich School District","=""1040011""","Grade 11",63.8
"Norwich School District","=""1040011""","Grade 12",23.5
"Odyssey Community School District","=""2630013""","Kindergarten",18.4
"Odyssey Community School District","=""2630013""","Grade   1","*"
"Odyssey Community School District","=""2630013""","Grade   2","*"
"Odyssey Community School District","=""2630013""","Grade   3",0.0
"Odyssey Community School District","=""2630013""","Grade   4","*"
"Odyssey Community School District","=""2630013""","Grade   5","*"
"Odyssey Community School District","=""2630013""","Grade   6","*"
"Odyssey Community School District","=""2630013""","Grade   7",15.8
"Odyssey Community School District","=""2630013""","Grade   8","*"
"Old Saybrook School District","=""1060011""","Kindergarten","*"
"Old Saybrook School District","=""1060011""","Grade   1","*"
"Old Saybrook School District","=""1060011""","Grade   2",7.0
"Old Saybrook School District","=""1060011""","Grade   3","*"
"Old Saybrook School District","=""1060011""","Grade   4","*"
"Old Saybrook School District","=""1060011""","Grade   5","*"
"Old Saybrook School District","=""1060011""","Grade   6",8.3
"Old Saybrook School District","=""1060011""","Grade   7",8.8
"Old Saybrook School District","=""1060011""","Grade   8",6.8
"Old Saybrook School District","=""1060011""","Grade   9",27.3
"Old Saybrook School District","=""1060011""","Grade 10",30.5
"Old Saybrook School District","=""1060011""","Grade 11",34.1
"Old Saybrook School District","=""1060011""","Grade 12",47.2
"Orange School District","=""1070011""","Kindergarten",8.9
"Orange School District","=""1070011""","Grade   1","*"
"Orange School District","=""1070011""","Grade   2",3.2
"Orange School District","=""1070011""","Grade   3",3.3
"Orange School District","=""1070011""","Grade   4",4.2
"Orange School District","=""1070011""","Grade   5","*"
"Orange School District","=""1070011""","Grade   6",3.7
"Oxford School District","=""1080011""","Kindergarten",4.5
"Oxford School District","=""1080011""","Grade   1",3.4
"Oxford School District","=""1080011""","Grade   2","*"
"Oxford School District","=""1080011""","Grade   3","*"
"Oxford School District","=""1080011""","Grade   4","*"
"Oxford School District","=""1080011""","Grade   5",7.1
"Oxford School District","=""1080011""","Grade   6",5.3
"Oxford School District","=""1080011""","Grade   7",6.4
"Oxford School District","=""1080011""","Grade   8",6.9
"Oxford School District","=""1080011""","Grade   9",7.6
"Oxford School District","=""1080011""","Grade 10",5.1
"Oxford School District","=""1080011""","Grade 11",10.5
"Oxford School District","=""1080011""","Grade 12",17.4
"Park City Prep Charter School District","=""2830013""","Grade   6","*"
"Park City Prep Charter School District","=""2830013""","Grade   7",7.4
"Park City Prep Charter School District","=""2830013""","Grade   8",15.4
"Plainfield School District","=""1090011""","Kindergarten",9.3
"Plainfield School District","=""1090011""","Grade   1",7.5
"Plainfield School District","=""1090011""","Grade   2",7.0
"Plainfield School District","=""1090011""","Grade   3",6.8
"Plainfield School District","=""1090011""","Grade   4",7.7
"Plainfield School District","=""1090011""","Grade   5",7.4
"Plainfield School District","=""1090011""","Grade   6",9.9
"Plainfield School District","=""1090011""","Grade   7",7.1
"Plainfield School District","=""1090011""","Grade   8",10.8
"Plainfield School District","=""1090011""","Grade   9",18.8
"Plainfield School District","=""1090011""","Grade 10",21.4
"Plainfield School District","=""1090011""","Grade 11",21.8
"Plainfield School District","=""1090011""","Grade 12",21.6
"Plainville School District","=""1100011""","Kindergarten",13.5
"Plainville School District","=""1100011""","Grade   1",6.2
"Plainville School District","=""1100011""","Grade   2",3.3
"Plainville School District","=""1100011""","Grade   3",5.3
"Plainville School District","=""1100011""","Grade   4","*"
"Plainville School District","=""1100011""","Grade   5",3.4
"Plainville School District","=""1100011""","Grade   6",7.1
"Plainville School District","=""1100011""","Grade   7",3.6
"Plainville School District","=""1100011""","Grade   8",5.8
"Plainville School District","=""1100011""","Grade   9",15.9
"Plainville School District","=""1100011""","Grade 10",16.9
"Plainville School District","=""1100011""","Grade 11",21.4
"Plainville School District","=""1100011""","Grade 12",27.9
"Plymouth School District","=""1110011""","Kindergarten",11.6
"Plymouth School District","=""1110011""","Grade   1","*"
"Plymouth School District","=""1110011""","Grade   2",6.7
"Plymouth School District","=""1110011""","Grade   3",8.2
"Plymouth School District","=""1110011""","Grade   4",16.2
"Plymouth School District","=""1110011""","Grade   5",7.1
"Plymouth School District","=""1110011""","Grade   6",5.6
"Plymouth School District","=""1110011""","Grade   7",7.1
"Plymouth School District","=""1110011""","Grade   8",10.2
"Plymouth School District","=""1110011""","Grade   9",7.1
"Plymouth School District","=""1110011""","Grade 10",6.8
"Plymouth School District","=""1110011""","Grade 11",12.9
"Plymouth School District","=""1110011""","Grade 12",8.9
"Pomfret School District","=""1120011""","Kindergarten","*"
"Pomfret School District","=""1120011""","Grade   1","*"
"Pomfret School District","=""1120011""","Grade   2","*"
"Pomfret School District","=""1120011""","Grade   3","*"
"Pomfret School District","=""1120011""","Grade   4","*"
"Pomfret School District","=""1120011""","Grade   5","*"
"Pomfret School District","=""1120011""","Grade   6","*"
"Pomfret School District","=""1120011""","Grade   7","*"
"Pomfret School District","=""1120011""","Grade   8",0.0
"Pomfret School District","=""1120011""","Grade   9","*"
"Pomfret School District","=""1120011""","Grade 10","*"
"Pomfret School District","=""1120011""","Grade 12","*"
"Portland School District","=""1130011""","Kindergarten","*"
"Portland School District","=""1130011""","Grade   1",0.0
"Portland School District","=""1130011""","Grade   2","*"
"Portland School District","=""1130011""","Grade   3","*"
"Portland School District","=""1130011""","Grade   4","*"
"Portland School District","=""1130011""","Grade   5","*"
"Portland School District","=""1130011""","Grade   6",5.0
"Portland School District","=""1130011""","Grade   7","*"
"Portland School District","=""1130011""","Grade   8",6.9
"Portland School District","=""1130011""","Grade   9",11.0
"Portland School District","=""1130011""","Grade 10","*"
"Portland School District","=""1130011""","Grade 11",10.2
"Portland School District","=""1130011""","Grade 12",9.4
"Preston School District","=""1140011""","Kindergarten","*"
"Preston School District","=""1140011""","Grade   1",0.0
"Preston School District","=""1140011""","Grade   2",0.0
"Preston School District","=""1140011""","Grade   3",0.0
"Preston School District","=""1140011""","Grade   4",0.0
"Preston School District","=""1140011""","Grade   5",0.0
"Preston School District","=""1140011""","Grade   6",0.0
"Preston School District","=""1140011""","Grade   7",0.0
"Preston School District","=""1140011""","Grade   8",0.0
"Preston School District","=""1140011""","Grade 10","*"
"Preston School District","=""1140011""","Grade 11","*"
"Preston School District","=""1140011""","Grade 12","*"
"Putnam School District","=""1160011""","Kindergarten",12.9
"Putnam School District","=""1160011""","Grade   1","*"
"Putnam School District","=""1160011""","Grade   2",9.9
"Putnam School District","=""1160011""","Grade   3","*"
"Putnam School District","=""1160011""","Grade   4",10.5
"Putnam School District","=""1160011""","Grade   5",8.5
"Putnam School District","=""1160011""","Grade   6",6.1
"Putnam School District","=""1160011""","Grade   7",13.7
"Putnam School District","=""1160011""","Grade   8",8.6
"Putnam School District","=""1160011""","Grade   9",16.7
"Putnam School District","=""1160011""","Grade 10",26.4
"Putnam School District","=""1160011""","Grade 11",17.9
"Putnam School District","=""1160011""","Grade 12",29.0
"Redding School District","=""1170011""","Kindergarten",8.4
"Redding School District","=""1170011""","Grade   1","*"
"Redding School District","=""1170011""","Grade   2","*"
"Redding School District","=""1170011""","Grade   3","*"
"Redding School District","=""1170011""","Grade   4","*"
"Redding School District","=""1170011""","Grade   5","*"
"Redding School District","=""1170011""","Grade   6",6.8
"Redding School District","=""1170011""","Grade   7",8.2
"Redding School District","=""1170011""","Grade   8",7.1
"Regional School District 01","=""2010012""","Grade   9","*"
"Regional School District 01","=""2010012""","Grade 10",6.1
"Regional School District 01","=""2010012""","Grade 11",9.1
"Regional School District 01","=""2010012""","Grade 12",7.2
"Regional School District 04","=""2040012""","Grade   7",7.7
"Regional School District 04","=""2040012""","Grade   8",8.2
"Regional School District 04","=""2040012""","Grade   9",5.5
"Regional School District 04","=""2040012""","Grade 10",9.7
"Regional School District 04","=""2040012""","Grade 11",13.5
"Regional School District 04","=""2040012""","Grade 12",7.8
"Regional School District 05","=""2050012""","Grade   7",5.7
"Regional School District 05","=""2050012""","Grade   8",6.1
"Regional School District 05","=""2050012""","Grade   9",4.8
"Regional School District 05","=""2050012""","Grade 10",2.9
"Regional School District 05","=""2050012""","Grade 11",2.0
"Regional School District 05","=""2050012""","Grade 12",29.6
"Regional School District 06","=""2060012""","Kindergarten",0.0
"Regional School District 06","=""2060012""","Grade   1","*"
"Regional School District 06","=""2060012""","Grade   2","*"
"Regional School District 06","=""2060012""","Grade   3","*"
"Regional School District 06","=""2060012""","Grade   4","*"
"Regional School District 06","=""2060012""","Grade   5",8.1
"Regional School District 06","=""2060012""","Grade   6",6.6
"Regional School District 06","=""2060012""","Grade   7","*"
"Regional School District 06","=""2060012""","Grade   8","*"
"Regional School District 06","=""2060012""","Grade   9","*"
"Regional School District 06","=""2060012""","Grade 10","*"
"Regional School District 06","=""2060012""","Grade 11",7.1
"Regional School District 06","=""2060012""","Grade 12","*"
"Regional School District 07","=""2070012""","Grade   7",4.7
"Regional School District 07","=""2070012""","Grade   8",6.4
"Regional School District 07","=""2070012""","Grade   9",9.7
"Regional School District 07","=""2070012""","Grade 10",20.6
"Regional School District 07","=""2070012""","Grade 11",26.6
"Regional School District 07","=""2070012""","Grade 12",40.5
"Regional School District 08","=""2080012""","Grade   7",14.9
"Regional School District 08","=""2080012""","Grade   8",16.9
"Regional School District 08","=""2080012""","Grade   9",8.8
"Regional School District 08","=""2080012""","Grade 10",10.5
"Regional School District 08","=""2080012""","Grade 11",13.2
"Regional School District 08","=""2080012""","Grade 12",29.6
"Regional School District 09","=""2090012""","Grade   9",4.1
"Regional School District 09","=""2090012""","Grade 10",7.6
"Regional School District 09","=""2090012""","Grade 11",21.8
"Regional School District 09","=""2090012""","Grade 12",23.8
"Regional School District 10","=""2100012""","Kindergarten","*"
"Regional School District 10","=""2100012""","Grade   1","*"
"Regional School District 10","=""2100012""","Grade   2","*"
"Regional School District 10","=""2100012""","Grade   3","*"
"Regional School District 10","=""2100012""","Grade   4","*"
"Regional School District 10","=""2100012""","Grade   5","*"
"Regional School District 10","=""2100012""","Grade   6",3.2
"Regional School District 10","=""2100012""","Grade   7",4.4
"Regional School District 10","=""2100012""","Grade   8",3.6
"Regional School District 10","=""2100012""","Grade   9",9.0
"Regional School District 10","=""2100012""","Grade 10",15.7
"Regional School District 10","=""2100012""","Grade 11",22.4
"Regional School District 10","=""2100012""","Grade 12",40.9
"Regional School District 11","=""2110012""","Grade   7","*"
"Regional School District 11","=""2110012""","Grade   8","*"
"Regional School District 11","=""2110012""","Grade   9","*"
"Regional School District 11","=""2110012""","Grade 10","*"
"Regional School District 11","=""2110012""","Grade 11","*"
"Regional School District 11","=""2110012""","Grade 12","*"
"Regional School District 12","=""2120012""","Kindergarten",13.7
"Regional School District 12","=""2120012""","Grade   1",0.0
"Regional School District 12","=""2120012""","Grade   2","*"
"Regional School District 12","=""2120012""","Grade   3","*"
"Regional School District 12","=""2120012""","Grade   4","*"
"Regional School District 12","=""2120012""","Grade   5","*"
"Regional School District 12","=""2120012""","Grade   6","*"
"Regional School District 12","=""2120012""","Grade   7",9.7
"Regional School District 12","=""2120012""","Grade   8",10.5
"Regional School District 12","=""2120012""","Grade   9","*"
"Regional School District 12","=""2120012""","Grade 10",7.9
"Regional School District 12","=""2120012""","Grade 11",8.0
"Regional School District 12","=""2120012""","Grade 12",24.2
"Regional School District 13","=""2130012""","Kindergarten","*"
"Regional School District 13","=""2130012""","Grade   1","*"
"Regional School District 13","=""2130012""","Grade   2",0.0
"Regional School District 13","=""2130012""","Grade   3","*"
"Regional School District 13","=""2130012""","Grade   4","*"
"Regional School District 13","=""2130012""","Grade   5","*"
"Regional School District 13","=""2130012""","Grade   6",9.1
"Regional School District 13","=""2130012""","Grade   7","*"
"Regional School District 13","=""2130012""","Grade   8",6.3
"Regional School District 13","=""2130012""","Grade   9",7.3
"Regional School District 13","=""2130012""","Grade 10",5.9
"Regional School District 13","=""2130012""","Grade 11",4.6
"Regional School District 13","=""2130012""","Grade 12",11.0
"Regional School District 14","=""2140012""","Kindergarten",10.6
"Regional School District 14","=""2140012""","Grade   1","*"
"Regional School District 14","=""2140012""","Grade   2","*"
"Regional School District 14","=""2140012""","Grade   3","*"
"Regional School District 14","=""2140012""","Grade   4","*"
"Regional School District 14","=""2140012""","Grade   5",5.4
"Regional School District 14","=""2140012""","Grade   6","*"
"Regional School District 14","=""2140012""","Grade   7",6.4
"Regional School District 14","=""2140012""","Grade   8",5.2
"Regional School District 14","=""2140012""","Grade   9",0.0
"Regional School District 14","=""2140012""","Grade 10","*"
"Regional School District 14","=""2140012""","Grade 11","*"
"Regional School District 14","=""2140012""","Grade 12","*"
"Regional School District 15","=""2150012""","Kindergarten",3.3
"Regional School District 15","=""2150012""","Grade   1",4.3
"Regional School District 15","=""2150012""","Grade   2",5.6
"Regional School District 15","=""2150012""","Grade   3",4.6
"Regional School District 15","=""2150012""","Grade   4",2.9
"Regional School District 15","=""2150012""","Grade   5",5.7
"Regional School District 15","=""2150012""","Grade   6",4.1
"Regional School District 15","=""2150012""","Grade   7",5.9
"Regional School District 15","=""2150012""","Grade   8",6.3
"Regional School District 15","=""2150012""","Grade   9","*"
"Regional School District 15","=""2150012""","Grade 10","*"
"Regional School District 15","=""2150012""","Grade 11",5.9
"Regional School District 15","=""2150012""","Grade 12",7.3
"Regional School District 16","=""2160012""","Kindergarten",3.4
"Regional School District 16","=""2160012""","Grade   1",4.2
"Regional School District 16","=""2160012""","Grade   2","*"
"Regional School District 16","=""2160012""","Grade   3","*"
"Regional School District 16","=""2160012""","Grade   4",4.0
"Regional School District 16","=""2160012""","Grade   5","*"
"Regional School District 16","=""2160012""","Grade   6","*"
"Regional School District 16","=""2160012""","Grade   7",7.7
"Regional School District 16","=""2160012""","Grade   8",8.4
"Regional School District 16","=""2160012""","Grade   9",4.2
"Regional School District 16","=""2160012""","Grade 10",14.4
"Regional School District 16","=""2160012""","Grade 11",18.9
"Regional School District 16","=""2160012""","Grade 12",20.8
"Regional School District 17","=""2170012""","Kindergarten",10.9
"Regional School District 17","=""2170012""","Grade   1","*"
"Regional School District 17","=""2170012""","Grade   2","*"
"Regional School District 17","=""2170012""","Grade   3","*"
"Regional School District 17","=""2170012""","Grade   4","*"
"Regional School District 17","=""2170012""","Grade   5","*"
"Regional School District 17","=""2170012""","Grade   6",3.6
"Regional School District 17","=""2170012""","Grade   7",7.2
"Regional School District 17","=""2170012""","Grade   8",8.8
"Regional School District 17","=""2170012""","Grade   9",4.3
"Regional School District 17","=""2170012""","Grade 10",6.5
"Regional School District 17","=""2170012""","Grade 11",6.8
"Regional School District 17","=""2170012""","Grade 12","*"
"Regional School District 18","=""2180012""","Kindergarten","*"
"Regional School District 18","=""2180012""","Grade   1","*"
"Regional School District 18","=""2180012""","Grade   2",4.9
"Regional School District 18","=""2180012""","Grade   3",5.9
"Regional School District 18","=""2180012""","Grade   4",5.6
"Regional School District 18","=""2180012""","Grade   5",5.1
"Regional School District 18","=""2180012""","Grade   6","*"
"Regional School District 18","=""2180012""","Grade   7",5.5
"Regional School District 18","=""2180012""","Grade   8",5.7
"Regional School District 18","=""2180012""","Grade   9","*"
"Regional School District 18","=""2180012""","Grade 10","*"
"Regional School District 18","=""2180012""","Grade 11",6.3
"Regional School District 18","=""2180012""","Grade 12",6.5
"Regional School District 19","=""2190012""","Grade   9",9.6
"Regional School District 19","=""2190012""","Grade 10",14.1
"Regional School District 19","=""2190012""","Grade 11",16.6
"Regional School District 19","=""2190012""","Grade 12",21.6
"Ridgefield School District","=""1180011""","Kindergarten",3.9
"Ridgefield School District","=""1180011""","Grade   1",3.8
"Ridgefield School District","=""1180011""","Grade   2",1.9
"Ridgefield School District","=""1180011""","Grade   3",1.7
"Ridgefield School District","=""1180011""","Grade   4",5.0
"Ridgefield School District","=""1180011""","Grade   5",2.8
"Ridgefield School District","=""1180011""","Grade   6",4.0
"Ridgefield School District","=""1180011""","Grade   7",6.2
"Ridgefield School District","=""1180011""","Grade   8",8.0
"Ridgefield School District","=""1180011""","Grade   9",8.1
"Ridgefield School District","=""1180011""","Grade 10",5.9
"Ridgefield School District","=""1180011""","Grade 11",8.2
"Ridgefield School District","=""1180011""","Grade 12",7.1
"Rocky Hill School District","=""1190011""","Kindergarten",7.5
"Rocky Hill School District","=""1190011""","Grade   1",6.7
"Rocky Hill School District","=""1190011""","Grade   2",5.0
"Rocky Hill School District","=""1190011""","Grade   3",5.6
"Rocky Hill School District","=""1190011""","Grade   4",5.3
"Rocky Hill School District","=""1190011""","Grade   5","*"
"Rocky Hill School District","=""1190011""","Grade   6",6.3
"Rocky Hill School District","=""1190011""","Grade   7",5.9
"Rocky Hill School District","=""1190011""","Grade   8",5.9
"Rocky Hill School District","=""1190011""","Grade   9",9.3
"Rocky Hill School District","=""1190011""","Grade 10",8.2
"Rocky Hill School District","=""1190011""","Grade 11",8.6
"Rocky Hill School District","=""1190011""","Grade 12",18.8
"Salem School District","=""1210011""","Kindergarten","*"
"Salem School District","=""1210011""","Grade   1",0.0
"Salem School District","=""1210011""","Grade   2","*"
"Salem School District","=""1210011""","Grade   3","*"
"Salem School District","=""1210011""","Grade   4",0.0
"Salem School District","=""1210011""","Grade   5","*"
"Salem School District","=""1210011""","Grade   6","*"
"Salem School District","=""1210011""","Grade   7",0.0
"Salem School District","=""1210011""","Grade   8","*"
"Salem School District","=""1210011""","Grade   9","*"
"Salem School District","=""1210011""","Grade 12","*"
"Salisbury School District","=""1220011""","Kindergarten","*"
"Salisbury School District","=""1220011""","Grade   1","*"
"Salisbury School District","=""1220011""","Grade   2","*"
"Salisbury School District","=""1220011""","Grade   3","*"
"Salisbury School District","=""1220011""","Grade   4",0.0
"Salisbury School District","=""1220011""","Grade   5","*"
"Salisbury School District","=""1220011""","Grade   6","*"
"Salisbury School District","=""1220011""","Grade   7","*"
"Salisbury School District","=""1220011""","Grade   8","*"
"Scotland School District","=""1230011""","Kindergarten","*"
"Scotland School District","=""1230011""","Grade   1","*"
"Scotland School District","=""1230011""","Grade   2","*"
"Scotland School District","=""1230011""","Grade   3","*"
"Scotland School District","=""1230011""","Grade   4","*"
"Scotland School District","=""1230011""","Grade   5","*"
"Scotland School District","=""1230011""","Grade   6","*"
"Seymour School District","=""1240011""","Kindergarten",9.7
"Seymour School District","=""1240011""","Grade   1",7.3
"Seymour School District","=""1240011""","Grade   2",4.9
"Seymour School District","=""1240011""","Grade   3",4.7
"Seymour School District","=""1240011""","Grade   4",7.3
"Seymour School District","=""1240011""","Grade   5",7.9
"Seymour School District","=""1240011""","Grade   6",10.2
"Seymour School District","=""1240011""","Grade   7",10.9
"Seymour School District","=""1240011""","Grade   8",7.7
"Seymour School District","=""1240011""","Grade   9",6.1
"Seymour School District","=""1240011""","Grade 10",11.3
"Seymour School District","=""1240011""","Grade 11",6.9
"Seymour School District","=""1240011""","Grade 12",6.2
"Sharon School District","=""1250011""","Kindergarten","*"
"Sharon School District","=""1250011""","Grade   1","*"
"Sharon School District","=""1250011""","Grade   2","*"
"Sharon School District","=""1250011""","Grade   3",0.0
"Sharon School District","=""1250011""","Grade   4","*"
"Sharon School District","=""1250011""","Grade   5","*"
"Sharon School District","=""1250011""","Grade   6","*"
"Sharon School District","=""1250011""","Grade   7","*"
"Sharon School District","=""1250011""","Grade   8","*"
"Shelton School District","=""1260011""","Kindergarten",4.4
"Shelton School District","=""1260011""","Grade   1",6.2
"Shelton School District","=""1260011""","Grade   2",3.7
"Shelton School District","=""1260011""","Grade   3",2.1
"Shelton School District","=""1260011""","Grade   4",4.5
"Shelton School District","=""1260011""","Grade   5",5.8
"Shelton School District","=""1260011""","Grade   6",5.2
"Shelton School District","=""1260011""","Grade   7",6.3
"Shelton School District","=""1260011""","Grade   8",7.4
"Shelton School District","=""1260011""","Grade   9",8.6
"Shelton School District","=""1260011""","Grade 10",10.3
"Shelton School District","=""1260011""","Grade 11",13.5
"Shelton School District","=""1260011""","Grade 12",15.7
"Sherman School District","=""1270011""","Kindergarten",0.0
"Sherman School District","=""1270011""","Grade   1","*"
