"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA, All Grades Combined, All Students"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Meriden School District","=""0800011""","Hanover School","=""0800311""",251,251,100.0,251,112,44.6,50,19.9,52,20.7,37,14.7,89,35.5
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",287,286,99.7,286,91,31.8,60,21.0,98,34.3,37,12.9,135,47.2
"Meriden School District","=""0800011""","John Barry School","=""0800511""",230,230,100.0,230,100,43.5,57,24.8,44,19.1,29,12.6,73,31.7
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",717,716,99.9,716,224,31.3,168,23.5,235,32.8,89,12.4,324,45.3
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",313,313,100.0,313,107,34.2,63,20.1,88,28.1,55,17.6,143,45.7
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",230,230,100.0,230,104,45.2,56,24.3,44,19.1,26,11.3,70,30.4
"Meriden School District","=""0800011""","STEP-Meriden School District","=""0800911""",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","STEPS-Meriden School District","=""0801211""",30,27,90.0,27,19,70.4,"*","*","*","*",0,0.0,"*","*"
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",163,163,100.0,163,26,16.0,26,16.0,56,34.4,55,33.7,111,68.1
"Meriden School District","=""0800011""","Venture Academy-Meriden School District","=""0801311""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",650,643,98.9,643,228,35.5,209,32.5,166,25.8,40,6.2,206,32.0
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",146,146,100.0,146,47,32.2,45,30.8,31,21.2,23,15.8,54,37.0
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",164,164,100.0,164,57,34.8,35,21.3,39,23.8,33,20.1,72,43.9
"Middletown School District","=""0830011""","ICM - Lawrence","=""0830711""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","ICM - Spencer","=""0832011""",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",315,314,99.7,312,65,20.8,87,27.9,99,31.7,61,19.6,160,51.3
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",117,117,100.0,117,28,23.9,19,16.2,42,35.9,28,23.9,70,59.8
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",93,93,100.0,93,44,47.3,19,20.4,22,23.7,8,8.6,30,32.3
"Middletown School District","=""0830011""","Moody School","=""0831211""",125,124,99.2,124,11,8.9,19,15.3,44,35.5,50,40.3,94,75.8
"Middletown School District","=""0830011""","OASIS","=""0830311""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","STEM - Macdonough","=""0832111""",20,20,100.0,20,0,0.0,"*","*","*","*",14,70.0,"*","*"
"Middletown School District","=""0830011""","Snow School","=""0831111""",136,136,100.0,136,26,19.1,22,16.2,45,33.1,43,31.6,88,64.7
"Middletown School District","=""0830011""","Spencer School","=""0830111""",146,146,100.0,146,34,23.3,41,28.1,45,30.8,26,17.8,71,48.6
"Middletown School District","=""0830011""","Wesley School","=""0831411""",133,133,100.0,133,25,18.8,24,18.0,40,30.1,44,33.1,84,63.2
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",671,671,100.0,671,183,27.3,148,22.1,239,35.6,101,15.1,340,50.7
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",147,147,100.0,147,24,16.3,34,23.1,49,33.3,40,27.2,89,60.5
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",454,448,98.7,448,57,12.7,94,21.0,198,44.2,99,22.1,297,66.3
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",528,506,95.8,506,34,6.7,109,21.5,216,42.7,147,29.1,363,71.7
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",181,177,97.8,177,21,11.9,42,23.7,66,37.3,48,27.1,114,64.4
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",134,131,97.8,131,20,15.3,27,20.6,37,28.2,47,35.9,84,64.1
"Milford School District","=""0840011""","Mathewson School","=""0841711""",211,205,97.2,205,23,11.2,42,20.5,67,32.7,73,35.6,140,68.3
"Milford School District","=""0840011""","Meadowside School","=""0840711""",145,140,96.6,140,29,20.7,24,17.1,45,32.1,42,30.0,87,62.1
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""",194,191,98.5,191,29,15.2,35,18.3,61,31.9,66,34.6,127,66.5
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",168,167,99.4,167,19,11.4,31,18.6,52,31.1,65,38.9,117,70.1
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",136,135,99.3,135,31,23.0,29,21.5,38,28.1,37,27.4,75,55.6
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",447,443,99.1,443,69,15.6,139,31.4,167,37.7,68,15.3,235,53.0
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""",259,257,99.2,257,19,7.4,32,12.5,58,22.6,148,57.6,206,80.2
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",786,782,99.5,782,55,7.0,128,16.4,339,43.4,260,33.2,599,76.6
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""",167,163,97.6,163,"*","*","*","*",45,27.6,101,62.0,146,89.6
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",233,231,99.1,231,20,8.7,36,15.6,73,31.6,102,44.2,175,75.8
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",182,182,100.0,182,30,16.5,48,26.4,48,26.4,56,30.8,104,57.1
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",546,544,99.6,544,87,16.0,143,26.3,228,41.9,86,15.8,314,57.7
"Montville School District","=""0860011""","Mohegan School","=""0860111""",165,165,100.0,165,35,21.2,42,25.5,48,29.1,40,24.2,88,53.3
"Montville School District","=""0860011""","Oakdale School","=""0860511""",152,152,100.0,152,8,5.3,19,12.5,38,25.0,87,57.2,125,82.2
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",102,101,99.0,101,34,33.7,25,24.8,21,20.8,21,20.8,42,41.6
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",677,673,99.4,673,174,25.9,175,26.0,239,35.5,85,12.6,324,48.1
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",312,311,99.7,311,62,19.9,90,28.9,87,28.0,72,23.2,159,51.1
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",323,323,100.0,323,86,26.6,78,24.1,115,35.6,44,13.6,159,49.2
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",120,119,99.2,119,26,21.8,33,27.7,37,31.1,23,19.3,60,50.4
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",203,203,100.0,203,47,23.2,56,27.6,50,24.6,50,24.6,100,49.3
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",99,99,100.0,99,29,29.3,27,27.3,19,19.2,24,24.2,43,43.4
"Naugatuck School District","=""0880011""","Western School","=""0880711""",118,118,100.0,118,41,34.7,25,21.2,23,19.5,29,24.6,52,44.1
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc., Family Academy","=""2800113""",237,237,100.0,237,86,36.3,76,32.1,56,23.6,19,8.0,75,31.6
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""",24,23,95.8,23,"*","*","*","*",0,0.0,0,0.0,0,0.0
"New Britain School District","=""0890011""","Behavior Support","=""0891011""",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",227,227,100.0,227,118,52.0,45,19.8,35,15.4,29,12.8,64,28.2
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",482,482,100.0,482,263,54.6,125,25.9,70,14.5,24,5.0,94,19.5
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",191,191,100.0,191,101,52.9,44,23.0,26,13.6,20,10.5,46,24.1
"New Britain School District","=""0890011""","Hartford Detention Center","=""3480315""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Holmes School","=""0890611""",213,213,100.0,213,87,40.8,40,18.8,45,21.1,41,19.2,86,40.4
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",150,149,99.3,149,"*","*","*","*",72,48.3,63,42.3,135,90.6
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",212,211,99.5,211,96,45.5,55,26.1,36,17.1,24,11.4,60,28.4
"New Britain School District","=""0890011""","KEY Middle","=""0891711""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",270,267,98.9,267,132,49.4,67,25.1,52,19.5,16,6.0,68,25.5
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""",27,26,96.3,25,23,92.0,"*","*","*","*",0,0.0,"*","*"
"New Britain School District","=""0890011""","Northend School","=""0890911""",137,137,100.0,137,79,57.7,30,21.9,21,15.3,7,5.1,28,20.4
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",754,751,99.6,751,446,59.4,180,24.0,114,15.2,11,1.5,125,16.6
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",725,720,99.3,720,445,61.8,176,24.4,93,12.9,6,0.8,99,13.8
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",300,299,99.7,299,226,75.6,51,17.1,"*","*","*","*",22,7.4
"New Britain School District","=""0890011""","Smith School","=""0891311""",282,282,100.0,282,159,56.4,61,21.6,42,14.9,20,7.1,62,22.0
"New Britain School District","=""0890011""","Steps","=""0891811""",33,33,100.0,33,"*","*","*","*",0,0.0,0,0.0,0,0.0
"New Britain School District","=""0890011""","Sunrise Intermediate","=""0890411""",11,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Sunrise Primary","=""0890211""",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Vance School","=""0891511""",275,274,99.6,274,127,46.4,81,29.6,45,16.4,21,7.7,66,24.1
"New Canaan School District","=""0900011""","East School","=""0900411""",245,243,99.2,243,13,5.3,11,4.5,52,21.4,167,68.7,219,90.1
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",1331,1325,99.5,1325,63,4.8,190,14.3,521,39.3,551,41.6,1072,80.9
"New Canaan School District","=""0900011""","South School","=""0900211""",241,237,98.3,237,6,2.5,29,12.2,49,20.7,153,64.6,202,85.2
"New Canaan School District","=""0900011""","West School","=""0900311""",209,209,100.0,209,10,4.8,13,6.2,36,17.2,150,71.8,186,89.0
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",488,465,95.3,465,51,11.0,74,15.9,137,29.5,203,43.7,340,73.1
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",580,520,89.7,520,44,8.5,106,20.4,210,40.4,160,30.8,370,71.2
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",295,283,95.9,283,25,8.8,61,21.6,84,29.7,113,39.9,197,69.6
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",283,283,100.0,283,99,35.0,74,26.1,54,19.1,56,19.8,110,38.9
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",307,297,96.7,297,63,21.2,92,31.0,97,32.7,45,15.2,142,47.8
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",300,295,98.3,295,180,61.0,66,22.4,43,14.6,6,2.0,49,16.6
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",298,296,99.3,296,164,55.4,65,22.0,55,18.6,12,4.1,67,22.6
"New Haven School District","=""0930011""","Beecher School","=""0930311""",283,276,97.5,276,112,40.6,79,28.6,57,20.7,28,10.1,85,30.8
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",292,291,99.7,291,87,29.9,82,28.2,89,30.6,33,11.3,122,41.9
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",444,442,99.5,442,118,26.7,140,31.7,133,30.1,51,11.5,184,41.6
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""",303,303,100.0,303,138,45.5,87,28.7,56,18.5,22,7.3,78,25.7
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",210,210,100.0,210,112,53.3,58,27.6,28,13.3,12,5.7,40,19.0
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""",350,348,99.4,348,186,53.4,93,26.7,57,16.4,12,3.4,69,19.8
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",336,336,100.0,336,164,48.8,98,29.2,57,17.0,17,5.1,74,22.0
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",273,268,98.2,268,94,35.1,92,34.3,68,25.4,14,5.2,82,30.6
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",398,395,99.2,395,106,26.8,110,27.8,137,34.7,42,10.6,179,45.3
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",292,292,100.0,292,81,27.7,73,25.0,90,30.8,48,16.4,138,47.3
"New Haven School District","=""0930011""","Domus Academy","=""0935611""",42,36,85.7,35,"*","*","*","*",0,0.0,0,0.0,0,0.0
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",273,270,98.9,270,91,33.7,83,30.7,67,24.8,29,10.7,96,35.6
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",272,272,100.0,272,47,17.3,69,25.4,101,37.1,55,20.2,156,57.4
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",545,542,99.4,538,359,66.7,121,22.5,51,9.5,7,1.3,58,10.8
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",311,309,99.4,309,159,51.5,84,27.2,60,19.4,6,1.9,66,21.4
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",271,269,99.3,269,86,32.0,82,30.5,76,28.3,25,9.3,101,37.5
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""",337,337,100.0,337,135,40.1,118,35.0,69,20.5,15,4.5,84,24.9
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""",243,240,98.8,240,118,49.2,54,22.5,51,21.3,17,7.1,68,28.3
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",304,300,98.7,300,122,40.7,80,26.7,75,25.0,23,7.7,98,32.7
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",160,158,98.8,158,76,48.1,51,32.3,23,14.6,8,5.1,31,19.6
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",285,284,99.6,284,66,23.2,70,24.6,92,32.4,56,19.7,148,52.1
"New Haven School District","=""0930011""","NHPS Self Contained Autism","=""0934411""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","NHPS Self Contained Intellectually Disabled","=""0935011""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Quinnipiac Real World Math STEM School","=""0933511""",126,126,100.0,126,68,54.0,25,19.8,22,17.5,11,8.7,33,26.2
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",399,399,100.0,399,165,41.4,99,24.8,103,25.8,32,8.0,135,33.8
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",165,165,100.0,165,75,45.5,46,27.9,27,16.4,17,10.3,44,26.7
"New Haven School District","=""0930011""","Truman School","=""0932911""",318,317,99.7,317,175,55.2,83,26.2,47,14.8,12,3.8,59,18.6
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",68,68,100.0,68,26,38.2,17,25.0,16,23.5,9,13.2,25,36.8
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",254,252,99.2,246,123,50.0,69,28.0,41,16.7,13,5.3,54,22.0
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",283,272,96.1,272,32,11.8,39,14.3,81,29.8,120,44.1,201,73.9
"New London School District","=""0950011""","Jennings School","=""0950311""",278,276,99.3,274,149,54.4,56,20.4,48,17.5,21,7.7,69,25.2
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",601,596,99.2,596,279,46.8,174,29.2,119,20.0,24,4.0,143,24.0
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",278,278,100.0,278,115,41.4,60,21.6,65,23.4,38,13.7,103,37.1
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",271,270,99.6,270,103,38.1,72,26.7,51,18.9,44,16.3,95,35.2
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",961,930,96.8,930,205,22.0,228,24.5,281,30.2,216,23.2,497,53.4
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",1013,936,92.4,936,205,21.9,230,24.6,337,36.0,164,17.5,501,53.5
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",191,189,99.0,189,24,12.7,40,21.2,48,25.4,77,40.7,125,66.1
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",116,116,100.0,116,26,22.4,22,19.0,29,25.0,39,33.6,68,58.6
"Newington School District","=""0940011""","John Paterson School","=""0940811""",160,160,100.0,160,21,13.1,28,17.5,54,33.8,57,35.6,111,69.4
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",662,660,99.7,660,120,18.2,154,23.3,254,38.5,132,20.0,386,58.5
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",615,614,99.8,614,134,21.8,173,28.2,206,33.6,101,16.4,307,50.0
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",152,152,100.0,152,23,15.1,33,21.7,50,32.9,46,30.3,96,63.2
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",136,135,99.3,135,"*","*","*","*",46,34.1,62,45.9,108,80.0
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",152,150,98.7,150,6,4.0,12,8.0,33,22.0,99,66.0,132,88.0
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",161,161,100.0,161,24,14.9,23,14.3,50,31.1,64,39.8,114,70.8
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",803,800,99.6,800,48,6.0,151,18.9,359,44.9,242,30.3,601,75.1
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",691,681,98.6,681,62,9.1,120,17.6,268,39.4,231,33.9,499,73.3
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",136,136,100.0,136,18,13.2,21,15.4,38,27.9,59,43.4,97,71.3
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",57,57,100.0,57,12,21.1,13,22.8,13,22.8,19,33.3,32,56.1
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",476,453,95.2,453,79,17.4,114,25.2,167,36.9,93,20.5,260,57.4
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",396,385,97.2,385,52,13.5,87,22.6,116,30.1,130,33.8,246,63.9
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",157,155,98.7,155,29,18.7,35,22.6,51,32.9,40,25.8,91,58.7
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",170,170,100.0,170,19,11.2,36,21.2,53,31.2,62,36.5,115,67.6
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",161,155,96.3,155,11,7.1,19,12.3,42,27.1,83,53.5,125,80.6
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",168,168,100.0,168,20,11.9,24,14.3,54,32.1,70,41.7,124,73.8
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",777,749,96.4,749,81,10.8,158,21.1,309,41.3,201,26.8,510,68.1
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",201,198,98.5,198,21,10.6,24,12.1,43,21.7,110,55.6,153,77.3
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",165,164,99.4,164,"*","*","*","*",47,28.7,99,60.4,146,89.0
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",175,174,99.4,174,"*","*",36,20.7,83,47.7,"*","*","*","*"
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",211,211,100.0,208,61,29.3,54,26.0,51,24.5,42,20.2,93,44.7
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",151,147,97.4,146,32,21.9,23,15.8,46,31.5,45,30.8,91,62.3
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",213,211,99.1,211,33,15.6,40,19.0,56,26.5,82,38.9,138,65.4
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",194,194,100.0,193,55,28.5,34,17.6,63,32.6,41,21.2,104,53.9
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",297,296,99.7,296,79,26.7,77,26.0,83,28.0,57,19.3,140,47.3
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",277,275,99.3,275,104,37.8,69,25.1,61,22.2,41,14.9,102,37.1
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",231,230,99.6,230,55,23.9,67,29.1,58,25.2,50,21.7,108,47.0
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",208,207,99.5,207,41,19.8,65,31.4,48,23.2,53,25.6,101,48.8
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",670,657,98.1,657,173,26.3,180,27.4,209,31.8,95,14.5,304,46.3
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",660,659,99.8,656,208,31.7,186,28.4,201,30.6,61,9.3,262,39.9
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",477,477,100.0,477,125,26.2,124,26.0,134,28.1,94,19.7,228,47.8
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",202,200,99.0,199,27,13.6,28,14.1,52,26.1,92,46.2,144,72.4
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",250,250,100.0,250,77,30.8,69,27.6,52,20.8,52,20.8,104,41.6
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",195,194,99.5,194,62,32.0,42,21.6,57,29.4,33,17.0,90,46.4
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",670,666,99.4,665,205,30.8,187,28.1,201,30.2,72,10.8,273,41.1
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",156,156,100.0,155,33,21.3,37,23.9,33,21.3,52,33.5,85,54.8
"Norwich School District","=""1040011""","IRS Program at Moriarty","=""1040911""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","IRS Program at Uncas","=""1040711""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",162,161,99.4,161,66,41.0,40,24.8,36,22.4,19,11.8,55,34.2
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""",737,731,99.2,730,287,39.3,214,29.3,195,26.7,34,4.7,229,31.4
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",212,210,99.1,210,97,46.2,44,21.0,44,21.0,25,11.9,69,32.9
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",174,172,98.9,172,47,27.3,36,20.9,44,25.6,45,26.2,89,51.7
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",340,340,100.0,340,149,43.8,82,24.1,81,23.8,28,8.2,109,32.1
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""",135,135,100.0,135,43,31.9,33,24.4,30,22.2,29,21.5,59,43.7
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",113,113,100.0,113,62,54.9,30,26.5,12,10.6,9,8.0,21,18.6
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",166,166,100.0,166,78,47.0,40,24.1,32,19.3,16,9.6,48,28.9
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",116,116,100.0,116,48,41.4,27,23.3,28,24.1,13,11.2,41,35.3
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""",216,215,99.5,215,42,19.5,53,24.7,78,36.3,42,19.5,120,55.8
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",527,521,98.9,521,52,10.0,104,20.0,212,40.7,153,29.4,365,70.1
"Orange School District","=""1070011""","Peck Place School","=""1070511""",261,261,100.0,261,22,8.4,33,12.6,79,30.3,127,48.7,206,78.9
"Orange School District","=""1070011""","Race Brook School","=""1070311""",264,261,98.9,261,24,9.2,45,17.2,90,34.5,102,39.1,192,73.6
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""",207,198,95.7,198,15,7.6,24,12.1,70,35.4,89,44.9,159,80.3
"Oxford School District","=""1080011""","Alternative Education","=""1080411""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Great Oak School","=""1085111""",485,476,98.1,476,55,11.6,117,24.6,212,44.5,92,19.3,304,63.9
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""",474,470,99.2,470,61,13.0,105,22.3,135,28.7,169,36.0,304,64.7
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""",348,346,99.4,346,114,32.9,94,27.2,99,28.6,39,11.3,138,39.9
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""",84,84,100.0,84,13,15.5,18,21.4,25,29.8,28,33.3,53,63.1
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""",520,516,99.2,516,87,16.9,130,25.2,208,40.3,91,17.6,299,57.9
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""",328,328,100.0,328,72,22.0,79,24.1,99,30.2,78,23.8,177,54.0
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""",87,87,100.0,87,13,14.9,21,24.1,25,28.7,28,32.2,53,60.9
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""",123,123,100.0,123,24,19.5,27,22.0,44,35.8,28,22.8,72,58.5
"Plainville School District","=""1100011""","Linden Street School","=""1100211""",198,198,100.0,198,40,20.2,40,20.2,69,34.8,49,24.7,118,59.6
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""",180,180,100.0,180,33,18.3,32,17.8,57,31.7,58,32.2,115,63.9
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""",536,535,99.8,535,99,18.5,137,25.6,208,38.9,91,17.0,299,55.9
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""",335,329,98.2,329,84,25.5,92,28.0,109,33.1,44,13.4,153,46.5
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""",165,165,100.0,165,40,24.2,29,17.6,60,36.4,36,21.8,96,58.2
