"Smarter Balanced Assessments, 2015-16"
"All Districts, Math, All Grades Combined, All Students"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",285,281,98.6,280,106,37.9,103,36.8,52,18.6,19,6.8,71,25.4
"Meriden School District","=""0800011""","John Barry School","=""0800511""",229,229,100.0,229,90,39.3,77,33.6,47,20.5,15,6.6,62,27.1
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",717,702,97.9,702,326,46.4,200,28.5,114,16.2,62,8.8,176,25.1
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",313,313,100.0,313,108,34.5,102,32.6,67,21.4,36,11.5,103,32.9
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",230,229,99.6,229,100,43.7,75,32.8,37,16.2,17,7.4,54,23.6
"Meriden School District","=""0800011""","STEP-Meriden School District","=""0800911""",15,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","STEPS-Meriden School District","=""0801211""",30,26,86.7,26,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",163,162,99.4,162,21,13.0,59,36.4,43,26.5,39,24.1,82,50.6
"Meriden School District","=""0800011""","Venture Academy-Meriden School District","=""0801311""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",650,633,97.4,633,386,61.0,161,25.4,58,9.2,28,4.4,86,13.6
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",146,146,100.0,146,58,39.7,43,29.5,34,23.3,11,7.5,45,30.8
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",164,164,100.0,163,66,40.5,40,24.5,31,19.0,26,16.0,57,35.0
"Middletown School District","=""0830011""","ICM - Lawrence","=""0830711""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","ICM - Spencer","=""0832011""",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",315,312,99.0,312,88,28.2,110,35.3,64,20.5,50,16.0,114,36.5
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",117,117,100.0,117,19,16.2,41,35.0,28,23.9,29,24.8,57,48.7
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",93,93,100.0,93,40,43.0,30,32.3,"*","*","*","*",23,24.7
"Middletown School District","=""0830011""","Moody School","=""0831211""",125,124,99.2,124,14,11.3,32,25.8,42,33.9,36,29.0,78,62.9
"Middletown School District","=""0830011""","OASIS","=""0830311""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","STEM - Macdonough","=""0832111""",20,20,100.0,20,"*","*","*","*",6,30.0,12,60.0,18,90.0
"Middletown School District","=""0830011""","Snow School","=""0831111""",136,136,100.0,136,36,26.5,35,25.7,33,24.3,32,23.5,65,47.8
"Middletown School District","=""0830011""","Spencer School","=""0830111""",146,146,100.0,146,47,32.2,45,30.8,33,22.6,21,14.4,54,37.0
"Middletown School District","=""0830011""","Wesley School","=""0831411""",132,132,100.0,132,31,23.5,33,25.0,41,31.1,27,20.5,68,51.5
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",671,669,99.7,669,262,39.2,183,27.4,134,20.0,90,13.5,224,33.5
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",148,148,100.0,148,27,18.2,46,31.1,51,34.5,24,16.2,75,50.7
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",454,448,98.7,448,106,23.7,154,34.4,97,21.7,91,20.3,188,42.0
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",527,501,95.1,501,77,15.4,125,25.0,143,28.5,156,31.1,299,59.7
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""",181,177,97.8,177,25,14.1,56,31.6,65,36.7,31,17.5,96,54.2
"Milford School District","=""0840011""","Live Oaks School","=""0841611""",134,131,97.8,131,21,16.0,34,26.0,46,35.1,30,22.9,76,58.0
"Milford School District","=""0840011""","Mathewson School","=""0841711""",211,202,95.7,202,26,12.9,58,28.7,70,34.7,48,23.8,118,58.4
"Milford School District","=""0840011""","Meadowside School","=""0840711""",145,140,96.6,140,23,16.4,47,33.6,47,33.6,23,16.4,70,50.0
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""",194,191,98.5,191,26,13.6,50,26.2,64,33.5,51,26.7,115,60.2
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",168,167,99.4,167,18,10.8,53,31.7,60,35.9,36,21.6,96,57.5
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",135,134,99.3,134,19,14.2,39,29.1,44,32.8,32,23.9,76,56.7
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",447,443,99.1,443,122,27.5,143,32.3,94,21.2,84,19.0,178,40.2
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""",259,257,99.2,257,13,5.1,42,16.3,88,34.2,114,44.4,202,78.6
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",786,781,99.4,781,115,14.7,205,26.2,255,32.7,206,26.4,461,59.0
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""",167,163,97.6,163,6,3.7,21,12.9,54,33.1,82,50.3,136,83.4
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",234,232,99.1,232,20,8.6,52,22.4,72,31.0,88,37.9,160,69.0
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",182,182,100.0,182,39,21.4,53,29.1,53,29.1,37,20.3,90,49.5
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",545,543,99.6,543,139,25.6,202,37.2,136,25.0,66,12.2,202,37.2
"Montville School District","=""0860011""","Mohegan School","=""0860111""",165,165,100.0,165,30,18.2,56,33.9,54,32.7,25,15.2,79,47.9
"Montville School District","=""0860011""","Oakdale School","=""0860511""",152,152,100.0,152,9,5.9,29,19.1,53,34.9,61,40.1,114,75.0
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",102,101,99.0,101,25,24.8,29,28.7,27,26.7,20,19.8,47,46.5
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",677,673,99.4,673,325,48.3,198,29.4,108,16.0,42,6.2,150,22.3
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",312,311,99.7,311,99,31.8,111,35.7,64,20.6,37,11.9,101,32.5
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",323,323,100.0,323,130,40.2,115,35.6,55,17.0,23,7.1,78,24.1
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",120,119,99.2,119,17,14.3,40,33.6,39,32.8,23,19.3,62,52.1
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",203,203,100.0,203,37,18.2,78,38.4,64,31.5,24,11.8,88,43.3
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",99,99,100.0,99,18,18.2,33,33.3,24,24.2,24,24.2,48,48.5
"Naugatuck School District","=""0880011""","Western School","=""0880711""",118,118,100.0,118,25,21.2,40,33.9,35,29.7,18,15.3,53,44.9
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc., Family Academy","=""2800113""",237,237,100.0,237,109,46.0,81,34.2,37,15.6,10,4.2,47,19.8
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""",24,22,91.7,22,"*","*","*","*",0,0.0,0,0.0,0,0.0
"New Britain School District","=""0890011""","Behavior Support","=""0891011""",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",224,224,100.0,224,138,61.6,49,21.9,26,11.6,11,4.9,37,16.5
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",482,482,100.0,482,309,64.1,122,25.3,40,8.3,11,2.3,51,10.6
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",191,189,99.0,189,107,56.6,50,26.5,22,11.6,10,5.3,32,16.9
"New Britain School District","=""0890011""","Hartford Detention Center","=""3480315""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Holmes School","=""0890611""",212,212,100.0,212,74,34.9,76,35.8,43,20.3,19,9.0,62,29.2
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",150,149,99.3,149,"*","*","*","*",61,40.9,42,28.2,103,69.1
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",212,211,99.5,211,103,48.8,73,34.6,27,12.8,8,3.8,35,16.6
"New Britain School District","=""0890011""","KEY Middle","=""0891711""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",270,267,98.9,267,160,59.9,68,25.5,"*","*","*","*",39,14.6
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""",28,27,96.4,27,"*","*","*","*",0,0.0,0,0.0,0,0.0
"New Britain School District","=""0890011""","Northend School","=""0890911""",134,134,100.0,134,98,73.1,27,20.1,9,6.7,0,0.0,9,6.7
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",750,743,99.1,742,537,72.4,161,21.7,36,4.9,8,1.1,44,5.9
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",725,719,99.2,719,515,71.6,161,22.4,36,5.0,7,1.0,43,6.0
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",301,300,99.7,300,248,82.7,"*","*","*","*",0,0.0,"*","*"
"New Britain School District","=""0890011""","Smith School","=""0891311""",283,283,100.0,283,145,51.2,92,32.5,39,13.8,7,2.5,46,16.3
"New Britain School District","=""0890011""","Steps","=""0891811""",32,32,100.0,31,"*","*","*","*",0,0.0,0,0.0,0,0.0
"New Britain School District","=""0890011""","Sunrise Intermediate","=""0890411""",11,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Sunrise Primary","=""0890211""",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Vance School","=""0891511""",266,265,99.6,265,154,58.1,76,28.7,29,10.9,6,2.3,35,13.2
"New Canaan School District","=""0900011""","East School","=""0900411""",245,243,99.2,243,"*","*","*","*",70,28.8,154,63.4,224,92.2
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",1332,1325,99.5,1325,70,5.3,286,21.6,355,26.8,614,46.3,969,73.1
"New Canaan School District","=""0900011""","South School","=""0900211""",241,237,98.3,237,7,3.0,19,8.0,71,30.0,140,59.1,211,89.0
"New Canaan School District","=""0900011""","West School","=""0900311""",210,210,100.0,210,"*","*","*","*",64,30.5,126,60.0,190,90.5
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",488,459,94.1,458,37,8.1,117,25.5,162,35.4,142,31.0,304,66.4
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",580,513,88.4,513,80,15.6,140,27.3,144,28.1,149,29.0,293,57.1
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",295,283,95.9,283,46,16.3,88,31.1,98,34.6,51,18.0,149,52.7
"New Haven School District","=""0930011""","Edgewood School","=""0931211""",283,281,99.3,281,141,50.2,81,28.8,23,8.2,36,12.8,59,21.0
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""",308,297,96.4,297,88,29.6,113,38.0,65,21.9,31,10.4,96,32.3
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""",301,296,98.3,296,217,73.3,64,21.6,15,5.1,0,0.0,15,5.1
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""",298,296,99.3,296,172,58.1,84,28.4,33,11.1,7,2.4,40,13.5
"New Haven School District","=""0930011""","Beecher School","=""0930311""",283,275,97.2,275,149,54.2,91,33.1,26,9.5,9,3.3,35,12.7
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""",292,291,99.7,291,147,50.5,90,30.9,40,13.7,14,4.8,54,18.6
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""",444,439,98.9,439,189,43.1,158,36.0,60,13.7,32,7.3,92,21.0
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""",303,302,99.7,302,159,52.6,95,31.5,"*","*","*","*",48,15.9
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""",211,210,99.5,210,147,70.0,48,22.9,9,4.3,6,2.9,15,7.1
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""",350,347,99.1,347,207,59.7,104,30.0,29,8.4,7,2.0,36,10.4
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""",336,336,100.0,336,178,53.0,108,32.1,"*","*","*","*",50,14.9
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""",273,268,98.2,268,122,45.5,114,42.5,"*","*","*","*",32,11.9
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""",398,395,99.2,395,180,45.6,123,31.1,69,17.5,23,5.8,92,23.3
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""",292,292,100.0,292,122,41.8,90,30.8,54,18.5,26,8.9,80,27.4
"New Haven School District","=""0930011""","Domus Academy","=""0935611""",42,36,85.7,36,36,100.0,0,0.0,0,0.0,0,0.0,0,0.0
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""",273,271,99.3,271,119,43.9,92,33.9,44,16.2,16,5.9,60,22.1
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""",272,272,100.0,272,61,22.4,92,33.8,52,19.1,67,24.6,119,43.8
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""",546,538,98.5,530,420,79.2,90,17.0,"*","*","*","*",20,3.8
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""",311,310,99.7,310,178,57.4,97,31.3,28,9.0,7,2.3,35,11.3
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""",271,269,99.3,269,112,41.6,98,36.4,44,16.4,15,5.6,59,21.9
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""",337,337,100.0,337,161,47.8,130,38.6,38,11.3,8,2.4,46,13.6
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""",243,240,98.8,240,136,56.7,74,30.8,"*","*","*","*",30,12.5
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",304,299,98.4,299,156,52.2,93,31.1,38,12.7,12,4.0,50,16.7
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""",161,159,98.8,159,73,45.9,60,37.7,"*","*","*","*",26,16.4
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",285,281,98.6,281,93,33.1,101,35.9,54,19.2,33,11.7,87,31.0
"New Haven School District","=""0930011""","NHPS Self Contained Autism","=""0934411""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","NHPS Self Contained Intellectually Disabled","=""0935011""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Quinnipiac Real World Math STEM School","=""0933511""",126,126,100.0,126,56,44.4,44,34.9,20,15.9,6,4.8,26,20.6
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""",398,398,100.0,398,223,56.0,128,32.2,36,9.0,11,2.8,47,11.8
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""",166,166,100.0,166,79,47.6,60,36.1,"*","*","*","*",27,16.3
"New Haven School District","=""0930011""","Truman School","=""0932911""",319,318,99.7,318,183,57.5,95,29.9,33,10.4,7,2.2,40,12.6
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""",68,68,100.0,68,18,26.5,16,23.5,28,41.2,6,8.8,34,50.0
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""",254,252,99.2,246,151,61.4,73,29.7,"*","*","*","*",22,8.9
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""",283,270,95.4,270,36,13.3,53,19.6,68,25.2,113,41.9,181,67.0
"New London School District","=""0950011""","Jennings School","=""0950311""",279,275,98.6,272,171,62.9,65,23.9,28,10.3,8,2.9,36,13.2
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""",600,594,99.0,593,318,53.6,200,33.7,55,9.3,20,3.4,75,12.6
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""",278,277,99.6,277,135,48.7,79,28.5,50,18.1,13,4.7,63,22.7
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""",272,271,99.6,271,115,42.4,77,28.4,50,18.5,29,10.7,79,29.2
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""",961,927,96.5,927,159,17.2,272,29.3,309,33.3,187,20.2,496,53.5
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""",1013,906,89.4,906,263,29.0,282,31.1,205,22.6,156,17.2,361,39.8
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""",191,189,99.0,189,19,10.1,44,23.3,70,37.0,56,29.6,126,66.7
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""",116,116,100.0,116,19,16.4,36,31.0,37,31.9,24,20.7,61,52.6
"Newington School District","=""0940011""","John Paterson School","=""0940811""",160,160,100.0,160,18,11.3,40,25.0,62,38.8,40,25.0,102,63.8
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""",661,659,99.7,659,166,25.2,195,29.6,162,24.6,136,20.6,298,45.2
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""",615,613,99.7,613,125,20.4,201,32.8,170,27.7,117,19.1,287,46.8
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""",152,151,99.3,151,19,12.6,46,30.5,54,35.8,32,21.2,86,57.0
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""",136,135,99.3,135,"*","*","*","*",42,31.1,61,45.2,103,76.3
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""",152,150,98.7,150,"*","*","*","*",46,30.7,74,49.3,120,80.0
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""",161,161,100.0,161,15,9.3,41,25.5,58,36.0,47,29.2,105,65.2
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""",803,798,99.4,798,60,7.5,159,19.9,224,28.1,355,44.5,579,72.6
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""",691,681,98.6,681,65,9.5,151,22.2,209,30.7,256,37.6,465,68.3
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""",136,136,100.0,136,19,14.0,31,22.8,51,37.5,35,25.7,86,63.2
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",57,57,100.0,57,10,17.5,16,28.1,19,33.3,12,21.1,31,54.4
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""",476,453,95.2,453,107,23.6,154,34.0,112,24.7,80,17.7,192,42.4
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""",396,385,97.2,385,56,14.5,126,32.7,124,32.2,79,20.5,203,52.7
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",157,155,98.7,155,31,20.0,48,31.0,53,34.2,23,14.8,76,49.0
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""",170,170,100.0,170,19,11.2,55,32.4,52,30.6,44,25.9,96,56.5
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""",161,155,96.3,155,18,11.6,36,23.2,46,29.7,55,35.5,101,65.2
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""",168,168,100.0,168,18,10.7,51,30.4,58,34.5,41,24.4,99,58.9
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""",777,745,95.9,745,108,14.5,211,28.3,208,27.9,218,29.3,426,57.2
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""",201,198,98.5,198,15,7.6,40,20.2,57,28.8,86,43.4,143,72.2
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""",165,164,99.4,164,"*","*","*","*",41,25.0,111,67.7,152,92.7
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""",175,173,98.9,173,"*","*",64,37.0,53,30.6,"*","*","*","*"
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""",211,211,100.0,211,60,28.4,74,35.1,49,23.2,28,13.3,77,36.5
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""",151,147,97.4,146,36,24.7,47,32.2,33,22.6,30,20.5,63,43.2
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""",213,211,99.1,211,44,20.9,57,27.0,66,31.3,44,20.9,110,52.1
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""",194,194,100.0,193,47,24.4,66,34.2,50,25.9,30,15.5,80,41.5
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""",297,296,99.7,296,83,28.0,103,34.8,72,24.3,38,12.8,110,37.2
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""",277,275,99.3,275,97,35.3,84,30.5,62,22.5,32,11.6,94,34.2
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""",231,230,99.6,230,66,28.7,71,30.9,57,24.8,36,15.7,93,40.4
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""",208,207,99.5,207,46,22.2,70,33.8,66,31.9,25,12.1,91,44.0
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""",670,655,97.8,655,249,38.0,214,32.7,124,18.9,68,10.4,192,29.3
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""",659,657,99.7,656,373,56.9,152,23.2,81,12.3,50,7.6,131,20.0
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""",477,477,100.0,477,185,38.8,148,31.0,75,15.7,69,14.5,144,30.2
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""",202,199,98.5,198,23,11.6,54,27.3,52,26.3,69,34.8,121,61.1
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""",250,250,100.0,250,62,24.8,93,37.2,65,26.0,30,12.0,95,38.0
"Norwalk School District","=""1030011""","Tracey School","=""1031411""",195,193,99.0,193,63,32.6,61,31.6,45,23.3,24,12.4,69,35.8
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""",669,663,99.1,662,295,44.6,203,30.7,93,14.0,71,10.7,164,24.8
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""",156,156,100.0,156,46,29.5,41,26.3,36,23.1,33,21.2,69,44.2
"Norwich School District","=""1040011""","IRS Program at Moriarty","=""1040911""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","IRS Program at Uncas","=""1040711""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""",162,161,99.4,161,61,37.9,60,37.3,27,16.8,13,8.1,40,24.8
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""",736,730,99.2,728,378,51.9,231,31.7,86,11.8,33,4.5,119,16.3
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""",211,209,99.1,209,87,41.6,81,38.8,31,14.8,10,4.8,41,19.6
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""",174,172,98.9,172,42,24.4,58,33.7,35,20.3,37,21.5,72,41.9
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""",340,340,100.0,340,171,50.3,104,30.6,52,15.3,13,3.8,65,19.1
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""",135,135,100.0,135,44,32.6,53,39.3,26,19.3,12,8.9,38,28.1
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""",113,113,100.0,113,60,53.1,31,27.4,16,14.2,6,5.3,22,19.5
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""",165,165,100.0,165,76,46.1,56,33.9,21,12.7,12,7.3,33,20.0
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""",116,116,100.0,116,61,52.6,31,26.7,"*","*","*","*",24,20.7
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""",216,215,99.5,215,69,32.1,66,30.7,56,26.0,24,11.2,80,37.2
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""",527,520,98.7,520,69,13.3,174,33.5,140,26.9,137,26.3,277,53.3
"Orange School District","=""1070011""","Peck Place School","=""1070511""",261,261,100.0,261,17,6.5,64,24.5,97,37.2,83,31.8,180,69.0
"Orange School District","=""1070011""","Race Brook School","=""1070311""",264,260,98.5,260,21,8.1,63,24.2,97,37.3,79,30.4,176,67.7
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""",207,198,95.7,198,17,8.6,41,20.7,74,37.4,66,33.3,140,70.7
"Oxford School District","=""1080011""","Alternative Education","=""1080411""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Great Oak School","=""1085111""",485,475,97.9,475,97,20.4,157,33.1,136,28.6,85,17.9,221,46.5
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""",474,469,98.9,469,58,12.4,129,27.5,159,33.9,123,26.2,282,60.1
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""",348,346,99.4,346,149,43.1,121,35.0,49,14.2,27,7.8,76,22.0
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""",84,84,100.0,84,18,21.4,24,28.6,24,28.6,18,21.4,42,50.0
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""",520,516,99.2,516,123,23.8,190,36.8,137,26.6,66,12.8,203,39.3
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""",328,328,100.0,328,68,20.7,131,39.9,91,27.7,38,11.6,129,39.3
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""",87,87,100.0,87,10,11.5,21,24.1,36,41.4,20,23.0,56,64.4
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""",123,123,100.0,123,24,19.5,39,31.7,43,35.0,17,13.8,60,48.8
"Plainville School District","=""1100011""","Linden Street School","=""1100211""",198,198,100.0,198,39,19.7,68,34.3,57,28.8,34,17.2,91,46.0
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""",180,179,99.4,179,24,13.4,48,26.8,58,32.4,49,27.4,107,59.8
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""",537,536,99.8,536,151,28.2,194,36.2,120,22.4,71,13.2,191,35.6
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""",335,329,98.2,329,103,31.3,100,30.4,76,23.1,50,15.2,126,38.3
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""",165,165,100.0,165,31,18.8,65,39.4,49,29.7,20,12.1,69,41.8
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""",162,161,99.4,161,14,8.7,46,28.6,52,32.3,49,30.4,101,62.7
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
