"Smarter Balanced Assessments, 2014-15"
"All Districts, Math, All Grades Combined, All Students"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""",26,26,100.0,26,17,65.4,"*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""",342,338,98.8,338,168,49.7,100,29.6,45,13.3,25,7.4,70,20.7
"Hartford School District","=""0640011""","Clark School","=""0642411""",184,168,91.3,165,139,84.2,"*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""",407,301,74.0,301,176,58.5,73,24.3,38,12.6,14,4.7,52,17.3
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""",63,43,68.3,43,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Hartford School District","=""0640011""","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""",404,401,99.3,401,245,61.1,101,25.2,40,10.0,15,3.7,55,13.7
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""",55,55,100.0,55,32,58.2,17,30.9,"*","*","*","*",6,10.9
"Hartford School District","=""0640011""","EDP - Betances Early Reading Lab","=""0645811""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","EDP - HPHS Academy of Engineering and Green Technology","=""0648211""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","EDP - M.D. Fox","=""0645911""",29,24,82.8,24,"*","*",0,0.0,"*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","EDP - McDonough Expeditionary Learning School","=""0648111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""",358,356,99.4,356,112,31.5,110,30.9,83,23.3,51,14.3,134,37.6
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""",253,253,100.0,253,147,58.1,84,33.2,"*","*","*","*",22,8.7
"Hartford School District","=""0640011""","Fred D. Wish Museum School","=""0642211""",179,174,97.2,172,142,82.6,21,12.2,9,5.2,0,0.0,9,5.2
"Hartford School District","=""0640011""","Global Communications Academy","=""0643611""",316,296,93.7,296,179,60.5,86,29.1,24,8.1,7,2.4,31,10.5
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""",59,59,100.0,59,30,50.8,18,30.5,"*","*","*","*",11,18.6
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""",81,72,88.9,72,57,79.2,12,16.7,"*","*","*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""",82,58,70.7,58,50,86.2,"*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""",89,7,7.9,7,"*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""",699,695,99.4,695,360,51.8,190,27.3,91,13.1,54,7.8,145,20.9
"Hartford School District","=""0640011""","High School Inc.","=""0647611""",78,68,87.2,68,58,85.3,"*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","High Step Transition","=""0648411""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Kennelly School","=""0641011""",391,385,98.5,385,252,65.5,105,27.3,"*","*","*","*",28,7.3
"Hartford School District","=""0640011""","M. D. Fox Elementary School","=""0640811""",340,335,98.5,332,257,77.4,65,19.6,"*","*","*","*",10,3.0
"Hartford School District","=""0640011""","M. L. King School","=""0641611""",193,192,99.5,191,151,79.1,33,17.3,"*","*","*","*",7,3.7
"Hartford School District","=""0640011""","MDP - HPHS Law and Government Academy","=""0644911""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","McDonough Expeditionary Learning School","=""0641211""",253,252,99.6,252,211,83.7,34,13.5,7,2.8,0,0.0,7,2.8
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""",203,199,98.0,198,165,83.3,28,14.1,"*","*","*","*","*","*"
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""",88,86,97.7,86,24,27.9,32,37.2,18,20.9,12,14.0,30,34.9
"Hartford School District","=""0640011""","Montessori Magnet at Moylan School","=""0640511""",26,26,100.0,26,16,61.5,"*","*",6,23.1,"*","*","*","*"
"Hartford School District","=""0640011""","New Visions Program","=""0642711""",31,6,19.4,6,"*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""",347,345,99.4,345,110,31.9,125,36.2,64,18.6,46,13.3,110,31.9
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",25,"*","*",0,"*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""",207,206,99.5,206,143,69.4,46,22.3,"*","*","*","*",17,8.3
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",91,82,90.1,82,54,65.9,18,22.0,"*","*","*","*",10,12.2
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""",476,476,100.0,476,190,39.9,186,39.1,76,16.0,24,5.0,100,21.0
"Hartford School District","=""0640011""","Renzulli Academy","=""0644011""",92,57,62.0,57,"*","*",24,42.1,17,29.8,"*","*","*","*"
"Hartford School District","=""0640011""","SAND School","=""0640111""",225,223,99.1,222,194,87.4,"*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""",241,239,99.2,238,67,28.2,66,27.7,43,18.1,62,26.1,105,44.1
"Hartford School District","=""0640011""","STEM Magnet School at Dwight","=""0643811""",237,237,100.0,237,114,48.1,70,29.5,28,11.8,25,10.5,53,22.4
"Hartford School District","=""0640011""","Sanchez School","=""0643011""",185,185,100.0,185,104,56.2,56,30.3,"*","*","*","*",25,13.5
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""",286,281,98.3,280,191,68.2,71,25.4,18,6.4,0,0.0,18,6.4
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""",173,172,99.4,170,131,77.1,31,18.2,"*","*","*","*",8,4.7
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",358,337,94.1,337,178,52.8,93,27.6,47,13.9,19,5.6,66,19.6
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""",98,97,99.0,97,33,34.0,22,22.7,24,24.7,18,18.6,42,43.3
"Hartford School District","=""0640011""","West Middle School","=""0642111""",229,225,98.3,225,121,53.8,68,30.2,29,12.9,7,3.1,36,16.0
"Hartland School District","=""0650011""","Hartland School","=""0650111""",137,135,98.5,135,33,24.4,44,32.6,46,34.1,12,8.9,58,43.0
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""",491,490,99.8,490,82,16.7,167,34.1,167,34.1,74,15.1,241,49.2
"Highville Charter School District","=""2860013""","Highville Charter School","=""2860113""",212,212,100.0,212,110,51.9,78,36.8,"*","*","*","*",24,11.3
"Integrated Day Charter School District","=""2640013""","Integrated Day Charter School","=""2640113""",198,198,100.0,195,75,38.5,62,31.8,34,17.4,24,12.3,58,29.7
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",253,252,99.6,251,139,55.4,66,26.3,38,15.1,8,3.2,46,18.3
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",427,425,99.5,425,191,44.9,165,38.8,56,13.2,13,3.1,69,16.2
"Kent School District","=""0680011""","Kent Center School","=""0680111""",164,162,98.8,162,16,9.9,36,22.2,77,47.5,33,20.4,110,67.9
"Killingly School District","=""0690011""","Killingly Alternative Learning Program","=""0690611""",9,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""",164,163,99.4,163,30,18.4,71,43.6,50,30.7,12,7.4,62,38.0
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",168,160,95.2,160,86,53.8,42,26.3,24,15.0,8,5.0,32,20.0
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""",694,688,99.1,687,233,33.9,265,38.6,145,21.1,44,6.4,189,27.5
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""",174,171,98.3,171,39,22.8,76,44.4,50,29.2,6,3.5,56,32.7
"Learn","=""2450014""","Connecticut River Academy","=""2456014""",88,87,98.9,85,49,57.6,22,25.9,"*","*","*","*",14,16.5
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""",133,133,100.0,133,65,48.9,47,35.3,14,10.5,7,5.3,21,15.8
"Learn","=""2450014""","LEARN Kelly Middle School Intensive Program","=""2450914""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","LEARN SAILS Middle School Program","=""2450814""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","LEARN SAILS Program at Salem","=""2451014""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""",75,70,93.3,70,23,32.9,19,27.1,18,25.7,10,14.3,28,40.0
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""",242,236,97.5,236,62,26.3,90,38.1,58,24.6,26,11.0,84,35.6
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""",33,33,100.0,33,16,48.5,10,30.3,"*","*","*","*",7,21.2
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""",132,127,96.2,127,19,15.0,37,29.1,49,38.6,22,17.3,71,55.9
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""",338,324,95.9,324,61,18.8,116,35.8,78,24.1,69,21.3,147,45.4
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",103,98,95.1,98,35,35.7,25,25.5,23,23.5,15,15.3,38,38.8
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""",154,153,99.4,152,38,25.0,62,40.8,31,20.4,21,13.8,52,34.2
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""",284,284,100.0,283,47,16.6,112,39.6,72,25.4,52,18.4,124,43.8
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""",255,253,99.2,253,63,24.9,84,33.2,76,30.0,30,11.9,106,41.9
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",225,211,93.8,211,57,27.0,60,28.4,54,25.6,40,19.0,94,44.5
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""",343,339,98.8,338,76,22.5,91,26.9,89,26.3,82,24.3,171,50.6
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""",258,255,98.8,255,80,31.4,114,44.7,47,18.4,14,5.5,61,23.9
"Litchfield School District","=""0740011""","Center School","=""0740211""",70,70,100.0,70,"*","*",12,17.1,30,42.9,24,34.3,54,77.1
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",261,254,97.3,254,54,21.3,64,25.2,67,26.4,69,27.2,136,53.5
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""",231,230,99.6,230,28,12.2,55,23.9,80,34.8,67,29.1,147,63.9
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",303,41,13.5,41,35,85.4,"*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""",485,449,92.6,449,74,16.5,154,34.3,136,30.3,85,18.9,221,49.2
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""",124,89,71.8,89,"*","*","*","*",37,41.6,"*","*","*","*"
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""",156,152,97.4,152,"*","*","*","*",62,40.8,56,36.8,118,77.6
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""",103,101,98.1,101,"*","*",20,19.8,"*","*",43,42.6,"*","*"
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""",544,493,90.6,492,45,9.1,145,29.5,145,29.5,157,31.9,302,61.4
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""",23,18,78.3,18,"*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Bowers School","=""0770111""",201,201,100.0,201,71,35.3,64,31.8,49,24.4,17,8.5,66,32.8
"Manchester School District","=""0770011""","Buckley School","=""0770311""",162,158,97.5,157,23,14.6,54,34.4,49,31.2,31,19.7,80,51.0
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""",412,412,100.0,412,163,39.6,132,32.0,71,17.2,46,11.2,117,28.4
"Manchester School District","=""0770011""","Highland Park School","=""0770411""",137,137,100.0,137,35,25.5,40,29.2,39,28.5,23,16.8,62,45.3
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""",780,769,98.6,769,350,45.5,237,30.8,118,15.3,64,8.3,182,23.7
"Manchester School District","=""0770011""","Keeney School","=""0770611""",145,144,99.3,144,40,27.8,54,37.5,31,21.5,19,13.2,50,34.7
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",347,171,49.3,169,103,60.9,28,16.6,25,14.8,13,7.7,38,22.5
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",24,7,29.2,7,"*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Martin School","=""0771611""",132,132,100.0,132,47,35.6,41,31.1,34,25.8,10,7.6,44,33.3
"Manchester School District","=""0770011""","New Horizons","=""0770711""",10,0,"*",0,"*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","Robertson School","=""0771011""",149,145,97.3,143,57,39.9,49,34.3,26,18.2,11,7.7,37,25.9
"Manchester School District","=""0770011""","Verplanck School","=""0771211""",189,187,98.9,187,103,55.1,55,29.4,21,11.2,8,4.3,29,15.5
"Manchester School District","=""0770011""","Waddell School","=""0771311""",155,150,96.8,150,42,28.0,56,37.3,46,30.7,6,4.0,52,34.7
"Manchester School District","=""0770011""","Washington School","=""0771411""",169,168,99.4,168,103,61.3,45,26.8,18,10.7,"*","*","*","*"
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""",100,99,99.0,99,"*","*","*","*",23,23.2,54,54.5,77,77.8
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""",68,63,92.6,63,"*","*","*","*",22,34.9,21,33.3,43,68.3
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""",511,471,92.2,469,49,10.4,110,23.5,110,23.5,200,42.6,310,66.1
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""",101,99,98.0,99,12,12.1,19,19.2,28,28.3,40,40.4,68,68.7
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",367,366,99.7,366,32,8.7,87,23.8,126,34.4,121,33.1,247,67.5
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""",193,191,99.0,191,77,40.3,65,34.0,27,14.1,22,11.5,49,25.7
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""",325,322,99.1,322,133,41.3,101,31.4,68,21.1,20,6.2,88,27.3
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",217,201,92.6,199,117,58.8,51,25.6,24,12.1,7,3.5,31,15.6
"Meriden School District","=""0800011""","Hanover School","=""0800311""",244,235,96.3,235,115,48.9,66,28.1,41,17.4,13,5.5,54,23.0
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""",271,257,94.8,257,116,45.1,89,34.6,43,16.7,9,3.5,52,20.2
"Meriden School District","=""0800011""","John Barry School","=""0800511""",254,250,98.4,250,142,56.8,74,29.6,27,10.8,7,2.8,34,13.6
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""",741,735,99.2,734,413,56.3,226,30.8,73,9.9,22,3.0,95,12.9
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""",300,296,98.7,296,157,53.0,86,29.1,37,12.5,16,5.4,53,17.9
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",216,207,95.8,207,143,69.1,42,20.3,"*","*","*","*",22,10.6
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""",205,202,98.5,202,92,45.5,61,30.2,39,19.3,10,5.0,49,24.3
"Meriden School District","=""0800011""","STEP-Meriden School District","=""0800911""",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","STEPS-Meriden School District","=""0801211""",20,18,90.0,17,"*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""",158,157,99.4,157,36,22.9,52,33.1,47,29.9,22,14.0,69,43.9
"Meriden School District","=""0800011""","Venture Academy-Meriden School District","=""0801311""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""",664,648,97.6,646,397,61.5,173,26.8,57,8.8,19,2.9,76,11.8
"Middletown School District","=""0830011""","Bielefield School","=""0830211""",143,143,100.0,143,53,37.1,42,29.4,34,23.8,14,9.8,48,33.6
"Middletown School District","=""0830011""","Evening Program - MHS","=""0831611""",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""",175,174,99.4,174,66,37.9,56,32.2,33,19.0,19,10.9,52,29.9
"Middletown School District","=""0830011""","ICM - Lawrence","=""0830711""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","ICM - Macdonough","=""0831011""",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""",356,356,100.0,356,128,36.0,101,28.4,55,15.4,72,20.2,127,35.7
"Middletown School District","=""0830011""","Lawrence School","=""0831311""",131,131,100.0,131,30,22.9,43,32.8,33,25.2,25,19.1,58,44.3
"Middletown School District","=""0830011""","MHS - Alternative Education Program 1","=""0831811""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MHS - Alternative Education Program 2","=""0831911""",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MacDonough School","=""0830911""",94,94,100.0,94,45,47.9,29,30.9,14,14.9,6,6.4,20,21.3
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",278,276,99.3,276,178,64.5,59,21.4,32,11.6,7,2.5,39,14.1
"Middletown School District","=""0830011""","Moody School","=""0831211""",137,137,100.0,137,19,13.9,33,24.1,43,31.4,42,30.7,85,62.0
"Middletown School District","=""0830011""","OASIS","=""0830311""",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Snow School","=""0831111""",132,132,100.0,132,37,28.0,35,26.5,39,29.5,21,15.9,60,45.5
"Middletown School District","=""0830011""","Spencer School","=""0830111""",151,148,98.0,148,34,23.0,50,33.8,45,30.4,19,12.8,64,43.2
"Middletown School District","=""0830011""","Transition to Life Center","=""0839111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Wesley School","=""0831411""",146,145,99.3,145,22,15.2,55,37.9,42,29.0,26,17.9,68,46.9
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""",647,643,99.4,643,239,37.2,219,34.1,119,18.5,66,10.3,185,28.8
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""",260,259,99.6,259,53,20.5,102,39.4,76,29.3,28,10.8,104,40.2
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""",483,481,99.6,480,103,21.5,184,38.3,113,23.5,80,16.7,193,40.2
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""",559,538,96.2,537,116,21.6,138,25.7,152,28.3,131,24.4,283,52.7
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",218,210,96.3,210,87,41.4,59,28.1,40,19.0,24,11.4,64,30.5
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",223,191,85.7,191,50,26.2,59,30.9,58,30.4,24,12.6,82,42.9
"Milford School District","=""0840011""","Meadowside School","=""0840711""",387,377,97.4,377,56,14.9,110,29.2,123,32.6,88,23.3,211,56.0
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""",320,316,98.8,315,52,16.5,98,31.1,93,29.5,72,22.9,165,52.4
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""",370,369,99.7,369,73,19.8,144,39.0,104,28.2,48,13.0,152,41.2
"Milford School District","=""0840011""","The Academy","=""0840311""",25,19,76.0,19,"*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""",463,459,99.1,459,133,29.0,151,32.9,98,21.4,77,16.8,175,38.1
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""",286,284,99.3,284,25,8.8,66,23.2,94,33.1,99,34.9,193,68.0
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""",753,744,98.8,744,133,17.9,222,29.8,224,30.1,165,22.2,389,52.3
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",278,273,98.2,273,44,16.1,63,23.1,95,34.8,71,26.0,166,60.8
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""",169,165,97.6,165,18,10.9,30,18.2,61,37.0,56,33.9,117,70.9
"Monroe School District","=""0850011""","REAL","=""0850411""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""",241,238,98.8,238,25,10.5,59,24.8,85,35.7,69,29.0,154,64.7
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""",169,169,100.0,169,45,26.6,58,34.3,45,26.6,21,12.4,66,39.1
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""",548,543,99.1,543,146,26.9,208,38.3,119,21.9,70,12.9,189,34.8
"Montville School District","=""0860011""","Mohegan School","=""0860111""",175,174,99.4,174,51,29.3,70,40.2,45,25.9,8,4.6,53,30.5
"Montville School District","=""0860011""","Montville High School","=""0866111""",167,159,95.2,159,75,47.2,40,25.2,26,16.4,18,11.3,44,27.7
"Montville School District","=""0860011""","Oakdale School","=""0860511""",168,168,100.0,168,21,12.5,59,35.1,49,29.2,39,23.2,88,52.4
"Montville School District","=""0860011""","Palmer Academy","=""0869011""",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""",99,97,98.0,97,20,20.6,31,32.0,31,32.0,15,15.5,46,47.4
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""",669,662,99.0,660,284,43.0,218,33.0,121,18.3,37,5.6,158,23.9
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""",337,333,98.8,333,119,35.7,115,34.5,58,17.4,41,12.3,99,29.7
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""",316,313,99.1,313,140,44.7,106,33.9,52,16.6,15,4.8,67,21.4
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""",134,133,99.3,133,"*","*",57,42.9,38,28.6,"*","*","*","*"
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""",195,195,100.0,195,48,24.6,73,37.4,55,28.2,19,9.7,74,37.9
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",305,283,92.8,283,137,48.4,73,25.8,48,17.0,25,8.8,73,25.8
"Naugatuck School District","=""0880011""","Salem School","=""0880611""",100,100,100.0,100,33,33.0,38,38.0,"*","*","*","*",29,29.0
"Naugatuck School District","=""0880011""","Western School","=""0880711""",110,110,100.0,110,23,20.9,34,30.9,39,35.5,14,12.7,53,48.2
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc., Family Academy","=""2800113""",242,242,100.0,242,111,45.9,89,36.8,"*","*","*","*",42,17.4
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""",28,20,71.4,19,"*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""",225,225,100.0,225,136,60.4,58,25.8,"*","*","*","*",31,13.8
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""",444,442,99.5,442,263,59.5,128,29.0,42,9.5,9,2.0,51,11.5
"New Britain School District","=""0890011""","Gaffney School","=""0890511""",181,179,98.9,179,87,48.6,46,25.7,27,15.1,19,10.6,46,25.7
"New Britain School District","=""0890011""","Holmes School","=""0890611""",249,247,99.2,244,86,35.2,86,35.2,51,20.9,21,8.6,72,29.5
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""",159,159,100.0,159,"*","*","*","*",66,41.5,52,32.7,118,74.2
"New Britain School District","=""0890011""","Jefferson School","=""0890711""",205,203,99.0,203,107,52.7,60,29.6,29,14.3,7,3.4,36,17.7
"New Britain School District","=""0890011""","Lincoln School","=""0890811""",276,269,97.5,269,147,54.6,62,23.0,39,14.5,21,7.8,60,22.3
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",484,464,95.9,464,311,67.0,89,19.2,45,9.7,19,4.1,64,13.8
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""",30,29,96.7,29,"*","*","*","*",0,0.0,0,0.0,0,0.0
"New Britain School District","=""0890011""","Northend School","=""0890911""",140,136,97.1,135,109,80.7,18,13.3,8,5.9,0,0.0,8,5.9
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""",768,765,99.6,765,559,73.1,156,20.4,"*","*","*","*",50,6.5
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""",770,763,99.1,763,548,71.8,172,22.5,37,4.8,6,0.8,43,5.6
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""",311,306,98.4,306,229,74.8,63,20.6,"*","*","*","*",14,4.6
"New Britain School District","=""0890011""","Smith School","=""0891311""",280,279,99.6,279,136,48.7,89,31.9,44,15.8,10,3.6,54,19.4
"New Britain School District","=""0890011""","Vance School","=""0891511""",244,243,99.6,243,143,58.8,67,27.6,25,10.3,8,3.3,33,13.6
"New Canaan School District","=""0900011""","East School","=""0900411""",246,244,99.2,244,11,4.5,29,11.9,92,37.7,112,45.9,204,83.6
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",272,265,97.4,265,"*","*",54,20.4,75,28.3,"*","*","*","*"
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""",1290,1257,97.4,1257,106,8.4,256,20.4,330,26.3,565,44.9,895,71.2
"New Canaan School District","=""0900011""","South School","=""0900211""",245,235,95.9,235,10,4.3,40,17.0,78,33.2,107,45.5,185,78.7
"New Canaan School District","=""0900011""","West School","=""0900311""","*","*","*","*","*","*","*","*","*","*",108,55.4,"*","*"
"New Fairfield School District","=""0910011""","Day Alternative Learning Program","=""0910411""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""",522,493,94.4,492,62,12.6,153,31.1,164,33.3,113,23.0,277,56.3
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""",624,589,94.4,588,142,24.1,198,33.7,143,24.3,105,17.9,248,42.2
