"Physical Fitness Tests: Students Reaching Health Standard, 2011-12"
"All Districts, All Schools"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,,,"Students Reaching Health Standard (%)"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Grade 8","Curl Up","N/A"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Grade 8","Mile Run","N/A"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Grade 8","Push Up","N/A"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Grade 8","Sit and Reach","N/A"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Grade 10","All Tests - School",33.3
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Grade 10","Curl Up",75.0
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Grade 10","Mile Run",66.7
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Grade 10","Push Up",54.2
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Grade 10","Sit and Reach",66.7
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Grade 4","All Tests - School","N/A"
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Grade 4","Curl Up","N/A"
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Grade 4","Mile Run","N/A"
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Grade 4","Push Up","N/A"
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Grade 4","Sit and Reach","N/A"
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Grade 6","All Tests - School",43.7
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Grade 6","Curl Up",82.1
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Grade 6","Mile Run",71.1
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Grade 6","Push Up",63.2
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Grade 6","Sit and Reach",80.5
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Grade 8","All Tests - School",44.5
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Grade 8","Curl Up",74.0
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Grade 8","Mile Run",68.0
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Grade 8","Push Up",66.0
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Grade 8","Sit and Reach",84.0
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Grade 10","All Tests - School","N/A"
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Grade 10","Curl Up","N/A"
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Grade 10","Mile Run","N/A"
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Grade 10","Push Up","N/A"
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Grade 10","Sit and Reach","N/A"
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Grade 4","All Tests - School","N/A"
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Grade 4","Curl Up","N/A"
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Grade 4","Mile Run","N/A"
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Grade 4","Push Up","N/A"
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Grade 4","Sit and Reach","N/A"
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Grade 6","All Tests - School",57.5
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Grade 6","Curl Up",86.9
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Grade 6","Mile Run",96.1
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Grade 6","Push Up",68.0
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Grade 6","Sit and Reach",81.7
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Grade 8","All Tests - School",58.7
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Grade 8","Curl Up",91.3
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Grade 8","Mile Run",88.9
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Grade 8","Push Up",76.2
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Grade 8","Sit and Reach",77.8
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Grade 10","All Tests - School","N/A"
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Grade 10","Curl Up","N/A"
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Grade 10","Mile Run","N/A"
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Grade 10","Push Up","N/A"
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Grade 10","Sit and Reach","N/A"
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Grade 4","All Tests - School",77.0
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Grade 4","Curl Up",98.4
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Grade 4","Mile Run",90.2
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Grade 4","Push Up",85.2
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Grade 4","Sit and Reach",96.7
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Grade 6","All Tests - School","N/A"
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Grade 6","Curl Up","N/A"
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Grade 6","Mile Run","N/A"
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Grade 6","Push Up","N/A"
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Grade 6","Sit and Reach","N/A"
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Grade 8","All Tests - School","N/A"
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Grade 8","Curl Up","N/A"
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Grade 8","Mile Run","N/A"
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Grade 8","Push Up","N/A"
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Grade 8","Sit and Reach","N/A"
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Grade 10","All Tests - School","N/A"
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Grade 10","Curl Up","N/A"
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Grade 10","Mile Run","N/A"
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Grade 10","Push Up","N/A"
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Grade 10","Sit and Reach","N/A"
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Grade 4","All Tests - School",66.1
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Grade 4","Curl Up",69.5
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Grade 4","Mile Run",81.4
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Grade 4","Push Up",81.4
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Grade 4","Sit and Reach",79.7
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Grade 6","All Tests - School","N/A"
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Grade 6","Curl Up","N/A"
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Grade 6","Mile Run","N/A"
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Grade 6","Push Up","N/A"
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Grade 6","Sit and Reach","N/A"
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Grade 8","All Tests - School","N/A"
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Grade 8","Curl Up","N/A"
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Grade 8","Mile Run","N/A"
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Grade 8","Push Up","N/A"
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Grade 8","Sit and Reach","N/A"
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Grade 10","All Tests - School","N/A"
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Grade 10","Curl Up","N/A"
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Grade 10","Mile Run","N/A"
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Grade 10","Push Up","N/A"
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Grade 10","Sit and Reach","N/A"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Grade 4","All Tests - School",61.9
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Grade 4","Curl Up",96.8
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Grade 4","Mile Run",100.0
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Grade 4","Push Up",79.4
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Grade 4","Sit and Reach",68.3
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Grade 6","All Tests - School","N/A"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Grade 6","Curl Up","N/A"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Grade 6","Mile Run","N/A"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Grade 6","Push Up","N/A"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Grade 6","Sit and Reach","N/A"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Grade 8","All Tests - School","N/A"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Grade 8","Curl Up","N/A"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Grade 8","Mile Run","N/A"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Grade 8","Push Up","N/A"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Grade 8","Sit and Reach","N/A"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Grade 10","All Tests - School","N/A"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Grade 10","Curl Up","N/A"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Grade 10","Mile Run","N/A"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Grade 10","Push Up","N/A"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Grade 10","Sit and Reach","N/A"
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Grade 4","All Tests - School","N/A"
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Grade 4","Curl Up","N/A"
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Grade 4","Mile Run","N/A"
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Grade 4","Push Up","N/A"
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Grade 4","Sit and Reach","N/A"
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Grade 6","All Tests - School",52.1
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Grade 6","Curl Up",92.3
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Grade 6","Mile Run",62.1
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Grade 6","Push Up",75.1
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Grade 6","Sit and Reach",82.2
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Grade 8","All Tests - School",39.6
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Grade 8","Curl Up",93.5
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Grade 8","Mile Run",53.9
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Grade 8","Push Up",74.7
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Grade 8","Sit and Reach",81.2
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Grade 10","All Tests - School","N/A"
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Grade 10","Curl Up","N/A"
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Grade 10","Mile Run","N/A"
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Grade 10","Push Up","N/A"
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Grade 10","Sit and Reach","N/A"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Grade 4","All Tests - School",60.6
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Grade 4","Curl Up",81.8
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Grade 4","Mile Run",84.8
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Grade 4","Push Up",72.7
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Grade 4","Sit and Reach",60.6
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Grade 6","All Tests - School","N/A"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Grade 6","Curl Up","N/A"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Grade 6","Mile Run","N/A"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Grade 6","Push Up","N/A"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Grade 6","Sit and Reach","N/A"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Grade 8","All Tests - School","N/A"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Grade 8","Curl Up","N/A"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Grade 8","Mile Run","N/A"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Grade 8","Push Up","N/A"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Grade 8","Sit and Reach","N/A"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Grade 10","All Tests - School","N/A"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Grade 10","Curl Up","N/A"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Grade 10","Mile Run","N/A"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Grade 10","Push Up","N/A"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Grade 10","Sit and Reach","N/A"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Grade 4","All Tests - School","N/A"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Grade 4","Curl Up","N/A"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Grade 4","Mile Run","N/A"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Grade 4","Push Up","N/A"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Grade 4","Sit and Reach","N/A"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Grade 6","All Tests - School","N/A"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Grade 6","Curl Up","N/A"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Grade 6","Mile Run","N/A"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Grade 6","Push Up","N/A"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Grade 6","Sit and Reach","N/A"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Grade 8","All Tests - School","N/A"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Grade 8","Curl Up","N/A"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Grade 8","Mile Run","N/A"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Grade 8","Push Up","N/A"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Grade 8","Sit and Reach","N/A"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Grade 10","All Tests - School",42.2
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Grade 10","Curl Up",79.8
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Grade 10","Mile Run",51.6
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Grade 10","Push Up",71.2
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Grade 10","Sit and Reach",83.7
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Grade 4","All Tests - School",23.6
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Grade 4","Curl Up",83.3
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Grade 4","Mile Run",69.4
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Grade 4","Push Up",40.3
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Grade 4","Sit and Reach",58.3
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Grade 6","All Tests - School","N/A"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Grade 6","Curl Up","N/A"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Grade 6","Mile Run","N/A"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Grade 6","Push Up","N/A"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Grade 6","Sit and Reach","N/A"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Grade 8","All Tests - School","N/A"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Grade 8","Curl Up","N/A"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Grade 8","Mile Run","N/A"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Grade 8","Push Up","N/A"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Grade 8","Sit and Reach","N/A"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Grade 10","All Tests - School","N/A"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Grade 10","Curl Up","N/A"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Grade 10","Mile Run","N/A"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Grade 10","Push Up","N/A"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Grade 10","Sit and Reach","N/A"
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Grade 4","All Tests - School","N/A"
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Grade 4","Curl Up","N/A"
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Grade 4","Mile Run","N/A"
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Grade 4","Push Up","N/A"
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Grade 4","Sit and Reach","N/A"
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Grade 6","All Tests - School",29.4
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Grade 6","Curl Up",89.3
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Grade 6","Mile Run",43.1
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Grade 6","Push Up",58.4
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Grade 6","Sit and Reach",76.1
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Grade 8","All Tests - School",40.1
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Grade 8","Curl Up",91.1
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Grade 8","Mile Run",46.9
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Grade 8","Push Up",63.5
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Grade 8","Sit and Reach",81.8
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Grade 10","All Tests - School","N/A"
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Grade 10","Curl Up","N/A"
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Grade 10","Mile Run","N/A"
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Grade 10","Push Up","N/A"
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Grade 10","Sit and Reach","N/A"
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","Grade 4","All Tests - School",26.3
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","Grade 4","Curl Up",59.2
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","Grade 4","Mile Run",71.1
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","Grade 4","Push Up",34.2
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","Grade 4","Sit and Reach",75.0
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","Grade 6","All Tests - School","N/A"
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","Grade 6","Curl Up","N/A"
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","Grade 6","Mile Run","N/A"
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","Grade 6","Push Up","N/A"
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","Grade 6","Sit and Reach","N/A"
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","Grade 8","All Tests - School","N/A"
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","Grade 8","Curl Up","N/A"
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","Grade 8","Mile Run","N/A"
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","Grade 8","Push Up","N/A"
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","Grade 8","Sit and Reach","N/A"
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","Grade 10","All Tests - School","N/A"
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","Grade 10","Curl Up","N/A"
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","Grade 10","Mile Run","N/A"
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","Grade 10","Push Up","N/A"
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","Grade 10","Sit and Reach","N/A"
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","Grade 4","All Tests - School",65.3
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","Grade 4","Curl Up",89.8
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","Grade 4","Mile Run",83.7
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","Grade 4","Push Up",73.5
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","Grade 4","Sit and Reach",89.8
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","Grade 6","All Tests - School","N/A"
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","Grade 6","Curl Up","N/A"
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","Grade 6","Mile Run","N/A"
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","Grade 6","Push Up","N/A"
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","Grade 6","Sit and Reach","N/A"
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","Grade 8","All Tests - School","N/A"
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","Grade 8","Curl Up","N/A"
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","Grade 8","Mile Run","N/A"
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","Grade 8","Push Up","N/A"
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","Grade 8","Sit and Reach","N/A"
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","Grade 10","All Tests - School","N/A"
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","Grade 10","Curl Up","N/A"
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","Grade 10","Mile Run","N/A"
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","Grade 10","Push Up","N/A"
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","Grade 10","Sit and Reach","N/A"
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""","Grade 4","All Tests - School","N/A"
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""","Grade 4","Curl Up","N/A"
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""","Grade 4","Mile Run","N/A"
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""","Grade 4","Push Up","N/A"
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""","Grade 4","Sit and Reach","N/A"
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""","Grade 6","All Tests - School",31.9
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""","Grade 6","Curl Up",74.8
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""","Grade 6","Mile Run",54.8
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""","Grade 6","Push Up",71.9
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""","Grade 6","Sit and Reach",71.9
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""","Grade 8","All Tests - School",42.1
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""","Grade 8","Curl Up",78.1
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""","Grade 8","Mile Run",59.0
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""","Grade 8","Push Up",74.7
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""","Grade 8","Sit and Reach",79.8
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""","Grade 10","All Tests - School","N/A"
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""","Grade 10","Curl Up","N/A"
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""","Grade 10","Mile Run","N/A"
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""","Grade 10","Push Up","N/A"
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""","Grade 10","Sit and Reach","N/A"
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Grade 4","All Tests - School","N/A"
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Grade 4","Curl Up","N/A"
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Grade 4","Mile Run","N/A"
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Grade 4","Push Up","N/A"
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Grade 4","Sit and Reach","N/A"
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Grade 6","All Tests - School","N/A"
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Grade 6","Curl Up","N/A"
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Grade 6","Mile Run","N/A"
