"Physical Fitness Tests: Students Reaching Health Standard, 2014-15"
"All Districts, All Schools"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,,,"Students Reaching Health Standard (%)"
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""","All Grades","Curl Up",95.4
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""","All Grades","Mile Run",22.7
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""","All Grades","Push Up",76.3
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""","All Grades","Sit and Reach",81.2
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""","All Grades","All Tests - School",28.8
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""","All Grades","Curl Up",67.5
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""","All Grades","Mile Run",50.0
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""","All Grades","Push Up",61.3
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""","All Grades","Sit and Reach",78.8
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","All Grades","All Tests - School",45.7
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","All Grades","Curl Up",63.0
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","All Grades","Mile Run",82.6
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","All Grades","Push Up",67.4
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","All Grades","Sit and Reach",93.5
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""","All Grades","All Tests - School",24.4
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""","All Grades","Curl Up",76.7
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""","All Grades","Mile Run",53.3
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""","All Grades","Push Up",56.7
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""","All Grades","Sit and Reach",62.2
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticu","=""2456114""","All Grades","All Tests - School",57.4
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticu","=""2456114""","All Grades","Curl Up",73.8
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticu","=""2456114""","All Grades","Mile Run",88.5
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticu","=""2456114""","All Grades","Push Up",67.2
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticu","=""2456114""","All Grades","Sit and Reach",88.5
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""","All Grades","All Tests - School",54.9
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""","All Grades","Curl Up",97.2
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""","All Grades","Mile Run",71.8
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""","All Grades","Push Up",94.4
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""","All Grades","Sit and Reach",74.6
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""","All Grades","All Tests - School",39.7
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""","All Grades","Curl Up",95.2
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""","All Grades","Mile Run",71.4
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""","All Grades","Push Up",66.7
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""","All Grades","Sit and Reach",66.7
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""","All Grades","All Tests - School",51.0
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""","All Grades","Curl Up",88.2
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""","All Grades","Mile Run",69.9
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""","All Grades","Push Up",88.9
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""","All Grades","Sit and Reach",88.2
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","All Grades","All Tests - School",52.9
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","All Grades","Curl Up",91.2
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","All Grades","Mile Run",76.5
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","All Grades","Push Up",82.4
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","All Grades","Sit and Reach",67.6
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""","All Grades","All Tests - School",38.0
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""","All Grades","Curl Up",85.9
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""","All Grades","Mile Run",63.4
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""","All Grades","Push Up",53.5
"Ledyard School District","=""0720011""","Gallup Hill School","=""0720411""","All Grades","Sit and Reach",77.5
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""","All Grades","All Tests - School",37.6
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""","All Grades","Curl Up",85.7
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""","All Grades","Mile Run",60.9
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""","All Grades","Push Up",73.7
"Ledyard School District","=""0720011""","Juliet W. Long School","=""0720311""","All Grades","Sit and Reach",79.7
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""","All Grades","All Tests - School",53.1
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""","All Grades","Curl Up",75.5
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""","All Grades","Mile Run",74.5
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""","All Grades","Push Up",73.5
"Ledyard School District","=""0720011""","Ledyard Center School","=""0720111""","All Grades","Sit and Reach",82.7
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","All Grades","All Tests - School",50.3
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","All Grades","Curl Up",76.0
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","All Grades","Mile Run",77.8
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","All Grades","Push Up",75.4
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","All Grades","Sit and Reach",86.5
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""","All Grades","All Tests - School",66.1
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""","All Grades","Curl Up",90.8
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""","All Grades","Mile Run",79.9
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""","All Grades","Push Up",82.2
"Ledyard School District","=""0720011""","Ledyard Middle School","=""0725111""","All Grades","Sit and Reach",92.0
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""","All Grades","All Tests - School",46.4
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""","All Grades","Curl Up",72.9
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""","All Grades","Mile Run",72.9
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""","All Grades","Push Up",51.4
"Lisbon School District","=""0730011""","Lisbon Central School","=""0730111""","All Grades","Sit and Reach",81.4
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","All Grades","All Tests - School",71.1
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","All Grades","Curl Up",91.2
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","All Grades","Mile Run",88.7
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","All Grades","Push Up",84.9
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","All Grades","Sit and Reach",93.1
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""","All Grades","All Tests - School",65.1
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""","All Grades","Curl Up",97.3
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""","All Grades","Mile Run",77.9
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""","All Grades","Push Up",83.2
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""","All Grades","Sit and Reach",89.9
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","All Grades","All Tests - School",68.6
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","All Grades","Curl Up",92.5
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","All Grades","Mile Run",82.1
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","All Grades","Push Up",86.4
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","All Grades","Sit and Reach",90.0
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""","All Grades","All Tests - School",63.5
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""","All Grades","Curl Up",92.3
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""","All Grades","Mile Run",87.5
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""","All Grades","Push Up",78.6
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""","All Grades","Sit and Reach",90.0
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""","All Grades","All Tests - School",65.6
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""","All Grades","Curl Up",85.2
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""","All Grades","Mile Run",86.9
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""","All Grades","Push Up",80.3
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""","All Grades","Sit and Reach",90.2
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""","All Grades","All Tests - School",56.9
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""","All Grades","Curl Up",88.9
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""","All Grades","Mile Run",79.2
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""","All Grades","Push Up",88.9
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""","All Grades","Sit and Reach",73.6
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""","All Grades","All Tests - School",65.4
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""","All Grades","Curl Up",96.2
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""","All Grades","Mile Run",84.6
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""","All Grades","Push Up",75.0
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""","All Grades","Sit and Reach",78.8
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""","All Grades","All Tests - School",64.1
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""","All Grades","Curl Up",93.8
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""","All Grades","Mile Run",80.3
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""","All Grades","Push Up",81.1
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""","All Grades","Sit and Reach",88.8
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""","All Grades","All Tests - School","*"
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""","All Grades","Curl Up",68.2
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""","All Grades","Mile Run","*"
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""","All Grades","Push Up",36.4
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""","All Grades","Sit and Reach",63.6
"Manchester School District","=""0770011""","Bowers School","=""0770111""","All Grades","All Tests - School",51.6
"Manchester School District","=""0770011""","Bowers School","=""0770111""","All Grades","Curl Up",81.3
"Manchester School District","=""0770011""","Bowers School","=""0770111""","All Grades","Mile Run",71.9
"Manchester School District","=""0770011""","Bowers School","=""0770111""","All Grades","Push Up",67.2
"Manchester School District","=""0770011""","Bowers School","=""0770111""","All Grades","Sit and Reach",90.6
"Manchester School District","=""0770011""","Buckley School","=""0770311""","All Grades","All Tests - School",41.0
"Manchester School District","=""0770011""","Buckley School","=""0770311""","All Grades","Curl Up",90.2
"Manchester School District","=""0770011""","Buckley School","=""0770311""","All Grades","Mile Run",77.0
"Manchester School District","=""0770011""","Buckley School","=""0770311""","All Grades","Push Up",63.9
"Manchester School District","=""0770011""","Buckley School","=""0770311""","All Grades","Sit and Reach",80.3
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""","All Grades","All Tests - School",61.8
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""","All Grades","Curl Up",90.7
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""","All Grades","Mile Run",86.9
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""","All Grades","Push Up",81.6
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""","All Grades","Sit and Reach",91.5
"Manchester School District","=""0770011""","Highland Park School","=""0770411""","All Grades","All Tests - School",50.0
"Manchester School District","=""0770011""","Highland Park School","=""0770411""","All Grades","Curl Up",67.5
"Manchester School District","=""0770011""","Highland Park School","=""0770411""","All Grades","Mile Run",75.0
"Manchester School District","=""0770011""","Highland Park School","=""0770411""","All Grades","Push Up",60.0
"Manchester School District","=""0770011""","Highland Park School","=""0770411""","All Grades","Sit and Reach",75.0
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""","All Grades","All Tests - School",41.9
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""","All Grades","Curl Up",80.3
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""","All Grades","Mile Run",70.7
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""","All Grades","Push Up",64.8
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""","All Grades","Sit and Reach",74.4
"Manchester School District","=""0770011""","Keeney School","=""0770611""","All Grades","All Tests - School",42.3
"Manchester School District","=""0770011""","Keeney School","=""0770611""","All Grades","Curl Up",84.6
"Manchester School District","=""0770011""","Keeney School","=""0770611""","All Grades","Mile Run",69.2
"Manchester School District","=""0770011""","Keeney School","=""0770611""","All Grades","Push Up",59.6
"Manchester School District","=""0770011""","Keeney School","=""0770611""","All Grades","Sit and Reach",73.1
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","All Grades","All Tests - School",43.3
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","All Grades","Curl Up",81.8
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","All Grades","Mile Run",64.2
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","All Grades","Push Up",76.7
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","All Grades","Sit and Reach",76.1
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","All Grades","All Tests - School",0.0
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","All Grades","Curl Up","*"
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","All Grades","Mile Run",0.0
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","All Grades","Push Up","*"
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","All Grades","Sit and Reach","*"
"Manchester School District","=""0770011""","Martin School","=""0771611""","All Grades","All Tests - School",57.9
"Manchester School District","=""0770011""","Martin School","=""0771611""","All Grades","Curl Up",81.6
"Manchester School District","=""0770011""","Martin School","=""0771611""","All Grades","Mile Run",92.1
"Manchester School District","=""0770011""","Martin School","=""0771611""","All Grades","Push Up",71.1
"Manchester School District","=""0770011""","Martin School","=""0771611""","All Grades","Sit and Reach",92.1
"Manchester School District","=""0770011""","New Horizons","=""0770711""","All Grades","All Tests - School",0.0
"Manchester School District","=""0770011""","New Horizons","=""0770711""","All Grades","Curl Up","*"
"Manchester School District","=""0770011""","New Horizons","=""0770711""","All Grades","Mile Run",0.0
"Manchester School District","=""0770011""","New Horizons","=""0770711""","All Grades","Push Up","*"
"Manchester School District","=""0770011""","New Horizons","=""0770711""","All Grades","Sit and Reach","*"
"Manchester School District","=""0770011""","Robertson School","=""0771011""","All Grades","All Tests - School",61.4
"Manchester School District","=""0770011""","Robertson School","=""0771011""","All Grades","Curl Up",96.5
"Manchester School District","=""0770011""","Robertson School","=""0771011""","All Grades","Mile Run",71.9
"Manchester School District","=""0770011""","Robertson School","=""0771011""","All Grades","Push Up",94.7
"Manchester School District","=""0770011""","Robertson School","=""0771011""","All Grades","Sit and Reach",86.0
"Manchester School District","=""0770011""","Verplanck School","=""0771211""","All Grades","All Tests - School",33.3
"Manchester School District","=""0770011""","Verplanck School","=""0771211""","All Grades","Curl Up",65.1
"Manchester School District","=""0770011""","Verplanck School","=""0771211""","All Grades","Mile Run",73.0
"Manchester School District","=""0770011""","Verplanck School","=""0771211""","All Grades","Push Up",68.3
"Manchester School District","=""0770011""","Verplanck School","=""0771211""","All Grades","Sit and Reach",93.7
"Manchester School District","=""0770011""","Waddell School","=""0771311""","All Grades","All Tests - School",52.2
"Manchester School District","=""0770011""","Waddell School","=""0771311""","All Grades","Curl Up",80.4
"Manchester School District","=""0770011""","Waddell School","=""0771311""","All Grades","Mile Run",87.0
"Manchester School District","=""0770011""","Waddell School","=""0771311""","All Grades","Push Up",65.2
"Manchester School District","=""0770011""","Waddell School","=""0771311""","All Grades","Sit and Reach",87.0
"Manchester School District","=""0770011""","Washington School","=""0771411""","All Grades","All Tests - School",62.3
"Manchester School District","=""0770011""","Washington School","=""0771411""","All Grades","Curl Up",79.2
"Manchester School District","=""0770011""","Washington School","=""0771411""","All Grades","Mile Run",90.6
"Manchester School District","=""0770011""","Washington School","=""0771411""","All Grades","Push Up",75.5
"Manchester School District","=""0770011""","Washington School","=""0771411""","All Grades","Sit and Reach",90.6
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""","All Grades","All Tests - School",27.7
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""","All Grades","Curl Up",80.9
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""","All Grades","Mile Run",61.7
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""","All Grades","Push Up",55.3
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""","All Grades","Sit and Reach",53.2
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""","All Grades","All Tests - School",61.5
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""","All Grades","Curl Up",82.1
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""","All Grades","Mile Run",84.6
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""","All Grades","Push Up",66.7
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""","All Grades","Sit and Reach",84.6
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""","All Grades","All Tests - School",65.6
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""","All Grades","Curl Up",90.5
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""","All Grades","Mile Run",83.8
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""","All Grades","Push Up",79.1
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""","All Grades","Sit and Reach",84.6
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""","All Grades","All Tests - School",62.2
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""","All Grades","Curl Up",93.3
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""","All Grades","Mile Run",66.7
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""","All Grades","Push Up",77.8
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""","All Grades","Sit and Reach",93.3
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""","All Grades","All Tests - School",51.0
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""","All Grades","Curl Up",94.8
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""","All Grades","Mile Run",68.8
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""","All Grades","Push Up",83.3
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""","All Grades","Sit and Reach",75.5
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""","All Grades","All Tests - School",32.3
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""","All Grades","Curl Up",80.0
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""","All Grades","Mile Run",52.3
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""","All Grades","Push Up",66.2
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""","All Grades","Sit and Reach",89.2
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""","All Grades","All Tests - School",35.7
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""","All Grades","Curl Up",73.2
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""","All Grades","Mile Run",59.8
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""","All Grades","Push Up",62.5
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""","All Grades","Sit and Reach",61.6
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","All Grades","All Tests - School",48.9
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","All Grades","Curl Up",87.8
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","All Grades","Mile Run",64.4
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","All Grades","Push Up",67.4
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","All Grades","Sit and Reach",75.6
"Meriden School District","=""0800011""","Hanover School","=""0800311""","All Grades","All Tests - School",46.9
"Meriden School District","=""0800011""","Hanover School","=""0800311""","All Grades","Curl Up",82.8
"Meriden School District","=""0800011""","Hanover School","=""0800311""","All Grades","Mile Run",81.3
"Meriden School District","=""0800011""","Hanover School","=""0800311""","All Grades","Push Up",82.8
"Meriden School District","=""0800011""","Hanover School","=""0800311""","All Grades","Sit and Reach",78.1
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""","All Grades","All Tests - School",48.9
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""","All Grades","Curl Up",96.6
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""","All Grades","Mile Run",54.5
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""","All Grades","Push Up",83.0
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""","All Grades","Sit and Reach",96.6
"Meriden School District","=""0800011""","John Barry School","=""0800511""","All Grades","All Tests - School",50.0
"Meriden School District","=""0800011""","John Barry School","=""0800511""","All Grades","Curl Up",62.2
"Meriden School District","=""0800011""","John Barry School","=""0800511""","All Grades","Mile Run",68.9
"Meriden School District","=""0800011""","John Barry School","=""0800511""","All Grades","Push Up",63.5
"Meriden School District","=""0800011""","John Barry School","=""0800511""","All Grades","Sit and Reach",87.8
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""","All Grades","All Tests - School",25.1
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""","All Grades","Curl Up",68.3
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""","All Grades","Mile Run",48.7
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""","All Grades","Push Up",47.3
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""","All Grades","Sit and Reach",67.9
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""","All Grades","All Tests - School",20.4
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""","All Grades","Curl Up",68.8
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""","All Grades","Mile Run",53.8
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""","All Grades","Push Up",46.2
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""","All Grades","Sit and Reach",82.8
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","All Grades","All Tests - School",35.2
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","All Grades","Curl Up",68.4
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","All Grades","Mile Run",46.3
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","All Grades","Push Up",60.2
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","All Grades","Sit and Reach",68.4
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""","All Grades","All Tests - School",32.2
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""","All Grades","Curl Up",67.8
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""","All Grades","Mile Run",76.3
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""","All Grades","Push Up",71.2
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""","All Grades","Sit and Reach",69.5
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""","All Grades","All Tests - School",44.4
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""","All Grades","Curl Up",95.6
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""","All Grades","Mile Run",46.7
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""","All Grades","Push Up",91.1
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""","All Grades","Sit and Reach",91.1
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""","All Grades","All Tests - School",46.3
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""","All Grades","Curl Up",82.4
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""","All Grades","Mile Run",56.2
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""","All Grades","Push Up",64.6
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""","All Grades","Sit and Reach",89.4
"Middletown School District","=""0830011""","Bielefield School","=""0830211""","All Grades","All Tests - School",32.0
"Middletown School District","=""0830011""","Bielefield School","=""0830211""","All Grades","Curl Up",84.0
"Middletown School District","=""0830011""","Bielefield School","=""0830211""","All Grades","Mile Run",54.0
"Middletown School District","=""0830011""","Bielefield School","=""0830211""","All Grades","Push Up",56.0
"Middletown School District","=""0830011""","Bielefield School","=""0830211""","All Grades","Sit and Reach",96.0
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""","All Grades","All Tests - School",50.8
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""","All Grades","Curl Up",74.6
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""","All Grades","Mile Run",73.0
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""","All Grades","Push Up",74.6
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""","All Grades","Sit and Reach",100.0
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""","All Grades","All Tests - School",29.8
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""","All Grades","Curl Up",67.1
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""","All Grades","Mile Run",75.3
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""","All Grades","Push Up",48.3
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""","All Grades","Sit and Reach",75.0
"Middletown School District","=""0830011""","Lawrence School","=""0831311""","All Grades","All Tests - School",65.9
