"Physical Fitness Tests: Students Reaching Health Standard, 2014-15"
"All Districts, All Schools, Push Up"
"Notes:"
"The Connecticut Physical Fitness Assessment (CPFA) is administered to all students in Grades 4, 6, 8 and 10."
"Only students assessed in all four areas are included in this calculation."

"",,,,,,"Students Reaching Health Standard (%)"
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","All Grades","Push Up",72.9
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","All Grades","Push Up",76.9
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","All Grades","Push Up",67.9
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","All Grades","Push Up",0.0
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","All Grades","Push Up",59.4
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","All Grades","Push Up",53.3
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","All Grades","Push Up",41.2
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","All Grades","Push Up",52.9
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""","All Grades","Push Up",68.3
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""","All Grades","Push Up",60.5
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""","All Grades","Push Up",60.0
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""","All Grades","Push Up",59.2
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""","All Grades","Push Up",73.7
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""","All Grades","Push Up",60.4
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""","All Grades","Push Up",77.6
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","All Grades","Push Up",89.5
"Orange School District","=""1070011""","Peck Place School","=""1070511""","All Grades","Push Up",64.9
"Orange School District","=""1070011""","Race Brook School","=""1070311""","All Grades","Push Up",64.3
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""","All Grades","Push Up",80.0
"Oxford School District","=""1080011""","Great Oak School","=""1085111""","All Grades","Push Up",84.5
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""","All Grades","Push Up",58.1
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","All Grades","Push Up",66.9
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""","All Grades","Push Up",66.9
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""","All Grades","Push Up",64.2
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","All Grades","Push Up",87.8
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""","All Grades","Push Up",72.9
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""","All Grades","Push Up",65.8
"Plainville School District","=""1100011""","Linden Street School","=""1100211""","All Grades","Push Up",58.1
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""","All Grades","Push Up",76.5
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""","All Grades","Push Up",77.1
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","All Grades","Push Up",68.6
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""","All Grades","Push Up",72.9
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""","All Grades","Push Up",51.1
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""","All Grades","Push Up",70.6
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","All Grades","Push Up",88.5
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""","All Grades","Push Up",66.9
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""","All Grades","Push Up",62.0
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""","All Grades","Push Up",58.9
"Portland School District","=""1130011""","Portland High School","=""1136111""","All Grades","Push Up",69.3
"Portland School District","=""1130011""","Portland Middle School","=""1135111""","All Grades","Push Up",61.6
"Preston School District","=""1140011""","Preston Plains School","=""1145111""","All Grades","Push Up",45.0
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""","All Grades","Push Up",43.5
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""","All Grades","Push Up",65.2
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","All Grades","Push Up",70.5
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""","All Grades","Push Up",69.2
"Redding School District","=""1170011""","John Read Middle School","=""1175111""","All Grades","Push Up",82.2
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""","All Grades","Push Up",94.7
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","All Grades","Push Up",80.0
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""","All Grades","Push Up",59.1
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","All Grades","Push Up",82.9
"Regional School District 05","=""2050012""","Amity Middle School: Bethany","=""2055112""","All Grades","Push Up",83.5
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""","All Grades","Push Up",92.8
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","All Grades","Push Up",92.5
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""","All Grades","Push Up",84.0
"Regional School District 06","=""2060012""","James Morris School","=""2060212""","All Grades","Push Up",84.8
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","All Grades","Push Up",93.7
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""","All Grades","Push Up","*"
"Regional School District 07","=""2070012""","AIM","=""2079112""","All Grades","Push Up","*"
"Regional School District 07","=""2070012""","FLEX","=""2079012""","All Grades","Push Up","*"
"Regional School District 07","=""2070012""","LINKS","=""2079212""","All Grades","Push Up",0.0
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","All Grades","Push Up",68.3
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""","All Grades","Push Up",66.7
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","All Grades","Push Up",81.2
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""","All Grades","Push Up",77.1
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""","All Grades","Push Up",84.8
"Regional School District 10","=""2100012""","Harwinton Consolidated School","=""2100312""","All Grades","Push Up",80.9
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""","All Grades","Push Up",81.6
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","All Grades","Push Up",86.9
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","All Grades","Push Up",75.9
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""","All Grades","Push Up","*"
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","All Grades","Push Up",82.8
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""","All Grades","Push Up","*"
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""","All Grades","Push Up","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","All Grades","Push Up",88.8
"Regional School District 13","=""2130012""","Francis E. Korn School","=""2130212""","All Grades","Push Up",74.3
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""","All Grades","Push Up",79.6
"Regional School District 13","=""2130012""","John Lyman School","=""2130512""","All Grades","Push Up",65.6
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""","All Grades","Push Up",78.1
"Regional School District 14","=""2140012""","Bethlehem Elementary School","=""2140112""","All Grades","Push Up",87.5
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""","All Grades","Push Up",84.7
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","All Grades","Push Up",83.8
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""","All Grades","Push Up",69.4
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""","All Grades","Push Up",91.9
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""","All Grades","Push Up",88.3
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""","All Grades","Push Up",82.6
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""","All Grades","Push Up",72.5
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","All Grades","Push Up",72.3
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""","All Grades","Push Up",86.6
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""","All Grades","Push Up",86.3
"Regional School District 16","=""2160012""","Community School","=""2160212""","All Grades","Push Up",78.4
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""","All Grades","Push Up",76.7
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""","All Grades","Push Up",82.8
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","All Grades","Push Up",60.6
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""","All Grades","Push Up",91.4
"Regional School District 17","=""2170012""","Haddam Elementary School","=""2170112""","All Grades","Push Up",90.6
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","All Grades","Push Up",92.5
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""","All Grades","Push Up",85.1
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""","All Grades","Push Up",85.5
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""","All Grades","Push Up",70.0
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","All Grades","Push Up",93.0
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""","All Grades","Push Up",72.9
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""","All Grades","Push Up",52.6
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","All Grades","Push Up",78.0
"Regional School District 19","=""2190012""","PM Panthers","=""2190212""","All Grades","Push Up","*"
"Ridgefield School District","=""1180011""","Alternative High School","=""1188011""","All Grades","Push Up","*"
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""","All Grades","Push Up",58.0
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""","All Grades","Push Up",82.2
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""","All Grades","Push Up",78.7
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""","All Grades","Push Up",95.0
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""","All Grades","Push Up",86.2
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","All Grades","Push Up",88.8
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""","All Grades","Push Up",84.6
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""","All Grades","Push Up",67.6
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""","All Grades","Push Up",100.0
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""","All Grades","Push Up",88.1
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""","All Grades","Push Up",77.0
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","All Grades","Push Up",86.6
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""","All Grades","Push Up",69.4
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""","All Grades","Push Up",54.4
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""","All Grades","Push Up",81.2
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""","All Grades","Push Up",45.7
"Seymour School District","=""1240011""","Bungay School","=""1240111""","All Grades","Push Up",72.9
"Seymour School District","=""1240011""","Chatfield-LoPresti School","=""1240211""","All Grades","Push Up",94.9
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","All Grades","Push Up",69.5
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""","All Grades","Push Up",69.6
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""","All Grades","Push Up",65.1
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""","All Grades","Push Up",70.5
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""","All Grades","Push Up",84.8
"Shelton School District","=""1260011""","Intermediate School","=""1265111""","All Grades","Push Up",80.0
"Shelton School District","=""1260011""","Long Hill School","=""1260811""","All Grades","Push Up",66.2
"Shelton School District","=""1260011""","Mohegan School","=""1260911""","All Grades","Push Up",44.4
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""","All Grades","Push Up",72.9
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","All Grades","Push Up",71.2
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""","All Grades","Push Up",64.2
"Sherman School District","=""1270011""","Sherman School","=""1270111""","All Grades","Push Up",85.7
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""","All Grades","Push Up",88.7
"Simsbury School District","=""1280011""","Central School","=""1280111""","All Grades","Push Up",87.6
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""","All Grades","Push Up",83.8
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""","All Grades","Push Up",79.1
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","All Grades","Push Up",88.2
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""","All Grades","Push Up",86.3
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""","All Grades","Push Up",75.6
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""","All Grades","Push Up",85.6
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""","All Grades","Push Up",73.4
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""","All Grades","Push Up",28.4
"Somers School District","=""1290011""","Somers High School","=""1296111""","All Grades","Push Up",97.9
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""","All Grades","Push Up",82.5
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""","All Grades","Push Up",68.4
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""","All Grades","Push Up",67.1
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""","All Grades","Push Up",63.2
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","All Grades","Push Up",85.5
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""","All Grades","Push Up",79.2
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""","All Grades","Push Up",82.5
"Southington School District","=""1310011""","Alta","=""1310111""","All Grades","Push Up","*"
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""","All Grades","Push Up",76.5
"Southington School District","=""1310011""","EASE","=""1310511""","All Grades","Push Up","*"
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""","All Grades","Push Up",85.1
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""","All Grades","Push Up",85.9
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""","All Grades","Push Up",89.6
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""","All Grades","Push Up",64.0
"Southington School District","=""1310011""","Language Based Classroom","=""1310411""","All Grades","Push Up","*"
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""","All Grades","Push Up",95.2
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","All Grades","Push Up",82.8
"Southington School District","=""1310011""","Southington High School","=""1316211""","All Grades","Push Up",91.0
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","All Grades","Push Up",100.0
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","All Grades","Push Up",90.6
"Southington School District","=""1310011""","Therapeutic Educational Alternative Model (TEAM)","=""1311611""","All Grades","Push Up","*"
"Southington School District","=""1310011""","Therapeutic Educational Setting (TEP)","=""1311211""","All Grades","Push Up","*"
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","All Grades","Push Up",65.0
"Sprague School District","=""1330011""","Sayles School","=""1330111""","All Grades","Push Up",71.8
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","All Grades","Push Up",45.8
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","All Grades","Push Up",76.2
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""","All Grades","Push Up",49.8
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","All Grades","Push Up",90.5
"Stamford School District","=""1350011""","Cloonan School","=""1355611""","All Grades","Push Up",69.2
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""","All Grades","Push Up",42.6
"Stamford School District","=""1350011""","Dolan School","=""1355311""","All Grades","Push Up",58.4
"Stamford School District","=""1350011""","Hart School","=""1352211""","All Grades","Push Up",59.2
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""","All Grades","Push Up",57.5
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""","All Grades","Push Up",70.8
"Stamford School District","=""1350011""","Newfield School","=""1350611""","All Grades","Push Up",78.1
"Stamford School District","=""1350011""","Northeast School","=""1351811""","All Grades","Push Up",72.2
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""","All Grades","Push Up",66.8
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","All Grades","Push Up",57.9
"Stamford School District","=""1350011""","Roxbury School","=""1350911""","All Grades","Push Up",58.4
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""","All Grades","Push Up",40.8
"Stamford School District","=""1350011""","Springdale School","=""1351111""","All Grades","Push Up",61.8
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","All Grades","Push Up",61.2
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""","All Grades","Push Up",75.5
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","All Grades","Push Up",68.5
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""","All Grades","Push Up",66.0
"Stamford School District","=""1350011""","Turn of River School","=""1355511""","All Grades","Push Up",78.3
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","All Grades","Push Up",77.3
"Stamford School District","=""1350011""","Westover School","=""1351411""","All Grades","Push Up",31.4
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""","All Grades","Push Up",73.0
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""","All Grades","Push Up",67.8
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""","All Grades","Push Up",72.4
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""","All Grades","Push Up",82.4
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","All Grades","Push Up",90.0
"Stonington School District","=""1370011""","West Broad Street School","=""1370411""","All Grades","Push Up",84.2
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","All Grades","Push Up",81.7
"Stratford School District","=""1380011""","Chapel School","=""1380311""","All Grades","Push Up",85.0
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""","All Grades","Push Up",51.9
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""","All Grades","Push Up",92.7
"Stratford School District","=""1380011""","Franklin School","=""1380411""","All Grades","Push Up",68.8
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""","All Grades","Push Up",80.8
"Stratford School District","=""1380011""","Lordship School","=""1380811""","All Grades","Push Up",74.6
"Stratford School District","=""1380011""","Nichols School","=""1380911""","All Grades","Push Up",75.0
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""","All Grades","Push Up",92.9
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""","All Grades","Push Up",81.9
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","All Grades","Push Up",78.4
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""","All Grades","Push Up",84.3
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""","All Grades","Push Up",67.8
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","All Grades","Push Up",77.8
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""","All Grades","Push Up",65.6
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","All Grades","Push Up",73.4
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","All Grades","Push Up",63.6
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""","All Grades","Push Up",45.6
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","All Grades","Push Up",64.0
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""","All Grades","Push Up",63.8
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""","All Grades","Push Up",51.0
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","All Grades","Push Up",47.1
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","All Grades","Push Up",77.8
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""","All Grades","Push Up",42.2
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""","All Grades","Push Up",83.4
"Torrington School District","=""1430011""","East School","=""1430111""","All Grades","Push Up",89.8
"Torrington School District","=""1430011""","Forbes School","=""1430211""","All Grades","Push Up",73.9
"Torrington School District","=""1430011""","Migeon Academy","=""1431411""","All Grades","Push Up","*"
"Torrington School District","=""1430011""","Southwest School","=""1430811""","All Grades","Push Up",69.8
"Torrington School District","=""1430011""","Torringford School","=""1430911""","All Grades","Push Up",74.2
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","All Grades","Push Up",80.9
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""","All Grades","Push Up",53.9
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""","All Grades","Push Up",60.9
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""","All Grades","Push Up",61.0
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""","All Grades","Push Up",90.2
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""","All Grades","Push Up",83.6
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""","All Grades","Push Up",80.4
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""","All Grades","Push Up",87.6
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""","All Grades","Push Up",66.7
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""","All Grades","Push Up",83.9
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""","All Grades","Push Up",68.2
"Trumbull School District","=""1440011""","Tashua School","=""1440911""","All Grades","Push Up",76.2
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","All Grades","Push Up",93.0
"Union School District","=""1450011""","Union Elementary School","=""1450111""","All Grades","Push Up",100.0
"Vernon School District","=""1460011""","Center Road School","=""1461411""","All Grades","Push Up",69.6
"Vernon School District","=""1460011""","Lake Street School","=""1460111""","All Grades","Push Up",81.3
"Vernon School District","=""1460011""","Loveland Hill School","=""1460511""","All Grades","Push Up","*"
"Vernon School District","=""1460011""","Maple Street School","=""1460211""","All Grades","Push Up",76.3
"Vernon School District","=""1460011""","Northeast School","=""1460311""","All Grades","Push Up",94.6
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","All Grades","Push Up",76.6
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""","All Grades","Push Up",87.0
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""","All Grades","Push Up",77.6
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""","All Grades","Push Up",81.8
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""","All Grades","Push Up","*"
"Wallingford School District","=""1480011""","Dag  Hammarskjold Middle School","=""1485211""","All Grades","Push Up",52.4
"Wallingford School District","=""1480011""","Education Enhancement Program","=""1480511""","All Grades","Push Up",50.0
"Wallingford School District","=""1480011""","Harvest Park","=""1489211""","All Grades","Push Up","*"
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""","All Grades","Push Up",52.4
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","All Grades","Push Up",63.7
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","All Grades","Push Up",93.9
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""","All Grades","Push Up",74.7
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""","All Grades","Push Up",71.1
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""","All Grades","Push Up",68.4
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""","All Grades","Push Up",75.9
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""","All Grades","Push Up",64.3
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""","All Grades","Push Up",67.2
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""","All Grades","Push Up",63.9
"Waterbury School District","=""1510011""","Carrington School","=""1512711""","All Grades","Push Up",79.4
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""","All Grades","Push Up",63.6
"Waterbury School District","=""1510011""","Driggs School","=""1510911""","All Grades","Push Up",50.8
"Waterbury School District","=""1510011""","Duggan School","=""1511611""","All Grades","Push Up",70.0
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""","All Grades","Push Up","*"
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""","All Grades","Push Up",73.4
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""","All Grades","Push Up",57.1
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""","All Grades","Push Up",35.1
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""","All Grades","Push Up",81.1
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""","All Grades","Push Up",69.4
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""","All Grades","Push Up",75.9
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""","All Grades","Push Up",76.9
"Waterbury School District","=""1510011""","Michael F. Wallace Middle School","=""1515111""","All Grades","Push Up",73.5
"Waterbury School District","=""1510011""","North End Middle School","=""1515311""","All Grades","Push Up",58.0
"Waterbury School District","=""1510011""","Reed School","=""1513411""","All Grades","Push Up",76.3
"Waterbury School District","=""1510011""","Regan School","=""1512811""","All Grades","Push Up",58.8
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""","All Grades","Push Up",47.9
"Waterbury School District","=""1510011""","Sprague School","=""1512011""","All Grades","Push Up",43.3
"Waterbury School District","=""1510011""","State Street School","=""1519011""","All Grades","Push Up",41.7
"Waterbury School District","=""1510011""","Walsh School","=""1512211""","All Grades","Push Up",77.6
"Waterbury School District","=""1510011""","Washington School","=""1512311""","All Grades","Push Up",75.6
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""","All Grades","Push Up","*"
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""","All Grades","Push Up",69.0
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""","All Grades","Push Up",61.2
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""","All Grades","Push Up",69.7
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""","All Grades","Push Up",70.7
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""","All Grades","Push Up",86.3
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""","All Grades","Push Up",62.0
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""","All Grades","Push Up",61.4
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""","All Grades","Push Up",86.2
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""","All Grades","Push Up",82.0
"Waterford School District","=""1520011""","Waterford High School","=""1526111""","All Grades","Push Up",85.6
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""","All Grades","Push Up",85.9
"Watertown School District","=""1530011""","Polk School","=""1530411""","All Grades","Push Up",88.5
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""","All Grades","Push Up",72.1
