"Students with Disabilities Spending 79.1-100% of Time with Nondisabled Peers (Ages 6-21), 2011-12"
"All Districts"
"Notes:"
"Data included in this report represent students ages 6-21 only."
"At this time, the only data included in this report are for students spending 79.1-100% of Time with Nondisabled Peers. In the future this report will be updated to include all Time with Nondisabled Peer categories (i.e., 0-40% and 40.1-79%)."
"At the district-level, this report includes only students with disabilities for whom the district is fiscally responsible, regardless of where the student is educated. At the school-level, a student is included as long as they are attending the selected school, regardless of the district with fiscal responsibility."
"Ridgefield School District","=""1180011""","Emotional Disturbance",22,52.4
"Ridgefield School District","=""1180011""","Intellectual Disability","*","*"
"Ridgefield School District","=""1180011""","Learning Disability",161,92.5
"Ridgefield School District","=""1180011""","Other Disabilities","*","*"
"Ridgefield School District","=""1180011""","Other Health Impairment",38,86.4
"Ridgefield School District","=""1180011""","Speech Language Impairment",56,96.6
"Rocky Hill School District","=""1190011""","All Disabilities",150,73.9
"Rocky Hill School District","=""1190011""","Autism",15,55.6
"Rocky Hill School District","=""1190011""","Emotional Disturbance",7,"*"
"Rocky Hill School District","=""1190011""","Intellectual Disability","*","*"
"Rocky Hill School District","=""1190011""","Learning Disability",62,86.1
"Rocky Hill School District","=""1190011""","Other Disabilities","*","*"
"Rocky Hill School District","=""1190011""","Other Health Impairment",26,76.5
"Rocky Hill School District","=""1190011""","Speech Language Impairment",29,80.6
"Salem School District","=""1210011""","All Disabilities",41,71.9
"Salem School District","=""1210011""","Autism",7,"*"
"Salem School District","=""1210011""","Emotional Disturbance","*","*"
"Salem School District","=""1210011""","Intellectual Disability","*","*"
"Salem School District","=""1210011""","Learning Disability",17,"*"
"Salem School District","=""1210011""","Other Disabilities","*","*"
"Salem School District","=""1210011""","Other Health Impairment",10,"*"
"Salem School District","=""1210011""","Speech Language Impairment","*","*"
"Salisbury School District","=""1220011""","All Disabilities",16,66.7
"Salisbury School District","=""1220011""","Autism","*","*"
"Salisbury School District","=""1220011""","Emotional Disturbance",0,0
"Salisbury School District","=""1220011""","Learning Disability",8,"*"
"Salisbury School District","=""1220011""","Other Disabilities","*","*"
"Salisbury School District","=""1220011""","Other Health Impairment","*","*"
"Salisbury School District","=""1220011""","Speech Language Impairment","*","*"
"Scotland School District","=""1230011""","All Disabilities",17,77.3
"Scotland School District","=""1230011""","Autism","*","*"
"Scotland School District","=""1230011""","Learning Disability",0,0
"Scotland School District","=""1230011""","Other Disabilities","*","*"
"Scotland School District","=""1230011""","Other Health Impairment","*","*"
"Scotland School District","=""1230011""","Speech Language Impairment",10,"*"
"Seymour School District","=""1240011""","All Disabilities",196,87.9
"Seymour School District","=""1240011""","Autism",20,69.0
"Seymour School District","=""1240011""","Emotional Disturbance","*","*"
"Seymour School District","=""1240011""","Intellectual Disability",9,"*"
"Seymour School District","=""1240011""","Learning Disability",88,96.7
"Seymour School District","=""1240011""","Other Disabilities","*","*"
"Seymour School District","=""1240011""","Other Health Impairment",26,86.7
"Seymour School District","=""1240011""","Speech Language Impairment",41,97.6
"Sharon School District","=""1250011""","All Disabilities",14,60.9
"Sharon School District","=""1250011""","Autism",0,0
"Sharon School District","=""1250011""","Emotional Disturbance","*","*"
"Sharon School District","=""1250011""","Learning Disability","*","*"
"Sharon School District","=""1250011""","Other Disabilities","*","*"
"Sharon School District","=""1250011""","Other Health Impairment","*","*"
"Sharon School District","=""1250011""","Speech Language Impairment","*","*"
"Shelton School District","=""1260011""","All Disabilities",308,60.4
"Shelton School District","=""1260011""","Autism",22,39.3
"Shelton School District","=""1260011""","Emotional Disturbance",12,35.3
"Shelton School District","=""1260011""","Intellectual Disability","*","*"
"Shelton School District","=""1260011""","Learning Disability",136,71.2
"Shelton School District","=""1260011""","Other Disabilities","*","*"
"Shelton School District","=""1260011""","Other Health Impairment",76,69.7
"Shelton School District","=""1260011""","Speech Language Impairment",53,60.2
"Sherman School District","=""1270011""","All Disabilities",49,73.1
"Sherman School District","=""1270011""","Autism","*","*"
"Sherman School District","=""1270011""","Emotional Disturbance","*","*"
"Sherman School District","=""1270011""","Intellectual Disability",0,0
"Sherman School District","=""1270011""","Learning Disability",18,75.0
"Sherman School District","=""1270011""","Other Disabilities","*","*"
"Sherman School District","=""1270011""","Other Health Impairment",10,"*"
"Sherman School District","=""1270011""","Speech Language Impairment",12,"*"
"Simsbury School District","=""1280011""","All Disabilities",399,74.0
"Simsbury School District","=""1280011""","Autism",61,66.3
"Simsbury School District","=""1280011""","Emotional Disturbance",15,60.0
"Simsbury School District","=""1280011""","Intellectual Disability",10,45.5
"Simsbury School District","=""1280011""","Learning Disability",152,79.2
"Simsbury School District","=""1280011""","Other Disabilities",6,"*"
"Simsbury School District","=""1280011""","Other Health Impairment",81,71.7
"Simsbury School District","=""1280011""","Speech Language Impairment",74,91.4
"Somers School District","=""1290011""","All Disabilities",121,78.6
"Somers School District","=""1290011""","Autism",9,"*"
"Somers School District","=""1290011""","Emotional Disturbance","*","*"
"Somers School District","=""1290011""","Intellectual Disability","*","*"
"Somers School District","=""1290011""","Learning Disability",53,93.0
"Somers School District","=""1290011""","Other Disabilities","*","*"
"Somers School District","=""1290011""","Other Health Impairment",18,90.0
"Somers School District","=""1290011""","Speech Language Impairment",32,86.5
"South Windsor School District","=""1320011""","All Disabilities",391,79.6
"South Windsor School District","=""1320011""","Autism",39,65.0
"South Windsor School District","=""1320011""","Emotional Disturbance","*","*"
"South Windsor School District","=""1320011""","Intellectual Disability","*","*"
"South Windsor School District","=""1320011""","Learning Disability",110,90.9
"South Windsor School District","=""1320011""","Other Disabilities",22,50.0
"South Windsor School District","=""1320011""","Other Health Impairment",148,83.1
"South Windsor School District","=""1320011""","Speech Language Impairment",62,96.9
"Southington School District","=""1310011""","All Disabilities",467,67.5
"Southington School District","=""1310011""","Autism",39,52.7
"Southington School District","=""1310011""","Emotional Disturbance",31,45.6
"Southington School District","=""1310011""","Intellectual Disability",6,"*"
"Southington School District","=""1310011""","Learning Disability",174,79.1
"Southington School District","=""1310011""","Other Disabilities",12,25.5
"Southington School District","=""1310011""","Other Health Impairment",104,71.2
"Southington School District","=""1310011""","Speech Language Impairment",101,83.5
"Sprague School District","=""1330011""","All Disabilities",25,64.1
"Sprague School District","=""1330011""","Autism","*","*"
"Sprague School District","=""1330011""","Emotional Disturbance","*","*"
"Sprague School District","=""1330011""","Intellectual Disability","*","*"
"Sprague School District","=""1330011""","Learning Disability","*","*"
"Sprague School District","=""1330011""","Other Disabilities","*","*"
"Sprague School District","=""1330011""","Other Health Impairment",7,"*"
"Sprague School District","=""1330011""","Speech Language Impairment",6,"*"
"Stafford School District","=""1340011""","All Disabilities",89,54.3
"Stafford School District","=""1340011""","Autism",17,70.8
"Stafford School District","=""1340011""","Emotional Disturbance",6,26.1
"Stafford School District","=""1340011""","Intellectual Disability","*","*"
"Stafford School District","=""1340011""","Learning Disability",26,49.1
"Stafford School District","=""1340011""","Other Disabilities","*","*"
"Stafford School District","=""1340011""","Other Health Impairment",17,65.4
"Stafford School District","=""1340011""","Speech Language Impairment",15,71.4
"Stamford School District","=""1350011""","All Disabilities",958,68.4
"Stamford School District","=""1350011""","Autism",42,39.3
"Stamford School District","=""1350011""","Emotional Disturbance",14,34.1
"Stamford School District","=""1350011""","Intellectual Disability",15,28.8
"Stamford School District","=""1350011""","Learning Disability",463,79.0
"Stamford School District","=""1350011""","Other Disabilities",72,51.8
"Stamford School District","=""1350011""","Other Health Impairment",157,68.0
"Stamford School District","=""1350011""","Speech Language Impairment",195,79.6
"Sterling School District","=""1360011""","All Disabilities",41,62.1
"Sterling School District","=""1360011""","Autism","*","*"
"Sterling School District","=""1360011""","Emotional Disturbance","*","*"
"Sterling School District","=""1360011""","Intellectual Disability","*","*"
"Sterling School District","=""1360011""","Learning Disability",14,70.0
"Sterling School District","=""1360011""","Other Disabilities","*","*"
"Sterling School District","=""1360011""","Other Health Impairment",8,"*"
"Sterling School District","=""1360011""","Speech Language Impairment",11,"*"
"Stonington School District","=""1370011""","All Disabilities",240,83.6
"Stonington School District","=""1370011""","Autism",28,71.8
"Stonington School District","=""1370011""","Emotional Disturbance",16,64.0
"Stonington School District","=""1370011""","Intellectual Disability","*","*"
"Stonington School District","=""1370011""","Learning Disability",118,93.7
"Stonington School District","=""1370011""","Other Disabilities","*","*"
"Stonington School District","=""1370011""","Other Health Impairment",45,97.8
"Stonington School District","=""1370011""","Speech Language Impairment",28,100.0
"Stratford School District","=""1380011""","All Disabilities",487,74.5
"Stratford School District","=""1380011""","Autism",49,53.3
"Stratford School District","=""1380011""","Emotional Disturbance",17,40.5
"Stratford School District","=""1380011""","Intellectual Disability",28,80.0
"Stratford School District","=""1380011""","Learning Disability",196,94.2
"Stratford School District","=""1380011""","Other Disabilities",16,30.2
"Stratford School District","=""1380011""","Other Health Impairment",141,77.5
"Stratford School District","=""1380011""","Speech Language Impairment",40,95.2
"Suffield School District","=""1390011""","All Disabilities",198,85.0
"Suffield School District","=""1390011""","Autism",25,69.4
"Suffield School District","=""1390011""","Emotional Disturbance","*","*"
"Suffield School District","=""1390011""","Intellectual Disability","*","*"
"Suffield School District","=""1390011""","Learning Disability",91,94.8
"Suffield School District","=""1390011""","Other Disabilities","*","*"
"Suffield School District","=""1390011""","Other Health Impairment",41,85.4
"Suffield School District","=""1390011""","Speech Language Impairment",30,93.8
"Thomaston School District","=""1400011""","All Disabilities",105,80.8
"Thomaston School District","=""1400011""","Autism","*","*"
"Thomaston School District","=""1400011""","Emotional Disturbance",7,"*"
"Thomaston School District","=""1400011""","Intellectual Disability","*","*"
"Thomaston School District","=""1400011""","Learning Disability",40,88.9
"Thomaston School District","=""1400011""","Other Disabilities","*","*"
"Thomaston School District","=""1400011""","Other Health Impairment",30,88.2
"Thomaston School District","=""1400011""","Speech Language Impairment",20,95.2
"Thompson School District","=""1410011""","All Disabilities",82,66.1
"Thompson School District","=""1410011""","Autism","*","*"
"Thompson School District","=""1410011""","Emotional Disturbance","*","*"
"Thompson School District","=""1410011""","Intellectual Disability","*","*"
"Thompson School District","=""1410011""","Learning Disability",17,60.7
"Thompson School District","=""1410011""","Other Health Impairment",19,54.3
"Thompson School District","=""1410011""","Speech Language Impairment",39,97.5
"Tolland School District","=""1420011""","All Disabilities",201,67.0
"Tolland School District","=""1420011""","Autism",21,46.7
"Tolland School District","=""1420011""","Emotional Disturbance",15,60.0
"Tolland School District","=""1420011""","Intellectual Disability","*","*"
"Tolland School District","=""1420011""","Learning Disability",90,73.8
"Tolland School District","=""1420011""","Other Disabilities","*","*"
"Tolland School District","=""1420011""","Other Health Impairment",48,80.0
"Tolland School District","=""1420011""","Speech Language Impairment",17,81.0
"Torrington School District","=""1430011""","All Disabilities",446,61.3
"Torrington School District","=""1430011""","Autism",25,47.2
"Torrington School District","=""1430011""","Emotional Disturbance",20,28.6
"Torrington School District","=""1430011""","Intellectual Disability",9,"*"
"Torrington School District","=""1430011""","Learning Disability",217,73.3
"Torrington School District","=""1430011""","Other Disabilities",10,15.6
"Torrington School District","=""1430011""","Other Health Impairment",87,64.9
"Torrington School District","=""1430011""","Speech Language Impairment",78,84.8
"Trumbull School District","=""1440011""","All Disabilities",339,64.1
"Trumbull School District","=""1440011""","Autism",39,48.1
"Trumbull School District","=""1440011""","Emotional Disturbance",22,50.0
"Trumbull School District","=""1440011""","Intellectual Disability",13,50.0
"Trumbull School District","=""1440011""","Learning Disability",125,71.4
"Trumbull School District","=""1440011""","Other Disabilities",15,44.1
"Trumbull School District","=""1440011""","Other Health Impairment",90,68.2
"Trumbull School District","=""1440011""","Speech Language Impairment",35,94.6
"Unified School District #1","=""3360015""","All Disabilities",248,83.8
"Unified School District #1","=""3360015""","Emotional Disturbance",107,84.3
"Unified School District #1","=""3360015""","Intellectual Disability",6,"*"
"Unified School District #1","=""3360015""","Learning Disability",77,85.6
"Unified School District #1","=""3360015""","Other Disabilities","*","*"
"Unified School District #1","=""3360015""","Other Health Impairment",53,84.1
"Unified School District #1","=""3360015""","Speech Language Impairment","*","*"
"Unified School District #2","=""3470015""","All Disabilities",0,0
"Unified School District #2","=""3470015""","Autism",0,0
"Unified School District #2","=""3470015""","Emotional Disturbance",0,0
"Unified School District #2","=""3470015""","Intellectual Disability",0,0
"Unified School District #2","=""3470015""","Learning Disability",0,0
"Unified School District #2","=""3470015""","Other Disabilities",0,0
"Unified School District #2","=""3470015""","Other Health Impairment",0,0
"Unified School District #2","=""3470015""","Speech Language Impairment",0,0
"Union School District","=""1450011""","All Disabilities",9,"*"
"Union School District","=""1450011""","Learning Disability","*","*"
"Union School District","=""1450011""","Other Health Impairment","*","*"
"Union School District","=""1450011""","Speech Language Impairment","*","*"
"Vernon School District","=""1460011""","All Disabilities",267,67.8
"Vernon School District","=""1460011""","Autism",15,42.9
"Vernon School District","=""1460011""","Emotional Disturbance",17,35.4
"Vernon School District","=""1460011""","Intellectual Disability",14,58.3
"Vernon School District","=""1460011""","Learning Disability",100,85.5
"Vernon School District","=""1460011""","Other Disabilities",12,50.0
"Vernon School District","=""1460011""","Other Health Impairment",36,62.1
"Vernon School District","=""1460011""","Speech Language Impairment",73,83.0
"Voluntown School District","=""1470011""","All Disabilities",31,77.5
"Voluntown School District","=""1470011""","Autism","*","*"
"Voluntown School District","=""1470011""","Emotional Disturbance","*","*"
"Voluntown School District","=""1470011""","Intellectual Disability",0,0
"Voluntown School District","=""1470011""","Learning Disability",13,"*"
"Voluntown School District","=""1470011""","Other Disabilities","*","*"
"Voluntown School District","=""1470011""","Other Health Impairment","*","*"
"Voluntown School District","=""1470011""","Speech Language Impairment",10,"*"
"Wallingford School District","=""1480011""","All Disabilities",635,82.6
"Wallingford School District","=""1480011""","Autism",50,59.5
"Wallingford School District","=""1480011""","Emotional Disturbance",19,40.4
"Wallingford School District","=""1480011""","Intellectual Disability",14,60.9
"Wallingford School District","=""1480011""","Learning Disability",241,96.0
"Wallingford School District","=""1480011""","Other Disabilities",13,33.3
"Wallingford School District","=""1480011""","Other Health Impairment",170,88.1
"Wallingford School District","=""1480011""","Speech Language Impairment",128,97.0
"Waterbury School District","=""1510011""","All Disabilities",1789,67.3
"Waterbury School District","=""1510011""","Autism",86,49.7
"Waterbury School District","=""1510011""","Emotional Disturbance",72,32.4
"Waterbury School District","=""1510011""","Intellectual Disability",38,34.2
"Waterbury School District","=""1510011""","Learning Disability",657,73.7
"Waterbury School District","=""1510011""","Other Disabilities",48,39.3
"Waterbury School District","=""1510011""","Other Health Impairment",382,70.5
"Waterbury School District","=""1510011""","Speech Language Impairment",506,84.6
"Waterford School District","=""1520011""","All Disabilities",266,81.3
"Waterford School District","=""1520011""","Autism",19,70.4
"Waterford School District","=""1520011""","Emotional Disturbance",15,40.5
"Waterford School District","=""1520011""","Intellectual Disability",15,"*"
"Waterford School District","=""1520011""","Learning Disability",81,90.0
"Waterford School District","=""1520011""","Other Disabilities",7,"*"
"Waterford School District","=""1520011""","Other Health Impairment",76,88.4
"Waterford School District","=""1520011""","Speech Language Impairment",53,96.4
"Watertown School District","=""1530011""","All Disabilities",259,80.4
"Watertown School District","=""1530011""","Autism",14,46.7
"Watertown School District","=""1530011""","Emotional Disturbance",17,68.0
"Watertown School District","=""1530011""","Intellectual Disability","*","*"
"Watertown School District","=""1530011""","Learning Disability",104,93.7
"Watertown School District","=""1530011""","Other Disabilities","*","*"
"Watertown School District","=""1530011""","Other Health Impairment",83,91.2
"Watertown School District","=""1530011""","Speech Language Impairment",32,88.9
"West Hartford School District","=""1550011""","All Disabilities",728,70.7
"West Hartford School District","=""1550011""","Autism",85,61.6
"West Hartford School District","=""1550011""","Emotional Disturbance",26,47.3
"West Hartford School District","=""1550011""","Intellectual Disability",11,42.3
"West Hartford School District","=""1550011""","Learning Disability",233,75.2
"West Hartford School District","=""1550011""","Other Disabilities",60,54.1
"West Hartford School District","=""1550011""","Other Health Impairment",181,78.7
"West Hartford School District","=""1550011""","Speech Language Impairment",132,83.0
"West Haven School District","=""1560011""","All Disabilities",536,69.9
"West Haven School District","=""1560011""","Autism",16,23.2
"West Haven School District","=""1560011""","Emotional Disturbance",23,39.0
"West Haven School District","=""1560011""","Intellectual Disability",10,45.5
"West Haven School District","=""1560011""","Learning Disability",208,88.1
"West Haven School District","=""1560011""","Other Disabilities",44,46.8
"West Haven School District","=""1560011""","Other Health Impairment",75,70.1
"West Haven School District","=""1560011""","Speech Language Impairment",160,88.9
"Westbrook School District","=""1540011""","All Disabilities",51,71.8
"Westbrook School District","=""1540011""","Autism","*","*"
"Westbrook School District","=""1540011""","Emotional Disturbance","*","*"
"Westbrook School District","=""1540011""","Intellectual Disability","*","*"
"Westbrook School District","=""1540011""","Learning Disability",31,88.6
"Westbrook School District","=""1540011""","Other Disabilities","*","*"
"Westbrook School District","=""1540011""","Other Health Impairment",7,"*"
"Westbrook School District","=""1540011""","Speech Language Impairment","*","*"
"Weston School District","=""1570011""","All Disabilities",124,59.9
"Weston School District","=""1570011""","Autism",9,26.5
"Weston School District","=""1570011""","Emotional Disturbance","*","*"
"Weston School District","=""1570011""","Intellectual Disability",0,0
"Weston School District","=""1570011""","Learning Disability",51,72.9
"Weston School District","=""1570011""","Other Disabilities","*","*"
"Weston School District","=""1570011""","Other Health Impairment",35,64.8
"Weston School District","=""1570011""","Speech Language Impairment",24,80.0
"Westport School District","=""1580011""","All Disabilities",430,78.9
"Westport School District","=""1580011""","Autism",25,47.2
"Westport School District","=""1580011""","Emotional Disturbance",22,71.0
"Westport School District","=""1580011""","Intellectual Disability","*","*"
"Westport School District","=""1580011""","Learning Disability",224,89.2
"Westport School District","=""1580011""","Other Disabilities","*","*"
"Westport School District","=""1580011""","Other Health Impairment",76,87.4
"Westport School District","=""1580011""","Speech Language Impairment",73,80.2
"Wethersfield School District","=""1590011""","All Disabilities",321,79.9
"Wethersfield School District","=""1590011""","Autism",38,66.7
"Wethersfield School District","=""1590011""","Emotional Disturbance",9,37.5
"Wethersfield School District","=""1590011""","Intellectual Disability",15,"*"
"Wethersfield School District","=""1590011""","Learning Disability",93,89.4
"Wethersfield School District","=""1590011""","Other Disabilities",18,47.4
"Wethersfield School District","=""1590011""","Other Health Impairment",49,86.0
"Wethersfield School District","=""1590011""","Speech Language Impairment",99,96.1
"Willington School District","=""1600011""","All Disabilities",45,78.9
"Willington School District","=""1600011""","Autism","*","*"
"Willington School District","=""1600011""","Emotional Disturbance","*","*"
"Willington School District","=""1600011""","Intellectual Disability","*","*"
"Willington School District","=""1600011""","Learning Disability",17,85.0
"Willington School District","=""1600011""","Other Disabilities","*","*"
"Willington School District","=""1600011""","Other Health Impairment",10,"*"
"Willington School District","=""1600011""","Speech Language Impairment",12,"*"
"Wilton School District","=""1610011""","All Disabilities",274,61.6
"Wilton School District","=""1610011""","Autism",26,50.0
"Wilton School District","=""1610011""","Emotional Disturbance","*","*"
"Wilton School District","=""1610011""","Intellectual Disability",0,0
"Wilton School District","=""1610011""","Learning Disability",129,60.3
"Wilton School District","=""1610011""","Other Disabilities","*","*"
"Wilton School District","=""1610011""","Other Health Impairment",67,72.8
"Wilton School District","=""1610011""","Speech Language Impairment",37,80.4
"Winchester School District","=""1620011""","All Disabilities",136,56.2
"Winchester School District","=""1620011""","Autism",16,41.0
"Winchester School District","=""1620011""","Emotional Disturbance",12,42.9
"Winchester School District","=""1620011""","Intellectual Disability","*","*"
"Winchester School District","=""1620011""","Learning Disability",44,57.1
"Winchester School District","=""1620011""","Other Disabilities","*","*"
"Winchester School District","=""1620011""","Other Health Impairment",25,61.0
"Winchester School District","=""1620011""","Speech Language Impairment",31,79.5
"Windham School District","=""1630011""","All Disabilities",293,59.7
"Windham School District","=""1630011""","Autism",16,43.2
"Windham School District","=""1630011""","Emotional Disturbance",35,39.3
"Windham School District","=""1630011""","Intellectual Disability",31,88.6
"Windham School District","=""1630011""","Learning Disability",100,65.4
"Windham School District","=""1630011""","Other Disabilities",6,26.1
"Windham School District","=""1630011""","Other Health Impairment",56,64.4
"Windham School District","=""1630011""","Speech Language Impairment",49,73.1
"Windsor Locks School District","=""1650011""","All Disabilities",154,75.9
"Windsor Locks School District","=""1650011""","Autism",8,38.1
"Windsor Locks School District","=""1650011""","Emotional Disturbance",7,"*"
"Windsor Locks School District","=""1650011""","Intellectual Disability","*","*"
"Windsor Locks School District","=""1650011""","Learning Disability",97,95.1
"Windsor Locks School District","=""1650011""","Other Disabilities","*","*"
"Windsor Locks School District","=""1650011""","Other Health Impairment",26,78.8
"Windsor Locks School District","=""1650011""","Speech Language Impairment",9,"*"
"Windsor School District","=""1640011""","All Disabilities",413,79.9
"Windsor School District","=""1640011""","Autism",30,62.5
"Windsor School District","=""1640011""","Emotional Disturbance",21,53.8
"Windsor School District","=""1640011""","Intellectual Disability",12,"*"
"Windsor School District","=""1640011""","Learning Disability",180,93.8
"Windsor School District","=""1640011""","Other Disabilities",61,62.2
"Windsor School District","=""1640011""","Other Health Impairment",62,86.1
"Windsor School District","=""1640011""","Speech Language Impairment",47,94.0
"Wolcott School District","=""1660011""","All Disabilities",171,72.2
"Wolcott School District","=""1660011""","Autism",12,54.5
"Wolcott School District","=""1660011""","Emotional Disturbance",10,"*"
"Wolcott School District","=""1660011""","Intellectual Disability","*","*"
"Wolcott School District","=""1660011""","Learning Disability",69,89.6
"Wolcott School District","=""1660011""","Other Disabilities","*","*"
"Wolcott School District","=""1660011""","Other Health Impairment",41,70.7
"Wolcott School District","=""1660011""","Speech Language Impairment",33,97.1
"Woodbridge School District","=""1670011""","All Disabilities",47,77.0
"Woodbridge School District","=""1670011""","Autism","*","*"
"Woodbridge School District","=""1670011""","Emotional Disturbance","*","*"
"Woodbridge School District","=""1670011""","Intellectual Disability",0,0
"Woodbridge School District","=""1670011""","Learning Disability",13,"*"
"Woodbridge School District","=""1670011""","Other Disabilities",0,0
"Woodbridge School District","=""1670011""","Other Health Impairment",12,"*"
"Woodbridge School District","=""1670011""","Speech Language Impairment",16,"*"
"Woodstock School District","=""1690011""","All Disabilities",38,46.3
"Woodstock School District","=""1690011""","Autism","*","*"
"Woodstock School District","=""1690011""","Emotional Disturbance","*","*"
"Woodstock School District","=""1690011""","Intellectual Disability",0,0
"Woodstock School District","=""1690011""","Learning Disability",20,47.6
"Woodstock School District","=""1690011""","Other Disabilities",0,0
"Woodstock School District","=""1690011""","Other Health Impairment","*","*"
"Woodstock School District","=""1690011""","Speech Language Impairment",12,"*"

