"Students with Disabilities Spending 79.1-100% of Time with Nondisabled Peers (Ages 6-21), 2015-16"
"All Districts"
"Notes:"
"Data included in this report represent students ages 6-21 only."
"At this time, the only data included in this report are for students spending 79.1-100% of Time with Nondisabled Peers. In the future this report will be updated to include all Time with Nondisabled Peer categories (i.e., 0-40% and 40.1-79%)."
"At the district-level, this report includes only students with disabilities for whom the district is fiscally responsible, regardless of where the student is educated. At the school-level, a student is included as long as they are attending the selected school, regardless of the district with fiscal responsibility."
"Ridgefield School District","=""1180011""","Other Health Impairment",63,86.3
"Ridgefield School District","=""1180011""","Speech Language Impairment",47,94.0
"Rocky Hill School District","=""1190011""","All Disabilities",178,73.3
"Rocky Hill School District","=""1190011""","Autism",21,51.2
"Rocky Hill School District","=""1190011""","Emotional Disturbance",10,"*"
"Rocky Hill School District","=""1190011""","Intellectual Disability","*","*"
"Rocky Hill School District","=""1190011""","Learning Disability",73,88.0
"Rocky Hill School District","=""1190011""","Other Disabilities","*","*"
"Rocky Hill School District","=""1190011""","Other Health Impairment",45,80.4
"Rocky Hill School District","=""1190011""","Speech Language Impairment",24,96.0
"Salem School District","=""1210011""","All Disabilities",66,73.3
"Salem School District","=""1210011""","Autism",6,"*"
"Salem School District","=""1210011""","Emotional Disturbance","*","*"
"Salem School District","=""1210011""","Intellectual Disability","*","*"
"Salem School District","=""1210011""","Learning Disability",31,91.2
"Salem School District","=""1210011""","Other Disabilities","*","*"
"Salem School District","=""1210011""","Other Health Impairment",18,85.7
"Salem School District","=""1210011""","Speech Language Impairment",7,"*"
"Salisbury School District","=""1220011""","All Disabilities",24,88.9
"Salisbury School District","=""1220011""","Autism","*","*"
"Salisbury School District","=""1220011""","Emotional Disturbance","*","*"
"Salisbury School District","=""1220011""","Learning Disability",8,"*"
"Salisbury School District","=""1220011""","Other Disabilities","*","*"
"Salisbury School District","=""1220011""","Other Health Impairment","*","*"
"Salisbury School District","=""1220011""","Speech Language Impairment",7,"*"
"Scotland School District","=""1230011""","All Disabilities",9,"*"
"Scotland School District","=""1230011""","Intellectual Disability",0,"*"
"Scotland School District","=""1230011""","Learning Disability","*","*"
"Scotland School District","=""1230011""","Other Disabilities",0,"*"
"Scotland School District","=""1230011""","Other Health Impairment","*","*"
"Scotland School District","=""1230011""","Speech Language Impairment","*","*"
"Seymour School District","=""1240011""","All Disabilities",208,81.6
"Seymour School District","=""1240011""","Autism",18,50.0
"Seymour School District","=""1240011""","Emotional Disturbance",9,"*"
"Seymour School District","=""1240011""","Intellectual Disability","*","*"
"Seymour School District","=""1240011""","Learning Disability",120,94.5
"Seymour School District","=""1240011""","Other Disabilities","*","*"
"Seymour School District","=""1240011""","Other Health Impairment",27,87.1
"Seymour School District","=""1240011""","Speech Language Impairment",25,100.0
"Sharon School District","=""1250011""","All Disabilities",14,60.9
"Sharon School District","=""1250011""","Autism",0,0
"Sharon School District","=""1250011""","Emotional Disturbance","*","*"
"Sharon School District","=""1250011""","Intellectual Disability",0,0
"Sharon School District","=""1250011""","Learning Disability",9,"*"
"Sharon School District","=""1250011""","Other Health Impairment","*","*"
"Shelton School District","=""1260011""","All Disabilities",299,49.1
"Shelton School District","=""1260011""","Autism",22,29.7
"Shelton School District","=""1260011""","Emotional Disturbance",18,51.4
"Shelton School District","=""1260011""","Intellectual Disability","*","*"
"Shelton School District","=""1260011""","Learning Disability",165,55.9
"Shelton School District","=""1260011""","Other Disabilities","*","*"
"Shelton School District","=""1260011""","Other Health Impairment",55,52.4
"Shelton School District","=""1260011""","Speech Language Impairment",35,52.2
"Sherman School District","=""1270011""","All Disabilities",41,67.2
"Sherman School District","=""1270011""","Autism","*","*"
"Sherman School District","=""1270011""","Emotional Disturbance","*","*"
"Sherman School District","=""1270011""","Intellectual Disability",0,0
"Sherman School District","=""1270011""","Learning Disability",16,69.6
"Sherman School District","=""1270011""","Other Disabilities","*","*"
"Sherman School District","=""1270011""","Other Health Impairment",10,"*"
"Sherman School District","=""1270011""","Speech Language Impairment",6,"*"
"Simsbury School District","=""1280011""","All Disabilities",388,73.1
"Simsbury School District","=""1280011""","Autism",53,57.6
"Simsbury School District","=""1280011""","Emotional Disturbance",11,44.0
"Simsbury School District","=""1280011""","Intellectual Disability","*","*"
"Simsbury School District","=""1280011""","Learning Disability",160,84.2
"Simsbury School District","=""1280011""","Other Disabilities","*","*"
"Simsbury School District","=""1280011""","Other Health Impairment",118,83.1
"Simsbury School District","=""1280011""","Speech Language Impairment",38,86.4
"Somers School District","=""1290011""","All Disabilities",124,79.0
"Somers School District","=""1290011""","Autism",11,50.0
"Somers School District","=""1290011""","Emotional Disturbance",9,"*"
"Somers School District","=""1290011""","Intellectual Disability","*","*"
"Somers School District","=""1290011""","Learning Disability",42,87.5
"Somers School District","=""1290011""","Other Disabilities","*","*"
"Somers School District","=""1290011""","Other Health Impairment",36,90.0
"Somers School District","=""1290011""","Speech Language Impairment",21,91.3
"South Windsor School District","=""1320011""","All Disabilities",396,78.1
"South Windsor School District","=""1320011""","Autism",58,69.9
"South Windsor School District","=""1320011""","Emotional Disturbance",11,50.0
"South Windsor School District","=""1320011""","Intellectual Disability","*","*"
"South Windsor School District","=""1320011""","Learning Disability",147,90.7
"South Windsor School District","=""1320011""","Other Disabilities","*","*"
"South Windsor School District","=""1320011""","Other Health Impairment",120,88.2
"South Windsor School District","=""1320011""","Speech Language Impairment",45,84.9
"Southington School District","=""1310011""","All Disabilities",434,57.6
"Southington School District","=""1310011""","Autism",50,51.0
"Southington School District","=""1310011""","Emotional Disturbance",14,28.6
"Southington School District","=""1310011""","Intellectual Disability","*","*"
"Southington School District","=""1310011""","Learning Disability",161,69.7
"Southington School District","=""1310011""","Other Disabilities","*","*"
"Southington School District","=""1310011""","Other Health Impairment",128,62.1
"Southington School District","=""1310011""","Speech Language Impairment",74,64.3
"Sprague School District","=""1330011""","All Disabilities",41,64.1
"Sprague School District","=""1330011""","Autism","*","*"
"Sprague School District","=""1330011""","Emotional Disturbance","*","*"
"Sprague School District","=""1330011""","Intellectual Disability","*","*"
"Sprague School District","=""1330011""","Learning Disability",13,"*"
"Sprague School District","=""1330011""","Other Disabilities","*","*"
"Sprague School District","=""1330011""","Other Health Impairment",10,"*"
"Sprague School District","=""1330011""","Speech Language Impairment",7,"*"
"Stafford School District","=""1340011""","All Disabilities",89,49.4
"Stafford School District","=""1340011""","Autism",14,60.9
"Stafford School District","=""1340011""","Emotional Disturbance",7,30.4
"Stafford School District","=""1340011""","Intellectual Disability","*","*"
"Stafford School District","=""1340011""","Learning Disability",32,49.2
"Stafford School District","=""1340011""","Other Disabilities","*","*"
"Stafford School District","=""1340011""","Other Health Impairment",18,43.9
"Stafford School District","=""1340011""","Speech Language Impairment",13,"*"
"Stamford School District","=""1350011""","All Disabilities",966,56.3
"Stamford School District","=""1350011""","Autism",48,31.4
"Stamford School District","=""1350011""","Emotional Disturbance",15,33.3
"Stamford School District","=""1350011""","Intellectual Disability",7,10.9
"Stamford School District","=""1350011""","Learning Disability",494,65.7
"Stamford School District","=""1350011""","Other Disabilities",29,26.6
"Stamford School District","=""1350011""","Other Health Impairment",218,61.6
"Stamford School District","=""1350011""","Speech Language Impairment",155,65.1
"Sterling School District","=""1360011""","All Disabilities",50,65.8
"Sterling School District","=""1360011""","Autism","*","*"
"Sterling School District","=""1360011""","Emotional Disturbance","*","*"
"Sterling School District","=""1360011""","Intellectual Disability",0,0
"Sterling School District","=""1360011""","Learning Disability",15,"*"
"Sterling School District","=""1360011""","Other Disabilities","*","*"
"Sterling School District","=""1360011""","Other Health Impairment",16,"*"
"Sterling School District","=""1360011""","Speech Language Impairment",6,"*"
"Stonington School District","=""1370011""","All Disabilities",251,78.9
"Stonington School District","=""1370011""","Autism",31,66.0
"Stonington School District","=""1370011""","Emotional Disturbance","*","*"
"Stonington School District","=""1370011""","Intellectual Disability",0,0
"Stonington School District","=""1370011""","Learning Disability",120,89.6
"Stonington School District","=""1370011""","Other Disabilities","*","*"
"Stonington School District","=""1370011""","Other Health Impairment",59,84.3
"Stonington School District","=""1370011""","Speech Language Impairment",32,94.1
"Stratford School District","=""1380011""","All Disabilities",564,73.1
"Stratford School District","=""1380011""","Autism",57,49.1
"Stratford School District","=""1380011""","Emotional Disturbance",21,35.0
"Stratford School District","=""1380011""","Intellectual Disability",19,61.3
"Stratford School District","=""1380011""","Learning Disability",224,91.4
"Stratford School District","=""1380011""","Other Disabilities",15,30.6
"Stratford School District","=""1380011""","Other Health Impairment",171,81.8
"Stratford School District","=""1380011""","Speech Language Impairment",57,91.9
"Suffield School District","=""1390011""","All Disabilities",188,81.7
"Suffield School District","=""1390011""","Autism",43,84.3
"Suffield School District","=""1390011""","Emotional Disturbance","*","*"
"Suffield School District","=""1390011""","Intellectual Disability","*","*"
"Suffield School District","=""1390011""","Learning Disability",70,87.5
"Suffield School District","=""1390011""","Other Disabilities","*","*"
"Suffield School District","=""1390011""","Other Health Impairment",45,80.4
"Suffield School District","=""1390011""","Speech Language Impairment",22,95.7
"Thomaston School District","=""1400011""","All Disabilities",106,81.5
"Thomaston School District","=""1400011""","Autism",12,"*"
"Thomaston School District","=""1400011""","Emotional Disturbance","*","*"
"Thomaston School District","=""1400011""","Intellectual Disability","*","*"
"Thomaston School District","=""1400011""","Learning Disability",50,92.6
"Thomaston School District","=""1400011""","Other Disabilities","*","*"
"Thomaston School District","=""1400011""","Other Health Impairment",18,85.7
"Thomaston School District","=""1400011""","Speech Language Impairment",16,"*"
"Thompson School District","=""1410011""","All Disabilities",83,73.5
"Thompson School District","=""1410011""","Autism","*","*"
"Thompson School District","=""1410011""","Emotional Disturbance","*","*"
"Thompson School District","=""1410011""","Intellectual Disability",0,0
"Thompson School District","=""1410011""","Learning Disability",33,97.1
"Thompson School District","=""1410011""","Other Disabilities",7,"*"
"Thompson School District","=""1410011""","Other Health Impairment",10,"*"
"Thompson School District","=""1410011""","Speech Language Impairment",24,92.3
"Tolland School District","=""1420011""","All Disabilities",213,71.2
"Tolland School District","=""1420011""","Autism",27,51.9
"Tolland School District","=""1420011""","Emotional Disturbance","*","*"
"Tolland School District","=""1420011""","Intellectual Disability","*","*"
"Tolland School District","=""1420011""","Learning Disability",106,85.5
"Tolland School District","=""1420011""","Other Disabilities",6,"*"
"Tolland School District","=""1420011""","Other Health Impairment",55,84.6
"Tolland School District","=""1420011""","Speech Language Impairment",12,"*"
"Torrington School District","=""1430011""","All Disabilities",419,55.1
"Torrington School District","=""1430011""","Autism",33,42.3
"Torrington School District","=""1430011""","Emotional Disturbance",23,40.4
"Torrington School District","=""1430011""","Intellectual Disability","*","*"
"Torrington School District","=""1430011""","Learning Disability",191,63.2
"Torrington School District","=""1430011""","Other Disabilities","*","*"
"Torrington School District","=""1430011""","Other Health Impairment",95,53.7
"Torrington School District","=""1430011""","Speech Language Impairment",68,86.1
"Trumbull School District","=""1440011""","All Disabilities",473,73.9
"Trumbull School District","=""1440011""","Autism",46,50.0
"Trumbull School District","=""1440011""","Emotional Disturbance",28,62.2
"Trumbull School District","=""1440011""","Intellectual Disability","*","*"
"Trumbull School District","=""1440011""","Learning Disability",194,86.6
"Trumbull School District","=""1440011""","Other Disabilities","*","*"
"Trumbull School District","=""1440011""","Other Health Impairment",138,83.1
"Trumbull School District","=""1440011""","Speech Language Impairment",48,96.0
"Unified School District #1","=""3360015""","All Disabilities",157,94.0
"Unified School District #1","=""3360015""","Emotional Disturbance",55,88.7
"Unified School District #1","=""3360015""","Intellectual Disability","*","*"
"Unified School District #1","=""3360015""","Learning Disability",55,96.5
"Unified School District #1","=""3360015""","Other Disabilities","*","*"
"Unified School District #1","=""3360015""","Other Health Impairment",38,97.4
"Unified School District #1","=""3360015""","Speech Language Impairment","*","*"
"Unified School District #2","=""3470015""","All Disabilities",0,0
"Unified School District #2","=""3470015""","Autism",0,0
"Unified School District #2","=""3470015""","Emotional Disturbance",0,0
"Unified School District #2","=""3470015""","Learning Disability",0,0
"Unified School District #2","=""3470015""","Other Disabilities",0,0
"Unified School District #2","=""3470015""","Other Health Impairment",0,0
"Unified School District #2","=""3470015""","Speech Language Impairment",0,0
"Union School District","=""1450011""","All Disabilities",14,"*"
"Union School District","=""1450011""","Autism",0,"*"
"Union School District","=""1450011""","Emotional Disturbance","*","*"
"Union School District","=""1450011""","Learning Disability",10,"*"
"Union School District","=""1450011""","Other Health Impairment","*","*"
"Union School District","=""1450011""","Speech Language Impairment","*","*"
"Vernon School District","=""1460011""","All Disabilities",337,69.6
"Vernon School District","=""1460011""","Autism",30,51.7
"Vernon School District","=""1460011""","Emotional Disturbance",22,38.6
"Vernon School District","=""1460011""","Intellectual Disability",7,35.0
"Vernon School District","=""1460011""","Learning Disability",141,87.0
"Vernon School District","=""1460011""","Other Disabilities",21,55.3
"Vernon School District","=""1460011""","Other Health Impairment",42,64.6
"Vernon School District","=""1460011""","Speech Language Impairment",74,88.1
"Voluntown School District","=""1470011""","All Disabilities",33,52.4
"Voluntown School District","=""1470011""","Autism","*","*"
"Voluntown School District","=""1470011""","Emotional Disturbance",0,0
"Voluntown School District","=""1470011""","Intellectual Disability",0,0
"Voluntown School District","=""1470011""","Learning Disability",23,71.9
"Voluntown School District","=""1470011""","Other Disabilities","*","*"
"Voluntown School District","=""1470011""","Other Health Impairment",0,0
"Voluntown School District","=""1470011""","Speech Language Impairment",8,"*"
"Wallingford School District","=""1480011""","All Disabilities",509,77.4
"Wallingford School District","=""1480011""","Autism",48,57.1
"Wallingford School District","=""1480011""","Emotional Disturbance",17,43.6
"Wallingford School District","=""1480011""","Intellectual Disability",10,41.7
"Wallingford School District","=""1480011""","Learning Disability",199,93.0
"Wallingford School District","=""1480011""","Other Disabilities",10,30.3
"Wallingford School District","=""1480011""","Other Health Impairment",135,80.4
"Wallingford School District","=""1480011""","Speech Language Impairment",90,93.8
"Waterbury School District","=""1510011""","All Disabilities",1967,62.2
"Waterbury School District","=""1510011""","Autism",89,40.6
"Waterbury School District","=""1510011""","Emotional Disturbance",77,29.1
"Waterbury School District","=""1510011""","Intellectual Disability",19,17.1
"Waterbury School District","=""1510011""","Learning Disability",868,71.3
"Waterbury School District","=""1510011""","Other Disabilities",28,23.1
"Waterbury School District","=""1510011""","Other Health Impairment",451,64.5
"Waterbury School District","=""1510011""","Speech Language Impairment",435,81.9
"Waterford School District","=""1520011""","All Disabilities",312,83.9
"Waterford School District","=""1520011""","Autism",37,78.7
"Waterford School District","=""1520011""","Emotional Disturbance",20,50.0
"Waterford School District","=""1520011""","Intellectual Disability","*","*"
"Waterford School District","=""1520011""","Learning Disability",110,97.3
"Waterford School District","=""1520011""","Other Disabilities","*","*"
"Waterford School District","=""1520011""","Other Health Impairment",98,86.0
"Waterford School District","=""1520011""","Speech Language Impairment",33,97.1
"Watertown School District","=""1530011""","All Disabilities",247,73.5
"Watertown School District","=""1530011""","Autism",20,45.5
"Watertown School District","=""1530011""","Emotional Disturbance",19,63.3
"Watertown School District","=""1530011""","Intellectual Disability","*","*"
"Watertown School District","=""1530011""","Learning Disability",83,83.0
"Watertown School District","=""1530011""","Other Disabilities","*","*"
"Watertown School District","=""1530011""","Other Health Impairment",92,86.8
"Watertown School District","=""1530011""","Speech Language Impairment",30,90.9
"West Hartford School District","=""1550011""","All Disabilities",817,73.5
"West Hartford School District","=""1550011""","Autism",118,61.1
"West Hartford School District","=""1550011""","Emotional Disturbance",32,45.7
"West Hartford School District","=""1550011""","Intellectual Disability",8,28.6
"West Hartford School District","=""1550011""","Learning Disability",255,83.1
"West Hartford School District","=""1550011""","Other Disabilities",41,44.6
"West Hartford School District","=""1550011""","Other Health Impairment",217,83.8
"West Hartford School District","=""1550011""","Speech Language Impairment",146,89.6
"West Haven School District","=""1560011""","All Disabilities",653,69.2
"West Haven School District","=""1560011""","Autism",30,33.0
"West Haven School District","=""1560011""","Emotional Disturbance",18,28.6
"West Haven School District","=""1560011""","Intellectual Disability",7,35.0
"West Haven School District","=""1560011""","Learning Disability",302,90.4
"West Haven School District","=""1560011""","Other Disabilities",58,40.8
"West Haven School District","=""1560011""","Other Health Impairment",89,69.0
"West Haven School District","=""1560011""","Speech Language Impairment",149,90.3
"Westbrook School District","=""1540011""","All Disabilities",74,81.3
"Westbrook School District","=""1540011""","Autism",12,"*"
"Westbrook School District","=""1540011""","Emotional Disturbance",8,"*"
"Westbrook School District","=""1540011""","Intellectual Disability","*","*"
"Westbrook School District","=""1540011""","Learning Disability",32,88.9
"Westbrook School District","=""1540011""","Other Disabilities","*","*"
"Westbrook School District","=""1540011""","Other Health Impairment",11,"*"
"Westbrook School District","=""1540011""","Speech Language Impairment",6,"*"
"Weston School District","=""1570011""","All Disabilities",119,61.3
"Weston School District","=""1570011""","Autism",13,37.1
"Weston School District","=""1570011""","Emotional Disturbance","*","*"
"Weston School District","=""1570011""","Intellectual Disability",0,0
"Weston School District","=""1570011""","Learning Disability",48,66.7
"Weston School District","=""1570011""","Other Disabilities","*","*"
"Weston School District","=""1570011""","Other Health Impairment",28,66.7
"Weston School District","=""1570011""","Speech Language Impairment",23,79.3
"Westport School District","=""1580011""","All Disabilities",428,76.8
"Westport School District","=""1580011""","Autism",24,51.1
"Westport School District","=""1580011""","Emotional Disturbance",27,55.1
"Westport School District","=""1580011""","Intellectual Disability",0,0
"Westport School District","=""1580011""","Learning Disability",208,88.1
"Westport School District","=""1580011""","Other Disabilities",8,27.6
"Westport School District","=""1580011""","Other Health Impairment",106,91.4
"Westport School District","=""1580011""","Speech Language Impairment",55,73.3
"Wethersfield School District","=""1590011""","All Disabilities",391,80.8
"Wethersfield School District","=""1590011""","Autism",37,62.7
"Wethersfield School District","=""1590011""","Emotional Disturbance",9,31.0
"Wethersfield School District","=""1590011""","Intellectual Disability",9,"*"
"Wethersfield School District","=""1590011""","Learning Disability",143,95.3
"Wethersfield School District","=""1590011""","Other Disabilities",21,55.3
"Wethersfield School District","=""1590011""","Other Health Impairment",78,79.6
"Wethersfield School District","=""1590011""","Speech Language Impairment",94,97.9
"Willington School District","=""1600011""","All Disabilities",55,84.6
"Willington School District","=""1600011""","Autism","*","*"
"Willington School District","=""1600011""","Emotional Disturbance","*","*"
"Willington School District","=""1600011""","Intellectual Disability","*","*"
"Willington School District","=""1600011""","Learning Disability",22,91.7
"Willington School District","=""1600011""","Other Disabilities",0,0
"Willington School District","=""1600011""","Other Health Impairment",15,"*"
"Willington School District","=""1600011""","Speech Language Impairment",11,"*"
"Wilton School District","=""1610011""","All Disabilities",386,73.7
"Wilton School District","=""1610011""","Autism",41,61.2
"Wilton School District","=""1610011""","Emotional Disturbance",8,"*"
"Wilton School District","=""1610011""","Intellectual Disability",0,0
"Wilton School District","=""1610011""","Learning Disability",178,77.1
"Wilton School District","=""1610011""","Other Disabilities",6,25.0
"Wilton School District","=""1610011""","Other Health Impairment",107,84.9
"Wilton School District","=""1610011""","Speech Language Impairment",46,88.5
"Winchester School District","=""1620011""","All Disabilities",146,62.9
"Winchester School District","=""1620011""","Autism",15,41.7
"Winchester School District","=""1620011""","Emotional Disturbance",11,47.8
"Winchester School District","=""1620011""","Intellectual Disability","*","*"
"Winchester School District","=""1620011""","Learning Disability",52,73.2
"Winchester School District","=""1620011""","Other Disabilities","*","*"
"Winchester School District","=""1620011""","Other Health Impairment",36,73.5
"Winchester School District","=""1620011""","Speech Language Impairment",23,69.7
"Windham School District","=""1630011""","All Disabilities",349,70.8
"Windham School District","=""1630011""","Autism",21,43.8
"Windham School District","=""1630011""","Emotional Disturbance",33,51.6
"Windham School District","=""1630011""","Intellectual Disability",12,50.0
"Windham School District","=""1630011""","Learning Disability",140,87.0
"Windham School District","=""1630011""","Other Disabilities",12,41.4
"Windham School District","=""1630011""","Other Health Impairment",65,73.9
"Windham School District","=""1630011""","Speech Language Impairment",66,83.5
"Windsor Locks School District","=""1650011""","All Disabilities",160,74.8
"Windsor Locks School District","=""1650011""","Autism",9,40.9
"Windsor Locks School District","=""1650011""","Emotional Disturbance",15,71.4
"Windsor Locks School District","=""1650011""","Intellectual Disability","*","*"
"Windsor Locks School District","=""1650011""","Learning Disability",86,86.0
"Windsor Locks School District","=""1650011""","Other Disabilities","*","*"
"Windsor Locks School District","=""1650011""","Other Health Impairment",36,78.3
"Windsor Locks School District","=""1650011""","Speech Language Impairment",9,"*"
"Windsor School District","=""1640011""","All Disabilities",402,68.7
"Windsor School District","=""1640011""","Autism",37,57.8
"Windsor School District","=""1640011""","Emotional Disturbance","*","*"
"Windsor School District","=""1640011""","Intellectual Disability","*","*"
"Windsor School District","=""1640011""","Learning Disability",145,80.1
"Windsor School District","=""1640011""","Other Disabilities",74,54.4
"Windsor School District","=""1640011""","Other Health Impairment",84,82.4
"Windsor School District","=""1640011""","Speech Language Impairment",38,95.0
"Wolcott School District","=""1660011""","All Disabilities",182,75.2
"Wolcott School District","=""1660011""","Autism",14,56.0
"Wolcott School District","=""1660011""","Emotional Disturbance",10,"*"
"Wolcott School District","=""1660011""","Intellectual Disability","*","*"
"Wolcott School District","=""1660011""","Learning Disability",86,82.7
"Wolcott School District","=""1660011""","Other Disabilities","*","*"
"Wolcott School District","=""1660011""","Other Health Impairment",43,82.7
"Wolcott School District","=""1660011""","Speech Language Impairment",21,100.0
"Woodbridge School District","=""1670011""","All Disabilities",45,77.6
"Woodbridge School District","=""1670011""","Autism","*","*"
"Woodbridge School District","=""1670011""","Emotional Disturbance","*","*"
"Woodbridge School District","=""1670011""","Intellectual Disability",0,0
"Woodbridge School District","=""1670011""","Learning Disability",18,85.7
"Woodbridge School District","=""1670011""","Other Disabilities",0,0
"Woodbridge School District","=""1670011""","Other Health Impairment",12,"*"
"Woodbridge School District","=""1670011""","Speech Language Impairment",11,"*"
"Woodstock School District","=""1690011""","All Disabilities",53,47.7
"Woodstock School District","=""1690011""","Autism","*","*"
"Woodstock School District","=""1690011""","Emotional Disturbance",0,0
"Woodstock School District","=""1690011""","Intellectual Disability",0,0
"Woodstock School District","=""1690011""","Learning Disability",34,54.8
"Woodstock School District","=""1690011""","Other Disabilities",0,0
"Woodstock School District","=""1690011""","Other Health Impairment","*","*"
"Woodstock School District","=""1690011""","Speech Language Impairment",10,"*"

