"Students with Disabilities Spending 79.1-100% of Time with Nondisabled Peers (Ages 6-21), 2010-11"
"All Districts"
"Notes:"
"Data included in this report represent students ages 6-21 only."
"At this time, the only data included in this report are for students spending 79.1-100% of Time with Nondisabled Peers. In the future this report will be updated to include all Time with Nondisabled Peer categories (i.e., 0-40% and 40.1-79%)."
"At the district-level, this report includes only students with disabilities for whom the district is fiscally responsible, regardless of where the student is educated. At the school-level, a student is included as long as they are attending the selected school, regardless of the district with fiscal responsibility."
"Ridgefield School District","=""1180011""","Autism",32,64.0
"Ridgefield School District","=""1180011""","Emotional Disturbance",20,57.1
"Ridgefield School District","=""1180011""","Intellectual Disability","*","*"
"Ridgefield School District","=""1180011""","Learning Disability",161,93.1
"Ridgefield School District","=""1180011""","Other Disabilities","*","*"
"Ridgefield School District","=""1180011""","Other Health Impairment",54,88.5
"Ridgefield School District","=""1180011""","Speech Language Impairment",69,98.6
"Rocky Hill School District","=""1190011""","All Disabilities",170,81.0
"Rocky Hill School District","=""1190011""","Autism",13,59.1
"Rocky Hill School District","=""1190011""","Emotional Disturbance",11,"*"
"Rocky Hill School District","=""1190011""","Intellectual Disability","*","*"
"Rocky Hill School District","=""1190011""","Learning Disability",72,91.1
"Rocky Hill School District","=""1190011""","Other Disabilities","*","*"
"Rocky Hill School District","=""1190011""","Other Health Impairment",30,93.8
"Rocky Hill School District","=""1190011""","Speech Language Impairment",35,89.7
"Salem School District","=""1210011""","All Disabilities",41,69.5
"Salem School District","=""1210011""","Autism","*","*"
"Salem School District","=""1210011""","Emotional Disturbance","*","*"
"Salem School District","=""1210011""","Intellectual Disability","*","*"
"Salem School District","=""1210011""","Learning Disability",20,90.9
"Salem School District","=""1210011""","Other Disabilities","*","*"
"Salem School District","=""1210011""","Other Health Impairment",11,"*"
"Salem School District","=""1210011""","Speech Language Impairment","*","*"
"Salisbury School District","=""1220011""","All Disabilities",16,64.0
"Salisbury School District","=""1220011""","Autism","*","*"
"Salisbury School District","=""1220011""","Emotional Disturbance",0,0
"Salisbury School District","=""1220011""","Learning Disability",8,"*"
"Salisbury School District","=""1220011""","Other Disabilities","*","*"
"Salisbury School District","=""1220011""","Other Health Impairment","*","*"
"Salisbury School District","=""1220011""","Speech Language Impairment","*","*"
"Scotland School District","=""1230011""","All Disabilities",15,"*"
"Scotland School District","=""1230011""","Autism","*","*"
"Scotland School District","=""1230011""","Emotional Disturbance","*","*"
"Scotland School District","=""1230011""","Learning Disability","*","*"
"Scotland School District","=""1230011""","Other Disabilities","*","*"
"Scotland School District","=""1230011""","Other Health Impairment","*","*"
"Scotland School District","=""1230011""","Speech Language Impairment","*","*"
"Seymour School District","=""1240011""","All Disabilities",173,88.7
"Seymour School District","=""1240011""","Autism",16,66.7
"Seymour School District","=""1240011""","Emotional Disturbance","*","*"
"Seymour School District","=""1240011""","Intellectual Disability",9,"*"
"Seymour School District","=""1240011""","Learning Disability",72,94.7
"Seymour School District","=""1240011""","Other Disabilities","*","*"
"Seymour School District","=""1240011""","Other Health Impairment",24,92.3
"Seymour School District","=""1240011""","Speech Language Impairment",38,97.4
"Sharon School District","=""1250011""","All Disabilities",26,92.9
"Sharon School District","=""1250011""","Autism","*","*"
"Sharon School District","=""1250011""","Emotional Disturbance","*","*"
"Sharon School District","=""1250011""","Learning Disability",8,"*"
"Sharon School District","=""1250011""","Other Disabilities","*","*"
"Sharon School District","=""1250011""","Other Health Impairment",7,"*"
"Sharon School District","=""1250011""","Speech Language Impairment","*","*"
"Shelton School District","=""1260011""","All Disabilities",319,66.0
"Shelton School District","=""1260011""","Autism",24,42.1
"Shelton School District","=""1260011""","Emotional Disturbance",26,59.1
"Shelton School District","=""1260011""","Intellectual Disability","*","*"
"Shelton School District","=""1260011""","Learning Disability",108,77.1
"Shelton School District","=""1260011""","Other Disabilities","*","*"
"Shelton School District","=""1260011""","Other Health Impairment",69,68.3
"Shelton School District","=""1260011""","Speech Language Impairment",76,76.8
"Sherman School District","=""1270011""","All Disabilities",50,83.3
"Sherman School District","=""1270011""","Autism",6,"*"
"Sherman School District","=""1270011""","Emotional Disturbance","*","*"
"Sherman School District","=""1270011""","Intellectual Disability",0,0
"Sherman School District","=""1270011""","Learning Disability",18,81.8
"Sherman School District","=""1270011""","Other Disabilities","*","*"
"Sherman School District","=""1270011""","Other Health Impairment",12,"*"
"Sherman School District","=""1270011""","Speech Language Impairment",9,"*"
"Simsbury School District","=""1280011""","All Disabilities",422,76.3
"Simsbury School District","=""1280011""","Autism",52,61.2
"Simsbury School District","=""1280011""","Emotional Disturbance",9,37.5
"Simsbury School District","=""1280011""","Intellectual Disability",8,36.4
"Simsbury School District","=""1280011""","Learning Disability",184,86.0
"Simsbury School District","=""1280011""","Other Disabilities",11,55.0
"Simsbury School District","=""1280011""","Other Health Impairment",78,81.3
"Simsbury School District","=""1280011""","Speech Language Impairment",80,87.0
"Somers School District","=""1290011""","All Disabilities",122,80.3
"Somers School District","=""1290011""","Autism","*","*"
"Somers School District","=""1290011""","Emotional Disturbance","*","*"
"Somers School District","=""1290011""","Intellectual Disability","*","*"
"Somers School District","=""1290011""","Learning Disability",52,91.2
"Somers School District","=""1290011""","Other Disabilities","*","*"
"Somers School District","=""1290011""","Other Health Impairment",14,"*"
"Somers School District","=""1290011""","Speech Language Impairment",39,92.9
"South Windsor School District","=""1320011""","All Disabilities",405,79.3
"South Windsor School District","=""1320011""","Autism",34,61.8
"South Windsor School District","=""1320011""","Emotional Disturbance","*","*"
"South Windsor School District","=""1320011""","Intellectual Disability","*","*"
"South Windsor School District","=""1320011""","Learning Disability",96,85.7
"South Windsor School District","=""1320011""","Other Disabilities",20,47.6
"South Windsor School District","=""1320011""","Other Health Impairment",164,84.1
"South Windsor School District","=""1320011""","Speech Language Impairment",78,96.3
"Southington School District","=""1310011""","All Disabilities",481,70.2
"Southington School District","=""1310011""","Autism",38,55.1
"Southington School District","=""1310011""","Emotional Disturbance",33,51.6
"Southington School District","=""1310011""","Intellectual Disability",12,"*"
"Southington School District","=""1310011""","Learning Disability",177,78.0
"Southington School District","=""1310011""","Other Disabilities",16,32.7
"Southington School District","=""1310011""","Other Health Impairment",108,72.5
"Southington School District","=""1310011""","Speech Language Impairment",97,85.8
"Sprague School District","=""1330011""","All Disabilities",24,61.5
"Sprague School District","=""1330011""","Autism","*","*"
"Sprague School District","=""1330011""","Emotional Disturbance","*","*"
"Sprague School District","=""1330011""","Intellectual Disability","*","*"
"Sprague School District","=""1330011""","Learning Disability","*","*"
"Sprague School District","=""1330011""","Other Disabilities",0,0
"Sprague School District","=""1330011""","Other Health Impairment","*","*"
"Sprague School District","=""1330011""","Speech Language Impairment",6,"*"
"Stafford School District","=""1340011""","All Disabilities",111,69.4
"Stafford School District","=""1340011""","Autism",14,66.7
"Stafford School District","=""1340011""","Emotional Disturbance",11,47.8
"Stafford School District","=""1340011""","Intellectual Disability","*","*"
"Stafford School District","=""1340011""","Learning Disability",44,80.0
"Stafford School District","=""1340011""","Other Disabilities","*","*"
"Stafford School District","=""1340011""","Other Health Impairment",12,54.5
"Stafford School District","=""1340011""","Speech Language Impairment",22,88.0
"Stamford School District","=""1350011""","All Disabilities",960,71.1
"Stamford School District","=""1350011""","Autism",34,37.4
"Stamford School District","=""1350011""","Emotional Disturbance",15,38.5
"Stamford School District","=""1350011""","Intellectual Disability",15,32.6
"Stamford School District","=""1350011""","Learning Disability",481,83.9
"Stamford School District","=""1350011""","Other Disabilities",84,52.5
"Stamford School District","=""1350011""","Other Health Impairment",145,66.5
"Stamford School District","=""1350011""","Speech Language Impairment",186,83.0
"Sterling School District","=""1360011""","All Disabilities",43,68.3
"Sterling School District","=""1360011""","Autism","*","*"
"Sterling School District","=""1360011""","Emotional Disturbance","*","*"
"Sterling School District","=""1360011""","Learning Disability",17,77.3
"Sterling School District","=""1360011""","Other Disabilities","*","*"
"Sterling School District","=""1360011""","Other Health Impairment","*","*"
"Sterling School District","=""1360011""","Speech Language Impairment",10,"*"
"Stonington School District","=""1370011""","All Disabilities",233,79.8
"Stonington School District","=""1370011""","Autism",22,66.7
"Stonington School District","=""1370011""","Emotional Disturbance",15,53.6
"Stonington School District","=""1370011""","Intellectual Disability","*","*"
"Stonington School District","=""1370011""","Learning Disability",121,93.8
"Stonington School District","=""1370011""","Other Disabilities","*","*"
"Stonington School District","=""1370011""","Other Health Impairment",33,82.5
"Stonington School District","=""1370011""","Speech Language Impairment",38,97.4
"Stratford School District","=""1380011""","All Disabilities",519,78.2
"Stratford School District","=""1380011""","Autism",46,55.4
"Stratford School District","=""1380011""","Emotional Disturbance",20,43.5
"Stratford School District","=""1380011""","Intellectual Disability",29,82.9
"Stratford School District","=""1380011""","Learning Disability",216,96.4
"Stratford School District","=""1380011""","Other Disabilities",22,39.3
"Stratford School District","=""1380011""","Other Health Impairment",131,80.9
"Stratford School District","=""1380011""","Speech Language Impairment",55,94.8
"Suffield School District","=""1390011""","All Disabilities",197,87.6
"Suffield School District","=""1390011""","Autism",25,73.5
"Suffield School District","=""1390011""","Emotional Disturbance","*","*"
"Suffield School District","=""1390011""","Intellectual Disability",8,"*"
"Suffield School District","=""1390011""","Learning Disability",86,91.5
"Suffield School District","=""1390011""","Other Disabilities","*","*"
"Suffield School District","=""1390011""","Other Health Impairment",33,94.3
"Suffield School District","=""1390011""","Speech Language Impairment",34,94.4
"Thomaston School District","=""1400011""","All Disabilities",114,74.5
"Thomaston School District","=""1400011""","Autism",0,0
"Thomaston School District","=""1400011""","Emotional Disturbance",9,"*"
"Thomaston School District","=""1400011""","Intellectual Disability","*","*"
"Thomaston School District","=""1400011""","Learning Disability",47,83.9
"Thomaston School District","=""1400011""","Other Disabilities","*","*"
"Thomaston School District","=""1400011""","Other Health Impairment",31,88.6
"Thomaston School District","=""1400011""","Speech Language Impairment",21,80.8
"Thompson School District","=""1410011""","All Disabilities",87,65.4
"Thompson School District","=""1410011""","Autism","*","*"
"Thompson School District","=""1410011""","Emotional Disturbance","*","*"
"Thompson School District","=""1410011""","Intellectual Disability","*","*"
"Thompson School District","=""1410011""","Learning Disability",13,43.3
"Thompson School District","=""1410011""","Other Health Impairment",28,71.8
"Thompson School District","=""1410011""","Speech Language Impairment",40,97.6
"Tolland School District","=""1420011""","All Disabilities",236,77.6
"Tolland School District","=""1420011""","Autism",26,61.9
"Tolland School District","=""1420011""","Emotional Disturbance",21,72.4
"Tolland School District","=""1420011""","Intellectual Disability","*","*"
"Tolland School District","=""1420011""","Learning Disability",107,90.7
"Tolland School District","=""1420011""","Other Disabilities","*","*"
"Tolland School District","=""1420011""","Other Health Impairment",45,80.4
"Tolland School District","=""1420011""","Speech Language Impairment",26,83.9
"Torrington School District","=""1430011""","All Disabilities",452,59.7
"Torrington School District","=""1430011""","Autism",22,38.6
"Torrington School District","=""1430011""","Emotional Disturbance",22,28.2
"Torrington School District","=""1430011""","Intellectual Disability",9,"*"
"Torrington School District","=""1430011""","Learning Disability",228,71.9
"Torrington School District","=""1430011""","Other Disabilities",14,21.5
"Torrington School District","=""1430011""","Other Health Impairment",89,65.0
"Torrington School District","=""1430011""","Speech Language Impairment",68,80.0
"Trumbull School District","=""1440011""","All Disabilities",393,70.9
"Trumbull School District","=""1440011""","Autism",39,50.6
"Trumbull School District","=""1440011""","Emotional Disturbance",21,63.6
"Trumbull School District","=""1440011""","Intellectual Disability",19,67.9
"Trumbull School District","=""1440011""","Learning Disability",156,80.4
"Trumbull School District","=""1440011""","Other Disabilities",16,50.0
"Trumbull School District","=""1440011""","Other Health Impairment",105,70.9
"Trumbull School District","=""1440011""","Speech Language Impairment",37,88.1
"Unified School District #1","=""3360015""","All Disabilities",301,85.8
"Unified School District #1","=""3360015""","Emotional Disturbance",123,83.7
"Unified School District #1","=""3360015""","Intellectual Disability","*","*"
"Unified School District #1","=""3360015""","Learning Disability",112,90.3
"Unified School District #1","=""3360015""","Other Disabilities","*","*"
"Unified School District #1","=""3360015""","Other Health Impairment",47,83.9
"Unified School District #1","=""3360015""","Speech Language Impairment",8,"*"
"Unified School District #2","=""3470015""","All Disabilities",0,0
"Unified School District #2","=""3470015""","Autism",0,0
"Unified School District #2","=""3470015""","Emotional Disturbance",0,0
"Unified School District #2","=""3470015""","Intellectual Disability",0,0
"Unified School District #2","=""3470015""","Learning Disability",0,0
"Unified School District #2","=""3470015""","Other Disabilities",0,0
"Unified School District #2","=""3470015""","Other Health Impairment",0,0
"Unified School District #2","=""3470015""","Speech Language Impairment",0,0
"Union School District","=""1450011""","All Disabilities",6,"*"
"Union School District","=""1450011""","Learning Disability","*","*"
"Union School District","=""1450011""","Other Health Impairment","*","*"
"Union School District","=""1450011""","Speech Language Impairment","*","*"
"Vernon School District","=""1460011""","All Disabilities",265,71.4
"Vernon School District","=""1460011""","Autism",10,32.3
"Vernon School District","=""1460011""","Emotional Disturbance",20,46.5
"Vernon School District","=""1460011""","Intellectual Disability",18,72.0
"Vernon School District","=""1460011""","Learning Disability",97,82.9
"Vernon School District","=""1460011""","Other Disabilities",11,47.8
"Vernon School District","=""1460011""","Other Health Impairment",44,78.6
"Vernon School District","=""1460011""","Speech Language Impairment",65,85.5
"Voluntown School District","=""1470011""","All Disabilities",27,71.1
"Voluntown School District","=""1470011""","Autism","*","*"
"Voluntown School District","=""1470011""","Emotional Disturbance",0,0
"Voluntown School District","=""1470011""","Intellectual Disability",0,0
"Voluntown School District","=""1470011""","Learning Disability",10,"*"
"Voluntown School District","=""1470011""","Other Disabilities",0,0
"Voluntown School District","=""1470011""","Other Health Impairment","*","*"
"Voluntown School District","=""1470011""","Speech Language Impairment",14,"*"
"Wallingford School District","=""1480011""","All Disabilities",644,84.2
"Wallingford School District","=""1480011""","Autism",51,62.2
"Wallingford School District","=""1480011""","Emotional Disturbance",19,42.2
"Wallingford School District","=""1480011""","Intellectual Disability",20,71.4
"Wallingford School District","=""1480011""","Learning Disability",239,96.8
"Wallingford School District","=""1480011""","Other Disabilities",16,41.0
"Wallingford School District","=""1480011""","Other Health Impairment",177,89.4
"Wallingford School District","=""1480011""","Speech Language Impairment",122,96.8
"Waterbury School District","=""1510011""","All Disabilities",1860,69.0
"Waterbury School District","=""1510011""","Autism",76,46.6
"Waterbury School District","=""1510011""","Emotional Disturbance",86,36.9
"Waterbury School District","=""1510011""","Intellectual Disability",47,39.8
"Waterbury School District","=""1510011""","Learning Disability",699,76.0
"Waterbury School District","=""1510011""","Other Disabilities",51,41.5
"Waterbury School District","=""1510011""","Other Health Impairment",345,70.1
"Waterbury School District","=""1510011""","Speech Language Impairment",556,85.8
"Waterford School District","=""1520011""","All Disabilities",264,82.0
"Waterford School District","=""1520011""","Autism",18,69.2
"Waterford School District","=""1520011""","Emotional Disturbance",11,33.3
"Waterford School District","=""1520011""","Intellectual Disability",12,"*"
"Waterford School District","=""1520011""","Learning Disability",84,95.5
"Waterford School District","=""1520011""","Other Disabilities",11,55.0
"Waterford School District","=""1520011""","Other Health Impairment",75,87.2
"Waterford School District","=""1520011""","Speech Language Impairment",53,96.4
"Watertown School District","=""1530011""","All Disabilities",255,78.5
"Watertown School District","=""1530011""","Autism",16,51.6
"Watertown School District","=""1530011""","Emotional Disturbance",22,78.6
"Watertown School District","=""1530011""","Intellectual Disability","*","*"
"Watertown School District","=""1530011""","Learning Disability",101,88.6
"Watertown School District","=""1530011""","Other Disabilities","*","*"
"Watertown School District","=""1530011""","Other Health Impairment",78,90.7
"Watertown School District","=""1530011""","Speech Language Impairment",27,84.4
"West Hartford School District","=""1550011""","All Disabilities",748,70.7
"West Hartford School District","=""1550011""","Autism",79,59.8
"West Hartford School District","=""1550011""","Emotional Disturbance",20,37.0
"West Hartford School District","=""1550011""","Intellectual Disability",7,29.2
"West Hartford School District","=""1550011""","Learning Disability",252,78.0
"West Hartford School District","=""1550011""","Other Disabilities",60,54.1
"West Hartford School District","=""1550011""","Other Health Impairment",181,79.4
"West Hartford School District","=""1550011""","Speech Language Impairment",149,80.1
"West Haven School District","=""1560011""","All Disabilities",538,71.5
"West Haven School District","=""1560011""","Autism",15,23.8
"West Haven School District","=""1560011""","Emotional Disturbance",31,47.7
"West Haven School District","=""1560011""","Intellectual Disability",12,50.0
"West Haven School District","=""1560011""","Learning Disability",203,91.4
"West Haven School District","=""1560011""","Other Disabilities",41,42.7
"West Haven School District","=""1560011""","Other Health Impairment",80,78.4
"West Haven School District","=""1560011""","Speech Language Impairment",156,86.7
"Westbrook School District","=""1540011""","All Disabilities",52,76.5
"Westbrook School District","=""1540011""","Autism","*","*"
"Westbrook School District","=""1540011""","Emotional Disturbance",0,0
"Westbrook School District","=""1540011""","Intellectual Disability","*","*"
"Westbrook School District","=""1540011""","Learning Disability",34,97.1
"Westbrook School District","=""1540011""","Other Disabilities",0,0
"Westbrook School District","=""1540011""","Other Health Impairment",7,"*"
"Westbrook School District","=""1540011""","Speech Language Impairment","*","*"
"Weston School District","=""1570011""","All Disabilities",116,57.1
"Weston School District","=""1570011""","Autism",11,36.7
"Weston School District","=""1570011""","Emotional Disturbance","*","*"
"Weston School District","=""1570011""","Intellectual Disability",0,0
"Weston School District","=""1570011""","Learning Disability",51,68.9
"Weston School District","=""1570011""","Other Disabilities","*","*"
"Weston School District","=""1570011""","Other Health Impairment",29,58.0
"Weston School District","=""1570011""","Speech Language Impairment",22,73.3
"Westport School District","=""1580011""","All Disabilities",449,78.0
"Westport School District","=""1580011""","Autism",24,50.0
"Westport School District","=""1580011""","Emotional Disturbance",23,62.2
"Westport School District","=""1580011""","Intellectual Disability","*","*"
"Westport School District","=""1580011""","Learning Disability",242,87.1
"Westport School District","=""1580011""","Other Disabilities","*","*"
"Westport School District","=""1580011""","Other Health Impairment",75,89.3
"Westport School District","=""1580011""","Speech Language Impairment",72,78.3
"Wethersfield School District","=""1590011""","All Disabilities",296,78.5
"Wethersfield School District","=""1590011""","Autism",39,66.1
"Wethersfield School District","=""1590011""","Emotional Disturbance",9,37.5
"Wethersfield School District","=""1590011""","Intellectual Disability",15,75.0
"Wethersfield School District","=""1590011""","Learning Disability",75,91.5
"Wethersfield School District","=""1590011""","Other Disabilities",17,44.7
"Wethersfield School District","=""1590011""","Other Health Impairment",47,83.9
"Wethersfield School District","=""1590011""","Speech Language Impairment",94,95.9
"Willington School District","=""1600011""","All Disabilities",52,77.6
"Willington School District","=""1600011""","Autism","*","*"
"Willington School District","=""1600011""","Intellectual Disability","*","*"
"Willington School District","=""1600011""","Learning Disability",19,86.4
"Willington School District","=""1600011""","Other Disabilities","*","*"
"Willington School District","=""1600011""","Other Health Impairment",11,"*"
"Willington School District","=""1600011""","Speech Language Impairment",19,86.4
"Wilton School District","=""1610011""","All Disabilities",260,60.9
"Wilton School District","=""1610011""","Autism",24,50.0
"Wilton School District","=""1610011""","Emotional Disturbance",6,"*"
"Wilton School District","=""1610011""","Intellectual Disability",0,0
"Wilton School District","=""1610011""","Learning Disability",115,59.3
"Wilton School District","=""1610011""","Other Disabilities",7,33.3
"Wilton School District","=""1610011""","Other Health Impairment",70,79.5
"Wilton School District","=""1610011""","Speech Language Impairment",38,65.5
"Winchester School District","=""1620011""","All Disabilities",133,56.6
"Winchester School District","=""1620011""","Autism",14,46.7
"Winchester School District","=""1620011""","Emotional Disturbance",14,48.3
"Winchester School District","=""1620011""","Intellectual Disability","*","*"
"Winchester School District","=""1620011""","Learning Disability",38,52.8
"Winchester School District","=""1620011""","Other Disabilities","*","*"
"Winchester School District","=""1620011""","Other Health Impairment",27,61.4
"Winchester School District","=""1620011""","Speech Language Impairment",27,71.1
"Windham School District","=""1630011""","All Disabilities",284,54.2
"Windham School District","=""1630011""","Autism","*","*"
"Windham School District","=""1630011""","Emotional Disturbance",31,30.1
"Windham School District","=""1630011""","Intellectual Disability",39,92.9
"Windham School District","=""1630011""","Learning Disability",83,53.5
"Windham School District","=""1630011""","Other Disabilities","*","*"
"Windham School District","=""1630011""","Other Health Impairment",54,61.4
"Windham School District","=""1630011""","Speech Language Impairment",55,68.8
"Windsor Locks School District","=""1650011""","All Disabilities",145,76.7
"Windsor Locks School District","=""1650011""","Autism",10,41.7
"Windsor Locks School District","=""1650011""","Emotional Disturbance","*","*"
"Windsor Locks School District","=""1650011""","Intellectual Disability",6,"*"
"Windsor Locks School District","=""1650011""","Learning Disability",74,93.7
"Windsor Locks School District","=""1650011""","Other Disabilities","*","*"
"Windsor Locks School District","=""1650011""","Other Health Impairment",35,97.2
"Windsor Locks School District","=""1650011""","Speech Language Impairment",15,"*"
"Windsor School District","=""1640011""","All Disabilities",386,79.3
"Windsor School District","=""1640011""","Autism",29,59.2
"Windsor School District","=""1640011""","Emotional Disturbance",21,46.7
"Windsor School District","=""1640011""","Intellectual Disability",13,"*"
"Windsor School District","=""1640011""","Learning Disability",168,93.9
"Windsor School District","=""1640011""","Other Disabilities",50,60.2
"Windsor School District","=""1640011""","Other Health Impairment",46,82.1
"Windsor School District","=""1640011""","Speech Language Impairment",59,100.0
"Wolcott School District","=""1660011""","All Disabilities",184,75.7
"Wolcott School District","=""1660011""","Autism",10,41.7
"Wolcott School District","=""1660011""","Emotional Disturbance",10,"*"
"Wolcott School District","=""1660011""","Intellectual Disability","*","*"
"Wolcott School District","=""1660011""","Learning Disability",77,91.7
"Wolcott School District","=""1660011""","Other Disabilities","*","*"
"Wolcott School District","=""1660011""","Other Health Impairment",46,83.6
"Wolcott School District","=""1660011""","Speech Language Impairment",33,97.1
"Woodbridge School District","=""1670011""","All Disabilities",48,78.7
"Woodbridge School District","=""1670011""","Autism","*","*"
"Woodbridge School District","=""1670011""","Emotional Disturbance","*","*"
"Woodbridge School District","=""1670011""","Intellectual Disability",0,0
"Woodbridge School District","=""1670011""","Learning Disability",20,100.0
"Woodbridge School District","=""1670011""","Other Disabilities",0,0
"Woodbridge School District","=""1670011""","Other Health Impairment",9,"*"
"Woodbridge School District","=""1670011""","Speech Language Impairment",14,"*"
"Woodstock School District","=""1690011""","All Disabilities",43,51.8
"Woodstock School District","=""1690011""","Autism","*","*"
"Woodstock School District","=""1690011""","Emotional Disturbance",0,0
"Woodstock School District","=""1690011""","Intellectual Disability","*","*"
"Woodstock School District","=""1690011""","Learning Disability",23,56.1
"Woodstock School District","=""1690011""","Other Disabilities","*","*"
"Woodstock School District","=""1690011""","Other Health Impairment","*","*"
"Woodstock School District","=""1690011""","Speech Language Impairment",10,"*"

