"Students with Disabilities Spending 79.1-100% of Time with Nondisabled Peers (Ages 6-21), 2013-14"
"All Districts"
"Notes:"
"Data included in this report represent students ages 6-21 only."
"At this time, the only data included in this report are for students spending 79.1-100% of Time with Nondisabled Peers. In the future this report will be updated to include all Time with Nondisabled Peer categories (i.e., 0-40% and 40.1-79%)."
"At the district-level, this report includes only students with disabilities for whom the district is fiscally responsible, regardless of where the student is educated. At the school-level, a student is included as long as they are attending the selected school, regardless of the district with fiscal responsibility."
"Ridgefield School District","=""1180011""","Other Health Impairment",56,83.6
"Ridgefield School District","=""1180011""","Speech Language Impairment",48,92.3
"Rocky Hill School District","=""1190011""","All Disabilities",159,75.4
"Rocky Hill School District","=""1190011""","Autism",19,57.6
"Rocky Hill School District","=""1190011""","Emotional Disturbance","*","*"
"Rocky Hill School District","=""1190011""","Intellectual Disability","*","*"
"Rocky Hill School District","=""1190011""","Learning Disability",68,90.7
"Rocky Hill School District","=""1190011""","Other Disabilities","*","*"
"Rocky Hill School District","=""1190011""","Other Health Impairment",38,84.4
"Rocky Hill School District","=""1190011""","Speech Language Impairment",25,92.6
"Salem School District","=""1210011""","All Disabilities",42,66.7
"Salem School District","=""1210011""","Autism","*","*"
"Salem School District","=""1210011""","Emotional Disturbance","*","*"
"Salem School District","=""1210011""","Intellectual Disability","*","*"
"Salem School District","=""1210011""","Learning Disability",19,86.4
"Salem School District","=""1210011""","Other Disabilities",0,0
"Salem School District","=""1210011""","Other Health Impairment",10,"*"
"Salem School District","=""1210011""","Speech Language Impairment",6,"*"
"Salisbury School District","=""1220011""","All Disabilities",18,62.1
"Salisbury School District","=""1220011""","Autism","*","*"
"Salisbury School District","=""1220011""","Emotional Disturbance",0,0
"Salisbury School District","=""1220011""","Learning Disability",9,"*"
"Salisbury School District","=""1220011""","Other Disabilities","*","*"
"Salisbury School District","=""1220011""","Other Health Impairment","*","*"
"Salisbury School District","=""1220011""","Speech Language Impairment","*","*"
"Scotland School District","=""1230011""","All Disabilities",16,"*"
"Scotland School District","=""1230011""","Intellectual Disability",0,"*"
"Scotland School District","=""1230011""","Learning Disability","*","*"
"Scotland School District","=""1230011""","Other Disabilities","*","*"
"Scotland School District","=""1230011""","Other Health Impairment",6,"*"
"Scotland School District","=""1230011""","Speech Language Impairment",7,"*"
"Seymour School District","=""1240011""","All Disabilities",211,86.5
"Seymour School District","=""1240011""","Autism",22,66.7
"Seymour School District","=""1240011""","Emotional Disturbance","*","*"
"Seymour School District","=""1240011""","Intellectual Disability",8,"*"
"Seymour School District","=""1240011""","Learning Disability",108,97.3
"Seymour School District","=""1240011""","Other Disabilities","*","*"
"Seymour School District","=""1240011""","Other Health Impairment",34,97.1
"Seymour School District","=""1240011""","Speech Language Impairment",32,97.0
"Sharon School District","=""1250011""","All Disabilities",19,57.6
"Sharon School District","=""1250011""","Autism","*","*"
"Sharon School District","=""1250011""","Emotional Disturbance","*","*"
"Sharon School District","=""1250011""","Intellectual Disability",0,0
"Sharon School District","=""1250011""","Learning Disability",11,"*"
"Sharon School District","=""1250011""","Other Disabilities",0,0
"Sharon School District","=""1250011""","Other Health Impairment","*","*"
"Sharon School District","=""1250011""","Speech Language Impairment",0,0
"Shelton School District","=""1260011""","All Disabilities",317,54.5
"Shelton School District","=""1260011""","Autism",21,35.0
"Shelton School District","=""1260011""","Emotional Disturbance",11,39.3
"Shelton School District","=""1260011""","Intellectual Disability","*","*"
"Shelton School District","=""1260011""","Learning Disability",146,60.3
"Shelton School District","=""1260011""","Other Disabilities","*","*"
"Shelton School District","=""1260011""","Other Health Impairment",68,61.8
"Shelton School District","=""1260011""","Speech Language Impairment",68,60.2
"Sherman School District","=""1270011""","All Disabilities",45,72.6
"Sherman School District","=""1270011""","Autism","*","*"
"Sherman School District","=""1270011""","Emotional Disturbance","*","*"
"Sherman School District","=""1270011""","Intellectual Disability",0,0
"Sherman School District","=""1270011""","Learning Disability",14,"*"
"Sherman School District","=""1270011""","Other Disabilities","*","*"
"Sherman School District","=""1270011""","Other Health Impairment",6,"*"
"Sherman School District","=""1270011""","Speech Language Impairment",13,"*"
"Simsbury School District","=""1280011""","All Disabilities",371,71.5
"Simsbury School District","=""1280011""","Autism",59,61.5
"Simsbury School District","=""1280011""","Emotional Disturbance",12,48.0
"Simsbury School District","=""1280011""","Intellectual Disability","*","*"
"Simsbury School District","=""1280011""","Learning Disability",146,76.0
"Simsbury School District","=""1280011""","Other Disabilities","*","*"
"Simsbury School District","=""1280011""","Other Health Impairment",95,77.9
"Simsbury School District","=""1280011""","Speech Language Impairment",50,92.6
"Somers School District","=""1290011""","All Disabilities",120,74.1
"Somers School District","=""1290011""","Autism",8,"*"
"Somers School District","=""1290011""","Emotional Disturbance",8,"*"
"Somers School District","=""1290011""","Intellectual Disability","*","*"
"Somers School District","=""1290011""","Learning Disability",51,87.9
"Somers School District","=""1290011""","Other Disabilities","*","*"
"Somers School District","=""1290011""","Other Health Impairment",19,95.0
"Somers School District","=""1290011""","Speech Language Impairment",25,78.1
"South Windsor School District","=""1320011""","All Disabilities",415,78.4
"South Windsor School District","=""1320011""","Autism",53,67.9
"South Windsor School District","=""1320011""","Emotional Disturbance","*","*"
"South Windsor School District","=""1320011""","Intellectual Disability","*","*"
"South Windsor School District","=""1320011""","Learning Disability",128,90.1
"South Windsor School District","=""1320011""","Other Disabilities",14,35.0
"South Windsor School District","=""1320011""","Other Health Impairment",147,85.5
"South Windsor School District","=""1320011""","Speech Language Impairment",63,92.6
"Southington School District","=""1310011""","All Disabilities",462,63.1
"Southington School District","=""1310011""","Autism",45,50.6
"Southington School District","=""1310011""","Emotional Disturbance",25,50.0
"Southington School District","=""1310011""","Intellectual Disability","*","*"
"Southington School District","=""1310011""","Learning Disability",182,75.2
"Southington School District","=""1310011""","Other Disabilities","*","*"
"Southington School District","=""1310011""","Other Health Impairment",115,68.9
"Southington School District","=""1310011""","Speech Language Impairment",84,73.0
"Sprague School District","=""1330011""","All Disabilities",21,50.0
"Sprague School District","=""1330011""","Autism","*","*"
"Sprague School District","=""1330011""","Emotional Disturbance","*","*"
"Sprague School District","=""1330011""","Intellectual Disability",0,0
"Sprague School District","=""1330011""","Learning Disability","*","*"
"Sprague School District","=""1330011""","Other Disabilities",0,0
"Sprague School District","=""1330011""","Other Health Impairment",7,"*"
"Sprague School District","=""1330011""","Speech Language Impairment","*","*"
"Stafford School District","=""1340011""","All Disabilities",96,55.5
"Stafford School District","=""1340011""","Autism",17,70.8
"Stafford School District","=""1340011""","Emotional Disturbance",7,31.8
"Stafford School District","=""1340011""","Intellectual Disability","*","*"
"Stafford School District","=""1340011""","Learning Disability",36,61.0
"Stafford School District","=""1340011""","Other Disabilities","*","*"
"Stafford School District","=""1340011""","Other Health Impairment",22,59.5
"Stafford School District","=""1340011""","Speech Language Impairment",11,"*"
"Stamford School District","=""1350011""","All Disabilities",961,60.7
"Stamford School District","=""1350011""","Autism",40,34.2
"Stamford School District","=""1350011""","Emotional Disturbance",22,59.5
"Stamford School District","=""1350011""","Intellectual Disability",11,18.6
"Stamford School District","=""1350011""","Learning Disability",468,68.7
"Stamford School District","=""1350011""","Other Disabilities",43,33.9
"Stamford School District","=""1350011""","Other Health Impairment",203,65.1
"Stamford School District","=""1350011""","Speech Language Impairment",174,69.3
"Sterling School District","=""1360011""","All Disabilities",48,57.1
"Sterling School District","=""1360011""","Autism","*","*"
"Sterling School District","=""1360011""","Emotional Disturbance","*","*"
"Sterling School District","=""1360011""","Intellectual Disability","*","*"
"Sterling School District","=""1360011""","Learning Disability",20,71.4
"Sterling School District","=""1360011""","Other Disabilities","*","*"
"Sterling School District","=""1360011""","Other Health Impairment",9,"*"
"Sterling School District","=""1360011""","Speech Language Impairment",9,"*"
"Stonington School District","=""1370011""","All Disabilities",251,83.9
"Stonington School District","=""1370011""","Autism",29,67.4
"Stonington School District","=""1370011""","Emotional Disturbance",12,57.1
"Stonington School District","=""1370011""","Intellectual Disability","*","*"
"Stonington School District","=""1370011""","Learning Disability",116,93.5
"Stonington School District","=""1370011""","Other Disabilities","*","*"
"Stonington School District","=""1370011""","Other Health Impairment",59,95.2
"Stonington School District","=""1370011""","Speech Language Impairment",28,93.3
"Stratford School District","=""1380011""","All Disabilities",546,75.0
"Stratford School District","=""1380011""","Autism",61,52.1
"Stratford School District","=""1380011""","Emotional Disturbance",21,47.7
"Stratford School District","=""1380011""","Intellectual Disability",27,81.8
"Stratford School District","=""1380011""","Learning Disability",199,91.7
"Stratford School District","=""1380011""","Other Disabilities",20,37.7
"Stratford School District","=""1380011""","Other Health Impairment",155,78.7
"Stratford School District","=""1380011""","Speech Language Impairment",63,94.0
"Suffield School District","=""1390011""","All Disabilities",193,83.5
"Suffield School District","=""1390011""","Autism",32,74.4
"Suffield School District","=""1390011""","Emotional Disturbance","*","*"
"Suffield School District","=""1390011""","Intellectual Disability","*","*"
"Suffield School District","=""1390011""","Learning Disability",82,91.1
"Suffield School District","=""1390011""","Other Disabilities","*","*"
"Suffield School District","=""1390011""","Other Health Impairment",41,82.0
"Suffield School District","=""1390011""","Speech Language Impairment",29,93.5
"Thomaston School District","=""1400011""","All Disabilities",97,72.4
"Thomaston School District","=""1400011""","Autism",6,"*"
"Thomaston School District","=""1400011""","Emotional Disturbance","*","*"
"Thomaston School District","=""1400011""","Intellectual Disability","*","*"
"Thomaston School District","=""1400011""","Learning Disability",37,78.7
"Thomaston School District","=""1400011""","Other Disabilities",10,"*"
"Thomaston School District","=""1400011""","Other Health Impairment",22,81.5
"Thomaston School District","=""1400011""","Speech Language Impairment",18,78.3
"Thompson School District","=""1410011""","All Disabilities",68,61.3
"Thompson School District","=""1410011""","Autism","*","*"
"Thompson School District","=""1410011""","Emotional Disturbance","*","*"
"Thompson School District","=""1410011""","Intellectual Disability","*","*"
"Thompson School District","=""1410011""","Learning Disability",16,57.1
"Thompson School District","=""1410011""","Other Disabilities","*","*"
"Thompson School District","=""1410011""","Other Health Impairment",12,50.0
"Thompson School District","=""1410011""","Speech Language Impairment",29,85.3
"Tolland School District","=""1420011""","All Disabilities",217,74.3
"Tolland School District","=""1420011""","Autism",30,62.5
"Tolland School District","=""1420011""","Emotional Disturbance",10,"*"
"Tolland School District","=""1420011""","Intellectual Disability","*","*"
"Tolland School District","=""1420011""","Learning Disability",105,84.7
"Tolland School District","=""1420011""","Other Disabilities","*","*"
"Tolland School District","=""1420011""","Other Health Impairment",49,87.5
"Tolland School District","=""1420011""","Speech Language Impairment",17,81.0
"Torrington School District","=""1430011""","All Disabilities",394,56.7
"Torrington School District","=""1430011""","Autism",31,43.7
"Torrington School District","=""1430011""","Emotional Disturbance","*","*"
"Torrington School District","=""1430011""","Intellectual Disability","*","*"
"Torrington School District","=""1430011""","Learning Disability",203,71.2
"Torrington School District","=""1430011""","Other Disabilities",16,30.2
"Torrington School District","=""1430011""","Other Health Impairment",84,56.0
"Torrington School District","=""1430011""","Speech Language Impairment",44,73.3
"Trumbull School District","=""1440011""","All Disabilities",373,65.9
"Trumbull School District","=""1440011""","Autism",41,47.1
"Trumbull School District","=""1440011""","Emotional Disturbance",14,50.0
"Trumbull School District","=""1440011""","Intellectual Disability","*","*"
"Trumbull School District","=""1440011""","Learning Disability",156,80.4
"Trumbull School District","=""1440011""","Other Disabilities","*","*"
"Trumbull School District","=""1440011""","Other Health Impairment",110,71.0
"Trumbull School District","=""1440011""","Speech Language Impairment",38,88.4
"Unified School District #1","=""3360015""","All Disabilities",198,85.0
"Unified School District #1","=""3360015""","Autism","*","*"
"Unified School District #1","=""3360015""","Emotional Disturbance",77,89.5
"Unified School District #1","=""3360015""","Intellectual Disability","*","*"
"Unified School District #1","=""3360015""","Learning Disability",67,85.9
"Unified School District #1","=""3360015""","Other Disabilities","*","*"
"Unified School District #1","=""3360015""","Other Health Impairment",43,76.8
"Unified School District #1","=""3360015""","Speech Language Impairment","*","*"
"Unified School District #2","=""3470015""","All Disabilities",0,0
"Unified School District #2","=""3470015""","Autism",0,0
"Unified School District #2","=""3470015""","Emotional Disturbance",0,0
"Unified School District #2","=""3470015""","Intellectual Disability",0,0
"Unified School District #2","=""3470015""","Learning Disability",0,0
"Unified School District #2","=""3470015""","Other Disabilities",0,0
"Unified School District #2","=""3470015""","Other Health Impairment",0,0
"Unified School District #2","=""3470015""","Speech Language Impairment",0,0
"Union School District","=""1450011""","All Disabilities",11,"*"
"Union School District","=""1450011""","Emotional Disturbance","*","*"
"Union School District","=""1450011""","Learning Disability","*","*"
"Union School District","=""1450011""","Other Health Impairment","*","*"
"Union School District","=""1450011""","Speech Language Impairment","*","*"
"Vernon School District","=""1460011""","All Disabilities",286,63.7
"Vernon School District","=""1460011""","Autism",24,49.0
"Vernon School District","=""1460011""","Emotional Disturbance",25,35.2
"Vernon School District","=""1460011""","Intellectual Disability",8,38.1
"Vernon School District","=""1460011""","Learning Disability",111,83.5
"Vernon School District","=""1460011""","Other Disabilities",14,41.2
"Vernon School District","=""1460011""","Other Health Impairment",31,50.8
"Vernon School District","=""1460011""","Speech Language Impairment",73,91.3
"Voluntown School District","=""1470011""","All Disabilities",27,65.9
"Voluntown School District","=""1470011""","Autism","*","*"
"Voluntown School District","=""1470011""","Emotional Disturbance",0,0
"Voluntown School District","=""1470011""","Intellectual Disability","*","*"
"Voluntown School District","=""1470011""","Learning Disability",14,"*"
"Voluntown School District","=""1470011""","Other Disabilities",0,0
"Voluntown School District","=""1470011""","Other Health Impairment","*","*"
"Voluntown School District","=""1470011""","Speech Language Impairment",7,"*"
"Wallingford School District","=""1480011""","All Disabilities",568,81.8
"Wallingford School District","=""1480011""","Autism",51,60.0
"Wallingford School District","=""1480011""","Emotional Disturbance",17,42.5
"Wallingford School District","=""1480011""","Intellectual Disability",9,39.1
"Wallingford School District","=""1480011""","Learning Disability",209,96.3
"Wallingford School District","=""1480011""","Other Disabilities",13,36.1
"Wallingford School District","=""1480011""","Other Health Impairment",161,89.0
"Wallingford School District","=""1480011""","Speech Language Impairment",108,96.4
"Waterbury School District","=""1510011""","All Disabilities",1894,64.6
"Waterbury School District","=""1510011""","Autism",80,40.8
"Waterbury School District","=""1510011""","Emotional Disturbance",82,33.7
"Waterbury School District","=""1510011""","Intellectual Disability",27,26.2
"Waterbury School District","=""1510011""","Learning Disability",753,73.2
"Waterbury School District","=""1510011""","Other Disabilities",35,28.0
"Waterbury School District","=""1510011""","Other Health Impairment",452,68.1
"Waterbury School District","=""1510011""","Speech Language Impairment",465,81.0
"Waterford School District","=""1520011""","All Disabilities",297,81.8
"Waterford School District","=""1520011""","Autism",27,69.2
"Waterford School District","=""1520011""","Emotional Disturbance",15,45.5
"Waterford School District","=""1520011""","Intellectual Disability","*","*"
"Waterford School District","=""1520011""","Learning Disability",104,94.5
"Waterford School District","=""1520011""","Other Disabilities","*","*"
"Waterford School District","=""1520011""","Other Health Impairment",93,90.3
"Waterford School District","=""1520011""","Speech Language Impairment",42,87.5
"Watertown School District","=""1530011""","All Disabilities",252,76.6
"Watertown School District","=""1530011""","Autism",21,55.3
"Watertown School District","=""1530011""","Emotional Disturbance",18,78.3
"Watertown School District","=""1530011""","Intellectual Disability","*","*"
"Watertown School District","=""1530011""","Learning Disability",91,87.5
"Watertown School District","=""1530011""","Other Disabilities","*","*"
"Watertown School District","=""1530011""","Other Health Impairment",90,84.9
"Watertown School District","=""1530011""","Speech Language Impairment",28,90.3
"West Hartford School District","=""1550011""","All Disabilities",758,70.7
"West Hartford School District","=""1550011""","Autism",107,62.2
"West Hartford School District","=""1550011""","Emotional Disturbance",24,40.0
"West Hartford School District","=""1550011""","Intellectual Disability",11,36.7
"West Hartford School District","=""1550011""","Learning Disability",241,79.0
"West Hartford School District","=""1550011""","Other Disabilities",38,43.2
"West Hartford School District","=""1550011""","Other Health Impairment",195,81.6
"West Hartford School District","=""1550011""","Speech Language Impairment",142,79.8
"West Haven School District","=""1560011""","All Disabilities",620,73.1
"West Haven School District","=""1560011""","Autism",26,35.6
"West Haven School District","=""1560011""","Emotional Disturbance",25,37.3
"West Haven School District","=""1560011""","Intellectual Disability",14,60.9
"West Haven School District","=""1560011""","Learning Disability",248,91.5
"West Haven School District","=""1560011""","Other Disabilities",57,47.9
"West Haven School District","=""1560011""","Other Health Impairment",84,72.4
"West Haven School District","=""1560011""","Speech Language Impairment",166,92.7
"Westbrook School District","=""1540011""","All Disabilities",58,73.4
"Westbrook School District","=""1540011""","Autism",7,"*"
"Westbrook School District","=""1540011""","Emotional Disturbance",6,"*"
"Westbrook School District","=""1540011""","Intellectual Disability","*","*"
"Westbrook School District","=""1540011""","Learning Disability",26,92.9
"Westbrook School District","=""1540011""","Other Disabilities","*","*"
"Westbrook School District","=""1540011""","Other Health Impairment",7,"*"
"Westbrook School District","=""1540011""","Speech Language Impairment",6,"*"
"Weston School District","=""1570011""","All Disabilities",107,56.9
"Weston School District","=""1570011""","Autism",8,27.6
"Weston School District","=""1570011""","Emotional Disturbance","*","*"
"Weston School District","=""1570011""","Intellectual Disability","*","*"
"Weston School District","=""1570011""","Learning Disability",43,66.2
"Weston School District","=""1570011""","Other Disabilities","*","*"
"Weston School District","=""1570011""","Other Health Impairment",26,60.5
"Weston School District","=""1570011""","Speech Language Impairment",24,70.6
"Westport School District","=""1580011""","All Disabilities",416,76.6
"Westport School District","=""1580011""","Autism",26,52.0
"Westport School District","=""1580011""","Emotional Disturbance",18,60.0
"Westport School District","=""1580011""","Intellectual Disability","*","*"
"Westport School District","=""1580011""","Learning Disability",202,84.9
"Westport School District","=""1580011""","Other Disabilities","*","*"
"Westport School District","=""1580011""","Other Health Impairment",94,87.9
"Westport School District","=""1580011""","Speech Language Impairment",65,83.3
"Wethersfield School District","=""1590011""","All Disabilities",352,78.7
"Wethersfield School District","=""1590011""","Autism",39,62.9
"Wethersfield School District","=""1590011""","Emotional Disturbance",9,31.0
"Wethersfield School District","=""1590011""","Intellectual Disability",10,"*"
"Wethersfield School District","=""1590011""","Learning Disability",119,90.2
"Wethersfield School District","=""1590011""","Other Disabilities",24,54.5
"Wethersfield School District","=""1590011""","Other Health Impairment",59,84.3
"Wethersfield School District","=""1590011""","Speech Language Impairment",92,94.8
"Willington School District","=""1600011""","All Disabilities",49,90.7
"Willington School District","=""1600011""","Autism","*","*"
"Willington School District","=""1600011""","Emotional Disturbance","*","*"
"Willington School District","=""1600011""","Intellectual Disability","*","*"
"Willington School District","=""1600011""","Learning Disability",19,"*"
"Willington School District","=""1600011""","Other Disabilities","*","*"
"Willington School District","=""1600011""","Other Health Impairment",9,"*"
"Willington School District","=""1600011""","Speech Language Impairment",14,"*"
"Wilton School District","=""1610011""","All Disabilities",302,61.6
"Wilton School District","=""1610011""","Autism",27,54.0
"Wilton School District","=""1610011""","Emotional Disturbance",12,52.2
"Wilton School District","=""1610011""","Intellectual Disability",0,0
"Wilton School District","=""1610011""","Learning Disability",134,60.6
"Wilton School District","=""1610011""","Other Disabilities",7,31.8
"Wilton School District","=""1610011""","Other Health Impairment",76,69.1
"Wilton School District","=""1610011""","Speech Language Impairment",46,78.0
"Winchester School District","=""1620011""","All Disabilities",122,55.0
"Winchester School District","=""1620011""","Autism",17,53.1
"Winchester School District","=""1620011""","Emotional Disturbance",7,26.9
"Winchester School District","=""1620011""","Intellectual Disability","*","*"
"Winchester School District","=""1620011""","Learning Disability",38,56.7
"Winchester School District","=""1620011""","Other Disabilities","*","*"
"Winchester School District","=""1620011""","Other Health Impairment",29,61.7
"Winchester School District","=""1620011""","Speech Language Impairment",23,76.7
"Windham School District","=""1630011""","All Disabilities",308,67.8
"Windham School District","=""1630011""","Autism",22,55.0
"Windham School District","=""1630011""","Emotional Disturbance",29,40.3
"Windham School District","=""1630011""","Intellectual Disability",25,86.2
"Windham School District","=""1630011""","Learning Disability",107,79.3
"Windham School District","=""1630011""","Other Disabilities",7,29.2
"Windham School District","=""1630011""","Other Health Impairment",64,78.0
"Windham School District","=""1630011""","Speech Language Impairment",54,75.0
"Windsor Locks School District","=""1650011""","All Disabilities",139,70.9
"Windsor Locks School District","=""1650011""","Autism",10,47.6
"Windsor Locks School District","=""1650011""","Emotional Disturbance",6,"*"
"Windsor Locks School District","=""1650011""","Intellectual Disability","*","*"
"Windsor Locks School District","=""1650011""","Learning Disability",70,83.3
"Windsor Locks School District","=""1650011""","Other Disabilities","*","*"
"Windsor Locks School District","=""1650011""","Other Health Impairment",35,87.5
"Windsor Locks School District","=""1650011""","Speech Language Impairment",9,"*"
"Windsor School District","=""1640011""","All Disabilities",409,74.2
"Windsor School District","=""1640011""","Autism",33,68.8
"Windsor School District","=""1640011""","Emotional Disturbance",16,43.2
"Windsor School District","=""1640011""","Intellectual Disability",8,"*"
"Windsor School District","=""1640011""","Learning Disability",166,86.5
"Windsor School District","=""1640011""","Other Disabilities",79,57.7
"Windsor School District","=""1640011""","Other Health Impairment",69,86.3
"Windsor School District","=""1640011""","Speech Language Impairment",38,90.5
"Wolcott School District","=""1660011""","All Disabilities",160,73.7
"Wolcott School District","=""1660011""","Autism",11,52.4
"Wolcott School District","=""1660011""","Emotional Disturbance",10,41.7
"Wolcott School District","=""1660011""","Intellectual Disability","*","*"
"Wolcott School District","=""1660011""","Learning Disability",61,85.9
"Wolcott School District","=""1660011""","Other Disabilities","*","*"
"Wolcott School District","=""1660011""","Other Health Impairment",43,89.6
"Wolcott School District","=""1660011""","Speech Language Impairment",31,100.0
"Woodbridge School District","=""1670011""","All Disabilities",41,74.5
"Woodbridge School District","=""1670011""","Autism","*","*"
"Woodbridge School District","=""1670011""","Emotional Disturbance","*","*"
"Woodbridge School District","=""1670011""","Intellectual Disability",0,0
"Woodbridge School District","=""1670011""","Learning Disability",10,"*"
"Woodbridge School District","=""1670011""","Other Health Impairment",14,"*"
"Woodbridge School District","=""1670011""","Speech Language Impairment",14,"*"
"Woodstock School District","=""1690011""","All Disabilities",37,36.6
"Woodstock School District","=""1690011""","Autism","*","*"
"Woodstock School District","=""1690011""","Emotional Disturbance","*","*"
"Woodstock School District","=""1690011""","Intellectual Disability","*","*"
"Woodstock School District","=""1690011""","Learning Disability",15,29.4
"Woodstock School District","=""1690011""","Other Disabilities",0,0
"Woodstock School District","=""1690011""","Other Health Impairment",7,"*"
"Woodstock School District","=""1690011""","Speech Language Impairment",10,"*"

