"Students with Disabilities Spending 79.1-100% of Time with Nondisabled Peers (Ages 6-21), 2012-13"
"All Districts"
"Notes:"
"Data included in this report represent students ages 6-21 only."
"At this time, the only data included in this report are for students spending 79.1-100% of Time with Nondisabled Peers. In the future this report will be updated to include all Time with Nondisabled Peer categories (i.e., 0-40% and 40.1-79%)."
"At the district-level, this report includes only students with disabilities for whom the district is fiscally responsible, regardless of where the student is educated. At the school-level, a student is included as long as they are attending the selected school, regardless of the district with fiscal responsibility."
"Ridgefield School District","=""1180011""","Speech Language Impairment",59,98.3
"Rocky Hill School District","=""1190011""","All Disabilities",146,71.9
"Rocky Hill School District","=""1190011""","Autism",19,55.9
"Rocky Hill School District","=""1190011""","Emotional Disturbance","*","*"
"Rocky Hill School District","=""1190011""","Intellectual Disability","*","*"
"Rocky Hill School District","=""1190011""","Learning Disability",57,83.8
"Rocky Hill School District","=""1190011""","Other Disabilities","*","*"
"Rocky Hill School District","=""1190011""","Other Health Impairment",26,76.5
"Rocky Hill School District","=""1190011""","Speech Language Impairment",31,86.1
"Salem School District","=""1210011""","All Disabilities",40,65.6
"Salem School District","=""1210011""","Autism","*","*"
"Salem School District","=""1210011""","Emotional Disturbance","*","*"
"Salem School District","=""1210011""","Intellectual Disability","*","*"
"Salem School District","=""1210011""","Learning Disability",15,75.0
"Salem School District","=""1210011""","Other Disabilities",0,0
"Salem School District","=""1210011""","Other Health Impairment",12,"*"
"Salem School District","=""1210011""","Speech Language Impairment","*","*"
"Salisbury School District","=""1220011""","All Disabilities",23,76.7
"Salisbury School District","=""1220011""","Autism","*","*"
"Salisbury School District","=""1220011""","Emotional Disturbance",0,0
"Salisbury School District","=""1220011""","Learning Disability",12,"*"
"Salisbury School District","=""1220011""","Other Disabilities","*","*"
"Salisbury School District","=""1220011""","Other Health Impairment","*","*"
"Salisbury School District","=""1220011""","Speech Language Impairment","*","*"
"Scotland School District","=""1230011""","All Disabilities",19,95.0
"Scotland School District","=""1230011""","Learning Disability","*","*"
"Scotland School District","=""1230011""","Other Disabilities","*","*"
"Scotland School District","=""1230011""","Other Health Impairment","*","*"
"Scotland School District","=""1230011""","Speech Language Impairment",12,"*"
"Seymour School District","=""1240011""","All Disabilities",204,91.1
"Seymour School District","=""1240011""","Autism",25,73.5
"Seymour School District","=""1240011""","Emotional Disturbance",9,"*"
"Seymour School District","=""1240011""","Intellectual Disability","*","*"
"Seymour School District","=""1240011""","Learning Disability",104,99.0
"Seymour School District","=""1240011""","Other Disabilities","*","*"
"Seymour School District","=""1240011""","Other Health Impairment",30,96.8
"Seymour School District","=""1240011""","Speech Language Impairment",25,100.0
"Sharon School District","=""1250011""","All Disabilities",13,52.0
"Sharon School District","=""1250011""","Autism","*","*"
"Sharon School District","=""1250011""","Emotional Disturbance","*","*"
"Sharon School District","=""1250011""","Learning Disability",9,"*"
"Sharon School District","=""1250011""","Other Disabilities","*","*"
"Sharon School District","=""1250011""","Other Health Impairment","*","*"
"Sharon School District","=""1250011""","Speech Language Impairment",0,0
"Shelton School District","=""1260011""","All Disabilities",317,58.8
"Shelton School District","=""1260011""","Autism",21,34.4
"Shelton School District","=""1260011""","Emotional Disturbance",12,36.4
"Shelton School District","=""1260011""","Intellectual Disability","*","*"
"Shelton School District","=""1260011""","Learning Disability",156,70.6
"Shelton School District","=""1260011""","Other Disabilities","*","*"
"Shelton School District","=""1260011""","Other Health Impairment",70,66.0
"Shelton School District","=""1260011""","Speech Language Impairment",53,60.9
"Sherman School District","=""1270011""","All Disabilities",46,69.7
"Sherman School District","=""1270011""","Autism","*","*"
"Sherman School District","=""1270011""","Emotional Disturbance","*","*"
"Sherman School District","=""1270011""","Intellectual Disability",0,0
"Sherman School District","=""1270011""","Learning Disability",16,69.6
"Sherman School District","=""1270011""","Other Disabilities","*","*"
"Sherman School District","=""1270011""","Other Health Impairment",9,"*"
"Sherman School District","=""1270011""","Speech Language Impairment",12,"*"
"Simsbury School District","=""1280011""","All Disabilities",389,74.7
"Simsbury School District","=""1280011""","Autism",60,63.8
"Simsbury School District","=""1280011""","Emotional Disturbance",12,57.1
"Simsbury School District","=""1280011""","Intellectual Disability",8,"*"
"Simsbury School District","=""1280011""","Learning Disability",151,81.6
"Simsbury School District","=""1280011""","Other Disabilities",6,"*"
"Simsbury School District","=""1280011""","Other Health Impairment",96,78.0
"Simsbury School District","=""1280011""","Speech Language Impairment",56,83.6
"Somers School District","=""1290011""","All Disabilities",120,75.5
"Somers School District","=""1290011""","Autism",9,"*"
"Somers School District","=""1290011""","Emotional Disturbance",6,"*"
"Somers School District","=""1290011""","Intellectual Disability","*","*"
"Somers School District","=""1290011""","Learning Disability",52,89.7
"Somers School District","=""1290011""","Other Disabilities","*","*"
"Somers School District","=""1290011""","Other Health Impairment",18,90.0
"Somers School District","=""1290011""","Speech Language Impairment",29,87.9
"South Windsor School District","=""1320011""","All Disabilities",403,77.9
"South Windsor School District","=""1320011""","Autism",42,60.9
"South Windsor School District","=""1320011""","Emotional Disturbance","*","*"
"South Windsor School District","=""1320011""","Intellectual Disability","*","*"
"South Windsor School District","=""1320011""","Learning Disability",124,91.9
"South Windsor School District","=""1320011""","Other Disabilities",14,37.8
"South Windsor School District","=""1320011""","Other Health Impairment",152,83.5
"South Windsor School District","=""1320011""","Speech Language Impairment",60,92.3
"Southington School District","=""1310011""","All Disabilities",503,68.0
"Southington School District","=""1310011""","Autism",42,50.0
"Southington School District","=""1310011""","Emotional Disturbance",33,51.6
"Southington School District","=""1310011""","Intellectual Disability","*","*"
"Southington School District","=""1310011""","Learning Disability",189,78.4
"Southington School District","=""1310011""","Other Disabilities","*","*"
"Southington School District","=""1310011""","Other Health Impairment",123,77.4
"Southington School District","=""1310011""","Speech Language Impairment",100,82.6
"Sprague School District","=""1330011""","All Disabilities",19,51.4
"Sprague School District","=""1330011""","Autism","*","*"
"Sprague School District","=""1330011""","Emotional Disturbance","*","*"
"Sprague School District","=""1330011""","Intellectual Disability","*","*"
"Sprague School District","=""1330011""","Learning Disability","*","*"
"Sprague School District","=""1330011""","Other Disabilities",0,0
"Sprague School District","=""1330011""","Other Health Impairment",6,"*"
"Sprague School District","=""1330011""","Speech Language Impairment","*","*"
"Stafford School District","=""1340011""","All Disabilities",101,60.5
"Stafford School District","=""1340011""","Autism",17,77.3
"Stafford School District","=""1340011""","Emotional Disturbance",12,50.0
"Stafford School District","=""1340011""","Intellectual Disability","*","*"
"Stafford School District","=""1340011""","Learning Disability",35,61.4
"Stafford School District","=""1340011""","Other Disabilities","*","*"
"Stafford School District","=""1340011""","Other Health Impairment",19,63.3
"Stafford School District","=""1340011""","Speech Language Impairment",13,"*"
"Stamford School District","=""1350011""","All Disabilities",914,62.2
"Stamford School District","=""1350011""","Autism",39,33.9
"Stamford School District","=""1350011""","Emotional Disturbance",13,34.2
"Stamford School District","=""1350011""","Intellectual Disability",13,23.2
"Stamford School District","=""1350011""","Learning Disability",459,74.4
"Stamford School District","=""1350011""","Other Disabilities",48,35.3
"Stamford School District","=""1350011""","Other Health Impairment",171,65.8
"Stamford School District","=""1350011""","Speech Language Impairment",171,69.2
"Sterling School District","=""1360011""","All Disabilities",47,53.4
"Sterling School District","=""1360011""","Autism","*","*"
"Sterling School District","=""1360011""","Emotional Disturbance","*","*"
"Sterling School District","=""1360011""","Intellectual Disability","*","*"
"Sterling School District","=""1360011""","Learning Disability",16,55.2
"Sterling School District","=""1360011""","Other Disabilities","*","*"
"Sterling School District","=""1360011""","Other Health Impairment",11,"*"
"Sterling School District","=""1360011""","Speech Language Impairment",10,"*"
"Stonington School District","=""1370011""","All Disabilities",246,83.7
"Stonington School District","=""1370011""","Autism",32,69.6
"Stonington School District","=""1370011""","Emotional Disturbance",16,64.0
"Stonington School District","=""1370011""","Intellectual Disability","*","*"
"Stonington School District","=""1370011""","Learning Disability",108,93.9
"Stonington School District","=""1370011""","Other Disabilities","*","*"
"Stonington School District","=""1370011""","Other Health Impairment",48,90.6
"Stonington School District","=""1370011""","Speech Language Impairment",35,100.0
"Stratford School District","=""1380011""","All Disabilities",502,73.5
"Stratford School District","=""1380011""","Autism",52,51.0
"Stratford School District","=""1380011""","Emotional Disturbance",14,33.3
"Stratford School District","=""1380011""","Intellectual Disability",29,76.3
"Stratford School District","=""1380011""","Learning Disability",197,94.7
"Stratford School District","=""1380011""","Other Disabilities",22,39.3
"Stratford School District","=""1380011""","Other Health Impairment",143,75.7
"Stratford School District","=""1380011""","Speech Language Impairment",45,93.8
"Suffield School District","=""1390011""","All Disabilities",200,85.5
"Suffield School District","=""1390011""","Autism",24,64.9
"Suffield School District","=""1390011""","Emotional Disturbance","*","*"
"Suffield School District","=""1390011""","Intellectual Disability",7,"*"
"Suffield School District","=""1390011""","Learning Disability",91,92.9
"Suffield School District","=""1390011""","Other Disabilities","*","*"
"Suffield School District","=""1390011""","Other Health Impairment",40,90.9
"Suffield School District","=""1390011""","Speech Language Impairment",30,85.7
"Thomaston School District","=""1400011""","All Disabilities",114,85.1
"Thomaston School District","=""1400011""","Autism","*","*"
"Thomaston School District","=""1400011""","Emotional Disturbance","*","*"
"Thomaston School District","=""1400011""","Intellectual Disability","*","*"
"Thomaston School District","=""1400011""","Learning Disability",43,91.5
"Thomaston School District","=""1400011""","Other Disabilities",9,"*"
"Thomaston School District","=""1400011""","Other Health Impairment",26,86.7
"Thomaston School District","=""1400011""","Speech Language Impairment",25,100.0
"Thompson School District","=""1410011""","All Disabilities",75,60.5
"Thompson School District","=""1410011""","Autism","*","*"
"Thompson School District","=""1410011""","Emotional Disturbance","*","*"
"Thompson School District","=""1410011""","Intellectual Disability",0,0
"Thompson School District","=""1410011""","Learning Disability",20,55.6
"Thompson School District","=""1410011""","Other Disabilities",0,0
"Thompson School District","=""1410011""","Other Health Impairment",18,62.1
"Thompson School District","=""1410011""","Speech Language Impairment",31,88.6
"Tolland School District","=""1420011""","All Disabilities",180,60.2
"Tolland School District","=""1420011""","Autism",23,50.0
"Tolland School District","=""1420011""","Emotional Disturbance",12,60.0
"Tolland School District","=""1420011""","Intellectual Disability","*","*"
"Tolland School District","=""1420011""","Learning Disability",77,62.6
"Tolland School District","=""1420011""","Other Disabilities","*","*"
"Tolland School District","=""1420011""","Other Health Impairment",49,80.3
"Tolland School District","=""1420011""","Speech Language Impairment",11,55.0
"Torrington School District","=""1430011""","All Disabilities",395,56.9
"Torrington School District","=""1430011""","Autism",25,37.9
"Torrington School District","=""1430011""","Emotional Disturbance","*","*"
"Torrington School District","=""1430011""","Intellectual Disability","*","*"
"Torrington School District","=""1430011""","Learning Disability",203,72.2
"Torrington School District","=""1430011""","Other Disabilities",18,29.5
"Torrington School District","=""1430011""","Other Health Impairment",73,55.3
"Torrington School District","=""1430011""","Speech Language Impairment",54,71.1
"Trumbull School District","=""1440011""","All Disabilities",367,63.7
"Trumbull School District","=""1440011""","Autism",46,49.5
"Trumbull School District","=""1440011""","Emotional Disturbance",21,55.3
"Trumbull School District","=""1440011""","Intellectual Disability",7,25.9
"Trumbull School District","=""1440011""","Learning Disability",129,71.3
"Trumbull School District","=""1440011""","Other Disabilities",13,36.1
"Trumbull School District","=""1440011""","Other Health Impairment",107,72.3
"Trumbull School District","=""1440011""","Speech Language Impairment",44,83.0
"Unified School District #1","=""3360015""","All Disabilities",179,73.4
"Unified School District #1","=""3360015""","Emotional Disturbance",65,65.7
"Unified School District #1","=""3360015""","Intellectual Disability","*","*"
"Unified School District #1","=""3360015""","Learning Disability",66,82.5
"Unified School District #1","=""3360015""","Other Disabilities","*","*"
"Unified School District #1","=""3360015""","Other Health Impairment",35,79.5
"Unified School District #1","=""3360015""","Speech Language Impairment","*","*"
"Unified School District #2","=""3470015""","All Disabilities",0,0
"Unified School District #2","=""3470015""","Autism",0,0
"Unified School District #2","=""3470015""","Emotional Disturbance",0,0
"Unified School District #2","=""3470015""","Intellectual Disability",0,0
"Unified School District #2","=""3470015""","Learning Disability",0,0
"Unified School District #2","=""3470015""","Other Disabilities",0,0
"Unified School District #2","=""3470015""","Other Health Impairment",0,0
"Unified School District #2","=""3470015""","Speech Language Impairment",0,0
"Union School District","=""1450011""","All Disabilities",8,"*"
"Union School District","=""1450011""","Learning Disability","*","*"
"Union School District","=""1450011""","Other Health Impairment","*","*"
"Union School District","=""1450011""","Speech Language Impairment","*","*"
"Vernon School District","=""1460011""","All Disabilities",286,68.6
"Vernon School District","=""1460011""","Autism",20,44.4
"Vernon School District","=""1460011""","Emotional Disturbance",25,45.5
"Vernon School District","=""1460011""","Intellectual Disability",9,42.9
"Vernon School District","=""1460011""","Learning Disability",108,85.7
"Vernon School District","=""1460011""","Other Disabilities",13,46.4
"Vernon School District","=""1460011""","Other Health Impairment",42,63.6
"Vernon School District","=""1460011""","Speech Language Impairment",69,90.8
"Voluntown School District","=""1470011""","All Disabilities",31,77.5
"Voluntown School District","=""1470011""","Autism","*","*"
"Voluntown School District","=""1470011""","Emotional Disturbance",0,0
"Voluntown School District","=""1470011""","Intellectual Disability","*","*"
"Voluntown School District","=""1470011""","Learning Disability",12,"*"
"Voluntown School District","=""1470011""","Other Disabilities","*","*"
"Voluntown School District","=""1470011""","Other Health Impairment","*","*"
"Voluntown School District","=""1470011""","Speech Language Impairment",9,"*"
"Wallingford School District","=""1480011""","All Disabilities",603,83.1
"Wallingford School District","=""1480011""","Autism",54,62.8
"Wallingford School District","=""1480011""","Emotional Disturbance",18,37.5
"Wallingford School District","=""1480011""","Intellectual Disability",11,52.4
"Wallingford School District","=""1480011""","Learning Disability",221,96.5
"Wallingford School District","=""1480011""","Other Disabilities",16,47.1
"Wallingford School District","=""1480011""","Other Health Impairment",172,88.7
"Wallingford School District","=""1480011""","Speech Language Impairment",111,97.4
"Waterbury School District","=""1510011""","All Disabilities",1801,64.4
"Waterbury School District","=""1510011""","Autism",82,45.1
"Waterbury School District","=""1510011""","Emotional Disturbance",65,27.5
"Waterbury School District","=""1510011""","Intellectual Disability",44,40.7
"Waterbury School District","=""1510011""","Learning Disability",666,69.7
"Waterbury School District","=""1510011""","Other Disabilities",42,31.8
"Waterbury School District","=""1510011""","Other Health Impairment",438,70.5
"Waterbury School District","=""1510011""","Speech Language Impairment",464,82.3
"Waterford School District","=""1520011""","All Disabilities",284,84.3
"Waterford School District","=""1520011""","Autism",23,74.2
"Waterford School District","=""1520011""","Emotional Disturbance",13,43.3
"Waterford School District","=""1520011""","Intellectual Disability",12,"*"
"Waterford School District","=""1520011""","Learning Disability",93,97.9
"Waterford School District","=""1520011""","Other Disabilities",6,"*"
"Waterford School District","=""1520011""","Other Health Impairment",87,89.7
"Waterford School District","=""1520011""","Speech Language Impairment",50,96.2
"Watertown School District","=""1530011""","All Disabilities",254,78.4
"Watertown School District","=""1530011""","Autism",19,59.4
"Watertown School District","=""1530011""","Emotional Disturbance",14,66.7
"Watertown School District","=""1530011""","Intellectual Disability","*","*"
"Watertown School District","=""1530011""","Learning Disability",93,87.7
"Watertown School District","=""1530011""","Other Disabilities","*","*"
"Watertown School District","=""1530011""","Other Health Impairment",84,87.5
"Watertown School District","=""1530011""","Speech Language Impairment",36,90.0
"West Hartford School District","=""1550011""","All Disabilities",734,71.4
"West Hartford School District","=""1550011""","Autism",102,65.4
"West Hartford School District","=""1550011""","Emotional Disturbance",23,40.4
"West Hartford School District","=""1550011""","Intellectual Disability",10,37.0
"West Hartford School District","=""1550011""","Learning Disability",229,76.6
"West Hartford School District","=""1550011""","Other Disabilities",54,54.5
"West Hartford School District","=""1550011""","Other Health Impairment",190,82.6
"West Hartford School District","=""1550011""","Speech Language Impairment",126,78.8
"West Haven School District","=""1560011""","All Disabilities",571,70.6
"West Haven School District","=""1560011""","Autism",19,26.0
"West Haven School District","=""1560011""","Emotional Disturbance",19,33.3
"West Haven School District","=""1560011""","Intellectual Disability",11,52.4
"West Haven School District","=""1560011""","Learning Disability",238,90.5
"West Haven School District","=""1560011""","Other Disabilities",48,44.0
"West Haven School District","=""1560011""","Other Health Impairment",77,68.8
"West Haven School District","=""1560011""","Speech Language Impairment",159,91.4
"Westbrook School District","=""1540011""","All Disabilities",57,67.9
"Westbrook School District","=""1540011""","Autism",6,"*"
"Westbrook School District","=""1540011""","Emotional Disturbance","*","*"
"Westbrook School District","=""1540011""","Intellectual Disability","*","*"
"Westbrook School District","=""1540011""","Learning Disability",30,81.1
"Westbrook School District","=""1540011""","Other Disabilities","*","*"
"Westbrook School District","=""1540011""","Other Health Impairment",7,"*"
"Westbrook School District","=""1540011""","Speech Language Impairment","*","*"
"Weston School District","=""1570011""","All Disabilities",114,56.2
"Weston School District","=""1570011""","Autism","*","*"
"Weston School District","=""1570011""","Emotional Disturbance",0,0
"Weston School District","=""1570011""","Intellectual Disability",0,0
"Weston School District","=""1570011""","Learning Disability",43,62.3
"Weston School District","=""1570011""","Other Disabilities","*","*"
"Weston School District","=""1570011""","Other Health Impairment",32,64.0
"Weston School District","=""1570011""","Speech Language Impairment",28,80.0
"Westport School District","=""1580011""","All Disabilities",446,79.6
"Westport School District","=""1580011""","Autism",30,53.6
"Westport School District","=""1580011""","Emotional Disturbance",26,81.3
"Westport School District","=""1580011""","Intellectual Disability","*","*"
"Westport School District","=""1580011""","Learning Disability",226,89.3
"Westport School District","=""1580011""","Other Disabilities","*","*"
"Westport School District","=""1580011""","Other Health Impairment",82,82.0
"Westport School District","=""1580011""","Speech Language Impairment",71,82.6
"Wethersfield School District","=""1590011""","All Disabilities",333,77.8
"Wethersfield School District","=""1590011""","Autism",43,69.4
"Wethersfield School District","=""1590011""","Emotional Disturbance",8,27.6
"Wethersfield School District","=""1590011""","Intellectual Disability",12,"*"
"Wethersfield School District","=""1590011""","Learning Disability",100,83.3
"Wethersfield School District","=""1590011""","Other Disabilities",21,55.3
"Wethersfield School District","=""1590011""","Other Health Impairment",52,82.5
"Wethersfield School District","=""1590011""","Speech Language Impairment",97,96.0
"Willington School District","=""1600011""","All Disabilities",52,88.1
"Willington School District","=""1600011""","Autism","*","*"
"Willington School District","=""1600011""","Emotional Disturbance","*","*"
"Willington School District","=""1600011""","Intellectual Disability","*","*"
"Willington School District","=""1600011""","Learning Disability",18,"*"
"Willington School District","=""1600011""","Other Disabilities","*","*"
"Willington School District","=""1600011""","Other Health Impairment",11,"*"
"Willington School District","=""1600011""","Speech Language Impairment",14,"*"
"Wilton School District","=""1610011""","All Disabilities",306,63.5
"Wilton School District","=""1610011""","Autism",27,52.9
"Wilton School District","=""1610011""","Emotional Disturbance","*","*"
"Wilton School District","=""1610011""","Intellectual Disability",0,0
"Wilton School District","=""1610011""","Learning Disability",140,63.9
"Wilton School District","=""1610011""","Other Disabilities","*","*"
"Wilton School District","=""1610011""","Other Health Impairment",70,70.7
"Wilton School District","=""1610011""","Speech Language Impairment",47,75.8
"Winchester School District","=""1620011""","All Disabilities",130,54.4
"Winchester School District","=""1620011""","Autism",15,40.5
"Winchester School District","=""1620011""","Emotional Disturbance",14,50.0
"Winchester School District","=""1620011""","Intellectual Disability","*","*"
"Winchester School District","=""1620011""","Learning Disability",37,49.3
"Winchester School District","=""1620011""","Other Disabilities","*","*"
"Winchester School District","=""1620011""","Other Health Impairment",27,64.3
"Winchester School District","=""1620011""","Speech Language Impairment",28,77.8
"Windham School District","=""1630011""","All Disabilities",329,69.3
"Windham School District","=""1630011""","Autism",20,48.8
"Windham School District","=""1630011""","Emotional Disturbance",36,42.9
"Windham School District","=""1630011""","Intellectual Disability",26,83.9
"Windham School District","=""1630011""","Learning Disability",121,84.0
"Windham School District","=""1630011""","Other Disabilities",9,39.1
"Windham School District","=""1630011""","Other Health Impairment",60,75.0
"Windham School District","=""1630011""","Speech Language Impairment",57,79.2
"Windsor Locks School District","=""1650011""","All Disabilities",151,76.6
"Windsor Locks School District","=""1650011""","Autism",11,52.4
"Windsor Locks School District","=""1650011""","Emotional Disturbance","*","*"
"Windsor Locks School District","=""1650011""","Intellectual Disability",11,"*"
"Windsor Locks School District","=""1650011""","Learning Disability",85,91.4
"Windsor Locks School District","=""1650011""","Other Disabilities","*","*"
"Windsor Locks School District","=""1650011""","Other Health Impairment",33,84.6
"Windsor Locks School District","=""1650011""","Speech Language Impairment",7,"*"
"Windsor School District","=""1640011""","All Disabilities",435,78.0
"Windsor School District","=""1640011""","Autism",29,58.0
"Windsor School District","=""1640011""","Emotional Disturbance",19,46.3
"Windsor School District","=""1640011""","Intellectual Disability",10,"*"
"Windsor School District","=""1640011""","Learning Disability",179,91.8
"Windsor School District","=""1640011""","Other Disabilities",69,62.7
"Windsor School District","=""1640011""","Other Health Impairment",70,85.4
"Windsor School District","=""1640011""","Speech Language Impairment",59,93.7
"Wolcott School District","=""1660011""","All Disabilities",160,72.7
"Wolcott School District","=""1660011""","Autism",10,"*"
"Wolcott School District","=""1660011""","Emotional Disturbance","*","*"
"Wolcott School District","=""1660011""","Intellectual Disability","*","*"
"Wolcott School District","=""1660011""","Learning Disability",65,91.5
"Wolcott School District","=""1660011""","Other Disabilities","*","*"
"Wolcott School District","=""1660011""","Other Health Impairment",44,83.0
"Wolcott School District","=""1660011""","Speech Language Impairment",31,96.9
"Woodbridge School District","=""1670011""","All Disabilities",41,68.3
"Woodbridge School District","=""1670011""","Autism","*","*"
"Woodbridge School District","=""1670011""","Emotional Disturbance","*","*"
"Woodbridge School District","=""1670011""","Intellectual Disability",0,0
"Woodbridge School District","=""1670011""","Learning Disability",10,"*"
"Woodbridge School District","=""1670011""","Other Disabilities",0,0
"Woodbridge School District","=""1670011""","Other Health Impairment",12,"*"
"Woodbridge School District","=""1670011""","Speech Language Impairment",13,"*"
"Woodstock School District","=""1690011""","All Disabilities",34,40.5
"Woodstock School District","=""1690011""","Autism","*","*"
"Woodstock School District","=""1690011""","Emotional Disturbance",0,0
"Woodstock School District","=""1690011""","Intellectual Disability","*","*"
"Woodstock School District","=""1690011""","Learning Disability",17,36.2
"Woodstock School District","=""1690011""","Other Disabilities",0,0
"Woodstock School District","=""1690011""","Other Health Impairment","*","*"
"Woodstock School District","=""1690011""","Speech Language Impairment",11,"*"

