"Students with Disabilities Spending 79.1-100% of Time with Nondisabled Peers (Ages 6-21), 2014-15"
"All Districts"
"Notes:"
"Data included in this report represent students ages 6-21 only."
"At this time, the only data included in this report are for students spending 79.1-100% of Time with Nondisabled Peers. In the future this report will be updated to include all Time with Nondisabled Peer categories (i.e., 0-40% and 40.1-79%)."
"At the district-level, this report includes only students with disabilities for whom the district is fiscally responsible, regardless of where the student is educated. At the school-level, a student is included as long as they are attending the selected school, regardless of the district with fiscal responsibility."
"Ridgefield School District","=""1180011""","Speech Language Impairment",50,90.9
"Rocky Hill School District","=""1190011""","All Disabilities",170,75.6
"Rocky Hill School District","=""1190011""","Autism",23,62.2
"Rocky Hill School District","=""1190011""","Emotional Disturbance",9,"*"
"Rocky Hill School District","=""1190011""","Intellectual Disability","*","*"
"Rocky Hill School District","=""1190011""","Learning Disability",71,89.9
"Rocky Hill School District","=""1190011""","Other Disabilities","*","*"
"Rocky Hill School District","=""1190011""","Other Health Impairment",39,76.5
"Rocky Hill School District","=""1190011""","Speech Language Impairment",22,91.7
"Salem School District","=""1210011""","All Disabilities",51,69.9
"Salem School District","=""1210011""","Autism","*","*"
"Salem School District","=""1210011""","Emotional Disturbance","*","*"
"Salem School District","=""1210011""","Intellectual Disability","*","*"
"Salem School District","=""1210011""","Learning Disability",26,81.3
"Salem School District","=""1210011""","Other Disabilities","*","*"
"Salem School District","=""1210011""","Other Health Impairment",10,"*"
"Salem School District","=""1210011""","Speech Language Impairment","*","*"
"Salisbury School District","=""1220011""","All Disabilities",24,85.7
"Salisbury School District","=""1220011""","Autism",0,0
"Salisbury School District","=""1220011""","Emotional Disturbance","*","*"
"Salisbury School District","=""1220011""","Learning Disability",10,"*"
"Salisbury School District","=""1220011""","Other Disabilities","*","*"
"Salisbury School District","=""1220011""","Other Health Impairment","*","*"
"Salisbury School District","=""1220011""","Speech Language Impairment",8,"*"
"Scotland School District","=""1230011""","All Disabilities",13,"*"
"Scotland School District","=""1230011""","Intellectual Disability",0,"*"
"Scotland School District","=""1230011""","Learning Disability","*","*"
"Scotland School District","=""1230011""","Other Disabilities",0,"*"
"Scotland School District","=""1230011""","Other Health Impairment","*","*"
"Scotland School District","=""1230011""","Speech Language Impairment","*","*"
"Seymour School District","=""1240011""","All Disabilities",215,83.3
"Seymour School District","=""1240011""","Autism",18,52.9
"Seymour School District","=""1240011""","Emotional Disturbance","*","*"
"Seymour School District","=""1240011""","Intellectual Disability",7,"*"
"Seymour School District","=""1240011""","Learning Disability",117,96.7
"Seymour School District","=""1240011""","Other Disabilities","*","*"
"Seymour School District","=""1240011""","Other Health Impairment",33,97.1
"Seymour School District","=""1240011""","Speech Language Impairment",32,97.0
"Sharon School District","=""1250011""","All Disabilities",13,40.6
"Sharon School District","=""1250011""","Autism","*","*"
"Sharon School District","=""1250011""","Emotional Disturbance",0,0
"Sharon School District","=""1250011""","Intellectual Disability",0,0
"Sharon School District","=""1250011""","Learning Disability",7,"*"
"Sharon School District","=""1250011""","Other Disabilities",0,0
"Sharon School District","=""1250011""","Other Health Impairment","*","*"
"Sharon School District","=""1250011""","Speech Language Impairment","*","*"
"Shelton School District","=""1260011""","All Disabilities",322,54.0
"Shelton School District","=""1260011""","Autism",22,32.4
"Shelton School District","=""1260011""","Emotional Disturbance",16,55.2
"Shelton School District","=""1260011""","Intellectual Disability","*","*"
"Shelton School District","=""1260011""","Learning Disability",161,59.9
"Shelton School District","=""1260011""","Other Disabilities","*","*"
"Shelton School District","=""1260011""","Other Health Impairment",65,59.6
"Shelton School District","=""1260011""","Speech Language Impairment",55,59.8
"Sherman School District","=""1270011""","All Disabilities",49,71.0
"Sherman School District","=""1270011""","Autism",6,"*"
"Sherman School District","=""1270011""","Emotional Disturbance","*","*"
"Sherman School District","=""1270011""","Intellectual Disability",0,0
"Sherman School District","=""1270011""","Learning Disability",17,70.8
"Sherman School District","=""1270011""","Other Disabilities","*","*"
"Sherman School District","=""1270011""","Other Health Impairment",10,"*"
"Sherman School District","=""1270011""","Speech Language Impairment",10,"*"
"Simsbury School District","=""1280011""","All Disabilities",397,74.9
"Simsbury School District","=""1280011""","Autism",56,60.2
"Simsbury School District","=""1280011""","Emotional Disturbance",16,59.3
"Simsbury School District","=""1280011""","Intellectual Disability","*","*"
"Simsbury School District","=""1280011""","Learning Disability",165,83.8
"Simsbury School District","=""1280011""","Other Disabilities","*","*"
"Simsbury School District","=""1280011""","Other Health Impairment",106,80.3
"Simsbury School District","=""1280011""","Speech Language Impairment",43,89.6
"Somers School District","=""1290011""","All Disabilities",111,73.0
"Somers School District","=""1290011""","Autism",8,"*"
"Somers School District","=""1290011""","Emotional Disturbance",8,"*"
"Somers School District","=""1290011""","Intellectual Disability","*","*"
"Somers School District","=""1290011""","Learning Disability",43,84.3
"Somers School District","=""1290011""","Other Disabilities","*","*"
"Somers School District","=""1290011""","Other Health Impairment",23,88.5
"Somers School District","=""1290011""","Speech Language Impairment",21,77.8
"South Windsor School District","=""1320011""","All Disabilities",402,77.3
"South Windsor School District","=""1320011""","Autism",53,63.9
"South Windsor School District","=""1320011""","Emotional Disturbance","*","*"
"South Windsor School District","=""1320011""","Intellectual Disability","*","*"
"South Windsor School District","=""1320011""","Learning Disability",140,90.9
"South Windsor School District","=""1320011""","Other Disabilities",15,37.5
"South Windsor School District","=""1320011""","Other Health Impairment",132,84.6
"South Windsor School District","=""1320011""","Speech Language Impairment",54,90.0
"Southington School District","=""1310011""","All Disabilities",469,62.4
"Southington School District","=""1310011""","Autism",53,55.2
"Southington School District","=""1310011""","Emotional Disturbance",14,31.8
"Southington School District","=""1310011""","Intellectual Disability",0,0
"Southington School District","=""1310011""","Learning Disability",169,69.8
"Southington School District","=""1310011""","Other Disabilities",12,23.5
"Southington School District","=""1310011""","Other Health Impairment",133,70.0
"Southington School District","=""1310011""","Speech Language Impairment",88,73.9
"Sprague School District","=""1330011""","All Disabilities",37,63.8
"Sprague School District","=""1330011""","Autism","*","*"
"Sprague School District","=""1330011""","Emotional Disturbance","*","*"
"Sprague School District","=""1330011""","Intellectual Disability",0,0
"Sprague School District","=""1330011""","Learning Disability",8,"*"
"Sprague School District","=""1330011""","Other Disabilities","*","*"
"Sprague School District","=""1330011""","Other Health Impairment",13,"*"
"Sprague School District","=""1330011""","Speech Language Impairment",8,"*"
"Stafford School District","=""1340011""","All Disabilities",83,48.3
"Stafford School District","=""1340011""","Autism",17,70.8
"Stafford School District","=""1340011""","Emotional Disturbance","*","*"
"Stafford School District","=""1340011""","Intellectual Disability","*","*"
"Stafford School District","=""1340011""","Learning Disability",31,47.0
"Stafford School District","=""1340011""","Other Disabilities","*","*"
"Stafford School District","=""1340011""","Other Health Impairment",19,52.8
"Stafford School District","=""1340011""","Speech Language Impairment",9,"*"
"Stamford School District","=""1350011""","All Disabilities",962,59.0
"Stamford School District","=""1350011""","Autism",49,35.3
"Stamford School District","=""1350011""","Emotional Disturbance",15,34.1
"Stamford School District","=""1350011""","Intellectual Disability",18,26.5
"Stamford School District","=""1350011""","Learning Disability",473,67.7
"Stamford School District","=""1350011""","Other Disabilities",35,28.9
"Stamford School District","=""1350011""","Other Health Impairment",202,62.7
"Stamford School District","=""1350011""","Speech Language Impairment",170,71.7
"Sterling School District","=""1360011""","All Disabilities",48,64.0
"Sterling School District","=""1360011""","Autism","*","*"
"Sterling School District","=""1360011""","Emotional Disturbance","*","*"
"Sterling School District","=""1360011""","Intellectual Disability",0,0
"Sterling School District","=""1360011""","Learning Disability",20,87.0
"Sterling School District","=""1360011""","Other Disabilities","*","*"
"Sterling School District","=""1360011""","Other Health Impairment",10,"*"
"Sterling School District","=""1360011""","Speech Language Impairment",8,"*"
"Stonington School District","=""1370011""","All Disabilities",262,82.1
"Stonington School District","=""1370011""","Autism",33,71.7
"Stonington School District","=""1370011""","Emotional Disturbance",10,"*"
"Stonington School District","=""1370011""","Intellectual Disability","*","*"
"Stonington School District","=""1370011""","Learning Disability",126,92.6
"Stonington School District","=""1370011""","Other Disabilities","*","*"
"Stonington School District","=""1370011""","Other Health Impairment",64,82.1
"Stonington School District","=""1370011""","Speech Language Impairment",23,95.8
"Stratford School District","=""1380011""","All Disabilities",551,73.5
"Stratford School District","=""1380011""","Autism",57,49.6
"Stratford School District","=""1380011""","Emotional Disturbance",19,38.8
"Stratford School District","=""1380011""","Intellectual Disability",23,71.9
"Stratford School District","=""1380011""","Learning Disability",209,91.3
"Stratford School District","=""1380011""","Other Disabilities",21,36.2
"Stratford School District","=""1380011""","Other Health Impairment",163,80.7
"Stratford School District","=""1380011""","Speech Language Impairment",59,90.8
"Suffield School District","=""1390011""","All Disabilities",181,82.6
"Suffield School District","=""1390011""","Autism",35,74.5
"Suffield School District","=""1390011""","Emotional Disturbance","*","*"
"Suffield School District","=""1390011""","Intellectual Disability","*","*"
"Suffield School District","=""1390011""","Learning Disability",72,90.0
"Suffield School District","=""1390011""","Other Disabilities","*","*"
"Suffield School District","=""1390011""","Other Health Impairment",48,87.3
"Suffield School District","=""1390011""","Speech Language Impairment",20,95.2
"Thomaston School District","=""1400011""","All Disabilities",94,74.0
"Thomaston School District","=""1400011""","Autism",9,"*"
"Thomaston School District","=""1400011""","Emotional Disturbance",0,0
"Thomaston School District","=""1400011""","Intellectual Disability","*","*"
"Thomaston School District","=""1400011""","Learning Disability",44,88.0
"Thomaston School District","=""1400011""","Other Disabilities","*","*"
"Thomaston School District","=""1400011""","Other Health Impairment",18,81.8
"Thomaston School District","=""1400011""","Speech Language Impairment",16,80.0
"Thompson School District","=""1410011""","All Disabilities",62,58.5
"Thompson School District","=""1410011""","Autism","*","*"
"Thompson School District","=""1410011""","Emotional Disturbance","*","*"
"Thompson School District","=""1410011""","Intellectual Disability",0,0
"Thompson School District","=""1410011""","Learning Disability",21,70.0
"Thompson School District","=""1410011""","Other Disabilities","*","*"
"Thompson School District","=""1410011""","Other Health Impairment",8,"*"
"Thompson School District","=""1410011""","Speech Language Impairment",25,80.6
"Tolland School District","=""1420011""","All Disabilities",200,69.0
"Tolland School District","=""1420011""","Autism",29,60.4
"Tolland School District","=""1420011""","Emotional Disturbance","*","*"
"Tolland School District","=""1420011""","Intellectual Disability","*","*"
"Tolland School District","=""1420011""","Learning Disability",103,81.7
"Tolland School District","=""1420011""","Other Disabilities","*","*"
"Tolland School District","=""1420011""","Other Health Impairment",41,78.8
"Tolland School District","=""1420011""","Speech Language Impairment",15,"*"
"Torrington School District","=""1430011""","All Disabilities",391,54.2
"Torrington School District","=""1430011""","Autism",26,38.2
"Torrington School District","=""1430011""","Emotional Disturbance",21,35.0
"Torrington School District","=""1430011""","Intellectual Disability","*","*"
"Torrington School District","=""1430011""","Learning Disability",185,64.9
"Torrington School District","=""1430011""","Other Disabilities","*","*"
"Torrington School District","=""1430011""","Other Health Impairment",85,53.8
"Torrington School District","=""1430011""","Speech Language Impairment",61,78.2
"Trumbull School District","=""1440011""","All Disabilities",405,66.0
"Trumbull School District","=""1440011""","Autism",41,45.1
"Trumbull School District","=""1440011""","Emotional Disturbance",20,50.0
"Trumbull School District","=""1440011""","Intellectual Disability","*","*"
"Trumbull School District","=""1440011""","Learning Disability",164,78.8
"Trumbull School District","=""1440011""","Other Disabilities","*","*"
"Trumbull School District","=""1440011""","Other Health Impairment",122,74.4
"Trumbull School District","=""1440011""","Speech Language Impairment",41,87.2
"Unified School District #1","=""3360015""","All Disabilities",150,85.7
"Unified School District #1","=""3360015""","Autism","*","*"
"Unified School District #1","=""3360015""","Emotional Disturbance",49,83.1
"Unified School District #1","=""3360015""","Intellectual Disability","*","*"
"Unified School District #1","=""3360015""","Learning Disability",55,87.3
"Unified School District #1","=""3360015""","Other Disabilities","*","*"
"Unified School District #1","=""3360015""","Other Health Impairment",31,86.1
"Unified School District #1","=""3360015""","Speech Language Impairment",6,"*"
"Unified School District #2","=""3470015""","All Disabilities",0,0
"Unified School District #2","=""3470015""","Autism",0,0
"Unified School District #2","=""3470015""","Emotional Disturbance",0,0
"Unified School District #2","=""3470015""","Intellectual Disability",0,0
"Unified School District #2","=""3470015""","Learning Disability",0,0
"Unified School District #2","=""3470015""","Other Disabilities",0,0
"Unified School District #2","=""3470015""","Other Health Impairment",0,0
"Unified School District #2","=""3470015""","Speech Language Impairment",0,0
"Union School District","=""1450011""","All Disabilities",16,"*"
"Union School District","=""1450011""","Autism","*","*"
"Union School District","=""1450011""","Emotional Disturbance","*","*"
"Union School District","=""1450011""","Learning Disability",7,"*"
"Union School District","=""1450011""","Other Health Impairment","*","*"
"Union School District","=""1450011""","Speech Language Impairment","*","*"
"Vernon School District","=""1460011""","All Disabilities",324,70.0
"Vernon School District","=""1460011""","Autism",31,52.5
"Vernon School District","=""1460011""","Emotional Disturbance",19,33.9
"Vernon School District","=""1460011""","Intellectual Disability",9,37.5
"Vernon School District","=""1460011""","Learning Disability",130,86.1
"Vernon School District","=""1460011""","Other Disabilities",21,60.0
"Vernon School District","=""1460011""","Other Health Impairment",47,72.3
"Vernon School District","=""1460011""","Speech Language Impairment",67,91.8
"Voluntown School District","=""1470011""","All Disabilities",30,51.7
"Voluntown School District","=""1470011""","Autism","*","*"
"Voluntown School District","=""1470011""","Emotional Disturbance",0,0
"Voluntown School District","=""1470011""","Intellectual Disability",0,0
"Voluntown School District","=""1470011""","Learning Disability",19,63.3
"Voluntown School District","=""1470011""","Other Disabilities",0,0
"Voluntown School District","=""1470011""","Other Health Impairment","*","*"
"Voluntown School District","=""1470011""","Speech Language Impairment",6,"*"
"Wallingford School District","=""1480011""","All Disabilities",512,77.3
"Wallingford School District","=""1480011""","Autism",46,59.0
"Wallingford School District","=""1480011""","Emotional Disturbance",17,40.5
"Wallingford School District","=""1480011""","Intellectual Disability",7,31.8
"Wallingford School District","=""1480011""","Learning Disability",190,90.5
"Wallingford School District","=""1480011""","Other Disabilities",8,22.9
"Wallingford School District","=""1480011""","Other Health Impairment",144,84.2
"Wallingford School District","=""1480011""","Speech Language Impairment",100,96.2
"Waterbury School District","=""1510011""","All Disabilities",1943,62.5
"Waterbury School District","=""1510011""","Autism",90,41.7
"Waterbury School District","=""1510011""","Emotional Disturbance",78,30.5
"Waterbury School District","=""1510011""","Intellectual Disability",20,18.2
"Waterbury School District","=""1510011""","Learning Disability",819,71.0
"Waterbury School District","=""1510011""","Other Disabilities",31,25.2
"Waterbury School District","=""1510011""","Other Health Impairment",429,64.4
"Waterbury School District","=""1510011""","Speech Language Impairment",476,81.8
"Waterford School District","=""1520011""","All Disabilities",307,81.2
"Waterford School District","=""1520011""","Autism",35,72.9
"Waterford School District","=""1520011""","Emotional Disturbance",14,42.4
"Waterford School District","=""1520011""","Intellectual Disability","*","*"
"Waterford School District","=""1520011""","Learning Disability",115,96.6
"Waterford School District","=""1520011""","Other Disabilities","*","*"
"Waterford School District","=""1520011""","Other Health Impairment",95,83.3
"Waterford School District","=""1520011""","Speech Language Impairment",30,85.7
"Watertown School District","=""1530011""","All Disabilities",227,69.6
"Watertown School District","=""1530011""","Autism",20,47.6
"Watertown School District","=""1530011""","Emotional Disturbance",15,60.0
"Watertown School District","=""1530011""","Intellectual Disability",0,0
"Watertown School District","=""1530011""","Learning Disability",79,80.6
"Watertown School District","=""1530011""","Other Disabilities",0,0
"Watertown School District","=""1530011""","Other Health Impairment",87,82.1
"Watertown School District","=""1530011""","Speech Language Impairment",26,83.9
"West Hartford School District","=""1550011""","All Disabilities",821,74.8
"West Hartford School District","=""1550011""","Autism",118,62.4
"West Hartford School District","=""1550011""","Emotional Disturbance",35,50.0
"West Hartford School District","=""1550011""","Intellectual Disability",11,39.3
"West Hartford School District","=""1550011""","Learning Disability",252,84.8
"West Hartford School District","=""1550011""","Other Disabilities",47,52.8
"West Hartford School District","=""1550011""","Other Health Impairment",212,83.5
"West Hartford School District","=""1550011""","Speech Language Impairment",146,85.9
"West Haven School District","=""1560011""","All Disabilities",627,69.8
"West Haven School District","=""1560011""","Autism",28,35.0
"West Haven School District","=""1560011""","Emotional Disturbance",20,32.8
"West Haven School District","=""1560011""","Intellectual Disability",12,"*"
"West Haven School District","=""1560011""","Learning Disability",262,89.1
"West Haven School District","=""1560011""","Other Disabilities",61,45.9
"West Haven School District","=""1560011""","Other Health Impairment",93,68.4
"West Haven School District","=""1560011""","Speech Language Impairment",151,86.3
"Westbrook School District","=""1540011""","All Disabilities",66,80.5
"Westbrook School District","=""1540011""","Autism",13,"*"
"Westbrook School District","=""1540011""","Emotional Disturbance","*","*"
"Westbrook School District","=""1540011""","Intellectual Disability","*","*"
"Westbrook School District","=""1540011""","Learning Disability",25,92.6
"Westbrook School District","=""1540011""","Other Disabilities","*","*"
"Westbrook School District","=""1540011""","Other Health Impairment",9,"*"
"Westbrook School District","=""1540011""","Speech Language Impairment",9,"*"
"Weston School District","=""1570011""","All Disabilities",105,55.0
"Weston School District","=""1570011""","Autism",8,24.2
"Weston School District","=""1570011""","Emotional Disturbance","*","*"
"Weston School District","=""1570011""","Intellectual Disability","*","*"
"Weston School District","=""1570011""","Learning Disability",41,60.3
"Weston School District","=""1570011""","Other Disabilities","*","*"
"Weston School District","=""1570011""","Other Health Impairment",26,61.9
"Weston School District","=""1570011""","Speech Language Impairment",23,74.2
"Westport School District","=""1580011""","All Disabilities",445,79.0
"Westport School District","=""1580011""","Autism",29,56.9
"Westport School District","=""1580011""","Emotional Disturbance",37,68.5
"Westport School District","=""1580011""","Intellectual Disability","*","*"
"Westport School District","=""1580011""","Learning Disability",199,85.8
"Westport School District","=""1580011""","Other Disabilities","*","*"
"Westport School District","=""1580011""","Other Health Impairment",106,91.4
"Westport School District","=""1580011""","Speech Language Impairment",64,84.2
"Wethersfield School District","=""1590011""","All Disabilities",387,79.8
"Wethersfield School District","=""1590011""","Autism",39,65.0
"Wethersfield School District","=""1590011""","Emotional Disturbance",11,31.4
"Wethersfield School District","=""1590011""","Intellectual Disability",11,"*"
"Wethersfield School District","=""1590011""","Learning Disability",137,93.8
"Wethersfield School District","=""1590011""","Other Disabilities",18,46.2
"Wethersfield School District","=""1590011""","Other Health Impairment",83,82.2
"Wethersfield School District","=""1590011""","Speech Language Impairment",88,97.8
"Willington School District","=""1600011""","All Disabilities",45,84.9
"Willington School District","=""1600011""","Autism","*","*"
"Willington School District","=""1600011""","Emotional Disturbance","*","*"
"Willington School District","=""1600011""","Intellectual Disability","*","*"
"Willington School District","=""1600011""","Learning Disability",18,90.0
"Willington School District","=""1600011""","Other Disabilities",0,0
"Willington School District","=""1600011""","Other Health Impairment",10,"*"
"Willington School District","=""1600011""","Speech Language Impairment",11,"*"
"Wilton School District","=""1610011""","All Disabilities",330,63.3
"Wilton School District","=""1610011""","Autism",31,51.7
"Wilton School District","=""1610011""","Emotional Disturbance","*","*"
"Wilton School District","=""1610011""","Intellectual Disability",0,0
"Wilton School District","=""1610011""","Learning Disability",146,62.9
"Wilton School District","=""1610011""","Other Disabilities","*","*"
"Wilton School District","=""1610011""","Other Health Impairment",93,76.9
"Wilton School District","=""1610011""","Speech Language Impairment",46,80.7
"Winchester School District","=""1620011""","All Disabilities",124,55.6
"Winchester School District","=""1620011""","Autism",14,38.9
"Winchester School District","=""1620011""","Emotional Disturbance",11,52.4
"Winchester School District","=""1620011""","Intellectual Disability","*","*"
"Winchester School District","=""1620011""","Learning Disability",32,50.0
"Winchester School District","=""1620011""","Other Disabilities","*","*"
"Winchester School District","=""1620011""","Other Health Impairment",34,69.4
"Winchester School District","=""1620011""","Speech Language Impairment",27,77.1
"Windham School District","=""1630011""","All Disabilities",344,74.1
"Windham School District","=""1630011""","Autism",26,57.8
"Windham School District","=""1630011""","Emotional Disturbance",33,49.3
"Windham School District","=""1630011""","Intellectual Disability",19,82.6
"Windham School District","=""1630011""","Learning Disability",130,89.7
"Windham School District","=""1630011""","Other Disabilities",10,37.0
"Windham School District","=""1630011""","Other Health Impairment",62,77.5
"Windham School District","=""1630011""","Speech Language Impairment",64,83.1
"Windsor Locks School District","=""1650011""","All Disabilities",136,68.7
"Windsor Locks School District","=""1650011""","Autism","*","*"
"Windsor Locks School District","=""1650011""","Emotional Disturbance",9,37.5
"Windsor Locks School District","=""1650011""","Intellectual Disability","*","*"
"Windsor Locks School District","=""1650011""","Learning Disability",79,84.9
"Windsor Locks School District","=""1650011""","Other Disabilities","*","*"
"Windsor Locks School District","=""1650011""","Other Health Impairment",29,74.4
"Windsor Locks School District","=""1650011""","Speech Language Impairment",9,"*"
"Windsor School District","=""1640011""","All Disabilities",380,67.7
"Windsor School District","=""1640011""","Autism",34,59.6
"Windsor School District","=""1640011""","Emotional Disturbance","*","*"
"Windsor School District","=""1640011""","Intellectual Disability","*","*"
"Windsor School District","=""1640011""","Learning Disability",140,79.1
"Windsor School District","=""1640011""","Other Disabilities",72,52.9
"Windsor School District","=""1640011""","Other Health Impairment",69,78.4
"Windsor School District","=""1640011""","Speech Language Impairment",41,91.1
"Wolcott School District","=""1660011""","All Disabilities",171,76.7
"Wolcott School District","=""1660011""","Autism",12,54.5
"Wolcott School District","=""1660011""","Emotional Disturbance",13,59.1
"Wolcott School District","=""1660011""","Intellectual Disability","*","*"
"Wolcott School District","=""1660011""","Learning Disability",79,90.8
"Wolcott School District","=""1660011""","Other Disabilities","*","*"
"Wolcott School District","=""1660011""","Other Health Impairment",41,82.0
"Wolcott School District","=""1660011""","Speech Language Impairment",22,100.0
"Woodbridge School District","=""1670011""","All Disabilities",50,79.4
"Woodbridge School District","=""1670011""","Autism","*","*"
"Woodbridge School District","=""1670011""","Emotional Disturbance","*","*"
"Woodbridge School District","=""1670011""","Intellectual Disability",0,0
"Woodbridge School District","=""1670011""","Learning Disability",18,"*"
"Woodbridge School District","=""1670011""","Other Disabilities",0,0
"Woodbridge School District","=""1670011""","Other Health Impairment",16,"*"
"Woodbridge School District","=""1670011""","Speech Language Impairment",13,"*"
"Woodstock School District","=""1690011""","All Disabilities",41,38.7
"Woodstock School District","=""1690011""","Autism","*","*"
"Woodstock School District","=""1690011""","Emotional Disturbance",0,0
"Woodstock School District","=""1690011""","Intellectual Disability",0,0
"Woodstock School District","=""1690011""","Learning Disability",24,38.7
"Woodstock School District","=""1690011""","Other Disabilities",0,0
"Woodstock School District","=""1690011""","Other Health Impairment","*","*"
"Woodstock School District","=""1690011""","Speech Language Impairment",7,"*"

