"CT School Day SAT, 2015-16"
"All Districts, Math, High Needs (F/R, EL or SWD)"

"",,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Southington School District","=""1310011""","Southington High School","=""1316211""","Y",91,26,28.6,47,51.6,"*","*","*","*",18,19.8,465
"Southington School District","=""1310011""","Southington High School","=""1316211""","N",366,"*","*",135,36.9,162,44.3,"*","*","*","*",556
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Y",28,"*","*",14,50.0,"*","*","*","*","*","*",469
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","N",71,"*","*",26,36.6,"*","*","*","*","*","*",551
"Stafford School District","=""1340011""","Stafford Tutoring Program","=""1340211""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Y",25,19,76.0,6,24.0,0,0.0,0,0.0,0,0.0,370
"Stamford School District","=""1350011""","Alternate Routes To Success","=""1350411""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","Alternate Routes To Success","=""1350411""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","Y",254,111,43.7,114,44.9,"*","*","*","*",29,11.4,432
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","N",178,"*","*",64,36.0,70,39.3,"*","*","*","*",525
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","Y",81,22,27.2,35,43.2,18,22.2,6,7.4,24,29.6,482
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","N",81,8,9.9,31,38.3,28,34.6,14,17.3,42,51.9,538
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","Y",247,127,51.4,95,38.5,"*","*","*","*",25,10.1,424
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","N",241,"*","*",71,29.5,77,32.0,"*","*","*","*",554
"Stonington School District","=""1370011""","SAILS","=""1370711""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","SAILS","=""1370711""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","Y",43,15,34.9,20,46.5,8,18.6,0,0.0,8,18.6,446
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","N",122,7,5.7,45,36.9,42,34.4,28,23.0,70,57.4,559
"Stratford School District","=""1380011""","ALPHA","=""1380511""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","ALPHA","=""1380511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","Y",97,35,36.1,46,47.4,"*","*","*","*",16,16.5,448
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","N",128,"*","*",61,47.7,38,29.7,"*","*","*","*",498
"Stratford School District","=""1380011""","High School STEPS 9-12","=""1382011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","Y",109,49,45.0,43,39.4,"*","*","*","*",17,15.6,440
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","N",123,"*","*",48,39.0,37,30.1,"*","*","*","*",511
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","Y",35,12,34.3,14,40.0,9,25.7,0,0.0,9,25.7,460
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","N",145,6,4.1,50,34.5,68,46.9,21,14.5,89,61.4,552
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","Y",34,"*","*","*","*","*","*",0,0.0,"*","*",424
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","N",6,"*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","Y",33,16,48.5,11,33.3,"*","*","*","*",6,18.2,434
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","N",68,12,17.6,25,36.8,"*","*","*","*",31,45.6,531
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","Y",16,"*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","N",46,"*","*","*","*","*","*","*","*","*","*",497
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","Y",14,"*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","N",30,"*","*","*","*","*","*",0,0.0,"*","*",499
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","Y",23,"*","*",7,30.4,"*","*","*","*","*","*",447
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","N",176,"*","*",43,24.4,"*","*","*","*","*","*",587
"Torrington School District","=""1430011""","Migeon Academy","=""1431411""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","Y",75,38,50.7,29,38.7,"*","*","*","*",8,10.7,429
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","N",116,"*","*",61,52.6,35,30.2,"*","*","*","*",496
"Trumbull School District","=""1440011""","REACH","=""1440511""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Trumbull Alternative School","=""1440211""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","Y",75,17,22.7,37,49.3,"*","*","*","*",21,28.0,487
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","N",411,"*","*",127,30.9,166,40.4,"*","*","*","*",574
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Riverview School","=""3470315""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Hartford Detention Center","=""3480315""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","Y",71,26,36.6,29,40.8,"*","*","*","*",16,22.5,453
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","N",116,"*","*",48,41.4,49,42.2,"*","*","*","*",523
"Wallingford School District","=""1480011""","Education Enhancement Program","=""1480511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","Y",65,28,43.1,30,46.2,"*","*","*","*",7,10.8,433
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","N",186,"*","*",98,52.7,57,30.6,"*","*","*","*",501
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","Y",30,"*","*",20,66.7,"*","*",0,0.0,"*","*",446
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","N",175,18,10.3,77,44.0,"*","*","*","*","*","*",516
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""","Y",189,128,67.7,44,23.3,"*","*","*","*","*","*",397
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""","N",48,21,43.8,23,47.9,"*","*","*","*","*","*",436
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Excel III","=""1513911""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""","Y",177,115,65.0,55,31.1,"*","*","*","*",7,4.0,394
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""","N",67,19,28.4,37,55.2,"*","*","*","*",11,16.4,465
"Waterbury School District","=""1510011""","State Street School","=""1519011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""","Y",59,20,33.9,31,52.5,"*","*","*","*",8,13.6,442
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""","N",53,"*","*",31,58.5,11,20.8,"*","*","*","*",482
"Waterbury School District","=""1510011""","Waterbury Career Academy","=""1516711""","Y",164,65,39.6,79,48.2,20,12.2,0,0.0,20,12.2,435
"Waterbury School District","=""1510011""","Waterbury Career Academy","=""1516711""","N",40,10,25.0,22,55.0,8,20.0,0,0.0,8,20.0,458
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""","Y",187,128,68.4,52,27.8,"*","*","*","*","*","*",394
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""","N",46,22,47.8,"*","*","*","*",0,0.0,"*","*",423
"Waterford School District","=""1520011""","Waterford High School","=""1526111""","Y",48,18,37.5,24,50.0,"*","*","*","*",6,12.5,440
"Waterford School District","=""1520011""","Waterford High School","=""1526111""","N",155,14,9.0,62,40.0,"*","*","*","*",79,51.0,535
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","Y",59,17,28.8,31,52.5,"*","*","*","*",11,18.6,454
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","N",138,"*","*",72,52.2,34,24.6,"*","*","*","*",499
"West Hartford School District","=""1550011""","REACH","=""1557311""","Y",12,"*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","REACH","=""1557311""","N",7,"*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","Conard High School","=""1556111""","Y",104,37,35.6,45,43.3,"*","*","*","*",22,21.2,458
"West Hartford School District","=""1550011""","Conard High School","=""1556111""","N",253,"*","*",67,26.5,113,44.7,"*","*","*","*",577
"West Hartford School District","=""1550011""","Hall High School","=""1556211""","Y",89,33,37.1,34,38.2,"*","*","*","*",22,24.7,458
"West Hartford School District","=""1550011""","Hall High School","=""1556211""","N",276,"*","*",67,24.3,110,39.9,"*","*","*","*",595
"West Hartford School District","=""1550011""","STRIVE-West Hartford","=""1559211""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","Blended","=""1560711""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","Blended","=""1560711""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","Blended (Molloy)","=""1560511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","West Haven High School","=""1566111""","Y",167,76,45.5,75,44.9,"*","*","*","*",16,9.6,431
"West Haven School District","=""1560011""","West Haven High School","=""1566111""","N",128,"*","*",70,54.7,31,24.2,"*","*","*","*",485
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""","Y",16,"*","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""","N",58,"*","*","*","*","*","*","*","*","*","*",503
"Weston School District","=""1570011""","Weston High School","=""1576111""","Y",15,"*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","Weston High School","=""1576111""","N",182,"*","*","*","*","*","*","*","*","*","*",593
"Westport School District","=""1580011""","Staples High School","=""1586111""","Y",55,23,41.8,18,32.7,"*","*","*","*",14,25.5,466
"Westport School District","=""1580011""","Staples High School","=""1586111""","N",376,"*","*",55,14.6,153,40.7,"*","*","*","*",619
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""","Y",61,22,36.1,24,39.3,"*","*","*","*",15,24.6,454
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""","N",189,"*","*",67,35.4,82,43.4,"*","*","*","*",540
"Wilton School District","=""1610011""","Wilton High School","=""1616111""","Y",41,"*","*",17,41.5,15,36.6,"*","*","*","*",514
"Wilton School District","=""1610011""","Wilton High School","=""1616111""","N",285,"*","*",49,17.2,120,42.1,"*","*","*","*",608
"Windham School District","=""1630011""","Windham High School","=""1636111""","Y",86,"*","*","*","*","*","*",0,0.0,"*","*",402
"Windham School District","=""1630011""","Windham High School","=""1636111""","N",15,"*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Pine Meadow Academy","=""1650611""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Pine Meadow Academy","=""1650611""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""","Y",32,11,34.4,14,43.8,"*","*","*","*",7,21.9,459
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""","N",52,"*","*",24,46.2,19,36.5,"*","*","*","*",489
"Windsor School District","=""1640011""","Spark","=""1640311""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""","Windsor High School","=""1646111""","Y",105,42,40.0,51,48.6,"*","*","*","*",12,11.4,435
"Windsor School District","=""1640011""","Windsor High School","=""1646111""","N",152,"*","*",69,45.4,44,28.9,"*","*","*","*",517
"Wolcott School District","=""1660011""","Phoenix Program","=""1660411""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""","Y",51,18,35.3,23,45.1,"*","*","*","*",10,19.6,448
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""","N",138,"*","*",50,36.2,53,38.4,"*","*","*","*",541
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""","Y",16,"*","*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""","N",242,"*","*","*","*","*","*","*","*","*","*",547

