"CT School Day SAT, 2015-16"
"All Districts, ELA, Free/Reduced Price Meal Eligibility (3-level"

"",,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","F",19,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","N",45,8,17.8,7,15.6,24,53.3,6,13.3,30,66.7,523
"New Haven School District","=""0930011""","Sound School","=""0936711""","R",8,"*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","F",145,79,54.5,34,23.4,"*","*","*","*","*","*",426
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","N",127,"*","*","*","*",39,30.7,12,9.4,51,40.2,460
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","R",10,"*","*","*","*","*","*","*","*","*","*","*"
"New London School District","=""0950011""","New London High School","=""0956111""","F",90,46,51.1,"*","*","*","*",0,0.0,"*","*",416
"New London School District","=""0950011""","New London High School","=""0956111""","N",63,"*","*","*","*",25,39.7,"*","*","*","*",508
"New London School District","=""0950011""","New London High School","=""0956111""","R",15,"*","*","*","*","*","*","*","*","*","*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","F",38,"*","*","*","*",19,50.0,"*","*","*","*",500
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","N",243,16,6.6,37,15.2,145,59.7,45,18.5,190,78.2,548
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","R",20,"*","*","*","*",9,45.0,"*","*","*","*",511
"Newington School District","=""0940011""","Newington High School","=""0946111""","F",37,"*","*","*","*","*","*","*","*","*","*",496
"Newington School District","=""0940011""","Newington High School","=""0946111""","N",246,14,5.7,37,15.0,142,57.7,53,21.5,195,79.3,547
"Newington School District","=""0940011""","Newington High School","=""0946111""","R",15,"*","*","*","*","*","*","*","*","*","*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","F",25,"*","*","*","*","*","*","*","*","*","*",544
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","N",367,11,3.0,26,7.1,214,58.3,116,31.6,330,89.9,581
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","R",11,"*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","F",20,"*","*","*","*","*","*",0,0.0,"*","*",457
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","N",125,"*","*",21,16.8,68,54.4,"*","*","*","*",522
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","R",9,"*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","N",220,14,6.4,32,14.5,128,58.2,46,20.9,174,79.1,545
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","N",46,"*","*","*","*",27,58.7,10,21.7,37,80.4,561
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","F",161,57,35.4,"*","*",55,34.2,"*","*","*","*",456
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","N",214,30,14.0,30,14.0,119,55.6,35,16.4,154,72.0,529
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","R",32,"*","*",6,18.8,19,59.4,"*","*","*","*",494
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","F",102,36,35.3,"*","*","*","*","*","*","*","*",451
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","N",204,"*","*",41,20.1,124,60.8,"*","*","*","*",537
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","R",14,"*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","F",16,"*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Night School","=""9010222""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","F",213,89,41.8,"*","*",65,30.5,"*","*","*","*",453
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","N",316,26,8.2,39,12.3,173,54.7,78,24.7,251,79.4,553
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","R",40,9,22.5,"*","*",20,50.0,"*","*","*","*",498
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","N",83,"*","*","*","*",50,60.2,20,24.1,70,84.3,560
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Alternative Education","=""1080411""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Alternative Education","=""1080411""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","N",152,7,4.6,16,10.5,94,61.8,35,23.0,129,84.9,559
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","Path Academy","=""2930113""","F",6,"*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","F",43,12,27.9,"*","*",19,44.2,"*","*","*","*",472
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","N",81,"*","*",19,23.5,42,51.9,"*","*","*","*",528
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","R",22,"*","*","*","*",16,72.7,0,0.0,16,72.7,505
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","F",37,"*","*","*","*","*","*","*","*","*","*",474
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","N",133,17,12.8,31,23.3,67,50.4,18,13.5,85,63.9,518
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","R",11,"*","*","*","*","*","*","*","*","*","*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","F",23,10,43.5,"*","*","*","*",0,0.0,"*","*",442
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","N",76,"*","*",17,22.4,43,56.6,"*","*","*","*",513
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","R",11,"*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","N",77,"*","*","*","*",46,59.7,23,29.9,69,89.6,579
"Portland School District","=""1130011""","Portland High School","=""1136111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","PALS - Putnam Alternative Learning System","=""1160111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","F",21,10,47.6,"*","*","*","*",0,0.0,"*","*",435
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","N",23,"*","*",6,26.1,14,60.9,"*","*","*","*",526
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","R",9,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","N",88,8,9.1,11,12.5,48,54.5,21,23.9,69,78.4,547
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","F",6,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","N",131,8,6.1,17,13.0,58,44.3,48,36.6,106,80.9,575
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","R",7,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","N",326,19,5.8,30,9.2,173,53.1,104,31.9,277,85.0,580
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","F",12,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","N",95,"*","*",16,16.8,62,65.3,"*","*","*","*",544
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""","R",6,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","AIM","=""2079112""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","N",166,8,4.8,15,9.0,100,60.2,43,25.9,143,86.1,566
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","STEP","=""2079312""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","N",225,12,5.3,15,6.7,134,59.6,64,28.4,198,88.0,571
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","F",6,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","N",248,"*","*","*","*",146,58.9,82,33.1,228,91.9,590
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","R",7,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","N",175,10,5.7,9,5.1,112,64.0,44,25.1,156,89.1,568
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","F",8,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","N",34,"*","*","*","*","*","*","*","*","*","*",526
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","N",45,"*","*","*","*",26,57.8,13,28.9,39,86.7,567
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","N",129,11,8.5,8,6.2,74,57.4,36,27.9,110,85.3,563
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","N",147,16,10.9,17,11.6,87,59.2,27,18.4,114,77.6,541
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","MIJ Program","=""2150112""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","MIJ Program","=""2150112""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","N",279,10,3.6,25,9.0,167,59.9,77,27.6,244,87.5,573
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","WRHS Alternative Education Program","=""2160412""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","WRHS Alternative Education Program","=""2160412""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","N",132,6,4.5,20,15.2,82,62.1,24,18.2,106,80.3,547
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","N",135,8,5.9,10,7.4,81,60.0,36,26.7,117,86.7,564
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","Alternative Program","=""2180412""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","N",113,6,5.3,12,10.6,59,52.2,36,31.9,95,84.1,569
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","F",31,"*","*","*","*","*","*","*","*","*","*",526
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","N",214,10,4.7,23,10.7,122,57.0,59,27.6,181,84.6,569
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","R",13,"*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","E.O. Smith High School at the Depot Campus","=""2190112""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","E.O. Smith High School at the Depot Campus","=""2190112""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","PM Panthers","=""2190212""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Alternative High School","=""1188011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Alternative High School","=""1188011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","N",404,"*","*","*","*",181,44.8,197,48.8,378,93.6,611
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","Alternative Learning Program","=""1190111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","Pathways","=""1190311""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","Pathways","=""1190311""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","N",148,"*","*","*","*",92,62.2,28,18.9,120,81.1,550
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","F",24,"*","*","*","*",7,29.2,"*","*","*","*",474
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","N",107,"*","*",20,18.7,60,56.1,"*","*","*","*",515
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","R",20,"*","*","*","*",9,45.0,0,0.0,9,45.0,468
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","F",49,"*","*",9,18.4,21,42.9,"*","*","*","*",485
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","N",302,"*","*",40,13.2,186,61.6,"*","*","*","*",553
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","R",20,"*","*",10,50.0,"*","*",0,0.0,"*","*",477
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","N",329,11,3.3,20,6.1,163,49.5,135,41.0,298,90.6,597
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","Aspire","=""1290511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","Somers High School","=""1296111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","Somers High School","=""1296111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","F",18,"*","*","*","*","*","*","*","*","*","*","*"
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","N",300,14,4.7,34,11.3,186,62.0,66,22.0,252,84.0,560
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","R",8,"*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Alta","=""1310111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Alta","=""1310111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Southington High School","=""1316211""","F",45,"*","*","*","*","*","*","*","*","*","*",482
"Southington School District","=""1310011""","Southington High School","=""1316211""","N",399,25,6.3,56,14.0,226,56.6,92,23.1,318,79.7,551
"Southington School District","=""1310011""","Southington High School","=""1316211""","R",13,"*","*","*","*","*","*","*","*","*","*","*"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","F","*",6,28.6,"*","*","*","*","*","*","*","*","*"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","N",75,"*","*","*","*",44,58.7,16,21.3,60,80.0,554
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Stafford School District","=""1340011""","Stafford Tutoring Program","=""1340211""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","F","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","Alternate Routes To Success","=""1350411""","F",8,"*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","Alternate Routes To Success","=""1350411""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","Alternate Routes To Success","=""1350411""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","F",201,70,34.8,"*","*",71,35.3,"*","*","*","*",452
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","N",197,29,14.7,35,17.8,109,55.3,24,12.2,133,67.5,517
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","R",34,11,32.4,"*","*",15,44.1,"*","*","*","*",466
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","F",56,11,19.6,17,30.4,"*","*","*","*","*","*",485
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","N",91,"*","*","*","*",57,62.6,18,19.8,75,82.4,552
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","R",15,"*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","F",191,74,38.7,57,29.8,"*","*","*","*",60,31.4,440
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","N",265,"*","*",40,15.1,120,45.3,"*","*","*","*",549
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","R",32,11,34.4,8,25.0,13,40.6,0,0.0,13,40.6,457
"Stonington School District","=""1370011""","SAILS","=""1370711""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","SAILS","=""1370711""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","SAILS","=""1370711""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","N",134,11,8.2,13,9.7,83,61.9,27,20.1,110,82.1,556
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","ALPHA","=""1380511""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","ALPHA","=""1380511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","F",65,"*","*",22,33.8,27,41.5,"*","*","*","*",473
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","N",132,15,11.4,21,15.9,85,64.4,11,8.3,96,72.7,518
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","R",28,7,25.0,"*","*",13,46.4,"*","*","*","*",482
"Stratford School District","=""1380011""","High School STEPS 9-12","=""1382011""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","High School STEPS 9-12","=""1382011""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","F",72,28,38.9,"*","*",28,38.9,"*","*","*","*",460
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","N",133,12,9.0,22,16.5,73,54.9,26,19.5,99,74.4,538
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","R",27,"*","*",8,29.6,11,40.7,"*","*","*","*",486
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","N",160,11,6.9,15,9.4,92,57.5,42,26.3,134,83.8,562
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","F",26,11,42.3,9,34.6,6,23.1,0,0.0,6,23.1,426
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","N",7,"*","*","*","*","*","*","*","*","*","*","*"
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","R",7,"*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","N",74,12,16.2,14,18.9,41,55.4,7,9.5,48,64.9,504
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","N",53,"*","*",9,17.0,34,64.2,"*","*","*","*",508
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","N",30,"*","*",8,26.7,18,60.0,"*","*","*","*",528
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","N",190,6,3.2,16,8.4,111,58.4,57,30.0,168,88.4,576
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","R","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Migeon Academy","=""1431411""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","F",49,19,38.8,"*","*","*","*","*","*","*","*",448
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","N",125,"*","*",28,22.4,77,61.6,"*","*","*","*",517
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","R",17,"*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","REACH","=""1440511""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","REACH","=""1440511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Trumbull Alternative School","=""1440211""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","F",28,"*","*","*","*","*","*","*","*","*","*",478
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","N",445,16,3.6,46,10.3,266,59.8,117,26.3,383,86.1,566
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","R",13,"*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Riverview School","=""3470315""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""","F","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Hartford Detention Center","=""3480315""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","F",43,"*","*","*","*",18,41.9,"*","*","*","*",492
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","N",124,12,9.7,22,17.7,69,55.6,21,16.9,90,72.6,534
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","R",20,"*","*","*","*",12,60.0,"*","*","*","*",497
