"CT School Day SAT, 2015-16"
"All Districts, ELA, High Needs (F/R, EL or SWD)"

"",,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Y",28,"*","*","*","*",12,42.9,"*","*","*","*",475
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","N",71,"*","*","*","*",44,62.0,"*","*","*","*",562
"Stafford School District","=""1340011""","Stafford Tutoring Program","=""1340211""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Y",25,17,68.0,"*","*","*","*",0,0.0,"*","*",384
"Stamford School District","=""1350011""","Alternate Routes To Success","=""1350411""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","Alternate Routes To Success","=""1350411""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","Y",254,94,37.0,"*","*",88,34.6,"*","*","*","*",449
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","N",178,"*","*",31,17.4,107,60.1,"*","*","*","*",531
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","Y",81,"*","*",19,23.5,38,46.9,"*","*","*","*",502
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","N",81,"*","*","*","*",52,64.2,16,19.8,68,84.0,556
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","Y",247,102,41.3,"*","*",72,29.1,"*","*","*","*",439
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","N",241,"*","*",37,15.4,117,48.5,"*","*","*","*",563
"Stonington School District","=""1370011""","SAILS","=""1370711""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","SAILS","=""1370711""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","Y",43,"*","*","*","*",18,41.9,"*","*","*","*",466
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","N",122,"*","*","*","*",80,65.6,"*","*","*","*",568
"Stratford School District","=""1380011""","ALPHA","=""1380511""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","ALPHA","=""1380511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","Y",97,"*","*",29,29.9,41,42.3,"*","*","*","*",474
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","N",128,"*","*",20,15.6,84,65.6,"*","*","*","*",521
"Stratford School District","=""1380011""","High School STEPS 9-12","=""1382011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","Y",109,39,35.8,23,21.1,41,37.6,6,5.5,47,43.1,464
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","N",123,7,5.7,19,15.4,71,57.7,26,21.1,97,78.9,546
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","Y",35,"*","*",7,20.0,15,42.9,"*","*","*","*",484
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","N",145,"*","*",12,8.3,90,62.1,"*","*","*","*",573
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","Y",34,"*","*","*","*","*","*",0,0.0,"*","*",431
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","N",6,"*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","Y",34,13,38.2,"*","*",13,38.2,"*","*","*","*",481
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","N",68,9,13.2,"*","*",39,57.4,"*","*","*","*",507
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","Y",16,"*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","N",46,"*","*","*","*","*","*","*","*","*","*",522
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","Y",14,"*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","N",30,"*","*","*","*","*","*","*","*","*","*",528
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","Y",23,8,34.8,6,26.1,9,39.1,0,0.0,9,39.1,451
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","N",176,0,0.0,13,7.4,106,60.2,57,32.4,163,92.6,586
"Torrington School District","=""1430011""","Migeon Academy","=""1431411""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","Y",75,29,38.7,23,30.7,"*","*","*","*",23,30.7,444
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","N",116,"*","*",23,19.8,76,65.5,"*","*","*","*",525
"Trumbull School District","=""1440011""","REACH","=""1440511""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Trumbull Alternative School","=""1440211""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","Y",75,20,26.7,17,22.7,31,41.3,7,9.3,38,50.7,486
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","N",411,6,1.5,37,9.0,255,62.0,113,27.5,368,89.5,573
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Riverview School","=""3470315""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Hartford Detention Center","=""3480315""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","Y",71,18,25.4,"*","*",33,46.5,"*","*","*","*",488
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","N",116,"*","*",20,17.2,66,56.9,"*","*","*","*",541
"Wallingford School District","=""1480011""","Education Enhancement Program","=""1480511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","Y",65,26,40.0,"*","*",22,33.8,"*","*","*","*",453
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","N",186,"*","*",31,16.7,122,65.6,"*","*","*","*",532
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","Y",30,9,30.0,8,26.7,13,43.3,0,0.0,13,43.3,451
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","N",175,6,3.4,15,8.6,123,70.3,31,17.7,154,88.0,555
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""","Y",190,104,54.7,46,24.2,"*","*","*","*",40,21.1,420
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""","N",48,15,31.3,15,31.3,"*","*","*","*",18,37.5,475
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Excel III","=""1513911""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""","Y",179,99,55.3,40,22.3,"*","*","*","*",40,22.3,422
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""","N",67,15,22.4,"*","*",33,49.3,"*","*","*","*",493
"Waterbury School District","=""1510011""","State Street School","=""1519011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""","Y",59,"*","*",14,23.7,26,44.1,"*","*","*","*",474
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""","N",53,"*","*",14,26.4,29,54.7,"*","*","*","*",521
"Waterbury School District","=""1510011""","Waterbury Career Academy","=""1516711""","Y",164,"*","*",55,33.5,64,39.0,"*","*","*","*",471
"Waterbury School District","=""1510011""","Waterbury Career Academy","=""1516711""","N",40,"*","*",15,37.5,17,42.5,"*","*","*","*",482
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""","Y",188,95,50.5,51,27.1,"*","*","*","*",42,22.3,422
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""","N",46,"*","*",14,30.4,17,37.0,"*","*","*","*",476
"Waterford School District","=""1520011""","Waterford High School","=""1526111""","Y",48,"*","*",15,31.3,19,39.6,"*","*","*","*",469
"Waterford School District","=""1520011""","Waterford High School","=""1526111""","N",155,"*","*",19,12.3,105,67.7,"*","*","*","*",552
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","Y",59,19,32.2,"*","*",28,47.5,"*","*","*","*",475
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","N",138,"*","*",21,15.2,88,63.8,"*","*","*","*",533
"West Hartford School District","=""1550011""","REACH","=""1557311""","Y",12,"*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","REACH","=""1557311""","N",8,"*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","Conard High School","=""1556111""","Y",104,"*","*",28,26.9,46,44.2,"*","*","*","*",471
"West Hartford School District","=""1550011""","Conard High School","=""1556111""","N",253,"*","*",19,7.5,135,53.4,"*","*","*","*",587
"West Hartford School District","=""1550011""","Hall High School","=""1556211""","Y",89,"*","*",22,24.7,35,39.3,"*","*","*","*",476
"West Hartford School District","=""1550011""","Hall High School","=""1556211""","N",276,"*","*","*","*",128,46.4,127,46.0,255,92.4,609
"West Hartford School District","=""1550011""","STRIVE-West Hartford","=""1559211""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","Blended","=""1560711""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","Blended","=""1560711""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","Blended (Molloy)","=""1560511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","West Haven High School","=""1566111""","Y",167,65,38.9,51,30.5,"*","*","*","*",51,30.5,442
"West Haven School District","=""1560011""","West Haven High School","=""1566111""","N",128,"*","*",27,21.1,70,54.7,"*","*","*","*",512
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""","Y",16,"*","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""","N",58,"*","*","*","*","*","*","*","*","*","*",532
"Weston School District","=""1570011""","Weston High School","=""1576111""","Y",15,"*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","Weston High School","=""1576111""","N",182,"*","*","*","*","*","*","*","*","*","*",592
"Westport School District","=""1580011""","Staples High School","=""1586111""","Y",55,12,21.8,7,12.7,29,52.7,7,12.7,36,65.5,503
"Westport School District","=""1580011""","Staples High School","=""1586111""","N",376,11,2.9,10,2.7,170,45.2,185,49.2,355,94.4,611
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""","Y",61,24,39.3,14,23.0,23,37.7,0,0.0,23,37.7,451
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""","N",189,9,4.8,26,13.8,122,64.6,32,16.9,154,81.5,545
"Wilton School District","=""1610011""","Wilton High School","=""1616111""","Y",41,"*","*",7,17.1,24,58.5,"*","*","*","*",544
"Wilton School District","=""1610011""","Wilton High School","=""1616111""","N",286,"*","*","*","*",139,48.6,136,47.6,275,96.2,614
"Windham School District","=""1630011""","Windham High School","=""1636111""","Y",86,"*","*","*","*","*","*","*","*","*","*",420
"Windham School District","=""1630011""","Windham High School","=""1636111""","N",15,"*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Pine Meadow Academy","=""1650611""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Pine Meadow Academy","=""1650611""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""","Y",32,"*","*",7,21.9,14,43.8,"*","*","*","*",470
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""","N",52,"*","*",15,28.8,29,55.8,"*","*","*","*",508
"Windsor School District","=""1640011""","Spark","=""1640311""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""","Windsor High School","=""1646111""","Y",105,"*","*",37,35.2,32,30.5,"*","*","*","*",456
"Windsor School District","=""1640011""","Windsor High School","=""1646111""","N",152,"*","*",32,21.1,88,57.9,"*","*","*","*",535
"Wolcott School District","=""1660011""","Phoenix Program","=""1660411""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""","Y",51,"*","*",9,17.6,28,54.9,"*","*","*","*",480
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""","N",138,"*","*",20,14.5,87,63.0,"*","*","*","*",556
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""","Y",16,"*","*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""","N",242,"*","*","*","*","*","*","*","*","*","*",547

