"CT School Day SAT, 2015-16"
"All Districts, Math, English Learner Status (EL)"

"",,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Wilton School District","=""1610011""","Wilton High School","=""1616111""","N",326,11,3.4,66,20.2,135,41.4,114,35.0,249,76.4,597
"Windham School District","=""1630011""","Windham High School","=""1636111""","N",74,38,51.4,"*","*","*","*",0,0.0,"*","*",430
"Windham School District","=""1630011""","Windham High School","=""1636111""","Y",27,"*","*","*","*",0,0.0,0,0.0,0,0.0,355
"Windsor Locks School District","=""1650011""","Pine Meadow Academy","=""1650611""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""","Spark","=""1640311""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""","Windsor High School","=""1646111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""","Windsor High School","=""1646111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Wolcott School District","=""1660011""","Phoenix Program","=""1660411""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""","N",258,34,13.2,93,36.0,76,29.5,55,21.3,131,50.8,538

