"CT School Day SAT, 2015-16"
"All Districts, ELA, Free/Reduced Price Meal Eligibility (2-level"

"",,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","Y",26,"*","*","*","*",11,42.3,6,23.1,17,65.4,523
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","N",300,"*","*","*","*",186,62.0,66,22.0,252,84.0,560
"Southington School District","=""1310011""","Alta","=""1310111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Alta","=""1310111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Southington High School","=""1316211""","Y",58,"*","*",14,24.1,29,50.0,"*","*","*","*",490
"Southington School District","=""1310011""","Southington High School","=""1316211""","N",399,"*","*",56,14.0,226,56.6,"*","*","*","*",551
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Y",24,"*","*","*","*",12,50.0,"*","*","*","*",485
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","N",75,"*","*","*","*",44,58.7,"*","*","*","*",554
"Stafford School District","=""1340011""","Stafford Tutoring Program","=""1340211""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Y",25,17,68.0,"*","*","*","*",0,0.0,"*","*",384
"Stamford School District","=""1350011""","Alternate Routes To Success","=""1350411""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","Alternate Routes To Success","=""1350411""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","Y",235,81,34.5,"*","*",86,36.6,"*","*","*","*",454
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","N",197,"*","*",35,17.8,109,55.3,"*","*","*","*",517
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","Y",71,13,18.3,18,25.4,33,46.5,7,9.9,40,56.3,500
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","N",91,6,6.6,10,11.0,57,62.6,18,19.8,75,82.4,552
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","Y",223,85,38.1,"*","*",69,30.9,"*","*","*","*",442
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","N",265,"*","*",40,15.1,120,45.3,"*","*","*","*",549
"Stonington School District","=""1370011""","SAILS","=""1370711""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","SAILS","=""1370711""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","Y",31,9,29.0,"*","*",15,48.4,"*","*","*","*",481
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","N",134,11,8.2,"*","*",83,61.9,"*","*","*","*",556
"Stratford School District","=""1380011""","ALPHA","=""1380511""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","ALPHA","=""1380511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","Y",93,"*","*",28,30.1,40,43.0,"*","*","*","*",476
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","N",132,"*","*",21,15.9,85,64.4,"*","*","*","*",518
"Stratford School District","=""1380011""","High School STEPS 9-12","=""1382011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","Y",99,34,34.3,20,20.2,39,39.4,6,6.1,45,45.5,467
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","N",133,12,9.0,22,16.5,73,54.9,26,19.5,99,74.4,538
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","Y",20,"*","*","*","*",13,65.0,"*","*","*","*",505
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","N",160,"*","*","*","*",92,57.5,"*","*","*","*",562
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","Y",33,"*","*","*","*","*","*",0,0.0,"*","*",433
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","N",7,"*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","Y",28,10,35.7,"*","*",11,39.3,"*","*","*","*",486
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","N",74,12,16.2,"*","*",41,55.4,"*","*","*","*",504
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","N",53,"*","*","*","*","*","*","*","*","*","*",508
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","Y",14,"*","*","*","*","*","*","*","*","*","*","*"
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","N",30,"*","*","*","*","*","*","*","*","*","*",528
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","Y",9,"*","*","*","*","*","*","*","*","*","*","*"
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","N",190,"*","*","*","*","*","*","*","*","*","*",576
"Torrington School District","=""1430011""","Migeon Academy","=""1431411""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","Y",66,26,39.4,"*","*",20,30.3,"*","*","*","*",447
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","N",125,"*","*",28,22.4,77,61.6,"*","*","*","*",517
"Trumbull School District","=""1440011""","REACH","=""1440511""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","REACH","=""1440511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Trumbull Alternative School","=""1440211""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","Y",41,10,24.4,"*","*",20,48.8,"*","*","*","*",491
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","N",445,"*","*",46,10.3,266,59.8,"*","*","*","*",566
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Riverview School","=""3470315""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Hartford Detention Center","=""3480315""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","Y",63,15,23.8,"*","*",30,47.6,"*","*","*","*",494
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","N",124,"*","*",22,17.7,69,55.6,"*","*","*","*",534
"Wallingford School District","=""1480011""","Education Enhancement Program","=""1480511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","Y",48,13,27.1,"*","*",21,43.8,"*","*","*","*",474
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","N",203,"*","*",33,16.3,123,60.6,"*","*","*","*",520
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","Y",15,"*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","N",190,"*","*","*","*","*","*","*","*","*","*",545
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""","Y",171,89,52.0,43,25.1,"*","*","*","*",39,22.8,425
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""","N",67,30,44.8,18,26.9,"*","*","*","*",19,28.4,448
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Excel III","=""1513911""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""","Y",170,91,53.5,39,22.9,"*","*","*","*",40,23.5,425
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""","N",76,23,30.3,"*","*",33,43.4,"*","*","*","*",480
"Waterbury School District","=""1510011""","State Street School","=""1519011""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","State Street School","=""1519011""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""","Y",57,"*","*",13,22.8,25,43.9,"*","*","*","*",473
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""","N",55,"*","*",15,27.3,30,54.5,"*","*","*","*",520
"Waterbury School District","=""1510011""","Waterbury Career Academy","=""1516711""","Y",161,"*","*",55,34.2,64,39.8,"*","*","*","*",472
"Waterbury School District","=""1510011""","Waterbury Career Academy","=""1516711""","N",43,"*","*",15,34.9,17,39.5,"*","*","*","*",474
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""","Y",168,79,47.0,48,28.6,"*","*","*","*",41,24.4,427
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""","N",66,28,42.4,"*","*",18,27.3,"*","*","*","*",446
"Waterford School District","=""1520011""","Waterford High School","=""1526111""","Y",31,"*","*",10,32.3,10,32.3,"*","*","*","*",471
"Waterford School District","=""1520011""","Waterford High School","=""1526111""","N",172,"*","*",24,14.0,114,66.3,"*","*","*","*",544
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","Y",51,12,23.5,"*","*",28,54.9,"*","*","*","*",488
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","N",146,"*","*",22,15.1,88,60.3,"*","*","*","*",525
"West Hartford School District","=""1550011""","REACH","=""1557311""","Y",12,"*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","REACH","=""1557311""","N",8,"*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","Conard High School","=""1556111""","Y",88,24,27.3,"*","*",42,47.7,"*","*","*","*",472
"West Hartford School District","=""1550011""","Conard High School","=""1556111""","N",269,"*","*",26,9.7,139,51.7,"*","*","*","*",580
"West Hartford School District","=""1550011""","Hall High School","=""1556211""","Y",61,10,16.4,15,24.6,30,49.2,6,9.8,36,59.0,496
"West Hartford School District","=""1550011""","Hall High School","=""1556211""","N",304,16,5.3,26,8.6,133,43.8,129,42.4,262,86.2,593
"West Hartford School District","=""1550011""","STRIVE-West Hartford","=""1559211""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","STRIVE-West Hartford","=""1559211""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","Blended","=""1560711""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","Blended","=""1560711""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","Blended (Molloy)","=""1560511""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","West Haven High School","=""1566111""","Y",159,60,37.7,50,31.4,"*","*","*","*",49,30.8,445
"West Haven School District","=""1560011""","West Haven High School","=""1566111""","N",136,"*","*",28,20.6,72,52.9,"*","*","*","*",505
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""","Y",12,"*","*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""","N",62,"*","*","*","*","*","*","*","*","*","*",526
"Weston School District","=""1570011""","Weston High School","=""1576111""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","Weston High School","=""1576111""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","Staples High School","=""1586111""","Y",19,"*","*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","Staples High School","=""1586111""","N",412,"*","*","*","*","*","*","*","*","*","*",601
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""","Y",40,12,30.0,9,22.5,19,47.5,0,0.0,19,47.5,463
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""","N",210,21,10.0,31,14.8,126,60.0,32,15.2,158,75.2,533
"Wilton School District","=""1610011""","Wilton High School","=""1616111""","Y",8,"*","*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","Wilton High School","=""1616111""","N",319,"*","*","*","*","*","*","*","*","*","*",606
"Windham School District","=""1630011""","Windham High School","=""1636111""","Y",82,"*","*","*","*","*","*","*","*","*","*",419
"Windham School District","=""1630011""","Windham High School","=""1636111""","N",19,"*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Pine Meadow Academy","=""1650611""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Pine Meadow Academy","=""1650611""","N","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""","Y",32,"*","*",7,21.9,14,43.8,"*","*","*","*",470
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""","N",52,"*","*",15,28.8,29,55.8,"*","*","*","*",508
"Windsor School District","=""1640011""","Spark","=""1640311""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""","Windsor High School","=""1646111""","Y",85,"*","*",33,38.8,30,35.3,"*","*","*","*",460
"Windsor School District","=""1640011""","Windsor High School","=""1646111""","N",172,"*","*",36,20.9,90,52.3,"*","*","*","*",524
"Wolcott School District","=""1660011""","Phoenix Program","=""1660411""","Y","*","*","*","*","*","*","*","*","*","*","*","*"
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""","Y",42,8,19.0,"*","*",27,64.3,"*","*","*","*",493
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""","N",147,"*","*",23,15.6,88,59.9,"*","*","*","*",547
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""","Y",8,"*","*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""","N",250,"*","*","*","*","*","*","*","*","*","*",543

