"CT School Day SAT, 2015-16"
"All Districts, Math, Gender"

"",,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""","Male",124,17,13.7,37,29.8,39,31.5,31,25.0,70,56.5,557
"Regional School District 19","=""2190012""","E.O. Smith High School at the Depot Campus","=""2190112""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","E.O. Smith High School at the Depot Campus","=""2190112""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","PM Panthers","=""2190212""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Alternative High School","=""1188011""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Alternative High School","=""1188011""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","Female",204,"*","*","*","*",101,49.5,63,30.9,164,80.4,601
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","Male",206,"*","*","*","*",92,44.7,79,38.3,171,83.0,613
"Rocky Hill School District","=""1190011""","Alternative Learning Program","=""1190111""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","Pathways","=""1190311""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","Pathways","=""1190311""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","Female",70,7,10.0,25,35.7,29,41.4,9,12.9,38,54.3,532
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","Male",98,12,12.2,32,32.7,38,38.8,16,16.3,54,55.1,536
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","Female",69,"*","*",32,46.4,22,31.9,"*","*","*","*",495
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","Male",82,"*","*",34,41.5,22,26.8,"*","*","*","*",498
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","Female",181,21,11.6,59,32.6,85,47.0,16,8.8,101,55.8,527
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","Male",190,31,16.3,60,31.6,79,41.6,20,10.5,99,52.1,522
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","Female",172,12,7.0,42,24.4,71,41.3,47,27.3,118,68.6,578
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","Male",184,9,4.9,34,18.5,74,40.2,67,36.4,141,76.6,599
"Somers School District","=""1290011""","Aspire","=""1290511""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Somers School District","=""1290011""","Somers High School","=""1296111""","Female",50,"*","*",21,42.0,24,48.0,"*","*","*","*",535
"Somers School District","=""1290011""","Somers High School","=""1296111""","Male",52,"*","*",16,30.8,17,32.7,"*","*","*","*",539
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","Female",181,15,8.3,62,34.3,79,43.6,25,13.8,104,57.5,544
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","Male",145,17,11.7,37,25.5,59,40.7,32,22.1,91,62.8,558
"Southington School District","=""1310011""","Alta","=""1310111""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Alta","=""1310111""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Southington High School","=""1316211""","Female",239,15,6.3,105,43.9,92,38.5,27,11.3,119,49.8,534
"Southington School District","=""1310011""","Southington High School","=""1316211""","Male",218,21,9.6,77,35.3,87,39.9,33,15.1,120,55.0,543
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Female",44,"*","*",17,38.6,15,34.1,"*","*","*","*",524
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Male",55,"*","*",23,41.8,21,38.2,"*","*","*","*",531
"Stafford School District","=""1340011""","Stafford Tutoring Program","=""1340211""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Female",8,"*","*","*","*","*","*","*","*","*","*","*"
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""","Male",17,"*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","Alternate Routes To Success","=""1350411""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","Alternate Routes To Success","=""1350411""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","Female",205,64,31.2,94,45.9,40,19.5,7,3.4,47,22.9,462
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","Male",227,70,30.8,84,37.0,57,25.1,16,7.0,73,32.2,477
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","Female",63,13,20.6,32,50.8,11,17.5,7,11.1,18,28.6,498
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","Male",99,17,17.2,34,34.3,35,35.4,13,13.1,48,48.5,518
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","Female",263,80,30.4,101,38.4,49,18.6,33,12.5,82,31.2,483
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","Male",225,75,33.3,65,28.9,50,22.2,35,15.6,85,37.8,495
"Stonington School District","=""1370011""","SAILS","=""1370711""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","SAILS","=""1370711""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","Female",88,9,10.2,36,40.9,27,30.7,16,18.2,43,48.9,537
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","Male",77,13,16.9,29,37.7,23,29.9,12,15.6,35,45.5,522
"Stratford School District","=""1380011""","ALPHA","=""1380511""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","ALPHA","=""1380511""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","Female",122,"*","*",65,53.3,34,27.9,"*","*","*","*",487
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","Male",103,36,35.0,42,40.8,"*","*","*","*",25,24.3,463
"Stratford School District","=""1380011""","High School STEPS 9-12","=""1382011""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","Female",119,38,31.9,48,40.3,26,21.8,7,5.9,33,27.7,472
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","Male",113,34,30.1,43,38.1,25,22.1,11,9.7,36,31.9,484
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","Female",90,8,8.9,31,34.4,41,45.6,10,11.1,51,56.7,541
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","Male",90,10,11.1,33,36.7,36,40.0,11,12.2,47,52.2,527
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","Female",25,"*","*","*","*","*","*",0,0.0,"*","*",439
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""","Male",15,"*","*","*","*","*","*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","Female",42,"*","*",18,42.9,12,28.6,"*","*","*","*",494
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","Male",59,19,32.2,18,30.5,"*","*","*","*",22,37.3,503
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","Female",32,"*","*",22,68.8,"*","*","*","*","*","*",468
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","Male",30,"*","*",10,33.3,"*","*",0,0.0,"*","*",489
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","Female",23,"*","*","*","*",6,26.1,0,0.0,6,26.1,485
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","Male",21,"*","*","*","*",6,28.6,0,0.0,6,28.6,456
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","Female",105,"*","*",35,33.3,50,47.6,"*","*","*","*",560
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","Male",94,"*","*","*","*",43,45.7,28,29.8,71,75.5,582
"Torrington School District","=""1430011""","Migeon Academy","=""1431411""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Migeon Academy","=""1431411""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","Female",90,21,23.3,47,52.2,"*","*","*","*",22,24.4,470
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","Male",101,31,30.7,43,42.6,"*","*","*","*",27,26.7,469
"Trumbull School District","=""1440011""","REACH","=""1440511""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","REACH","=""1440511""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Trumbull Alternative School","=""1440211""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Trumbull Alternative School","=""1440211""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","Female",261,18,6.9,104,39.8,91,34.9,48,18.4,139,53.3,548
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","Male",225,15,6.7,60,26.7,91,40.4,59,26.2,150,66.7,576
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Riverview School","=""3470315""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Hartford Detention Center","=""3480315""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","Female",103,"*","*",43,41.7,33,32.0,"*","*","*","*",492
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","Male",84,"*","*",34,40.5,31,36.9,"*","*","*","*",502
"Wallingford School District","=""1480011""","Education Enhancement Program","=""1480511""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","Education Enhancement Program","=""1480511""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","Female",138,"*","*",80,58.0,28,20.3,"*","*","*","*",482
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","Male",113,"*","*",48,42.5,35,31.0,"*","*","*","*",485
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","Female",107,"*","*",52,48.6,34,31.8,"*","*","*","*",504
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","Male",98,"*","*",45,45.9,38,38.8,"*","*","*","*",508
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""","Female",112,71,63.4,29,25.9,"*","*","*","*",12,10.7,405
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""","Male",125,78,62.4,38,30.4,"*","*","*","*",9,7.2,404
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""","Female",6,"*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""","Male",6,"*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Excel III","=""1513911""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""","Female",128,61,47.7,57,44.5,"*","*","*","*",10,7.8,421
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""","Male",116,73,62.9,35,30.2,"*","*","*","*",8,6.9,405
"Waterbury School District","=""1510011""","State Street School","=""1519011""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","State Street School","=""1519011""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""","Female",65,23,35.4,30,46.2,12,18.5,0,0.0,12,18.5,452
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""","Male",47,7,14.9,32,68.1,"*","*","*","*",8,17.0,474
"Waterbury School District","=""1510011""","Waterbury Career Academy","=""1516711""","Female",113,36,31.9,62,54.9,15,13.3,0,0.0,15,13.3,445
"Waterbury School District","=""1510011""","Waterbury Career Academy","=""1516711""","Male",91,39,42.9,39,42.9,13,14.3,0,0.0,13,14.3,434
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""","Female",103,62,60.2,"*","*","*","*",0,0.0,"*","*",406
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""","Male",130,88,67.7,38,29.2,"*","*","*","*","*","*",395
"Waterford School District","=""1520011""","Waterford High School","=""1526111""","Female",88,14,15.9,34,38.6,25,28.4,15,17.0,40,45.5,525
"Waterford School District","=""1520011""","Waterford High School","=""1526111""","Male",115,18,15.7,52,45.2,35,30.4,10,8.7,45,39.1,504
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","Female",98,20,20.4,55,56.1,"*","*","*","*",23,23.5,476
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","Male",99,"*","*",48,48.5,25,25.3,"*","*","*","*",495
"West Hartford School District","=""1550011""","REACH","=""1557311""","Female",6,"*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","REACH","=""1557311""","Male",13,"*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","Conard High School","=""1556111""","Female",179,29,16.2,60,33.5,63,35.2,27,15.1,90,50.3,528
"West Hartford School District","=""1550011""","Conard High School","=""1556111""","Male",178,19,10.7,52,29.2,68,38.2,39,21.9,107,60.1,556
"West Hartford School District","=""1550011""","Hall High School","=""1556211""","Female",173,26,15.0,50,28.9,60,34.7,37,21.4,97,56.1,548
"West Hartford School District","=""1550011""","Hall High School","=""1556211""","Male",192,14,7.3,51,26.6,69,35.9,58,30.2,127,66.1,574
"West Hartford School District","=""1550011""","STRIVE-West Hartford","=""1559211""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","STRIVE-West Hartford","=""1559211""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","Blended","=""1560711""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","Blended","=""1560711""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","Blended (Molloy)","=""1560511""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","West Haven High School","=""1566111""","Female",154,36,23.4,90,58.4,"*","*","*","*",28,18.2,469
"West Haven School District","=""1560011""","West Haven High School","=""1566111""","Male",141,63,44.7,55,39.0,"*","*","*","*",23,16.3,439
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""","Female",34,"*","*",18,52.9,8,23.5,"*","*","*","*",479
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""","Male",40,"*","*",16,40.0,16,40.0,"*","*","*","*",498
"Weston School District","=""1570011""","Weston High School","=""1576111""","Female",85,8,9.4,14,16.5,33,38.8,30,35.3,63,74.1,587
"Weston School District","=""1570011""","Weston High School","=""1576111""","Male",112,17,15.2,18,16.1,36,32.1,41,36.6,77,68.8,578
"Westport School District","=""1580011""","Staples High School","=""1586111""","Female",217,11,5.1,40,18.4,94,43.3,72,33.2,166,76.5,594
"Westport School District","=""1580011""","Staples High School","=""1586111""","Male",214,21,9.8,33,15.4,69,32.2,91,42.5,160,74.8,605
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""","Female",121,17,14.0,45,37.2,47,38.8,12,9.9,59,48.8,526
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""","Male",129,23,17.8,46,35.7,48,37.2,12,9.3,60,46.5,512
"Wilton School District","=""1610011""","Wilton High School","=""1616111""","Female",180,"*","*","*","*",75,41.7,60,33.3,135,75.0,594
"Wilton School District","=""1610011""","Wilton High School","=""1616111""","Male",146,"*","*","*","*",60,41.1,54,37.0,114,78.1,600
"Windham School District","=""1630011""","Windham High School","=""1636111""","Female",46,34,73.9,12,26.1,0,0.0,0,0.0,0,0.0,392
"Windham School District","=""1630011""","Windham High School","=""1636111""","Male",55,28,50.9,16,29.1,11,20.0,0,0.0,11,20.0,425
"Windsor Locks School District","=""1650011""","Pine Meadow Academy","=""1650611""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Pine Meadow Academy","=""1650611""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""","Female",30,9,30.0,15,50.0,6,20.0,0,0.0,6,20.0,453
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""","Male",54,"*","*",23,42.6,19,35.2,"*","*","*","*",491
"Windsor School District","=""1640011""","Spark","=""1640311""","Female","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""","Spark","=""1640311""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Windsor School District","=""1640011""","Windsor High School","=""1646111""","Female",121,22,18.2,62,51.2,29,24.0,8,6.6,37,30.6,488
"Windsor School District","=""1640011""","Windsor High School","=""1646111""","Male",136,41,30.1,58,42.6,25,18.4,12,8.8,37,27.2,479
"Wolcott School District","=""1660011""","Phoenix Program","=""1660411""","Male","*","*","*","*","*","*","*","*","*","*","*","*"
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""","Female",90,16,17.8,43,47.8,23,25.6,8,8.9,31,34.4,498
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""","Male",99,15,15.2,30,30.3,39,39.4,15,15.2,54,54.5,532
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""","Female",129,15,11.6,50,38.8,44,34.1,20,15.5,64,49.6,530
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""","Male",129,19,14.7,43,33.3,32,24.8,35,27.1,67,51.9,546

