"Primary Disability (K-12), 2014-15"
"All Districts"

"",,,"2014-15",,
"Regional School District 08","=""2080012""","Other Disabilities",7,0.4,3.2
"Regional School District 08","=""2080012""","Other Health Impairment",73,4.1,33.0
"Regional School District 08","=""2080012""","Speech Language Impairment",9,0.5,4.1
"Regional School District 09","=""2090012""","All Disabilities",121,11.2,100.0
"Regional School District 09","=""2090012""","Autism",17,1.6,14.0
"Regional School District 09","=""2090012""","Emotional Disturbance",10,0.9,8.3
"Regional School District 09","=""2090012""","Intellectual Disability","*","*","*"
"Regional School District 09","=""2090012""","Learning Disability",38,3.5,31.4
"Regional School District 09","=""2090012""","Other Disabilities","*","*","*"
"Regional School District 09","=""2090012""","Other Health Impairment",41,3.8,33.9
"Regional School District 09","=""2090012""","Speech Language Impairment",12,1.1,9.9
"Regional School District 10","=""2100012""","All Disabilities",253,10.1,100.0
"Regional School District 10","=""2100012""","Autism",44,1.7,17.4
"Regional School District 10","=""2100012""","Emotional Disturbance",19,0.8,7.5
"Regional School District 10","=""2100012""","Intellectual Disability",7,0.3,2.8
"Regional School District 10","=""2100012""","Learning Disability",82,3.3,32.4
"Regional School District 10","=""2100012""","Other Disabilities",20,0.8,7.9
"Regional School District 10","=""2100012""","Other Health Impairment",51,2.0,20.2
"Regional School District 10","=""2100012""","Speech Language Impairment",30,1.2,11.9
"Regional School District 11","=""2110012""","All Disabilities",71,22.9,100.0
"Regional School District 11","=""2110012""","Autism","*","*","*"
"Regional School District 11","=""2110012""","Emotional Disturbance",9,2.9,12.7
"Regional School District 11","=""2110012""","Intellectual Disability","*","*","*"
"Regional School District 11","=""2110012""","Learning Disability",28,9.0,39.4
"Regional School District 11","=""2110012""","Other Disabilities",8,2.6,11.3
"Regional School District 11","=""2110012""","Other Health Impairment",15,4.8,21.1
"Regional School District 11","=""2110012""","Speech Language Impairment","*","*","*"
"Regional School District 12","=""2120012""","All Disabilities",115,16.3,100.0
"Regional School District 12","=""2120012""","Autism",13,1.8,11.3
"Regional School District 12","=""2120012""","Emotional Disturbance",12,1.7,10.4
"Regional School District 12","=""2120012""","Intellectual Disability","*","*","*"
"Regional School District 12","=""2120012""","Learning Disability",41,5.8,35.7
"Regional School District 12","=""2120012""","Other Disabilities","*","*","*"
"Regional School District 12","=""2120012""","Other Health Impairment",26,3.7,22.6
"Regional School District 12","=""2120012""","Speech Language Impairment",15,2.1,13.0
"Regional School District 13","=""2130012""","All Disabilities",260,14.4,100.0
"Regional School District 13","=""2130012""","Autism",40,2.2,15.4
"Regional School District 13","=""2130012""","Emotional Disturbance","*","*","*"
"Regional School District 13","=""2130012""","Intellectual Disability",11,0.6,4.2
"Regional School District 13","=""2130012""","Learning Disability",97,5.4,37.3
"Regional School District 13","=""2130012""","Other Disabilities","*","*","*"
"Regional School District 13","=""2130012""","Other Health Impairment",50,2.8,19.2
"Regional School District 13","=""2130012""","Speech Language Impairment",50,2.8,19.2
"Regional School District 14","=""2140012""","All Disabilities",175,11.4,100.0
"Regional School District 14","=""2140012""","Autism",25,1.6,14.3
"Regional School District 14","=""2140012""","Emotional Disturbance",14,0.9,8.0
"Regional School District 14","=""2140012""","Intellectual Disability","*","*","*"
"Regional School District 14","=""2140012""","Learning Disability",67,4.4,38.3
"Regional School District 14","=""2140012""","Other Disabilities","*","*","*"
"Regional School District 14","=""2140012""","Other Health Impairment",37,2.4,21.1
"Regional School District 14","=""2140012""","Speech Language Impairment",20,1.3,11.4
"Regional School District 15","=""2150012""","All Disabilities",473,12.2,100.0
"Regional School District 15","=""2150012""","Autism",77,2.0,16.3
"Regional School District 15","=""2150012""","Emotional Disturbance","*","*","*"
"Regional School District 15","=""2150012""","Intellectual Disability","*","*","*"
"Regional School District 15","=""2150012""","Learning Disability",179,4.6,37.8
"Regional School District 15","=""2150012""","Other Disabilities",43,1.1,9.1
"Regional School District 15","=""2150012""","Other Health Impairment",79,2.0,16.7
"Regional School District 15","=""2150012""","Speech Language Impairment",72,1.9,15.2
"Regional School District 16","=""2160012""","All Disabilities",317,13.8,100.0
"Regional School District 16","=""2160012""","Autism",52,2.3,16.4
"Regional School District 16","=""2160012""","Emotional Disturbance",7,0.3,2.2
"Regional School District 16","=""2160012""","Intellectual Disability",8,0.3,2.5
"Regional School District 16","=""2160012""","Learning Disability",88,3.8,27.8
"Regional School District 16","=""2160012""","Other Disabilities",19,0.8,6.0
"Regional School District 16","=""2160012""","Other Health Impairment",68,3.0,21.5
"Regional School District 16","=""2160012""","Speech Language Impairment",75,3.3,23.7
"Regional School District 17","=""2170012""","All Disabilities",328,15.1,100.0
"Regional School District 17","=""2170012""","Autism",37,1.7,11.3
"Regional School District 17","=""2170012""","Emotional Disturbance","*","*","*"
"Regional School District 17","=""2170012""","Intellectual Disability","*","*","*"
"Regional School District 17","=""2170012""","Learning Disability",129,5.9,39.3
"Regional School District 17","=""2170012""","Other Disabilities",27,1.2,8.2
"Regional School District 17","=""2170012""","Other Health Impairment",74,3.4,22.6
"Regional School District 17","=""2170012""","Speech Language Impairment",32,1.5,9.8
"Regional School District 18","=""2180012""","All Disabilities",165,12.4,100.0
"Regional School District 18","=""2180012""","Autism",16,1.2,9.7
"Regional School District 18","=""2180012""","Emotional Disturbance",14,1.1,8.5
"Regional School District 18","=""2180012""","Intellectual Disability",8,0.6,4.8
"Regional School District 18","=""2180012""","Learning Disability",58,4.4,35.2
"Regional School District 18","=""2180012""","Other Disabilities",9,0.7,5.5
"Regional School District 18","=""2180012""","Other Health Impairment",30,2.3,18.2
"Regional School District 18","=""2180012""","Speech Language Impairment",30,2.3,18.2
"Regional School District 19","=""2190012""","All Disabilities",165,16.6,100.0
"Regional School District 19","=""2190012""","Autism",16,1.6,9.7
"Regional School District 19","=""2190012""","Emotional Disturbance",24,2.4,14.5
"Regional School District 19","=""2190012""","Intellectual Disability",6,0.6,3.6
"Regional School District 19","=""2190012""","Learning Disability",57,5.7,34.5
"Regional School District 19","=""2190012""","Other Disabilities",8,0.8,4.8
"Regional School District 19","=""2190012""","Other Health Impairment",46,4.6,27.9
"Regional School District 19","=""2190012""","Speech Language Impairment",8,0.8,4.8
"Ridgefield School District","=""1180011""","All Disabilities",467,9.1,100.0
"Ridgefield School District","=""1180011""","Autism",71,1.4,15.2
"Ridgefield School District","=""1180011""","Emotional Disturbance",52,1.0,11.1
"Ridgefield School District","=""1180011""","Intellectual Disability",11,0.2,2.4
"Ridgefield School District","=""1180011""","Learning Disability",171,3.3,36.6
"Ridgefield School District","=""1180011""","Other Disabilities",19,0.4,4.1
"Ridgefield School District","=""1180011""","Other Health Impairment",78,1.5,16.7
"Ridgefield School District","=""1180011""","Speech Language Impairment",65,1.3,13.9
"Rocky Hill School District","=""1190011""","All Disabilities",241,9.2,100.0
"Rocky Hill School District","=""1190011""","Autism",39,1.5,16.2
"Rocky Hill School District","=""1190011""","Emotional Disturbance",15,0.6,6.2
"Rocky Hill School District","=""1190011""","Intellectual Disability",7,0.3,2.9
"Rocky Hill School District","=""1190011""","Learning Disability",79,3.0,32.8
"Rocky Hill School District","=""1190011""","Other Disabilities",18,0.7,7.5
"Rocky Hill School District","=""1190011""","Other Health Impairment",52,2.0,21.6
"Rocky Hill School District","=""1190011""","Speech Language Impairment",31,1.2,12.9
"Salem School District","=""1210011""","All Disabilities",77,12.1,100.0
"Salem School District","=""1210011""","Autism",11,1.7,14.3
"Salem School District","=""1210011""","Emotional Disturbance",7,1.1,9.1
"Salem School District","=""1210011""","Intellectual Disability","*","*","*"
"Salem School District","=""1210011""","Learning Disability",32,5.0,41.6
"Salem School District","=""1210011""","Other Disabilities",6,0.9,7.8
"Salem School District","=""1210011""","Other Health Impairment",12,1.9,15.6
"Salem School District","=""1210011""","Speech Language Impairment","*","*","*"
"Salisbury School District","=""1220011""","All Disabilities",32,12.5,100.0
"Salisbury School District","=""1220011""","Autism","*","*","*"
"Salisbury School District","=""1220011""","Emotional Disturbance","*","*","*"
"Salisbury School District","=""1220011""","Learning Disability",11,4.3,34.4
"Salisbury School District","=""1220011""","Other Disabilities","*","*","*"
"Salisbury School District","=""1220011""","Other Health Impairment","*","*","*"
"Salisbury School District","=""1220011""","Speech Language Impairment",9,3.5,28.1
"Scotland School District","=""1230011""","All Disabilities",20,17.9,100.0
"Scotland School District","=""1230011""","Intellectual Disability","*","*","*"
"Scotland School District","=""1230011""","Learning Disability","*","*","*"
"Scotland School District","=""1230011""","Other Disabilities","*","*","*"
"Scotland School District","=""1230011""","Other Health Impairment",8,7.1,40.0
"Scotland School District","=""1230011""","Speech Language Impairment",7,6.3,35.0
"Seymour School District","=""1240011""","All Disabilities",268,11.4,100.0
"Seymour School District","=""1240011""","Autism",35,1.5,13.1
"Seymour School District","=""1240011""","Emotional Disturbance",20,0.9,7.5
"Seymour School District","=""1240011""","Intellectual Disability",7,0.3,2.6
"Seymour School District","=""1240011""","Learning Disability",121,5.2,45.1
"Seymour School District","=""1240011""","Other Disabilities",12,0.5,4.5
"Seymour School District","=""1240011""","Other Health Impairment",34,1.5,12.7
"Seymour School District","=""1240011""","Speech Language Impairment",39,1.7,14.6
"Sharon School District","=""1250011""","All Disabilities",33,20.6,100.0
"Sharon School District","=""1250011""","Autism","*","*","*"
"Sharon School District","=""1250011""","Emotional Disturbance","*","*","*"
"Sharon School District","=""1250011""","Intellectual Disability","*","*","*"
"Sharon School District","=""1250011""","Learning Disability",17,10.6,51.5
"Sharon School District","=""1250011""","Other Disabilities","*","*","*"
"Sharon School District","=""1250011""","Other Health Impairment",6,3.8,18.2
"Sharon School District","=""1250011""","Speech Language Impairment","*","*","*"
"Shelton School District","=""1260011""","All Disabilities",623,12.3,100.0
"Shelton School District","=""1260011""","Autism",68,1.3,10.9
"Shelton School District","=""1260011""","Emotional Disturbance",29,0.6,4.7
"Shelton School District","=""1260011""","Intellectual Disability",15,0.3,2.4
"Shelton School District","=""1260011""","Learning Disability",269,5.3,43.2
"Shelton School District","=""1260011""","Other Disabilities",28,0.6,4.5
"Shelton School District","=""1260011""","Other Health Impairment",111,2.2,17.8
"Shelton School District","=""1260011""","Speech Language Impairment",103,2.0,16.5
"Sherman School District","=""1270011""","All Disabilities",72,14.1,100.0
"Sherman School District","=""1270011""","Autism",10,2.0,13.9
"Sherman School District","=""1270011""","Emotional Disturbance","*","*","*"
"Sherman School District","=""1270011""","Intellectual Disability","*","*","*"
"Sherman School District","=""1270011""","Learning Disability",24,4.7,33.3
"Sherman School District","=""1270011""","Other Disabilities",8,1.6,11.1
"Sherman School District","=""1270011""","Other Health Impairment",14,2.7,19.4
"Sherman School District","=""1270011""","Speech Language Impairment",12,2.4,16.7
"Simsbury School District","=""1280011""","All Disabilities",562,12.9,100.0
"Simsbury School District","=""1280011""","Autism",100,2.3,17.8
"Simsbury School District","=""1280011""","Emotional Disturbance",27,0.6,4.8
"Simsbury School District","=""1280011""","Intellectual Disability",19,0.4,3.4
"Simsbury School District","=""1280011""","Learning Disability",197,4.5,35.1
"Simsbury School District","=""1280011""","Other Disabilities",23,0.5,4.1
"Simsbury School District","=""1280011""","Other Health Impairment",134,3.1,23.8
"Simsbury School District","=""1280011""","Speech Language Impairment",62,1.4,11.0
"Somers School District","=""1290011""","All Disabilities",160,10.8,100.0
"Somers School District","=""1290011""","Autism",18,1.2,11.3
"Somers School District","=""1290011""","Emotional Disturbance","*","*","*"
"Somers School District","=""1290011""","Intellectual Disability","*","*","*"
"Somers School District","=""1290011""","Learning Disability",52,3.5,32.5
"Somers School District","=""1290011""","Other Disabilities",15,1.0,9.4
"Somers School District","=""1290011""","Other Health Impairment",28,1.9,17.5
"Somers School District","=""1290011""","Speech Language Impairment",29,2.0,18.1
"South Windsor School District","=""1320011""","All Disabilities",547,12.6,100.0
"South Windsor School District","=""1320011""","Autism",90,2.1,16.5
"South Windsor School District","=""1320011""","Emotional Disturbance",13,0.3,2.4
"South Windsor School District","=""1320011""","Intellectual Disability",14,0.3,2.6
"South Windsor School District","=""1320011""","Learning Disability",154,3.5,28.2
"South Windsor School District","=""1320011""","Other Disabilities",55,1.3,10.1
"South Windsor School District","=""1320011""","Other Health Impairment",158,3.6,28.9
"South Windsor School District","=""1320011""","Speech Language Impairment",63,1.4,11.5
"Southington School District","=""1310011""","All Disabilities",793,11.9,100.0
"Southington School District","=""1310011""","Autism",96,1.4,12.1
"Southington School District","=""1310011""","Emotional Disturbance",44,0.7,5.5
"Southington School District","=""1310011""","Intellectual Disability",10,0.2,1.3
"Southington School District","=""1310011""","Learning Disability",243,3.6,30.6
"Southington School District","=""1310011""","Other Disabilities",82,1.2,10.3
"Southington School District","=""1310011""","Other Health Impairment",190,2.9,24.0
"Southington School District","=""1310011""","Speech Language Impairment",128,1.9,16.1
"Sprague School District","=""1330011""","All Disabilities",60,13.4,100.0
"Sprague School District","=""1330011""","Autism","*","*","*"
"Sprague School District","=""1330011""","Emotional Disturbance",11,2.5,18.3
"Sprague School District","=""1330011""","Intellectual Disability","*","*","*"
"Sprague School District","=""1330011""","Learning Disability",11,2.5,18.3
"Sprague School District","=""1330011""","Other Disabilities",7,1.6,11.7
"Sprague School District","=""1330011""","Other Health Impairment",15,3.4,25.0
"Sprague School District","=""1330011""","Speech Language Impairment",11,2.5,18.3
"Stafford School District","=""1340011""","All Disabilities",185,12.0,100.0
"Stafford School District","=""1340011""","Autism",25,1.6,13.5
"Stafford School District","=""1340011""","Emotional Disturbance",23,1.5,12.4
"Stafford School District","=""1340011""","Intellectual Disability","*","*","*"
"Stafford School District","=""1340011""","Learning Disability",66,4.3,35.7
"Stafford School District","=""1340011""","Other Disabilities",16,1.0,8.6
"Stafford School District","=""1340011""","Other Health Impairment",37,2.4,20.0
"Stafford School District","=""1340011""","Speech Language Impairment","*","*","*"
"Stamford School District","=""1350011""","All Disabilities",1738,11.0,100.0
"Stamford School District","=""1350011""","Autism",155,1.0,8.9
"Stamford School District","=""1350011""","Emotional Disturbance",45,0.3,2.6
"Stamford School District","=""1350011""","Intellectual Disability",68,0.4,3.9
"Stamford School District","=""1350011""","Learning Disability",699,4.4,40.2
"Stamford School District","=""1350011""","Other Disabilities",188,1.2,10.8
"Stamford School District","=""1350011""","Other Health Impairment",327,2.1,18.8
"Stamford School District","=""1350011""","Speech Language Impairment",256,1.6,14.7
"Sterling School District","=""1360011""","All Disabilities",78,13.2,100.0
"Sterling School District","=""1360011""","Autism",13,2.2,16.7
"Sterling School District","=""1360011""","Emotional Disturbance",10,1.7,12.8
"Sterling School District","=""1360011""","Intellectual Disability","*","*","*"
"Sterling School District","=""1360011""","Learning Disability",23,3.9,29.5
"Sterling School District","=""1360011""","Other Disabilities","*","*","*"
"Sterling School District","=""1360011""","Other Health Impairment",12,2.0,15.4
"Sterling School District","=""1360011""","Speech Language Impairment",10,1.7,12.8
"Stonington School District","=""1370011""","All Disabilities",334,14.5,100.0
"Stonington School District","=""1370011""","Autism",48,2.1,14.4
"Stonington School District","=""1370011""","Emotional Disturbance",16,0.7,4.8
"Stonington School District","=""1370011""","Intellectual Disability",11,0.5,3.3
"Stonington School District","=""1370011""","Learning Disability",136,5.9,40.7
"Stonington School District","=""1370011""","Other Disabilities",13,0.6,3.9
"Stonington School District","=""1370011""","Other Health Impairment",78,3.4,23.4
"Stonington School District","=""1370011""","Speech Language Impairment",32,1.4,9.6
"Stratford School District","=""1380011""","All Disabilities",780,10.9,100.0
"Stratford School District","=""1380011""","Autism",123,1.7,15.8
"Stratford School District","=""1380011""","Emotional Disturbance",49,0.7,6.3
"Stratford School District","=""1380011""","Intellectual Disability",32,0.4,4.1
"Stratford School District","=""1380011""","Learning Disability",229,3.2,29.4
"Stratford School District","=""1380011""","Other Disabilities",70,1.0,9.0
"Stratford School District","=""1380011""","Other Health Impairment",203,2.8,26.0
"Stratford School District","=""1380011""","Speech Language Impairment",74,1.0,9.5
"Suffield School District","=""1390011""","All Disabilities",232,10.1,100.0
"Suffield School District","=""1390011""","Autism",53,2.3,22.8
"Suffield School District","=""1390011""","Emotional Disturbance","*","*","*"
"Suffield School District","=""1390011""","Intellectual Disability","*","*","*"
"Suffield School District","=""1390011""","Learning Disability",80,3.5,34.5
"Suffield School District","=""1390011""","Other Disabilities",9,0.4,3.9
"Suffield School District","=""1390011""","Other Health Impairment",55,2.4,23.7
"Suffield School District","=""1390011""","Speech Language Impairment",25,1.1,10.8
"Thomaston School District","=""1400011""","All Disabilities",137,13.4,100.0
"Thomaston School District","=""1400011""","Autism",13,1.3,9.5
"Thomaston School District","=""1400011""","Emotional Disturbance",6,0.6,4.4
"Thomaston School District","=""1400011""","Intellectual Disability",6,0.6,4.4
"Thomaston School District","=""1400011""","Learning Disability",50,4.9,36.5
"Thomaston School District","=""1400011""","Other Disabilities",20,2.0,14.6
"Thomaston School District","=""1400011""","Other Health Impairment",22,2.2,16.1
"Thomaston School District","=""1400011""","Speech Language Impairment",20,2.0,14.6
"Thompson School District","=""1410011""","All Disabilities",122,11.7,100.0
"Thompson School District","=""1410011""","Autism",13,1.2,10.7
"Thompson School District","=""1410011""","Emotional Disturbance",11,1.1,9.0
"Thompson School District","=""1410011""","Intellectual Disability","*","*","*"
"Thompson School District","=""1410011""","Learning Disability",30,2.9,24.6
"Thompson School District","=""1410011""","Other Disabilities","*","*","*"
"Thompson School District","=""1410011""","Other Health Impairment",17,1.6,13.9
"Thompson School District","=""1410011""","Speech Language Impairment",40,3.8,32.8
"Tolland School District","=""1420011""","All Disabilities",310,11.3,100.0
"Tolland School District","=""1420011""","Autism",55,2.0,17.7
"Tolland School District","=""1420011""","Emotional Disturbance",18,0.7,5.8
"Tolland School District","=""1420011""","Intellectual Disability",11,0.4,3.5
"Tolland School District","=""1420011""","Learning Disability",126,4.6,40.6
"Tolland School District","=""1420011""","Other Disabilities",26,0.9,8.4
"Tolland School District","=""1420011""","Other Health Impairment",53,1.9,17.1
"Tolland School District","=""1420011""","Speech Language Impairment",21,0.8,6.8
"Torrington School District","=""1430011""","All Disabilities",758,17.0,100.0
"Torrington School District","=""1430011""","Autism",69,1.5,9.1
"Torrington School District","=""1430011""","Emotional Disturbance",60,1.3,7.9
"Torrington School District","=""1430011""","Intellectual Disability",19,0.4,2.5
"Torrington School District","=""1430011""","Learning Disability",286,6.4,37.7
"Torrington School District","=""1430011""","Other Disabilities",71,1.6,9.4
"Torrington School District","=""1430011""","Other Health Impairment",162,3.6,21.4
"Torrington School District","=""1430011""","Speech Language Impairment",91,2.0,12.0
"Trumbull School District","=""1440011""","All Disabilities",635,9.8,100.0
"Trumbull School District","=""1440011""","Autism",95,1.5,15.0
"Trumbull School District","=""1440011""","Emotional Disturbance",40,0.6,6.3
"Trumbull School District","=""1440011""","Intellectual Disability",23,0.4,3.6
"Trumbull School District","=""1440011""","Learning Disability",208,3.2,32.8
"Trumbull School District","=""1440011""","Other Disabilities",53,0.8,8.3
"Trumbull School District","=""1440011""","Other Health Impairment",165,2.5,26.0
"Trumbull School District","=""1440011""","Speech Language Impairment",51,0.8,8.0
"Unified School District #1","=""3360015""","All Disabilities",175,42.7,100.0
"Unified School District #1","=""3360015""","Autism","*","*","*"
"Unified School District #1","=""3360015""","Emotional Disturbance",59,14.4,33.7
"Unified School District #1","=""3360015""","Intellectual Disability",6,1.5,3.4
"Unified School District #1","=""3360015""","Learning Disability",63,15.4,36.0
"Unified School District #1","=""3360015""","Other Disabilities","*","*","*"
"Unified School District #1","=""3360015""","Other Health Impairment",36,8.8,20.6
"Unified School District #1","=""3360015""","Speech Language Impairment",6,1.5,3.4
"Unified School District #2","=""3470015""","All Disabilities",150,69.8,100.0
"Unified School District #2","=""3470015""","Autism","*","*","*"
"Unified School District #2","=""3470015""","Emotional Disturbance",93,43.3,62.0
"Unified School District #2","=""3470015""","Intellectual Disability","*","*","*"
"Unified School District #2","=""3470015""","Learning Disability",11,5.1,7.3
"Unified School District #2","=""3470015""","Other Disabilities",13,6.0,8.7
"Unified School District #2","=""3470015""","Other Health Impairment",26,12.1,17.3
"Unified School District #2","=""3470015""","Speech Language Impairment","*","*","*"
"Union School District","=""1450011""","All Disabilities",18,16.5,100.0
"Union School District","=""1450011""","Autism","*","*","*"
"Union School District","=""1450011""","Emotional Disturbance","*","*","*"
"Union School District","=""1450011""","Learning Disability",7,6.4,38.9
"Union School District","=""1450011""","Other Disabilities","*","*","*"
"Union School District","=""1450011""","Other Health Impairment","*","*","*"
"Union School District","=""1450011""","Speech Language Impairment","*","*","*"
"Vernon School District","=""1460011""","All Disabilities",500,14.5,100.0
"Vernon School District","=""1460011""","Autism",62,1.8,12.4
"Vernon School District","=""1460011""","Emotional Disturbance",56,1.6,11.2
"Vernon School District","=""1460011""","Intellectual Disability",24,0.7,4.8
"Vernon School District","=""1460011""","Learning Disability",153,4.5,30.6
"Vernon School District","=""1460011""","Other Disabilities",42,1.2,8.4
"Vernon School District","=""1460011""","Other Health Impairment",65,1.9,13.0
"Vernon School District","=""1460011""","Speech Language Impairment",98,2.9,19.6
"Voluntown School District","=""1470011""","All Disabilities",60,15.1,100.0
"Voluntown School District","=""1470011""","Autism","*","*","*"
"Voluntown School District","=""1470011""","Emotional Disturbance","*","*","*"
"Voluntown School District","=""1470011""","Intellectual Disability","*","*","*"
"Voluntown School District","=""1470011""","Learning Disability",30,7.6,50.0
"Voluntown School District","=""1470011""","Other Disabilities","*","*","*"
"Voluntown School District","=""1470011""","Other Health Impairment",7,1.8,11.7
"Voluntown School District","=""1470011""","Speech Language Impairment",12,3.0,20.0
"Wallingford School District","=""1480011""","All Disabilities",688,11.5,100.0
"Wallingford School District","=""1480011""","Autism",83,1.4,12.1
"Wallingford School District","=""1480011""","Emotional Disturbance",42,0.7,6.1
"Wallingford School District","=""1480011""","Intellectual Disability",22,0.4,3.2
"Wallingford School District","=""1480011""","Learning Disability",210,3.5,30.5
"Wallingford School District","=""1480011""","Other Disabilities",49,0.8,7.1
"Wallingford School District","=""1480011""","Other Health Impairment",172,2.9,25.0
"Wallingford School District","=""1480011""","Speech Language Impairment",110,1.8,16.0
"Waterbury School District","=""1510011""","All Disabilities",3243,18.2,100.0
"Waterbury School District","=""1510011""","Autism",217,1.2,6.7
"Waterbury School District","=""1510011""","Emotional Disturbance",257,1.4,7.9
"Waterbury School District","=""1510011""","Intellectual Disability",110,0.6,3.4
"Waterbury School District","=""1510011""","Learning Disability",1159,6.5,35.7
"Waterbury School District","=""1510011""","Other Disabilities",230,1.3,7.1
"Waterbury School District","=""1510011""","Other Health Impairment",671,3.8,20.7
"Waterbury School District","=""1510011""","Speech Language Impairment",599,3.4,18.5
"Waterford School District","=""1520011""","All Disabilities",392,14.4,100.0
"Waterford School District","=""1520011""","Autism",51,1.9,13.0
"Waterford School District","=""1520011""","Emotional Disturbance",33,1.2,8.4
"Waterford School District","=""1520011""","Intellectual Disability",15,0.6,3.8
"Waterford School District","=""1520011""","Learning Disability",119,4.4,30.4
"Waterford School District","=""1520011""","Other Disabilities",14,0.5,3.6
"Waterford School District","=""1520011""","Other Health Impairment",117,4.3,29.8
"Waterford School District","=""1520011""","Speech Language Impairment",43,1.6,11.0
"Watertown School District","=""1530011""","All Disabilities",342,12.0,100.0
"Watertown School District","=""1530011""","Autism",45,1.6,13.2
"Watertown School District","=""1530011""","Emotional Disturbance",25,0.9,7.3
"Watertown School District","=""1530011""","Intellectual Disability",16,0.6,4.7
"Watertown School District","=""1530011""","Learning Disability",98,3.5,28.7
"Watertown School District","=""1530011""","Other Disabilities",14,0.5,4.1
"Watertown School District","=""1530011""","Other Health Impairment",106,3.7,31.0
"Watertown School District","=""1530011""","Speech Language Impairment",38,1.3,11.1
"West Hartford School District","=""1550011""","All Disabilities",1159,11.7,100.0
"West Hartford School District","=""1550011""","Autism",198,2.0,17.1
"West Hartford School District","=""1550011""","Emotional Disturbance",70,0.7,6.0
"West Hartford School District","=""1550011""","Intellectual Disability",28,0.3,2.4
"West Hartford School District","=""1550011""","Learning Disability",297,3.0,25.6
"West Hartford School District","=""1550011""","Other Disabilities",102,1.0,8.8
"West Hartford School District","=""1550011""","Other Health Impairment",258,2.6,22.3
"West Hartford School District","=""1550011""","Speech Language Impairment",206,2.1,17.8
"West Haven School District","=""1560011""","All Disabilities",972,14.1,100.0
"West Haven School District","=""1560011""","Autism",85,1.2,8.7
"West Haven School District","=""1560011""","Emotional Disturbance",61,0.9,6.3
"West Haven School District","=""1560011""","Intellectual Disability",19,0.3,2.0
"West Haven School District","=""1560011""","Learning Disability",297,4.3,30.6
"West Haven School District","=""1560011""","Other Disabilities",170,2.5,17.5
"West Haven School District","=""1560011""","Other Health Impairment",138,2.0,14.2
"West Haven School District","=""1560011""","Speech Language Impairment",202,2.9,20.8
"Westbrook School District","=""1540011""","All Disabilities",90,11.5,100.0
"Westbrook School District","=""1540011""","Autism",18,2.3,20.0
"Westbrook School District","=""1540011""","Emotional Disturbance",12,1.5,13.3
"Westbrook School District","=""1540011""","Intellectual Disability","*","*","*"
"Westbrook School District","=""1540011""","Learning Disability",27,3.4,30.0
"Westbrook School District","=""1540011""","Other Disabilities","*","*","*"
"Westbrook School District","=""1540011""","Other Health Impairment",11,1.4,12.2
"Westbrook School District","=""1540011""","Speech Language Impairment",11,1.4,12.2
"Weston School District","=""1570011""","All Disabilities",200,8.4,100.0
"Weston School District","=""1570011""","Autism",34,1.4,17.0
"Weston School District","=""1570011""","Emotional Disturbance","*","*","*"
"Weston School District","=""1570011""","Intellectual Disability","*","*","*"
"Weston School District","=""1570011""","Learning Disability",68,2.8,34.0
"Weston School District","=""1570011""","Other Disabilities",17,0.7,8.5
"Weston School District","=""1570011""","Other Health Impairment",43,1.8,21.5
"Weston School District","=""1570011""","Speech Language Impairment",33,1.4,16.5
"Westport School District","=""1580011""","All Disabilities",575,10.1,100.0
"Westport School District","=""1580011""","Autism",55,1.0,9.6
"Westport School District","=""1580011""","Emotional Disturbance",54,0.9,9.4
"Westport School District","=""1580011""","Intellectual Disability","*","*","*"
"Westport School District","=""1580011""","Learning Disability",232,4.1,40.3
"Westport School District","=""1580011""","Other Disabilities","*","*","*"
"Westport School District","=""1580011""","Other Health Impairment",116,2.0,20.2
"Westport School District","=""1580011""","Speech Language Impairment",79,1.4,13.7
"Wethersfield School District","=""1590011""","All Disabilities",512,13.3,100.0
"Wethersfield School District","=""1590011""","Autism",63,1.6,12.3
"Wethersfield School District","=""1590011""","Emotional Disturbance",35,0.9,6.8
"Wethersfield School District","=""1590011""","Intellectual Disability",15,0.4,2.9
"Wethersfield School District","=""1590011""","Learning Disability",146,3.8,28.5
"Wethersfield School District","=""1590011""","Other Disabilities",52,1.3,10.2
"Wethersfield School District","=""1590011""","Other Health Impairment",101,2.6,19.7
"Wethersfield School District","=""1590011""","Speech Language Impairment",100,2.6,19.5
"Willington School District","=""1600011""","All Disabilities",57,13.7,100.0
"Willington School District","=""1600011""","Autism","*","*","*"
"Willington School District","=""1600011""","Emotional Disturbance","*","*","*"
"Willington School District","=""1600011""","Intellectual Disability","*","*","*"
"Willington School District","=""1600011""","Learning Disability",20,4.8,35.1
"Willington School District","=""1600011""","Other Disabilities","*","*","*"
"Willington School District","=""1600011""","Other Health Impairment",10,2.4,17.5
"Willington School District","=""1600011""","Speech Language Impairment",14,3.4,24.6
"Wilton School District","=""1610011""","All Disabilities",545,13.0,100.0
"Wilton School District","=""1610011""","Autism",65,1.5,11.9
"Wilton School District","=""1610011""","Emotional Disturbance","*","*","*"
"Wilton School District","=""1610011""","Intellectual Disability","*","*","*"
"Wilton School District","=""1610011""","Learning Disability",232,5.5,42.6
"Wilton School District","=""1610011""","Other Disabilities",32,0.8,5.9
"Wilton School District","=""1610011""","Other Health Impairment",122,2.9,22.4
"Wilton School District","=""1610011""","Speech Language Impairment",64,1.5,11.7
