"Primary Disability (K-12), 2011-12"
"All Districts"

"",,,"2011-12",,
"Regional School District 08","=""2080012""","Speech Language Impairment",19,1.0,8.0
"Regional School District 09","=""2090012""","All Disabilities",125,12.1,100.0
"Regional School District 09","=""2090012""","Autism",14,1.4,11.2
"Regional School District 09","=""2090012""","Emotional Disturbance",10,1.0,8.0
"Regional School District 09","=""2090012""","Intellectual Disability","*","*","*"
"Regional School District 09","=""2090012""","Learning Disability",32,3.1,25.6
"Regional School District 09","=""2090012""","Other Disabilities","*","*","*"
"Regional School District 09","=""2090012""","Other Health Impairment",42,4.1,33.6
"Regional School District 09","=""2090012""","Speech Language Impairment",16,1.6,12.8
"Regional School District 10","=""2100012""","All Disabilities",263,9.8,100.0
"Regional School District 10","=""2100012""","Autism",35,1.3,13.3
"Regional School District 10","=""2100012""","Emotional Disturbance",25,0.9,9.5
"Regional School District 10","=""2100012""","Intellectual Disability",9,0.3,3.4
"Regional School District 10","=""2100012""","Learning Disability",88,3.3,33.5
"Regional School District 10","=""2100012""","Other Disabilities",16,0.6,6.1
"Regional School District 10","=""2100012""","Other Health Impairment",52,1.9,19.8
"Regional School District 10","=""2100012""","Speech Language Impairment",38,1.4,14.4
"Regional School District 11","=""2110012""","All Disabilities",70,21.1,100.0
"Regional School District 11","=""2110012""","Autism","*","*","*"
"Regional School District 11","=""2110012""","Emotional Disturbance",11,3.3,15.7
"Regional School District 11","=""2110012""","Learning Disability",28,8.5,40.0
"Regional School District 11","=""2110012""","Other Disabilities","*","*","*"
"Regional School District 11","=""2110012""","Other Health Impairment",20,6.0,28.6
"Regional School District 11","=""2110012""","Speech Language Impairment","*","*","*"
"Regional School District 12","=""2120012""","All Disabilities",129,14.9,100.0
"Regional School District 12","=""2120012""","Autism",12,1.4,9.3
"Regional School District 12","=""2120012""","Emotional Disturbance","*","*","*"
"Regional School District 12","=""2120012""","Intellectual Disability","*","*","*"
"Regional School District 12","=""2120012""","Learning Disability",49,5.7,38.0
"Regional School District 12","=""2120012""","Other Disabilities",10,1.2,7.8
"Regional School District 12","=""2120012""","Other Health Impairment",28,3.2,21.7
"Regional School District 12","=""2120012""","Speech Language Impairment",21,2.4,16.3
"Regional School District 13","=""2130012""","All Disabilities",274,13.8,100.0
"Regional School District 13","=""2130012""","Autism",31,1.6,11.3
"Regional School District 13","=""2130012""","Emotional Disturbance",13,0.7,4.7
"Regional School District 13","=""2130012""","Intellectual Disability","*","*","*"
"Regional School District 13","=""2130012""","Learning Disability",94,4.7,34.3
"Regional School District 13","=""2130012""","Other Disabilities","*","*","*"
"Regional School District 13","=""2130012""","Other Health Impairment",60,3.0,21.9
"Regional School District 13","=""2130012""","Speech Language Impairment",62,3.1,22.6
"Regional School District 14","=""2140012""","All Disabilities",206,11.7,100.0
"Regional School District 14","=""2140012""","Autism",32,1.8,15.5
"Regional School District 14","=""2140012""","Emotional Disturbance",7,0.4,3.4
"Regional School District 14","=""2140012""","Intellectual Disability",8,0.5,3.9
"Regional School District 14","=""2140012""","Learning Disability",64,3.6,31.1
"Regional School District 14","=""2140012""","Other Disabilities",8,0.5,3.9
"Regional School District 14","=""2140012""","Other Health Impairment",43,2.4,20.9
"Regional School District 14","=""2140012""","Speech Language Impairment",44,2.5,21.4
"Regional School District 15","=""2150012""","All Disabilities",506,11.9,100.0
"Regional School District 15","=""2150012""","Autism",56,1.3,11.1
"Regional School District 15","=""2150012""","Emotional Disturbance",13,0.3,2.6
"Regional School District 15","=""2150012""","Intellectual Disability",6,0.1,1.2
"Regional School District 15","=""2150012""","Learning Disability",208,4.9,41.1
"Regional School District 15","=""2150012""","Other Disabilities",44,1.0,8.7
"Regional School District 15","=""2150012""","Other Health Impairment",89,2.1,17.6
"Regional School District 15","=""2150012""","Speech Language Impairment",90,2.1,17.8
"Regional School District 16","=""2160012""","All Disabilities",250,10.2,100.0
"Regional School District 16","=""2160012""","Autism",44,1.8,17.6
"Regional School District 16","=""2160012""","Emotional Disturbance",8,0.3,3.2
"Regional School District 16","=""2160012""","Intellectual Disability",10,0.4,4.0
"Regional School District 16","=""2160012""","Learning Disability",62,2.5,24.8
"Regional School District 16","=""2160012""","Other Disabilities",23,0.9,9.2
"Regional School District 16","=""2160012""","Other Health Impairment",56,2.3,22.4
"Regional School District 16","=""2160012""","Speech Language Impairment",47,1.9,18.8
"Regional School District 17","=""2170012""","All Disabilities",312,13.2,100.0
"Regional School District 17","=""2170012""","Autism",34,1.4,10.9
"Regional School District 17","=""2170012""","Emotional Disturbance",29,1.2,9.3
"Regional School District 17","=""2170012""","Intellectual Disability",7,0.3,2.2
"Regional School District 17","=""2170012""","Learning Disability",110,4.7,35.3
"Regional School District 17","=""2170012""","Other Disabilities",23,1.0,7.4
"Regional School District 17","=""2170012""","Other Health Impairment",67,2.8,21.5
"Regional School District 17","=""2170012""","Speech Language Impairment",42,1.8,13.5
"Regional School District 18","=""2180012""","All Disabilities",153,10.7,100.0
"Regional School District 18","=""2180012""","Autism",15,1.1,9.8
"Regional School District 18","=""2180012""","Emotional Disturbance",13,0.9,8.5
"Regional School District 18","=""2180012""","Intellectual Disability",7,0.5,4.6
"Regional School District 18","=""2180012""","Learning Disability",54,3.8,35.3
"Regional School District 18","=""2180012""","Other Disabilities",11,0.8,7.2
"Regional School District 18","=""2180012""","Other Health Impairment",23,1.6,15.0
"Regional School District 18","=""2180012""","Speech Language Impairment",30,2.1,19.6
"Regional School District 19","=""2190012""","All Disabilities",177,15.5,100.0
"Regional School District 19","=""2190012""","Autism",9,0.8,5.1
"Regional School District 19","=""2190012""","Emotional Disturbance",24,2.1,13.6
"Regional School District 19","=""2190012""","Intellectual Disability",12,1.1,6.8
"Regional School District 19","=""2190012""","Learning Disability",63,5.5,35.6
"Regional School District 19","=""2190012""","Other Disabilities",8,0.7,4.5
"Regional School District 19","=""2190012""","Other Health Impairment",51,4.5,28.8
"Regional School District 19","=""2190012""","Speech Language Impairment",10,0.9,5.6
"Ridgefield School District","=""1180011""","All Disabilities",420,7.9,100.0
"Ridgefield School District","=""1180011""","Autism",72,1.3,17.1
"Ridgefield School District","=""1180011""","Emotional Disturbance",42,0.8,10.0
"Ridgefield School District","=""1180011""","Intellectual Disability",9,0.2,2.1
"Ridgefield School District","=""1180011""","Learning Disability",174,3.3,41.4
"Ridgefield School District","=""1180011""","Other Disabilities",13,0.2,3.1
"Ridgefield School District","=""1180011""","Other Health Impairment",45,0.8,10.7
"Ridgefield School District","=""1180011""","Speech Language Impairment",65,1.2,15.5
"Rocky Hill School District","=""1190011""","All Disabilities",213,8.2,100.0
"Rocky Hill School District","=""1190011""","Autism",29,1.1,13.6
"Rocky Hill School District","=""1190011""","Emotional Disturbance","*","*","*"
"Rocky Hill School District","=""1190011""","Intellectual Disability","*","*","*"
"Rocky Hill School District","=""1190011""","Learning Disability",72,2.8,33.8
"Rocky Hill School District","=""1190011""","Other Disabilities",17,0.7,8.0
"Rocky Hill School District","=""1190011""","Other Health Impairment",34,1.3,16.0
"Rocky Hill School District","=""1190011""","Speech Language Impairment",41,1.6,19.2
"Salem School District","=""1210011""","All Disabilities",58,8.4,100.0
"Salem School District","=""1210011""","Autism",11,1.6,19.0
"Salem School District","=""1210011""","Emotional Disturbance","*","*","*"
"Salem School District","=""1210011""","Intellectual Disability","*","*","*"
"Salem School District","=""1210011""","Learning Disability",19,2.7,32.8
"Salem School District","=""1210011""","Other Disabilities","*","*","*"
"Salem School District","=""1210011""","Other Health Impairment",12,1.7,20.7
"Salem School District","=""1210011""","Speech Language Impairment","*","*","*"
"Salisbury School District","=""1220011""","All Disabilities",28,9.5,100.0
"Salisbury School District","=""1220011""","Autism","*","*","*"
"Salisbury School District","=""1220011""","Emotional Disturbance","*","*","*"
"Salisbury School District","=""1220011""","Learning Disability",10,3.4,35.7
"Salisbury School District","=""1220011""","Other Disabilities",8,2.7,28.6
"Salisbury School District","=""1220011""","Other Health Impairment","*","*","*"
"Salisbury School District","=""1220011""","Speech Language Impairment","*","*","*"
"Scotland School District","=""1230011""","All Disabilities",23,19.3,100.0
"Scotland School District","=""1230011""","Autism","*","*","*"
"Scotland School District","=""1230011""","Learning Disability","*","*","*"
"Scotland School District","=""1230011""","Other Disabilities","*","*","*"
"Scotland School District","=""1230011""","Other Health Impairment",6,5.0,26.1
"Scotland School District","=""1230011""","Speech Language Impairment",12,10.1,52.2
"Seymour School District","=""1240011""","All Disabilities",236,10.0,100.0
"Seymour School District","=""1240011""","Autism",31,1.3,13.1
"Seymour School District","=""1240011""","Emotional Disturbance",14,0.6,5.9
"Seymour School District","=""1240011""","Intellectual Disability",10,0.4,4.2
"Seymour School District","=""1240011""","Learning Disability",91,3.8,38.6
"Seymour School District","=""1240011""","Other Disabilities",14,0.6,5.9
"Seymour School District","=""1240011""","Other Health Impairment",30,1.3,12.7
"Seymour School District","=""1240011""","Speech Language Impairment",46,1.9,19.5
"Sharon School District","=""1250011""","All Disabilities",24,13.7,100.0
"Sharon School District","=""1250011""","Autism","*","*","*"
"Sharon School District","=""1250011""","Emotional Disturbance","*","*","*"
"Sharon School District","=""1250011""","Learning Disability","*","*","*"
"Sharon School District","=""1250011""","Other Disabilities","*","*","*"
"Sharon School District","=""1250011""","Other Health Impairment","*","*","*"
"Sharon School District","=""1250011""","Speech Language Impairment","*","*","*"
"Shelton School District","=""1260011""","All Disabilities",539,10.2,100.0
"Shelton School District","=""1260011""","Autism",59,1.1,10.9
"Shelton School District","=""1260011""","Emotional Disturbance",34,0.6,6.3
"Shelton School District","=""1260011""","Intellectual Disability",10,0.2,1.9
"Shelton School District","=""1260011""","Learning Disability",192,3.6,35.6
"Shelton School District","=""1260011""","Other Disabilities",23,0.4,4.3
"Shelton School District","=""1260011""","Other Health Impairment",111,2.1,20.6
"Shelton School District","=""1260011""","Speech Language Impairment",110,2.1,20.4
"Sherman School District","=""1270011""","All Disabilities",69,12.3,100.0
"Sherman School District","=""1270011""","Autism",8,1.4,11.6
"Sherman School District","=""1270011""","Emotional Disturbance","*","*","*"
"Sherman School District","=""1270011""","Intellectual Disability","*","*","*"
"Sherman School District","=""1270011""","Learning Disability",24,4.3,34.8
"Sherman School District","=""1270011""","Other Disabilities","*","*","*"
"Sherman School District","=""1270011""","Other Health Impairment",15,2.7,21.7
"Sherman School District","=""1270011""","Speech Language Impairment",15,2.7,21.7
"Simsbury School District","=""1280011""","All Disabilities",552,11.6,100.0
"Simsbury School District","=""1280011""","Autism",94,2.0,17.0
"Simsbury School District","=""1280011""","Emotional Disturbance",25,0.5,4.5
"Simsbury School District","=""1280011""","Intellectual Disability",22,0.5,4.0
"Simsbury School District","=""1280011""","Learning Disability",192,4.0,34.8
"Simsbury School District","=""1280011""","Other Disabilities",20,0.4,3.6
"Simsbury School District","=""1280011""","Other Health Impairment",113,2.4,20.5
"Simsbury School District","=""1280011""","Speech Language Impairment",86,1.8,15.6
"Somers School District","=""1290011""","All Disabilities",164,10.2,100.0
"Somers School District","=""1290011""","Autism",17,1.1,10.4
"Somers School District","=""1290011""","Emotional Disturbance",11,0.7,6.7
"Somers School District","=""1290011""","Intellectual Disability",6,0.4,3.7
"Somers School District","=""1290011""","Learning Disability",57,3.5,34.8
"Somers School District","=""1290011""","Other Disabilities",13,0.8,7.9
"Somers School District","=""1290011""","Other Health Impairment",21,1.3,12.8
"Somers School District","=""1290011""","Speech Language Impairment",39,2.4,23.8
"South Windsor School District","=""1320011""","All Disabilities",514,11.5,100.0
"South Windsor School District","=""1320011""","Autism",64,1.4,12.5
"South Windsor School District","=""1320011""","Emotional Disturbance",12,0.3,2.3
"South Windsor School District","=""1320011""","Intellectual Disability",12,0.3,2.3
"South Windsor School District","=""1320011""","Learning Disability",121,2.7,23.5
"South Windsor School District","=""1320011""","Other Disabilities",52,1.2,10.1
"South Windsor School District","=""1320011""","Other Health Impairment",179,4.0,34.8
"South Windsor School District","=""1320011""","Speech Language Impairment",74,1.7,14.4
"Southington School District","=""1310011""","All Disabilities",722,10.8,100.0
"Southington School District","=""1310011""","Autism",77,1.1,10.7
"Southington School District","=""1310011""","Emotional Disturbance",68,1.0,9.4
"Southington School District","=""1310011""","Intellectual Disability",16,0.2,2.2
"Southington School District","=""1310011""","Learning Disability",220,3.3,30.5
"Southington School District","=""1310011""","Other Disabilities",60,0.9,8.3
"Southington School District","=""1310011""","Other Health Impairment",147,2.2,20.4
"Southington School District","=""1310011""","Speech Language Impairment",134,2.0,18.6
"Sprague School District","=""1330011""","All Disabilities",41,9.2,100.0
"Sprague School District","=""1330011""","Autism","*","*","*"
"Sprague School District","=""1330011""","Emotional Disturbance",6,1.3,14.6
"Sprague School District","=""1330011""","Intellectual Disability","*","*","*"
"Sprague School District","=""1330011""","Learning Disability","*","*","*"
"Sprague School District","=""1330011""","Other Disabilities","*","*","*"
"Sprague School District","=""1330011""","Other Health Impairment",9,2.0,22.0
"Sprague School District","=""1330011""","Speech Language Impairment",10,2.2,24.4
"Stafford School District","=""1340011""","All Disabilities",168,9.8,100.0
"Stafford School District","=""1340011""","Autism",24,1.4,14.3
"Stafford School District","=""1340011""","Emotional Disturbance",23,1.3,13.7
"Stafford School District","=""1340011""","Intellectual Disability",8,0.5,4.8
"Stafford School District","=""1340011""","Learning Disability",53,3.1,31.5
"Stafford School District","=""1340011""","Other Disabilities",10,0.6,6.0
"Stafford School District","=""1340011""","Other Health Impairment",26,1.5,15.5
"Stafford School District","=""1340011""","Speech Language Impairment",24,1.4,14.3
"Stamford School District","=""1350011""","All Disabilities",1463,9.5,100.0
"Stamford School District","=""1350011""","Autism",119,0.8,8.1
"Stamford School District","=""1350011""","Emotional Disturbance",41,0.3,2.8
"Stamford School District","=""1350011""","Intellectual Disability",53,0.3,3.6
"Stamford School District","=""1350011""","Learning Disability",587,3.8,40.1
"Stamford School District","=""1350011""","Other Disabilities",177,1.1,12.1
"Stamford School District","=""1350011""","Other Health Impairment",232,1.5,15.9
"Stamford School District","=""1350011""","Speech Language Impairment",254,1.6,17.4
"Sterling School District","=""1360011""","All Disabilities",69,11.5,100.0
"Sterling School District","=""1360011""","Autism","*","*","*"
"Sterling School District","=""1360011""","Emotional Disturbance",7,1.2,10.1
"Sterling School District","=""1360011""","Intellectual Disability","*","*","*"
"Sterling School District","=""1360011""","Learning Disability",20,3.3,29.0
"Sterling School District","=""1360011""","Other Disabilities",12,2.0,17.4
"Sterling School District","=""1360011""","Other Health Impairment",9,1.5,13.0
"Sterling School District","=""1360011""","Speech Language Impairment",13,2.2,18.8
"Stonington School District","=""1370011""","All Disabilities",304,12.4,100.0
"Stonington School District","=""1370011""","Autism",41,1.7,13.5
"Stonington School District","=""1370011""","Emotional Disturbance",25,1.0,8.2
"Stonington School District","=""1370011""","Intellectual Disability",14,0.6,4.6
"Stonington School District","=""1370011""","Learning Disability",126,5.2,41.4
"Stonington School District","=""1370011""","Other Disabilities",16,0.7,5.3
"Stonington School District","=""1370011""","Other Health Impairment",47,1.9,15.5
"Stonington School District","=""1370011""","Speech Language Impairment",35,1.4,11.5
"Stratford School District","=""1380011""","All Disabilities",697,9.5,100.0
"Stratford School District","=""1380011""","Autism",106,1.4,15.2
"Stratford School District","=""1380011""","Emotional Disturbance",42,0.6,6.0
"Stratford School District","=""1380011""","Intellectual Disability",35,0.5,5.0
"Stratford School District","=""1380011""","Learning Disability",208,2.8,29.8
"Stratford School District","=""1380011""","Other Disabilities",70,1.0,10.0
"Stratford School District","=""1380011""","Other Health Impairment",185,2.5,26.5
"Stratford School District","=""1380011""","Speech Language Impairment",51,0.7,7.3
"Suffield School District","=""1390011""","All Disabilities",247,10.3,100.0
"Suffield School District","=""1390011""","Autism",37,1.5,15.0
"Suffield School District","=""1390011""","Emotional Disturbance",8,0.3,3.2
"Suffield School District","=""1390011""","Intellectual Disability",9,0.4,3.6
"Suffield School District","=""1390011""","Learning Disability",96,4.0,38.9
"Suffield School District","=""1390011""","Other Disabilities",6,0.3,2.4
"Suffield School District","=""1390011""","Other Health Impairment",49,2.0,19.8
"Suffield School District","=""1390011""","Speech Language Impairment",42,1.8,17.0
"Thomaston School District","=""1400011""","All Disabilities",137,11.7,100.0
"Thomaston School District","=""1400011""","Autism","*","*","*"
"Thomaston School District","=""1400011""","Emotional Disturbance",11,0.9,8.0
"Thomaston School District","=""1400011""","Intellectual Disability","*","*","*"
"Thomaston School District","=""1400011""","Learning Disability",45,3.8,32.8
"Thomaston School District","=""1400011""","Other Disabilities",18,1.5,13.1
"Thomaston School District","=""1400011""","Other Health Impairment",34,2.9,24.8
"Thomaston School District","=""1400011""","Speech Language Impairment",22,1.9,16.1
"Thompson School District","=""1410011""","All Disabilities",132,10.9,100.0
"Thompson School District","=""1410011""","Autism",7,0.6,5.3
"Thompson School District","=""1410011""","Emotional Disturbance",11,0.9,8.3
"Thompson School District","=""1410011""","Intellectual Disability","*","*","*"
"Thompson School District","=""1410011""","Learning Disability",28,2.3,21.2
"Thompson School District","=""1410011""","Other Disabilities","*","*","*"
"Thompson School District","=""1410011""","Other Health Impairment",36,3.0,27.3
"Thompson School District","=""1410011""","Speech Language Impairment",45,3.7,34.1
"Tolland School District","=""1420011""","All Disabilities",311,10.4,100.0
"Tolland School District","=""1420011""","Autism",46,1.5,14.8
"Tolland School District","=""1420011""","Emotional Disturbance",25,0.8,8.0
"Tolland School District","=""1420011""","Intellectual Disability",12,0.4,3.9
"Tolland School District","=""1420011""","Learning Disability",123,4.1,39.5
"Tolland School District","=""1420011""","Other Disabilities",19,0.6,6.1
"Tolland School District","=""1420011""","Other Health Impairment",62,2.1,19.9
"Tolland School District","=""1420011""","Speech Language Impairment",24,0.8,7.7
"Torrington School District","=""1430011""","All Disabilities",772,16.7,100.0
"Torrington School District","=""1430011""","Autism",55,1.2,7.1
"Torrington School District","=""1430011""","Emotional Disturbance",70,1.5,9.1
"Torrington School District","=""1430011""","Intellectual Disability",19,0.4,2.5
"Torrington School District","=""1430011""","Learning Disability",297,6.4,38.5
"Torrington School District","=""1430011""","Other Disabilities",95,2.1,12.3
"Torrington School District","=""1430011""","Other Health Impairment",134,2.9,17.4
"Torrington School District","=""1430011""","Speech Language Impairment",102,2.2,13.2
"Trumbull School District","=""1440011""","All Disabilities",565,8.5,100.0
"Trumbull School District","=""1440011""","Autism",87,1.3,15.4
"Trumbull School District","=""1440011""","Emotional Disturbance",44,0.7,7.8
"Trumbull School District","=""1440011""","Intellectual Disability",26,0.4,4.6
"Trumbull School District","=""1440011""","Learning Disability",175,2.6,31.0
"Trumbull School District","=""1440011""","Other Disabilities",54,0.8,9.6
"Trumbull School District","=""1440011""","Other Health Impairment",136,2.0,24.1
"Trumbull School District","=""1440011""","Speech Language Impairment",43,0.6,7.6
"Unified School District #1","=""3360015""","All Disabilities",296,39.8,100.0
"Unified School District #1","=""3360015""","Emotional Disturbance",127,17.1,42.9
"Unified School District #1","=""3360015""","Intellectual Disability",6,0.8,2.0
"Unified School District #1","=""3360015""","Learning Disability",90,12.1,30.4
"Unified School District #1","=""3360015""","Other Disabilities","*","*","*"
"Unified School District #1","=""3360015""","Other Health Impairment",63,8.5,21.3
"Unified School District #1","=""3360015""","Speech Language Impairment","*","*","*"
"Unified School District #2","=""3470015""","All Disabilities",199,75.7,100.0
"Unified School District #2","=""3470015""","Autism","*","*","*"
"Unified School District #2","=""3470015""","Emotional Disturbance",129,49.0,64.8
"Unified School District #2","=""3470015""","Intellectual Disability",6,2.3,3.0
"Unified School District #2","=""3470015""","Learning Disability",14,5.3,7.0
"Unified School District #2","=""3470015""","Other Disabilities",21,8.0,10.6
"Unified School District #2","=""3470015""","Other Health Impairment",24,9.1,12.1
"Unified School District #2","=""3470015""","Speech Language Impairment","*","*","*"
"Union School District","=""1450011""","All Disabilities",11,10.8,100.0
"Union School District","=""1450011""","Learning Disability","*","*","*"
"Union School District","=""1450011""","Other Health Impairment",6,5.9,54.5
"Union School District","=""1450011""","Speech Language Impairment","*","*","*"
"Vernon School District","=""1460011""","All Disabilities",425,11.8,100.0
"Vernon School District","=""1460011""","Autism",39,1.1,9.2
"Vernon School District","=""1460011""","Emotional Disturbance",48,1.3,11.3
"Vernon School District","=""1460011""","Intellectual Disability",24,0.7,5.6
"Vernon School District","=""1460011""","Learning Disability",117,3.2,27.5
"Vernon School District","=""1460011""","Other Disabilities",39,1.1,9.2
"Vernon School District","=""1460011""","Other Health Impairment",59,1.6,13.9
"Vernon School District","=""1460011""","Speech Language Impairment",99,2.7,23.3
"Voluntown School District","=""1470011""","All Disabilities",45,11.0,100.0
"Voluntown School District","=""1470011""","Autism","*","*","*"
"Voluntown School District","=""1470011""","Emotional Disturbance","*","*","*"
"Voluntown School District","=""1470011""","Intellectual Disability","*","*","*"
"Voluntown School District","=""1470011""","Learning Disability",15,3.7,33.3
"Voluntown School District","=""1470011""","Other Disabilities","*","*","*"
"Voluntown School District","=""1470011""","Other Health Impairment","*","*","*"
"Voluntown School District","=""1470011""","Speech Language Impairment",17,4.1,37.8
"Wallingford School District","=""1480011""","All Disabilities",797,12.6,100.0
"Wallingford School District","=""1480011""","Autism",86,1.4,10.8
"Wallingford School District","=""1480011""","Emotional Disturbance",47,0.7,5.9
"Wallingford School District","=""1480011""","Intellectual Disability",23,0.4,2.9
"Wallingford School District","=""1480011""","Learning Disability",251,4.0,31.5
"Wallingford School District","=""1480011""","Other Disabilities",60,1.0,7.5
"Wallingford School District","=""1480011""","Other Health Impairment",193,3.1,24.2
"Wallingford School District","=""1480011""","Speech Language Impairment",137,2.2,17.2
"Waterbury School District","=""1510011""","All Disabilities",2803,16.5,100.0
"Waterbury School District","=""1510011""","Autism",179,1.1,6.4
"Waterbury School District","=""1510011""","Emotional Disturbance",222,1.3,7.9
"Waterbury School District","=""1510011""","Intellectual Disability",111,0.7,4.0
"Waterbury School District","=""1510011""","Learning Disability",891,5.2,31.8
"Waterbury School District","=""1510011""","Other Disabilities",239,1.4,8.5
"Waterbury School District","=""1510011""","Other Health Impairment",545,3.2,19.4
"Waterbury School District","=""1510011""","Speech Language Impairment",616,3.6,22.0
"Waterford School District","=""1520011""","All Disabilities",340,12.0,100.0
"Waterford School District","=""1520011""","Autism",28,1.0,8.2
"Waterford School District","=""1520011""","Emotional Disturbance",38,1.3,11.2
"Waterford School District","=""1520011""","Intellectual Disability",16,0.6,4.7
"Waterford School District","=""1520011""","Learning Disability",90,3.2,26.5
"Waterford School District","=""1520011""","Other Disabilities",22,0.8,6.5
"Waterford School District","=""1520011""","Other Health Impairment",87,3.1,25.6
"Waterford School District","=""1520011""","Speech Language Impairment",59,2.1,17.4
"Watertown School District","=""1530011""","All Disabilities",333,10.9,100.0
"Watertown School District","=""1530011""","Autism",30,1.0,9.0
"Watertown School District","=""1530011""","Emotional Disturbance",25,0.8,7.5
"Watertown School District","=""1530011""","Intellectual Disability",19,0.6,5.7
"Watertown School District","=""1530011""","Learning Disability",111,3.6,33.3
"Watertown School District","=""1530011""","Other Disabilities",19,0.6,5.7
"Watertown School District","=""1530011""","Other Health Impairment",92,3.0,27.6
"Watertown School District","=""1530011""","Speech Language Impairment",37,1.2,11.1
"West Hartford School District","=""1550011""","All Disabilities",1089,10.7,100.0
"West Hartford School District","=""1550011""","Autism",154,1.5,14.1
"West Hartford School District","=""1550011""","Emotional Disturbance",55,0.5,5.1
"West Hartford School District","=""1550011""","Intellectual Disability",27,0.3,2.5
"West Hartford School District","=""1550011""","Learning Disability",310,3.0,28.5
"West Hartford School District","=""1550011""","Other Disabilities",123,1.2,11.3
"West Hartford School District","=""1550011""","Other Health Impairment",234,2.3,21.5
"West Hartford School District","=""1550011""","Speech Language Impairment",186,1.8,17.1
"West Haven School District","=""1560011""","All Disabilities",830,11.8,100.0
"West Haven School District","=""1560011""","Autism",73,1.0,8.8
"West Haven School District","=""1560011""","Emotional Disturbance",59,0.8,7.1
"West Haven School District","=""1560011""","Intellectual Disability",23,0.3,2.8
"West Haven School District","=""1560011""","Learning Disability",236,3.4,28.4
"West Haven School District","=""1560011""","Other Disabilities",131,1.9,15.8
"West Haven School District","=""1560011""","Other Health Impairment",111,1.6,13.4
"West Haven School District","=""1560011""","Speech Language Impairment",197,2.8,23.7
"Westbrook School District","=""1540011""","All Disabilities",75,8.3,100.0
"Westbrook School District","=""1540011""","Autism",9,1.0,12.0
"Westbrook School District","=""1540011""","Emotional Disturbance","*","*","*"
"Westbrook School District","=""1540011""","Intellectual Disability","*","*","*"
"Westbrook School District","=""1540011""","Learning Disability",35,3.9,46.7
"Westbrook School District","=""1540011""","Other Disabilities","*","*","*"
"Westbrook School District","=""1540011""","Other Health Impairment",11,1.2,14.7
"Westbrook School District","=""1540011""","Speech Language Impairment",8,0.9,10.7
"Weston School District","=""1570011""","All Disabilities",218,8.8,100.0
"Weston School District","=""1570011""","Autism",36,1.5,16.5
"Weston School District","=""1570011""","Emotional Disturbance","*","*","*"
"Weston School District","=""1570011""","Intellectual Disability","*","*","*"
"Weston School District","=""1570011""","Learning Disability",70,2.8,32.1
"Weston School District","=""1570011""","Other Disabilities",11,0.4,5.0
"Weston School District","=""1570011""","Other Health Impairment",55,2.2,25.2
"Weston School District","=""1570011""","Speech Language Impairment",36,1.5,16.5
"Westport School District","=""1580011""","All Disabilities",567,9.9,100.0
"Westport School District","=""1580011""","Autism",55,1.0,9.7
"Westport School District","=""1580011""","Emotional Disturbance",31,0.5,5.5
"Westport School District","=""1580011""","Intellectual Disability",7,0.1,1.2
"Westport School District","=""1580011""","Learning Disability",251,4.4,44.3
"Westport School District","=""1580011""","Other Disabilities",43,0.8,7.6
"Westport School District","=""1580011""","Other Health Impairment",87,1.5,15.3
"Westport School District","=""1580011""","Speech Language Impairment",93,1.6,16.4
"Wethersfield School District","=""1590011""","All Disabilities",421,11.1,100.0
"Wethersfield School District","=""1590011""","Autism",58,1.5,13.8
"Wethersfield School District","=""1590011""","Emotional Disturbance",24,0.6,5.7
"Wethersfield School District","=""1590011""","Intellectual Disability",19,0.5,4.5
"Wethersfield School District","=""1590011""","Learning Disability",104,2.7,24.7
"Wethersfield School District","=""1590011""","Other Disabilities",45,1.2,10.7
"Wethersfield School District","=""1590011""","Other Health Impairment",57,1.5,13.5
"Wethersfield School District","=""1590011""","Speech Language Impairment",114,3.0,27.1
"Willington School District","=""1600011""","All Disabilities",60,12.6,100.0
"Willington School District","=""1600011""","Autism",6,1.3,10.0
"Willington School District","=""1600011""","Emotional Disturbance","*","*","*"
"Willington School District","=""1600011""","Intellectual Disability","*","*","*"
"Willington School District","=""1600011""","Learning Disability",20,4.2,33.3
"Willington School District","=""1600011""","Other Disabilities","*","*","*"
"Willington School District","=""1600011""","Other Health Impairment",11,2.3,18.3
"Willington School District","=""1600011""","Speech Language Impairment",16,3.4,26.7
"Wilton School District","=""1610011""","All Disabilities",463,10.8,100.0
"Wilton School District","=""1610011""","Autism",54,1.3,11.7
"Wilton School District","=""1610011""","Emotional Disturbance",17,0.4,3.7
"Wilton School District","=""1610011""","Intellectual Disability",6,0.1,1.3
"Wilton School District","=""1610011""","Learning Disability",214,5.0,46.2
"Wilton School District","=""1610011""","Other Disabilities",24,0.6,5.2
"Wilton School District","=""1610011""","Other Health Impairment",94,2.2,20.3
"Wilton School District","=""1610011""","Speech Language Impairment",54,1.3,11.7
"Winchester School District","=""1620011""","All Disabilities",259,19.4,100.0
"Winchester School District","=""1620011""","Autism",41,3.1,15.8
"Winchester School District","=""1620011""","Emotional Disturbance",28,2.1,10.8
"Winchester School District","=""1620011""","Intellectual Disability",10,0.8,3.9
"Winchester School District","=""1620011""","Learning Disability",77,5.8,29.7
"Winchester School District","=""1620011""","Other Disabilities",13,1.0,5.0
"Winchester School District","=""1620011""","Other Health Impairment",42,3.2,16.2
