"Primary Disability (K-12), 2015-16"
"All Districts"

"",,,"2015-16",,
"Regional School District 08","=""2080012""","Other Health Impairment",61,3.6,30.2
"Regional School District 08","=""2080012""","Speech Language Impairment",7,0.4,3.5
"Regional School District 09","=""2090012""","All Disabilities",130,12.3,100.0
"Regional School District 09","=""2090012""","Autism",21,2.0,16.2
"Regional School District 09","=""2090012""","Emotional Disturbance",11,1.0,8.5
"Regional School District 09","=""2090012""","Intellectual Disability","*","*","*"
"Regional School District 09","=""2090012""","Learning Disability",46,4.4,35.4
"Regional School District 09","=""2090012""","Other Disabilities","*","*","*"
"Regional School District 09","=""2090012""","Other Health Impairment",39,3.7,30.0
"Regional School District 09","=""2090012""","Speech Language Impairment",9,0.9,6.9
"Regional School District 10","=""2100012""","All Disabilities",247,10.1,100.0
"Regional School District 10","=""2100012""","Autism",42,1.7,17.0
"Regional School District 10","=""2100012""","Emotional Disturbance",13,0.5,5.3
"Regional School District 10","=""2100012""","Intellectual Disability",7,0.3,2.8
"Regional School District 10","=""2100012""","Learning Disability",90,3.7,36.4
"Regional School District 10","=""2100012""","Other Disabilities",21,0.9,8.5
"Regional School District 10","=""2100012""","Other Health Impairment",47,1.9,19.0
"Regional School District 10","=""2100012""","Speech Language Impairment",27,1.1,10.9
"Regional School District 11","=""2110012""","All Disabilities",61,21.5,100.0
"Regional School District 11","=""2110012""","Autism","*","*","*"
"Regional School District 11","=""2110012""","Emotional Disturbance",8,2.8,13.1
"Regional School District 11","=""2110012""","Intellectual Disability","*","*","*"
"Regional School District 11","=""2110012""","Learning Disability",15,5.3,24.6
"Regional School District 11","=""2110012""","Other Disabilities",8,2.8,13.1
"Regional School District 11","=""2110012""","Other Health Impairment",18,6.3,29.5
"Regional School District 11","=""2110012""","Speech Language Impairment","*","*","*"
"Regional School District 12","=""2120012""","All Disabilities",112,16.7,100.0
"Regional School District 12","=""2120012""","Autism",13,1.9,11.6
"Regional School District 12","=""2120012""","Emotional Disturbance",6,0.9,5.4
"Regional School District 12","=""2120012""","Intellectual Disability","*","*","*"
"Regional School District 12","=""2120012""","Learning Disability",42,6.3,37.5
"Regional School District 12","=""2120012""","Other Disabilities","*","*","*"
"Regional School District 12","=""2120012""","Other Health Impairment",27,4.0,24.1
"Regional School District 12","=""2120012""","Speech Language Impairment",15,2.2,13.4
"Regional School District 13","=""2130012""","All Disabilities",251,14.5,100.0
"Regional School District 13","=""2130012""","Autism",39,2.3,15.5
"Regional School District 13","=""2130012""","Emotional Disturbance","*","*","*"
"Regional School District 13","=""2130012""","Intellectual Disability",13,0.8,5.2
"Regional School District 13","=""2130012""","Learning Disability",88,5.1,35.1
"Regional School District 13","=""2130012""","Other Disabilities","*","*","*"
"Regional School District 13","=""2130012""","Other Health Impairment",49,2.8,19.5
"Regional School District 13","=""2130012""","Speech Language Impairment",50,2.9,19.9
"Regional School District 14","=""2140012""","All Disabilities",165,11.1,100.0
"Regional School District 14","=""2140012""","Autism",24,1.6,14.5
"Regional School District 14","=""2140012""","Emotional Disturbance",11,0.7,6.7
"Regional School District 14","=""2140012""","Intellectual Disability","*","*","*"
"Regional School District 14","=""2140012""","Learning Disability",70,4.7,42.4
"Regional School District 14","=""2140012""","Other Disabilities","*","*","*"
"Regional School District 14","=""2140012""","Other Health Impairment",34,2.3,20.6
"Regional School District 14","=""2140012""","Speech Language Impairment",15,1.0,9.1
"Regional School District 15","=""2150012""","All Disabilities",501,13.2,100.0
"Regional School District 15","=""2150012""","Autism",83,2.2,16.6
"Regional School District 15","=""2150012""","Emotional Disturbance",20,0.5,4.0
"Regional School District 15","=""2150012""","Intellectual Disability",8,0.2,1.6
"Regional School District 15","=""2150012""","Learning Disability",186,4.9,37.1
"Regional School District 15","=""2150012""","Other Disabilities",38,1.0,7.6
"Regional School District 15","=""2150012""","Other Health Impairment",93,2.5,18.6
"Regional School District 15","=""2150012""","Speech Language Impairment",73,1.9,14.6
"Regional School District 16","=""2160012""","All Disabilities",316,14.1,100.0
"Regional School District 16","=""2160012""","Autism",46,2.0,14.6
"Regional School District 16","=""2160012""","Emotional Disturbance",7,0.3,2.2
"Regional School District 16","=""2160012""","Intellectual Disability",8,0.4,2.5
"Regional School District 16","=""2160012""","Learning Disability",91,4.1,28.8
"Regional School District 16","=""2160012""","Other Disabilities",24,1.1,7.6
"Regional School District 16","=""2160012""","Other Health Impairment",65,2.9,20.6
"Regional School District 16","=""2160012""","Speech Language Impairment",75,3.3,23.7
"Regional School District 17","=""2170012""","All Disabilities",346,16.3,100.0
"Regional School District 17","=""2170012""","Autism",37,1.7,10.7
"Regional School District 17","=""2170012""","Emotional Disturbance",24,1.1,6.9
"Regional School District 17","=""2170012""","Intellectual Disability",6,0.3,1.7
"Regional School District 17","=""2170012""","Learning Disability",136,6.4,39.3
"Regional School District 17","=""2170012""","Other Disabilities",30,1.4,8.7
"Regional School District 17","=""2170012""","Other Health Impairment",79,3.7,22.8
"Regional School District 17","=""2170012""","Speech Language Impairment",34,1.6,9.8
"Regional School District 18","=""2180012""","All Disabilities",158,12.0,100.0
"Regional School District 18","=""2180012""","Autism",18,1.4,11.4
"Regional School District 18","=""2180012""","Emotional Disturbance",15,1.1,9.5
"Regional School District 18","=""2180012""","Intellectual Disability",7,0.5,4.4
"Regional School District 18","=""2180012""","Learning Disability",58,4.4,36.7
"Regional School District 18","=""2180012""","Other Disabilities",7,0.5,4.4
"Regional School District 18","=""2180012""","Other Health Impairment",25,1.9,15.8
"Regional School District 18","=""2180012""","Speech Language Impairment",28,2.1,17.7
"Regional School District 19","=""2190012""","All Disabilities",173,17.7,100.0
"Regional School District 19","=""2190012""","Autism",22,2.3,12.7
"Regional School District 19","=""2190012""","Emotional Disturbance",25,2.6,14.5
"Regional School District 19","=""2190012""","Intellectual Disability","*","*","*"
"Regional School District 19","=""2190012""","Learning Disability",59,6.0,34.1
"Regional School District 19","=""2190012""","Other Disabilities","*","*","*"
"Regional School District 19","=""2190012""","Other Health Impairment",43,4.4,24.9
"Regional School District 19","=""2190012""","Speech Language Impairment",11,1.1,6.4
"Ridgefield School District","=""1180011""","All Disabilities",451,9.0,100.0
"Ridgefield School District","=""1180011""","Autism",69,1.4,15.3
"Ridgefield School District","=""1180011""","Emotional Disturbance",56,1.1,12.4
"Ridgefield School District","=""1180011""","Intellectual Disability",8,0.2,1.8
"Ridgefield School District","=""1180011""","Learning Disability",169,3.4,37.5
"Ridgefield School District","=""1180011""","Other Disabilities",18,0.4,4.0
"Ridgefield School District","=""1180011""","Other Health Impairment",74,1.5,16.4
"Ridgefield School District","=""1180011""","Speech Language Impairment",57,1.1,12.6
"Rocky Hill School District","=""1190011""","All Disabilities",262,9.5,100.0
"Rocky Hill School District","=""1190011""","Autism",44,1.6,16.8
"Rocky Hill School District","=""1190011""","Emotional Disturbance",16,0.6,6.1
"Rocky Hill School District","=""1190011""","Intellectual Disability",9,0.3,3.4
"Rocky Hill School District","=""1190011""","Learning Disability",83,3.0,31.7
"Rocky Hill School District","=""1190011""","Other Disabilities",23,0.8,8.8
"Rocky Hill School District","=""1190011""","Other Health Impairment",56,2.0,21.4
"Rocky Hill School District","=""1190011""","Speech Language Impairment",31,1.1,11.8
"Salem School District","=""1210011""","All Disabilities",94,15.1,100.0
"Salem School District","=""1210011""","Autism",12,1.9,12.8
"Salem School District","=""1210011""","Emotional Disturbance",7,1.1,7.4
"Salem School District","=""1210011""","Intellectual Disability","*","*","*"
"Salem School District","=""1210011""","Learning Disability",34,5.5,36.2
"Salem School District","=""1210011""","Other Disabilities","*","*","*"
"Salem School District","=""1210011""","Other Health Impairment",21,3.4,22.3
"Salem School District","=""1210011""","Speech Language Impairment",9,1.4,9.6
"Salisbury School District","=""1220011""","All Disabilities",29,11.2,100.0
"Salisbury School District","=""1220011""","Autism","*","*","*"
"Salisbury School District","=""1220011""","Emotional Disturbance","*","*","*"
"Salisbury School District","=""1220011""","Learning Disability",9,3.5,31.0
"Salisbury School District","=""1220011""","Other Disabilities","*","*","*"
"Salisbury School District","=""1220011""","Other Health Impairment","*","*","*"
"Salisbury School District","=""1220011""","Speech Language Impairment",9,3.5,31.0
"Scotland School District","=""1230011""","All Disabilities",16,15.1,100.0
"Scotland School District","=""1230011""","Intellectual Disability","*","*","*"
"Scotland School District","=""1230011""","Learning Disability","*","*","*"
"Scotland School District","=""1230011""","Other Disabilities","*","*","*"
"Scotland School District","=""1230011""","Other Health Impairment","*","*","*"
"Scotland School District","=""1230011""","Speech Language Impairment",6,5.7,37.5
"Seymour School District","=""1240011""","All Disabilities",268,11.8,100.0
"Seymour School District","=""1240011""","Autism",37,1.6,13.8
"Seymour School District","=""1240011""","Emotional Disturbance",18,0.8,6.7
"Seymour School District","=""1240011""","Intellectual Disability",7,0.3,2.6
"Seymour School District","=""1240011""","Learning Disability",127,5.6,47.4
"Seymour School District","=""1240011""","Other Disabilities",14,0.6,5.2
"Seymour School District","=""1240011""","Other Health Impairment",31,1.4,11.6
"Seymour School District","=""1240011""","Speech Language Impairment",34,1.5,12.7
"Sharon School District","=""1250011""","All Disabilities",24,16.6,100.0
"Sharon School District","=""1250011""","Autism","*","*","*"
"Sharon School District","=""1250011""","Emotional Disturbance","*","*","*"
"Sharon School District","=""1250011""","Intellectual Disability","*","*","*"
"Sharon School District","=""1250011""","Learning Disability",16,11.0,66.7
"Sharon School District","=""1250011""","Other Health Impairment","*","*","*"
"Sharon School District","=""1250011""","Speech Language Impairment","*","*","*"
"Shelton School District","=""1260011""","All Disabilities",647,12.7,100.0
"Shelton School District","=""1260011""","Autism",77,1.5,11.9
"Shelton School District","=""1260011""","Emotional Disturbance",35,0.7,5.4
"Shelton School District","=""1260011""","Intellectual Disability",19,0.4,2.9
"Shelton School District","=""1260011""","Learning Disability",296,5.8,45.7
"Shelton School District","=""1260011""","Other Disabilities",28,0.6,4.3
"Shelton School District","=""1260011""","Other Health Impairment",108,2.1,16.7
"Shelton School District","=""1260011""","Speech Language Impairment",84,1.7,13.0
"Sherman School District","=""1270011""","All Disabilities",62,12.9,100.0
"Sherman School District","=""1270011""","Autism",7,1.5,11.3
"Sherman School District","=""1270011""","Emotional Disturbance","*","*","*"
"Sherman School District","=""1270011""","Intellectual Disability","*","*","*"
"Sherman School District","=""1270011""","Learning Disability",23,4.8,37.1
"Sherman School District","=""1270011""","Other Disabilities","*","*","*"
"Sherman School District","=""1270011""","Other Health Impairment",14,2.9,22.6
"Sherman School District","=""1270011""","Speech Language Impairment",10,2.1,16.1
"Simsbury School District","=""1280011""","All Disabilities",549,12.9,100.0
"Simsbury School District","=""1280011""","Autism",94,2.2,17.1
"Simsbury School District","=""1280011""","Emotional Disturbance",25,0.6,4.6
"Simsbury School District","=""1280011""","Intellectual Disability",27,0.6,4.9
"Simsbury School District","=""1280011""","Learning Disability",190,4.5,34.6
"Simsbury School District","=""1280011""","Other Disabilities",22,0.5,4.0
"Simsbury School District","=""1280011""","Other Health Impairment",142,3.3,25.9
"Simsbury School District","=""1280011""","Speech Language Impairment",49,1.2,8.9
"Somers School District","=""1290011""","All Disabilities",163,11.3,100.0
"Somers School District","=""1290011""","Autism",24,1.7,14.7
"Somers School District","=""1290011""","Emotional Disturbance",13,0.9,8.0
"Somers School District","=""1290011""","Intellectual Disability","*","*","*"
"Somers School District","=""1290011""","Learning Disability",48,3.3,29.4
"Somers School District","=""1290011""","Other Disabilities","*","*","*"
"Somers School District","=""1290011""","Other Health Impairment",40,2.8,24.5
"Somers School District","=""1290011""","Speech Language Impairment",25,1.7,15.3
"South Windsor School District","=""1320011""","All Disabilities",530,12.4,100.0
"South Windsor School District","=""1320011""","Autism",89,2.1,16.8
"South Windsor School District","=""1320011""","Emotional Disturbance",22,0.5,4.2
"South Windsor School District","=""1320011""","Intellectual Disability",14,0.3,2.6
"South Windsor School District","=""1320011""","Learning Disability",162,3.8,30.6
"South Windsor School District","=""1320011""","Other Disabilities",46,1.1,8.7
"South Windsor School District","=""1320011""","Other Health Impairment",138,3.2,26.0
"South Windsor School District","=""1320011""","Speech Language Impairment",59,1.4,11.1
"Southington School District","=""1310011""","All Disabilities",781,11.8,100.0
"Southington School District","=""1310011""","Autism",98,1.5,12.5
"Southington School District","=""1310011""","Emotional Disturbance",49,0.7,6.3
"Southington School District","=""1310011""","Intellectual Disability",9,0.1,1.2
"Southington School District","=""1310011""","Learning Disability",231,3.5,29.6
"Southington School District","=""1310011""","Other Disabilities",63,1.0,8.1
"Southington School District","=""1310011""","Other Health Impairment",206,3.1,26.4
"Southington School District","=""1310011""","Speech Language Impairment",125,1.9,16.0
"Sprague School District","=""1330011""","All Disabilities",67,14.7,100.0
"Sprague School District","=""1330011""","Autism","*","*","*"
"Sprague School District","=""1330011""","Emotional Disturbance",11,2.4,16.4
"Sprague School District","=""1330011""","Intellectual Disability","*","*","*"
"Sprague School District","=""1330011""","Learning Disability",16,3.5,23.9
"Sprague School District","=""1330011""","Other Disabilities",9,2.0,13.4
"Sprague School District","=""1330011""","Other Health Impairment",16,3.5,23.9
"Sprague School District","=""1330011""","Speech Language Impairment",10,2.2,14.9
"Stafford School District","=""1340011""","All Disabilities",190,12.5,100.0
"Stafford School District","=""1340011""","Autism",25,1.6,13.2
"Stafford School District","=""1340011""","Emotional Disturbance",23,1.5,12.1
"Stafford School District","=""1340011""","Intellectual Disability","*","*","*"
"Stafford School District","=""1340011""","Learning Disability",65,4.3,34.2
"Stafford School District","=""1340011""","Other Disabilities","*","*","*"
"Stafford School District","=""1340011""","Other Health Impairment",42,2.8,22.1
"Stafford School District","=""1340011""","Speech Language Impairment",20,1.3,10.5
"Stamford School District","=""1350011""","All Disabilities",1807,11.5,100.0
"Stamford School District","=""1350011""","Autism",167,1.1,9.2
"Stamford School District","=""1350011""","Emotional Disturbance",46,0.3,2.5
"Stamford School District","=""1350011""","Intellectual Disability",64,0.4,3.5
"Stamford School District","=""1350011""","Learning Disability",753,4.8,41.7
"Stamford School District","=""1350011""","Other Disabilities",166,1.1,9.2
"Stamford School District","=""1350011""","Other Health Impairment",360,2.3,19.9
"Stamford School District","=""1350011""","Speech Language Impairment",251,1.6,13.9
"Sterling School District","=""1360011""","All Disabilities",78,13.6,100.0
"Sterling School District","=""1360011""","Autism",11,1.9,14.1
"Sterling School District","=""1360011""","Emotional Disturbance",12,2.1,15.4
"Sterling School District","=""1360011""","Intellectual Disability","*","*","*"
"Sterling School District","=""1360011""","Learning Disability",17,3.0,21.8
"Sterling School District","=""1360011""","Other Disabilities","*","*","*"
"Sterling School District","=""1360011""","Other Health Impairment",19,3.3,24.4
"Sterling School District","=""1360011""","Speech Language Impairment",9,1.6,11.5
"Stonington School District","=""1370011""","All Disabilities",331,15.0,100.0
"Stonington School District","=""1370011""","Autism",50,2.3,15.1
"Stonington School District","=""1370011""","Emotional Disturbance",13,0.6,3.9
"Stonington School District","=""1370011""","Intellectual Disability",11,0.5,3.3
"Stonington School District","=""1370011""","Learning Disability",134,6.1,40.5
"Stonington School District","=""1370011""","Other Disabilities",13,0.6,3.9
"Stonington School District","=""1370011""","Other Health Impairment",70,3.2,21.1
"Stonington School District","=""1370011""","Speech Language Impairment",40,1.8,12.1
"Stratford School District","=""1380011""","All Disabilities",841,11.8,100.0
"Stratford School District","=""1380011""","Autism",130,1.8,15.5
"Stratford School District","=""1380011""","Emotional Disturbance",61,0.9,7.3
"Stratford School District","=""1380011""","Intellectual Disability",32,0.4,3.8
"Stratford School District","=""1380011""","Learning Disability",247,3.5,29.4
"Stratford School District","=""1380011""","Other Disabilities",89,1.2,10.6
"Stratford School District","=""1380011""","Other Health Impairment",210,2.9,25.0
"Stratford School District","=""1380011""","Speech Language Impairment",72,1.0,8.6
"Suffield School District","=""1390011""","All Disabilities",247,11.0,100.0
"Suffield School District","=""1390011""","Autism",55,2.4,22.3
"Suffield School District","=""1390011""","Emotional Disturbance",7,0.3,2.8
"Suffield School District","=""1390011""","Intellectual Disability",7,0.3,2.8
"Suffield School District","=""1390011""","Learning Disability",80,3.6,32.4
"Suffield School District","=""1390011""","Other Disabilities",14,0.6,5.7
"Suffield School District","=""1390011""","Other Health Impairment",57,2.5,23.1
"Suffield School District","=""1390011""","Speech Language Impairment",27,1.2,10.9
"Thomaston School District","=""1400011""","All Disabilities",143,14.3,100.0
"Thomaston School District","=""1400011""","Autism",17,1.7,11.9
"Thomaston School District","=""1400011""","Emotional Disturbance","*","*","*"
"Thomaston School District","=""1400011""","Intellectual Disability","*","*","*"
"Thomaston School District","=""1400011""","Learning Disability",54,5.4,37.8
"Thomaston School District","=""1400011""","Other Disabilities",18,1.8,12.6
"Thomaston School District","=""1400011""","Other Health Impairment",21,2.1,14.7
"Thomaston School District","=""1400011""","Speech Language Impairment",21,2.1,14.7
"Thompson School District","=""1410011""","All Disabilities",124,12.1,100.0
"Thompson School District","=""1410011""","Autism",14,1.4,11.3
"Thompson School District","=""1410011""","Emotional Disturbance",12,1.2,9.7
"Thompson School District","=""1410011""","Intellectual Disability","*","*","*"
"Thompson School District","=""1410011""","Learning Disability",34,3.3,27.4
"Thompson School District","=""1410011""","Other Disabilities","*","*","*"
"Thompson School District","=""1410011""","Other Health Impairment",16,1.6,12.9
"Thompson School District","=""1410011""","Speech Language Impairment",34,3.3,27.4
"Tolland School District","=""1420011""","All Disabilities",311,11.7,100.0
"Tolland School District","=""1420011""","Autism",52,2.0,16.7
"Tolland School District","=""1420011""","Emotional Disturbance",13,0.5,4.2
"Tolland School District","=""1420011""","Intellectual Disability",12,0.5,3.9
"Tolland School District","=""1420011""","Learning Disability",124,4.7,39.9
"Tolland School District","=""1420011""","Other Disabilities",29,1.1,9.3
"Tolland School District","=""1420011""","Other Health Impairment",65,2.4,20.9
"Tolland School District","=""1420011""","Speech Language Impairment",16,0.6,5.1
"Torrington School District","=""1430011""","All Disabilities",814,18.5,100.0
"Torrington School District","=""1430011""","Autism",79,1.8,9.7
"Torrington School District","=""1430011""","Emotional Disturbance",57,1.3,7.0
"Torrington School District","=""1430011""","Intellectual Disability",19,0.4,2.3
"Torrington School District","=""1430011""","Learning Disability",302,6.9,37.1
"Torrington School District","=""1430011""","Other Disabilities",82,1.9,10.1
"Torrington School District","=""1430011""","Other Health Impairment",181,4.1,22.2
"Torrington School District","=""1430011""","Speech Language Impairment",94,2.1,11.5
"Trumbull School District","=""1440011""","All Disabilities",679,10.5,100.0
"Trumbull School District","=""1440011""","Autism",99,1.5,14.6
"Trumbull School District","=""1440011""","Emotional Disturbance",45,0.7,6.6
"Trumbull School District","=""1440011""","Intellectual Disability",18,0.3,2.7
"Trumbull School District","=""1440011""","Learning Disability",224,3.5,33.0
"Trumbull School District","=""1440011""","Other Disabilities",71,1.1,10.5
"Trumbull School District","=""1440011""","Other Health Impairment",167,2.6,24.6
"Trumbull School District","=""1440011""","Speech Language Impairment",55,0.9,8.1
"Unified School District #1","=""3360015""","All Disabilities",167,42.8,100.0
"Unified School District #1","=""3360015""","Emotional Disturbance",62,15.9,37.1
"Unified School District #1","=""3360015""","Intellectual Disability","*","*","*"
"Unified School District #1","=""3360015""","Learning Disability",57,14.6,34.1
"Unified School District #1","=""3360015""","Other Disabilities","*","*","*"
"Unified School District #1","=""3360015""","Other Health Impairment",39,10.0,23.4
"Unified School District #1","=""3360015""","Speech Language Impairment","*","*","*"
"Unified School District #2","=""3470015""","All Disabilities",135,78.0,100.0
"Unified School District #2","=""3470015""","Autism","*","*","*"
"Unified School District #2","=""3470015""","Emotional Disturbance",84,48.6,62.2
"Unified School District #2","=""3470015""","Learning Disability",11,6.4,8.1
"Unified School District #2","=""3470015""","Other Disabilities",14,8.1,10.4
"Unified School District #2","=""3470015""","Other Health Impairment",21,12.1,15.6
"Unified School District #2","=""3470015""","Speech Language Impairment","*","*","*"
"Union School District","=""1450011""","All Disabilities",17,16.2,100.0
"Union School District","=""1450011""","Autism","*","*","*"
"Union School District","=""1450011""","Emotional Disturbance","*","*","*"
"Union School District","=""1450011""","Learning Disability",11,10.5,64.7
"Union School District","=""1450011""","Other Health Impairment","*","*","*"
"Union School District","=""1450011""","Speech Language Impairment","*","*","*"
"Vernon School District","=""1460011""","All Disabilities",511,15.2,100.0
"Vernon School District","=""1460011""","Autism",63,1.9,12.3
"Vernon School District","=""1460011""","Emotional Disturbance",57,1.7,11.2
"Vernon School District","=""1460011""","Intellectual Disability",20,0.6,3.9
"Vernon School District","=""1460011""","Learning Disability",162,4.8,31.7
"Vernon School District","=""1460011""","Other Disabilities",45,1.3,8.8
"Vernon School District","=""1460011""","Other Health Impairment",66,2.0,12.9
"Vernon School District","=""1460011""","Speech Language Impairment",98,2.9,19.2
"Voluntown School District","=""1470011""","All Disabilities",65,17.1,100.0
"Voluntown School District","=""1470011""","Autism","*","*","*"
"Voluntown School District","=""1470011""","Emotional Disturbance","*","*","*"
"Voluntown School District","=""1470011""","Intellectual Disability","*","*","*"
"Voluntown School District","=""1470011""","Learning Disability",32,8.4,49.2
"Voluntown School District","=""1470011""","Other Disabilities","*","*","*"
"Voluntown School District","=""1470011""","Other Health Impairment",6,1.6,9.2
"Voluntown School District","=""1470011""","Speech Language Impairment",16,4.2,24.6
"Wallingford School District","=""1480011""","All Disabilities",694,11.9,100.0
"Wallingford School District","=""1480011""","Autism",90,1.5,13.0
"Wallingford School District","=""1480011""","Emotional Disturbance",39,0.7,5.6
"Wallingford School District","=""1480011""","Intellectual Disability",24,0.4,3.5
"Wallingford School District","=""1480011""","Learning Disability",214,3.7,30.8
"Wallingford School District","=""1480011""","Other Disabilities",47,0.8,6.8
"Wallingford School District","=""1480011""","Other Health Impairment",167,2.9,24.1
"Wallingford School District","=""1480011""","Speech Language Impairment",113,1.9,16.3
"Waterbury School District","=""1510011""","All Disabilities",3307,18.6,100.0
"Waterbury School District","=""1510011""","Autism",225,1.3,6.8
"Waterbury School District","=""1510011""","Emotional Disturbance",266,1.5,8.0
"Waterbury School District","=""1510011""","Intellectual Disability",111,0.6,3.4
"Waterbury School District","=""1510011""","Learning Disability",1223,6.9,37.0
"Waterbury School District","=""1510011""","Other Disabilities",234,1.3,7.1
"Waterbury School District","=""1510011""","Other Health Impairment",704,4.0,21.3
"Waterbury School District","=""1510011""","Speech Language Impairment",544,3.1,16.4
"Waterford School District","=""1520011""","All Disabilities",388,14.4,100.0
"Waterford School District","=""1520011""","Autism",48,1.8,12.4
"Waterford School District","=""1520011""","Emotional Disturbance",40,1.5,10.3
"Waterford School District","=""1520011""","Intellectual Disability",12,0.4,3.1
"Waterford School District","=""1520011""","Learning Disability",113,4.2,29.1
"Waterford School District","=""1520011""","Other Disabilities",14,0.5,3.6
"Waterford School District","=""1520011""","Other Health Impairment",116,4.3,29.9
"Waterford School District","=""1520011""","Speech Language Impairment",45,1.7,11.6
"Watertown School District","=""1530011""","All Disabilities",351,12.5,100.0
"Watertown School District","=""1530011""","Autism",49,1.7,14.0
"Watertown School District","=""1530011""","Emotional Disturbance",30,1.1,8.5
"Watertown School District","=""1530011""","Intellectual Disability",15,0.5,4.3
"Watertown School District","=""1530011""","Learning Disability",100,3.6,28.5
"Watertown School District","=""1530011""","Other Disabilities",16,0.6,4.6
"Watertown School District","=""1530011""","Other Health Impairment",106,3.8,30.2
"Watertown School District","=""1530011""","Speech Language Impairment",35,1.2,10.0
"West Hartford School District","=""1550011""","All Disabilities",1175,11.9,100.0
"West Hartford School District","=""1550011""","Autism",210,2.1,17.9
"West Hartford School District","=""1550011""","Emotional Disturbance",70,0.7,6.0
"West Hartford School District","=""1550011""","Intellectual Disability",28,0.3,2.4
"West Hartford School District","=""1550011""","Learning Disability",307,3.1,26.1
"West Hartford School District","=""1550011""","Other Disabilities",105,1.1,8.9
"West Hartford School District","=""1550011""","Other Health Impairment",263,2.7,22.4
"West Hartford School District","=""1550011""","Speech Language Impairment",192,1.9,16.3
"West Haven School District","=""1560011""","All Disabilities",1019,14.9,100.0
"West Haven School District","=""1560011""","Autism",98,1.4,9.6
"West Haven School District","=""1560011""","Emotional Disturbance",63,0.9,6.2
"West Haven School District","=""1560011""","Intellectual Disability",20,0.3,2.0
"West Haven School District","=""1560011""","Learning Disability",336,4.9,33.0
"West Haven School District","=""1560011""","Other Disabilities",176,2.6,17.3
"West Haven School District","=""1560011""","Other Health Impairment",130,1.9,12.8
"West Haven School District","=""1560011""","Speech Language Impairment",196,2.9,19.2
"Westbrook School District","=""1540011""","All Disabilities",94,12.6,100.0
"Westbrook School District","=""1540011""","Autism",15,2.0,16.0
"Westbrook School District","=""1540011""","Emotional Disturbance",11,1.5,11.7
"Westbrook School District","=""1540011""","Intellectual Disability","*","*","*"
"Westbrook School District","=""1540011""","Learning Disability",36,4.8,38.3
"Westbrook School District","=""1540011""","Other Disabilities","*","*","*"
"Westbrook School District","=""1540011""","Other Health Impairment",15,2.0,16.0
"Westbrook School District","=""1540011""","Speech Language Impairment",9,1.2,9.6
"Weston School District","=""1570011""","All Disabilities",209,8.8,100.0
"Weston School District","=""1570011""","Autism",38,1.6,18.2
"Weston School District","=""1570011""","Emotional Disturbance","*","*","*"
"Weston School District","=""1570011""","Intellectual Disability","*","*","*"
"Weston School District","=""1570011""","Learning Disability",72,3.0,34.4
"Weston School District","=""1570011""","Other Disabilities",22,0.9,10.5
"Weston School District","=""1570011""","Other Health Impairment",42,1.8,20.1
"Weston School District","=""1570011""","Speech Language Impairment",32,1.3,15.3
"Westport School District","=""1580011""","All Disabilities",579,10.2,100.0
"Westport School District","=""1580011""","Autism",52,0.9,9.0
"Westport School District","=""1580011""","Emotional Disturbance",49,0.9,8.5
"Westport School District","=""1580011""","Intellectual Disability","*","*","*"
"Westport School District","=""1580011""","Learning Disability",236,4.2,40.8
"Westport School District","=""1580011""","Other Disabilities","*","*","*"
"Westport School District","=""1580011""","Other Health Impairment",116,2.0,20.0
"Westport School District","=""1580011""","Speech Language Impairment",84,1.5,14.5
"Wethersfield School District","=""1590011""","All Disabilities",517,13.3,100.0
"Wethersfield School District","=""1590011""","Autism",62,1.6,12.0
"Wethersfield School District","=""1590011""","Emotional Disturbance",29,0.7,5.6
"Wethersfield School District","=""1590011""","Intellectual Disability",14,0.4,2.7
"Wethersfield School District","=""1590011""","Learning Disability",150,3.9,29.0
"Wethersfield School District","=""1590011""","Other Disabilities",58,1.5,11.2
"Wethersfield School District","=""1590011""","Other Health Impairment",98,2.5,19.0
"Wethersfield School District","=""1590011""","Speech Language Impairment",106,2.7,20.5
"Willington School District","=""1600011""","All Disabilities",70,16.6,100.0
"Willington School District","=""1600011""","Autism","*","*","*"
"Willington School District","=""1600011""","Emotional Disturbance","*","*","*"
"Willington School District","=""1600011""","Intellectual Disability","*","*","*"
"Willington School District","=""1600011""","Learning Disability",24,5.7,34.3
"Willington School District","=""1600011""","Other Disabilities","*","*","*"
"Willington School District","=""1600011""","Other Health Impairment",17,4.0,24.3
"Willington School District","=""1600011""","Speech Language Impairment",15,3.6,21.4
"Wilton School District","=""1610011""","All Disabilities",539,13.1,100.0
"Wilton School District","=""1610011""","Autism",70,1.7,13.0
"Wilton School District","=""1610011""","Emotional Disturbance","*","*","*"
"Wilton School District","=""1610011""","Intellectual Disability","*","*","*"
"Wilton School District","=""1610011""","Learning Disability",231,5.6,42.9
"Wilton School District","=""1610011""","Other Disabilities",28,0.7,5.2
"Wilton School District","=""1610011""","Other Health Impairment",130,3.2,24.1
"Wilton School District","=""1610011""","Speech Language Impairment",56,1.4,10.4
"Winchester School District","=""1620011""","All Disabilities",249,21.1,100.0
"Winchester School District","=""1620011""","Autism",36,3.1,14.5
"Winchester School District","=""1620011""","Emotional Disturbance",23,1.9,9.2
"Winchester School District","=""1620011""","Intellectual Disability",10,0.8,4.0
"Winchester School District","=""1620011""","Learning Disability",71,6.0,28.5
