"Primary Disability (K-12), 2010-11"
"All Districts"

"",,,"2010-11",,
"Regional School District 08","=""2080012""","Intellectual Disability","*","*","*"
"Regional School District 08","=""2080012""","Learning Disability",98,5.3,40.5
"Regional School District 08","=""2080012""","Other Disabilities","*","*","*"
"Regional School District 08","=""2080012""","Other Health Impairment",74,4.0,30.6
"Regional School District 08","=""2080012""","Speech Language Impairment",16,0.9,6.6
"Regional School District 09","=""2090012""","All Disabilities",128,13.0,100.0
"Regional School District 09","=""2090012""","Autism",11,1.1,8.6
"Regional School District 09","=""2090012""","Emotional Disturbance",12,1.2,9.4
"Regional School District 09","=""2090012""","Intellectual Disability","*","*","*"
"Regional School District 09","=""2090012""","Learning Disability",32,3.2,25.0
"Regional School District 09","=""2090012""","Other Disabilities","*","*","*"
"Regional School District 09","=""2090012""","Other Health Impairment",49,5.0,38.3
"Regional School District 09","=""2090012""","Speech Language Impairment",14,1.4,10.9
"Regional School District 10","=""2100012""","All Disabilities",245,8.9,100.0
"Regional School District 10","=""2100012""","Autism",32,1.2,13.1
"Regional School District 10","=""2100012""","Emotional Disturbance",27,1.0,11.0
"Regional School District 10","=""2100012""","Intellectual Disability",8,0.3,3.3
"Regional School District 10","=""2100012""","Learning Disability",86,3.1,35.1
"Regional School District 10","=""2100012""","Other Disabilities",18,0.7,7.3
"Regional School District 10","=""2100012""","Other Health Impairment",41,1.5,16.7
"Regional School District 10","=""2100012""","Speech Language Impairment",33,1.2,13.5
"Regional School District 11","=""2110012""","All Disabilities",62,19.0,100.0
"Regional School District 11","=""2110012""","Autism","*","*","*"
"Regional School District 11","=""2110012""","Emotional Disturbance",15,4.6,24.2
"Regional School District 11","=""2110012""","Learning Disability",18,5.5,29.0
"Regional School District 11","=""2110012""","Other Disabilities","*","*","*"
"Regional School District 11","=""2110012""","Other Health Impairment",18,5.5,29.0
"Regional School District 11","=""2110012""","Speech Language Impairment","*","*","*"
"Regional School District 12","=""2120012""","All Disabilities",124,13.8,100.0
"Regional School District 12","=""2120012""","Autism",10,1.1,8.1
"Regional School District 12","=""2120012""","Emotional Disturbance","*","*","*"
"Regional School District 12","=""2120012""","Intellectual Disability","*","*","*"
"Regional School District 12","=""2120012""","Learning Disability",43,4.8,34.7
"Regional School District 12","=""2120012""","Other Disabilities",9,1.0,7.3
"Regional School District 12","=""2120012""","Other Health Impairment",26,2.9,21.0
"Regional School District 12","=""2120012""","Speech Language Impairment",27,3.0,21.8
"Regional School District 13","=""2130012""","All Disabilities",273,13.4,100.0
"Regional School District 13","=""2130012""","Autism",30,1.5,11.0
"Regional School District 13","=""2130012""","Emotional Disturbance",13,0.6,4.8
"Regional School District 13","=""2130012""","Intellectual Disability",9,0.4,3.3
"Regional School District 13","=""2130012""","Learning Disability",95,4.7,34.8
"Regional School District 13","=""2130012""","Other Disabilities",6,0.3,2.2
"Regional School District 13","=""2130012""","Other Health Impairment",57,2.8,20.9
"Regional School District 13","=""2130012""","Speech Language Impairment",63,3.1,23.1
"Regional School District 14","=""2140012""","All Disabilities",236,12.8,100.0
"Regional School District 14","=""2140012""","Autism",30,1.6,12.7
"Regional School District 14","=""2140012""","Emotional Disturbance",7,0.4,3.0
"Regional School District 14","=""2140012""","Intellectual Disability",6,0.3,2.5
"Regional School District 14","=""2140012""","Learning Disability",76,4.1,32.2
"Regional School District 14","=""2140012""","Other Disabilities",10,0.5,4.2
"Regional School District 14","=""2140012""","Other Health Impairment",46,2.5,19.5
"Regional School District 14","=""2140012""","Speech Language Impairment",61,3.3,25.8
"Regional School District 15","=""2150012""","All Disabilities",522,11.8,100.0
"Regional School District 15","=""2150012""","Autism",43,1.0,8.2
"Regional School District 15","=""2150012""","Emotional Disturbance",15,0.3,2.9
"Regional School District 15","=""2150012""","Intellectual Disability",7,0.2,1.3
"Regional School District 15","=""2150012""","Learning Disability",222,5.0,42.5
"Regional School District 15","=""2150012""","Other Disabilities",40,0.9,7.7
"Regional School District 15","=""2150012""","Other Health Impairment",85,1.9,16.3
"Regional School District 15","=""2150012""","Speech Language Impairment",110,2.5,21.1
"Regional School District 16","=""2160012""","All Disabilities",253,10.1,100.0
"Regional School District 16","=""2160012""","Autism",39,1.6,15.4
"Regional School District 16","=""2160012""","Emotional Disturbance",15,0.6,5.9
"Regional School District 16","=""2160012""","Intellectual Disability",10,0.4,4.0
"Regional School District 16","=""2160012""","Learning Disability",49,1.9,19.4
"Regional School District 16","=""2160012""","Other Disabilities",20,0.8,7.9
"Regional School District 16","=""2160012""","Other Health Impairment",63,2.5,24.9
"Regional School District 16","=""2160012""","Speech Language Impairment",57,2.3,22.5
"Regional School District 17","=""2170012""","All Disabilities",286,11.7,100.0
"Regional School District 17","=""2170012""","Autism",32,1.3,11.2
"Regional School District 17","=""2170012""","Emotional Disturbance",27,1.1,9.4
"Regional School District 17","=""2170012""","Intellectual Disability",9,0.4,3.1
"Regional School District 17","=""2170012""","Learning Disability",100,4.1,35.0
"Regional School District 17","=""2170012""","Other Disabilities",17,0.7,5.9
"Regional School District 17","=""2170012""","Other Health Impairment",54,2.2,18.9
"Regional School District 17","=""2170012""","Speech Language Impairment",47,1.9,16.4
"Regional School District 18","=""2180012""","All Disabilities",142,9.7,100.0
"Regional School District 18","=""2180012""","Autism",12,0.8,8.5
"Regional School District 18","=""2180012""","Emotional Disturbance",8,0.5,5.6
"Regional School District 18","=""2180012""","Intellectual Disability",7,0.5,4.9
"Regional School District 18","=""2180012""","Learning Disability",57,3.9,40.1
"Regional School District 18","=""2180012""","Other Disabilities",11,0.7,7.7
"Regional School District 18","=""2180012""","Other Health Impairment",15,1.0,10.6
"Regional School District 18","=""2180012""","Speech Language Impairment",32,2.2,22.5
"Regional School District 19","=""2190012""","All Disabilities",189,16.4,100.0
"Regional School District 19","=""2190012""","Autism",8,0.7,4.2
"Regional School District 19","=""2190012""","Emotional Disturbance",23,2.0,12.2
"Regional School District 19","=""2190012""","Intellectual Disability",11,1.0,5.8
"Regional School District 19","=""2190012""","Learning Disability",64,5.6,33.9
"Regional School District 19","=""2190012""","Other Disabilities",10,0.9,5.3
"Regional School District 19","=""2190012""","Other Health Impairment",55,4.8,29.1
"Regional School District 19","=""2190012""","Speech Language Impairment",18,1.6,9.5
"Ridgefield School District","=""1180011""","All Disabilities",436,8.1,100.0
"Ridgefield School District","=""1180011""","Autism",57,1.1,13.1
"Ridgefield School District","=""1180011""","Emotional Disturbance",35,0.6,8.0
"Ridgefield School District","=""1180011""","Intellectual Disability",14,0.3,3.2
"Ridgefield School District","=""1180011""","Learning Disability",173,3.2,39.7
"Ridgefield School District","=""1180011""","Other Disabilities",16,0.3,3.7
"Ridgefield School District","=""1180011""","Other Health Impairment",61,1.1,14.0
"Ridgefield School District","=""1180011""","Speech Language Impairment",80,1.5,18.3
"Rocky Hill School District","=""1190011""","All Disabilities",224,8.6,100.0
"Rocky Hill School District","=""1190011""","Autism",24,0.9,10.7
"Rocky Hill School District","=""1190011""","Emotional Disturbance",17,0.7,7.6
"Rocky Hill School District","=""1190011""","Intellectual Disability",7,0.3,3.1
"Rocky Hill School District","=""1190011""","Learning Disability",79,3.0,35.3
"Rocky Hill School District","=""1190011""","Other Disabilities",18,0.7,8.0
"Rocky Hill School District","=""1190011""","Other Health Impairment",32,1.2,14.3
"Rocky Hill School District","=""1190011""","Speech Language Impairment",47,1.8,21.0
"Salem School District","=""1210011""","All Disabilities",62,8.6,100.0
"Salem School District","=""1210011""","Autism",8,1.1,12.9
"Salem School District","=""1210011""","Emotional Disturbance","*","*","*"
"Salem School District","=""1210011""","Intellectual Disability","*","*","*"
"Salem School District","=""1210011""","Learning Disability",22,3.0,35.5
"Salem School District","=""1210011""","Other Disabilities",6,0.8,9.7
"Salem School District","=""1210011""","Other Health Impairment",13,1.8,21.0
"Salem School District","=""1210011""","Speech Language Impairment","*","*","*"
"Salisbury School District","=""1220011""","All Disabilities",28,9.6,100.0
"Salisbury School District","=""1220011""","Autism","*","*","*"
"Salisbury School District","=""1220011""","Emotional Disturbance","*","*","*"
"Salisbury School District","=""1220011""","Learning Disability",9,3.1,32.1
"Salisbury School District","=""1220011""","Other Disabilities",8,2.7,28.6
"Salisbury School District","=""1220011""","Other Health Impairment","*","*","*"
"Salisbury School District","=""1220011""","Speech Language Impairment","*","*","*"
"Scotland School District","=""1230011""","All Disabilities",21,17.2,100.0
"Scotland School District","=""1230011""","Autism","*","*","*"
"Scotland School District","=""1230011""","Emotional Disturbance","*","*","*"
"Scotland School District","=""1230011""","Learning Disability","*","*","*"
"Scotland School District","=""1230011""","Other Disabilities","*","*","*"
"Scotland School District","=""1230011""","Other Health Impairment","*","*","*"
"Scotland School District","=""1230011""","Speech Language Impairment",6,4.9,28.6
"Seymour School District","=""1240011""","All Disabilities",227,9.2,100.0
"Seymour School District","=""1240011""","Autism",30,1.2,13.2
"Seymour School District","=""1240011""","Emotional Disturbance",13,0.5,5.7
"Seymour School District","=""1240011""","Intellectual Disability",9,0.4,4.0
"Seymour School District","=""1240011""","Learning Disability",78,3.2,34.4
"Seymour School District","=""1240011""","Other Disabilities",19,0.8,8.4
"Seymour School District","=""1240011""","Other Health Impairment",27,1.1,11.9
"Seymour School District","=""1240011""","Speech Language Impairment",51,2.1,22.5
"Sharon School District","=""1250011""","All Disabilities",31,17.1,100.0
"Sharon School District","=""1250011""","Autism","*","*","*"
"Sharon School District","=""1250011""","Emotional Disturbance","*","*","*"
"Sharon School District","=""1250011""","Learning Disability",9,5.0,29.0
"Sharon School District","=""1250011""","Other Disabilities","*","*","*"
"Sharon School District","=""1250011""","Other Health Impairment",7,3.9,22.6
"Sharon School District","=""1250011""","Speech Language Impairment",6,3.3,19.4
"Shelton School District","=""1260011""","All Disabilities",507,9.5,100.0
"Shelton School District","=""1260011""","Autism",59,1.1,11.6
"Shelton School District","=""1260011""","Emotional Disturbance",45,0.8,8.9
"Shelton School District","=""1260011""","Intellectual Disability",12,0.2,2.4
"Shelton School District","=""1260011""","Learning Disability",143,2.7,28.2
"Shelton School District","=""1260011""","Other Disabilities",35,0.7,6.9
"Shelton School District","=""1260011""","Other Health Impairment",102,1.9,20.1
"Shelton School District","=""1260011""","Speech Language Impairment",111,2.1,21.9
"Sherman School District","=""1270011""","All Disabilities",64,11.3,100.0
"Sherman School District","=""1270011""","Autism",7,1.2,10.9
"Sherman School District","=""1270011""","Emotional Disturbance","*","*","*"
"Sherman School District","=""1270011""","Intellectual Disability","*","*","*"
"Sherman School District","=""1270011""","Learning Disability",22,3.9,34.4
"Sherman School District","=""1270011""","Other Disabilities",7,1.2,10.9
"Sherman School District","=""1270011""","Other Health Impairment",13,2.3,20.3
"Sherman School District","=""1270011""","Speech Language Impairment",13,2.3,20.3
"Simsbury School District","=""1280011""","All Disabilities",569,11.8,100.0
"Simsbury School District","=""1280011""","Autism",88,1.8,15.5
"Simsbury School District","=""1280011""","Emotional Disturbance",24,0.5,4.2
"Simsbury School District","=""1280011""","Intellectual Disability",22,0.5,3.9
"Simsbury School District","=""1280011""","Learning Disability",214,4.4,37.6
"Simsbury School District","=""1280011""","Other Disabilities",25,0.5,4.4
"Simsbury School District","=""1280011""","Other Health Impairment",96,2.0,16.9
"Simsbury School District","=""1280011""","Speech Language Impairment",100,2.1,17.6
"Somers School District","=""1290011""","All Disabilities",159,9.8,100.0
"Somers School District","=""1290011""","Autism",13,0.8,8.2
"Somers School District","=""1290011""","Emotional Disturbance",11,0.7,6.9
"Somers School District","=""1290011""","Intellectual Disability",7,0.4,4.4
"Somers School District","=""1290011""","Learning Disability",57,3.5,35.8
"Somers School District","=""1290011""","Other Disabilities",12,0.7,7.5
"Somers School District","=""1290011""","Other Health Impairment",16,1.0,10.1
"Somers School District","=""1290011""","Speech Language Impairment",43,2.6,27.0
"South Windsor School District","=""1320011""","All Disabilities",540,11.6,100.0
"South Windsor School District","=""1320011""","Autism",56,1.2,10.4
"South Windsor School District","=""1320011""","Emotional Disturbance",16,0.3,3.0
"South Windsor School District","=""1320011""","Intellectual Disability",10,0.2,1.9
"South Windsor School District","=""1320011""","Learning Disability",112,2.4,20.7
"South Windsor School District","=""1320011""","Other Disabilities",54,1.2,10.0
"South Windsor School District","=""1320011""","Other Health Impairment",198,4.3,36.7
"South Windsor School District","=""1320011""","Speech Language Impairment",94,2.0,17.4
"Southington School District","=""1310011""","All Disabilities",724,10.7,100.0
"Southington School District","=""1310011""","Autism",69,1.0,9.5
"Southington School District","=""1310011""","Emotional Disturbance",64,0.9,8.8
"Southington School District","=""1310011""","Intellectual Disability",14,0.2,1.9
"Southington School District","=""1310011""","Learning Disability",229,3.4,31.6
"Southington School District","=""1310011""","Other Disabilities",75,1.1,10.4
"Southington School District","=""1310011""","Other Health Impairment",149,2.2,20.6
"Southington School District","=""1310011""","Speech Language Impairment",124,1.8,17.1
"Sprague School District","=""1330011""","All Disabilities",44,9.8,100.0
"Sprague School District","=""1330011""","Autism","*","*","*"
"Sprague School District","=""1330011""","Emotional Disturbance",6,1.3,13.6
"Sprague School District","=""1330011""","Intellectual Disability","*","*","*"
"Sprague School District","=""1330011""","Learning Disability",6,1.3,13.6
"Sprague School District","=""1330011""","Other Disabilities","*","*","*"
"Sprague School District","=""1330011""","Other Health Impairment",8,1.8,18.2
"Sprague School District","=""1330011""","Speech Language Impairment",13,2.9,29.5
"Stafford School District","=""1340011""","All Disabilities",171,9.8,100.0
"Stafford School District","=""1340011""","Autism",24,1.4,14.0
"Stafford School District","=""1340011""","Emotional Disturbance",23,1.3,13.5
"Stafford School District","=""1340011""","Intellectual Disability",7,0.4,4.1
"Stafford School District","=""1340011""","Learning Disability",56,3.2,32.7
"Stafford School District","=""1340011""","Other Disabilities",12,0.7,7.0
"Stafford School District","=""1340011""","Other Health Impairment",23,1.3,13.5
"Stafford School District","=""1340011""","Speech Language Impairment",26,1.5,15.2
"Stamford School District","=""1350011""","All Disabilities",1404,9.2,100.0
"Stamford School District","=""1350011""","Autism",100,0.7,7.1
"Stamford School District","=""1350011""","Emotional Disturbance",40,0.3,2.8
"Stamford School District","=""1350011""","Intellectual Disability",46,0.3,3.3
"Stamford School District","=""1350011""","Learning Disability",573,3.7,40.8
"Stamford School District","=""1350011""","Other Disabilities",193,1.3,13.7
"Stamford School District","=""1350011""","Other Health Impairment",219,1.4,15.6
"Stamford School District","=""1350011""","Speech Language Impairment",233,1.5,16.6
"Sterling School District","=""1360011""","All Disabilities",65,10.5,100.0
"Sterling School District","=""1360011""","Autism",7,1.1,10.8
"Sterling School District","=""1360011""","Emotional Disturbance",6,1.0,9.2
"Sterling School District","=""1360011""","Learning Disability",22,3.5,33.8
"Sterling School District","=""1360011""","Other Disabilities",11,1.8,16.9
"Sterling School District","=""1360011""","Other Health Impairment",8,1.3,12.3
"Sterling School District","=""1360011""","Speech Language Impairment",11,1.8,16.9
"Stonington School District","=""1370011""","All Disabilities",312,12.5,100.0
"Stonington School District","=""1370011""","Autism",35,1.4,11.2
"Stonington School District","=""1370011""","Emotional Disturbance",28,1.1,9.0
"Stonington School District","=""1370011""","Intellectual Disability",13,0.5,4.2
"Stonington School District","=""1370011""","Learning Disability",129,5.2,41.3
"Stonington School District","=""1370011""","Other Disabilities",18,0.7,5.8
"Stonington School District","=""1370011""","Other Health Impairment",40,1.6,12.8
"Stonington School District","=""1370011""","Speech Language Impairment",49,2.0,15.7
"Stratford School District","=""1380011""","All Disabilities",701,9.5,100.0
"Stratford School District","=""1380011""","Autism",91,1.2,13.0
"Stratford School District","=""1380011""","Emotional Disturbance",46,0.6,6.6
"Stratford School District","=""1380011""","Intellectual Disability",35,0.5,5.0
"Stratford School District","=""1380011""","Learning Disability",224,3.0,32.0
"Stratford School District","=""1380011""","Other Disabilities",80,1.1,11.4
"Stratford School District","=""1380011""","Other Health Impairment",165,2.2,23.5
"Stratford School District","=""1380011""","Speech Language Impairment",60,0.8,8.6
"Suffield School District","=""1390011""","All Disabilities",238,9.9,100.0
"Suffield School District","=""1390011""","Autism",36,1.5,15.1
"Suffield School District","=""1390011""","Emotional Disturbance",7,0.3,2.9
"Suffield School District","=""1390011""","Intellectual Disability",11,0.5,4.6
"Suffield School District","=""1390011""","Learning Disability",94,3.9,39.5
"Suffield School District","=""1390011""","Other Disabilities",9,0.4,3.8
"Suffield School District","=""1390011""","Other Health Impairment",35,1.5,14.7
"Suffield School District","=""1390011""","Speech Language Impairment",46,1.9,19.3
"Thomaston School District","=""1400011""","All Disabilities",159,12.9,100.0
"Thomaston School District","=""1400011""","Autism","*","*","*"
"Thomaston School District","=""1400011""","Emotional Disturbance",17,1.4,10.7
"Thomaston School District","=""1400011""","Intellectual Disability","*","*","*"
"Thomaston School District","=""1400011""","Learning Disability",56,4.6,35.2
"Thomaston School District","=""1400011""","Other Disabilities",16,1.3,10.1
"Thomaston School District","=""1400011""","Other Health Impairment",35,2.8,22.0
"Thomaston School District","=""1400011""","Speech Language Impairment",28,2.3,17.6
"Thompson School District","=""1410011""","All Disabilities",139,10.9,100.0
"Thompson School District","=""1410011""","Autism",7,0.6,5.0
"Thompson School District","=""1410011""","Emotional Disturbance",14,1.1,10.1
"Thompson School District","=""1410011""","Intellectual Disability","*","*","*"
"Thompson School District","=""1410011""","Learning Disability",30,2.4,21.6
"Thompson School District","=""1410011""","Other Disabilities","*","*","*"
"Thompson School District","=""1410011""","Other Health Impairment",39,3.1,28.1
"Thompson School District","=""1410011""","Speech Language Impairment",46,3.6,33.1
"Tolland School District","=""1420011""","All Disabilities",316,10.3,100.0
"Tolland School District","=""1420011""","Autism",45,1.5,14.2
"Tolland School District","=""1420011""","Emotional Disturbance",29,0.9,9.2
"Tolland School District","=""1420011""","Intellectual Disability",11,0.4,3.5
"Tolland School District","=""1420011""","Learning Disability",118,3.8,37.3
"Tolland School District","=""1420011""","Other Disabilities",21,0.7,6.6
"Tolland School District","=""1420011""","Other Health Impairment",56,1.8,17.7
"Tolland School District","=""1420011""","Speech Language Impairment",36,1.2,11.4
"Torrington School District","=""1430011""","All Disabilities",799,17.1,100.0
"Torrington School District","=""1430011""","Autism",59,1.3,7.4
"Torrington School District","=""1430011""","Emotional Disturbance",78,1.7,9.8
"Torrington School District","=""1430011""","Intellectual Disability",18,0.4,2.3
"Torrington School District","=""1430011""","Learning Disability",318,6.8,39.8
"Torrington School District","=""1430011""","Other Disabilities",91,2.0,11.4
"Torrington School District","=""1430011""","Other Health Impairment",137,2.9,17.1
"Torrington School District","=""1430011""","Speech Language Impairment",98,2.1,12.3
"Trumbull School District","=""1440011""","All Disabilities",578,8.6,100.0
"Trumbull School District","=""1440011""","Autism",82,1.2,14.2
"Trumbull School District","=""1440011""","Emotional Disturbance",33,0.5,5.7
"Trumbull School District","=""1440011""","Intellectual Disability",28,0.4,4.8
"Trumbull School District","=""1440011""","Learning Disability",195,2.9,33.7
"Trumbull School District","=""1440011""","Other Disabilities",44,0.7,7.6
"Trumbull School District","=""1440011""","Other Health Impairment",149,2.2,25.8
"Trumbull School District","=""1440011""","Speech Language Impairment",47,0.7,8.1
"Unified School District #1","=""3360015""","All Disabilities",351,43.0,100.0
"Unified School District #1","=""3360015""","Emotional Disturbance",147,18.0,41.9
"Unified School District #1","=""3360015""","Intellectual Disability","*","*","*"
"Unified School District #1","=""3360015""","Learning Disability",124,15.2,35.3
"Unified School District #1","=""3360015""","Other Disabilities","*","*","*"
"Unified School District #1","=""3360015""","Other Health Impairment",56,6.9,16.0
"Unified School District #1","=""3360015""","Speech Language Impairment",10,1.2,2.8
"Unified School District #2","=""3470015""","All Disabilities",231,75.7,100.0
"Unified School District #2","=""3470015""","Autism","*","*","*"
"Unified School District #2","=""3470015""","Emotional Disturbance",144,47.2,62.3
"Unified School District #2","=""3470015""","Intellectual Disability","*","*","*"
"Unified School District #2","=""3470015""","Learning Disability",16,5.2,6.9
"Unified School District #2","=""3470015""","Other Disabilities",29,9.5,12.6
"Unified School District #2","=""3470015""","Other Health Impairment",32,10.5,13.9
"Unified School District #2","=""3470015""","Speech Language Impairment","*","*","*"
"Union School District","=""1450011""","All Disabilities",9,8.3,100.0
"Union School District","=""1450011""","Learning Disability","*","*","*"
"Union School District","=""1450011""","Other Health Impairment","*","*","*"
"Union School District","=""1450011""","Speech Language Impairment","*","*","*"
"Vernon School District","=""1460011""","All Disabilities",394,10.8,100.0
"Vernon School District","=""1460011""","Autism",32,0.9,8.1
"Vernon School District","=""1460011""","Emotional Disturbance",43,1.2,10.9
"Vernon School District","=""1460011""","Intellectual Disability",25,0.7,6.3
"Vernon School District","=""1460011""","Learning Disability",117,3.2,29.7
"Vernon School District","=""1460011""","Other Disabilities",34,0.9,8.6
"Vernon School District","=""1460011""","Other Health Impairment",56,1.5,14.2
"Vernon School District","=""1460011""","Speech Language Impairment",87,2.4,22.1
"Voluntown School District","=""1470011""","All Disabilities",39,9.8,100.0
"Voluntown School District","=""1470011""","Autism","*","*","*"
"Voluntown School District","=""1470011""","Emotional Disturbance","*","*","*"
"Voluntown School District","=""1470011""","Intellectual Disability","*","*","*"
"Voluntown School District","=""1470011""","Learning Disability",13,3.3,33.3
"Voluntown School District","=""1470011""","Other Disabilities","*","*","*"
"Voluntown School District","=""1470011""","Other Health Impairment","*","*","*"
"Voluntown School District","=""1470011""","Speech Language Impairment",15,3.8,38.5
"Wallingford School District","=""1480011""","All Disabilities",796,12.3,100.0
"Wallingford School District","=""1480011""","Autism",82,1.3,10.3
"Wallingford School District","=""1480011""","Emotional Disturbance",45,0.7,5.7
"Wallingford School District","=""1480011""","Intellectual Disability",29,0.4,3.6
"Wallingford School District","=""1480011""","Learning Disability",248,3.8,31.2
"Wallingford School District","=""1480011""","Other Disabilities",57,0.9,7.2
"Wallingford School District","=""1480011""","Other Health Impairment",200,3.1,25.1
"Wallingford School District","=""1480011""","Speech Language Impairment",135,2.1,17.0
"Waterbury School District","=""1510011""","All Disabilities",2869,16.8,100.0
"Waterbury School District","=""1510011""","Autism",166,1.0,5.8
"Waterbury School District","=""1510011""","Emotional Disturbance",233,1.4,8.1
"Waterbury School District","=""1510011""","Intellectual Disability",118,0.7,4.1
"Waterbury School District","=""1510011""","Learning Disability",920,5.4,32.1
"Waterbury School District","=""1510011""","Other Disabilities",272,1.6,9.5
"Waterbury School District","=""1510011""","Other Health Impairment",495,2.9,17.3
"Waterbury School District","=""1510011""","Speech Language Impairment",665,3.9,23.2
"Waterford School District","=""1520011""","All Disabilities",332,11.2,100.0
"Waterford School District","=""1520011""","Autism",27,0.9,8.1
"Waterford School District","=""1520011""","Emotional Disturbance",33,1.1,9.9
"Waterford School District","=""1520011""","Intellectual Disability",14,0.5,4.2
"Waterford School District","=""1520011""","Learning Disability",88,3.0,26.5
"Waterford School District","=""1520011""","Other Disabilities",25,0.8,7.5
"Waterford School District","=""1520011""","Other Health Impairment",86,2.9,25.9
"Waterford School District","=""1520011""","Speech Language Impairment",59,2.0,17.8
"Watertown School District","=""1530011""","All Disabilities",338,10.7,100.0
"Watertown School District","=""1530011""","Autism",31,1.0,9.2
"Watertown School District","=""1530011""","Emotional Disturbance",28,0.9,8.3
"Watertown School District","=""1530011""","Intellectual Disability",21,0.7,6.2
"Watertown School District","=""1530011""","Learning Disability",115,3.6,34.0
"Watertown School District","=""1530011""","Other Disabilities",25,0.8,7.4
"Watertown School District","=""1530011""","Other Health Impairment",86,2.7,25.4
"Watertown School District","=""1530011""","Speech Language Impairment",32,1.0,9.5
"West Hartford School District","=""1550011""","All Disabilities",1106,10.7,100.0
"West Hartford School District","=""1550011""","Autism",140,1.4,12.7
"West Hartford School District","=""1550011""","Emotional Disturbance",54,0.5,4.9
"West Hartford School District","=""1550011""","Intellectual Disability",26,0.3,2.4
"West Hartford School District","=""1550011""","Learning Disability",323,3.1,29.2
"West Hartford School District","=""1550011""","Other Disabilities",121,1.2,10.9
"West Hartford School District","=""1550011""","Other Health Impairment",231,2.2,20.9
"West Hartford School District","=""1550011""","Speech Language Impairment",211,2.0,19.1
"West Haven School District","=""1560011""","All Disabilities",811,11.3,100.0
"West Haven School District","=""1560011""","Autism",69,1.0,8.5
"West Haven School District","=""1560011""","Emotional Disturbance",65,0.9,8.0
"West Haven School District","=""1560011""","Intellectual Disability",24,0.3,3.0
"West Haven School District","=""1560011""","Learning Disability",222,3.1,27.4
"West Haven School District","=""1560011""","Other Disabilities",120,1.7,14.8
"West Haven School District","=""1560011""","Other Health Impairment",107,1.5,13.2
"West Haven School District","=""1560011""","Speech Language Impairment",204,2.8,25.2
"Westbrook School District","=""1540011""","All Disabilities",74,7.9,100.0
"Westbrook School District","=""1540011""","Autism",10,1.1,13.5
"Westbrook School District","=""1540011""","Emotional Disturbance","*","*","*"
"Westbrook School District","=""1540011""","Intellectual Disability","*","*","*"
"Westbrook School District","=""1540011""","Learning Disability",35,3.8,47.3
"Westbrook School District","=""1540011""","Other Disabilities","*","*","*"
"Westbrook School District","=""1540011""","Other Health Impairment",12,1.3,16.2
"Westbrook School District","=""1540011""","Speech Language Impairment",8,0.9,10.8
"Weston School District","=""1570011""","All Disabilities",211,8.4,100.0
"Weston School District","=""1570011""","Autism",33,1.3,15.6
"Weston School District","=""1570011""","Emotional Disturbance","*","*","*"
"Weston School District","=""1570011""","Intellectual Disability","*","*","*"
"Weston School District","=""1570011""","Learning Disability",74,2.9,35.1
"Weston School District","=""1570011""","Other Disabilities",11,0.4,5.2
"Weston School District","=""1570011""","Other Health Impairment",50,2.0,23.7
"Weston School District","=""1570011""","Speech Language Impairment",31,1.2,14.7
"Westport School District","=""1580011""","All Disabilities",591,10.3,100.0
"Westport School District","=""1580011""","Autism",48,0.8,8.1
"Westport School District","=""1580011""","Emotional Disturbance",38,0.7,6.4
"Westport School District","=""1580011""","Intellectual Disability",8,0.1,1.4
"Westport School District","=""1580011""","Learning Disability",278,4.8,47.0
"Westport School District","=""1580011""","Other Disabilities",40,0.7,6.8
"Westport School District","=""1580011""","Other Health Impairment",84,1.5,14.2
"Westport School District","=""1580011""","Speech Language Impairment",95,1.7,16.1
"Wethersfield School District","=""1590011""","All Disabilities",396,10.1,100.0
"Wethersfield School District","=""1590011""","Autism",60,1.5,15.2
"Wethersfield School District","=""1590011""","Emotional Disturbance",24,0.6,6.1
"Wethersfield School District","=""1590011""","Intellectual Disability",20,0.5,5.1
"Wethersfield School District","=""1590011""","Learning Disability",82,2.1,20.7
"Wethersfield School District","=""1590011""","Other Disabilities",45,1.2,11.4
"Wethersfield School District","=""1590011""","Other Health Impairment",56,1.4,14.1
"Wethersfield School District","=""1590011""","Speech Language Impairment",109,2.8,27.5
"Willington School District","=""1600011""","All Disabilities",71,14.4,100.0
"Willington School District","=""1600011""","Autism",7,1.4,9.9
"Willington School District","=""1600011""","Intellectual Disability","*","*","*"
"Willington School District","=""1600011""","Learning Disability",22,4.5,31.0
"Willington School District","=""1600011""","Other Disabilities","*","*","*"
"Willington School District","=""1600011""","Other Health Impairment",14,2.8,19.7
"Willington School District","=""1600011""","Speech Language Impairment",25,5.1,35.2
"Wilton School District","=""1610011""","All Disabilities",446,10.4,100.0
"Wilton School District","=""1610011""","Autism",51,1.2,11.4
"Wilton School District","=""1610011""","Emotional Disturbance",11,0.3,2.5
"Wilton School District","=""1610011""","Intellectual Disability",7,0.2,1.6
"Wilton School District","=""1610011""","Learning Disability",194,4.5,43.5
"Wilton School District","=""1610011""","Other Disabilities",31,0.7,7.0
"Wilton School District","=""1610011""","Other Health Impairment",88,2.1,19.7
"Wilton School District","=""1610011""","Speech Language Impairment",64,1.5,14.3
"Winchester School District","=""1620011""","All Disabilities",244,17.8,100.0
"Winchester School District","=""1620011""","Autism",31,2.3,12.7
"Winchester School District","=""1620011""","Emotional Disturbance",29,2.1,11.9
"Winchester School District","=""1620011""","Intellectual Disability",11,0.8,4.5
