"Primary Disability (K-12), 2012-13"
"All Districts"

"",,,"2012-13",,
"Regional School District 09","=""2090012""","All Disabilities",123,11.8,100.0
"Regional School District 09","=""2090012""","Autism",15,1.4,12.2
"Regional School District 09","=""2090012""","Emotional Disturbance",8,0.8,6.5
"Regional School District 09","=""2090012""","Intellectual Disability","*","*","*"
"Regional School District 09","=""2090012""","Learning Disability",35,3.3,28.5
"Regional School District 09","=""2090012""","Other Disabilities","*","*","*"
"Regional School District 09","=""2090012""","Other Health Impairment",42,4.0,34.1
"Regional School District 09","=""2090012""","Speech Language Impairment",14,1.3,11.4
"Regional School District 10","=""2100012""","All Disabilities",262,9.9,100.0
"Regional School District 10","=""2100012""","Autism",38,1.4,14.5
"Regional School District 10","=""2100012""","Emotional Disturbance",18,0.7,6.9
"Regional School District 10","=""2100012""","Intellectual Disability",9,0.3,3.4
"Regional School District 10","=""2100012""","Learning Disability",90,3.4,34.4
"Regional School District 10","=""2100012""","Other Disabilities",16,0.6,6.1
"Regional School District 10","=""2100012""","Other Health Impairment",52,2.0,19.8
"Regional School District 10","=""2100012""","Speech Language Impairment",39,1.5,14.9
"Regional School District 11","=""2110012""","All Disabilities",69,20.9,100.0
"Regional School District 11","=""2110012""","Autism","*","*","*"
"Regional School District 11","=""2110012""","Emotional Disturbance",11,3.3,15.9
"Regional School District 11","=""2110012""","Intellectual Disability","*","*","*"
"Regional School District 11","=""2110012""","Learning Disability",26,7.9,37.7
"Regional School District 11","=""2110012""","Other Disabilities",7,2.1,10.1
"Regional School District 11","=""2110012""","Other Health Impairment",17,5.2,24.6
"Regional School District 11","=""2110012""","Speech Language Impairment","*","*","*"
"Regional School District 12","=""2120012""","All Disabilities",126,15.6,100.0
"Regional School District 12","=""2120012""","Autism",14,1.7,11.1
"Regional School District 12","=""2120012""","Emotional Disturbance",7,0.9,5.6
"Regional School District 12","=""2120012""","Intellectual Disability",6,0.7,4.8
"Regional School District 12","=""2120012""","Learning Disability",50,6.2,39.7
"Regional School District 12","=""2120012""","Other Disabilities",7,0.9,5.6
"Regional School District 12","=""2120012""","Other Health Impairment",29,3.6,23.0
"Regional School District 12","=""2120012""","Speech Language Impairment",13,1.6,10.3
"Regional School District 13","=""2130012""","All Disabilities",278,14.2,100.0
"Regional School District 13","=""2130012""","Autism",34,1.7,12.2
"Regional School District 13","=""2130012""","Emotional Disturbance",15,0.8,5.4
"Regional School District 13","=""2130012""","Intellectual Disability","*","*","*"
"Regional School District 13","=""2130012""","Learning Disability",97,5.0,34.9
"Regional School District 13","=""2130012""","Other Disabilities","*","*","*"
"Regional School District 13","=""2130012""","Other Health Impairment",57,2.9,20.5
"Regional School District 13","=""2130012""","Speech Language Impairment",60,3.1,21.6
"Regional School District 14","=""2140012""","All Disabilities",200,11.8,100.0
"Regional School District 14","=""2140012""","Autism",31,1.8,15.5
"Regional School District 14","=""2140012""","Emotional Disturbance",7,0.4,3.5
"Regional School District 14","=""2140012""","Intellectual Disability",9,0.5,4.5
"Regional School District 14","=""2140012""","Learning Disability",65,3.8,32.5
"Regional School District 14","=""2140012""","Other Disabilities",10,0.6,5.0
"Regional School District 14","=""2140012""","Other Health Impairment",42,2.5,21.0
"Regional School District 14","=""2140012""","Speech Language Impairment",36,2.1,18.0
"Regional School District 15","=""2150012""","All Disabilities",496,12.1,100.0
"Regional School District 15","=""2150012""","Autism",66,1.6,13.3
"Regional School District 15","=""2150012""","Emotional Disturbance","*","*","*"
"Regional School District 15","=""2150012""","Intellectual Disability","*","*","*"
"Regional School District 15","=""2150012""","Learning Disability",198,4.8,39.9
"Regional School District 15","=""2150012""","Other Disabilities",37,0.9,7.5
"Regional School District 15","=""2150012""","Other Health Impairment",88,2.1,17.7
"Regional School District 15","=""2150012""","Speech Language Impairment",87,2.1,17.5
"Regional School District 16","=""2160012""","All Disabilities",266,11.2,100.0
"Regional School District 16","=""2160012""","Autism",47,2.0,17.7
"Regional School District 16","=""2160012""","Emotional Disturbance",15,0.6,5.6
"Regional School District 16","=""2160012""","Intellectual Disability",9,0.4,3.4
"Regional School District 16","=""2160012""","Learning Disability",66,2.8,24.8
"Regional School District 16","=""2160012""","Other Disabilities",21,0.9,7.9
"Regional School District 16","=""2160012""","Other Health Impairment",55,2.3,20.7
"Regional School District 16","=""2160012""","Speech Language Impairment",53,2.2,19.9
"Regional School District 17","=""2170012""","All Disabilities",311,13.7,100.0
"Regional School District 17","=""2170012""","Autism",35,1.5,11.3
"Regional School District 17","=""2170012""","Emotional Disturbance",28,1.2,9.0
"Regional School District 17","=""2170012""","Intellectual Disability",6,0.3,1.9
"Regional School District 17","=""2170012""","Learning Disability",123,5.4,39.5
"Regional School District 17","=""2170012""","Other Disabilities",22,1.0,7.1
"Regional School District 17","=""2170012""","Other Health Impairment",67,3.0,21.5
"Regional School District 17","=""2170012""","Speech Language Impairment",30,1.3,9.6
"Regional School District 18","=""2180012""","All Disabilities",158,11.1,100.0
"Regional School District 18","=""2180012""","Autism",14,1.0,8.9
"Regional School District 18","=""2180012""","Emotional Disturbance",15,1.1,9.5
"Regional School District 18","=""2180012""","Intellectual Disability",9,0.6,5.7
"Regional School District 18","=""2180012""","Learning Disability",55,3.9,34.8
"Regional School District 18","=""2180012""","Other Disabilities",6,0.4,3.8
"Regional School District 18","=""2180012""","Other Health Impairment",24,1.7,15.2
"Regional School District 18","=""2180012""","Speech Language Impairment",35,2.5,22.2
"Regional School District 19","=""2190012""","All Disabilities",174,16.0,100.0
"Regional School District 19","=""2190012""","Autism",14,1.3,8.0
"Regional School District 19","=""2190012""","Emotional Disturbance",21,1.9,12.1
"Regional School District 19","=""2190012""","Intellectual Disability",12,1.1,6.9
"Regional School District 19","=""2190012""","Learning Disability",56,5.1,32.2
"Regional School District 19","=""2190012""","Other Disabilities",7,0.6,4.0
"Regional School District 19","=""2190012""","Other Health Impairment",55,5.0,31.6
"Regional School District 19","=""2190012""","Speech Language Impairment",9,0.8,5.2
"Ridgefield School District","=""1180011""","All Disabilities",446,8.5,100.0
"Ridgefield School District","=""1180011""","Autism",72,1.4,16.1
"Ridgefield School District","=""1180011""","Emotional Disturbance",45,0.9,10.1
"Ridgefield School District","=""1180011""","Intellectual Disability",10,0.2,2.2
"Ridgefield School District","=""1180011""","Learning Disability",178,3.4,39.9
"Ridgefield School District","=""1180011""","Other Disabilities",14,0.3,3.1
"Ridgefield School District","=""1180011""","Other Health Impairment",56,1.1,12.6
"Ridgefield School District","=""1180011""","Speech Language Impairment",71,1.3,15.9
"Rocky Hill School District","=""1190011""","All Disabilities",217,8.4,100.0
"Rocky Hill School District","=""1190011""","Autism",36,1.4,16.6
"Rocky Hill School District","=""1190011""","Emotional Disturbance","*","*","*"
"Rocky Hill School District","=""1190011""","Intellectual Disability","*","*","*"
"Rocky Hill School District","=""1190011""","Learning Disability",68,2.6,31.3
"Rocky Hill School District","=""1190011""","Other Disabilities",20,0.8,9.2
"Rocky Hill School District","=""1190011""","Other Health Impairment",35,1.4,16.1
"Rocky Hill School District","=""1190011""","Speech Language Impairment",41,1.6,18.9
"Salem School District","=""1210011""","All Disabilities",62,8.9,100.0
"Salem School District","=""1210011""","Autism",9,1.3,14.5
"Salem School District","=""1210011""","Emotional Disturbance",6,0.9,9.7
"Salem School District","=""1210011""","Intellectual Disability","*","*","*"
"Salem School District","=""1210011""","Learning Disability",20,2.9,32.3
"Salem School District","=""1210011""","Other Disabilities","*","*","*"
"Salem School District","=""1210011""","Other Health Impairment",14,2.0,22.6
"Salem School District","=""1210011""","Speech Language Impairment","*","*","*"
"Salisbury School District","=""1220011""","All Disabilities",35,12.0,100.0
"Salisbury School District","=""1220011""","Autism","*","*","*"
"Salisbury School District","=""1220011""","Emotional Disturbance","*","*","*"
"Salisbury School District","=""1220011""","Learning Disability",13,4.5,37.1
"Salisbury School District","=""1220011""","Other Disabilities",7,2.4,20.0
"Salisbury School District","=""1220011""","Other Health Impairment","*","*","*"
"Salisbury School District","=""1220011""","Speech Language Impairment",7,2.4,20.0
"Scotland School District","=""1230011""","All Disabilities",21,19.1,100.0
"Scotland School District","=""1230011""","Learning Disability","*","*","*"
"Scotland School District","=""1230011""","Other Disabilities","*","*","*"
"Scotland School District","=""1230011""","Other Health Impairment","*","*","*"
"Scotland School District","=""1230011""","Speech Language Impairment",13,11.8,61.9
"Seymour School District","=""1240011""","All Disabilities",243,10.3,100.0
"Seymour School District","=""1240011""","Autism",40,1.7,16.5
"Seymour School District","=""1240011""","Emotional Disturbance",13,0.5,5.3
"Seymour School District","=""1240011""","Intellectual Disability",9,0.4,3.7
"Seymour School District","=""1240011""","Learning Disability",105,4.4,43.2
"Seymour School District","=""1240011""","Other Disabilities",11,0.5,4.5
"Seymour School District","=""1240011""","Other Health Impairment",32,1.4,13.2
"Seymour School District","=""1240011""","Speech Language Impairment",33,1.4,13.6
"Sharon School District","=""1250011""","All Disabilities",29,16.7,100.0
"Sharon School District","=""1250011""","Autism","*","*","*"
"Sharon School District","=""1250011""","Emotional Disturbance","*","*","*"
"Sharon School District","=""1250011""","Learning Disability",13,7.5,44.8
"Sharon School District","=""1250011""","Other Disabilities","*","*","*"
"Sharon School District","=""1250011""","Other Health Impairment","*","*","*"
"Sharon School District","=""1250011""","Speech Language Impairment","*","*","*"
"Shelton School District","=""1260011""","All Disabilities",569,11.0,100.0
"Shelton School District","=""1260011""","Autism",67,1.3,11.8
"Shelton School District","=""1260011""","Emotional Disturbance",33,0.6,5.8
"Shelton School District","=""1260011""","Intellectual Disability",13,0.3,2.3
"Shelton School District","=""1260011""","Learning Disability",221,4.3,38.8
"Shelton School District","=""1260011""","Other Disabilities",23,0.4,4.0
"Shelton School District","=""1260011""","Other Health Impairment",108,2.1,19.0
"Shelton School District","=""1260011""","Speech Language Impairment",104,2.0,18.3
"Sherman School District","=""1270011""","All Disabilities",69,12.6,100.0
"Sherman School District","=""1270011""","Autism",6,1.1,8.7
"Sherman School District","=""1270011""","Emotional Disturbance","*","*","*"
"Sherman School District","=""1270011""","Intellectual Disability","*","*","*"
"Sherman School District","=""1270011""","Learning Disability",23,4.2,33.3
"Sherman School District","=""1270011""","Other Disabilities",8,1.5,11.6
"Sherman School District","=""1270011""","Other Health Impairment",13,2.4,18.8
"Sherman School District","=""1270011""","Speech Language Impairment",13,2.4,18.8
"Simsbury School District","=""1280011""","All Disabilities",534,11.6,100.0
"Simsbury School District","=""1280011""","Autism",98,2.1,18.4
"Simsbury School District","=""1280011""","Emotional Disturbance",21,0.5,3.9
"Simsbury School District","=""1280011""","Intellectual Disability",18,0.4,3.4
"Simsbury School District","=""1280011""","Learning Disability",185,4.0,34.6
"Simsbury School District","=""1280011""","Other Disabilities",17,0.4,3.2
"Simsbury School District","=""1280011""","Other Health Impairment",124,2.7,23.2
"Simsbury School District","=""1280011""","Speech Language Impairment",71,1.5,13.3
"Somers School District","=""1290011""","All Disabilities",165,10.5,100.0
"Somers School District","=""1290011""","Autism",16,1.0,9.7
"Somers School District","=""1290011""","Emotional Disturbance","*","*","*"
"Somers School District","=""1290011""","Intellectual Disability","*","*","*"
"Somers School District","=""1290011""","Learning Disability",58,3.7,35.2
"Somers School District","=""1290011""","Other Disabilities",15,1.0,9.1
"Somers School District","=""1290011""","Other Health Impairment",20,1.3,12.1
"Somers School District","=""1290011""","Speech Language Impairment",37,2.4,22.4
"South Windsor School District","=""1320011""","All Disabilities",539,12.3,100.0
"South Windsor School District","=""1320011""","Autism",74,1.7,13.7
"South Windsor School District","=""1320011""","Emotional Disturbance",17,0.4,3.2
"South Windsor School District","=""1320011""","Intellectual Disability",12,0.3,2.2
"South Windsor School District","=""1320011""","Learning Disability",135,3.1,25.0
"South Windsor School District","=""1320011""","Other Disabilities",46,1.0,8.5
"South Windsor School District","=""1320011""","Other Health Impairment",183,4.2,34.0
"South Windsor School District","=""1320011""","Speech Language Impairment",72,1.6,13.4
"Southington School District","=""1310011""","All Disabilities",774,11.6,100.0
"Southington School District","=""1310011""","Autism",88,1.3,11.4
"Southington School District","=""1310011""","Emotional Disturbance",64,1.0,8.3
"Southington School District","=""1310011""","Intellectual Disability",17,0.3,2.2
"Southington School District","=""1310011""","Learning Disability",241,3.6,31.1
"Southington School District","=""1310011""","Other Disabilities",77,1.1,9.9
"Southington School District","=""1310011""","Other Health Impairment",160,2.4,20.7
"Southington School District","=""1310011""","Speech Language Impairment",127,1.9,16.4
"Sprague School District","=""1330011""","All Disabilities",40,9.0,100.0
"Sprague School District","=""1330011""","Autism","*","*","*"
"Sprague School District","=""1330011""","Emotional Disturbance","*","*","*"
"Sprague School District","=""1330011""","Intellectual Disability","*","*","*"
"Sprague School District","=""1330011""","Learning Disability","*","*","*"
"Sprague School District","=""1330011""","Other Disabilities","*","*","*"
"Sprague School District","=""1330011""","Other Health Impairment",12,2.7,30.0
"Sprague School District","=""1330011""","Speech Language Impairment",13,2.9,32.5
"Stafford School District","=""1340011""","All Disabilities",183,11.3,100.0
"Stafford School District","=""1340011""","Autism",26,1.6,14.2
"Stafford School District","=""1340011""","Emotional Disturbance",24,1.5,13.1
"Stafford School District","=""1340011""","Intellectual Disability",6,0.4,3.3
"Stafford School District","=""1340011""","Learning Disability",57,3.5,31.1
"Stafford School District","=""1340011""","Other Disabilities",19,1.2,10.4
"Stafford School District","=""1340011""","Other Health Impairment",31,1.9,16.9
"Stafford School District","=""1340011""","Speech Language Impairment",20,1.2,10.9
"Stamford School District","=""1350011""","All Disabilities",1532,9.8,100.0
"Stamford School District","=""1350011""","Autism",126,0.8,8.2
"Stamford School District","=""1350011""","Emotional Disturbance",38,0.2,2.5
"Stamford School District","=""1350011""","Intellectual Disability",56,0.4,3.7
"Stamford School District","=""1350011""","Learning Disability",618,3.9,40.3
"Stamford School District","=""1350011""","Other Disabilities",172,1.1,11.2
"Stamford School District","=""1350011""","Other Health Impairment",263,1.7,17.2
"Stamford School District","=""1350011""","Speech Language Impairment",259,1.7,16.9
"Sterling School District","=""1360011""","All Disabilities",91,14.6,100.0
"Sterling School District","=""1360011""","Autism",13,2.1,14.3
"Sterling School District","=""1360011""","Emotional Disturbance",11,1.8,12.1
"Sterling School District","=""1360011""","Intellectual Disability","*","*","*"
"Sterling School District","=""1360011""","Learning Disability",29,4.6,31.9
"Sterling School District","=""1360011""","Other Disabilities","*","*","*"
"Sterling School District","=""1360011""","Other Health Impairment",13,2.1,14.3
"Sterling School District","=""1360011""","Speech Language Impairment",13,2.1,14.3
"Stonington School District","=""1370011""","All Disabilities",305,12.7,100.0
"Stonington School District","=""1370011""","Autism",47,2.0,15.4
"Stonington School District","=""1370011""","Emotional Disturbance",25,1.0,8.2
"Stonington School District","=""1370011""","Intellectual Disability",11,0.5,3.6
"Stonington School District","=""1370011""","Learning Disability",115,4.8,37.7
"Stonington School District","=""1370011""","Other Disabilities",12,0.5,3.9
"Stonington School District","=""1370011""","Other Health Impairment",54,2.2,17.7
"Stonington School District","=""1370011""","Speech Language Impairment",41,1.7,13.4
"Stratford School District","=""1380011""","All Disabilities",722,9.9,100.0
"Stratford School District","=""1380011""","Autism",115,1.6,15.9
"Stratford School District","=""1380011""","Emotional Disturbance",42,0.6,5.8
"Stratford School District","=""1380011""","Intellectual Disability",38,0.5,5.3
"Stratford School District","=""1380011""","Learning Disability",208,2.8,28.8
"Stratford School District","=""1380011""","Other Disabilities",73,1.0,10.1
"Stratford School District","=""1380011""","Other Health Impairment",191,2.6,26.5
"Stratford School District","=""1380011""","Speech Language Impairment",55,0.8,7.6
"Suffield School District","=""1390011""","All Disabilities",247,10.4,100.0
"Suffield School District","=""1390011""","Autism",38,1.6,15.4
"Suffield School District","=""1390011""","Emotional Disturbance",7,0.3,2.8
"Suffield School District","=""1390011""","Intellectual Disability",9,0.4,3.6
"Suffield School District","=""1390011""","Learning Disability",98,4.1,39.7
"Suffield School District","=""1390011""","Other Disabilities",7,0.3,2.8
"Suffield School District","=""1390011""","Other Health Impairment",44,1.9,17.8
"Suffield School District","=""1390011""","Speech Language Impairment",44,1.9,17.8
"Thomaston School District","=""1400011""","All Disabilities",143,12.6,100.0
"Thomaston School District","=""1400011""","Autism",6,0.5,4.2
"Thomaston School District","=""1400011""","Emotional Disturbance",6,0.5,4.2
"Thomaston School District","=""1400011""","Intellectual Disability",6,0.5,4.2
"Thomaston School District","=""1400011""","Learning Disability",47,4.1,32.9
"Thomaston School District","=""1400011""","Other Disabilities",21,1.8,14.7
"Thomaston School District","=""1400011""","Other Health Impairment",30,2.6,21.0
"Thomaston School District","=""1400011""","Speech Language Impairment",27,2.4,18.9
"Thompson School District","=""1410011""","All Disabilities",129,10.9,100.0
"Thompson School District","=""1410011""","Autism",7,0.6,5.4
"Thompson School District","=""1410011""","Emotional Disturbance",12,1.0,9.3
"Thompson School District","=""1410011""","Intellectual Disability","*","*","*"
"Thompson School District","=""1410011""","Learning Disability",36,3.1,27.9
"Thompson School District","=""1410011""","Other Disabilities","*","*","*"
"Thompson School District","=""1410011""","Other Health Impairment",29,2.5,22.5
"Thompson School District","=""1410011""","Speech Language Impairment",39,3.3,30.2
"Tolland School District","=""1420011""","All Disabilities",315,10.9,100.0
"Tolland School District","=""1420011""","Autism",50,1.7,15.9
"Tolland School District","=""1420011""","Emotional Disturbance",20,0.7,6.3
"Tolland School District","=""1420011""","Intellectual Disability",10,0.3,3.2
"Tolland School District","=""1420011""","Learning Disability",127,4.4,40.3
"Tolland School District","=""1420011""","Other Disabilities",25,0.9,7.9
"Tolland School District","=""1420011""","Other Health Impairment",61,2.1,19.4
"Tolland School District","=""1420011""","Speech Language Impairment",22,0.8,7.0
"Torrington School District","=""1430011""","All Disabilities",731,16.1,100.0
"Torrington School District","=""1430011""","Autism",68,1.5,9.3
"Torrington School District","=""1430011""","Emotional Disturbance",63,1.4,8.6
"Torrington School District","=""1430011""","Intellectual Disability",15,0.3,2.1
"Torrington School District","=""1430011""","Learning Disability",281,6.2,38.4
"Torrington School District","=""1430011""","Other Disabilities",82,1.8,11.2
"Torrington School District","=""1430011""","Other Health Impairment",132,2.9,18.1
"Torrington School District","=""1430011""","Speech Language Impairment",90,2.0,12.3
"Trumbull School District","=""1440011""","All Disabilities",600,9.0,100.0
"Trumbull School District","=""1440011""","Autism",94,1.4,15.7
"Trumbull School District","=""1440011""","Emotional Disturbance",38,0.6,6.3
"Trumbull School District","=""1440011""","Intellectual Disability",27,0.4,4.5
"Trumbull School District","=""1440011""","Learning Disability",181,2.7,30.2
"Trumbull School District","=""1440011""","Other Disabilities",52,0.8,8.7
"Trumbull School District","=""1440011""","Other Health Impairment",151,2.3,25.2
"Trumbull School District","=""1440011""","Speech Language Impairment",57,0.9,9.5
"Unified School District #1","=""3360015""","All Disabilities",244,38.1,100.0
"Unified School District #1","=""3360015""","Emotional Disturbance",99,15.4,40.6
"Unified School District #1","=""3360015""","Intellectual Disability","*","*","*"
"Unified School District #1","=""3360015""","Learning Disability",80,12.5,32.8
"Unified School District #1","=""3360015""","Other Disabilities",10,1.6,4.1
"Unified School District #1","=""3360015""","Other Health Impairment",44,6.9,18.0
"Unified School District #1","=""3360015""","Speech Language Impairment","*","*","*"
"Unified School District #2","=""3470015""","All Disabilities",175,77.1,100.0
"Unified School District #2","=""3470015""","Autism",7,3.1,4.0
"Unified School District #2","=""3470015""","Emotional Disturbance",106,46.7,60.6
"Unified School District #2","=""3470015""","Intellectual Disability","*","*","*"
"Unified School District #2","=""3470015""","Learning Disability",10,4.4,5.7
"Unified School District #2","=""3470015""","Other Disabilities",18,7.9,10.3
"Unified School District #2","=""3470015""","Other Health Impairment",30,13.2,17.1
"Unified School District #2","=""3470015""","Speech Language Impairment","*","*","*"
"Union School District","=""1450011""","All Disabilities",8,8.0,100.0
"Union School District","=""1450011""","Learning Disability","*","*","*"
"Union School District","=""1450011""","Other Health Impairment","*","*","*"
"Union School District","=""1450011""","Speech Language Impairment","*","*","*"
"Vernon School District","=""1460011""","All Disabilities",447,12.6,100.0
"Vernon School District","=""1460011""","Autism",51,1.4,11.4
"Vernon School District","=""1460011""","Emotional Disturbance",55,1.5,12.3
"Vernon School District","=""1460011""","Intellectual Disability",21,0.6,4.7
"Vernon School District","=""1460011""","Learning Disability",126,3.5,28.2
"Vernon School District","=""1460011""","Other Disabilities",41,1.2,9.2
"Vernon School District","=""1460011""","Other Health Impairment",66,1.9,14.8
"Vernon School District","=""1460011""","Speech Language Impairment",87,2.4,19.5
"Voluntown School District","=""1470011""","All Disabilities",40,10.3,100.0
"Voluntown School District","=""1470011""","Autism","*","*","*"
"Voluntown School District","=""1470011""","Emotional Disturbance","*","*","*"
"Voluntown School District","=""1470011""","Intellectual Disability","*","*","*"
"Voluntown School District","=""1470011""","Learning Disability",13,3.3,32.5
"Voluntown School District","=""1470011""","Other Disabilities","*","*","*"
"Voluntown School District","=""1470011""","Other Health Impairment","*","*","*"
"Voluntown School District","=""1470011""","Speech Language Impairment",11,2.8,27.5
"Wallingford School District","=""1480011""","All Disabilities",764,12.4,100.0
"Wallingford School District","=""1480011""","Autism",87,1.4,11.4
"Wallingford School District","=""1480011""","Emotional Disturbance",48,0.8,6.3
"Wallingford School District","=""1480011""","Intellectual Disability",21,0.3,2.7
"Wallingford School District","=""1480011""","Learning Disability",229,3.7,30.0
"Wallingford School District","=""1480011""","Other Disabilities",61,1.0,8.0
"Wallingford School District","=""1480011""","Other Health Impairment",194,3.1,25.4
"Wallingford School District","=""1480011""","Speech Language Impairment",124,2.0,16.2
"Waterbury School District","=""1510011""","All Disabilities",2951,17.1,100.0
"Waterbury School District","=""1510011""","Autism",188,1.1,6.4
"Waterbury School District","=""1510011""","Emotional Disturbance",236,1.4,8.0
"Waterbury School District","=""1510011""","Intellectual Disability",108,0.6,3.7
"Waterbury School District","=""1510011""","Learning Disability",957,5.5,32.4
"Waterbury School District","=""1510011""","Other Disabilities",264,1.5,8.9
"Waterbury School District","=""1510011""","Other Health Impairment",623,3.6,21.1
"Waterbury School District","=""1510011""","Speech Language Impairment",575,3.3,19.5
"Waterford School District","=""1520011""","All Disabilities",353,12.5,100.0
"Waterford School District","=""1520011""","Autism",31,1.1,8.8
"Waterford School District","=""1520011""","Emotional Disturbance",30,1.1,8.5
"Waterford School District","=""1520011""","Intellectual Disability",15,0.5,4.2
"Waterford School District","=""1520011""","Learning Disability",95,3.4,26.9
"Waterford School District","=""1520011""","Other Disabilities",25,0.9,7.1
"Waterford School District","=""1520011""","Other Health Impairment",99,3.5,28.0
"Waterford School District","=""1520011""","Speech Language Impairment",58,2.1,16.4
"Watertown School District","=""1530011""","All Disabilities",346,11.5,100.0
"Watertown School District","=""1530011""","Autism",35,1.2,10.1
"Watertown School District","=""1530011""","Emotional Disturbance",21,0.7,6.1
"Watertown School District","=""1530011""","Intellectual Disability",18,0.6,5.2
"Watertown School District","=""1530011""","Learning Disability",107,3.6,30.9
"Watertown School District","=""1530011""","Other Disabilities",26,0.9,7.5
"Watertown School District","=""1530011""","Other Health Impairment",96,3.2,27.7
"Watertown School District","=""1530011""","Speech Language Impairment",43,1.4,12.4
"West Hartford School District","=""1550011""","All Disabilities",1090,10.7,100.0
"West Hartford School District","=""1550011""","Autism",170,1.7,15.6
"West Hartford School District","=""1550011""","Emotional Disturbance",57,0.6,5.2
"West Hartford School District","=""1550011""","Intellectual Disability",29,0.3,2.7
"West Hartford School District","=""1550011""","Learning Disability",299,2.9,27.4
"West Hartford School District","=""1550011""","Other Disabilities",116,1.1,10.6
"West Hartford School District","=""1550011""","Other Health Impairment",235,2.3,21.6
"West Hartford School District","=""1550011""","Speech Language Impairment",184,1.8,16.9
"West Haven School District","=""1560011""","All Disabilities",865,12.3,100.0
"West Haven School District","=""1560011""","Autism",76,1.1,8.8
"West Haven School District","=""1560011""","Emotional Disturbance",57,0.8,6.6
"West Haven School District","=""1560011""","Intellectual Disability",21,0.3,2.4
"West Haven School District","=""1560011""","Learning Disability",263,3.7,30.4
"West Haven School District","=""1560011""","Other Disabilities",136,1.9,15.7
"West Haven School District","=""1560011""","Other Health Impairment",115,1.6,13.3
"West Haven School District","=""1560011""","Speech Language Impairment",197,2.8,22.8
"Westbrook School District","=""1540011""","All Disabilities",87,10.2,100.0
"Westbrook School District","=""1540011""","Autism",13,1.5,14.9
"Westbrook School District","=""1540011""","Emotional Disturbance",9,1.1,10.3
"Westbrook School District","=""1540011""","Intellectual Disability","*","*","*"
"Westbrook School District","=""1540011""","Learning Disability",37,4.3,42.5
"Westbrook School District","=""1540011""","Other Disabilities","*","*","*"
"Westbrook School District","=""1540011""","Other Health Impairment",10,1.2,11.5
"Westbrook School District","=""1540011""","Speech Language Impairment",8,0.9,9.2
"Weston School District","=""1570011""","All Disabilities",212,8.8,100.0
"Weston School District","=""1570011""","Autism",34,1.4,16.0
"Weston School District","=""1570011""","Emotional Disturbance","*","*","*"
"Weston School District","=""1570011""","Intellectual Disability","*","*","*"
"Weston School District","=""1570011""","Learning Disability",70,2.9,33.0
"Weston School District","=""1570011""","Other Disabilities",13,0.5,6.1
"Weston School District","=""1570011""","Other Health Impairment",51,2.1,24.1
"Weston School District","=""1570011""","Speech Language Impairment",38,1.6,17.9
"Westport School District","=""1580011""","All Disabilities",577,10.0,100.0
"Westport School District","=""1580011""","Autism",60,1.0,10.4
"Westport School District","=""1580011""","Emotional Disturbance",32,0.6,5.5
"Westport School District","=""1580011""","Intellectual Disability",6,0.1,1.0
"Westport School District","=""1580011""","Learning Disability",253,4.4,43.8
"Westport School District","=""1580011""","Other Disabilities",32,0.6,5.5
"Westport School District","=""1580011""","Other Health Impairment",102,1.8,17.7
"Westport School District","=""1580011""","Speech Language Impairment",92,1.6,15.9
"Wethersfield School District","=""1590011""","All Disabilities",456,11.9,100.0
"Wethersfield School District","=""1590011""","Autism",63,1.6,13.8
"Wethersfield School District","=""1590011""","Emotional Disturbance",29,0.8,6.4
"Wethersfield School District","=""1590011""","Intellectual Disability",15,0.4,3.3
"Wethersfield School District","=""1590011""","Learning Disability",120,3.1,26.3
"Wethersfield School District","=""1590011""","Other Disabilities",49,1.3,10.7
"Wethersfield School District","=""1590011""","Other Health Impairment",64,1.7,14.0
"Wethersfield School District","=""1590011""","Speech Language Impairment",116,3.0,25.4
"Willington School District","=""1600011""","All Disabilities",63,13.6,100.0
"Willington School District","=""1600011""","Autism","*","*","*"
"Willington School District","=""1600011""","Emotional Disturbance","*","*","*"
"Willington School District","=""1600011""","Intellectual Disability","*","*","*"
"Willington School District","=""1600011""","Learning Disability",19,4.1,30.2
"Willington School District","=""1600011""","Other Disabilities","*","*","*"
"Willington School District","=""1600011""","Other Health Impairment",11,2.4,17.5
"Willington School District","=""1600011""","Speech Language Impairment",18,3.9,28.6
"Wilton School District","=""1610011""","All Disabilities",499,11.7,100.0
"Wilton School District","=""1610011""","Autism",53,1.2,10.6
"Wilton School District","=""1610011""","Emotional Disturbance",28,0.7,5.6
"Wilton School District","=""1610011""","Intellectual Disability","*","*","*"
"Wilton School District","=""1610011""","Learning Disability",219,5.1,43.9
"Wilton School District","=""1610011""","Other Disabilities","*","*","*"
"Wilton School District","=""1610011""","Other Health Impairment",99,2.3,19.8
"Wilton School District","=""1610011""","Speech Language Impairment",74,1.7,14.8
"Winchester School District","=""1620011""","All Disabilities",250,19.3,100.0
"Winchester School District","=""1620011""","Autism",38,2.9,15.2
"Winchester School District","=""1620011""","Emotional Disturbance",28,2.2,11.2
"Winchester School District","=""1620011""","Intellectual Disability",9,0.7,3.6
"Winchester School District","=""1620011""","Learning Disability",75,5.8,30.0
"Winchester School District","=""1620011""","Other Disabilities",16,1.2,6.4
"Winchester School District","=""1620011""","Other Health Impairment",45,3.5,18.0
"Winchester School District","=""1620011""","Speech Language Impairment",39,3.0,15.6
