"Primary Disability (K-12), 2013-14"
"All Districts"

"",,,"2013-14",,
"Regional School District 09","=""2090012""","Intellectual Disability","*","*","*"
"Regional School District 09","=""2090012""","Learning Disability",45,4.1,36.0
"Regional School District 09","=""2090012""","Other Disabilities","*","*","*"
"Regional School District 09","=""2090012""","Other Health Impairment",39,3.6,31.2
"Regional School District 09","=""2090012""","Speech Language Impairment",12,1.1,9.6
"Regional School District 10","=""2100012""","All Disabilities",252,9.7,100.0
"Regional School District 10","=""2100012""","Autism",38,1.5,15.1
"Regional School District 10","=""2100012""","Emotional Disturbance",17,0.7,6.7
"Regional School District 10","=""2100012""","Intellectual Disability",10,0.4,4.0
"Regional School District 10","=""2100012""","Learning Disability",87,3.3,34.5
"Regional School District 10","=""2100012""","Other Disabilities",12,0.5,4.8
"Regional School District 10","=""2100012""","Other Health Impairment",52,2.0,20.6
"Regional School District 10","=""2100012""","Speech Language Impairment",36,1.4,14.3
"Regional School District 11","=""2110012""","All Disabilities",63,19.7,100.0
"Regional School District 11","=""2110012""","Autism","*","*","*"
"Regional School District 11","=""2110012""","Emotional Disturbance",9,2.8,14.3
"Regional School District 11","=""2110012""","Intellectual Disability","*","*","*"
"Regional School District 11","=""2110012""","Learning Disability",26,8.1,41.3
"Regional School District 11","=""2110012""","Other Disabilities",6,1.9,9.5
"Regional School District 11","=""2110012""","Other Health Impairment",13,4.1,20.6
"Regional School District 11","=""2110012""","Speech Language Impairment","*","*","*"
"Regional School District 12","=""2120012""","All Disabilities",126,16.6,100.0
"Regional School District 12","=""2120012""","Autism",12,1.6,9.5
"Regional School District 12","=""2120012""","Emotional Disturbance",12,1.6,9.5
"Regional School District 12","=""2120012""","Intellectual Disability",6,0.8,4.8
"Regional School District 12","=""2120012""","Learning Disability",46,6.0,36.5
"Regional School District 12","=""2120012""","Other Disabilities",8,1.1,6.3
"Regional School District 12","=""2120012""","Other Health Impairment",30,3.9,23.8
"Regional School District 12","=""2120012""","Speech Language Impairment",12,1.6,9.5
"Regional School District 13","=""2130012""","All Disabilities",273,14.6,100.0
"Regional School District 13","=""2130012""","Autism",40,2.1,14.7
"Regional School District 13","=""2130012""","Emotional Disturbance",13,0.7,4.8
"Regional School District 13","=""2130012""","Intellectual Disability","*","*","*"
"Regional School District 13","=""2130012""","Learning Disability",101,5.4,37.0
"Regional School District 13","=""2130012""","Other Disabilities","*","*","*"
"Regional School District 13","=""2130012""","Other Health Impairment",53,2.8,19.4
"Regional School District 13","=""2130012""","Speech Language Impairment",55,2.9,20.1
"Regional School District 14","=""2140012""","All Disabilities",184,11.2,100.0
"Regional School District 14","=""2140012""","Autism",32,2.0,17.4
"Regional School District 14","=""2140012""","Emotional Disturbance",10,0.6,5.4
"Regional School District 14","=""2140012""","Intellectual Disability",8,0.5,4.3
"Regional School District 14","=""2140012""","Learning Disability",63,3.8,34.2
"Regional School District 14","=""2140012""","Other Disabilities",8,0.5,4.3
"Regional School District 14","=""2140012""","Other Health Impairment",38,2.3,20.7
"Regional School District 14","=""2140012""","Speech Language Impairment",25,1.5,13.6
"Regional School District 15","=""2150012""","All Disabilities",470,11.7,100.0
"Regional School District 15","=""2150012""","Autism",74,1.8,15.7
"Regional School District 15","=""2150012""","Emotional Disturbance","*","*","*"
"Regional School District 15","=""2150012""","Intellectual Disability","*","*","*"
"Regional School District 15","=""2150012""","Learning Disability",190,4.7,40.4
"Regional School District 15","=""2150012""","Other Disabilities",32,0.8,6.8
"Regional School District 15","=""2150012""","Other Health Impairment",84,2.1,17.9
"Regional School District 15","=""2150012""","Speech Language Impairment",67,1.7,14.3
"Regional School District 16","=""2160012""","All Disabilities",287,12.3,100.0
"Regional School District 16","=""2160012""","Autism",47,2.0,16.4
"Regional School District 16","=""2160012""","Emotional Disturbance",11,0.5,3.8
"Regional School District 16","=""2160012""","Intellectual Disability",7,0.3,2.4
"Regional School District 16","=""2160012""","Learning Disability",79,3.4,27.5
"Regional School District 16","=""2160012""","Other Disabilities",22,0.9,7.7
"Regional School District 16","=""2160012""","Other Health Impairment",63,2.7,22.0
"Regional School District 16","=""2160012""","Speech Language Impairment",58,2.5,20.2
"Regional School District 17","=""2170012""","All Disabilities",320,14.2,100.0
"Regional School District 17","=""2170012""","Autism",34,1.5,10.6
"Regional School District 17","=""2170012""","Emotional Disturbance",29,1.3,9.1
"Regional School District 17","=""2170012""","Intellectual Disability",6,0.3,1.9
"Regional School District 17","=""2170012""","Learning Disability",123,5.5,38.4
"Regional School District 17","=""2170012""","Other Disabilities",21,0.9,6.6
"Regional School District 17","=""2170012""","Other Health Impairment",76,3.4,23.8
"Regional School District 17","=""2170012""","Speech Language Impairment",31,1.4,9.7
"Regional School District 18","=""2180012""","All Disabilities",161,11.6,100.0
"Regional School District 18","=""2180012""","Autism",18,1.3,11.2
"Regional School District 18","=""2180012""","Emotional Disturbance",11,0.8,6.8
"Regional School District 18","=""2180012""","Intellectual Disability",9,0.6,5.6
"Regional School District 18","=""2180012""","Learning Disability",55,4.0,34.2
"Regional School District 18","=""2180012""","Other Disabilities",10,0.7,6.2
"Regional School District 18","=""2180012""","Other Health Impairment",29,2.1,18.0
"Regional School District 18","=""2180012""","Speech Language Impairment",29,2.1,18.0
"Regional School District 19","=""2190012""","All Disabilities",167,16.3,100.0
"Regional School District 19","=""2190012""","Autism",17,1.7,10.2
"Regional School District 19","=""2190012""","Emotional Disturbance",21,2.0,12.6
"Regional School District 19","=""2190012""","Intellectual Disability",9,0.9,5.4
"Regional School District 19","=""2190012""","Learning Disability",58,5.7,34.7
"Regional School District 19","=""2190012""","Other Disabilities",8,0.8,4.8
"Regional School District 19","=""2190012""","Other Health Impairment",47,4.6,28.1
"Regional School District 19","=""2190012""","Speech Language Impairment",7,0.7,4.2
"Ridgefield School District","=""1180011""","All Disabilities",451,8.6,100.0
"Ridgefield School District","=""1180011""","Autism",70,1.3,15.5
"Ridgefield School District","=""1180011""","Emotional Disturbance",49,0.9,10.9
"Ridgefield School District","=""1180011""","Intellectual Disability",10,0.2,2.2
"Ridgefield School District","=""1180011""","Learning Disability",184,3.5,40.8
"Ridgefield School District","=""1180011""","Other Disabilities",10,0.2,2.2
"Ridgefield School District","=""1180011""","Other Health Impairment",69,1.3,15.3
"Ridgefield School District","=""1180011""","Speech Language Impairment",59,1.1,13.1
"Rocky Hill School District","=""1190011""","All Disabilities",226,8.9,100.0
"Rocky Hill School District","=""1190011""","Autism",35,1.4,15.5
"Rocky Hill School District","=""1190011""","Emotional Disturbance",11,0.4,4.9
"Rocky Hill School District","=""1190011""","Intellectual Disability",7,0.3,3.1
"Rocky Hill School District","=""1190011""","Learning Disability",76,3.0,33.6
"Rocky Hill School District","=""1190011""","Other Disabilities",22,0.9,9.7
"Rocky Hill School District","=""1190011""","Other Health Impairment",45,1.8,19.9
"Rocky Hill School District","=""1190011""","Speech Language Impairment",30,1.2,13.3
"Salem School District","=""1210011""","All Disabilities",67,10.1,100.0
"Salem School District","=""1210011""","Autism",10,1.5,14.9
"Salem School District","=""1210011""","Emotional Disturbance","*","*","*"
"Salem School District","=""1210011""","Intellectual Disability","*","*","*"
"Salem School District","=""1210011""","Learning Disability",22,3.3,32.8
"Salem School District","=""1210011""","Other Disabilities","*","*","*"
"Salem School District","=""1210011""","Other Health Impairment",13,2.0,19.4
"Salem School District","=""1210011""","Speech Language Impairment",8,1.2,11.9
"Salisbury School District","=""1220011""","All Disabilities",31,11.7,100.0
"Salisbury School District","=""1220011""","Autism","*","*","*"
"Salisbury School District","=""1220011""","Emotional Disturbance","*","*","*"
"Salisbury School District","=""1220011""","Learning Disability",12,4.5,38.7
"Salisbury School District","=""1220011""","Other Disabilities","*","*","*"
"Salisbury School District","=""1220011""","Other Health Impairment","*","*","*"
"Salisbury School District","=""1220011""","Speech Language Impairment",8,3.0,25.8
"Scotland School District","=""1230011""","All Disabilities",20,17.4,100.0
"Scotland School District","=""1230011""","Intellectual Disability","*","*","*"
"Scotland School District","=""1230011""","Learning Disability","*","*","*"
"Scotland School District","=""1230011""","Other Disabilities","*","*","*"
"Scotland School District","=""1230011""","Other Health Impairment",7,6.1,35.0
"Scotland School District","=""1230011""","Speech Language Impairment",8,7.0,40.0
"Seymour School District","=""1240011""","All Disabilities",256,10.8,100.0
"Seymour School District","=""1240011""","Autism",35,1.5,13.7
"Seymour School District","=""1240011""","Emotional Disturbance",13,0.5,5.1
"Seymour School District","=""1240011""","Intellectual Disability",9,0.4,3.5
"Seymour School District","=""1240011""","Learning Disability",111,4.7,43.4
"Seymour School District","=""1240011""","Other Disabilities",15,0.6,5.9
"Seymour School District","=""1240011""","Other Health Impairment",35,1.5,13.7
"Seymour School District","=""1240011""","Speech Language Impairment",38,1.6,14.8
"Sharon School District","=""1250011""","All Disabilities",35,22.0,100.0
"Sharon School District","=""1250011""","Autism","*","*","*"
"Sharon School District","=""1250011""","Emotional Disturbance","*","*","*"
"Sharon School District","=""1250011""","Intellectual Disability","*","*","*"
"Sharon School District","=""1250011""","Learning Disability",15,9.4,42.9
"Sharon School District","=""1250011""","Other Disabilities","*","*","*"
"Sharon School District","=""1250011""","Other Health Impairment",6,3.8,17.1
"Sharon School District","=""1250011""","Speech Language Impairment","*","*","*"
"Shelton School District","=""1260011""","All Disabilities",609,12.0,100.0
"Shelton School District","=""1260011""","Autism",67,1.3,11.0
"Shelton School District","=""1260011""","Emotional Disturbance",28,0.6,4.6
"Shelton School District","=""1260011""","Intellectual Disability",13,0.3,2.1
"Shelton School District","=""1260011""","Learning Disability",242,4.8,39.7
"Shelton School District","=""1260011""","Other Disabilities",22,0.4,3.6
"Shelton School District","=""1260011""","Other Health Impairment",113,2.2,18.6
"Shelton School District","=""1260011""","Speech Language Impairment",124,2.4,20.4
"Sherman School District","=""1270011""","All Disabilities",66,12.4,100.0
"Sherman School District","=""1270011""","Autism",9,1.7,13.6
"Sherman School District","=""1270011""","Emotional Disturbance","*","*","*"
"Sherman School District","=""1270011""","Intellectual Disability","*","*","*"
"Sherman School District","=""1270011""","Learning Disability",19,3.6,28.8
"Sherman School District","=""1270011""","Other Disabilities",7,1.3,10.6
"Sherman School District","=""1270011""","Other Health Impairment",10,1.9,15.2
"Sherman School District","=""1270011""","Speech Language Impairment",15,2.8,22.7
"Simsbury School District","=""1280011""","All Disabilities",536,12.1,100.0
"Simsbury School District","=""1280011""","Autism",101,2.3,18.8
"Simsbury School District","=""1280011""","Emotional Disturbance",25,0.6,4.7
"Simsbury School District","=""1280011""","Intellectual Disability",16,0.4,3.0
"Simsbury School District","=""1280011""","Learning Disability",192,4.3,35.8
"Simsbury School District","=""1280011""","Other Disabilities",20,0.5,3.7
"Simsbury School District","=""1280011""","Other Health Impairment",124,2.8,23.1
"Simsbury School District","=""1280011""","Speech Language Impairment",58,1.3,10.8
"Somers School District","=""1290011""","All Disabilities",171,11.3,100.0
"Somers School District","=""1290011""","Autism","*","*","*"
"Somers School District","=""1290011""","Emotional Disturbance",18,1.2,10.5
"Somers School District","=""1290011""","Intellectual Disability","*","*","*"
"Somers School District","=""1290011""","Learning Disability",58,3.8,33.9
"Somers School District","=""1290011""","Other Disabilities",20,1.3,11.7
"Somers School District","=""1290011""","Other Health Impairment",20,1.3,11.7
"Somers School District","=""1290011""","Speech Language Impairment",36,2.4,21.1
"South Windsor School District","=""1320011""","All Disabilities",555,12.7,100.0
"South Windsor School District","=""1320011""","Autism",81,1.8,14.6
"South Windsor School District","=""1320011""","Emotional Disturbance",17,0.4,3.1
"South Windsor School District","=""1320011""","Intellectual Disability",12,0.3,2.2
"South Windsor School District","=""1320011""","Learning Disability",142,3.2,25.6
"South Windsor School District","=""1320011""","Other Disabilities",57,1.3,10.3
"South Windsor School District","=""1320011""","Other Health Impairment",173,3.9,31.2
"South Windsor School District","=""1320011""","Speech Language Impairment",73,1.7,13.2
"Southington School District","=""1310011""","All Disabilities",783,11.7,100.0
"Southington School District","=""1310011""","Autism",90,1.3,11.5
"Southington School District","=""1310011""","Emotional Disturbance",50,0.7,6.4
"Southington School District","=""1310011""","Intellectual Disability",16,0.2,2.0
"Southington School District","=""1310011""","Learning Disability",242,3.6,30.9
"Southington School District","=""1310011""","Other Disabilities",85,1.3,10.9
"Southington School District","=""1310011""","Other Health Impairment",168,2.5,21.5
"Southington School District","=""1310011""","Speech Language Impairment",132,2.0,16.9
"Sprague School District","=""1330011""","All Disabilities",45,10.2,100.0
"Sprague School District","=""1330011""","Autism","*","*","*"
"Sprague School District","=""1330011""","Emotional Disturbance",6,1.4,13.3
"Sprague School District","=""1330011""","Intellectual Disability","*","*","*"
"Sprague School District","=""1330011""","Learning Disability",7,1.6,15.6
"Sprague School District","=""1330011""","Other Disabilities","*","*","*"
"Sprague School District","=""1330011""","Other Health Impairment",10,2.3,22.2
"Sprague School District","=""1330011""","Speech Language Impairment",12,2.7,26.7
"Stafford School District","=""1340011""","All Disabilities",182,11.6,100.0
"Stafford School District","=""1340011""","Autism",26,1.7,14.3
"Stafford School District","=""1340011""","Emotional Disturbance",22,1.4,12.1
"Stafford School District","=""1340011""","Intellectual Disability","*","*","*"
"Stafford School District","=""1340011""","Learning Disability",59,3.8,32.4
"Stafford School District","=""1340011""","Other Disabilities","*","*","*"
"Stafford School District","=""1340011""","Other Health Impairment",37,2.4,20.3
"Stafford School District","=""1340011""","Speech Language Impairment",18,1.1,9.9
"Stamford School District","=""1350011""","All Disabilities",1659,10.5,100.0
"Stamford School District","=""1350011""","Autism",130,0.8,7.8
"Stamford School District","=""1350011""","Emotional Disturbance",37,0.2,2.2
"Stamford School District","=""1350011""","Intellectual Disability",59,0.4,3.6
"Stamford School District","=""1350011""","Learning Disability",681,4.3,41.0
"Stamford School District","=""1350011""","Other Disabilities",174,1.1,10.5
"Stamford School District","=""1350011""","Other Health Impairment",314,2.0,18.9
"Stamford School District","=""1350011""","Speech Language Impairment",264,1.7,15.9
"Sterling School District","=""1360011""","All Disabilities",89,14.5,100.0
"Sterling School District","=""1360011""","Autism",14,2.3,15.7
"Sterling School District","=""1360011""","Emotional Disturbance","*","*","*"
"Sterling School District","=""1360011""","Intellectual Disability","*","*","*"
"Sterling School District","=""1360011""","Learning Disability",28,4.6,31.5
"Sterling School District","=""1360011""","Other Disabilities",12,2.0,13.5
"Sterling School District","=""1360011""","Other Health Impairment",11,1.8,12.4
"Sterling School District","=""1360011""","Speech Language Impairment",12,2.0,13.5
"Stonington School District","=""1370011""","All Disabilities",307,13.1,100.0
"Stonington School District","=""1370011""","Autism",44,1.9,14.3
"Stonington School District","=""1370011""","Emotional Disturbance",21,0.9,6.8
"Stonington School District","=""1370011""","Intellectual Disability",11,0.5,3.6
"Stonington School District","=""1370011""","Learning Disability",124,5.3,40.4
"Stonington School District","=""1370011""","Other Disabilities",11,0.5,3.6
"Stonington School District","=""1370011""","Other Health Impairment",63,2.7,20.5
"Stonington School District","=""1370011""","Speech Language Impairment",33,1.4,10.7
"Stratford School District","=""1380011""","All Disabilities",754,10.3,100.0
"Stratford School District","=""1380011""","Autism",121,1.6,16.0
"Stratford School District","=""1380011""","Emotional Disturbance",44,0.6,5.8
"Stratford School District","=""1380011""","Intellectual Disability",33,0.4,4.4
"Stratford School District","=""1380011""","Learning Disability",217,3.0,28.8
"Stratford School District","=""1380011""","Other Disabilities",71,1.0,9.4
"Stratford School District","=""1380011""","Other Health Impairment",197,2.7,26.1
"Stratford School District","=""1380011""","Speech Language Impairment",71,1.0,9.4
"Suffield School District","=""1390011""","All Disabilities",244,10.5,100.0
"Suffield School District","=""1390011""","Autism",46,2.0,18.9
"Suffield School District","=""1390011""","Emotional Disturbance",7,0.3,2.9
"Suffield School District","=""1390011""","Intellectual Disability",6,0.3,2.5
"Suffield School District","=""1390011""","Learning Disability",91,3.9,37.3
"Suffield School District","=""1390011""","Other Disabilities",6,0.3,2.5
"Suffield School District","=""1390011""","Other Health Impairment",52,2.2,21.3
"Suffield School District","=""1390011""","Speech Language Impairment",36,1.5,14.8
"Thomaston School District","=""1400011""","All Disabilities",139,13.0,100.0
"Thomaston School District","=""1400011""","Autism",9,0.8,6.5
"Thomaston School District","=""1400011""","Emotional Disturbance",7,0.7,5.0
"Thomaston School District","=""1400011""","Intellectual Disability",6,0.6,4.3
"Thomaston School District","=""1400011""","Learning Disability",47,4.4,33.8
"Thomaston School District","=""1400011""","Other Disabilities",18,1.7,12.9
"Thomaston School District","=""1400011""","Other Health Impairment",27,2.5,19.4
"Thomaston School District","=""1400011""","Speech Language Impairment",25,2.3,18.0
"Thompson School District","=""1410011""","All Disabilities",118,10.8,100.0
"Thompson School District","=""1410011""","Autism",9,0.8,7.6
"Thompson School District","=""1410011""","Emotional Disturbance",10,0.9,8.5
"Thompson School District","=""1410011""","Intellectual Disability","*","*","*"
"Thompson School District","=""1410011""","Learning Disability",28,2.6,23.7
"Thompson School District","=""1410011""","Other Disabilities","*","*","*"
"Thompson School District","=""1410011""","Other Health Impairment",25,2.3,21.2
"Thompson School District","=""1410011""","Speech Language Impairment",36,3.3,30.5
"Tolland School District","=""1420011""","All Disabilities",297,10.8,100.0
"Tolland School District","=""1420011""","Autism",48,1.7,16.2
"Tolland School District","=""1420011""","Emotional Disturbance",16,0.6,5.4
"Tolland School District","=""1420011""","Intellectual Disability",8,0.3,2.7
"Tolland School District","=""1420011""","Learning Disability",125,4.5,42.1
"Tolland School District","=""1420011""","Other Disabilities",22,0.8,7.4
"Tolland School District","=""1420011""","Other Health Impairment",57,2.1,19.2
"Tolland School District","=""1420011""","Speech Language Impairment",21,0.8,7.1
"Torrington School District","=""1430011""","All Disabilities",737,16.4,100.0
"Torrington School District","=""1430011""","Autism",71,1.6,9.6
"Torrington School District","=""1430011""","Emotional Disturbance",61,1.4,8.3
"Torrington School District","=""1430011""","Intellectual Disability",15,0.3,2.0
"Torrington School District","=""1430011""","Learning Disability",285,6.4,38.7
"Torrington School District","=""1430011""","Other Disabilities",85,1.9,11.5
"Torrington School District","=""1430011""","Other Health Impairment",150,3.3,20.4
"Torrington School District","=""1430011""","Speech Language Impairment",70,1.6,9.5
"Trumbull School District","=""1440011""","All Disabilities",602,9.2,100.0
"Trumbull School District","=""1440011""","Autism",90,1.4,15.0
"Trumbull School District","=""1440011""","Emotional Disturbance",28,0.4,4.7
"Trumbull School District","=""1440011""","Intellectual Disability",24,0.4,4.0
"Trumbull School District","=""1440011""","Learning Disability",194,2.9,32.2
"Trumbull School District","=""1440011""","Other Disabilities",61,0.9,10.1
"Trumbull School District","=""1440011""","Other Health Impairment",156,2.4,25.9
"Trumbull School District","=""1440011""","Speech Language Impairment",49,0.7,8.1
"Unified School District #1","=""3360015""","All Disabilities",233,43.2,100.0
"Unified School District #1","=""3360015""","Autism","*","*","*"
"Unified School District #1","=""3360015""","Emotional Disturbance",86,16.0,36.9
"Unified School District #1","=""3360015""","Intellectual Disability","*","*","*"
"Unified School District #1","=""3360015""","Learning Disability",78,14.5,33.5
"Unified School District #1","=""3360015""","Other Disabilities","*","*","*"
"Unified School District #1","=""3360015""","Other Health Impairment",56,10.4,24.0
"Unified School District #1","=""3360015""","Speech Language Impairment","*","*","*"
"Unified School District #2","=""3470015""","All Disabilities",155,68.0,100.0
"Unified School District #2","=""3470015""","Autism",6,2.6,3.9
"Unified School District #2","=""3470015""","Emotional Disturbance",94,41.2,60.6
"Unified School District #2","=""3470015""","Intellectual Disability","*","*","*"
"Unified School District #2","=""3470015""","Learning Disability",15,6.6,9.7
"Unified School District #2","=""3470015""","Other Disabilities",11,4.8,7.1
"Unified School District #2","=""3470015""","Other Health Impairment",27,11.8,17.4
"Unified School District #2","=""3470015""","Speech Language Impairment","*","*","*"
"Union School District","=""1450011""","All Disabilities",11,10.2,100.0
"Union School District","=""1450011""","Emotional Disturbance","*","*","*"
"Union School District","=""1450011""","Learning Disability","*","*","*"
"Union School District","=""1450011""","Other Health Impairment","*","*","*"
"Union School District","=""1450011""","Speech Language Impairment","*","*","*"
"Vernon School District","=""1460011""","All Disabilities",470,13.5,100.0
"Vernon School District","=""1460011""","Autism",56,1.6,11.9
"Vernon School District","=""1460011""","Emotional Disturbance",71,2.0,15.1
"Vernon School District","=""1460011""","Intellectual Disability",21,0.6,4.5
"Vernon School District","=""1460011""","Learning Disability",134,3.8,28.5
"Vernon School District","=""1460011""","Other Disabilities",39,1.1,8.3
"Vernon School District","=""1460011""","Other Health Impairment",62,1.8,13.2
"Vernon School District","=""1460011""","Speech Language Impairment",87,2.5,18.5
"Voluntown School District","=""1470011""","All Disabilities",41,10.7,100.0
"Voluntown School District","=""1470011""","Autism","*","*","*"
"Voluntown School District","=""1470011""","Emotional Disturbance","*","*","*"
"Voluntown School District","=""1470011""","Intellectual Disability","*","*","*"
"Voluntown School District","=""1470011""","Learning Disability",16,4.2,39.0
"Voluntown School District","=""1470011""","Other Disabilities","*","*","*"
"Voluntown School District","=""1470011""","Other Health Impairment","*","*","*"
"Voluntown School District","=""1470011""","Speech Language Impairment",9,2.3,22.0
"Wallingford School District","=""1480011""","All Disabilities",717,12.0,100.0
"Wallingford School District","=""1480011""","Autism",88,1.5,12.3
"Wallingford School District","=""1480011""","Emotional Disturbance",40,0.7,5.6
"Wallingford School District","=""1480011""","Intellectual Disability",23,0.4,3.2
"Wallingford School District","=""1480011""","Learning Disability",217,3.6,30.3
"Wallingford School District","=""1480011""","Other Disabilities",50,0.8,7.0
"Wallingford School District","=""1480011""","Other Health Impairment",181,3.0,25.2
"Wallingford School District","=""1480011""","Speech Language Impairment",118,2.0,16.5
"Waterbury School District","=""1510011""","All Disabilities",3093,17.6,100.0
"Waterbury School District","=""1510011""","Autism",201,1.1,6.5
"Waterbury School District","=""1510011""","Emotional Disturbance",243,1.4,7.9
"Waterbury School District","=""1510011""","Intellectual Disability",103,0.6,3.3
"Waterbury School District","=""1510011""","Learning Disability",1029,5.9,33.3
"Waterbury School District","=""1510011""","Other Disabilities",259,1.5,8.4
"Waterbury School District","=""1510011""","Other Health Impairment",669,3.8,21.6
"Waterbury School District","=""1510011""","Speech Language Impairment",589,3.4,19.0
"Waterford School District","=""1520011""","All Disabilities",372,13.4,100.0
"Waterford School District","=""1520011""","Autism",42,1.5,11.3
"Waterford School District","=""1520011""","Emotional Disturbance",33,1.2,8.9
"Waterford School District","=""1520011""","Intellectual Disability",15,0.5,4.0
"Waterford School District","=""1520011""","Learning Disability",110,4.0,29.6
"Waterford School District","=""1520011""","Other Disabilities",17,0.6,4.6
"Waterford School District","=""1520011""","Other Health Impairment",105,3.8,28.2
"Waterford School District","=""1520011""","Speech Language Impairment",50,1.8,13.4
"Watertown School District","=""1530011""","All Disabilities",347,11.9,100.0
"Watertown School District","=""1530011""","Autism",42,1.4,12.1
"Watertown School District","=""1530011""","Emotional Disturbance",23,0.8,6.6
"Watertown School District","=""1530011""","Intellectual Disability",17,0.6,4.9
"Watertown School District","=""1530011""","Learning Disability",104,3.6,30.0
"Watertown School District","=""1530011""","Other Disabilities",20,0.7,5.8
"Watertown School District","=""1530011""","Other Health Impairment",106,3.6,30.5
"Watertown School District","=""1530011""","Speech Language Impairment",35,1.2,10.1
"West Hartford School District","=""1550011""","All Disabilities",1130,11.2,100.0
"West Hartford School District","=""1550011""","Autism",183,1.8,16.2
"West Hartford School District","=""1550011""","Emotional Disturbance",60,0.6,5.3
"West Hartford School District","=""1550011""","Intellectual Disability",31,0.3,2.7
"West Hartford School District","=""1550011""","Learning Disability",305,3.0,27.0
"West Hartford School District","=""1550011""","Other Disabilities",108,1.1,9.6
"West Hartford School District","=""1550011""","Other Health Impairment",243,2.4,21.5
"West Hartford School District","=""1550011""","Speech Language Impairment",200,2.0,17.7
"West Haven School District","=""1560011""","All Disabilities",911,13.0,100.0
"West Haven School District","=""1560011""","Autism",78,1.1,8.6
"West Haven School District","=""1560011""","Emotional Disturbance",67,1.0,7.4
"West Haven School District","=""1560011""","Intellectual Disability",23,0.3,2.5
"West Haven School District","=""1560011""","Learning Disability",272,3.9,29.9
"West Haven School District","=""1560011""","Other Disabilities",151,2.2,16.6
"West Haven School District","=""1560011""","Other Health Impairment",117,1.7,12.8
"West Haven School District","=""1560011""","Speech Language Impairment",203,2.9,22.3
"Westbrook School District","=""1540011""","All Disabilities",83,10.1,100.0
"Westbrook School District","=""1540011""","Autism",15,1.8,18.1
"Westbrook School District","=""1540011""","Emotional Disturbance",14,1.7,16.9
"Westbrook School District","=""1540011""","Intellectual Disability","*","*","*"
"Westbrook School District","=""1540011""","Learning Disability",28,3.4,33.7
"Westbrook School District","=""1540011""","Other Disabilities","*","*","*"
"Westbrook School District","=""1540011""","Other Health Impairment",10,1.2,12.0
"Westbrook School District","=""1540011""","Speech Language Impairment",9,1.1,10.8
"Weston School District","=""1570011""","All Disabilities",202,8.4,100.0
"Weston School District","=""1570011""","Autism",33,1.4,16.3
"Weston School District","=""1570011""","Emotional Disturbance","*","*","*"
"Weston School District","=""1570011""","Intellectual Disability","*","*","*"
"Weston School District","=""1570011""","Learning Disability",66,2.7,32.7
"Weston School District","=""1570011""","Other Disabilities",17,0.7,8.4
"Weston School District","=""1570011""","Other Health Impairment",43,1.8,21.3
"Weston School District","=""1570011""","Speech Language Impairment",36,1.5,17.8
"Westport School District","=""1580011""","All Disabilities",555,9.7,100.0
"Westport School District","=""1580011""","Autism",52,0.9,9.4
"Westport School District","=""1580011""","Emotional Disturbance",30,0.5,5.4
"Westport School District","=""1580011""","Intellectual Disability",7,0.1,1.3
"Westport School District","=""1580011""","Learning Disability",238,4.1,42.9
"Westport School District","=""1580011""","Other Disabilities",40,0.7,7.2
"Westport School District","=""1580011""","Other Health Impairment",107,1.9,19.3
"Westport School District","=""1580011""","Speech Language Impairment",81,1.4,14.6
"Wethersfield School District","=""1590011""","All Disabilities",474,12.2,100.0
"Wethersfield School District","=""1590011""","Autism",64,1.6,13.5
"Wethersfield School District","=""1590011""","Emotional Disturbance",29,0.7,6.1
"Wethersfield School District","=""1590011""","Intellectual Disability",13,0.3,2.7
"Wethersfield School District","=""1590011""","Learning Disability",132,3.4,27.8
"Wethersfield School District","=""1590011""","Other Disabilities",53,1.4,11.2
"Wethersfield School District","=""1590011""","Other Health Impairment",71,1.8,15.0
"Wethersfield School District","=""1590011""","Speech Language Impairment",112,2.9,23.6
"Willington School District","=""1600011""","All Disabilities",59,13.4,100.0
"Willington School District","=""1600011""","Autism","*","*","*"
"Willington School District","=""1600011""","Emotional Disturbance","*","*","*"
"Willington School District","=""1600011""","Intellectual Disability","*","*","*"
"Willington School District","=""1600011""","Learning Disability",19,4.3,32.2
"Willington School District","=""1600011""","Other Disabilities","*","*","*"
"Willington School District","=""1600011""","Other Health Impairment",9,2.0,15.3
"Willington School District","=""1600011""","Speech Language Impairment",19,4.3,32.2
"Wilton School District","=""1610011""","All Disabilities",512,12.0,100.0
"Wilton School District","=""1610011""","Autism",53,1.2,10.4
"Wilton School District","=""1610011""","Emotional Disturbance","*","*","*"
"Wilton School District","=""1610011""","Intellectual Disability","*","*","*"
"Wilton School District","=""1610011""","Learning Disability",221,5.2,43.2
"Wilton School District","=""1610011""","Other Disabilities",25,0.6,4.9
"Wilton School District","=""1610011""","Other Health Impairment",113,2.7,22.1
"Wilton School District","=""1610011""","Speech Language Impairment",71,1.7,13.9
"Winchester School District","=""1620011""","All Disabilities",239,19.0,100.0
"Winchester School District","=""1620011""","Autism",32,2.5,13.4
"Winchester School District","=""1620011""","Emotional Disturbance",26,2.1,10.9
"Winchester School District","=""1620011""","Intellectual Disability",10,0.8,4.2
"Winchester School District","=""1620011""","Learning Disability",67,5.3,28.0
"Winchester School District","=""1620011""","Other Disabilities",22,1.7,9.2
"Winchester School District","=""1620011""","Other Health Impairment",47,3.7,19.7
"Winchester School District","=""1620011""","Speech Language Impairment",35,2.8,14.6
