"Sanction Counts, 2011-12"
"All Districts, All Schools"

"",,,,"Sanction Type",,,
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""","*","*",0,0
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",43,8,"*",0
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""","*","*",0,0
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",95,82,0,0
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""","*","*",0,"*"
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""",6,0,0,"*"
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""",10,"*",0,0
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""",0,0,0,"*"
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""",0,0,0,"*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",47,27,"*",0
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""",28,"*",0,0
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""","*",0,0,0
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",34,8,0,0
"Rocky Hill School District","=""1190011""","Alternative Learning Program","=""1190111""",10,"*",0,0
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""","*","*",0,0
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""",177,43,0,0
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""","*",0,0,0
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""",8,18,0,"*"
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",15,0,0,0
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""",7,0,0,0
"Seymour School District","=""1240011""","Anna L. Lopresti School","=""1240311""",18,6,0,0
"Seymour School District","=""1240011""","Bungay School","=""1240111""",6,"*",0,0
"Seymour School District","=""1240011""","Paul Chatfield School","=""1240411""",0,"*",0,0
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",331,61,"*",0
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""",51,11,0,0
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""","*",0,0,0
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""","*",0,0,0
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""","*",0,0,0
"Shelton School District","=""1260011""","Intermediate School","=""1265111""",132,31,0,0
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""",12,0,0,0
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",467,145,8,0
"Sherman School District","=""1270011""","Sherman School","=""1270111""",8,"*",0,0
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""","*","*",0,"*"
"Simsbury School District","=""1280011""","Central School","=""1280111""","*",0,0,0
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""",23,0,0,0
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""","*","*",0,0
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""",240,62,6,0
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""","*",0,0,0
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""",6,0,0,0
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""",21,0,0,0
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""","*",0,0,0
"Somers School District","=""1290011""","Somers High School","=""1296111""",181,30,0,0
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""",10,0,0,0
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""",0,"*",0,0
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""","*",0,0,0
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""",145,40,0,0
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""",96,"*",0,"*"
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""","*",0,0,0
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""",34,13,0,0
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""","*",0,0,0
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""","*","*",0,0
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""","*",0,0,0
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""",89,26,0,0
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""",9,0,0,"*"
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","*","*",0,0
"Southington School District","=""1310011""","Southington High School","=""1316211""",185,86,6,0
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""",6,"*",0,"*"
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","*",0,0,0
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""",0,"*",0,0
"Sprague School District","=""1330011""","Sayles School","=""1330111""",54,12,0,"*"
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""",6,0,0,0
"Stafford School District","=""1340011""","Stafford High School","=""1346111""",258,33,7,0
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""",91,8,0,0
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""",0,"*",0,0
"Stamford School District","=""1350011""","Cloonan School","=""1355611""",0,24,"*",0
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""",6,22,0,0
"Stamford School District","=""1350011""","Dolan School","=""1355311""",0,23,"*",0
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""","*",6,0,0
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""",0,"*",0,0
"Stamford School District","=""1350011""","Newfield School","=""1350611""",0,58,0,0
"Stamford School District","=""1350011""","Northeast School","=""1351811""","*",0,0,0
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""","*",60,"*",0
"Stamford School District","=""1350011""","Roxbury School","=""1350911""",0,"*",0,0
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""",0,7,0,0
"Stamford School District","=""1350011""","Springdale School","=""1351111""",0,"*",0,0
"Stamford School District","=""1350011""","Stamford High School","=""1356111""",78,137,13,0
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""",0,6,0,0
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""",0,"*",0,0
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""",0,"*",0,0
"Stamford School District","=""1350011""","Turn of River School","=""1355511""","*",15,0,0
"Stamford School District","=""1350011""","Westhill High School","=""1356311""",174,178,25,0
"Stamford School District","=""1350011""","Westover School","=""1351411""",0,"*",0,0
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""",60,6,0,"*"
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""",0,10,0,6
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""",39,17,0,"*"
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""",41,14,0,0
"Stonington School District","=""1370011""","Stonington High School","=""1376111""",294,21,0,"*"
"Stonington School District","=""1370011""","West Broad Street School","=""1370411""","*","*",0,"*"
"Stonington School District","=""1370011""","West Vine Street School","=""1370611""",0,0,0,"*"
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""",7,"*",0,8
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""",131,21,0,0
"Stratford School District","=""1380011""","Chapel School","=""1380311""",21,16,0,"*"
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""",143,23,0,0
"Stratford School District","=""1380011""","Franklin School","=""1380411""",22,"*",0,0
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""",52,10,0,0
"Stratford School District","=""1380011""","Honeyspot School","=""1381611""",31,"*",0,"*"
"Stratford School District","=""1380011""","Lordship School","=""1380811""",14,"*",0,0
"Stratford School District","=""1380011""","Nichols School","=""1380911""",31,0,0,"*"
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""",25,14,0,"*"
"Stratford School District","=""1380011""","Secondary STEPS Program","=""1389111""","*",12,0,0
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""",32,14,0,0
"Stratford School District","=""1380011""","Stratford High School","=""1386111""",300,14,0,0
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""",26,"*",0,0
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""","*","*",0,"*"
"Suffield School District","=""1390011""","Suffield High School","=""1396111""",212,51,0,"*"
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""",48,6,0,6
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""",20,130,10,0
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""",164,86,0,0
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""",6,"*",0,0
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""",104,47,0,0
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""",8,21,0,6
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""",66,49,0,9
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""",60,30,0,0
"Tolland School District","=""1420011""","Tolland High School","=""1426111""",107,8,8,0
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""",31,23,0,0
"Torrington School District","=""1430011""","Forbes School","=""1430211""",55,"*",0,0
"Torrington School District","=""1430011""","Southwest School","=""1430811""",8,"*",0,0
"Torrington School District","=""1430011""","Torringford School","=""1430911""","*","*",0,0
"Torrington School District","=""1430011""","Torrington High School","=""1436111""",444,241,6,0
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""",316,126,7,23
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""","*","*",0,0
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""","*","*",0,"*"
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""","*",9,0,0
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""","*",0,0,0
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""","*",20,"*",0
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""",14,11,0,0
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""",0,"*",0,0
"Trumbull School District","=""1440011""","Tashua School","=""1440911""",0,"*",0,0
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""",51,56,9,0
"Unified School District #2","=""3470015""","Children''s Place School","=""3470115""",10,25,0,0
"Unified School District #2","=""3470015""","Riverview School","=""3470315""",0,9,0,0
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""",36,22,0,0
"Vernon School District","=""1460011""","Northeast School","=""1460311""",6,7,0,0
"Vernon School District","=""1460011""","Center Road School","=""1461411""","*",0,0,0
"Vernon School District","=""1460011""","Lake Street School","=""1460111""","*","*",0,0
"Vernon School District","=""1460011""","Maple Street School","=""1460211""","*","*",0,0
"Vernon School District","=""1460011""","Rockville High School","=""1466111""",668,80,"*",0
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""",13,11,0,25
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""",161,67,0,12
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""",13,0,0,0
"Wallingford School District","=""1480011""","Highland School","=""1480211""","*","*",0,0
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""",349,90,0,0
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""",6,32,0,0
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""","*",0,0,0
"Wallingford School District","=""1480011""","Dag  Hammarskjold Middle School","=""1485211""",116,"*",0,"*"
"Wallingford School District","=""1480011""","Harvest Park","=""1489211""","*",0,0,0
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""",41,7,0,10
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""",227,55,0,"*"
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""",0,"*",0,0
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""","*","*",0,0
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""",15,6,0,0
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""",12,0,0,0
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""","*",0,0,0
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""",392,504,0,"*"
"Waterbury School District","=""1510011""","Washington School","=""1512311""",60,42,0,"*"
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""",10,25,0,"*"
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""",51,37,0,19
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""","*",82,0,0
"Waterbury School District","=""1510011""","Carrington School","=""1512711""",9,6,0,12
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""",1083,1556,"*",0
"Waterbury School District","=""1510011""","Driggs School","=""1510911""",162,110,0,0
"Waterbury School District","=""1510011""","Duggan School","=""1511611""",107,27,0,0
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""",241,237,0,0
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""",20,12,0,6
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""",15,97,0,0
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""",100,61,0,14
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""","*",15,0,0
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""",1446,950,"*",0
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""",16,8,0,"*"
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""",89,60,0,29
"Waterbury School District","=""1510011""","Michael F. Wallace Middle School","=""1515111""",869,807,"*",0
"Waterbury School District","=""1510011""","North End Middle School","=""1515311""",315,491,"*","*"
"Waterbury School District","=""1510011""","Regan School","=""1512811""",45,44,0,"*"
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""",29,8,0,"*"
"Waterbury School District","=""1510011""","Sprague School","=""1512011""",23,57,0,0
"Waterbury School District","=""1510011""","State Street School","=""1519011""",110,82,0,6
"Waterbury School District","=""1510011""","Walsh School","=""1512211""",111,116,0,"*"
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""",247,67,0,"*"
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""",233,99,0,0
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""",11,14,0,"*"
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""",1429,665,"*",0
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""",42,53,0,"*"
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""",85,11,"*","*"
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""","*","*",0,"*"
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""","*","*",0,0
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""","*",9,0,0
"Waterford School District","=""1520011""","Waterford High School","=""1526111""",144,23,0,0
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""",6,"*",0,0
"Watertown School District","=""1530011""","John Trumbull Primary School","=""1530211""",0,"*",0,0
"Watertown School District","=""1530011""","Polk School","=""1530411""",22,18,0,7
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""",133,32,"*",0
"Watertown School District","=""1530011""","Watertown High School","=""1536111""",462,161,"*","*"
"West Hartford School District","=""1550011""","Smith School","=""1551711""","*","*",0,0
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""",7,"*",0,"*"
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""",21,"*",0,0
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""","*",0,0,0
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""",17,"*",0,0
"West Hartford School District","=""1550011""","Conard High School","=""1556111""",169,33,"*","*"
"West Hartford School District","=""1550011""","Hall High School","=""1556211""",235,44,"*",0
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""",60,"*","*",0
"West Hartford School District","=""1550011""","Morley School","=""1550911""","*",0,0,0
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""","*","*",0,0
"West Hartford School District","=""1550011""","STRIVE-West Hartford","=""1559211""","*",18,0,0
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""",144,55,"*",6
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""","*","*",0,0
"West Hartford School District","=""1550011""","Whiting Lane School","=""1551311""",7,0,0,0
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""","*",8,0,0
"West Haven School District","=""1560011""","Washington School","=""1561211""","*","*",0,"*"
"West Haven School District","=""1560011""","Alma E. Pagels School","=""1560811""","*","*",0,0
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""","*",93,"*",25
"West Haven School District","=""1560011""","Edith E. Mackrille School","=""1560611""",0,18,0,24
"West Haven School District","=""1560011""","Forest School","=""1560311""",0,"*",0,9
"West Haven School District","=""1560011""","Harry M. Bailey Middle School","=""1565111""",49,282,11,"*"
"West Haven School District","=""1560011""","Savin Rock Community School","=""1561411""","*",30,0,16
"West Haven School District","=""1560011""","Seth G. Haley School","=""1560411""",0,16,0,0
"West Haven School District","=""1560011""","West Haven High School","=""1566111""",984,221,18,"*"
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""",262,0,0,0
"Westbrook School District","=""1540011""","Westbrook Middle School","=""1545111""",37,"*",0,0
"Weston School District","=""1570011""","Weston High School","=""1576111""",11,"*",0,0
"Weston School District","=""1570011""","Weston Middle School","=""1575111""",19,0,"*",0
"Westport School District","=""1580011""","Bedford Middle School","=""1585111""",20,"*",0,0
"Westport School District","=""1580011""","Coleytown Elementary School","=""1580311""",8,"*",0,"*"
"Westport School District","=""1580011""","Coleytown Middle School","=""1585311""",8,0,0,0
"Westport School District","=""1580011""","Green's Farms School","=""1580411""","*","*",0,0
"Westport School District","=""1580011""","King's Highway Elementary School","=""1580511""","*","*",0,0
"Westport School District","=""1580011""","Long Lots School","=""1580711""","*","*",0,0
"Westport School District","=""1580011""","Saugatuck Elementary School","=""1580811""",0,"*",0,0
"Westport School District","=""1580011""","Staples High School","=""1586111""",45,14,"*","*"
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""","*",0,0,0
"Wethersfield School District","=""1590011""","Charles Wright School","=""1591011""","*",0,0,0
"Wethersfield School District","=""1590011""","Emerson-Williams School","=""1590211""","*","*",0,0
"Wethersfield School District","=""1590011""","Highcrest School","=""1591111""",8,0,0,0
"Wethersfield School District","=""1590011""","Samuel B. Webb Elementary School","=""1591211""","*","*",0,0
"Wethersfield School District","=""1590011""","Silas Deane Middle School","=""1595211""",59,24,0,0
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""",82,29,"*",0
"Willington School District","=""1600011""","Center School","=""1600111""","*",0,0,"*"
"Willington School District","=""1600011""","Hall Memorial School","=""1605111""",20,0,0,"*"
"Wilton School District","=""1610011""","Middlebrook School","=""1615211""",25,"*",0,0
"Wilton School District","=""1610011""","Cider Mill School","=""1610711""","*",0,0,0
"Wilton School District","=""1610011""","Miller-Driscoll School","=""1610511""",0,0,0,"*"
"Wilton School District","=""1610011""","Wilton High School","=""1616111""",12,16,"*","*"
"Winchester School District","=""1620011""","Mary P. Hinsdale School","=""1620211""","*","*",0,0
"Winchester School District","=""1620011""","Pearson Middle School","=""1625111""",41,9,0,0
"Windham School District","=""1630011""","Natchaug School","=""1630111""",8,26,0,0
"Windham School District","=""1630011""","North Windham School","=""1630311""",12,19,0,"*"
"Windham School District","=""1630011""","Partial Day Program","=""1638411""",0,6,0,0
"Windham School District","=""1630011""","W. B. Sweeney School","=""1630611""","*","*",0,"*"
"Windham School District","=""1630011""","Windham Center School","=""1630511""",10,9,0,"*"
"Windham School District","=""1630011""","Windham High School","=""1636111""",787,313,16,8
"Windham School District","=""1630011""","Windham Middle School","=""1635111""",753,314,"*",30
"Windsor Locks School District","=""1650011""","North Street School","=""1650111""",0,9,0,0
"Windsor Locks School District","=""1650011""","South Elementary School","=""1650411""",6,8,0,0
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""",159,48,11,0
"Windsor Locks School District","=""1650011""","Windsor Locks Middle School","=""1655111""",90,21,"*",0
"Windsor School District","=""1640011""","Clover Street School","=""1640111""",17,8,0,0
"Windsor School District","=""1640011""","John F. Kennedy School","=""1640811""",33,11,0,6
"Windsor School District","=""1640011""","Oliver Ellsworth School","=""1640911""",32,"*",0,"*"
"Windsor School District","=""1640011""","Poquonock Elementary School","=""1640511""",11,8,0,"*"
"Windsor School District","=""1640011""","Roger Wolcott Early Child Center","=""1641011""","*","*",0,8
"Windsor School District","=""1640011""","Sage Park Middle School","=""1645311""",197,56,"*","*"
"Windsor School District","=""1640011""","Windsor High School","=""1646111""",635,97,10,0
"Wolcott School District","=""1660011""","Alcott School","=""1660611""",6,0,0,0
"Wolcott School District","=""1660011""","Frisbie School","=""1660211""",16,0,0,0
"Wolcott School District","=""1660011""","Tyrrell Middle School","=""1665111""",68,20,0,0
"Wolcott School District","=""1660011""","Wakelee School","=""1660511""",0,"*",0,0
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""",169,56,"*",0
"Woodbridge School District","=""1670011""","Beecher Road Intermediate School","=""1670211""","*","*",0,0
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""",186,23,9,0
"Woodstock School District","=""1690011""","Woodstock Elementary School","=""1690211""","*",0,0,"*"
"Woodstock School District","=""1690011""","Woodstock Middle School","=""1695111""",20,0,0,0

