"Sanction Counts, 2014-15"
"All Districts, All Schools"

"",,,,"Sanction Type",,,
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""",128,25,0,"*"
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""",10,"*",0,0
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""",22,7,"*",0
"Regional School District 05","=""2050012""","Amity Middle School: Orange","=""2055212""","*",0,0,0
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""",47,51,0,0
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""",8,0,0,0
"Regional School District 06","=""2060012""","James Morris School","=""2060212""","*",0,0,0
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""",45,7,"*","*"
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""","*",0,0,0
"Regional School District 07","=""2070012""","AIM","=""2079112""","*","*",0,0
"Regional School District 07","=""2070012""","FLEX","=""2079012""",0,"*",0,0
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""",66,56,"*","*"
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""","*","*",0,0
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""",106,36,0,0
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""",25,"*",0,0
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""",0,20,0,0
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""",32,6,0,0
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""",0,"*",0,0
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""",65,14,6,0
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""",39,30,0,"*"
"Regional School District 12","=""2120012""","Shepaug Valley School","=""2120312""",31,14,0,0
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""",0,"*",0,0
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""","*",0,0,0
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""",20,24,"*",0
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""",24,0,0,0
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""",9,0,0,0
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""",6,16,"*",0
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""","*","*",0,0
"Regional School District 15","=""2150012""","MIJ Program","=""2150112""",7,0,0,0
"Regional School District 15","=""2150012""","Memorial Middle School","=""2155212""",8,0,0,0
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""","*",0,0,0
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""",139,62,"*",0
"Regional School District 15","=""2150012""","Rochambeau Middle School","=""2155112""","*","*",0,0
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""",0,"*",0,0
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""",69,"*","*",0
"Regional School District 16","=""2160012""","WRHS Alternative Education Program","=""2160412""",6,13,0,0
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",70,22,7,0
"Regional School District 17","=""2170012""","Burr District Elementary School","=""2170212""",7,"*",0,0
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""",47,14,"*",0
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""",56,"*",0,0
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",50,10,"*",8
"Regional School District 18","=""2180012""","Lyme-Old Lyme Middle School","=""2185112""",9,0,0,"*"
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""","*",0,0,0
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",40,49,0,0
"Regional School District 19","=""2190012""","E.O. Smith High School at the Depot Campus","=""2190112""",0,"*","*",0
"Ridgefield School District","=""1180011""","Alternative High School","=""1188011""",0,"*",0,0
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""","*",0,0,0
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""","*","*",0,0
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""",6,0,0,0
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""",0,"*",0,0
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",37,8,0,0
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""","*",0,0,0
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""","*","*",0,0
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""",8,"*",0,0
"Rocky Hill School District","=""1190011""","Alternative Learning Program","=""1190111""","*","*",0,0
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""",8,"*",0,0
"Rocky Hill School District","=""1190011""","Pathways","=""1190311""","*",0,0,0
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""",84,9,"*",0
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""",0,"*",0,0
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""","*",11,0,"*"
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""","*",0,0,0
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""","*",7,0,"*"
"Seymour School District","=""1240011""","Bungay School","=""1240111""",21,7,0,"*"
"Seymour School District","=""1240011""","Chatfield-LoPresti School","=""1240211""",21,"*",0,0
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",254,74,"*","*"
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""",91,21,0,0
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""",8,"*",0,0
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""","*",0,0,0
"Shelton School District","=""1260011""","Intermediate School","=""1265111""","*","*",0,0
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""",26,0,0,0
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",426,92,"*",0
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""",29,"*",0,"*"
"Sherman School District","=""1270011""","Sherman School","=""1270111""",10,"*",0,0
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",6,"*",0,"*"
"Simsbury School District","=""1280011""","Central School","=""1280111""","*","*",0,0
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""",40,"*",0,0
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""","*","*",0,0
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""",38,8,0,0
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""",14,0,0,0
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""","*","*",0,0
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""","*",0,0,0
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""",23,"*",0,0
"Somers School District","=""1290011""","Somers High School","=""1296111""",75,28,0,0
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""","*","*",0,0
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""","*",0,0,0
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""","*",0,0,0
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""",79,69,"*",0
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""",51,"*","*","*"
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""","*","*",0,0
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""",13,14,0,0
"Southington School District","=""1310011""","Alta","=""1310111""",13,12,"*","*"
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""","*",10,0,0
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""",6,"*",0,0
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""",11,"*",0,0
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""",40,21,"*","*"
"Southington School District","=""1310011""","Language Based Classroom","=""1310411""","*","*",0,0
"Southington School District","=""1310011""","South End Elementary School","=""1310711""",6,0,0,0
"Southington School District","=""1310011""","Southington High School","=""1316211""",202,"*",8,0
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","*",0,0,0
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","*","*",0,0
"Southington School District","=""1310011""","Therapeutic Educational Alternative Model (TEAM)","=""1311611""","*","*",0,0
"Southington School District","=""1310011""","Therapeutic Educational Setting (TEP)","=""1311211""",13,"*",0,0
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","*",0,0,0
"Sprague School District","=""1330011""","Sayles School","=""1330111""",56,"*","*","*"
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","*","*",0,"*"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""",130,19,"*",0
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""",42,0,0,0
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""",23,35,0,0
"Stamford School District","=""1350011""","Alternate Routes To Success","=""1350411""",0,0,"*",0
"Stamford School District","=""1350011""","Cloonan School","=""1355611""",10,14,0,0
"Stamford School District","=""1350011""","Dolan School","=""1355311""",12,52,"*",0
"Stamford School District","=""1350011""","Hart School","=""1352211""",0,"*",0,0
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""",0,6,0,0
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""",0,10,0,0
"Stamford School District","=""1350011""","Newfield School","=""1350611""",0,26,0,0
"Stamford School District","=""1350011""","Northeast School","=""1351811""","*",15,0,0
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""",0,35,"*",0
"Stamford School District","=""1350011""","Rogers International School","=""1350811""",0,6,0,0
"Stamford School District","=""1350011""","Roxbury School","=""1350911""",7,30,0,0
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""","*","*",0,0
"Stamford School District","=""1350011""","Springdale School","=""1351111""","*",15,0,"*"
"Stamford School District","=""1350011""","Stamford High School","=""1356111""",17,93,14,0
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""",0,14,0,0
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""",0,26,0,0
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""",0,"*",0,0
"Stamford School District","=""1350011""","Turn of River School","=""1355511""","*",39,0,0
"Stamford School District","=""1350011""","Westhill High School","=""1356311""",9,133,"*",0
"Stamford School District","=""1350011""","Westover School","=""1351411""",0,10,0,0
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""",36,21,0,"*"
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""","*","*",0,"*"
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""","*","*",0,0
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""",22,18,"*",0
"Stonington School District","=""1370011""","Stonington High School","=""1376111""",196,23,"*",0
"Stonington School District","=""1370011""","West Broad Street School","=""1370411""",0,"*",0,0
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""",8,"*",0,"*"
"Stratford School District","=""1380011""","ALPHA","=""1380511""",40,"*",0,0
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""",197,"*",0,0
"Stratford School District","=""1380011""","Chapel School","=""1380311""",17,6,0,"*"
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""",141,8,0,"*"
"Stratford School District","=""1380011""","Franklin STEPS K-2","=""1382111""","*","*",0,"*"
"Stratford School District","=""1380011""","Franklin School","=""1380411""",22,"*",0,"*"
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""",50,6,0,0
"Stratford School District","=""1380011""","High School STEPS 9-12","=""1382011""",9,"*",0,0
"Stratford School District","=""1380011""","Honeyspot School","=""1381611""","*",0,0,0
"Stratford School District","=""1380011""","Johnson House STEPS 3-6","=""1381211""",8,"*",0,0
"Stratford School District","=""1380011""","Lordship School","=""1380811""",20,"*",0,0
"Stratford School District","=""1380011""","Middle School STEPS 7-8","=""1381911""","*",0,0,0
"Stratford School District","=""1380011""","Nichols School","=""1380911""",36,"*",0,9
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""",20,0,0,"*"
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""",30,"*",0,"*"
"Stratford School District","=""1380011""","Stratford High School","=""1386111""",179,"*",0,0
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""",23,0,0,"*"
"Suffield School District","=""1390011""","A. Ward Spaulding School","=""1390411""","*",0,0,0
"Suffield School District","=""1390011""","Suffield High School","=""1396111""",23,31,"*",0
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""",10,"*",0,0
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""",50,52,"*",12
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""",454,171,0,0
"Thomaston School District","=""1400011""","Black Rock School","=""1400111""","*",10,0,0
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""",8,0,0,0
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""",73,24,"*",0
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""","*","*",0,7
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""",25,18,0,"*"
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""",26,24,0,0
"Tolland School District","=""1420011""","Tolland High School","=""1426111""",46,"*",0,0
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""","*",0,0,0
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""",30,8,"*",0
"Torrington School District","=""1430011""","East School","=""1430111""","*","*",0,0
"Torrington School District","=""1430011""","Forbes School","=""1430211""",17,"*",0,0
"Torrington School District","=""1430011""","Migeon Academy","=""1431411""","*","*",0,0
"Torrington School District","=""1430011""","Southwest School","=""1430811""","*",0,0,0
"Torrington School District","=""1430011""","Torringford School","=""1430911""",6,9,0,12
"Torrington School District","=""1430011""","Torrington High School","=""1436111""",218,149,6,0
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""",119,80,0,"*"
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""","*",10,0,6
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""",0,25,0,"*"
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""","*",6,0,0
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""","*",0,0,0
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""","*","*",0,0
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""",19,7,0,0
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""",6,0,0,"*"
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""","*",0,0,0
"Trumbull School District","=""1440011""","REACH","=""1440511""","*","*",0,0
"Trumbull School District","=""1440011""","Tashua School","=""1440911""","*",0,0,0
"Trumbull School District","=""1440011""","Trumbull Alternative School","=""1440211""",0,7,0,0
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""",44,31,"*","*"
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""",9,8,0,0
"Unified School District #2","=""3470015""","Riverview School","=""3470315""",0,19,0,0
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""",60,52,0,0
"Vernon School District","=""1460011""","Northeast School","=""1460311""","*",10,0,0
"Vernon School District","=""1460011""","Center Road School","=""1461411""",18,"*",0,"*"
"Vernon School District","=""1460011""","Lake Street School","=""1460111""",9,13,0,0
"Vernon School District","=""1460011""","Loveland Hill School","=""1460511""",0,14,0,0
"Vernon School District","=""1460011""","Maple Street School","=""1460211""",39,27,"*","*"
"Vernon School District","=""1460011""","Rockville High School","=""1466111""",787,205,0,0
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""",11,14,0,0
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""",57,30,"*",6
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""",9,0,0,0
"Wallingford School District","=""1480011""","Highland School","=""1480211""","*",0,0,"*"
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""",14,10,0,0
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""",18,0,0,6
"Wallingford School District","=""1480011""","Dag  Hammarskjold Middle School","=""1485211""",65,16,0,"*"
"Wallingford School District","=""1480011""","Education Enhancement Program","=""1480511""","*","*",0,0
"Wallingford School District","=""1480011""","Evarts C. Stevens School","=""1480911""","*","*",0,"*"
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""",55,12,0,"*"
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""",136,74,"*",0
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""",75,26,"*",0
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""",0,"*",0,0
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""",8,"*",0,"*"
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""",6,0,0,0
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""","*","*",0,"*"
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""","*",0,0,0
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""",436,486,"*",7
"Waterbury School District","=""1510011""","Washington School","=""1512311""",24,25,0,0
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""",44,60,0,"*"
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""",38,50,0,7
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""",73,71,0,6
"Waterbury School District","=""1510011""","Carrington School","=""1512711""",15,46,"*",15
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""",1003,788,0,"*"
"Waterbury School District","=""1510011""","Driggs School","=""1510911""",93,47,0,"*"
"Waterbury School District","=""1510011""","Duggan School","=""1511611""",40,45,0,0
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""",268,405,0,0
"Waterbury School District","=""1510011""","Excel III","=""1513911""","*","*",0,0
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""",60,72,0,"*"
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""",13,163,0,0
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""",96,68,0,0
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""",16,43,0,7
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""",1555,876,0,0
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""","*","*",0,"*"
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""",53,50,0,0
"Waterbury School District","=""1510011""","Michael F. Wallace Middle School","=""1515111""",452,474,0,0
"Waterbury School District","=""1510011""","North End Middle School","=""1515311""",74,495,0,"*"
"Waterbury School District","=""1510011""","Reed School","=""1513411""",116,74,0,0
"Waterbury School District","=""1510011""","Regan School","=""1512811""",10,22,0,"*"
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""",26,22,0,7
"Waterbury School District","=""1510011""","Sprague School","=""1512011""",19,66,"*","*"
"Waterbury School District","=""1510011""","State Street School","=""1519011""",80,165,0,"*"
"Waterbury School District","=""1510011""","Walsh School","=""1512211""",126,123,0,18
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""",205,82,"*",0
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""",115,66,0,0
"Waterbury School District","=""1510011""","Waterbury Career Academy","=""1516711""",77,36,0,0
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""",12,11,0,"*"
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""",1250,823,"*","*"
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""",180,94,0,27
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""",110,9,0,"*"
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""","*",0,0,0
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""",15,7,0,0
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""","*","*",0,0
"Waterford School District","=""1520011""","Waterford High School","=""1526111""",182,15,"*",0
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""","*","*",0,0
"Watertown School District","=""1530011""","John Trumbull Primary School","=""1530211""","*",0,0,0
"Watertown School District","=""1530011""","Polk School","=""1530411""",7,"*",0,"*"
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""",75,19,"*",0
"Watertown School District","=""1530011""","Watertown High School","=""1536111""",231,32,"*",0
"West Hartford School District","=""1550011""","REACH","=""1557311""",35,8,0,0
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""","*","*",0,"*"
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""",19,"*",0,0
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""",0,"*",0,0
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""",6,8,0,0
"West Hartford School District","=""1550011""","Conard High School","=""1556111""",153,60,0,0
"West Hartford School District","=""1550011""","Hall High School","=""1556211""",196,33,0,0
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""",55,15,0,"*"
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""","*","*",0,0
"West Hartford School District","=""1550011""","STRIVE-West Hartford","=""1559211""",0,"*",0,0
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""",71,45,0,"*"
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""","*",0,0,0
"West Hartford School District","=""1550011""","Whiting Lane School","=""1551311""",0,"*",0,0
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""","*","*",0,0
"West Haven School District","=""1560011""","Washington School","=""1561211""",0,33,0,0
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""",0,76,0,31
"West Haven School District","=""1560011""","Edith E. Mackrille School","=""1560611""",8,"*",0,7
"West Haven School District","=""1560011""","Forest School","=""1560311""",0,"*",0,"*"
"West Haven School District","=""1560011""","Harry M. Bailey Middle School","=""1565111""","*",103,"*",7
"West Haven School District","=""1560011""","PACE","=""1560211""",24,18,"*",0
"West Haven School District","=""1560011""","Savin Rock Community School","=""1561411""",0,21,0,39
"West Haven School District","=""1560011""","Seth G. Haley School","=""1560411""",0,"*",0,0
"West Haven School District","=""1560011""","West Haven High School","=""1566111""",283,90,"*",0
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""",0,"*",0,0
"Westbrook School District","=""1540011""","Westbrook Middle School","=""1545111""","*",0,0,0
"Weston School District","=""1570011""","Weston High School","=""1576111""",13,7,0,0
"Weston School District","=""1570011""","Weston Middle School","=""1575111""",14,0,0,0
"Westport School District","=""1580011""","Bedford Middle School","=""1585111""",13,"*",0,0
"Westport School District","=""1580011""","Coleytown Elementary School","=""1580311""",11,0,0,0
"Westport School District","=""1580011""","Coleytown Middle School","=""1585311""",18,"*",0,"*"
"Westport School District","=""1580011""","Green's Farms School","=""1580411""","*","*",0,"*"
"Westport School District","=""1580011""","Long Lots School","=""1580711""","*",0,0,0
"Westport School District","=""1580011""","Saugatuck Elementary School","=""1580811""",6,0,0,0
"Westport School District","=""1580011""","Staples High School","=""1586111""",54,15,0,0
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""","*","*",0,0
"Wethersfield School District","=""1590011""","Charles Wright School","=""1591011""",7,"*",0,0
"Wethersfield School District","=""1590011""","Emerson-Williams School","=""1590211""",15,"*",0,0
"Wethersfield School District","=""1590011""","Highcrest School","=""1591111""",16,"*",0,0
"Wethersfield School District","=""1590011""","Samuel B. Webb Elementary School","=""1591211""","*",8,0,0
"Wethersfield School District","=""1590011""","Silas Deane Middle School","=""1595211""",29,17,0,0
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""",48,30,"*","*"
"Willington School District","=""1600011""","Center School","=""1600111""","*",0,0,"*"
"Willington School District","=""1600011""","Hall Memorial School","=""1605111""",17,"*",0,"*"
"Wilton School District","=""1610011""","Middlebrook School","=""1615211""",56,"*",0,0
"Wilton School District","=""1610011""","Cider Mill School","=""1610711""","*",0,0,0
"Wilton School District","=""1610011""","Miller-Driscoll School","=""1610511""",0,0,0,"*"
"Wilton School District","=""1610011""","Wilton High School","=""1616111""","*",15,0,0
"Winchester School District","=""1620011""","Batcheller Early Education Center","=""1620411""","*","*",0,0
"Winchester School District","=""1620011""","Mary P. Hinsdale School","=""1620211""","*","*",0,0
"Winchester School District","=""1620011""","Pearson Middle School","=""1625111""",7,"*",0,0
"Winchester School District","=""1620011""","WISE Academy","=""1620111""",0,"*",0,0
"Windham School District","=""1630011""","Charles H. Barrows STEM Academy","=""1630411""",12,21,0,"*"
"Windham School District","=""1630011""","Natchaug School","=""1630111""",33,18,0,"*"
"Windham School District","=""1630011""","North Windham ASD Program","=""1630811""",0,"*",0,"*"
"Windham School District","=""1630011""","North Windham School","=""1630311""",37,18,0,8
"Windham School District","=""1630011""","W. B. Sweeney School","=""1630611""",12,13,0,0
"Windham School District","=""1630011""","Windham Center School","=""1630511""",8,11,0,6
"Windham School District","=""1630011""","Windham High School","=""1636111""",219,245,7,"*"
"Windham School District","=""1630011""","Windham Middle School","=""1635111""",398,271,"*","*"
"Windsor Locks School District","=""1650011""","North Street School","=""1650111""",0,"*",0,"*"
"Windsor Locks School District","=""1650011""","Pine Meadow Academy","=""1650611""","*",10,0,0
"Windsor Locks School District","=""1650011""","South Elementary School","=""1650411""","*",8,0,0
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""",167,57,9,0
"Windsor Locks School District","=""1650011""","Windsor Locks Middle School","=""1655111""",40,11,"*",0
"Windsor School District","=""1640011""","Clover Street School","=""1640111""",0,"*",0,0
"Windsor School District","=""1640011""","Expulsion","=""1640411""",0,0,"*",0
"Windsor School District","=""1640011""","John F. Kennedy School","=""1640811""",84,17,0,32
"Windsor School District","=""1640011""","Oliver Ellsworth School","=""1640911""",38,15,0,19
"Windsor School District","=""1640011""","Poquonock Elementary School","=""1640511""",11,13,0,28
"Windsor School District","=""1640011""","Sage Park Middle School","=""1645311""",98,75,"*",0
"Windsor School District","=""1640011""","Spark","=""1640311""","*","*",0,0
"Windsor School District","=""1640011""","Windsor High School","=""1646111""",769,49,"*","*"
"Wolcott School District","=""1660011""","ABC Classroom","=""1660311""","*",0,0,0
"Wolcott School District","=""1660011""","Alcott School","=""1660611""","*",0,0,"*"
"Wolcott School District","=""1660011""","Frisbie School","=""1660211""",12,0,0,"*"
"Wolcott School District","=""1660011""","Phoenix Program","=""1660411""","*","*",0,0
"Wolcott School District","=""1660011""","Tyrrell Middle School","=""1665111""",38,14,0,0
"Wolcott School District","=""1660011""","Wakelee School","=""1660511""","*","*",0,0
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""",85,22,0,0
"Woodbridge School District","=""1670011""","Beecher Road School","=""1670311""",0,"*",0,0
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""",90,35,18,0
"Woodstock School District","=""1690011""","Woodstock Middle School","=""1695111""",19,6,0,0

