"Sanction Counts, 2012-13"
"All Districts, All Schools"

"",,,,"Sanction Type",,,
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""",109,21,"*",0
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""","*","*",0,"*"
"Salisbury School District","=""1220011""","SELC","=""1220211""",0,"*",0,0
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",8,"*",0,"*"
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""","*","*",0,0
"Seymour School District","=""1240011""","Bungay School","=""1240111""",6,"*",0,0
"Seymour School District","=""1240011""","Chatfield-LoPresti School","=""1240211""",13,"*",0,0
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",127,90,"*",0
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""",93,26,0,0
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""","*",0,0,0
"Shelton School District","=""1260011""","Mohegan School","=""1260911""",0,"*",0,0
"Shelton School District","=""1260011""","Intermediate School","=""1265111""",67,11,0,0
"Shelton School District","=""1260011""","Long Hill School","=""1260811""",0,"*",0,"*"
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""",23,"*","*",0
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",476,193,9,0
"Sherman School District","=""1270011""","Sherman School","=""1270111""","*",0,0,0
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""",9,10,0,0
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""",11,"*",0,0
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""","*","*",0,0
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""",127,28,"*",0
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""",7,"*",0,0
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""","*","*",0,0
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""","*",0,0,0
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""",8,"*",0,0
"Somers School District","=""1290011""","Somers High School","=""1296111""",153,28,0,"*"
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""","*","*",0,0
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""","*",0,0,0
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""","*","*",0,0
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""",124,52,0,0
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""",87,14,0,13
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""","*","*",0,0
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""",19,"*",0,0
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""","*","*",0,0
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""","*","*",0,0
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""","*",0,0,0
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""",53,33,0,0
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""",8,0,0,0
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","*",0,0,0
"Southington School District","=""1310011""","Southington High School","=""1316211""",217,76,6,0
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","*",0,0,0
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""",0,"*",0,0
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""",0,"*",0,0
"Sprague School District","=""1330011""","Sayles School","=""1330111""",47,9,0,"*"
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""",6,"*",0,0
"Stafford School District","=""1340011""","Stafford High School","=""1346111""",168,41,"*",0
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""",75,"*",0,0
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""",8,54,0,0
"Stamford School District","=""1350011""","Cloonan School","=""1355611""",6,14,"*",0
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""","*",6,0,0
"Stamford School District","=""1350011""","Dolan School","=""1355311""",0,29,"*",0
"Stamford School District","=""1350011""","Hart School","=""1352211""",0,"*",0,0
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""","*",0,0,0
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""",0,"*",0,0
"Stamford School District","=""1350011""","Newfield School","=""1350611""","*",31,0,0
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""",10,82,"*",0
"Stamford School District","=""1350011""","Rogers International School","=""1350811""",0,6,0,0
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""","*","*",0,0
"Stamford School District","=""1350011""","Springdale School","=""1351111""",0,"*",0,0
"Stamford School District","=""1350011""","Stamford High School","=""1356111""",57,110,19,0
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""",0,"*",0,0
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""",0,"*",0,0
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""",0,"*",0,0
"Stamford School District","=""1350011""","Turn of River School","=""1355511""",0,"*",0,0
"Stamford School District","=""1350011""","Westhill High School","=""1356311""",126,104,12,0
"Stamford School District","=""1350011""","Westover School","=""1351411""",0,7,"*",0
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""",0,0,0,56
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""","*","*",0,10
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""",34,7,0,"*"
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""",26,"*",0,0
"Stonington School District","=""1370011""","Stonington High School","=""1376111""",246,16,"*",0
"Stonington School District","=""1370011""","West Broad Street School","=""1370411""","*","*",0,0
"Stonington School District","=""1370011""","West Vine Street School","=""1370611""","*","*",0,"*"
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""",12,12,0,6
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""",260,"*",0,0
"Stratford School District","=""1380011""","Chapel School","=""1380311""",17,17,0,0
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""",169,30,0,0
"Stratford School District","=""1380011""","Franklin School","=""1380411""",24,"*",0,0
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""",56,24,0,0
"Stratford School District","=""1380011""","Honeyspot School","=""1381611""",9,"*",0,0
"Stratford School District","=""1380011""","Lordship School","=""1380811""",20,10,0,6
"Stratford School District","=""1380011""","Nichols School","=""1380911""",34,"*",0,"*"
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""",22,"*",0,10
"Stratford School District","=""1380011""","Secondary STEPS Program","=""1389111""",39,15,0,"*"
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""",30,8,0,0
"Stratford School District","=""1380011""","Stratford High School","=""1386111""",400,7,0,0
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""",28,0,0,0
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""",6,"*",0,"*"
"Suffield School District","=""1390011""","Suffield High School","=""1396111""",134,29,0,0
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""",12,9,0,0
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""",17,108,12,"*"
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""",241,87,0,0
"Thomaston School District","=""1400011""","Black Rock School","=""1400111""",0,8,0,0
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""","*",17,0,0
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""",77,26,0,0
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""",6,12,0,"*"
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""",50,24,0,"*"
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""",40,54,0,0
"Tolland School District","=""1420011""","Tolland High School","=""1426111""",166,23,"*",0
"Tolland School District","=""1420011""","Tolland Intermediate School","=""1420211""","*",0,0,"*"
"Tolland School District","=""1420011""","Tolland Middle School","=""1425111""",45,15,0,0
"Torrington School District","=""1430011""","Forbes School","=""1430211""",95,"*",0,0
"Torrington School District","=""1430011""","Southwest School","=""1430811""",11,10,0,0
"Torrington School District","=""1430011""","Torringford School","=""1430911""",6,"*",0,"*"
"Torrington School District","=""1430011""","Torrington High School","=""1436111""",238,205,"*",0
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""",235,70,"*",23
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""",6,8,0,"*"
"Trailblazers Academy District","=""2780013""","Trailblazers Academy","=""2785113""","*",6,0,0
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""","*","*",0,"*"
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""","*",0,0,0
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""",12,0,0,0
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""",13,6,0,0
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""",17,8,0,"*"
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""","*",0,0,0
"Trumbull School District","=""1440011""","Tashua School","=""1440911""","*","*",0,0
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""",43,70,12,0
"Unified School District #2","=""3470015""","Children''s Place School","=""3470115""","*",46,0,0
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""",40,41,0,0
"Vernon School District","=""1460011""","Center Road School","=""1461411""",9,0,0,"*"
"Vernon School District","=""1460011""","Lake Street School","=""1460111""","*","*",0,0
"Vernon School District","=""1460011""","Maple Street School","=""1460211""",34,0,0,"*"
"Vernon School District","=""1460011""","Northeast School","=""1460311""",0,19,0,0
"Vernon School District","=""1460011""","Rockville High School","=""1466111""",850,136,0,0
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""",7,"*",0,"*"
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""",119,53,0,13
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""","*",0,0,0
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""","*",10,0,0
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""","*","*",0,9
"Wallingford School District","=""1480011""","Dag  Hammarskjold Middle School","=""1485211""",90,18,0,8
"Wallingford School District","=""1480011""","Evarts C. Stevens School","=""1480911""","*",0,0,"*"
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""",77,29,0,14
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""",324,87,"*","*"
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""",137,52,0,0
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""",0,"*",0,0
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""",19,"*",0,"*"
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""",13,8,0,"*"
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""","*","*",0,0
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""",12,0,0,0
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""",459,594,0,"*"
"Waterbury School District","=""1510011""","Washington School","=""1512311""",42,40,0,0
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""",20,38,0,"*"
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""",40,27,0,12
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""","*",63,0,"*"
"Waterbury School District","=""1510011""","Carrington School","=""1512711""",6,10,0,14
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""",1176,1451,"*",0
"Waterbury School District","=""1510011""","Driggs School","=""1510911""",39,17,0,0
"Waterbury School District","=""1510011""","Duggan School","=""1511611""",38,56,"*",0
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""",221,273,9,0
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""",80,49,0,12
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""",28,58,0,0
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""",121,65,0,"*"
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""",16,34,0,"*"
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""",1253,1060,"*",0
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""",17,"*",0,"*"
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""",43,17,0,"*"
"Waterbury School District","=""1510011""","Michael F. Wallace Middle School","=""1515111""",591,533,"*",0
"Waterbury School District","=""1510011""","North End Middle School","=""1515311""",234,517,"*","*"
"Waterbury School District","=""1510011""","Reed School","=""1513411""",51,42,0,0
"Waterbury School District","=""1510011""","Regan School","=""1512811""",25,27,0,"*"
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""","*","*",0,"*"
"Waterbury School District","=""1510011""","Sprague School","=""1512011""",14,65,0,0
"Waterbury School District","=""1510011""","State Street School","=""1519011""",136,161,0,"*"
"Waterbury School District","=""1510011""","Walsh School","=""1512211""",82,27,0,0
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""",132,34,"*","*"
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""",158,24,0,0
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""","*",7,0,0
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""",1870,791,6,"*"
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""",55,62,0,"*"
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""",78,12,0,"*"
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""","*","*",0,0
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""","*","*",0,0
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""","*","*",0,0
"Waterford School District","=""1520011""","Waterford High School","=""1526111""",168,39,"*",0
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""",8,"*",0,0
"Watertown School District","=""1530011""","John Trumbull Primary School","=""1530211""",0,6,0,0
"Watertown School District","=""1530011""","Polk School","=""1530411""",23,12,0,13
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""",170,39,"*",0
"Watertown School District","=""1530011""","Watertown High School","=""1536111""",363,117,8,0
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""","*",8,0,"*"
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""",17,0,0,"*"
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""","*","*",0,0
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""",8,"*",0,0
"West Hartford School District","=""1550011""","Conard High School","=""1556111""",161,44,0,"*"
"West Hartford School District","=""1550011""","Hall High School","=""1556211""",189,38,"*","*"
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""",41,11,"*",0
"West Hartford School District","=""1550011""","Morley School","=""1550911""","*",0,0,0
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""","*","*",0,0
"West Hartford School District","=""1550011""","STRIVE-West Hartford","=""1559211""",0,"*",0,0
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""",69,27,"*","*"
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""","*",0,0,0
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""","*","*",0,0
"West Haven School District","=""1560011""","Washington School","=""1561211""",0,10,0,0
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""","*",39,"*",9
"West Haven School District","=""1560011""","Edith E. Mackrille School","=""1560611""",0,9,0,8
"West Haven School District","=""1560011""","Forest School","=""1560311""",0,0,0,"*"
"West Haven School District","=""1560011""","Harry M. Bailey Middle School","=""1565111""",104,273,"*",31
"West Haven School District","=""1560011""","Savin Rock Community School","=""1561411""",0,18,0,39
"West Haven School District","=""1560011""","West Haven High School","=""1566111""",901,152,15,"*"
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""",40,"*","*",0
"Westbrook School District","=""1540011""","Westbrook Middle School","=""1545111""",48,10,0,"*"
"Weston School District","=""1570011""","Weston High School","=""1576111""",19,17,"*",0
"Weston School District","=""1570011""","Weston Middle School","=""1575111""",31,"*",0,0
"Westport School District","=""1580011""","Bedford Middle School","=""1585111""","*",0,0,0
"Westport School District","=""1580011""","Coleytown Elementary School","=""1580311""",7,"*",0,0
"Westport School District","=""1580011""","Coleytown Middle School","=""1585311""",19,0,0,0
"Westport School District","=""1580011""","King's Highway Elementary School","=""1580511""","*","*",0,0
"Westport School District","=""1580011""","Staples High School","=""1586111""",15,"*",0,0
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""","*",0,0,0
"Wethersfield School District","=""1590011""","Emerson-Williams School","=""1590211""","*",0,0,0
"Wethersfield School District","=""1590011""","Highcrest School","=""1591111""","*",0,0,0
"Wethersfield School District","=""1590011""","Samuel B. Webb Elementary School","=""1591211""",7,"*",0,0
"Wethersfield School District","=""1590011""","Silas Deane Middle School","=""1595211""",41,12,0,0
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""",150,52,0,0
"Willington School District","=""1600011""","Center School","=""1600111""","*","*",0,0
"Willington School District","=""1600011""","Hall Memorial School","=""1605111""",19,"*",0,0
"Wilton School District","=""1610011""","Middlebrook School","=""1615211""",9,"*",0,"*"
"Wilton School District","=""1610011""","Cider Mill School","=""1610711""",6,"*",0,0
"Wilton School District","=""1610011""","Wilton High School","=""1616111""","*",25,"*",0
"Winchester School District","=""1620011""","Batcheller Early Education Center","=""1620411""","*","*",0,0
"Winchester School District","=""1620011""","Mary P. Hinsdale School","=""1620211""","*","*",0,"*"
"Winchester School District","=""1620011""","Pearson Middle School","=""1625111""",13,21,0,0
"Winchester School District","=""1620011""","WISE Academy","=""1620111""",15,6,0,"*"
"Windham School District","=""1630011""","Natchaug School","=""1630111""",8,91,"*",0
"Windham School District","=""1630011""","North Windham School","=""1630311""",12,29,0,16
"Windham School District","=""1630011""","W. B. Sweeney School","=""1630611""",10,"*",0,0
"Windham School District","=""1630011""","Windham Center School","=""1630511""",11,11,0,7
"Windham School District","=""1630011""","Windham High School","=""1636111""",480,606,10,0
"Windham School District","=""1630011""","Windham Middle School","=""1635111""",377,354,24,11
"Windsor Locks School District","=""1650011""","North Street School","=""1650111""",0,"*",0,"*"
"Windsor Locks School District","=""1650011""","South Elementary School","=""1650411""","*",6,0,0
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""",141,41,7,"*"
"Windsor Locks School District","=""1650011""","Windsor Locks Middle School","=""1655111""",80,14,"*","*"
"Windsor School District","=""1640011""","Clover Street School","=""1640111""",21,9,0,0
"Windsor School District","=""1640011""","John F. Kennedy School","=""1640811""",28,"*",0,15
"Windsor School District","=""1640011""","Oliver Ellsworth School","=""1640911""",11,11,0,"*"
"Windsor School District","=""1640011""","Poquonock Elementary School","=""1640511""",23,"*",0,"*"
"Windsor School District","=""1640011""","Sage Park Middle School","=""1645311""",203,74,0,0
"Windsor School District","=""1640011""","Windsor High School","=""1646111""",521,76,12,"*"
"Wolcott School District","=""1660011""","Alcott School","=""1660611""","*",0,0,"*"
"Wolcott School District","=""1660011""","Frisbie School","=""1660211""",23,0,0,"*"
"Wolcott School District","=""1660011""","Tyrrell Middle School","=""1665111""",55,10,0,0
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""",126,15,0,0
"Woodbridge School District","=""1670011""","Beecher Road School","=""1670311""","*",0,"*",0
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""",93,9,8,0
"Woodstock School District","=""1690011""","Woodstock Elementary School","=""1690211""","*","*",0,0
"Woodstock School District","=""1690011""","Woodstock Middle School","=""1695111""",21,"*",0,"*"

