"CMT/CAPT Science Assessment, 2015-16"
"All Districts, All Grades Combined, English Learner Status (EL)"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",
"Middletown School District","=""0830011""","Snow School","=""0831111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Moody School","=""0831211""","N",49,49,100.0,49,"*","*","*","*",12,24.5,17,34.7,11,22.4,28,57.1
"Middletown School District","=""0830011""","Lawrence School","=""0831311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Lawrence School","=""0831311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Wesley School","=""0831411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Wesley School","=""0831411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Evening Program - MHS","=""0831611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MHS - Alternative Education Program 1","=""0831811""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","ICM - Spencer","=""0832011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","STEM - Macdonough","=""0832111""","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","MHS- Alternative Education Program 3","=""0832211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""","N",298,298,100.0,298,"*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Transition to Life Center","=""0839111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","The Academy","=""0840311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","The Academy","=""0840311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Meadowside School","=""0840711""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Meadowside School","=""0840711""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""","N",62,62,100.0,62,0,0.0,"*","*","*","*",34,54.8,17,27.4,51,82.3
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""","N",42,42,100.0,42,"*","*","*","*",7,16.7,17,40.5,13,31.0,30,71.4
"Milford School District","=""0840011""","Live Oaks School","=""0841611""","N",46,46,100.0,46,"*","*","*","*",6,13.0,23,50.0,11,23.9,34,73.9
"Milford School District","=""0840011""","Mathewson School","=""0841711""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Mathewson School","=""0841711""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""","N",54,54,100.0,54,"*","*","*","*","*","*",22,40.7,27,50.0,49,90.7
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""","N","*","*","*","*",0,0.0,0,0.0,"*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","N",91,91,100.0,91,"*","*","*","*","*","*",38,41.8,44,48.4,82,90.1
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","N",293,292,99.7,290,"*","*","*","*",54,18.6,77,26.6,150,51.7,227,78.3
"Montville School District","=""0860011""","Mohegan School","=""0860111""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Mohegan School","=""0860111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Oakdale School","=""0860511""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Oakdale School","=""0860511""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""","N",63,63,100.0,63,0,0.0,8,12.7,13,20.6,32,50.8,10,15.9,42,66.7
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""","N",139,139,100.0,139,"*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""","N",146,146,100.0,146,"*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Genesis Academy","=""0880911""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Genesis Academy","=""0880911""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","N",328,326,99.4,326,"*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","N",276,267,96.7,266,"*","*","*","*","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc., Family Academy","=""2800113""","N",74,73,98.6,73,23,31.5,"*","*",22,30.1,18,24.7,"*","*","*","*"
"New Britain School District","=""0890011""","Hartford Detention Center","=""3480315""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""","N",63,62,98.4,62,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""","Y",11,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Sunrise Intermediate","=""0890411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Sunrise Intermediate","=""0890411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Gaffney School","=""0890511""","N",46,46,100.0,46,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Gaffney School","=""0890511""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Holmes School","=""0890611""","N",58,58,100.0,58,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Holmes School","=""0890611""","Y",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Jefferson School","=""0890711""","N",48,48,100.0,48,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Jefferson School","=""0890711""","Y",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Lincoln School","=""0890811""","N",71,71,100.0,71,17,23.9,"*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Lincoln School","=""0890811""","Y",24,23,95.8,23,14,60.9,"*","*","*","*","*","*",0,0.0,"*","*"
"New Britain School District","=""0890011""","Northend School","=""0890911""","N","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"New Britain School District","=""0890011""","Northend School","=""0890911""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Behavior Support","=""0891011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""","N",87,86,98.9,86,"*","*",21,24.4,33,38.4,20,23.3,"*","*","*","*"
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""","Y",50,50,100.0,50,27,54.0,14,28.0,"*","*","*","*",0,0.0,"*","*"
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""","N",70,69,98.6,69,29,42.0,"*","*","*","*","*","*",0,0.0,"*","*"
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""","Y",25,23,92.0,23,16,69.6,"*","*","*","*","*","*",0,0.0,"*","*"
"New Britain School District","=""0890011""","Smith School","=""0891311""","N",95,95,100.0,95,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Smith School","=""0891311""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Vance School","=""0891511""","N",83,83,100.0,83,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Vance School","=""0891511""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Steps","=""0891811""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Steps","=""0891811""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""","N",200,199,99.5,199,62,31.2,"*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""","Y",28,28,100.0,28,21,75.0,"*","*","*","*","*","*",0,0.0,"*","*"
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""","N",202,201,99.5,201,95,47.3,"*","*","*","*",36,17.9,0,0.0,36,17.9
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""","Y",45,44,97.8,44,37,84.1,"*","*","*","*",0,0.0,0,0.0,0,0.0
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""","N",50,49,98.0,49,0,0.0,0,0.0,"*","*",38,77.6,"*","*","*","*"
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","N",413,385,93.2,381,116,30.4,92,24.1,107,28.1,44,11.5,22,5.8,66,17.3
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Y",105,96,91.4,94,67,71.3,21,22.3,6,6.4,0,0.0,0,0.0,0,0.0
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","N",10,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","N",15,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""","N",640,638,99.7,638,"*","*","*","*",46,7.2,272,42.6,303,47.5,575,90.1
"New Canaan School District","=""0900011""","Saxe Middle School","=""0905111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","Alternative Learning Center","=""0910311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""","N",68,68,100.0,68,"*","*","*","*",14,20.6,34,50.0,17,25.0,51,75.0
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","N",95,95,100.0,95,25,26.3,20,21.1,16,16.8,22,23.2,12,12.6,34,35.8
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","N",97,97,100.0,97,14,14.4,19,19.6,22,22.7,35,36.1,7,7.2,42,43.3
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""","N",71,71,100.0,71,23,32.4,"*","*",13,18.3,17,23.9,"*","*","*","*"
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Beecher School","=""0930311""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Beecher School","=""0930311""",,93,92,98.9,92,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Beecher School","=""0930311""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","N",79,79,100.0,79,25,31.6,19,24.1,"*","*",20,25.3,"*","*","*","*"
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","Y",29,29,100.0,29,17,58.6,"*","*","*","*",0,0.0,0,0.0,0,0.0
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","N",78,78,100.0,78,27,34.6,18,23.1,17,21.8,"*","*","*","*",16,20.5
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","Y",26,26,100.0,26,14,53.8,6,23.1,"*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""","N",63,63,100.0,63,13,20.6,17,27.0,16,25.4,17,27.0,0,0.0,17,27.0
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""","Y",44,44,100.0,44,21,47.7,13,29.5,"*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","N",94,94,100.0,94,27,28.7,16,17.0,18,19.1,27,28.7,6,6.4,33,35.1
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""","N",120,120,100.0,120,32,26.7,"*","*",36,30.0,30,25.0,"*","*","*","*"
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""","N",61,61,100.0,61,9,14.8,7,11.5,13,21.3,21,34.4,11,18.0,32,52.5
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""","Y",30,30,100.0,30,11,36.7,8,26.7,"*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""","N",87,84,96.6,84,36,42.9,22,26.2,18,21.4,8,9.5,0,0.0,8,9.5
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","N",64,63,98.4,63,"*","*",15,23.8,25,39.7,12,19.0,"*","*","*","*"
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","Y",113,110,97.3,110,83,75.5,23,20.9,"*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","N",181,181,100.0,180,11,6.1,17,9.4,39,21.7,65,36.1,48,26.7,113,62.8
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""","N",90,90,100.0,90,20,22.2,23,25.6,"*","*",28,31.1,"*","*","*","*"
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""",,88,88,100.0,88,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""","N","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""","N",59,59,100.0,59,25,42.4,11,18.6,12,20.3,"*","*","*","*",11,18.6
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Blake Street Leadership Academy (STEP)","=""0932411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","New Light High School","=""0932611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Truman School","=""0932911""","N",67,67,100.0,67,18,26.9,15,22.4,19,28.4,"*","*","*","*",15,22.4
"New Haven School District","=""0930011""","Truman School","=""0932911""","Y",50,49,98.0,49,26,53.1,10,20.4,9,18.4,"*","*","*","*","*","*"
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""",,98,98,100.0,98,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","N",119,119,100.0,119,28,23.5,31,26.1,"*","*",29,24.4,"*","*","*","*"
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""","N",77,76,98.7,76,26,34.2,21,27.6,20,26.3,"*","*","*","*",9,11.8
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""","Y",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""","N",78,77,98.7,77,"*","*","*","*",10,13.0,28,36.4,35,45.5,63,81.8
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""","N",52,52,100.0,52,9,17.3,8,15.4,18,34.6,17,32.7,0,0.0,17,32.7
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""","Y",33,33,100.0,33,10,30.3,"*","*",12,36.4,"*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""","N",81,81,100.0,81,33,40.7,22,27.2,19,23.5,7,8.6,0,0.0,7,8.6
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""","Y",26,26,100.0,26,22,84.6,"*","*","*","*","*","*",0,0.0,"*","*"
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""","N",95,94,98.9,94,27,28.7,22,23.4,24,25.5,"*","*","*","*",21,22.3
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","N",78,77,98.7,77,21,27.3,19,24.7,19,24.7,"*","*","*","*",18,23.4
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""","N",62,61,98.4,61,19,31.1,13,21.3,16,26.2,"*","*","*","*",13,21.3
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""","N",205,205,100.0,205,42,20.5,42,20.5,48,23.4,58,28.3,15,7.3,73,35.6
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","N",278,229,82.4,222,52,23.4,50,22.5,"*","*",19,8.6,"*","*","*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Y",94,71,75.5,66,52,78.8,9,13.6,"*","*",0,0.0,"*","*","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","N",202,159,78.7,153,65,42.5,"*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Y",32,29,90.6,29,23,79.3,"*","*","*","*",0,0.0,0,0.0,0,0.0
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","N",165,163,98.8,162,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
