"College Entrance and Persistence, 2013-14"
"All Districts"

"Notes:"
"* In this report, year means graduating class of that school year."
"* College entrance refers to the percent of high school graduates from the year who enrolled in college any time during the first year after high school."
"* College persistence refers to the percent of students who enrolled in college the first year after high school and returned for a second year (Freshman to Sophomore persistence)."

"District","District Code","School","Race/Ethnicity","Entrance(%)","Persistence(%)"
"Wethersfield School District","=""1590011""","Wethersfield High School","Asian",*,*
"Wethersfield School District","=""1590011""","Wethersfield High School","Black or African American",*,*
"Wethersfield School District","=""1590011""","Wethersfield High School","Hispanic or Latino",79.5,83.9
"Wethersfield School District","=""1590011""","Wethersfield High School","Two or More Races",*,*
"Wethersfield School District","=""1590011""","Wethersfield High School","White",82.6,94.6
"Wilton School District","=""1610011""","Wilton High School","Asian",*,*
"Wilton School District","=""1610011""","Wilton High School","Black or African American",*,*
"Wilton School District","=""1610011""","Wilton High School","Hispanic or Latino",*,*
"Wilton School District","=""1610011""","Wilton High School","Two or More Races",*,*
"Wilton School District","=""1610011""","Wilton High School","White",87.6,96.6
"Windham School District","=""1630011""","Windham High School","Asian",*,*
"Windham School District","=""1630011""","Windham High School","Black or African American",*,*
"Windham School District","=""1630011""","Windham High School","Hispanic or Latino",44.0,60.6
"Windham School District","=""1630011""","Windham High School","Two or More Races",*,*
"Windham School District","=""1630011""","Windham High School","White",66.0,85.7
"Windsor School District","=""1640011""","Windsor High School","Asian",*,*
"Windsor School District","=""1640011""","Windsor High School","Black or African American",80.3,81.0
"Windsor School District","=""1640011""","Windsor High School","Hispanic or Latino",60.0,79.2
"Windsor School District","=""1640011""","Windsor High School","Two or More Races",*,*
"Windsor School District","=""1640011""","Windsor High School","White",79.1,89.7
"Windsor Locks School District","=""1650011""","Windsor Locks High School","American Indian or Alaska Native",*,*
"Windsor Locks School District","=""1650011""","Windsor Locks High School","Asian",*,*
"Windsor Locks School District","=""1650011""","Windsor Locks High School","Black or African American",*,*
"Windsor Locks School District","=""1650011""","Windsor Locks High School","Hispanic or Latino",*,*
"Windsor Locks School District","=""1650011""","Windsor Locks High School","Two or More Races",*,*
"Windsor Locks School District","=""1650011""","Windsor Locks High School","White",69.1,84.6
"Wolcott School District","=""1660011""","Wolcott High School","Asian",*,*
"Wolcott School District","=""1660011""","Wolcott High School","Black or African American",*,*
"Wolcott School District","=""1660011""","Wolcott High School","Hispanic or Latino",*,*
"Wolcott School District","=""1660011""","Wolcott High School","Two or More Races",*,*
"Wolcott School District","=""1660011""","Wolcott High School","White",76.0,90.5
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","Asian",*,*
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","Black or African American",*,*
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","Hispanic or Latino",*,*
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","White",65.3,89.4
"Regional School District 04","=""2040012""","Valley Regional High School","Asian",*,*
"Regional School District 04","=""2040012""","Valley Regional High School","Black or African American",*,*
"Regional School District 04","=""2040012""","Valley Regional High School","Hispanic or Latino",*,*
"Regional School District 04","=""2040012""","Valley Regional High School","White",77.2,93.7
"Regional School District 05","=""2050012""","Amity Regional High School","Asian",83.7,100.0
"Regional School District 05","=""2050012""","Amity Regional High School","Black or African American",*,*
"Regional School District 05","=""2050012""","Amity Regional High School","Hispanic or Latino",*,*
"Regional School District 05","=""2050012""","Amity Regional High School","Two or More Races",*,*
"Regional School District 05","=""2050012""","Amity Regional High School","White",87.4,95.4
"Regional School District 06","=""2060012""","Wamogo Regional High School","Native Hawaiian or Other Pacific Islander",*,*
"Regional School District 06","=""2060012""","Wamogo Regional High School","Two or More Races",*,*
"Regional School District 06","=""2060012""","Wamogo Regional High School","White",*,*
"Regional School District 07","=""2070012""","AIM","Black or African American",*,*
"Regional School District 07","=""2070012""","Intensive Learning Program","Black or African American",*,*
"Regional School District 07","=""2070012""","Intensive Learning Program","Hispanic or Latino",*,*
"Regional School District 07","=""2070012""","Intensive Learning Program","White",*,*
"Regional School District 07","=""2070012""","Northwestern Regional High School","Black or African American",*,*
"Regional School District 07","=""2070012""","Northwestern Regional High School","Hispanic or Latino",*,*
"Regional School District 07","=""2070012""","Northwestern Regional High School","White",77.5,89.1
"Regional School District 07","=""2070012""","STEP","White",*,*
"Regional School District 08","=""2080012""","RHAM High School","Asian",*,*
"Regional School District 08","=""2080012""","RHAM High School","Black or African American",*,*
"Regional School District 08","=""2080012""","RHAM High School","Hispanic or Latino",*,*
"Regional School District 08","=""2080012""","RHAM High School","Two or More Races",*,*
"Regional School District 08","=""2080012""","RHAM High School","White",83.9,95.4
"Regional School District 08","=""2080012""","Region Alternative High School","Hispanic or Latino",*,*
"Regional School District 08","=""2080012""","Region Alternative High School","White",*,*
"Regional School District 09","=""2090012""","Joel Barlow High School","Asian",*,*
"Regional School District 09","=""2090012""","Joel Barlow High School","Black or African American",*,*
"Regional School District 09","=""2090012""","Joel Barlow High School","Hispanic or Latino",*,*
"Regional School District 09","=""2090012""","Joel Barlow High School","Two or More Races",*,*
"Regional School District 09","=""2090012""","Joel Barlow High School","White",86.9,96.0
"Regional School District 10","=""2100012""","Lewis S. Mills High School","Asian",*,*
"Regional School District 10","=""2100012""","Lewis S. Mills High School","Hispanic or Latino",*,*
"Regional School District 10","=""2100012""","Lewis S. Mills High School","Two or More Races",*,*
"Regional School District 10","=""2100012""","Lewis S. Mills High School","White",81.0,92.4
"Regional School District 11","=""2110012""","Parish Hill High School","Black or African American",*,*
"Regional School District 11","=""2110012""","Parish Hill High School","Hispanic or Latino",*,*
"Regional School District 11","=""2110012""","Parish Hill High School","White",73.3,*
"Regional School District 12","=""2120012""","Shepaug Valley School","Asian",*,*
"Regional School District 12","=""2120012""","Shepaug Valley School","Black or African American",*,*
"Regional School District 12","=""2120012""","Shepaug Valley School","Native Hawaiian or Other Pacific Islander",*,*
"Regional School District 12","=""2120012""","Shepaug Valley School","White",*,*
"Regional School District 13","=""2130012""","Coginchaug Regional High School","Black or African American",*,*
"Regional School District 13","=""2130012""","Coginchaug Regional High School","Hispanic or Latino",*,*
"Regional School District 13","=""2130012""","Coginchaug Regional High School","Two or More Races",*,*
"Regional School District 13","=""2130012""","Coginchaug Regional High School","White",83.3,95.0
"Regional School District 14","=""2140012""","Nonnewaug High School","Asian",*,*
"Regional School District 14","=""2140012""","Nonnewaug High School","Hispanic or Latino",*,*
"Regional School District 14","=""2140012""","Nonnewaug High School","White",81.1,91.4
"Regional School District 15","=""2150012""","Pomperaug Regional High School","American Indian or Alaska Native",*,*
"Regional School District 15","=""2150012""","Pomperaug Regional High School","Asian",*,*
"Regional School District 15","=""2150012""","Pomperaug Regional High School","Black or African American",*,*
"Regional School District 15","=""2150012""","Pomperaug Regional High School","Hispanic or Latino",*,*
"Regional School District 15","=""2150012""","Pomperaug Regional High School","White",82.7,90.4
"Regional School District 16","=""2160012""","Woodland Regional High School","Black or African American",*,*
"Regional School District 16","=""2160012""","Woodland Regional High School","Hispanic or Latino",*,*
"Regional School District 16","=""2160012""","Woodland Regional High School","White",77.2,88.8
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","Asian",*,*
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","Black or African American",*,*
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","Hispanic or Latino",*,*
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","White",84.2,92.3
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","Asian",*,*
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","Hispanic or Latino",*,*
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","White",90.9,92.2
"Regional School District 19","=""2190012""","E. O. Smith High School","American Indian or Alaska Native",*,*
"Regional School District 19","=""2190012""","E. O. Smith High School","Asian",*,*
"Regional School District 19","=""2190012""","E. O. Smith High School","Black or African American",*,*
"Regional School District 19","=""2190012""","E. O. Smith High School","Hispanic or Latino",*,*
"Regional School District 19","=""2190012""","E. O. Smith High School","White",69.7,87.9
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","Asian",*,*
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","Black or African American",*,*
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","Hispanic or Latino",*,*
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","White",*,*
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","Black or African American",*,*
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","White",*,*
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","American Indian or Alaska Native",*,*
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","Black or African American",*,*
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","Hispanic or Latino",80.0,75.0
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","Two or More Races",*,*
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","White",85.7,86.7
"Capitol Region Education Council","=""2410014""","Integrated Program Models","White",*,*
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","Hispanic or Latino",*,*
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","Black or African American",*,*
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","White",*,*
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","Asian",*,*
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","Black or African American",81.8,*
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","Hispanic or Latino",*,*
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","Two or More Races",*,*
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","White",*,*
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","Asian",*,*
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","Black or African American",93.0,92.5
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","Hispanic or Latino",*,*
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","Two or More Races",*,*
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","White",80.0,*
"Capitol Region Education Council","=""2410014""","Public Safety Academy","American Indian or Alaska Native",*,*
"Capitol Region Education Council","=""2410014""","Public Safety Academy","Black or African American",*,*
"Capitol Region Education Council","=""2410014""","Public Safety Academy","Hispanic or Latino",*,*
"Capitol Region Education Council","=""2410014""","Public Safety Academy","White",*,*
"Capitol Region Education Council","=""2410014""","River Street School","Black or African American",*,*
"Capitol Region Education Council","=""2410014""","River Street School","White",*,*
"Capitol Region Education Council","=""2410014""","Soundbridge","White",*,*
"Capitol Region Education Council","=""2410014""","Strive (Southern Transition Real-World and Independent Vocational Education Program","White",*,*
"Education Connection","=""2420014""","GFLC/ACCESS School","White",*,*
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","White",*,*
"Cooperative Educational Services","=""2430014""","RISE Transitional Program","White",*,*
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","Asian",*,*
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","Black or African American",*,*
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","Hispanic or Latino",*,*
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","White",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","Black or African American",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","Hispanic or Latino",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","White",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","Black or African American",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","Hispanic or Latino",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","White",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","Black or African American",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","Hispanic or Latino",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","White",*,*
"Learn","=""2450014""","Connecticut River Academy","American Indian or Alaska Native",*,*
"Learn","=""2450014""","Connecticut River Academy","Asian",*,*
"Learn","=""2450014""","Connecticut River Academy","Black or African American",63.9,82.6
"Learn","=""2450014""","Connecticut River Academy","Hispanic or Latino",71.4,*
"Learn","=""2450014""","Connecticut River Academy","Two or More Races",*,*
"Learn","=""2450014""","Connecticut River Academy","White",78.6,90.9
"Learn","=""2450014""","Learn Special Education","White",*,*
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","Hispanic or Latino",*,*
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","Two or More Races",*,*
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","White",*,*
"Learn","=""2450014""","Three Rivers Middle College Magnet School","Black or African American",*,*
"Learn","=""2450014""","Three Rivers Middle College Magnet School","Hispanic or Latino",*,*
"Learn","=""2450014""","Three Rivers Middle College Magnet School","Two or More Races",*,*
"Learn","=""2450014""","Three Rivers Middle College Magnet School","White",*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","American Indian or Alaska Native",*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","Black or African American",*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","Hispanic or Latino",*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","White",66.7,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","Black or African American",*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","Hispanic or Latino",*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","White",*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","Black or African American",*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","Hispanic or Latino",*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","Two or More Races",*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","White",*,*
"Common Ground High School District","=""2680013""","Common Ground High School","Black or African American",*,*
"Common Ground High School District","=""2680013""","Common Ground High School","Hispanic or Latino",*,*
"Common Ground High School District","=""2680013""","Common Ground High School","White",*,*
"The Bridge Academy District","=""2690013""","The Bridge Academy","Asian",*,*
"The Bridge Academy District","=""2690013""","The Bridge Academy","Black or African American",85.7,*
"The Bridge Academy District","=""2690013""","The Bridge Academy","Hispanic or Latino",*,*
"The Bridge Academy District","=""2690013""","The Bridge Academy","Two or More Races",*,*
"Explorations District","=""2720013""","Explorations","White",*,*
"Amistad Academy District","=""2790013""","Amistad Academy","Black or African American",*,*
"Amistad Academy District","=""2790013""","Amistad Academy","Hispanic or Latino",*,*
"Stamford Academy District","=""2820013""","Stamford Academy","Black or African American",*,*
"Stamford Academy District","=""2820013""","Stamford Academy","Hispanic or Latino",*,*
"Stamford Academy District","=""2820013""","Stamford Academy","White",*,*
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","Black or African American",*,*
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","Hispanic or Latino",*,*
"Unified School District #1","=""3360015""","Bridgeport Correctional Center","Black or African American",*,*
"Unified School District #1","=""3360015""","Corrigan/Radgowski Correctional Institution","White",*,*
"Unified School District #1","=""3360015""","Garner Correctional Institution","Black or African American",*,*
"Unified School District #1","=""3360015""","MacDougall/Walker Correctional Institution","Black or African American",*,*
"Unified School District #1","=""3360015""","Manson Youth Institution","Black or African American",*,*
"Unified School District #1","=""3360015""","Manson Youth Institution","Hispanic or Latino",*,*
"Unified School District #1","=""3360015""","Manson Youth Institution","Two or More Races",*,*
"Unified School District #1","=""3360015""","Manson Youth Institution","White",*,*
"Department of Mental Health and Addiction Services","=""3370015""","Connecticut Valley Hospital","White",*,*
"Unified School District #2","=""3470015""","Walter G. Cady School","Black or African American",*,*
"Unified School District #2","=""3470015""","Walter G. Cady School","Hispanic or Latino",*,*
"Unified School District #2","=""3470015""","Walter G. Cady School","White",*,*
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","Asian",*,*
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","Black or African American",63.8,63.6
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","Hispanic or Latino",60.6,59.6
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","White",*,*
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","Asian",*,*
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","Black or African American",55.9,81.6
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","Hispanic or Latino",53.7,88.9
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","White",*,*
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","American Indian or Alaska Native",*,*
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","Black or African American",59.1,*
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","Hispanic or Latino",48.1,48.6
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","Two or More Races",*,*
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","White",*,*
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","Asian",*,*
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","Black or African American",35.4,*
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","Hispanic or Latino",*,*
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","White",*,*
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","American Indian or Alaska Native",*,*
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","Asian",*,*
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","Black or African American",*,*
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","Hispanic or Latino",53.7,81.8
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","Two or More Races",*,*
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","White",26.5,*
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","Asian",*,*
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","Black or African American",*,*
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","Hispanic or Latino",*,*
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","White",44.8,67.4
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","Asian",*,*
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","Black or African American",*,*
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","Hispanic or Latino",55.8,66.7
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","White",39.0,69.6
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","American Indian or Alaska Native",*,*
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","Asian",*,*
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","Black or African American",*,*
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","Hispanic or Latino",*,*
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","Two or More Races",*,*
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","White",26.5,69.2
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","Asian",*,*
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","Black or African American",*,*
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","Hispanic or Latino",57.1,75.0
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","White",40.8,96.6
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","American Indian or Alaska Native",*,*
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","Asian",*,*
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","Black or African American",62.9,81.8
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","Hispanic or Latino",58.3,47.6
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","Two or More Races",*,*
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","White",41.0,87.5
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","Asian",*,*
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","Black or African American",*,*
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","Hispanic or Latino",*,*
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","Two or More Races",*,*
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","White",40.2,68.1
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","Asian",*,*
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","Black or African American",*,*
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","Hispanic or Latino",*,*
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","Two or More Races",*,*
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","White",47.6,80.0
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","American Indian or Alaska Native",*,*
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","Black or African American",*,*
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","Hispanic or Latino",59.2,79.3
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","Two or More Races",*,*
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","White",43.8,90.6
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","American Indian or Alaska Native",*,*
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","Black or African American",*,*
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","Hispanic or Latino",*,*
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","White",37.7,82.5
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","American Indian or Alaska Native",*,*
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","Asian",*,*
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","Black or African American",*,*
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","Hispanic or Latino",59.5,84.0
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","White",49.5,83.0
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","American Indian or Alaska Native",*,*
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","Asian",*,*
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","Black or African American",*,*
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","Hispanic or Latino",64.0,*
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","White",35.4,77.1
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","American Indian or Alaska Native",*,*
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","Asian",81.4,91.4
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","Black or African American",57.6,86.8
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","Hispanic or Latino",68.4,76.9
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","Native Hawaiian or Other Pacific Islander",*,*
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","White",73.2,90.7
"The Gilbert School District","=""9020022""","The Gilbert School","Asian",*,*
"The Gilbert School District","=""9020022""","The Gilbert School","Black or African American",*,*
"The Gilbert School District","=""9020022""","The Gilbert School","Hispanic or Latino",*,*
"The Gilbert School District","=""9020022""","The Gilbert School","Two or More Races",*,*
"The Gilbert School District","=""9020022""","The Gilbert School","White",69.5,75.6
"Woodstock Academy District","=""9030022""","Woodstock Academy","American Indian or Alaska Native",*,*
"Woodstock Academy District","=""9030022""","Woodstock Academy","Asian",70.0,95.2
"Woodstock Academy District","=""9030022""","Woodstock Academy","Black or African American",*,*
"Woodstock Academy District","=""9030022""","Woodstock Academy","Hispanic or Latino",*,*
"Woodstock Academy District","=""9030022""","Woodstock Academy","White",79.1,90.8

