"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA and Math, All Grades Combined, Gender"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Odyssey Community School District","=""2630013""","ELA","F",99,96,97.0,96,9,9.4,27,28.1,40,41.7,20,20.8,60,62.5
"Odyssey Community School District","=""2630013""","ELA","M",115,114,99.1,114,21,18.4,31,27.2,44,38.6,18,15.8,62,54.4
"Odyssey Community School District","=""2630013""","Math","F",99,96,97.0,96,23,24.0,41,42.7,24,25.0,8,8.3,32,33.3
"Odyssey Community School District","=""2630013""","Math","M",115,114,99.1,114,32,28.1,38,33.3,25,21.9,19,16.7,44,38.6
"Old Saybrook School District","=""1060011""","ELA","F",379,372,98.2,369,20,5.4,79,21.4,156,42.3,114,30.9,270,73.2
"Old Saybrook School District","=""1060011""","ELA","M",373,358,96.0,355,34,9.6,77,21.7,147,41.4,97,27.3,244,68.7
"Old Saybrook School District","=""1060011""","Math","F",379,372,98.2,369,77,20.9,126,34.1,109,29.5,57,15.4,166,45.0
"Old Saybrook School District","=""1060011""","Math","M",373,360,96.5,359,59,16.4,105,29.2,105,29.2,90,25.1,195,54.3
"Orange School District","=""1070011""","ELA","F",367,362,98.6,362,17,4.7,32,8.8,116,32.0,197,54.4,313,86.5
"Orange School District","=""1070011""","ELA","M",343,333,97.1,330,25,7.6,67,20.3,118,35.8,120,36.4,238,72.1
"Orange School District","=""1070011""","Math","F",367,365,99.5,365,20,5.5,112,30.7,112,30.7,121,33.2,233,63.8
"Orange School District","=""1070011""","Math","M",343,335,97.7,334,27,8.1,86,25.7,117,35.0,104,31.1,221,66.2
"Oxford School District","=""1080011""","ELA","F",568,557,98.1,557,33,5.9,94,16.9,237,42.5,193,34.6,430,77.2
"Oxford School District","=""1080011""","ELA","M",558,549,98.4,549,59,10.7,131,23.9,202,36.8,157,28.6,359,65.4
"Oxford School District","=""1080011""","Math","F",568,554,97.5,554,115,20.8,193,34.8,174,31.4,72,13.0,246,44.4
"Oxford School District","=""1080011""","Math","M",558,548,98.2,548,134,24.5,172,31.4,153,27.9,89,16.2,242,44.2
"Park City Prep Charter School District","=""2830013""","ELA","F",173,170,98.3,170,53,31.2,"*","*",61,35.9,"*","*","*","*"
"Park City Prep Charter School District","=""2830013""","ELA","M",173,171,98.8,171,84,49.1,58,33.9,"*","*","*","*",29,17.0
"Park City Prep Charter School District","=""2830013""","Math","F",173,171,98.8,171,78,45.6,63,36.8,22,12.9,8,4.7,30,17.5
"Park City Prep Charter School District","=""2830013""","Math","M",173,173,100.0,173,100,57.8,56,32.4,11,6.4,6,3.5,17,9.8
"Path Academy District","=""2930013""","ELA","F",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","ELA","M",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","Math","F",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","Math","M",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","ELA","F",597,569,95.3,569,102,17.9,148,26.0,206,36.2,113,19.9,319,56.1
"Plainfield School District","=""1090011""","ELA","M",638,600,94.0,599,185,30.9,183,30.6,163,27.2,68,11.4,231,38.6
"Plainfield School District","=""1090011""","Math","F",597,584,97.8,583,209,35.8,210,36.0,134,23.0,30,5.1,164,28.1
"Plainfield School District","=""1090011""","Math","M",638,612,95.9,612,228,37.3,233,38.1,116,19.0,35,5.7,151,24.7
"Plainville School District","=""1100011""","ELA","F",602,596,99.0,596,58,9.7,149,25.0,251,42.1,138,23.2,389,65.3
"Plainville School District","=""1100011""","ELA","M",653,648,99.2,647,164,25.3,170,26.3,213,32.9,100,15.5,313,48.4
"Plainville School District","=""1100011""","Math","F",602,599,99.5,599,184,30.7,194,32.4,156,26.0,65,10.9,221,36.9
"Plainville School District","=""1100011""","Math","M",653,648,99.2,648,218,33.6,193,29.8,156,24.1,81,12.5,237,36.6
"Plymouth School District","=""1110011""","ELA","F",387,375,96.9,375,57,15.2,103,27.5,138,36.8,77,20.5,215,57.3
"Plymouth School District","=""1110011""","ELA","M",412,400,97.1,399,103,25.8,113,28.3,115,28.8,68,17.0,183,45.9
"Plymouth School District","=""1110011""","Math","F",385,370,96.1,370,119,32.2,112,30.3,106,28.6,33,8.9,139,37.6
"Plymouth School District","=""1110011""","Math","M",412,402,97.6,399,143,35.8,121,30.3,94,23.6,41,10.3,135,33.8
"Pomfret School District","=""1120011""","ELA","F",144,144,100.0,143,11,7.7,26,18.2,58,40.6,48,33.6,106,74.1
"Pomfret School District","=""1120011""","ELA","M",149,149,100.0,146,9,6.2,28,19.2,56,38.4,53,36.3,109,74.7
"Pomfret School District","=""1120011""","Math","F",144,144,100.0,143,21,14.7,46,32.2,49,34.3,27,18.9,76,53.1
"Pomfret School District","=""1120011""","Math","M",149,149,100.0,146,12,8.2,34,23.3,43,29.5,57,39.0,100,68.5
"Portland School District","=""1130011""","ELA","F",366,342,93.4,342,11,3.2,38,11.1,127,37.1,166,48.5,293,85.7
"Portland School District","=""1130011""","ELA","M",366,354,96.7,354,34,9.6,71,20.1,138,39.0,111,31.4,249,70.3
"Portland School District","=""1130011""","Math","F",367,342,93.2,342,41,12.0,92,26.9,116,33.9,93,27.2,209,61.1
"Portland School District","=""1130011""","Math","M",367,354,96.5,354,54,15.3,95,26.8,109,30.8,96,27.1,205,57.9
"Preston School District","=""1140011""","ELA","F",152,143,94.1,143,18,12.6,25,17.5,60,42.0,40,28.0,100,69.9
"Preston School District","=""1140011""","ELA","M",130,120,92.3,120,23,19.2,25,20.8,38,31.7,34,28.3,72,60.0
"Preston School District","=""1140011""","Math","F",152,143,94.1,143,22,15.4,48,33.6,45,31.5,28,19.6,73,51.0
"Preston School District","=""1140011""","Math","M",130,119,91.5,119,17,14.3,38,31.9,37,31.1,27,22.7,64,53.8
"Putnam School District","=""1160011""","ELA","F",324,317,97.8,313,68,21.7,86,27.5,103,32.9,56,17.9,159,50.8
"Putnam School District","=""1160011""","ELA","M",306,299,97.7,295,95,32.2,91,30.8,70,23.7,39,13.2,109,36.9
"Putnam School District","=""1160011""","Math","F",324,320,98.8,316,122,38.6,123,38.9,44,13.9,27,8.5,71,22.5
"Putnam School District","=""1160011""","Math","M",306,299,97.7,295,120,40.7,92,31.2,61,20.7,22,7.5,83,28.1
"Redding School District","=""1170011""","ELA","F",335,304,90.7,301,13,4.3,34,11.3,115,38.2,139,46.2,254,84.4
"Redding School District","=""1170011""","ELA","M",361,339,93.9,335,39,11.6,60,17.9,119,35.5,117,34.9,236,70.4
"Redding School District","=""1170011""","Math","F",334,297,88.9,296,27,9.1,61,20.6,100,33.8,108,36.5,208,70.3
"Redding School District","=""1170011""","Math","M",361,332,92.0,332,42,12.7,74,22.3,92,27.7,124,37.3,216,65.1
"Regional School District 01","=""2010012""","ELA","F",59,49,83.1,49,"*","*",13,26.5,23,46.9,"*","*","*","*"
"Regional School District 01","=""2010012""","ELA","M",53,47,88.7,47,"*","*",14,29.8,11,23.4,"*","*","*","*"
"Regional School District 01","=""2010012""","Math","F",59,55,93.2,53,"*","*",21,39.6,15,28.3,"*","*","*","*"
"Regional School District 01","=""2010012""","Math","M",53,50,94.3,50,22,44.0,14,28.0,"*","*","*","*",14,28.0
"Regional School District 04","=""2040012""","ELA","F",249,245,98.4,243,7,2.9,33,13.6,123,50.6,80,32.9,203,83.5
"Regional School District 04","=""2040012""","ELA","M",232,226,97.4,226,19,8.4,56,24.8,107,47.3,44,19.5,151,66.8
"Regional School District 04","=""2040012""","Math","F",249,241,96.8,241,44,18.3,79,32.8,85,35.3,33,13.7,118,49.0
"Regional School District 04","=""2040012""","Math","M",232,229,98.7,229,52,22.7,72,31.4,62,27.1,43,18.8,105,45.9
"Regional School District 05","=""2050012""","ELA","F",563,528,93.8,528,50,9.5,65,12.3,217,41.1,196,37.1,413,78.2
"Regional School District 05","=""2050012""","ELA","M",595,568,95.5,568,114,20.1,108,19.0,207,36.4,139,24.5,346,60.9
"Regional School District 05","=""2050012""","Math","F",563,528,93.8,528,101,19.1,117,22.2,138,26.1,172,32.6,310,58.7
"Regional School District 05","=""2050012""","Math","M",595,573,96.3,571,135,23.6,136,23.8,127,22.2,173,30.3,300,52.5
"Regional School District 06","=""2060012""","ELA","F",237,219,92.4,219,16,7.3,48,21.9,81,37.0,74,33.8,155,70.8
"Regional School District 06","=""2060012""","ELA","M",209,190,90.9,189,27,14.3,61,32.3,70,37.0,31,16.4,101,53.4
"Regional School District 06","=""2060012""","Math","F",237,217,91.6,217,57,26.3,71,32.7,58,26.7,31,14.3,89,41.0
"Regional School District 06","=""2060012""","Math","M",209,184,88.0,184,57,31.0,58,31.5,44,23.9,25,13.6,69,37.5
"Regional School District 07","=""2070012""","ELA","F",252,241,95.6,240,26,10.8,43,17.9,94,39.2,77,32.1,171,71.3
"Regional School District 07","=""2070012""","ELA","M",272,260,95.6,258,71,27.5,58,22.5,85,32.9,44,17.1,129,50.0
"Regional School District 07","=""2070012""","Math","F",252,239,94.8,238,48,20.2,57,23.9,76,31.9,57,23.9,133,55.9
"Regional School District 07","=""2070012""","Math","M",272,259,95.2,258,79,30.6,54,20.9,64,24.8,61,23.6,125,48.4
"Regional School District 08","=""2080012""","ELA","F",398,397,99.7,396,38,9.6,63,15.9,181,45.7,114,28.8,295,74.5
"Regional School District 08","=""2080012""","ELA","M",423,417,98.6,412,52,12.6,101,24.5,167,40.5,92,22.3,259,62.9
"Regional School District 08","=""2080012""","Math","F",398,397,99.7,396,85,21.5,97,24.5,125,31.6,89,22.5,214,54.0
"Regional School District 08","=""2080012""","Math","M",423,417,98.6,412,93,22.6,107,26.0,95,23.1,117,28.4,212,51.5
"Regional School District 09","=""2090012""","ELA","F",131,38,29.0,38,0,0.0,"*","*","*","*",22,57.9,"*","*"
"Regional School District 09","=""2090012""","ELA","M",120,36,30.0,35,"*","*","*","*",13,37.1,15,42.9,28,80.0
"Regional School District 09","=""2090012""","Math","F",131,49,37.4,49,6,12.2,11,22.4,18,36.7,14,28.6,32,65.3
"Regional School District 09","=""2090012""","Math","M",120,43,35.8,43,6,14.0,6,14.0,13,30.2,18,41.9,31,72.1
"Regional School District 10","=""2100012""","ELA","F",639,626,98.0,625,36,5.8,87,13.9,246,39.4,256,41.0,502,80.3
"Regional School District 10","=""2100012""","ELA","M",719,711,98.9,710,71,10.0,157,22.1,277,39.0,205,28.9,482,67.9
"Regional School District 10","=""2100012""","Math","F",639,625,97.8,625,72,11.5,198,31.7,205,32.8,150,24.0,355,56.8
"Regional School District 10","=""2100012""","Math","M",719,710,98.7,710,91,12.8,179,25.2,221,31.1,219,30.8,440,62.0
"Regional School District 11","=""2110012""","ELA","F",67,67,100.0,67,14,20.9,16,23.9,26,38.8,11,16.4,37,55.2
"Regional School District 11","=""2110012""","ELA","M",76,75,98.7,73,14,19.2,15,20.5,37,50.7,7,9.6,44,60.3
"Regional School District 11","=""2110012""","Math","F",67,66,98.5,66,38,57.6,19,28.8,9,13.6,0,0.0,9,13.6
"Regional School District 11","=""2110012""","Math","M",76,73,96.1,73,32,43.8,29,39.7,"*","*","*","*",12,16.4
"Regional School District 12","=""2120012""","ELA","F",208,204,98.1,203,12,5.9,32,15.8,79,38.9,80,39.4,159,78.3
"Regional School District 12","=""2120012""","ELA","M",203,201,99.0,200,24,12.0,41,20.5,76,38.0,59,29.5,135,67.5
"Regional School District 12","=""2120012""","Math","F",208,203,97.6,202,37,18.3,62,30.7,58,28.7,45,22.3,103,51.0
"Regional School District 12","=""2120012""","Math","M",205,204,99.5,201,33,16.4,60,29.9,58,28.9,50,24.9,108,53.7
"Regional School District 13","=""2130012""","ELA","F",484,478,98.8,478,24,5.0,95,19.9,212,44.4,147,30.8,359,75.1
"Regional School District 13","=""2130012""","ELA","M",523,516,98.7,516,86,16.7,146,28.3,172,33.3,112,21.7,284,55.0
"Regional School District 13","=""2130012""","Math","F",485,478,98.6,478,86,18.0,172,36.0,141,29.5,79,16.5,220,46.0
"Regional School District 13","=""2130012""","Math","M",524,514,98.1,514,128,24.9,160,31.1,125,24.3,101,19.6,226,44.0
"Regional School District 14","=""2140012""","ELA","F",461,445,96.5,445,34,7.6,88,19.8,177,39.8,146,32.8,323,72.6
"Regional School District 14","=""2140012""","ELA","M",438,433,98.9,433,94,21.7,108,24.9,157,36.3,74,17.1,231,53.3
"Regional School District 14","=""2140012""","Math","F",461,444,96.3,444,81,18.2,156,35.1,134,30.2,73,16.4,207,46.6
"Regional School District 14","=""2140012""","Math","M",438,433,98.9,433,116,26.8,140,32.3,99,22.9,78,18.0,177,40.9
"Regional School District 15","=""2150012""","ELA","F",1058,1036,97.9,1034,48,4.6,120,11.6,398,38.5,468,45.3,866,83.8
"Regional School District 15","=""2150012""","ELA","M",1113,1093,98.2,1090,102,9.4,181,16.6,444,40.7,363,33.3,807,74.0
"Regional School District 15","=""2150012""","Math","F",1058,1037,98.0,1037,129,12.4,308,29.7,330,31.8,270,26.0,600,57.9
"Regional School District 15","=""2150012""","Math","M",1112,1085,97.6,1084,129,11.9,296,27.3,329,30.4,330,30.4,659,60.8
"Regional School District 16","=""2160012""","ELA","F",608,586,96.4,585,66,11.3,135,23.1,237,40.5,147,25.1,384,65.6
"Regional School District 16","=""2160012""","ELA","M",652,633,97.1,633,151,23.9,172,27.2,215,34.0,95,15.0,310,49.0
"Regional School District 16","=""2160012""","Math","F",608,572,94.1,571,126,22.1,203,35.6,166,29.1,76,13.3,242,42.4
"Regional School District 16","=""2160012""","Math","M",652,622,95.4,622,175,28.1,165,26.5,175,28.1,107,17.2,282,45.3
"Regional School District 17","=""2170012""","ELA","F",591,587,99.3,587,27,4.6,87,14.8,237,40.4,236,40.2,473,80.6
"Regional School District 17","=""2170012""","ELA","M",657,651,99.1,651,78,12.0,147,22.6,242,37.2,184,28.3,426,65.4
"Regional School District 17","=""2170012""","Math","F",591,587,99.3,587,110,18.7,169,28.8,173,29.5,135,23.0,308,52.5
"Regional School District 17","=""2170012""","Math","M",657,652,99.2,652,123,18.9,197,30.2,155,23.8,177,27.1,332,50.9
"Regional School District 18","=""2180012""","ELA","F",371,363,97.8,361,10,2.8,48,13.3,129,35.7,174,48.2,303,83.9
"Regional School District 18","=""2180012""","ELA","M",383,373,97.4,373,31,8.3,75,20.1,144,38.6,123,33.0,267,71.6
"Regional School District 18","=""2180012""","Math","F",371,361,97.3,361,30,8.3,82,22.7,114,31.6,135,37.4,249,69.0
"Regional School District 18","=""2180012""","Math","M",384,368,95.8,367,49,13.4,74,20.2,105,28.6,139,37.9,244,66.5
"Regional School District 19","=""2190012""","ELA","F",153,22,14.4,22,"*","*",6,27.3,8,36.4,"*","*","*","*"
"Regional School District 19","=""2190012""","ELA","M",124,31,25.0,31,"*","*",9,29.0,9,29.0,"*","*","*","*"
"Regional School District 19","=""2190012""","Math","F",153,22,14.4,22,7,31.8,"*","*","*","*","*","*","*","*"
"Regional School District 19","=""2190012""","Math","M",124,30,24.2,30,14,46.7,"*","*","*","*","*","*","*","*"
"Ridgefield School District","=""1180011""","ELA","F",1389,1260,90.7,1260,37,2.9,132,10.5,396,31.4,695,55.2,1091,86.6
"Ridgefield School District","=""1180011""","ELA","M",1448,1300,89.8,1298,87,6.7,204,15.7,470,36.2,537,41.4,1007,77.6
"Ridgefield School District","=""1180011""","Math","F",1389,1241,89.3,1241,104,8.4,321,25.9,441,35.5,375,30.2,816,65.8
"Ridgefield School District","=""1180011""","Math","M",1448,1281,88.5,1281,139,10.9,287,22.4,382,29.8,473,36.9,855,66.7
"Rocky Hill School District","=""1190011""","ELA","F",660,600,90.9,600,36,6.0,86,14.3,239,39.8,239,39.8,478,79.7
"Rocky Hill School District","=""1190011""","ELA","M",653,608,93.1,607,87,14.3,106,17.5,218,35.9,196,32.3,414,68.2
"Rocky Hill School District","=""1190011""","Math","F",660,600,90.9,600,99,16.5,176,29.3,174,29.0,151,25.2,325,54.2
"Rocky Hill School District","=""1190011""","Math","M",654,610,93.3,610,117,19.2,172,28.2,169,27.7,152,24.9,321,52.6
"Salem School District","=""1210011""","ELA","F",130,130,100.0,130,8,6.2,15,11.5,47,36.2,60,46.2,107,82.3
"Salem School District","=""1210011""","ELA","M",136,136,100.0,136,15,11.0,28,20.6,55,40.4,38,27.9,93,68.4
"Salem School District","=""1210011""","Math","F",130,130,100.0,130,13,10.0,29,22.3,50,38.5,38,29.2,88,67.7
"Salem School District","=""1210011""","Math","M",136,136,100.0,136,14,10.3,20,14.7,46,33.8,56,41.2,102,75.0
"Salisbury School District","=""1220011""","ELA","F",81,80,98.8,80,"*","*","*","*",25,31.3,47,58.8,72,90.0
"Salisbury School District","=""1220011""","ELA","M",84,82,97.6,82,"*","*","*","*",24,29.3,39,47.6,63,76.8
"Salisbury School District","=""1220011""","Math","F",81,80,98.8,80,"*","*","*","*",31,38.8,24,30.0,55,68.8
"Salisbury School District","=""1220011""","Math","M",84,83,98.8,83,"*","*","*","*",20,24.1,27,32.5,47,56.6
"Scotland School District","=""1230011""","ELA","F",34,34,100.0,34,"*","*","*","*",10,29.4,11,32.4,21,61.8
"Scotland School District","=""1230011""","ELA","M",34,34,100.0,34,"*","*","*","*",12,35.3,11,32.4,23,67.6
"Scotland School District","=""1230011""","Math","F",34,33,97.1,33,"*","*","*","*",10,30.3,7,21.2,17,51.5
"Scotland School District","=""1230011""","Math","M",34,34,100.0,34,"*","*",14,41.2,"*","*",10,29.4,"*","*"
"Seymour School District","=""1240011""","ELA","F",633,621,98.1,621,82,13.2,140,22.5,244,39.3,155,25.0,399,64.3
"Seymour School District","=""1240011""","ELA","M",628,621,98.9,621,165,26.6,157,25.3,196,31.6,103,16.6,299,48.1
"Seymour School District","=""1240011""","Math","F",633,620,97.9,620,176,28.4,206,33.2,140,22.6,98,15.8,238,38.4
"Seymour School District","=""1240011""","Math","M",628,620,98.7,618,180,29.1,171,27.7,142,23.0,125,20.2,267,43.2
"Sharon School District","=""1250011""","ELA","F",57,44,77.2,44,10,22.7,"*","*",17,38.6,"*","*","*","*"
"Sharon School District","=""1250011""","ELA","M",52,43,82.7,43,18,41.9,13,30.2,"*","*","*","*",12,27.9
"Sharon School District","=""1250011""","Math","F",57,44,77.2,44,"*","*",17,38.6,14,31.8,"*","*","*","*"
"Sharon School District","=""1250011""","Math","M",52,43,82.7,43,16,37.2,16,37.2,"*","*","*","*",11,25.6
"Shelton School District","=""1260011""","ELA","F",1363,1344,98.6,1343,121,9.0,244,18.2,496,36.9,482,35.9,978,72.8
"Shelton School District","=""1260011""","ELA","M",1375,1358,98.8,1358,218,16.1,279,20.5,494,36.4,367,27.0,861,63.4
"Shelton School District","=""1260011""","Math","F",1360,1342,98.7,1342,259,19.3,455,33.9,391,29.1,237,17.7,628,46.8
"Shelton School District","=""1260011""","Math","M",1375,1363,99.1,1362,272,20.0,384,28.2,380,27.9,326,23.9,706,51.8
"Sherman School District","=""1270011""","ELA","F",114,55,48.2,54,"*","*","*","*",19,35.2,22,40.7,41,75.9
"Sherman School District","=""1270011""","ELA","M",110,64,58.2,63,"*","*",12,19.0,26,41.3,"*","*","*","*"
"Sherman School District","=""1270011""","Math","F",114,57,50.0,55,11,20.0,13,23.6,22,40.0,9,16.4,31,56.4
"Sherman School District","=""1270011""","Math","M",110,63,57.3,62,11,17.7,22,35.5,17,27.4,12,19.4,29,46.8
"Side By Side Charter School District","=""2700013""","ELA","F",65,65,100.0,65,"*","*",18,27.7,26,40.0,"*","*","*","*"
"Side By Side Charter School District","=""2700013""","ELA","M",64,64,100.0,64,"*","*",18,28.1,27,42.2,"*","*","*","*"
"Side By Side Charter School District","=""2700013""","Math","F",65,65,100.0,65,15,23.1,26,40.0,17,26.2,7,10.8,24,36.9
"Side By Side Charter School District","=""2700013""","Math","M",64,64,100.0,64,11,17.2,21,32.8,20,31.3,12,18.8,32,50.0
"Simsbury School District","=""1280011""","ELA","F",1109,1093,98.6,1093,42,3.8,114,10.4,337,30.8,600,54.9,937,85.7
"Simsbury School District","=""1280011""","ELA","M",1226,1208,98.5,1207,98,8.1,208,17.2,423,35.0,478,39.6,901,74.6
"Simsbury School District","=""1280011""","Math","F",1109,1093,98.6,1091,128,11.7,237,21.7,332,30.4,394,36.1,726,66.5
"Simsbury School District","=""1280011""","Math","M",1223,1208,98.8,1208,161,13.3,283,23.4,358,29.6,406,33.6,764,63.2
"Somers School District","=""1290011""","ELA","F",408,404,99.0,404,20,5.0,76,18.8,169,41.8,139,34.4,308,76.2
"Somers School District","=""1290011""","ELA","M",426,424,99.5,423,71,16.8,103,24.3,152,35.9,97,22.9,249,58.9
"Somers School District","=""1290011""","Math","F",407,404,99.3,404,68,16.8,146,36.1,127,31.4,63,15.6,190,47.0
"Somers School District","=""1290011""","Math","M",425,423,99.5,422,104,24.6,120,28.4,112,26.5,86,20.4,198,46.9
"South Windsor School District","=""1320011""","ELA","F",1063,947,89.1,947,71,7.5,138,14.6,321,33.9,417,44.0,738,77.9
"South Windsor School District","=""1320011""","ELA","M",1145,1070,93.4,1069,144,13.5,231,21.6,378,35.4,316,29.6,694,64.9
"South Windsor School District","=""1320011""","Math","F",1063,947,89.1,946,124,13.1,225,23.8,275,29.1,322,34.0,597,63.1
"South Windsor School District","=""1320011""","Math","M",1145,1069,93.4,1069,161,15.1,267,25.0,271,25.4,370,34.6,641,60.0
"Southington School District","=""1310011""","ELA","F",1727,1709,99.0,1707,145,8.5,324,19.0,671,39.3,567,33.2,1238,72.5
"Southington School District","=""1310011""","ELA","M",1817,1793,98.7,1789,292,16.3,407,22.8,654,36.6,436,24.4,1090,60.9
"Southington School District","=""1310011""","Math","F",1726,1710,99.1,1709,261,15.3,535,31.3,579,33.9,334,19.5,913,53.4
"Southington School District","=""1310011""","Math","M",1816,1791,98.6,1789,313,17.5,465,26.0,593,33.1,418,23.4,1011,56.5
"Sprague School District","=""1330011""","ELA","F",105,103,98.1,103,14,13.6,23,22.3,44,42.7,22,21.4,66,64.1
"Sprague School District","=""1330011""","ELA","M",125,124,99.2,124,28,22.6,41,33.1,43,34.7,12,9.7,55,44.4
"Sprague School District","=""1330011""","Math","F",106,106,100.0,106,28,26.4,47,44.3,21,19.8,10,9.4,31,29.2
"Sprague School District","=""1330011""","Math","M",125,124,99.2,124,33,26.6,50,40.3,27,21.8,14,11.3,41,33.1
"Stafford School District","=""1340011""","ELA","F",383,378,98.7,378,34,9.0,69,18.3,150,39.7,125,33.1,275,72.8
"Stafford School District","=""1340011""","ELA","M",433,425,98.2,425,71,16.7,101,23.8,163,38.4,90,21.2,253,59.5
"Stafford School District","=""1340011""","Math","F",382,377,98.7,377,66,17.5,129,34.2,131,34.7,51,13.5,182,48.3
"Stafford School District","=""1340011""","Math","M",433,425,98.2,425,93,21.9,139,32.7,119,28.0,74,17.4,193,45.4
"Stamford Academy District","=""2820013""","ELA","F",10,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Stamford Academy District","=""2820013""","ELA","M",24,13,54.2,12,"*","*","*","*","*","*","*","*","*","*"
"Stamford Academy District","=""2820013""","Math","F",10,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Stamford Academy District","=""2820013""","Math","M",24,15,62.5,15,"*","*","*","*","*","*","*","*","*","*"
"Stamford School District","=""1350011""","ELA","F",4004,3882,97.0,3877,823,21.2,951,24.5,1239,32.0,864,22.3,2103,54.2
"Stamford School District","=""1350011""","ELA","M",4052,3904,96.3,3897,1145,29.4,1037,26.6,1120,28.7,595,15.3,1715,44.0
"Stamford School District","=""1350011""","Math","F",4004,3908,97.6,3904,1412,36.2,1071,27.4,856,21.9,565,14.5,1421,36.4
"Stamford School District","=""1350011""","Math","M",4053,3942,97.3,3938,1457,37.0,1009,25.6,805,20.4,667,16.9,1472,37.4
"Sterling School District","=""1360011""","ELA","F",147,147,100.0,147,22,15.0,42,28.6,50,34.0,33,22.4,83,56.5
"Sterling School District","=""1360011""","ELA","M",168,165,98.2,164,52,31.7,53,32.3,47,28.7,12,7.3,59,36.0
"Sterling School District","=""1360011""","Math","F",147,147,100.0,147,52,35.4,64,43.5,"*","*","*","*",31,21.1
"Sterling School District","=""1360011""","Math","M",168,163,97.0,163,76,46.6,58,35.6,"*","*","*","*",29,17.8
"Stonington School District","=""1370011""","ELA","F",553,460,83.2,457,40,8.8,71,15.5,145,31.7,201,44.0,346,75.7
"Stonington School District","=""1370011""","ELA","M",641,549,85.6,548,95,17.3,135,24.6,174,31.8,144,26.3,318,58.0
"Stonington School District","=""1370011""","Math","F",553,458,82.8,457,72,15.8,117,25.6,146,31.9,122,26.7,268,58.6
"Stonington School District","=""1370011""","Math","M",642,543,84.6,543,111,20.4,135,24.9,153,28.2,144,26.5,297,54.7
"Stratford School District","=""1380011""","ELA","F",1877,1833,97.7,1830,300,16.4,447,24.4,649,35.5,434,23.7,1083,59.2
"Stratford School District","=""1380011""","ELA","M",1897,1864,98.3,1862,494,26.5,537,28.8,577,31.0,254,13.6,831,44.6
"Stratford School District","=""1380011""","Math","F",1876,1835,97.8,1834,778,42.4,624,34.0,316,17.2,116,6.3,432,23.6
"Stratford School District","=""1380011""","Math","M",1895,1866,98.5,1864,840,45.1,597,32.0,301,16.1,126,6.8,427,22.9
"Suffield School District","=""1390011""","ELA","F",659,642,97.4,642,35,5.5,116,18.1,267,41.6,224,34.9,491,76.5
"Suffield School District","=""1390011""","ELA","M",614,590,96.1,586,90,15.4,116,19.8,211,36.0,169,28.8,380,64.8
"Suffield School District","=""1390011""","Math","F",659,640,97.1,640,116,18.1,224,35.0,210,32.8,90,14.1,300,46.9
"Suffield School District","=""1390011""","Math","M",614,587,95.6,587,122,20.8,179,30.5,165,28.1,121,20.6,286,48.7
"The Bridge Academy District","=""2690013""","ELA","F",70,69,98.6,69,"*","*",30,43.5,27,39.1,"*","*","*","*"
"The Bridge Academy District","=""2690013""","ELA","M",66,66,100.0,66,26,39.4,30,45.5,10,15.2,0,0.0,10,15.2
"The Bridge Academy District","=""2690013""","Math","F",70,69,98.6,69,"*","*",33,47.8,"*","*",0,0.0,"*","*"
"The Bridge Academy District","=""2690013""","Math","M",66,66,100.0,66,42,63.6,19,28.8,"*","*","*","*","*","*"
"The Gilbert School District","=""9020022""","ELA","F",125,102,81.6,102,"*","*",32,31.4,41,40.2,"*","*","*","*"
"The Gilbert School District","=""9020022""","ELA","M",159,128,80.5,128,54,42.2,46,35.9,"*","*","*","*",28,21.9
"The Gilbert School District","=""9020022""","Math","F",125,104,83.2,104,44,42.3,42,40.4,"*","*","*","*",18,17.3
"The Gilbert School District","=""9020022""","Math","M",160,133,83.1,133,80,60.2,29,21.8,"*","*","*","*",24,18.0
"Thomaston School District","=""1400011""","ELA","F",264,262,99.2,262,33,12.6,60,22.9,108,41.2,61,23.3,169,64.5
"Thomaston School District","=""1400011""","ELA","M",244,240,98.4,239,54,22.6,71,29.7,90,37.7,24,10.0,114,47.7
"Thomaston School District","=""1400011""","Math","F",264,263,99.6,263,47,17.9,96,36.5,74,28.1,46,17.5,120,45.6
"Thomaston School District","=""1400011""","Math","M",244,242,99.2,240,73,30.4,72,30.0,64,26.7,31,12.9,95,39.6
"Thompson School District","=""1410011""","ELA","F",273,259,94.9,259,45,17.4,71,27.4,105,40.5,38,14.7,143,55.2
"Thompson School District","=""1410011""","ELA","M",301,290,96.3,288,65,22.6,89,30.9,102,35.4,32,11.1,134,46.5
"Thompson School District","=""1410011""","Math","F",273,259,94.9,259,106,40.9,100,38.6,42,16.2,11,4.2,53,20.5
