"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA, All Grades Combined, Free/Reduced Price Meal"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Torrington School District","=""1430011""","R",215,201,93.5,200,46,23.0,60,30.0,68,34.0,26,13.0,94,47.0
"Trailblazers Academy District","=""2780013""","F",125,124,99.2,123,79,64.2,28,22.8,"*","*","*","*",16,13.0
"Trailblazers Academy District","=""2780013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trailblazers Academy District","=""2780013""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Trumbull School District","=""1440011""","F",236,209,88.6,209,48,23.0,60,28.7,65,31.1,36,17.2,101,48.3
"Trumbull School District","=""1440011""","N",3214,2851,88.7,2847,257,9.0,506,17.8,1017,35.7,1067,37.5,2084,73.2
"Trumbull School District","=""1440011""","R",116,106,91.4,106,19,17.9,26,24.5,46,43.4,15,14.2,61,57.5
"Unified School District #2","=""3470015""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Unified School District #2","=""3470015""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Union School District","=""1450011""","N",54,54,100.0,54,"*","*",15,27.8,24,44.4,"*","*","*","*"
"Vernon School District","=""1460011""","F",583,570,97.8,570,251,44.0,166,29.1,"*","*","*","*",153,26.8
"Vernon School District","=""1460011""","N",941,909,96.6,907,164,18.1,231,25.5,305,33.6,207,22.8,512,56.4
"Vernon School District","=""1460011""","R",77,74,96.1,74,26,35.1,26,35.1,"*","*","*","*",22,29.7
"Voluntown School District","=""1470011""","F",38,38,100.0,38,"*","*","*","*","*","*","*","*","*","*"
"Voluntown School District","=""1470011""","N",150,149,99.3,149,18,12.1,23,15.4,58,38.9,50,33.6,108,72.5
"Voluntown School District","=""1470011""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Wallingford School District","=""1480011""","F",543,528,97.2,526,152,28.9,182,34.6,140,26.6,52,9.9,192,36.5
"Wallingford School District","=""1480011""","N",2613,2559,97.9,2559,382,14.9,578,22.6,1000,39.1,599,23.4,1599,62.5
"Wallingford School District","=""1480011""","R",100,97,97.0,97,30,30.9,25,25.8,30,30.9,12,12.4,42,43.3
"Waterbury School District","=""1510011""","F",6975,6842,98.1,6825,3698,54.2,1730,25.3,1138,16.7,259,3.8,1397,20.5
"Waterbury School District","=""1510011""","N",1859,1789,96.2,1783,545,30.6,454,25.5,502,28.2,282,15.8,784,44.0
"Waterbury School District","=""1510011""","R",651,642,98.6,642,231,36.0,199,31.0,154,24.0,58,9.0,212,33.0
"Waterford School District","=""1520011""","F",217,210,96.8,210,55,26.2,71,33.8,57,27.1,27,12.9,84,40.0
"Waterford School District","=""1520011""","N",1146,1141,99.6,1139,107,9.4,219,19.2,483,42.4,330,29.0,813,71.4
"Waterford School District","=""1520011""","R",43,43,100.0,43,8,18.6,13,30.2,14,32.6,8,18.6,22,51.2
"Watertown School District","=""1530011""","F",319,297,93.1,296,72,24.3,71,24.0,110,37.2,43,14.5,153,51.7
"Watertown School District","=""1530011""","N",1130,1009,89.3,1009,132,13.1,233,23.1,396,39.2,248,24.6,644,63.8
"Watertown School District","=""1530011""","R",82,77,93.9,77,13,16.9,28,36.4,25,32.5,11,14.3,36,46.8
"West Hartford School District","=""1550011""","F",833,794,95.3,794,226,28.5,231,29.1,237,29.8,100,12.6,337,42.4
"West Hartford School District","=""1550011""","N",4185,3983,95.2,3971,255,6.4,580,14.6,1455,36.6,1681,42.3,3136,79.0
"West Hartford School District","=""1550011""","R",204,196,96.1,196,29,14.8,51,26.0,74,37.8,42,21.4,116,59.2
"West Haven School District","=""1560011""","F",1701,1652,97.1,1652,585,35.4,484,29.3,434,26.3,149,9.0,583,35.3
"West Haven School District","=""1560011""","N",1123,1110,98.8,1110,205,18.5,260,23.4,409,36.8,236,21.3,645,58.1
"West Haven School District","=""1560011""","R",250,246,98.4,245,58,23.7,80,32.7,80,32.7,27,11.0,107,43.7
"Westbrook School District","=""1540011""","F",55,47,85.5,47,9,19.1,"*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","N",334,281,84.1,281,"*","*","*","*",98,34.9,136,48.4,234,83.3
"Westbrook School District","=""1540011""","R",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","F",27,23,85.2,23,"*","*","*","*","*","*","*","*","*","*"
"Weston School District","=""1570011""","N",1307,1202,92.0,1198,67,5.6,179,14.9,485,40.5,467,39.0,952,79.5
"Weston School District","=""1570011""","R",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Westport School District","=""1580011""","F",91,80,87.9,80,"*","*","*","*",23,28.8,17,21.3,40,50.0
"Westport School District","=""1580011""","N",3057,2673,87.4,2673,91,3.4,270,10.1,978,36.6,1334,49.9,2312,86.5
"Westport School District","=""1580011""","R",29,27,93.1,27,7,25.9,"*","*","*","*",9,33.3,"*","*"
"Wethersfield School District","=""1590011""","F",284,273,96.1,272,104,38.2,83,30.5,60,22.1,25,9.2,85,31.3
"Wethersfield School District","=""1590011""","N",1549,1427,92.1,1423,204,14.3,326,22.9,526,37.0,367,25.8,893,62.8
"Wethersfield School District","=""1590011""","R",99,94,94.9,93,21,22.6,34,36.6,29,31.2,9,9.7,38,40.9
"Willington School District","=""1600011""","F",51,50,98.0,50,"*","*","*","*","*","*","*","*","*","*"
"Willington School District","=""1600011""","N",218,211,96.8,211,36,17.1,54,25.6,77,36.5,44,20.9,121,57.3
"Willington School District","=""1600011""","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","F",23,23,100.0,23,"*","*","*","*","*","*","*","*","*","*"
"Wilton School District","=""1610011""","N",2340,2290,97.9,2288,213,9.3,385,16.8,956,41.8,734,32.1,1690,73.9
"Wilton School District","=""1610011""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Winchester School District","=""1620011""","F",152,147,96.7,146,46,31.5,45,30.8,"*","*","*","*",55,37.7
"Winchester School District","=""1620011""","N",135,135,100.0,132,32,24.2,32,24.2,37,28.0,31,23.5,68,51.5
"Winchester School District","=""1620011""","R",28,28,100.0,28,9,32.1,"*","*",9,32.1,"*","*","*","*"
"Windham School District","=""1630011""","F",1170,1134,96.9,1128,581,51.5,324,28.7,176,15.6,47,4.2,223,19.8
"Windham School District","=""1630011""","N",323,317,98.1,317,70,22.1,77,24.3,119,37.5,51,16.1,170,53.6
"Windham School District","=""1630011""","R",87,87,100.0,87,33,37.9,25,28.7,21,24.1,8,9.2,29,33.3
"Windsor Locks School District","=""1650011""","F",287,279,97.2,279,119,42.7,81,29.0,62,22.2,17,6.1,79,28.3
"Windsor Locks School District","=""1650011""","N",518,513,99.0,512,106,20.7,137,26.8,185,36.1,84,16.4,269,52.5
"Windsor Locks School District","=""1650011""","R",73,70,95.9,70,18,25.7,17,24.3,25,35.7,10,14.3,35,50.0
"Windsor School District","=""1640011""","F",449,407,90.6,406,174,42.9,111,27.3,82,20.2,39,9.6,121,29.8
"Windsor School District","=""1640011""","N",1054,931,88.3,930,204,21.9,225,24.2,316,34.0,185,19.9,501,53.9
"Windsor School District","=""1640011""","R",103,92,89.3,92,31,33.7,30,32.6,25,27.2,6,6.5,31,33.7
"Wolcott School District","=""1660011""","F",212,209,98.6,209,51,24.4,60,28.7,68,32.5,30,14.4,98,46.9
"Wolcott School District","=""1660011""","N",1062,1059,99.7,1059,132,12.5,246,23.2,420,39.7,261,24.6,681,64.3
"Wolcott School District","=""1660011""","R",62,62,100.0,62,11,17.7,18,29.0,15,24.2,18,29.0,33,53.2
"Woodbridge School District","=""1670011""","F",22,20,90.9,20,"*","*","*","*","*","*","*","*","*","*"
"Woodbridge School District","=""1670011""","N",415,392,94.5,391,30,7.7,67,17.1,120,30.7,174,44.5,294,75.2
"Woodbridge School District","=""1670011""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Woodstock Academy District","=""9030022""","N",233,"*","*","*","*","*","*","*",17,32.1,24,45.3,41,77.4
"Woodstock Academy District","=""9030022""","R","*",0,"*",0,"*","*","*","*","*","*","*","*","*","*"
"Woodstock School District","=""1690011""","F",59,59,100.0,59,16,27.1,"*","*",21,35.6,"*","*","*","*"
"Woodstock School District","=""1690011""","N",513,500,97.5,498,48,9.6,88,17.7,189,38.0,173,34.7,362,72.7
"Woodstock School District","=""1690011""","R",25,24,96.0,24,"*","*","*","*",9,37.5,7,29.2,16,66.7

