"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA and Math, All Grades Combined, Free/Reduced Price Meal Eligibility (3-level)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Lisbon School District","=""0730011""","ELA","N",189,187,98.9,187,20,10.7,44,23.5,71,38.0,52,27.8,123,65.8
"Lisbon School District","=""0730011""","ELA","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""","Math","F",53,52,98.1,52,"*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""","Math","N",189,187,98.9,187,36,19.3,69,36.9,61,32.6,21,11.2,82,43.9
"Lisbon School District","=""0730011""","Math","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","ELA","F",55,55,100.0,55,"*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","ELA","N",375,370,98.7,370,25,6.8,48,13.0,128,34.6,169,45.7,297,80.3
"Litchfield School District","=""0740011""","ELA","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","Math","F",55,55,100.0,55,"*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","Math","N",375,370,98.7,370,28,7.6,77,20.8,108,29.2,157,42.4,265,71.6
"Litchfield School District","=""0740011""","Math","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","ELA","F",34,34,100.0,34,"*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","ELA","N",1283,1163,90.6,1163,118,10.1,208,17.9,434,37.3,403,34.7,837,72.0
"Madison School District","=""0760011""","ELA","R",16,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","Math","F",34,34,100.0,34,"*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","Math","N",1283,1156,90.1,1156,127,11.0,289,25.0,387,33.5,353,30.5,740,64.0
"Madison School District","=""0760011""","Math","R",16,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","ELA","F",1415,1396,98.7,1395,687,49.2,317,22.7,291,20.9,100,7.2,391,28.0
"Manchester School District","=""0770011""","ELA","N",1082,1068,98.7,1068,224,21.0,237,22.2,340,31.8,267,25.0,607,56.8
"Manchester School District","=""0770011""","ELA","R",181,180,99.4,180,65,36.1,47,26.1,43,23.9,25,13.9,68,37.8
"Manchester School District","=""0770011""","Math","F",1415,1395,98.6,1394,761,54.6,388,27.8,181,13.0,64,4.6,245,17.6
"Manchester School District","=""0770011""","Math","N",1082,1066,98.5,1066,249,23.4,330,31.0,291,27.3,196,18.4,487,45.7
"Manchester School District","=""0770011""","Math","R",181,180,99.4,180,79,43.9,50,27.8,35,19.4,16,8.9,51,28.3
"Mansfield School District","=""0780011""","ELA","F",168,162,96.4,162,"*","*","*","*",45,27.8,49,30.2,94,58.0
"Mansfield School District","=""0780011""","ELA","N",609,560,92.0,560,31,5.5,58,10.4,184,32.9,287,51.3,471,84.1
"Mansfield School District","=""0780011""","ELA","R",38,38,100.0,38,"*","*","*","*",12,31.6,14,36.8,26,68.4
"Mansfield School District","=""0780011""","Math","F",168,161,95.8,161,"*","*","*","*",48,29.8,35,21.7,83,51.6
"Mansfield School District","=""0780011""","Math","N",610,562,92.1,562,32,5.7,105,18.7,160,28.5,265,47.2,425,75.6
"Mansfield School District","=""0780011""","Math","R",38,38,100.0,38,"*","*","*","*",11,28.9,18,47.4,29,76.3
"Marlborough School District","=""0790011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Marlborough School District","=""0790011""","ELA","N",307,306,99.7,306,23,7.5,50,16.3,92,30.1,141,46.1,233,76.1
"Marlborough School District","=""0790011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Marlborough School District","=""0790011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Marlborough School District","=""0790011""","Math","N",307,305,99.3,305,11,3.6,57,18.7,99,32.5,138,45.2,237,77.7
"Marlborough School District","=""0790011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","ELA","F",2060,2046,99.3,2046,901,44.0,538,26.3,454,22.2,153,7.5,607,29.7
"Meriden School District","=""0800011""","ELA","N",1078,1073,99.5,1073,209,19.5,240,22.4,374,34.9,250,23.3,624,58.2
"Meriden School District","=""0800011""","ELA","R",276,274,99.3,274,84,30.7,59,21.5,89,32.5,42,15.3,131,47.8
"Meriden School District","=""0800011""","Math","F",2058,2019,98.1,2018,1067,52.9,573,28.4,279,13.8,99,4.9,378,18.7
"Meriden School District","=""0800011""","Math","N",1077,1063,98.7,1063,300,28.2,352,33.1,249,23.4,162,15.2,411,38.7
"Meriden School District","=""0800011""","Math","R",275,272,98.9,272,98,36.0,104,38.2,40,14.7,30,11.0,70,25.7
"Middletown School District","=""0830011""","ELA","F",830,830,100.0,830,350,42.2,215,25.9,199,24.0,66,8.0,265,31.9
"Middletown School District","=""0830011""","ELA","N",1132,1132,100.0,1130,160,14.2,203,18.0,421,37.3,346,30.6,767,67.9
"Middletown School District","=""0830011""","ELA","R",130,128,98.5,128,32,25.0,44,34.4,32,25.0,20,15.6,52,40.6
"Middletown School District","=""0830011""","Math","F",829,826,99.6,826,416,50.4,254,30.8,129,15.6,27,3.3,156,18.9
"Middletown School District","=""0830011""","Math","N",1132,1130,99.8,1129,220,19.5,298,26.4,323,28.6,288,25.5,611,54.1
"Middletown School District","=""0830011""","Math","R",130,128,98.5,128,49,38.3,42,32.8,15,11.7,22,17.2,37,28.9
"Milford School District","=""0840011""","ELA","F",501,491,98.0,491,139,28.3,140,28.5,152,31.0,60,12.2,212,43.2
"Milford School District","=""0840011""","ELA","N",2109,2066,98.0,2066,189,9.1,427,20.7,804,38.9,646,31.3,1450,70.2
"Milford School District","=""0840011""","ELA","R",142,140,98.6,140,33,23.6,40,28.6,41,29.3,26,18.6,67,47.9
"Milford School District","=""0840011""","Math","F",500,490,98.0,490,178,36.3,172,35.1,98,20.0,42,8.6,140,28.6
"Milford School District","=""0840011""","Math","N",2109,2059,97.6,2059,276,13.4,585,28.4,648,31.5,550,26.7,1198,58.2
"Milford School District","=""0840011""","Math","R",142,140,98.6,140,41,29.3,50,35.7,35,25.0,14,10.0,49,35.0
"Monroe School District","=""0850011""","ELA","F",76,76,100.0,76,"*","*","*","*",23,30.3,22,28.9,45,59.2
"Monroe School District","=""0850011""","ELA","N",1342,1330,99.1,1330,83,6.2,186,14.0,482,36.2,579,43.5,1061,79.8
"Monroe School District","=""0850011""","ELA","R",30,30,100.0,30,"*","*","*","*",11,36.7,10,33.3,21,70.0
"Monroe School District","=""0850011""","Math","F",76,76,100.0,76,"*","*","*","*",21,27.6,18,23.7,39,51.3
"Monroe School District","=""0850011""","Math","N",1343,1330,99.0,1330,130,9.8,296,22.3,438,32.9,466,35.0,904,68.0
"Monroe School District","=""0850011""","Math","R",30,30,100.0,30,"*","*",11,36.7,10,33.3,"*","*","*","*"
"Montville School District","=""0860011""","ELA","F",303,302,99.7,302,66,21.9,92,30.5,94,31.1,50,16.6,144,47.7
"Montville School District","=""0860011""","ELA","N",636,633,99.5,633,73,11.5,134,21.2,222,35.1,204,32.2,426,67.3
"Montville School District","=""0860011""","ELA","R",109,109,100.0,109,22,20.2,26,23.9,46,42.2,15,13.8,61,56.0
"Montville School District","=""0860011""","Math","F",302,301,99.7,301,93,30.9,109,36.2,70,23.3,29,9.6,99,32.9
"Montville School District","=""0860011""","Math","N",636,633,99.5,633,102,16.1,192,30.3,188,29.7,151,23.9,339,53.6
"Montville School District","=""0860011""","Math","R",109,109,100.0,109,23,21.1,39,35.8,38,34.9,9,8.3,47,43.1
"Naugatuck School District","=""0880011""","ELA","F",802,796,99.3,796,292,36.7,215,27.0,196,24.6,93,11.7,289,36.3
"Naugatuck School District","=""0880011""","ELA","N",974,973,99.9,973,165,17.0,245,25.2,333,34.2,230,23.6,563,57.9
"Naugatuck School District","=""0880011""","ELA","R",182,182,100.0,182,45,24.7,49,26.9,63,34.6,25,13.7,88,48.4
"Naugatuck School District","=""0880011""","Math","F",802,796,99.3,796,357,44.8,256,32.2,124,15.6,59,7.4,183,23.0
"Naugatuck School District","=""0880011""","Math","N",974,973,99.9,973,250,25.7,322,33.1,261,26.8,140,14.4,401,41.2
"Naugatuck School District","=""0880011""","Math","R",182,182,100.0,182,72,39.6,67,36.8,31,17.0,12,6.6,43,23.6
"New Beginnings Inc., Family Academy District","=""2800013""","ELA","F",181,181,100.0,181,67,37.0,60,33.1,43,23.8,11,6.1,54,29.8
"New Beginnings Inc., Family Academy District","=""2800013""","ELA","N",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","ELA","R",37,37,100.0,37,"*","*","*","*","*","*","*","*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Math","F",181,181,100.0,181,85,47.0,64,35.4,26,14.4,6,3.3,32,17.7
"New Beginnings Inc., Family Academy District","=""2800013""","Math","N",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Math","R",37,37,100.0,37,"*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","ELA","F",3347,3330,99.5,3329,2007,60.3,729,21.9,434,13.0,159,4.8,593,17.8
"New Britain School District","=""0890011""","ELA","N",764,760,99.5,760,286,37.6,181,23.8,187,24.6,106,13.9,293,38.6
"New Britain School District","=""0890011""","ELA","R",242,242,100.0,242,100,41.3,68,28.1,53,21.9,21,8.7,74,30.6
"New Britain School District","=""0890011""","Math","F",3333,3307,99.2,3306,2245,67.9,744,22.5,247,7.5,70,2.1,317,9.6
"New Britain School District","=""0890011""","Math","N",760,756,99.5,755,347,46.0,229,30.3,127,16.8,52,6.9,179,23.7
"New Britain School District","=""0890011""","Math","R",241,241,100.0,241,113,46.9,81,33.6,35,14.5,12,5.0,47,19.5
"New Canaan School District","=""0900011""","ELA","N",2031,2016,99.3,2016,93,4.6,243,12.1,659,32.7,1021,50.6,1680,83.3
"New Canaan School District","=""0900011""","Math","N",2033,2017,99.2,2017,87,4.3,335,16.6,560,27.8,1035,51.3,1595,79.1
"New Fairfield School District","=""0910011""","ELA","F",81,72,88.9,72,"*","*",19,26.4,30,41.7,"*","*","*","*"
"New Fairfield School District","=""0910011""","ELA","N",964,888,92.1,888,79,8.9,155,17.5,307,34.6,347,39.1,654,73.6
"New Fairfield School District","=""0910011""","ELA","R",26,25,96.2,25,"*","*",6,24.0,10,40.0,"*","*","*","*"
"New Fairfield School District","=""0910011""","Math","F",81,69,85.2,69,"*","*",23,33.3,20,29.0,"*","*","*","*"
"New Fairfield School District","=""0910011""","Math","N",964,878,91.1,877,98,11.2,225,25.7,278,31.7,276,31.5,554,63.2
"New Fairfield School District","=""0910011""","Math","R",26,25,96.2,25,"*","*",9,36.0,8,32.0,"*","*","*","*"
"New Hartford School District","=""0920011""","ELA","F",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"New Hartford School District","=""0920011""","ELA","N",266,256,96.2,256,25,9.8,55,21.5,72,28.1,104,40.6,176,68.8
"New Hartford School District","=""0920011""","ELA","R",12,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"New Hartford School District","=""0920011""","Math","F",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"New Hartford School District","=""0920011""","Math","N",266,256,96.2,256,44,17.2,73,28.5,90,35.2,49,19.1,139,54.3
"New Hartford School District","=""0920011""","Math","R",12,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","ELA","F",5269,5229,99.2,5225,2484,47.5,1477,28.3,1020,19.5,244,4.7,1264,24.2
"New Haven School District","=""0930011""","ELA","N",3637,3585,98.6,3578,1156,32.3,892,24.9,948,26.5,582,16.3,1530,42.8
"New Haven School District","=""0930011""","ELA","R",157,157,100.0,157,39,24.8,36,22.9,55,35.0,27,17.2,82,52.2
"New Haven School District","=""0930011""","Math","F",5271,5221,99.1,5217,3016,57.8,1594,30.6,496,9.5,111,2.1,607,11.6
"New Haven School District","=""0930011""","Math","N",3641,3579,98.3,3569,1462,41.0,1107,31.0,603,16.9,397,11.1,1000,28.0
"New Haven School District","=""0930011""","Math","R",157,157,100.0,157,52,33.1,59,37.6,33,21.0,13,8.3,46,29.3
"New London School District","=""0950011""","ELA","F",1150,1141,99.2,1139,565,49.6,290,25.5,213,18.7,71,6.2,284,24.9
"New London School District","=""0950011""","ELA","N",257,254,98.8,254,83,32.7,62,24.4,"*","*","*","*",109,42.9
"New London School District","=""0950011""","ELA","R",46,46,100.0,46,15,32.6,"*","*",13,28.3,"*","*","*","*"
"New London School District","=""0950011""","Math","F",1151,1138,98.9,1135,646,56.9,332,29.3,"*","*","*","*",157,13.8
"New London School District","=""0950011""","Math","N",257,254,98.8,254,95,37.4,72,28.3,52,20.5,35,13.8,87,34.3
"New London School District","=""0950011""","Math","R",46,46,100.0,45,15,33.3,19,42.2,"*","*","*","*",11,24.4
"New Milford School District","=""0960011""","ELA","F",350,337,96.3,337,119,35.3,96,28.5,102,30.3,20,5.9,122,36.2
"New Milford School District","=""0960011""","ELA","N",1512,1422,94.0,1422,265,18.6,328,23.1,482,33.9,347,24.4,829,58.3
"New Milford School District","=""0960011""","ELA","R",115,109,94.8,109,27,24.8,34,31.2,34,31.2,14,12.8,48,44.0
"New Milford School District","=""0960011""","Math","F",350,331,94.6,331,124,37.5,108,32.6,80,24.2,19,5.7,99,29.9
"New Milford School District","=""0960011""","Math","N",1512,1397,92.4,1397,261,18.7,418,29.9,408,29.2,310,22.2,718,51.4
"New Milford School District","=""0960011""","Math","R",115,107,93.0,107,38,35.5,29,27.1,26,24.3,14,13.1,40,37.4
"Newington School District","=""0940011""","ELA","F",345,344,99.7,344,103,29.9,101,29.4,100,29.1,40,11.6,140,40.7
"Newington School District","=""0940011""","ELA","N",1456,1451,99.7,1451,227,15.6,321,22.1,508,35.0,395,27.2,903,62.2
"Newington School District","=""0940011""","ELA","R",100,100,100.0,100,22,22.0,28,28.0,33,33.0,17,17.0,50,50.0
"Newington School District","=""0940011""","Math","F",344,343,99.7,343,105,30.6,117,34.1,89,25.9,32,9.3,121,35.3
"Newington School District","=""0940011""","Math","N",1456,1449,99.5,1449,244,16.8,410,28.3,440,30.4,355,24.5,795,54.9
"Newington School District","=""0940011""","Math","R",100,100,100.0,100,21,21.0,35,35.0,26,26.0,18,18.0,44,44.0
"Newtown School District","=""0970011""","ELA","F",115,113,98.3,113,23,20.4,21,18.6,48,42.5,21,18.6,69,61.1
"Newtown School District","=""0970011""","ELA","N",1924,1909,99.2,1909,129,6.8,317,16.6,735,38.5,728,38.1,1463,76.6
"Newtown School District","=""0970011""","ELA","R",43,43,100.0,43,10,23.3,13,30.2,12,27.9,8,18.6,20,46.5
"Newtown School District","=""0970011""","Math","F",115,112,97.4,112,23,20.5,31,27.7,40,35.7,18,16.1,58,51.8
"Newtown School District","=""0970011""","Math","N",1924,1907,99.1,1907,133,7.0,394,20.7,580,30.4,800,42.0,1380,72.4
"Newtown School District","=""0970011""","Math","R",43,43,100.0,43,9,20.9,13,30.2,11,25.6,10,23.3,21,48.8
"Norfolk School District","=""0980011""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","ELA","N",49,49,100.0,49,9,18.4,10,20.4,12,24.5,18,36.7,30,61.2
"Norfolk School District","=""0980011""","ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","Math","N",49,49,100.0,49,6,12.2,13,26.5,19,38.8,11,22.4,30,61.2
"Norfolk School District","=""0980011""","Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","ELA","F",117,112,95.7,112,23,20.5,31,27.7,38,33.9,20,17.9,58,51.8
"North Branford School District","=""0990011""","ELA","N",723,693,95.9,693,98,14.1,161,23.2,237,34.2,197,28.4,434,62.6
"North Branford School District","=""0990011""","ELA","R",37,37,100.0,37,12,32.4,10,27.0,9,24.3,6,16.2,15,40.5
"North Branford School District","=""0990011""","Math","F",117,112,95.7,112,"*","*",44,39.3,28,25.0,"*","*","*","*"
"North Branford School District","=""0990011""","Math","N",723,693,95.9,693,129,18.6,221,31.9,199,28.7,144,20.8,343,49.5
"North Branford School District","=""0990011""","Math","R",37,37,100.0,37,11,29.7,16,43.2,"*","*","*","*",10,27.0
"North Canaan School District","=""1000011""","ELA","F",33,33,100.0,33,"*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","ELA","N",113,111,98.2,111,14,12.6,27,24.3,42,37.8,28,25.2,70,63.1
"North Canaan School District","=""1000011""","ELA","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","Math","F",33,33,100.0,33,"*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","Math","N",113,111,98.2,111,18,16.2,35,31.5,42,37.8,16,14.4,58,52.3
"North Canaan School District","=""1000011""","Math","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","ELA","F",164,160,97.6,160,33,20.6,42,26.3,56,35.0,29,18.1,85,53.1
"North Haven School District","=""1010011""","ELA","N",1244,1215,97.7,1215,104,8.6,202,16.6,423,34.8,486,40.0,909,74.8
"North Haven School District","=""1010011""","ELA","R",73,69,94.5,69,16,23.2,20,29.0,22,31.9,11,15.9,33,47.8
"North Haven School District","=""1010011""","Math","F",164,160,97.6,160,41,25.6,53,33.1,38,23.8,28,17.5,66,41.3
"North Haven School District","=""1010011""","Math","N",1244,1211,97.3,1211,120,9.9,321,26.5,361,29.8,409,33.8,770,63.6
"North Haven School District","=""1010011""","Math","R",73,69,94.5,69,20,29.0,20,29.0,22,31.9,7,10.1,29,42.0
"North Stonington School District","=""1020011""","ELA","F",39,39,100.0,39,"*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","ELA","N",290,288,99.3,288,20,6.9,36,12.5,114,39.6,118,41.0,232,80.6
"North Stonington School District","=""1020011""","ELA","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Math","F",39,39,100.0,39,"*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Math","N",290,288,99.3,288,20,6.9,61,21.2,82,28.5,125,43.4,207,71.9
"North Stonington School District","=""1020011""","Math","R",11,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","ELA","F",2338,2332,99.7,2330,920,39.5,665,28.5,553,23.7,192,8.2,745,32.0
"Norwalk School District","=""1030011""","ELA","N",2291,2263,98.8,2254,338,15.0,495,22.0,722,32.0,699,31.0,1421,63.0
"Norwalk School District","=""1030011""","ELA","R",453,450,99.3,450,122,27.1,126,28.0,130,28.9,72,16.0,202,44.9
"Norwalk School District","=""1030011""","Math","F",2338,2331,99.7,2331,1149,49.3,717,30.8,355,15.2,110,4.7,465,19.9
"Norwalk School District","=""1030011""","Math","N",2288,2251,98.4,2246,477,21.2,675,30.1,572,25.5,522,23.2,1094,48.7
"Norwalk School District","=""1030011""","Math","R",453,450,99.3,450,156,34.7,150,33.3,99,22.0,45,10.0,144,32.0
"Norwich School District","=""1040011""","ELA","F",1507,1486,98.6,1485,717,48.3,375,25.3,299,20.1,94,6.3,393,26.5
"Norwich School District","=""1040011""","ELA","N",493,478,97.0,477,115,24.1,115,24.1,149,31.2,98,20.5,247,51.8
"Norwich School District","=""1040011""","ELA","R",206,203,98.5,203,63,31.0,60,29.6,54,26.6,26,12.8,80,39.4
"Norwich School District","=""1040011""","Math","F",1504,1483,98.6,1482,789,53.2,460,31.0,167,11.3,66,4.5,233,15.7
"Norwich School District","=""1040011""","Math","N",492,477,97.0,476,132,27.7,179,37.6,112,23.5,53,11.1,165,34.7
"Norwich School District","=""1040011""","Math","R",206,203,98.5,203,79,38.9,67,33.0,36,17.7,21,10.3,57,28.1
"Odyssey Community School District","=""2630013""","ELA","F",58,58,100.0,58,"*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""","ELA","N",148,147,99.3,147,23,15.6,34,23.1,58,39.5,32,21.8,90,61.2
"Odyssey Community School District","=""2630013""","ELA","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""","Math","F",58,58,100.0,58,"*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""","Math","N",148,147,99.3,147,39,26.5,48,32.7,41,27.9,19,12.9,60,40.8
"Odyssey Community School District","=""2630013""","Math","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","ELA","F",103,102,99.0,102,"*","*","*","*",38,37.3,"*","*","*","*"
"Old Saybrook School District","=""1060011""","ELA","N",492,486,98.8,486,37,7.6,90,18.5,194,39.9,165,34.0,359,73.9
"Old Saybrook School District","=""1060011""","ELA","R",22,22,100.0,22,"*","*","*","*",9,40.9,"*","*","*","*"
"Old Saybrook School District","=""1060011""","Math","F",103,100,97.1,100,"*","*",39,39.0,23,23.0,"*","*","*","*"
"Old Saybrook School District","=""1060011""","Math","N",492,486,98.8,486,52,10.7,148,30.5,147,30.2,139,28.6,286,58.8
"Old Saybrook School District","=""1060011""","Math","R",22,22,100.0,22,"*","*",7,31.8,7,31.8,"*","*","*","*"
"Orange School District","=""1070011""","ELA","F",32,32,100.0,32,"*","*","*","*","*","*","*","*","*","*"
"Orange School District","=""1070011""","ELA","N",694,680,98.0,680,49,7.2,92,13.5,228,33.5,311,45.7,539,79.3
"Orange School District","=""1070011""","ELA","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Orange School District","=""1070011""","Math","F",32,31,96.9,31,"*","*","*","*","*","*","*","*","*","*"
"Orange School District","=""1070011""","Math","N",694,680,98.0,680,46,6.8,150,22.1,259,38.1,225,33.1,484,71.2
"Orange School District","=""1070011""","Math","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","ELA","F",61,60,98.4,60,"*","*","*","*",16,26.7,"*","*","*","*"
"Oxford School District","=""1080011""","ELA","N",876,863,98.5,863,91,10.5,205,23.8,318,36.8,249,28.9,567,65.7
"Oxford School District","=""1080011""","ELA","R",26,26,100.0,26,"*","*","*","*",13,50.0,"*","*","*","*"
"Oxford School District","=""1080011""","Math","F",61,60,98.4,60,25,41.7,"*","*",10,16.7,"*","*","*","*"
"Oxford School District","=""1080011""","Math","N",876,862,98.4,862,126,14.6,263,30.5,276,32.0,197,22.9,473,54.9
"Oxford School District","=""1080011""","Math","R",26,25,96.2,25,7,28.0,"*","*",9,36.0,"*","*","*","*"
"Park City Prep Charter School District","=""2830013""","ELA","F",236,235,99.6,235,91,38.7,64,27.2,58,24.7,22,9.4,80,34.0
"Park City Prep Charter School District","=""2830013""","ELA","N",80,79,98.8,79,"*","*",18,22.8,30,38.0,"*","*","*","*"
"Park City Prep Charter School District","=""2830013""","ELA","R",32,32,100.0,32,"*","*",12,37.5,11,34.4,"*","*","*","*"
"Park City Prep Charter School District","=""2830013""","Math","F",236,235,99.6,235,116,49.4,84,35.7,22,9.4,13,5.5,35,14.9
"Park City Prep Charter School District","=""2830013""","Math","N",80,79,98.8,79,24,30.4,25,31.6,"*","*","*","*",30,38.0
"Park City Prep Charter School District","=""2830013""","Math","R",32,32,100.0,32,9,28.1,12,37.5,"*","*","*","*",11,34.4
"Plainfield School District","=""1090011""","ELA","F",456,449,98.5,449,117,26.1,125,27.8,138,30.7,69,15.4,207,46.1
"Plainfield School District","=""1090011""","ELA","N",477,474,99.4,474,55,11.6,102,21.5,180,38.0,137,28.9,317,66.9
"Plainfield School District","=""1090011""","ELA","R",95,94,98.9,94,15,16.0,21,22.3,39,41.5,19,20.2,58,61.7
"Plainfield School District","=""1090011""","Math","F",456,449,98.5,449,123,27.4,178,39.6,112,24.9,36,8.0,148,33.0
"Plainfield School District","=""1090011""","Math","N",477,474,99.4,474,77,16.2,154,32.5,151,31.9,92,19.4,243,51.3
"Plainfield School District","=""1090011""","Math","R",95,94,98.9,94,21,22.3,34,36.2,25,26.6,14,14.9,39,41.5
"Plainville School District","=""1100011""","ELA","F",282,282,100.0,282,89,31.6,69,24.5,90,31.9,34,12.1,124,44.0
"Plainville School District","=""1100011""","ELA","N",691,690,99.9,690,99,14.3,150,21.7,265,38.4,176,25.5,441,63.9
"Plainville School District","=""1100011""","ELA","R",70,70,100.0,70,11,15.7,20,28.6,23,32.9,16,22.9,39,55.7
"Plainville School District","=""1100011""","Math","F",282,281,99.6,281,97,34.5,94,33.5,68,24.2,22,7.8,90,32.0
"Plainville School District","=""1100011""","Math","N",692,691,99.9,691,129,18.7,234,33.9,192,27.8,136,19.7,328,47.5
"Plainville School District","=""1100011""","Math","R",70,70,100.0,70,17,24.3,22,31.4,18,25.7,13,18.6,31,44.3
"Plymouth School District","=""1110011""","ELA","F",185,184,99.5,184,61,33.2,46,25.0,47,25.5,30,16.3,77,41.8
"Plymouth School District","=""1110011""","ELA","N",440,434,98.6,434,69,15.9,96,22.1,156,35.9,113,26.0,269,62.0
"Plymouth School District","=""1110011""","ELA","R",39,39,100.0,39,11,28.2,12,30.8,9,23.1,7,17.9,16,41.0
"Plymouth School District","=""1110011""","Math","F",185,184,99.5,184,69,37.5,54,29.3,"*","*","*","*",61,33.2
"Plymouth School District","=""1110011""","Math","N",440,434,98.6,434,66,15.2,145,33.4,128,29.5,95,21.9,223,51.4
"Plymouth School District","=""1110011""","Math","R",39,39,100.0,39,15,38.5,12,30.8,"*","*","*","*",12,30.8
"Pomfret School District","=""1120011""","ELA","F",42,42,100.0,42,"*","*","*","*","*","*","*","*","*","*"
"Pomfret School District","=""1120011""","ELA","N",223,223,100.0,220,15,6.8,38,17.3,79,35.9,88,40.0,167,75.9
"Pomfret School District","=""1120011""","ELA","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Pomfret School District","=""1120011""","Math","F",42,42,100.0,42,"*","*","*","*","*","*","*","*","*","*"
"Pomfret School District","=""1120011""","Math","N",223,223,100.0,220,20,9.1,53,24.1,65,29.5,82,37.3,147,66.8
"Pomfret School District","=""1120011""","Math","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","ELA","F",115,115,100.0,115,"*","*","*","*",40,34.8,25,21.7,65,56.5
"Portland School District","=""1130011""","ELA","N",505,491,97.2,491,"*","*","*","*",167,34.0,230,46.8,397,80.9
"Portland School District","=""1130011""","ELA","R",24,23,95.8,23,"*","*","*","*",8,34.8,6,26.1,14,60.9
"Portland School District","=""1130011""","Math","F",115,115,100.0,115,"*","*",36,31.3,28,24.3,"*","*","*","*"
"Portland School District","=""1130011""","Math","N",505,491,97.2,491,37,7.5,112,22.8,165,33.6,177,36.0,342,69.7
"Portland School District","=""1130011""","Math","R",24,23,95.8,23,"*","*",8,34.8,6,26.1,"*","*","*","*"
"Preston School District","=""1140011""","ELA","F",47,44,93.6,44,"*","*","*","*","*","*","*","*","*","*"
"Preston School District","=""1140011""","ELA","N",216,207,95.8,207,21,10.1,41,19.8,80,38.6,65,31.4,145,70.0
"Preston School District","=""1140011""","ELA","R",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Preston School District","=""1140011""","Math","F",47,44,93.6,44,"*","*","*","*","*","*","*","*","*","*"
